0100000008	1 Mózes
010918005f	Hogy felserkene Noé mámorából, és megtudá a mit vele az ő kisebbik fia cselekedett vala:
0109190044	Monda: Átkozott Kanaán! Szolgák szolgája legyen atyjafiai közt.
01091a004f	Azután monda: Áldott az Úr, Sémnek Istene, néki légyen szolgája Kanaán!
01091b005e	Terjeszsze ki Isten Jáfetet, lakozzék Sémnek sátraiban; légyen néki szolgája a Kanaán!
01091c0042	Éle pedig Noé az özönvíz után háromszáz ötven esztendeig.
01091d0051	És vala Noé egész életének ideje kilenczszáz ötven esztendő; és meghala.
010a010071	Ez pedig a Noé fiainak, Sémnek, Khámnak és Jáfetnek nemzetsége; és fiaik születének az özönvíz után.
010a02004e	Jáfetnek fiai: Gómer, Mágog, Madai, Jáván, Thubál, Mésekh és Thirász.
010a030038	A Gómer fiai pedig: Askhenáz, Rifáth, és Tógármah.
010a04003e	Jávánnak pedig fiai: Elisah, Thársis, Kitthim és Dodánim.
010a050078	Ezekből váltak ki a szigetlakó népek az ő országaikban, mindenik a maga nyelve, családja és nemzetsége szerint.
010a060038	Khámnak pedig fiai: Khús, Miczráim, Pút és Kanaán.
010a070071	Khúsnak pedig fiai: Széba, Hávilah, Szábthah, Rahmáh, Szabthékah. Rahmáhnak pedig fiai: Séba és Dédán.
010a080041	Khús nemzé Nimródot is; ez kezde hatalmassá lenni a földön.
010a090066	Ez hatalmas vadász vala az Úr előtt, azért mondják: Hatalmas vadász az Úr előtt, mint Nimród.
010a0a0057	Az ő birodalmának kezdete volt Bábel, Erekh, Akkád és Kálnéh a Sineár földén.
010a0b005c	E földről ment aztán Assiriába, és építé Ninivét, Rekhoboth városát, és Kaláht.
010a0c0046	És Reszent Ninivé között és Kaláh között: ez az a nagy város.
010a0d0048	Miczráim pedig nemzé: Lúdimot, Anámimot, Lehábimot és Naftukhimot.
010a0e0054	Pathruszimot és Kaszlukhimot, a honnan a Filiszteusok származtak, és Kafthorimot.
010a0f0044	Kanaán pedig nemzé Czídont, az ő elsőszülöttét, és Khétet.
010a100025	Jebuzeust, Emorreust, és Girgazeust.
010a110022	Khivveust, Harkeust, és Szineust.
010a120058	Arvadeust, Czemareust, Hamatheust. És azután elszéledének a Kananeusok nemzetségei.
010a130085	Vala pedig a Kananeusok határa, Czídonból Gérár felé menve Gázáig; Sodoma, Gomora, Ádmáh, és Czeboim felé menve Lésáig.
010a14004a	Ezek a Khám fiai családjok, nyelvök, földjök s nemzetségök szerint.
010a15005e	Sémnek is lettek gyermekei; a ki Héber minden fiainak atyja, Jáfetnek testvérbátyja vala.
010a160034	Sém fiai: Élám, Assur, Arpaksád, Lúd és Arám.
010a170031	Arámnak fiai pedig: Úcz, Húl, Gether és Más.
010a180037	Arpaksád pedig nemzé Séláht, Séláh pedig Hébert.
010a190086	Hébernek is lett két fia: Az egyiknek neve Péleg, mivelhogy az ő idejében osztatott el a föld; testvérének pedig neve Joktán.
010a1a0049	Joktán pedig nemzé Almodádot, Sélefet, Haczarmávethet és Jerákhot.
010a1b0022	Hadórámot, Úzált és Dikláth.
010a1c001f	Obált, Abimáélt és Sébát.
010a1d0038	Ofirt, Havilát és Jóbábot. Ezek mind a Joktán fiai.
010a1e0050	És vala ezeknek lakása, Mésától fogva Séfárba menve a napkeleti hegyekig.
010a1f004b	Ezek a Sém fiai családjok, nyelvök, földjök és nemzetségök szerint.
010a20009b	Ezek a Noé fiainak családjai az ő nemzetségeik szerint, az ő népeik között, és ezektől szaporodának el a népek a földön, az özönvíz után.
010b010044	Mind az egész földnek pedig egy nyelve és egyféle beszéde vala.
010b020070	És lőn mikor kelet felől elindultak vala, Sineár földén egy síkságot találának és ott letelepedének.
010b030094	És mondának egymásnak: Jertek, vessünk téglát és égessük ki jól; és lőn nékik a tégla kő gyanánt, a szurok pedig ragasztó gyanánt.
010b0400b5	És mondának: Jertek, építsünk magunknak várost és tornyot, melynek teteje az eget érje, és szerezzünk magunknak nevet, hogy el ne széledjünk az egész földnek színén.
010b050064	Az Úr pedig leszálla, hogy lássa a várost és a tornyot, melyet építenek vala az emberek fiai.
010b0600bc	És monda az Úr: Ímé e nép egy, s az egésznek egy a nyelve, és munkájának ez a kezdete; és bizony semmi sem gátolja, hogy véghez ne vigyenek mindent, a mit elgondolnak magukban.
010b070063	Nosza szálljunk alá, és zavarjuk ott össze nyelvöket, hogy meg ne értsék egymás beszédét.
010b080069	És elszéleszté őket onnan az Úr az egész földnek színére; és megszűnének építeni a várost.
010b0900a4	Ezért nevezék annak nevét Bábelnek; mert ott zavará össze az Úr az egész föld nyelvét, és onnan széleszté el őket az Úr az egész földnek színére.
010b0a0070	Ez a Sém nemzetsége: Sém száz esztendős korában nemzé Arpaksádot, két esztendővel az özönvíz után.
010b0b0066	És éle Sém, minekutánna nemzette Arpaksádot, ötszáz esztendeig és nemze fiakat és leányokat.
010b0c0041	Arpaksád pedig harminczöt esztendős vala, és nemzé Séláht.
010b0d0072	És éle Arpaksád, minekutánna nemzette Séláht, négyszáz három esztendeig, és nemze fiakat és leányokat.
010b0e003b	Séláh pedig harmincz esztendős vala, és nemzé Hébert.
010b0f006d	És éle Séláh, minekutánna nemzé Hébert, négyszáz három esztendeig, és nemze fiakat és leányokat.
010b10003f	Héber pedig harmincznégy esztendős vala és nemzé Péleget.
010b11006f	És éle Héber, minekutánna nemzé Péleget, négyszáz harmincz esztendeig, és nemze fiakat és leányokat.
010b120038	Péleg pedig harmincz esztendős vala, és nemzé Réut.
010b13006a	És éle Péleg, minekutánna nemzé Réut, kétszáz kilencz esztendeig, és nemze fiakat és leányokat.
010b14003d	Réu pedig harminczkét esztendős vala, és nemzé Sérugot.
010b150067	És éle Réu, minekutánna nemzé Sérugot, kétszáz hét esztendeig és nemze fiakat és leányokat.
010b16003b	Sérug pedig harmincz esztendős vala, és nemzé Nákhort.
010b170065	És éle Sérug, minekutánna nemzé Nákhort, kétszáz esztendeig, és nemze fiakat és leányokat.
010b180041	Nákhor pedig huszonkilencz esztendős vala, és nemzé Thárét.
010b19006f	És éle Nákhor, minekutánna nemzé Thárét, száz tizenkilencz esztendeig, és nemze fiakat és leányokat.
010b1a004f	Tháré pedig hetven esztendős vala, és nemzé Ábrámot, Nákhort, Háránt.
010b1b0067	Ez a Tháré nemzetsége: Tháré nemzé Ábrámot, Nákhort és Háránt. Hárán pedig nemzé Lótot.
010b1c0071	Meghala pedig Hárán, az ő atyjának Thárénak szemei előtt, az ő születésének földjén, Úr-Kaszdimban.
010b1d00bf	Ábrám pedig és Nákhor vőnek magoknak feleséget: az Ábrám feleségének neve Szárai; a Nákhor feleségének neve Milkhah, Háránnak Milkhah atyjának és Jiszkáh atyjának leánya.
010b1e0035	Szárai pedig magtalan vala; nem vala néki gyermeke.
010b1f011b	És felvevé Tháré Ábrámot az ő fiát, és Lótot, Háránnak fiát, az ő unokáját, és Szárait, az ő menyét, Ábrámnak az ő fiának feleségét, és kiindulának együtt Úr-Kaszdimból, hogy Kanaán földére menjenek. És eljutának Háránig, és ott letelepedének.
010b20004c	Vala pedig Tháré kétszáz öt esztendős, és meghala Tháré Háránban.
010c01009c	És monda az Úr Ábrámnak: Eredj ki a te földedből, és a te rokonságod közül, és a te atyádnak házából, a földre, a melyet én mutatok néked.
010c02006a	És nagy nemzetté tészlek, és megáldalak téged, és felmagasztalom a te nevedet, és áldás leszesz.
010c03008d	És megáldom azokat, a kik téged áldanak, és a ki téged átkoz, megátkozom azt: és megáldatnak te benned a föld minden nemzetségei.
010c040098	És kiméne Ábrám, a mint az Úr mondotta vala néki, és Lót is kiméne ő vele: Ábrám pedig hetvenöt esztendős vala, mikor kiméne Háránból.
010c050120	És felvevé Ábrám az ő feleségét Szárait, és Lótot, az ő atyjafiának fiát, és minden szerzeményöket, a melyet szereztek vala, és a cselédeket, a kikre Háránban tettek vala szert, és elindulának, hogy Kanaán földére menjenek, és el is jutának a Kanaán földére.
010c06007b	És általméne Ábrám a földön mind Sikhem vidékéig, Móréh tölgyeséig. Akkor Kananeusok valának azon a földön.
010c07009b	És megjelenék az Úr Ábrámnak, és monda néki: A te magodnak adom ezt a földet. És Ábrám oltárt építe ott az Úrnak; a ki megjelent vala néki.
010c0800c6	Onnan azután a hegység felé méne Bétheltől keletre és felüté sátorát: Béthel vala nyugatra, Hái pedig keletre, és ott oltárt építe az Úrnak, és segítségűl hívá az Úr nevét.
010c09003f	És tovább költözék Ábrám; folyton délfelé húzódván.
010c0a0088	Azonban éhség lőn az országban, és Ábrám aláméne Égyiptomba, hogy ott tartózkodjék, mert nagy vala az éhség az országban.
010c0b0088	És lőn mikor közel vala, hogy bemenjen Égyiptomba, monda feleségének Szárainak: Ímé tudom, hogy szép ábrázatú asszony vagy.
010c0c0085	Azért mikor meglátnak téged az égyiptomiak, majd azt mondják: felesége ez; és engem megölnek, téged pedig életben tartanak.
010c0d006a	Mondd azért, kérlek, hogy húgom vagy; hogy jól legyen dolgom miattad, s életben maradjak te éretted.
010c0e0068	És lőn mikor Ábrám Égyiptomba érkezék, láták az égyiptomiak az asszonyt, hogy az nagyon szép.
010c0f0073	Mikor megláták őt a Faraó főemberei, magasztalák a Faraó előtt és elvivék az asszonyt a Faraó udvarába.
010c10007c	És jól tőn érette Ábrámmal, és valának juhai, ökrei, szamarai, szolgái, szolgálói, nőstényszamarai és tevéi.
010c110066	De megveré az Úr a Faraót és az ő házát nagy csapásokkal, Száraiért, Ábrám feleségéért.
010c120088	Hívatá azért a Faraó Ábrámot és monda: Miért mívelted ezt velem? Miért nem mondottad meg énnékem, hogy ez néked feleséged?
010c13007c	Miért mondottad: Húgom ő; azért vevém magamnak feleségűl. Most már imhol a te feleséged, vedd magadhoz és menj el.
010c14007e	És parancsola felőle a Faraó némely embereknek, a kik elbocsáták őtet és az ő feleségét, és mindenét a mije vala.
010d010084	Feljöve azért Ábrám Égyiptomból, ő és az ő felesége, és mindene valamije vala, és Lót is ő vele, a déli tartományba.
010d020042	Ábrám pedig igen gazdag vala barmokkal, ezüsttel és aranynyal.
010d030077	És méne helyről helyre délfelől mind Béthelig, oda a hol először vala az ő sátora, Béthel és Hái között.
010d040079	Annak az oltárnak helyére, melyet ott elsőben készített vala: és segítségűl hívá ott Ábrám az Úrnak nevét.
010d050051	Lótnak is pedig, a ki Ábrámmal jár vala, valának juhai, ökrei és sátorai.
010d060072	És nem bírá meg őket az a föld, hogy együtt lakjanak, mert sok jószáguk vala, és nem lakhatának együtt.
010d0700ab	Versengés is támada az Ábrám barompásztorai között, és a Lót barompásztorai között; és a Kananeusok és a Perizeusok is ott laknak vala akkor azon a földön.
010d0800a4	Monda azért Ábrám Lótnak: Ne legyen versengés közöttem és közötted, se az én pásztoraim között és a te pásztoraid között: hiszen atyafiak vagyunk.
010d09009c	Avagy nincsen-é előtted mind az egész föld? Válj el kérlek, tőlem; ha te balra tartasz, én jobbra megyek; ha te jobbra menéndesz, én balra térek.
010d0a00e9	Felemelé azért Lót az ő szemeit, és látá, hogy a Jordán egész melléke bővizű föld; mert minekelőtte elvesztette volna az Úr Sodomát és Gomorát, mind Czoárig olyan vala az, mint az Úr kertje, mint Égyiptom földe.
010d0b007a	És választá Lót magának a Jordán egész mellékét, és elköltözék Lót kelet felé: és elválának egymástól.
010d0c007d	Ábrám lakozik vala a Kanaán földén, Lót pedig lakozik vala a Jordán-melléki városokban, és sátoroz vala Sodomáig.
010d0d004b	Sodoma lakosai pedig nagyon gonoszok és bűnösök valának az Úr előtt.
010d0e00a8	Az Úr pedig monda Ábrámnak, minekutánna elválék tőle Lót: Emeld fel szemeidet és tekints arról a helyről, a hol vagy, északra, délre, keletre és nyugotra.
010d0f0056	Mert mind az egész földet, a melyet látsz, néked adom, és a te magodnak örökre.
010d100091	És olyanná tészem a te magodat, mint a földnek pora, hogyha valaki megszámlálhatja a földnek porát, a te magod is megszámlálható lesz.
010d110051	Kelj fel, járd be ez országot hosszában és széltében: mert néked adom azt.
010d120091	Elébb mozdítá azért sátorát Ábrám, és elméne, és lakozék Mamré tölgyesében, mely Hebronban van, és oltárt építe ott az Úrnak.
010e0100aa	Lőn pedig Amrafelnek, Sineár királyának és Ariókhnak, Elászár királyának, Khédorlaomernek, Élám királyának, és Thidálnak, a Góim királyának napjaiban:
010e0200b9	Hadat indítának ezek Bera, Sodoma királya ellen, Birsa, Gomora királya ellen, Sináb, Admáh királya ellen, Seméber, Czeboim királya ellen és Bélah, azaz Czoár királya ellen.
010e03003f	Mind ezek a Sziddim völgyében egyesűlének; ez a Sóstenger.
010e04006e	Tizenkét esztendeig szolgálták vala Khédorlaomert, és a tizenharmadik esztendőben ellene támadtak vala.
010e0500d9	A tizennegyedik esztendőben pedig eljöve Khédorlaomer, és a királyok, a kik ő vele valának, és megverék a Refeusokat Asztheroth Kárnajimban, és a Zuzeusokat Hámban, és az Emeusokat Sávé-Kirjáthajimban.
010e06005d	És a Horeusokat az ő hegyökön, a Seiren, egész Él-Páránig, mely a puszta mellett van.
010e0700b0	És megtérének s menének Hén Mispátba, azaz Kádesbe, és elpusztíták az Amálekiták egész mezőségét, és az Emoreusokat is, kik laknak vala Háczaczon-Thámárban.
