0100000007	Ts'etta
0107180046	Xhyan ç'iyeyne aq'val vəşşe xhots'al yiğna geed qıxhayle qiyğa,
01080100b0	Allahee Nühür, Nühüka gameedın gırgın çolun həyvanar, çavra-vəq'ə yik'el qalya'an. Allahee ç'iyeyne aq'valqa ablyav'uyne mıtsıka xhyanbı k'ıl qeedaxhe giyğal.
0108020048	Allahee k'oralybıyiy xəən g'uleppı ut'uma'anbı, gyoğiy ulyoyzaran.
0108030060	Xhyan ç'iyene aq'vayle ts'ıts'exhxhe giyğal. Vəşşe xhots'alyne yiğıle xhyan k'ıl qexhe.
0108040056	Yighıb'esde vuzane yits'ı yighad'esde yiğıl gamı Araratne suvabışil ulyoyzaran.
0108050078	Yits'ıd'esde vuzalqame xhyan k'ıl qexhe. Yits'ıd'esde vuzane ts'ettiyne yiğıl suvabışin vuk'ulybı g'ece giyğal.
010806003e	Nühee yoq'ts'alyne yiğıle vuce hı'iyn gamıyn g'uly aaqı,
0108070043	qən g'avku. Xhyan qeqqvasme, qən ulyooxa, hapk'ın qavayle vuxha.
010808005d	Xhyan ç'iyene aq'vayle ts'ıts'xhay ats'axhxhesdemee, ine yəqqee Nühee qı'nerke g'uxoole.
010809009d	Qı'nerkeyk'le givxasın ciga iveeke deş, ç'iye xhyanın aqqı eyxhe. Mana Nühüsqa gameeqa siviyk'al. Xıl hotku Nühee qı'nerke avqu, gameeqa abaççe.
01080a0047	Yighılle yiğ ılğeç'uyle qiyğa, mang'vee qı'nerke sayib g'ookana.
01080b00a9	Exhalqana qı'nerke mang'usqa sapk'ılıyng'a, mançe k'uxhee xhınakna zeytunna t'ele avqu vooxhe. Manke Nühük'le ats'axhen, xhyan ç'iyeyne aq'vayle ts'ıts'xha vod.
01080c0073	Yighılle yiğ ılğeç'uyle qiyğa, mang'vee sayib qı'nerke g'ookana, mane yəqqee mana mang'usqa siviyk'al deş.
01080d00af	Ts'eppiyne vuzane ts'ettiyne yiğıl Nühüne ı'mrene yixhıd vəşşe ts'ettiyne senee ç'iyeylin xhyan qeqqvan. Nühee gamıyn oodun ciga qottulıyng'a, ç'iye qeqqu g'ece.
01080e0046	Q'öb'esde vuzane g'ayi yighad'esde yiğıs, ç'iye bıkırda qeqqvan.
01080f001a	Allahee Nühük'le uvhuyn:
0108100054	– Ğu yiğne xhunaşşeyka, dixbışika, sossaaşika sacigee gameençe qığeç'e.
01081100a2	Vaka sacigeedın gırgın nafas ileşşenbı, şit'yar, həyvanar, ç'iyel hadağvanbı g'aqa qığe'e. Hasre ç'iyeyne aq'valqa aykkecen, g'adı geed qeetxhecen.
0108120051	Nüh cune xhunaşşeyka, dixbışika, sossaaşika sacigee gameençe qığeç'ena.
0108130087	Gırgın həyvanar, hadağvanbı, şit'yar, ç'iyene aq'valin nafas ileşşen gırgın kar çika sacigeedınçika gameençe qığeç'e.
0108140095	Nühee Rəbbis q'urbanbı allya'an ciga alya'a. Mançil mang'vee gırgıne məttıne həyvanaaşike, şit'yaaşike, gyooxhan ha'an q'urbanbı alya'a.
010815010d	Mançin yugun eva Rəbbis ı'xı'mee, Mang'vee cune yik'ee inəxüd uvhu: – K'ılybanançile otçu insanaaşin fıkırbı yugunbı eyxhe deş. Manbışil-alla sayib ç'iyeys bed-düə haa'as deş. Həşde hı'iyn xhinne, gırgın nafas ileşşenbı hakkal ha'as deş.
0108160068	Dyunye ıxhaylette, Ezuy-qiyşılıy, g'üməəla-mık'aala, G'ı'l-q'ı'dim, xəm-yiğ Ç'əvxhes deş.
0109010082	Allahee Nühüsiy Nühüne dixbışis xayir-düə huvu, manbışik'le uvhuyn: – Vuxooxu geeb qeepxha ç'iyeyn aq'va gyatsts'e'e.
010902008f	Ç'iyeylin gırgın həyvanar, xəədın şit'yar, hadağvanbı, deryahbışeedın baluğar şole qəq'ənasınbı, manbı vuşde xıleqa quvu.
0109030081	Nafas ileşşen gırgınbı şos oxhanas ixhecen. Nəxüdiy Zı şos şenke ç'iyel alyadıyn oxhanas huvu, həşded manbı hele.
0109040038	Saccu mançin çuru ebaka umoyxhan, mançee rı'h vodun.
010905006e	Şavaayiy vuşda eb k'yav'u, şu ı'mreke hav'u, mana həyvan vuxheeyib, insan ixheeyir Zı hı'sab qeqqasın.
0109060075	Şavaayiy insanna eb k'yav'u, Mang'unab eb insanne xıleke k'yavaak'anas. Allahee insan Cune k'op'yel irxhınil-alla.
0109070039	G'abı geeb qeepxhe. Ç'iyene aq'valqa avkke, hexxeepxhe.
0109080037	Qiyğa Allahee Nühük'leyiy cune dixbışik'le uvhuyn:
01090900b4	– Şoqab, şole qihniyne vuşde nasılıqab, gameençe qığeç'uyne gırgıne nafas ileşşençika: şit'yaaşika, çavra-vəq'əyka, çolune həyvanaaşika Zı mugaavile haa'a.
01090b009b	Zı şoka inəxübna mugaavile haa'a: sayid inçile qiyğa q'ıfrımıka qadıyne xhyanın ç'iyeyne aq'vayka sacigee nafas ileşşenbı hakkal ha'as deş.
01090c00b2	Allahee uvhuyn: – Yizda şokana, şoka ıxhayne gırgıne nafas helençika hav'uyne gırgıne gahbışisde mugaavileyn işaara in ixhes: xəybışeeqa gyuvxhuna Yizda xənevur.
01090e004e	Zı xəybışeeqa buludbı qali'iyng'a, buludıka sacigee xənevur g'yavaales,
01090f009e	manke Zı şokayiy, gırgıne nafas helençika hav'une mugaavileyna fıkır ooxhanas. Sayid nafas ileşşenbı hakkal ha'asın q'ıfrımıka xhyan qales deş.
01091000a0	Mısayiy xənevur qığevç'u, Zı mançiqa ilyakkı, ç'iyene aq'val nafas helene gırgınçika hav'una gırgıne gahbışisda mugaavile yik'el qavaalyaa'asda.
010911007a	Allahee Nühük'le meed eyhen: – Yizın ç'iyeyne aq'val gırgıne nafas helençika hav'uyne mugaavileyna işaara haane.
0109120066	Nüh cune dixbışika, Samıka, Yafəsıka, Hamıka gameençe qığeç'una (Kana'an Hamna dixniy vor).
0109130069	Mana xhebırsana Nühün dixbıniy vob. Ç'iyeyne aq'valqa ipxhınin gırgın insanar manbışike g'abı.
010914004e	Nüh giyğalna man cigabı eza. Qiyğa mang'vee maqa t'ımılen bağ adaççe.
010915004b	Mang'vee çaxır ulyodğu, p'iyan qıxha, cune çadıree ts'eler g'ılexha.
0109160072	Kana'anne dekkık'le Hamık'le mana ts'eler g'acu, g'aqa qığeç'u, mançine hək'ee q'öne cune çocuk'le eyhen.
01091700d7	Sameeyiy Yafəsee tanalqan kar alyaat'u, cone mıgabışilqa atçu, yı'q'ı'hiyna aqa ikkeepç'ı, dekkıne ts'elene tanalqa adaççe. Manbışe aq'vabı menne suralqa sak'al hı'ı ıxha, dek ts'eler g'ımececeva.
010918003d	Nüh culqa qarımee, k'ınne dixee hı'iyn ats'axhxha, eyhen:
0109190053	– Kana'annıs bed-düə vuxhena, cune xınıbışde həmbalaaşis həmbal ixhena.
01091a0062	Mang'vee meed eyhen: – Rəbbis, Samıne Allahıs, şukur vuxhena, Kana'an Samıs həmbal ixhena.
01091b0079	Allahee Yafəsın cigabı geed qa'anbı, cune çocune Samıne çadırbışee axvana. Kana'anır Yafəsıs həmbal ixhena.
01091c003f	Nühee q'ıfrımıle qiyğa xhebıd vəşşe xhots'al sen ha'a.
01091d0035	Nühee yüç'üd vəşşe xhots'al sen hı'ı, qek'a.
010a010071	Nühüne dixbışin Samın, Hamın, Yafəsın nasılbı inbı vod. Q'ıfrımıle qiyğa manbışis dixbı vooxhe.
010a020042	Yafəsin dixbı: Gomer, Magog, Maday, Yavan, Tuval, Meşek, Tiras.
010a030029	Gomerin dixbı: Aşkenaz, Rifat, Togarma.
010a040033	Yavanın dixbı: Elişa, Tarşiş, Kittim, Dodanim.
010a0500b4	Manbışiked adabışeeyiy deryahbışde mıgılybışee axvan milletbı qadı. Manbı cone cigabışeeqa ehevku, avayk'an. Manbışde gırgınbışiqa cona nasıl, cona miz vuxha.
010a060029	Hamın dixbı: Kuş, Misir, Put, Kana'an.
010a070053	Kuşun dixbı: Seva, Xavila, Savta, Raama, Savteka. Raamayn dixbı: Şevayiy Dedan.
010a080072	Kuşus Nimrod donana sayır dix eyxhena. Mana ç'iyene aq'valyna ts'erriyna qıvaats'ına vuk'lek vukkekana ıxha.
010a090087	Nimrod Rəbbine ögiyl yugna k'onay ıxha, mançil-allad milletne yı'q'nee «Rəbbine ögiyl Nimrod xhineena yugna k'onayvaniy» eyhe.
010a0a0091	Nimrodne paççahiyvaleedın ts'ettiyn şaharbı inbıniy vod: Baabil, Erek, Akkad, Kalne. Mane şaharbışin gırgınbı Şinarne ölkeeniy vod.
010a0b006c	Mana ine cigabışeençe Aşşurne cigabışeeqa ark'ın, Nineva, Rexovot-İr, Kalax eyhen şaharbı ali'ı.
010a0c0054	Sayıb mang'vee Ninevayneyiy Kalaxne yı'q'neena Resen eyhena xəbna şahar alyav'u.
010a0d004d	Misirıke g'adıyn nasılbı inbı vod: Ludbı, Anambı, Lehavbı, Naftuxbı,
010a0e0050	Patrusbı, Kasluxbı (manbışike g'abıynbı Filiştinbı vobunbı), Kaftorbı.
010a0f003e	Kana'anıke g'abıynbı inbı vob: ts'erriyna dix Sidon, Q'et,
010a10002a	həməxbıb Yevusbı, Emorbı, Girgaşbı,
010a110018	Q'ivbı, Arqbı, Sinbı,
010a12005d	Ervadbı, Tsemarbı, Xamatbı. Qiyğa Kana'anın nasılbı hiqiy-allane cigabışeeqa ehekka.
010a130092	Kana'anbışin cigabı Sidonule Gazzayne k'anene Gerarılqamee, Sodomılqamee, Homoralqamee, Admalqamee, Leşayne k'anene Tsevoyimılqameeniy vod.
010a140075	İn Hamıke g'abıynbı cone nasılbışilqa, mizyaaşilqa, cigabışilqa, milletbışilqa, bit'aleepxhaynbıniy vob.
010a150065	Yafəsne xərne çocus Samıs dixbı vooxhe. Sam Evernayiy Everıke g'abıynbışda baba-didey eyxhe.
010a160033	Samın dixbı: Elam, Aşşur, Arpakşad, Lud, Aram.
010a170026	Aramın dixbı: Uts, Xul, Geter, Maş.
010a180039	Arpakşadıke Şelax g'arayle, Şelaxıker Ever g'arayle.
010a1900a6	Everıs q'öyre dix eyxhe: ts'erriyng'un do Peleg (bit'alxhay) ıxha, mang'une gahıl ç'iyene aq'valin insanar bit'aleebaxhenbı. Mang'une çocun doyud Yoqtan eyxhe.
010a1a002f	Yoqtanıke Almodad, Şelef, Xatsarmavet, Yarax,
010a1b0015	Hadoram, Uzal, Diqla,
010a1c0015	Oval, Avimael, Şeva,
010a1d004b	Ofir, Xavila, Yovav g'abayle. Man gırgınbı Yoqtanıke g'abıynbı vuxha.
010a1e004e	Manbı şargıl Meşale Sefarne suralqane suvabınane cigabışee aaxva vuxha.
010a1f0075	İn Samıke g'abıynbı cone nasılbışilqa, mizyaaşilqa, cigabışilqa, milletbışilqa, bit'aleepxhaynbıniy vob.
010a20009e	Cone dekkaaşis, milletbışis sik'ı Nühüne dixbışin nasılbı inbı vod. Q'ıfrımıle qiyğa manbışde milletbışin insanar ç'iyene aq'valqa ehevku.
010b01002a	Bıkırne dyunyel sa miziy sa yuşe vuxha.
010b02005e	İnsanar şargılqa qööng'ə, Şinarne ölkee manbışik'le q'adaal g'acu, maayib avxuynbı.
010b030086	Sana-sang'uk'le: «Qudoora karpıç hı'ı yugda qecesva» uvhu. Manbışe g'ayeyne cigee karpıç, battağne cigeeyid g'ır alyaat'u.
010b040080	Qiyğad «Şas, sa şahariy q'om xəybışeeqa hiviyxharna gulle alyav'u, do qığahas, deşxhee mançeb ehevkasınbıva» uvhu.
010b05003f	İnsanaaşe alyav'una şahariy gulle g'avces Rəbb avqa geç'e.
010b0600bf	Rəbbee uvhuyn: «Haane, manbışin gırgınbı sa milletinbı sa mizelenbı vob. Mançil-allad manbışe inəxübna iş haa'a gibğıl. Həşde manbışde yik'es hucooyiy ıkkan ha'as əxə.
010b070061	Qudoora geepç'ı manbışin mizyar alikka'as. Sang'vee uvhuyn mansanbışik'le mats'axhxhecen».
010b080057	İnəxüb Rəbbe manbı ç'iyeyne aq'valqa ehevkaa'anbı, şahar alyav'uyid ulyoyzaran.
010b090088	Rəbbee insanaaşin mizyar alikkı'il-alla mane cigayk'le Baabil (alikkı'iy) eyhe. Ç'iyeyne aq'vayne yoq'ne suralqab mançe ehevkaa'a.
010b0a00a7	Nühüne dixen Samın nasılın taarix inəxüd vod: q'ıfrımıka qadıyne xhinele q'ölle senna qiyğa, Samıqa vəş sennang'a, mang'una dix Arpakşad yedike eyxhe.
010b0b0063	Arpakşad ıxhayle qiyğa, Sam xhod vəş senna axva. Mang'us mebın dixbıyiy yişbıb vooxhenbı.
010b0c0044	Arpakşadıqa xhebts'ale xholle sennang'a, mang'us dix Şelax eyxhe.
010b0d0074	Şelax ıxhayle qiyğa Arpakşadee yoq'ud vəşşe xhebılle sen ha'a. Mang'us mebın dixbıyiy yişbıb vooxhenbı.
010b0e0037	Şelaxıqa xhebts'al sennang'a, mang'us dix Ever eyxhe.
010b0f006f	Ever ıxhayle qiyğa Şelaxee yoq'ud vəşşe xhebılle sen ha'a. Mang'us mebın dixbıyiy yişbıb vooxhenbı.
010b100040	Everıqa xhebts'ale yoq'ulle sennang'a, mang'us dix Peleg eyxhe.
010b11006f	Peleg ıxhayle qiyğa, Everee yoq'ud vəşşe xhebts'al sen ha'a. Mang'us mebın dixbıyiy yişbıb vooxhenbı.
010b120035	Pelegıqa xhebts'al sennang'a, mang'us dix Reu eyxhe.
010b13006e	Reu ıxhayle qiyğa Pelegee q'öd vəşşe yüç'ülle sen ha'a. Mang'us mebın dixbıyiy yişbıb vooxhenbı.
010b14003c	Reuqa xhebts'ale q'ölle sennang'a, mang'us dix Serug eyxhe.
010b15006d	Serug ıxhayle qiyğa Reu'ee q'öd vəşşe yighılle sen ha'a. Mang'us mebın dixbıyiy yişbıb vooxhenbı.
010b160036	Seruguqa xhebts'al sennang'a, mang'us dix Naxor eyxhe.
010b170061	Naxor ıxhayle qiyğa Serugee q'öd vəş sen ha'a. Mang'us mebın dixbıyiy yişbıb vooxhenbı.
010b18003c	Naxoruqa g'aye yüç'əd sennang'a, mang'us dix Terax eyxhe.
010b19006f	Terax ıxhayle qiyğa Naxoree vəşşe yits'ıyüç'əd sen ha'a. Mang'us mebın dixbıyiy yişbıb vooxhenbı.
010b1a0050	Teraxıs yights'al sen qalesse, mang'uqa in dixbıniy vob: İbram, Naxor, Haran.
010b1b007d	Teraxıke g'abıynbışin taarix inəxüd vod: Terax İbramna, Naxorna, Haranna dek ıxha. Haranıqa Lut donana sa dix ıxha.
010b1c0064	Haran, vuc ıxhayne ölkee – Xaldeyaaşine Ur şaharee qik'uyng'a, mang'una dek üç'ürraniy vor.
010b1d0093	İbrameyid Naxoreyid davatbı hı'ı. İbramne xhunaşşeyn do Saray, Naxorned xhunaşşeyn do Milka ıxha (Milkayiy İska Haranın yişbı vuxha).
010b1e001e	Sarays uşaxar vooxhe deşdiy.
010b1f00ea	Teraxee dix İbram, Haranna dix eyxhena neva Lut, İbramna xhunaşşe yeexhena sos Saray cuka alyabat'a. Kana'anne ölkeeqa vüqqəva, manbı sanab Xaldeyaaşine Ur şahareençe avayk'ananbı. Manbı Xaraneeqa qabı, maayib aaxvanbı.
010b200037	Q'öd vəşşe xholle sennang'a, Xaranee Terax qek'ana.
010c010076	Rəbbee İbramık'le eyhen: – Yiğın cigabı, xınıbı, dekkın xav g'aleççe, Zı vak'le hagvasde cigeeqa hoora.
010c020065	Vas xayir-düə hevles, vake xədın millet g'ales, do axtı qa'as, yiğne doyuka xayir-düə hevles.
010c0300a8	Zı vas xayir-düə huvuynbışis xayir-düə, bed-düə hav'uynbışis bed-düə g'axuvles. Ç'iyeyne aq'valyne gırgıne milletbışe valek'ena xayir-düə alyapt'as.
010c040090	İbram, Rəbbee eyhəxür, yəqqı'l gexha. Lutur mang'uka sacigee ayk'an. Xaraneençe qığeç'uyng'a, İbramıqa yights'ale xholle senniy vod.
010c0500ad	İbramee Xaranee hı'iyn gırgın kar, xhunaşşe Saray, çocuna dix Lut, cun nukarar alyapt'ı Kana'anne ölkeeqa yəqqı'l gexha. Manbı Kana'anne ölkeeqa hiviyxharanbı.
010c060072	İbram maa'ar, Şekem eyhene cigeene, More eyhene mı'qəsqa hiyxhar. Manke maa'ad Kana'anaaşin milletniy eyxhen.
010c070090	Rəbb İbramıs gyagu, uvhuyn: – Zı ina ölka yiğne nasılıs hevles. İbramee cus gyaguyne Rəbbis, maa'ad q'urbanbı allya'an ciga alya'a.
010c0800e6	Mançer Bet-Eline şargılyne suvabınane cigeeqa ayk'an. Maa'ab mang'vee çadır giviyxə. Çadırne garbıl Bet-El, şargılib Ğay eyhena şahar vooxhe. İbramee maa'ad Rəbbis q'urbanbı gyaat'an ciga ali'ı, ı'bəədat ha'a.
010c09004a	İbram k'ırra-k'ırra mançer canubulqa, Negevne sahrayne suralqa ayk'an.
010c0a0058	İne ölkee it'umun mısvalybı xət qeetxhava, İbram sık'ınne gahıs Misirqa ayk'an.
010c0b0074	Misireeqa hiviyxharang'a, mang'vee cune xhunaşşeyk'le Sarayk'le eyhen: – Ğu geer uftanra yixhay, zak'le ats'an.
010c0c0073	Misirbışe ğu g'aycu, eyhesın: «İng'una xhunaşşevur». Manke manbışe zı gik'u, ğu üç'ürra g'alerçes.
010c0d006e	Hucoone ixhes, ğu manbışik'le eyhe, ğu yizda yiçu vor, yiğnemee zak sidyoot'a, üç'ürra g'alyaraççe.
010c0e005d	İbram Misirqa hirxhılymee, misiribışik'le mang'una xhunaşşe geer uftanra yixhay g'ecen.
010c0f0088	Zəiyfa g'aycuyne fironne, Misirne paççahne, insanaaşe məng'ı'ne micagiyvalina gaf fironus haa'a. Manar qiykekkana fironne sareeqa.
010c10007b	Firon məng'ı'nimee İbramıkar yugra ıxha. Mang'uqa çavra-vəq'ə, əməler, devabı, nukar adamer, nukar yedar vooxhe.
010c110064	İbramne xhunaşşe Saraynimee Rəbbee fironneyiy fironne xaabınbışilqa xətta ık'arbı allya'a.
010c12006d	Fironee İbram qort'ul, eyhen: – İn hucoon ğu zak hı'iyn?! Nya'a Saray yiğna xhunaşşe yixhay ittevhu?
010c13006c	Nişil-allane «yizda yiçuva» uvhu, məng'ı'ka davatbı ha'as hassır? Alert'e yiğna xhunaşşer, hoora!
010c140069	Fironee İbramiy cuna xhunaşşe, coqa vonnemeene karaka sacigee ölkeençe yəqqı'l hee'eva əmr haa'a.
010d01007c	İbram xhunaşşeyka, cuka vonne karaka sacigee Misirğançe qığeç'u, Negev eyhene sahreeqa ayk'an. Lutur mang'uka ıxha.
010d020044	İbramıqa manke geed çavra-vəq'ə, nuk'rayiy k'ınəəğə ıxha.
010d0300ae	Negevğançe qığeç'u, İbram k'ırra-k'ırra vucee şenke çadır güvxüyne cigeeqamee qaraylena. Man ciga Bet-El eyhene şaharneyiy Ğay eyhene şaharne yı'q'nee ıxha.
010d040065	Mana, şenke vucee q'urbanbı allya'asva ali'iyne cigaysqa hirxhıl, maa'ad Rəbbis ı'bəədat ha'a.
010d050047	İbramıka sacigeene Lutuqad çavra-vəq'əbı, çadırbı vodunbıniy.
010d060091	Sacigee aaxvasdemee, manbışiqa çavra-vəq'ə havacesın cigabı k'ıldabı ıxha, mançil-allab manbışisse sacigee aaxvas vəəxəs deşdiy.
010d0700b2	Manbışile ğayrı mane gahıl maa'ab Kana'anbıyiy Perizbıb aaxva vuxha. İbramın syuru uxhiyxhana'anbışdeyiy Lutun syuru uxhiyxhana'anbışde yı'q'nee aldapxhıniy gexha.
010d080099	İbramee Lutuk'le eyhen: – Hasre yizdeyiy yiğne, yişin çavra-vəq'əbı uxhiyxhan ha'anbışde yı'q'nee aldatxhuniy gimexhacen, şi sa ebanbı vob.
010d0900a9	Gırgın cigabı yiğne ulene ögiyl dişeene? Qora cureepxhes. Ğu solulqa ark'ınee, zı sağılqa əlyhəəs. De'eş, ğu sağılqa ark'ınee, zı solulqa əlyhəəs.
010d0a011b	Lutee vuk'ul ooqa qav'umee, İordanne damayne mıglekın q'adaal g'acu. Mane gahıl mane cigabışis Misireene cigabışis xhinnee, bıkırda Tsoaral eyhene cigeeqamee xhyan heles eyxhenniy. Man ciga Rəbbin bağ xhinnee ıxha. Rəbbee manke Sodomıkıniy Homoraykın hı'ı deşdiy.
010d0b007e	Lutee, cus İordanne damayne mıglekın q'adaal g'əyxə. Mana şargıne suralqa ayk'an. Məxüb sana-sang'uke cureebaxhenbı.
010d0c0071	İbram Kana'an axva, Lutme mane q'adaalilyne şaharbışee axva giyğal. Sodomılqamee cun çadırbı giyxənbı.
010d0d0075	Sodomee vooxhen insanar geeb yəqqı'le qığeepç'iynbı vuxha, manbışe Rəbbine ögiyl xəbna bınah haa'a vuxha.
010d0e00a0	Lut İbramıke curxhayle qiyğa, Rəbbee İbramık'le eyhen: – Vuk'ul ooqa qav'u, ulyorzulyne cigeençe şimalılqa, canubılqa, şargılqa, garbılqa ilekke.
010d0f004c	Vak'le g'ecen cigabı gırgıne gahbışis vasiy vake g'abıynbışis heles.
010d100090	Vake g'abıynbı ç'iyeylin tooz xhinnee geeb qaa'as. Savussemecad ç'iyeylin tooz qətqəs əxeene, vake g'abıynbıb qəpqəs vəəxəsınbı.
010d110052	Oza, ine cigabışee q'omançe k'anyaqqamee ı'ğı'ykre, in cigabı Zı vas hele.
010d1200ab	İbramee cuna çadır alyapt'ı, Xevron eyhene şaharısqa qarayle. Mang'vee maa'ab Mamreyne mı'qəəşine k'ane çadır güvxü, Rəbbis q'urbanbı allya'an ciga alya'a.
010e010084	Mane gahıl Şinarne paççahee Amrafelee, Ellasarne paççahee Aryokee, Elamne paççahee Kedorlaomeree, Goyimne paççahee Tidalee
010e0200d4	ine xhone paççahıka: Sodomne paççahıka Berayka, Homorayne paççahıka Birşayka, Admayne paççahıka Şinavıka, Tsevoyimne paççahıka Şemeverıka, Belayne (Tsoarne) paççahıka dəv'ə givğal haa'a.
010e03006c	Mane xhone paççahee həşde Q'evana deryah eyhene cigee, Siddimne q'adaalil con g'oşunbı sacigeeqa sa'a.
010e04007b	Manbı yits'ıq'valle senna Kedorlaomerne xılek avub vuxha. Yits'ıxhebad'esde sen manbı Kedorlaomerılqa g'elil qeepxha.
010e0500a0	Yits'ıyoq'vad'esde sen Kedorlaomer cune suralyne paççahaaşika sacigee arı, Aşterot-Qarnayimee Rafabı, Hamee Zuzbı, Şave-Qiryatayimee Embı gyabaxanbı.
010e060058	Mang'vee Seirne suvabışil, El-Paranılqameen, sahrayne mıglekın Xorbıb gyabaxanbı.
010e07009f	Qiyğa yı'q'əlqa sapk'ıl En-Mişpateeqa (Qadeşqa) avayk'an. Mang'vee gırgın Amalekbışin cigabı aqqaqqanbı, Xatsetson-Tamareebın Emorbı gyabaxanbı.
010e080096	Sodomna paççah, Homorayna paççah, Admayna paççah, Tsevoyimna paççah, Belayna (Tsoarna) paççah Siddimne q'adaalilqa abayle. Maa'ab manbışis
010e0900cb	Elamna paççah eyxhena Kedorlaomer, Goyimna paççah eyxhena Tidal, Şinarna paççah eyxhena Amrafel, Ellasarna paççah eyxhena Aryok qızaaxa. Yoq'uyre paççah xhong'uka maa'ab aldaaxhvan giviyğal.
010e0a00ba	Siddimne q'adaalil gatranıka gyatsts'ıyn xandak'bı ıxha. Sodomne paççahıniy Homorayne paççahın eskerar heebaxamee, maqa g'a'abak'a, üç'übba avxuynbıb suvabışilqa heebaxa.
010e0b006a	Ğameepxhaynbışe Sodomıniy Homorayn oxhanas eyxhenmeen gırgın kar, gırgıncad kar alyaat'u avayk'an.
010e0c0069	İbramna çocuna dix, Lutur, Sodom eyxhe. Manbışe mana, mang'uqa vodunmeen gırgın kar coka qıkkekka.
010e0d00d9	Dəv'eençe g'attirxhınne sang'vee arı, cühüt' İbramıs gaf haa'a. İbram Emorbışde Mamreyne mı'qəəşisnee axva ıxha. Mamreyqa Eşkolıy Aner donan çocar vuxha. Manbışin gırgınbı İbramne sural vuxha.
010e0e0107	İbramık'le cuna xını Lut merıng'une xılyaqa arxhuva g'ayxhı. Manke mang'vee cuka cune xaa yedike vuxhayn, aldaaxhvanas xəp qav'uyn xhebıd vəşşe yits'ımolyar həmbal alyarat'a. Manbışika sacigee mana Dana eyhen cigeeqamee duşmanaaşiqa qihna gexha.
010e0f00b9	İbramee cun həmbalar xəmde xhulenexheeyib desteeqa bit'alaa'a. Manbışe məxüd duşmanaaşikın ha'an. Üç'übba avxuynbıb Damask'ne şimalne suralyne Xovalqamee g'e'eebaşenbı.
010e100079	İbramee manbışe alyaat'uynmeen gırgın kar, çocuna dix Lutiy mang'un kar, yadariy milletcad yı'q'əlqa sak'al ha'a.
010e1100a3	İbram Kedorlaomeriy mang'ukane paççahaaşile ğamxha siyk'almee, Sodomna paççah «Paççahna q'adaal» eyhene Şaveyne q'adaalil mang'une ögiylqa qığeç'u.
010e12008e	Maqa sayir Salimna paççah Melki-Tsedek (qorkuvalina paççah) qarayle. Mana Allah-Ta'aalayna kaahin ıxha. Mang'vee gıneyiy çaxır adayle.
010e13007c	Melki-Tsedekee İbramıs xayir-düə huvu, eyhen: – Xəyiy ç'iye itxhınne Allah-Ta'aalee İbramıs xayir-düə hevlecen.
010e14008f	Duşmanar yiğne xılyaqa quvuyne Allah-Ta'aalays şukur vuxhena. İbramee vucee g'ayşuyne karana, yits'ınçina sa pay Melki-Tsedekıs hoole.
010e150057	Sodomne paççahee İbramık'le eyhen: – Yizın insanar zas hevle, karme vas axvecen.
