2800000007	Matouš
28090d00cd	Zamyslete se nad tím, co znamená to staré slovo Písma: Nechci vaše oběti a dary, ale chci, abyste byli milosrdní. Nepřišel jsem schvalovat vaši bezúhonnost, ale zvát hříšníky k pokání.“
28090e00b6	Potom přišli za Ježíšem žáci Jana Křtitele s otázkou: „My a farizejové často držíme půst. Proč se tvoji učedníci také nepostí, jak je zvykem zbožných lidí?“
28090f0138	Ježíš jim odpověděl: „Žádá někdo po svatebčanech, aby byli smutní a odmítali jídlo, dokud je ženich mezi nimi? Kdyby někdo ženicha odvlekl, bude po svatebním veselí. I moji učedníci se jednou postí, až přijde pravý čas. Nový život z Boha se nedá vtěsnat do starých zvyků a forem.
28091000a5	To je podobné, jako kdyby někdo přišil na staré šaty záplatu z neseprané látky. Co se stane? Záplata vytrhne chatrné tkanivo a díra se ještě zvětší.
280911009a	Mladé víno přece také nedáváte do měchů ze staré kůže, jinak by popraskaly a obojí by přišlo nazmar. Nové víno potřebuje nové měchy!“
28091200e8	Zatímco Ježíš mluvil, přišel jeden z představených místní synagogy a poklonil se mu. „Moje dcera právě zemřela,“ řekl, „ale ty jí můžeš zase vrátit život. Pojď, polož na ni ruku a vrátíš jí život.“
2809130027	Ježíš i jeho učedníci šli s ním.
2809140088	Vtom však jedna žena, již dvanáct let postižená krvácením, se k Ježíšovi zezadu přiblížila a dotkla se okraje jeho roucha.
2809150047	Myslela si: Když se alespoň dotknu jeho šatu, určitě se uzdravím.
280916009e	Ježíš se však otočil, podíval se na ni a řekl: „Raduj se, tvá víra tě zachránila.“ A opravdu, v tu chvíli byla žena zbavena svého trápení.
2809170077	Pak Ježíš došel k domu onoho představeného synagogy, kde hrála pohřební hudba a naříkal shromážděný dav.
280918007d	Řekl jim: „Jděte všichni pryč! Smrt té dívky pomine jako spánek.“ Ale nikdo ho nebral vážně a vysmívali se mu.
280919005a	Když byl dům konečně vyklizen, Ježíš vešel, vzal děvčátko za ruku a ono vstalo.
28091a0031	Zpráva o tom se rychle roznesla po celém kraji.
28091b0069	Na cestě odtud se k Ježíšovi přidali dva slepci a volali: „Kriste, králi, slituj se nad námi!“
28091c0067	Šli za ním až do domu. Ježíš se jich zeptal: „Opravdu věříte, že vám mohu vrátit zrak?“
28091d0070	„Určitě, Pane,“ ujišťovali ho slepci. Dotkl se jejich očí a řekl: „Staň se vám, jak věříte.“
28091e006f	V tu chvíli prohlédli. Pak jim důrazně přikázal: „Nechte si to pro sebe, ať se nikdo o tom nedoví!“
28091f0038	Ale oni chodili po celém kraji a všude o něm mluvili.
2809200053	Sotva odešli, přivedli k Ježíšovi němého člověka, posedlého zlým duchem.
2809210081	Ježíš démona vyhnal a němý začal mluvit. Zástupem proběhla vlna údivu: „Nikdy se v Izraeli nic podobného nedělo!“
2809220066	Farizejové to však vysvětlovali: „Vyhání ďábly, protože je ve spojení s jejich vládcem.“
28092300bf	Potom Ježíš procházel všemi městy i vesnicemi, učil v tamních synagogách a kázal radostnou zvěst o Božím království. A kamkoliv přišel, všude uzdravoval nemoci všeho druhu.
28092400aa	Když se tak díval na zástupy lidí stojící před ním, bylo mu jich líto, protože nevěděli, na koho se obrátit a kde hledat pomoc. Byli jako ovce bez pastýře.
280925006d	Svým učedníkům řekl: „Ti všichni patří Bohu jako úroda svému hospodáři. Je však málo ženců.
280926003c	Proto proste Pána, ať pošle pracovníky na své žně.“
280a01008f	Potom Ježíš svolal svých dvanáct žáků a dal jim moc nad temnými silami, aby je vyháněli a uzdravovali všechny nemoci těla i ducha.
280a0200a4	Jména těch dvanácti, které nazval svými vyslanci – apoštoly, jsou: Šimon, zvaný Petr, Ondřej – Petrův bratr, Jakub – syn Zebedeův a jeho bratr Jan,
280a03005b	Filip, Bartoloměj, Tomáš, Matouš – bývalý celník, Jakub – syn Alfeův, Tadeáš,
280a040043	Šimon Kenaanský a Jidáš Iškariotský, jenž ho nakonec zradil.
280a050080	Těchto dvanáct Ježíš vyslal a na cestu jim dal pokyny: „Nechoďte nyní mezi pohany a nevcházejte do samařských měst.
280a060074	Raději jděte k těm Izraelcům, kteří se Bohu odcizili, a rozhlašujte, že Boží království je již blízko.
280a08008c	Uzdravujte nemocné, mrtvé probouzejte k životu, očišťujte malomocné, vyhánějte démony. Co jste zdarma dostali, zdarma rozdávejte.
280a09001e	Neshánějte žádné peníze,
280a0a00ab	neberte si na cestu zavazadlo s náhradními šaty či obuví, ani hůl na obranu. Jako dělník dostává mzdu, tak i ti, kterým sloužíte, by se měli o vás postarat.
280a0b0092	Kdykoliv vstoupíte do města nebo vesnice, ptejte se po bohabojném člověku a v jeho domě pak zůstaňte, dokud se nevydáte na další cestu.
280a0c0035	Když vstoupíte do domu, pozdravte přáním pokoje.
280a0d0056	Jestliže vaše poselství vděčně přijmou, naplní je pokoj, který přinášíte.
280a0e009b	Odmítnou-li, jejich škoda, vám pokoj zůstane. Opusťte každé město nebo dům, kde by vás ani vaše svědectví nepřijali, a nezdržujte se s nimi.
280a0f0056	Říkám vám, že takové město na tom bude v den soudu hůře než Sodoma a Gomora.
280a100061	Posílám vás jako ovce mezi vlky. Buďte tedy obezřetní jako hadi a bezelstní jako holubice.
280a11006a	Mějte se na pozoru před lidmi, protože vás budou vydávat soudům a budou vás bičovat v synagogách,
280a120086	vláčet vás před vládce a panovníky kvůli mně. To všechno bude příležitost, abyste jim i celému světu vydali svědectví.
280a13008a	Až vás postaví před soud, nedělejte si starosti s tím, jak a co budete mluvit, protože vám budou dána pravá slova v pravý čas.
280a140042	To nebudete mluvit vy, ale Duch vašeho Otce promluví skrze vás.
280a150057	Bratr vydá bratra na smrt, otec syna, děti se vzbouří proti rodičům a zabijí je.
280a160077	Všichni vás budou nenávidět, protože jste moji. Ale ten, kdo vytrvá až do konce, bude zachráněn pro věčnost.
280a1700b7	Budou-li vás v některém městě pronásledovat, utečte do jiného. Říkám vám, že nestačíte projít všechna izraelská města dříve, než se prokáže, kdo vlastně jsem.
280a180058	Žák nemůže očekávat víc než učitel, ani služebník Boží víc než jeho pán.
280a190084	Ať je spokojen s údělem svého učitele a pána. Když mne obvinili, že jsem ve spojení s ďáblem, co si asi vymyslí na vás!
280a1a005c	Ale nebojte se jich. Přijde čas, že pravda vyjde najevo a všechno skryté bude odhaleno.
280a1b0062	Co vám říkám ve tmě, povězte na světle, a co vám šeptám do ucha, rozhlašujte veřejně!
280a1c008e	A nebojte se těch, kteří zabíjejí tělo; věčný život vzít nemohou. Spíše mějte strach z toho, který vás může navěky zahubit.
280a1d0057	Jakoupak cenu má vrabec? A přece ani jeden nespadne na zem bez vědomí vašeho Otce.
280a1f0074	Tak nemějte strach – jste daleko cennější než celé hejno vrabců. Otci záleží na každém vašem vlásku.
280a20005b	Kdo se ke mně přizná před lidmi, k tomu se i já budu hlásit před svým Otcem v nebi.
280a21004e	Kdo mne však před lidmi zapře, toho se zřeknu před svým nebeským Otcem.
280a220072	Nemyslete si, že můj příchod přinese světu bezprostřední pokoj; můj příchod způsobí i boj a násilí.
280a23004a	Víra ve mne může rozdělit syna a otce, dceru a matku, snachu a tchyni.
280a24003a	Nepochopení a zloba vlastní rodiny bývají nejhlubší.
280a250066	Kdo má ve svém srdci na prvním místě otce nebo matku, syna nebo dceru, a ne mne, není mne hoden.
280a26005d	Kdo by chtěl za mnou jít a nevzal by na sebe tyto těžkosti jako kříž, není mne hoden.
280a27007a	Kdo lpí na svém životě, ztratí ho, kdo však je ochoten pro mne všechno obětovat, ten teprve pravý život získá.
280a280062	Kdo přijímá vás, přijímá mne, a kdo přijímá mne, ten přijímá toho, který mne poslal.
280a2900c0	Přijme-li někdo mého svědka s vědomím, že Bůh ho posílá, dostane stejnou odměnu jako on. Kdo se ujme věřícího pro jeho víru ve mne, dostane stejnou odměnu jako ten věřící.
280a2a0083	A kdo by podal třeba jen sklenici studené vody jednomu z nepatrných, protože je můj učedník, ten bude určitě odměněn.“
280b010073	Když Ježíš skončil s pokyny pro svých dvanáct učedníků, šel, aby učil a kázal v tamějších městech.
280b02006e	Jan Křtitel ve vězení uslyšel o Ježíšových činech, poslal za ním své dva žáky a ti se ho zeptali:
280b030046	„Jsi opravdu ten zaslíbený Mesiáš, nebo máme čekat jiného?“
280b040067	Ježíš jim na to odpověděl: „Vraťte se k Janovi a povězte mu o tom, co jste viděli a slyšeli:
280b0500bf	slepí vidí, chromí chodí, malomocní jsou uzdravováni, hluší slyší, mrtví vstávají k životu a ti, kteří u lidí neznamenají nic, jsou ujišťováni, že Bůh s nimi počítá.
280b060035	Šťastný je ten, kdo mne přijímá bez výhrad.“
280b0700ac	Když Janovi žáci odešli, řekl o něm Ježíš zástupu: „Když jste šli za Janem na poušť, jistě jste v něm nenašli slabocha – ‚kam vítr, tam plášť‘;
280b08006e	ani jste nenašli žádnou vysoce postavenou osobu – takoví chodí pěkně oblečeni a bydlí v palácích.
280b090136	Šli jste za ním jako za prorokem a měli jste pravdu. Ujišťuji vás, že on je ještě víc než prorok. Proroci a celý Starý zákon až po Jana vyhlíželi Mesiáše. Chcete-li pochopit to, co míním, Jan je novým Elijášem, o kterém proroci říkali, že má přijít před začátkem království.
280b0a0077	To o něm se píše v Písmu, že půjde přede mnou, ohlásí můj příchod a připraví mi cestu k lidským srdcím.
280b0b00c2	Opravdu, mezi všemi lidmi, kteří se kdy narodili, není nikdo, kdo by převyšoval svým posláním Jana Křtitele; a přece i nejskromnější z mých následovníků se dostal dál než on.
280b0c0081	Od doby, kdy Jan Křtitel začal kázat a křtít, Boží vláda se prosazuje, ale násilí jí škodí. Kdo slyšíš, rozuměj!
280b100087	K čemu mám přirovnat tuto generaci? Je jako hrající si děti, které sedí na návsi a pokřikují nespokojeně na své kamarády:
280b11005d	‚Hráli jsme vám a vy jste netancovali, smutně jsme vám zpívali a vy jste neplakali.‘
280b120036	Přišel Jan, žil odříkavě a měli ho za fanatika.
280b1300b5	Přišel jsem já, Syn člověka, žiji normálně a říkají, že jsem žrout a pijan vína, přítel celníků a nejhorší lůzy. Ale Boží moudrost prokáže, co je pravda!“
280b140073	Tvrdá slova měl Ježíš pro města, která byla svědky mnoha jeho mocných činů, a přece nečinila pokání:
280b1500ce	„Běda ti, Korozaim, běda ti, Betsaido! Kdybych udělal v Týru a Sidónu takové zázraky jako u vás, už dávno by jejich obyvatelé činili pokání a projevili nejhlubší lítost nad svými vinami.
280b16004b	Proto vám říkám, že Týru a Sidónu bude v den soudu snáze než vám.
280b1700ae	A ty, Kafarnaum, myslíš, že poroste tvá sláva až k nebi? Do propasti věčné záhuby padneš! Kdybych udělal v Sodomě takové zázraky jako u vás, stála by dodnes.
280b180050	Znovu vám říkám, že zemi Sodomské bude lehčeji v den soudu než tobě!“
280b1900b9	Potom se Ježíš modlil: „Otče, Pane nebe i země, děkuji ti, že pravdu skrýváš před těmi, kteří se považují za moudré a učené, a odkrýváš ji nepatrným a prostým.
280b1a001d	Je to, Otče, jak sis přál.
280b1b0062	Otec mi svěřil všechno, jenom Otec zná Syna a Otce zná jenom Syn a ti, kterým ho Syn zjeví.
280b1c0060	Pojďte ke mně všichni, kteří pracujete a nesete tíhu břemen, najdete u mne klid a úlevu.
280b1d009b	To, co na vás já vložím, netlačí a není těžké. Učte se ode mne, mám tiché a pokorné srdce. U mne získáte mír a odpočinutí své duše.“
280c010094	Jednou v sobotu, sváteční den židů, procházel Ježíš se svými učedníky obilným polem. Učedníci měli hlad, trhali klasy a jedli zrní.
280c020074	Farizejové to viděli a žalovali Ježíšovi: „Podívej se, tvoji žáci dělají, co je v sobotu zakázáno!“
280c030069	Ježíš na to: „Cožpak jste nečetli, co učinil král David, když on a jeho družina byli hladoví?
280c040052	Jak vešli do chrámu a jedli posvátné chleby, které směli jíst jen kněží?
280c05008d	Nebo jste nečetli v Mojžíšově zákoně, že kněží v chrámu pracují v sobotu? Porušují sobotní klid, a přesto jsou bez hříchu.
280c06003d	Ale říkám vám, že je tu někdo, kdo je víc než chrám.
280c070088	Kdybyste rozuměli biblickému slovu ‚Nejde mi o oběti, ale chci, abyste byli milosrdní!‘ pak byste nikoho neodsuzovali neprávem.
280c080023	Kristus je pánem i nad sobotou.“
280c090017	Odtud šel do synagogy.
280c0a00a9	Tam byl člověk s ochrnutou rukou. Farizejové hledali nějakou záminku, aby mohli Ježíše obžalovat, a proto se ho otázali: „Je dovoleno v sobotu uzdravovat?“
280c0b0089	On jim na to řekl: „Kdyby někdo z vás měl jedinou ovci a ta by spadla v sobotu do rokle, nepodnikli byste vše, abyste ji vytáhli?
280c0c004b	Oč cennější je člověk! Proto je správné dělat dobro i v sobotu.“
280c0d0069	Obrátil se k postiženému a řekl mu: „Natáhni ruku!“ On to udělal a byla zdravá jako ta druhá.
280c0e003f	Farizejové odešli a radili se, jak by Ježíše zneškodnili.
280c0f0061	Ježíš to poznal a odešel odtud. Mnozí ho však následovali a on uzdravil všechny nemocné.
280c10002d	Ale přikázal jim, aby o něm moc nemluvili.
280c110027	Tak se naplnilo Izajášovo proroctví:
280c120090	„To je můj služebník, ten, pro kterého jsem se rozhodl, můj milovaný, potěšení mé duše. Dám mu svého Ducha a bude soudit národy.
280c13004b	Nebude se přít, ani nikoho překřikovat, nebude dělat hluk na ulicích,
280c140053	nalomené stéblo nedolomí, doutnající knot neuhasí, dokud všechno nenapraví.
280c150025	Stane se nadějí všech národů.“
280c160068	Pak přivedli k Ježíšovi slepého a němého člověka. Ježíš ho uzdravil, takže viděl a mluvil.
280c170050	Lidé užasli a říkali: „On je snad opravdu Boží král z rodu Davidova!“
280c180065	Ale slyšeli to farizejové a namítali: „Vždyť neuzdravuje jinak než s pomocí temných sil!“
280c1900a1	Ježíš však poznal, co si myslí, a proto řekl: „Rozdělené království končí v ruinách a žádné město nebo domov vnitřně rozdvojené neobstojí.
280c1a004b	Tak nemůže satan vyhánět satana. Jak by pak obstálo jeho království?
280c1b00a5	Já, podle vás, odstraňuji temnotu ve jménu duchovní tmy. I mezi vámi jsou lidé, kteří bojují proti temným silám. Zeptejte se jich, jakou mocí to činí.
280c1c0066	Jestliže já ovšem vyháním zlo v moci Božího Ducha, pak už k vám přišlo Boží království.
280c1d00c1	Když chce někdo ukrást věci z domu silného člověka, musí ho nejdříve svázat, a pak si to může odnést. Tak i ze satanovy moci může vysvobodit jen ten, kdo je silnější než on.
