2800000007	Matiewo
28071a006d	Ama ya nilo n cengi n maama, ki naa cɔlni ma, baa tie nani ya yanluodaano n maa o diegu mi tanbiima po yeni.
28071b0062	Ki taaga ba nii, ku ñinkuagu ń tieni, ku faagu ń figi, ki pua gu, kun baa ki mumudi yomyomi.
28071c003e	Jesu ń maadi ki gbeni, wan tundi maama den sia bi niba pala.
28071d0053	Kelima o den tundi nani yua n pia ti yikodi yeni, kaa tie nani a gbanbanda yeni ka.
2808010038	K JESU ñani li juali po, ki jiidi k o nuwuligu ŋɔd o.
280802005e	K gbadl ba nagni o nuntuanli ki maadi: “yobdaan li ya tie k a bua a bu fidi ki paagi nni”.
2808030067	Ki jesu tandi o nugu ki siigu ki maadi: “n bua, paagi” li yognu mɔno k o gbadimi gbeni, k o paagi.
28080400c5	Ki jesu yed o: “cuo a ñɔbu ki da ŋa oba n gbadi ama gedi ki yaabi n yidi salgi n la ŋa, k ŋan ten o salgi yaali ki Moyiis bo maadi k i gbadli ya paagi wan ten yen, ki ban bandi k a paagi”.
2808050043	Ki jesu kua kafarnawuum dogu nni, k puldi nba ciamo nagni ki band o
2808060055	ki maadi o: “yombdaan n tuonsɔnlo yia ki dua deni, ki lebni ki kan fidi ki fii.”
280807002c	ki Jesu maadi o: “n bu gedi ki ban paag o.
2808080077	Ki pulisi nba ciamo ŋmiani o “canbaa n ki dagdi yeni ŋan kua n deni, maadi lanbonyenli baba, n tuonsɔnlo bu paagi.
28080900b9	N mɔ pia canbaa nba ki cɔlinb, ki mɔ pia pulisi nba yaabi n cɔnln nni. N ya maadi yendo: gedi, wan gedi, ki maadi o lielo mɔ baa, wan baa, ki maadi o yombo: tieni ne, wan tieni”.
28080a0099	Jesu n gbadi o maami ki li ya ki lidi o k o maadi ya bu ŋua o ki tua: yeni i mɔni n maadi, n kpeli ki la o nulo ne Israel buolu nni k o dug n po nandi.
28080b008d	N maadi fa, bi niba boncianla bo ñaa hali puoli yeni nintuali k baa ki kali ki taani ki dini yeni Abraham, Isaaki yeni Sakɔbi U Tienu deni.
28080c0066	Ama sitaani ya ya nibi, b ba te lubi naani k o mu co k kan jundi k bi ŋmani a ñina, k li bubuuli ye.
28080d006b	K jesu maadi o jua ne: ya caa k lan tieni nani a dindanli n buali maami. Li yognu k o tuonsɔnbig ne paagi.
28080e0043	Jesu bo gedi Pial deni, ki la o cuaro k o dua yeni ti gbanantongdi.
28080f0050	K o taa o nugu maani o po, k li gbanantongdi yaadi ki ŋaagu, k o fii k i suani.
280810007d	O yenjuogu, bi cua yeni yaabi n yia i yian buoli kuli jesu kani, k o bieli i cicinbiadmu o maam palu po, ki paagdi bi yianbi,
2808110067	ki fidi k U Tienu tondo Isayi n maadi yaali lan fidi ki tieni: o tugi ti biidi yeni ti yian buoli kuli.
280812004b	Jesu n diidi ki sua k o nuwuligu ŋuagu ki yabi, k o puodi bongbanlieli po.
2808130041	K jua ba ne cua ki maadi: canba, n bu ŋɔd a ŋan caa naan kuli.
280814006d	Jesu ŋmiani o: i luali pia i fali, ki nuami pia ti tiadi; ama o nul bijua ki pia naani k o ba kpagni o yuli.
280815004e	Bi ŋuankaaba siign yendi maadi: Yonbidaan, cabi k n da gedi ki pii n baá o.
2808160047	Ama ki jesu ŋmian o: ya ŋuan ni ki ŋaa bi tinkpib n ya pii bi kuumi.
2808170035	O guani ki doni o ñunbiagun, wani yeni o ŋuankaabi.
280818006d	Ban paani k o faalu kpid ki yil o ñunbiagu, k a ñunguona bigdi lan cubni o ñunbiagu, li sua k jesu guandi.
280819005c	O yegnkaabi nagni o kani ki findi o, ki maadi: Yonbidaan, faabi'ti, ti bu mi ñum bu dii'ti!
28081a0080	K o maadi ba: bee n cedi ki jie, i dandanli ki yabi ba waami, lani k o fii ki tandi o faalu yeni li mɔgli po, ki li kuli suoni.
28081b0064	K li yaakilidi bi kuli, o tie ŋmaa i, ki bi buali bi baan ni, k mi ñuma yeni o faalu kuli cɔlm o?
28081c0091	Wan tuadi bongbanlieli po, Gadarenia dogun, k finfanda lie cua o ki gaa o liigi po, k li sɔnu bo nul bo ki tɔgi o beba kilima li bo pia i jeje.
28081d006a	Ki bi tandi ki maadi: be e n ye tinbi yeni fin siign ni, Daviid bijua, a cua ne ki ŋan waan'ti fala yooo?
28081e0027	I duoli bo k ki fagi yeni ban ye naani,
28081f005f	k i cicinbiadmu yeni jaandi ki miadi jesu k o ya bu bel'b wan bel'b k kuan'b ti i duoli ne nni.
280820005d	K o beli'b k kuan'bi i duoln, k li duoli san sani ki ban jiidi m ñunciamu nni ki bi bi kuli.
280821006e	Wan bo yegi yeni yaabi, ki bi sani ki guani o dogun ki waani i cicinbiadmu n bo kubi yaabi yeni n paagi maami.
280822005b	K o nuwuligu ñani ki ŋua jesu, ban lagu ya yognu, ki bi maadi o, ki wan ñaa bi dogun ni.
2809010048	K jesu kua o ŋadgu nni ki puodi li mɔgli, ki lebdi ki kuni o dogu nni.
28090200b9	Ki bi cua yeni jua ba ne o kani k o yia, o nugi yen o taana kulki kpe k o dua i lianŋ po. Ki jesu n la ki bi duu o po boncianli k o maadi l ja: “n biga da jie lba, a biidi piin o”.
2809030052	Li yognu k U Tienu kadaagu gbanbanda ba ne ji maali: “yua ne sugdi U Tienu i”.
2809040044	Ki jesu bandi bi maalma, ki bual ba: “be cedi ki pia li maalbiidi?
2809050058	Lanbona lie ne siigni, n diidi ya lanbonli maadma paa i, a biidi piini bii fii ki cuoni?
28090600d0	N bi waan i, ki yin bandi k o nisaalo bijua pia o paalu i tinga ne po, ki ba fidi ki piini bi niba biidi.” Lan ya yognu, k o maadi yua k o nugi yen o taana bo kpe yeni: “fii ki taa a lianŋ ki ya kuni!”
2809070010	K o fii ki kuni.
280908005f	O nuwuligu n la yeni, k ti jaandi kua ba, ki bi pagi U Tienu yeni wan teni bi niba ya paalu ne.
28090900a5	Jesu den ñani lan kani, ki pendi ki la jua ba ne ki bi yi u Matieogu, k o kaa o tuonli nni, ban paa lonpo naani. Ki jesu yedi o: “ya ŋua nni, k o fii ki ŋɔd o.
28090a008d	Li puoli po ki jesu yeni o ŋuankaaba bi kaa Matieog deni ki je, ki yaaba n bo gaani lonpo yeni bi biidi danba boncianli cua ki kali bi kani.
28090b00a0	Li bo sua ki farisien nba mɔ ye lan kani, ban la yeni ki bi buali o ŋuankaaba: “i canbaa je(di) yeni yaabi ngaani lonpo yeni bi biidi danba, li ŋan nii?”
28090c005c	Jesu n gbadi li buali, k o yedi: “yaabi n pia laafia ka kpaani dogda, bi yianma n kpani o.
28090d00f8	Gedi mani ki kpaani U Tienu maama ne niima nni, lan diani naani ki maadi: “n bua bi niba n ya jie bi lieba ninñuma, mii bua ki ban ya yid ba salg kaa.” Ki jesu ji guani ki yedi lani: “mii cua k min yini bi nimɔnba ka, ama bi biidi danba.”
28090e009b	Lani ki San o ñunwulka ŋuankaaba nagni ki buali jesu: “li tieni ledi k tinba yeni farisien nba pa ki lolgi bu ñɔbu, k a ŋuankaaba nan ki lolgi i?”
28090f00f2	Jesau ŋmian ba: “yaabi k bi yinba puobianli jaama, ba fidi ki ya kaa yeni li pabɔnli ya yognu k o puodaan o da ki ye yenba. Lan, bobni mani, klma, o yogu cuoni k o puopaan o calo te kan ya ye yenba, li yognu i, ki bi te ba loli bu ñɔbu.
28091000a0	Nul te kan taa cabpanli, ki libi tiadudngu po. O ya tieni, li cabpanli yeni n bi cedi o tiadudngu yeni n padi ki pugni li lonli n yabdi ki cie cincinli yali po.
28091100a9	Bi ki tugdi mi daapaam ki ŋmadi yeni mi daakpelima. Lan ya ka mim daapaam ba buoni u manu i, ama bi ba piagi mi daapaam li bagpaanli nni, yeni, li baa ye yeni o manu i.
28091200a5	Jesu n yedi ba yeni, ki li nucingli cua ki gbaani o nuntualn ki maadi: “n jafaano da li kpe mɔlanei, a ya cua ki taa a nugu ki maani o po, o ba guani ki fuodi.”
280913002e	Ki jesu fii, wan yeni o ŋuankaaba ki ŋɔd o.
280914008b	Ki li sua ki pua ba, laadi o faadi, ki laa kolgi piiga n bina lie n yeni. Jesu n caa, ki li pua nagni o puoli po ki sii o liadl ñɔgbanli,
2809150040	klima, o bo maali o paln nni k o ya sii ba o liadl k o bi paagi.
2809160064	Ki jesu gbagi, ki lagu k maadi: “n bi puoga, a dindanli paag a”, ki li yognu mɔno, l pua paagi.
280917005d	Jesu n pundi li nigbengli yua bo yin o yen deni, ki la a yelpieba yen o nuwuligu k bi ñɔgi.
280918005c	K o maadi ba: “ya ña mani, i jifanbiga ki kpe ka, o gɔa i.” k li nibi ji cili k laagu.
280919004b	Ban beli ki ñani li nuwuligu, ki Jesu kua ki cuo i jifanbiga nugu k o fii.
28091a0021	Ki li laabaali yadi li dogun kuli
28091b0086	Jesu n ñani li kani ko paani o sɔnu ki caa, ki bi juanma bonbilie tandi ki yin o: “David bijua, a kan jie ti yeni mi nunñumaa?”
28091c0090	Jesu n pundi deni, ki bi juanbi yeni nagni o kani, k o buali ba: “i tama k n ba fidi ki nuali nni?” ki bi tuo ki maadi: “iin, ti diedo.”
28091d0052	Li yogunu ko sii bi ninbina ki maadi ba: “lan tieni nani yin maal maami yeni.”
28091e0056	ki bi ninbina luodi ki bi ji nua. Ki Jesu maadi ba k ban da cedi nul n bandi (gbandi).
28091f004b	Ama, ban ñani ya yogunu, ki bi ji cili ki maadi li laabaali kaana kuli po.
2809200048	Ban ñan ya yogunu, ki bi cua yeni muug ba jesu kani k a sanpola ŋua o.
2809210094	K o beli li sanpola, ki muugi ji cili ki maadi. K li ji cuo cila ya nuwuligu n bo ye li kani ki bi ji maadi: “tii kpeli ki la ne, Israel dogun ne.
280922006a	Ki Farisien nba wan nan maadi k o kubbi sitaani ya paalu i, yua n tie a sanpola bado, ki yaandi a sanpola.
280923009d	Jesu bo caa i dogciamu yeni a lon gbana nni, ki tundi bi niba b tantaan diedn ni, ki muandi U Tienu laabaamanli, ki gɔ tebi i yian buoli yeni bi ninbadanba.
2809240072	Jesu bo yi la o nuwuligu mi ninñuma n cuo o, ki dugni bi pala bo wadi, ki bi tie nani ya pei ki pia pekpali yeni.
2809250045	K o maadi o ŋuankaaba: “bu kpaabu yabi ama k a tuonsɔnla ki yabi.
2809260041	Yeni, mia mani o kpadaani, k wan pugni a tuonsɔnla o kpaabun ni.
280a010089	K jesu yiin i o ŋɔdikaabi piiga yeni bonmlie k teni'b u paalu k ban ya bieli a sanpola, k paagdi i kunkodbuoli kuli, yeni b cacagdaami.
280a0200b1	Jesu n bo sɔni u ŋɔdikaabi piiga n bonmlie yaab yela nne: cincinli yua n tie Simɔn, yua k bi yi'ug Piali, yeni o ninjua Andili; Sebede bid, lan tie Saaki yeni o ninjua Sani;
280a03005b	Filiipi yeni Batelemi; Tomayeni Matieog yua daa bo gaani lonpo; Alfe bijua Saak, yeni Tade;
280a040047	Simɔni yua bo kɔni o dogu po; yeni Suuda Iskariɔt yua bo kuadi Jesu.
280a050091	Piigi n bonmlie yaabi k Jesu bo sɔmi n yeni k maadib'i k: «daa caa mani yaabi n k tie sufi - nba kani, k gɔ daa kua samaliteni -nba dogu n ni.
280a06004d	Yaa caa mani Isalaheli buolu n ni nibaa po ban tie nani i pei yaabi bodi yeni
280a07002c	I yaa caa yi ya kpaandi k u tienu bali nagi.
280a0800ab	Yaa paagidi mani b kunkoddanmi, k yiedi b kpienma, k yaa paagdi a gbaada, yaa bieli mani a sanpola k yaandb'i n pun'i ni i k daa kaa, mɔn yaa puuni mani k daa gaan bonli.
280a090035	Yin daa kubi wula, k bia ŋuuni ligi baa i bɔga n ni
280a0a007e	Daa kubi mani bɔgli daa la mani liada lie daa kpaan mani cacaaɔgu; k gɔ da kubi lanbanli kilema tuonsɔnli kan luo u jiema.
280a0b0092	I yaa pundi yaa dongbanbig n i bii yaa dongbanciangun i, yin buali k la b nimɔma deni, k gadi k yaa ye lan kani hali yeni yaa daali k i bu pendi.
280a0c0034	I yaa kua l deni yi gaali l deni nuba i gaali ŋani.
280a0d005f	B yaa tie numɔma i ñɔgaaliŋani n yaa ye yen'm. B yaa tie numɔma i ñɔgaali ṅ guan i po.
280a0e0068	B yaa gaa i, k gɔ k sogi i maama yi ña l deni lani yaa kaa l dogu n i, k pidi pidi i taana u tangungu.
280a0f0073	Yeni i mɔni i maad'i u tienu n bo bu b nubi kuli yaa daali, sɔdɔm yeni Gomɔl yaab yaali baa yeni l dogun yaabi.
280a10007d	ŋanbi sogi mani; n sɔni nani pabidi yeni i yangbanli siiga n ni. yaa sogi mani e wae yeni, yaa tie suoo mani o lanjel yeni.
280a11007b	Cuo mani i baa yeni b nubi, k dugn i b bo gadi yeni t buud yudanm kani. ban cuo i k pua i yeni a naapuna b tantaadiena n i.
280a12007d	I yaa po i k b bo gadi b dogdanm kani, yeni b batiebi kani. Yin maadi i mɔni n po bani yeni yaaba k tie sufi -nba nunŋ n i.
280a130081	Yaa yogu k b bu gedi yeni yin daa buali yin bo maadi nandi bii yin bo maadi yaali kaa, i kan luo yaali k i bo maadi l yogu mɔno.
280a14004c	K dugn i yim kaa bo maadi i baa u tienu mɔno n bu waani yaali k i bo maadi.
280a150075	O nuli t bo kuadi u ninjua ban kpaa'ɔg bibaa n kuadi u biga, a bila t bo fii k kɔni yeni b danmi k cedi ban kpab'i.
280a160059	B kan yaa t bua i maam k dugn n po. Ama yua bo mind hali yeni l juogi u tieni bo fie wani
280a17008d	Yaa dogu n i k b waani fala, yin sani k gadi dogu tianu. Yeni i mɔni n maad'i i kan waa k gbeni Israheli dogi kuli k u nufosaal bijua k cua.
280a180054	I bani k yua bangi tuonli kan fidi cie o canbaa, o yomo mɔ kan fidi cie o yomdaani.
280a1900a1	Yua bangi tuonli yaa tie mani u canbaa yeni, k o yonmo mɔ tie mani o yonmdaano yeni, laa dagidi. B nan yiin o diedaani Besebuul o b ji bo yiin i u deyaaba ledi?
280a1a0072	Lani daa jie mani l nubi, k dugn i bonl k duagi, k t kan dɔgdi, bonl gɔ kan yaa tie haasiili k nuli t kan bandi.
280a1b0070	N yaa maadi yaali l biigl n i, yin maad'm o yensiin n i. N yaa bulmi k maadi yaali yin maad'm b nib kuli n sogi.
280a1c008e	Daa jie mani yua bo kpa nuli k nan kan fidi kpa o nanligi. Jie mani u tienu wan bo fidi cedi o nuli nanligi yeni o gbanu kuli n bia u muu n i.
280a1d008c	Baa kuadi nuanbidi bonmlie k gaani i ligi waama ne ii? Ama i siign i baa yendi kan baa tingi n i, k l yaa tie k i baa u tienu buami yaa kaa.
280a1e002b	Yinm wani u bani i yudi m ɔno n dɔ nandi.
280a1f0036	Lani daa jie mani bonli, k dugn i cie t nɔnbidi kuli.
280a200063	Yua maadi b nubi siign i k u tie n yua, n mɔ t bu maadi n baa yua ye tanpoli po nungn i k n ban'o.
280a210066	Ama yua yie k waa tie n yua b nubi siign i, n mɔ t b yie'ug n baa yua ye poli po nunŋ n k mii ban'o.
280a22006f	Daa maali mani k baa yeni t mandi kaa b nubi siign i i tingi ne po. N k baa yeni mandi, n baa yeni l kɔkɔnli.
280a230058	N baa k mi paadi i bijabigi yeni u baa i, i bipuoga yeni u naa i, u pua yeni u calnaa i.
280a24002e	O nuli nataanu mɔno n t bo kpandi u ninnando.
280a250089	Yua bua u baa bii u naa k cie n waa dagdi yeni wan tɔ n ŋuado. Yua bua u bijua bii u bisalo k cie n o mɔ k dagdi yeni wan tɔ n ŋuado
280a260050	Yua mɔ gɔ k tugi n dapɔnpɔnli k ŋɔdi'n u mɔ k dagdi yeni wan tɔ n ŋuado
280a27006a	Yua kpaani k wan fie u miali u bu biani u miali. Ama yua luni u miali k dugn i n po u bu gua k la u miali.
280a280034	Yua gaa'i u gaa mini, yua gaa n mɔ gaa yua sɔn'n i
280a2900a4	Sogni ya baa k nuli gaa'o k dugn i u tie u tienu sogni u bua la u tienu sogni ñuadi, numɔni yaa baa k nuli gaa'o k dugn i u tie numɔni, u bu la l numɔno ñuadi.
280a2a009e	Yinm n ŋɔdikaabi, i k tie nugbenga kaa ama yua bu kabi baa ñisɔngnmi k teni i siign i yendi k dungn i u tie n ŋuado, n maadi i mɔni, u kan luo u ñuadi.
280b010066	Jesu n gbeni o tunda yeni o ŋuankaaba, ko puodi ya longbanbimu sien ki tugni ki muandi U Tienu maama.
280b02005d	San bo ye o dansaldiegun ki gbia ya tuoŋana bo tie kuli, k o sɔni o ŋuankaaba k bi bual o:
280b030033	fin n tie yua k ti guu bii ti gɔ da ba guu tian i.
280b04004c	Jesu ŋmiani: ya ca mani ki ban waani San yin la yaali yeni yin gbadi yaali:
280b05009c	bi juanbi nuni guani ki nuali, i wabbmu fii ki cuoni, a gbada nugi tandi, a tubkpaana cili ki gbia, k bi tikpiib fii t kuldn ki talgnba gbia li laabaamanli.
280b060033	Li pamanli yabi yaabi n duu n po k bi dindanli cie.
280b070087	Ban paani ki ca k jesu cili ki ji maadi San po o niwuligun nni, i gedi ki diidi bee i tinkuongn nn i? li galgunli yua ko faagu migni i?
280b080080	ama i gedi ki ban la ŋmaa i? ya nilo ŋanbi ki lani k li ŋan nni? diidi mani yaabi n la ti tiaŋandi tie yabi n kua bad diegu.
280b09004e	I ji gedi ki ban la bee? U Tienu tondo o? n, i bi jiin n, o cie U Tienu tondo.
280b0a006e	Kilima li tie yua k li bo diani ki maadi: diidi mani, n bi sɔni n tondo k wan bobni i sɔni ki guudi a cuama.
280b0b0084	Yeni i mɔni n mkaadi, bi puobi madn kuli, ti da ki la San ya lielo, li tie yeni ti Diedo diema nni i big n tie ciamo k cie bi kuli.
280b0c0072	Lan cili San yognu ki pan pundi hali mɔlane, ti Diedo diema ti mi tuami, ki bi gbanmandanbi kɔni bi ŋmiali nni.
280b0d005f	Kilima bi tondikaabi yeni ti yikod kadaagu bo maadi U Tienu maami yo, k San fidi ki yuandi cua.
280b0e0038	Ki ya bua yin gbadi niimn ni, ban yi yua Elin bo bi cua.
280b0f002b	Ki yua pia ti tubdi ki ba gbadi, wan gbadi.
280b10006e	Ki mɔlane nibi ne, bi naani yeni bi lee? ya bila n kaa bi niba n paa ki tigli naani, k sieni, ki yi bi lieba,
280b11007d	ki maadi: ti piebi i naagbaamu (i yelmu), ama i ki jeli (ŋɔni ciagi), k ti yini i kuuyani, i ki mɔni kumɔni (ku bubuuli).
280b120058	Ki dugni, San cua k ki di, k ki ñu (ki lolgi o ñɔbu), k bi yedi ki cicibiadmu ŋuagu.
280b1300bd	Ki nufosaali bijua cua ki di, ki ñu, ki bi yedi k o puoli mani ki kandi, ka tie dañuuli, k tie lonpogaala yeni bi bid danbi dɔnli. Ama mi yanfuomi waani o tuona nni yaali ntie bonmɔnli.
280b14006d	Li yognu k Jesu cili ki ji fu yeni ya nibi k bi dogin k bi tieni ti paldi boncianli, k bi tɔgu nan ki lebdi.
280b1500bc	Yubonli a po, koransen! yubonli a po betesayida! ki dugni ya yaalidgu bona tieni i siigni ya bo tieni Tiir yeni Sodɔm, hali daal o mani bi tugi o kpalpiagu yeni mi fantanpiema ki tuuba o.
280b160055	Li ya po i k n maadi: daa jijuog buud daali, Tiir yeni Sodɔm b la sugli ki cie yi i.
280b1700db	Fin, Kafarnawuum, a mali k fin yeni a yabnu kuli a ba si tawlgbɔngu i? N n, a ba jiidi hali o tinkpiigun, ki dugni ya yaalidgu bona tieni a siigni k a k lebdi ne ya bo tieni Sodɔm i, mani o da sieni ki ye dinla daali.
280b180047	Li po n cedi k n maadi, k daa jijuogi daali sodɔm buud baa suu yen ni.
280b1900b2	Li yognu k Jesu gaa mi maama ki maadi: n dond a, ti Diedo, poli yeni tinga canbaa ́, yeni ŋan wuoni bi yanfuodanbi yeni bi nunfandanbi ya bona ki nan tugi lani ki waani a bila.
280b1a0036	N, n Baá, n dond a yeni ŋan bua ki lan ya tie yeni.
280b1b00a0	N Baá ten nni u paalu bonli kuli po, k nul k bani bijua, li ya ki tie Baá yaa ka, k nul ki bani Baá li ya ki tie o bijua yaa ka yeni yua k o bijua waani o
280b1c004f	Cua mani n kani, yinbi yaabi n cɔgi, ki tugi k li kpiagi, k min teni mi fuoma.
280b1d0066	Tugi man n fala ki cengi m maami, ki dugni n tie pasiadaani ki gɔ jiind nba, ki bi la i nalimi fuoma.
280b1e0022	Ki dugni, n tugli yua k ki kpiagi.
280c010071	Li tie saba daali ki jesu pendi ya kpaabu nni ki i dii beni, ki mi kom cuo o ŋɔdikaaba, ki bi togidi ki ŋmani.
280c020086	Ama Falisien nba n la li bona ke bi maadi jesu: diidi a ŋɔdikaaba ne, bi suani ya tuonli ke ti yiko ki cabi ke lan tieni saba daali.
280c03006d	Ama ke jesu ŋmiani: yi k bangi ki gbandi DAfidi yeni o niba n bo tieni yaali ya yoginu ke mi koma cuo'ba aa?
280c0400bd	Bi bo kua U Tienu jongun nni ki tugi saligi kpanu ke wan yeni o yegini ŋmani, ke li naa bo cabi ki wan yeni o ŋɔdikaaba ba yendo n ŋmani. U Tienu ya po li bontitiedi bo ki tie kuali ka.
280c050075	Yi cogi Moyisi n den diani yaali o ku daagun nni ke bi saligi yidikaaba n yidi saligi laadi daali ke li ki tie biidi.
280c0600a8	Ama n maadi, n cua yi kani, ke n maami mɔni ke cie i jaandielin yikodi, li ya po ya tunda ke n tieni mɔn i po ki cie yeni yi yanjanba n den waani yaali damiwoncil po.
280c0700e5	Yi bo baa tiani li maama i diani nni;”n bo suni ke mi maadi yeni mi buama ke cie yeni min ya yidi saligi ki wangi. Li tie ki bo bani mi maadi yaali niinma nni, i bo kan maadi n ŋɔdikaaba ke ban tieni yaali ke tie bonbiili ka.
280c080057	N tie o nilo bijua ki pia yiko yeni mi maadi bi niba yaali n tie bi tuonli laadi daali.
280c090036	Ki jesu siedi bi kani ki ban kua bi jaadieciangun nni,
280c0a0095	ko la nilo ko nugu kpe, ki falisien nba bualo, li cabi ki tin paagi yianmo laadi daali. Bi den maali ki jesu den maadi ki tudi ki ban pun'o i jaligi.
280c0b0107	Ko ŋmian'ba: yi siigan nni ŋmaa ya po i yo ko yangi ba baa u buugun nni laadi daali ko ba ŋaa ke kan ñano ke wan ñiindi lien nni? Yi ya po li bontitiedi buali? Li ya po, o nisalo pia ti kpiagidi ki cie i yanga, lan li buali ki ban paagi yianmo laadi daali i?
280c0d004c	Ki jesu maadi li nilo: tandi a nugu, ko tandi li yoginu mɔno ko nugu paagi.
280c0e0064	Li yoginu ki Faliusien nba ñani u jaandieciangun nni, ki ji kpaani ban ba loli maama ki biani jesu.
280c0f0093	Jesu den bansdi ki Falisien nba den kpaani ban bian'o, lani ko tugi o ŋɔdikaaba ki fagidi li kani, ke o niwuligu yeni bi yianma ŋua ko paagi'ba.
280c100047	Li yoginu mɔno ko maadi'ba ke ban da ŋaa ki nilo n bandi wan tie yua.
280c110034	Wan maadi yeni ko tieni nani Isayi n bo maadi yaali.
280c120085	Diidi mani n tuonɔnlo yua ke n lugit'o ki bua'o, wani ki n du o po, n ba kuan'o mi fuonma, ke wan fidi ki bu yabi n ki bani U Tienu.
280c130046	Bi kan kɔni, bii kan tandi lani tie ban da gbadi bi maama kaana kuli.
280c140068	O baa mani yeni taliginba, ke nilo yua nagi ba mi kuumi, o ba nualo, ama ki bi niba ya sanu n tuagi nni.
280c150029	Li ya po yaabi n ki tie IIfi ba daani 'o.
280c160098	Bi den cua yeni nilo jesu kani ko tie juamo ki gɔa tie muugi ki dujgini li daano den gbie yeni ti fuobiidi, ki jesu paago ko cili ki maadi ki gɔa nua.
