2800000006	IMatta
280707004a	“Wulu, ni inu ki yira; wang, inu ki peni; hura, na anyu bọọ ki yemi.
2807080061	Nadidu aghọmani awulu ki yira, aghọmani awang ki peni, anyu bọọ ki yemi aghọmani ahura.
2807090047	Ace aghọ ngọ mani ashi ate ki ma anọ nga utii insi awulu ubiredi?
28070a0031	Ta ọki ma nga iyọọ insi awulu ngọ itagbo?
28070b0077	Kini akakiya nu, uye ma anọ nu ima ididuma. Na sa tẹri si, Ate ayaya ki ma uma udọdọma ka aghọmani awulu nga!
28070c0072	“Ju ajiya uma mani uwang si aju ngọ, udiwu nyeni umẹẹ iMusa kina ọnga aghọ pii kọ ọtọ Ọnọng.
28070d0077	“Ghila ka anyu bọọ azazẹ, ka anyu kyaa idẹ ugha shi ayayang utra shi na gbẹẹ, ajiya nagigang ka kyeng ya.
28070e004e	Ni anyu kyaa ọkyuọ shi na jii ukyeng utra lọ, ajiya uwang wu shi na jii.
28070f0082	“Inu ci na zizal ka aghọ pii kọ ọtọ Ọnọng atẹri; aki ba nu kini atẹm bọ ni ka sing, kidẹ ni ava aghumu bọ.
280710009b	Inu ki ye bọ ka ighọ umumani aka ju. Akara kara ma yọ ikọlọ inabi ka ẹrẹnọma nga ba, ko ni uwe ma yọ ikọlọ ka ẹrẹnọma akara ba.
280711005e	Ko iligba ushi ọdọdọma ka ma ikọlọ ididuma, ọshẹ ububi ka to ma ikọlọ ibibi.
2807120060	Ushi ọdọdọma ki ma wu ikọlọ ibibi ba, ni ọshẹ ububi ki ma wu ikọlọ ididuma ba.
2807130050	Ọshẹ mani ọka ma wọ ikọlọ ididuma ba aki kpa wọ ka ta kidẹ ugha.
280714004d	Kindọ, inu ki ye aghọ pii kọ ọtọ Ọnọng atẹri ko uma uju bọ.
2807150099	“Ba nadidu aghọmani ayọrọ mi si, ‘Ate ọna, Ate ọna’ ki ghila ẹrẹgọm ayaya ba, sa aghọmani aju uma mani Ate ayaya wang bọ sa ju.
28071600d1	Insi awii ashuwa ya ba ni, ajiya nagigang ki tẹri mi si, ‘Ate ọna, Ate ọna! Kidẹ nọ uca ngọ iyi tẹri upii Ọnọng, kidẹ nọ uca ngọ iyi wuli idir ushẹẹ kiva ju idir uma uwuli ica!’
280717005e	Ni imẹ ki tẹri bọ si, ‘Imẹ ta ye nu nga ba. Sang nu ukushi mi, inu ajiya akakiya!’
280718006d	“Ni, aghọmani a kọng ighang upii mi ki yii yu ni ashi kini agha amara mani avra ọna nga kaya ọpang.
2807190069	Aviya nira ya, avọng tiya, uwuru ti ni ẹrẹkyuọ ko ọna. Ni ura pulu wu ba, ka avra kaya ọpang.
28071a0073	“Nadidu aghọmani a kọng ighang upii mi na ra yii ba ni ashi kini abọ ajiya mani avra ọna nga kaya ikikee.
28071b0066	Aviya nira ya, avọng ti ya, uwuru ti ni ẹrẹkyuọ ko ọna, uva pulu wu. Upulu wọ na gbrop!”
28071c0051	IYesu ya kpẹẹ utẹri uma ri ni, ikir majiya wọ ica ki ighọ umẹẹ nga.
28071d004e	Ashii kini aghọmẹẹ umẹẹ iMusa ba; ni, amẹẹ kini ẹrẹgọrọ.
2808010034	IYesu ya shulu kaya ọpang ni, ikir bajiya yii nga.
280802009a	Ni, ace aghọ shi nọ ubili ba ukushi nga, ki ta agho kite nga, na tẹri si, “Ate, insi ingọ yira ni, ingọ ki bra usa mi ki imẹ ba na pipar.”
2808030070	IYesu ba nawa avọ ki piya nga, ki tẹri si, “Imẹ yira, ba na pipar.” Ba ubura akyua udumu ubili lẹni.
28080400cb	IYesu ba tẹri nga si, “Nu! ba tẹri ace aghọ ba, nu kya, ko ya yeni ẹrẹkwẹ ngọ ukushi ifirist ka aya ma uma kọnọ umani umẹẹ iMusa yeni ni, ka ajiya kpẹlẹ si a lẹni ni nga.”
2808050054	IYesu ya ghila aKafarnahum, ace agha aghaghẹ aghina akpọ peni nga ki shọr nga,
280806006a	“Aghọ ọna, agira mi yẹẹ ka aca nọ udumu shọmọ ika, asọ kọng ẹrẹnọma nagigang.”
280807003e	IYesu va tẹri nga si, “Imẹ ki ba ki ma lẹni ni nga.”
280808009b	Ni agha aghaghẹ aghina akpọ nga va yira iYesu si, “Ate ọna, Imẹ ta ma mi ni ingọ ba ọna mi ba, tọrọ kọ tẹri upii, agira mi ki lẹni.
2808090111	Ka imẹ ni avọ kina ẹrẹgọrọ ace aghọ wu ni imẹ shi wu, kina aghina akpọ kidẹ ivọ mi, imẹ wang tẹri adi aghọ si, ‘Kikyang’, Asọ kyaa, ace aghọni imẹ tẹri nga si, ‘Ba,’ Asọ ba, imẹ tẹri agira mi si, ‘Aju ima,’ Asọ ju.”
28080a00a5	IYesu kọng kindọ ni, ava wo ica ava tẹri aghọyii nga si, “Aipang, imẹ sọ tẹri nu, imẹ sọnọ kọ peni mi ighọ uma aipang ka Israila kindii ba.
28080b00be	Imẹ sọ tẹri nu, ajiya na pam ki ba kọ kpaa kọ ushii uta ọnọng ki ta kọ ushii ukpaa ọnọng ka acica ọla imila kina Ibrahim, ni Ishaku, kina iYakubu ka ẹrẹgọm ayaya,
28080c006f	aghọmani ashi anọ ẹrẹgọm ni aki fẹni bọ kidẹ iting. Kukadu wu ni aki ci kọnọ ghula ayir.”
28080d008b	IYesu va tẹri agha aghaghẹ aghina akpọ si, “Wor, uki ba kọnọ uma aipang ngọ ni.” Agira nga va ba ọkyuọ kidẹ ana kyua.
28080e005f	IYesu ya ghila ọna iBitrus ni, ava nu akẹri iBitrus na ayẹẹ, ẹrẹnọma nga furu wu.
28080f004f	A piya avọ nga, ufuru Ẹrẹnọma kpẹẹ wu, ava sisang ki ma bọ imila.
2808100086	Kọnọ ughẹ ni, aba nga kina ajiya na pam aghọ shi nọ ushẹẹ, ava wuli aghing ababi kọ upii. Kiva lẹni na adumu nadidu.
2808110073	Uma ri ba ka ahwura upii Ishaya aghọ pii kọ ọtọ Ọnọng si, “A kpaa uta ọkyuọ kina idumu bayọ.”
2808120062	IYesu ya nu ajiya na pam ukushi nga ni, aba tẹri atina nga si abọ ba buu udaa ugẹẹ ighọ.
280813007d	Ni aghọmẹẹ umẹẹ iMusa ba ukushi nga ki tẹri nga si, “Aghọmẹẹ, imẹ ki yii ngọ kwabi ni ingọ kyaa.”
2808140089	IYesu va tẹri nga si, “Ava aghumu shi kina afọng, anurunu ayaya shi kina asọọ, uwe ni Anọ Ajiya shi kọnọ uka nyẹ ba.”
2808150061	Ace aghọ kidẹ atina nga va tẹri nga si, “Aghọ ọna, tara ni imẹ ya naa ate mi wu.”
2808160055	IYesu va tẹri nga si, “Yii mi, ya aghọ kpuru ka nira aghọ kpuru bọ kọ.”
2808170037	IYesu ya ghila idẹ ọgbọlọ ni, atina va yii nga.
28081800b4	Ashi kidẹ ukyeng ni, uyuu avuwa nọ uwuru na ẹrẹkyuọ sang kidẹ ighọ, amusumu kọ ghila idẹ ọgbọlọ bọ ni uwang ghila wu idẹ na amusum, iYesu sọ umọọ.
2808190056	Aba kyaa kiya sang nga, ki tẹri si, “Foo ayọ, ate ọna; ayọ ki kpuru bọ.”
28081a00a3	Aba tẹri bọ si, “Ikẹmbọ sa ni inu hwiri ẹrẹbata, inu aghọ uma aipang na jẹẹ” Ava sisang ki gẹr uwuru kina ighọ, uka va kọmọ na kikir.
28081b0068	Ajiya nga va wo ica, na tẹri si, “Iligba ighọ ajiya yẹ, ni uwuru kina ighọ kọng upii nga?”
28081c00b4	Aya fuma udaa ugẹẹ ẹrẹbọ aGarasinawa ni, agha apai aghọ shi nọ ushẹẹ ba peni nga, akunu kidẹ na alọr, igigra bọ sa ni ajiya ka bra bọ ukyeng kọ utra ba.
28081d008e	Ba irishu, aba gyo akpa, asi, “Ikẹmbọ duma ngọ ni ayọ, Anọ Ọnọng? Ingọ ba kọ ba ma ayọ ọlọ na kyua kọ ju wu ba?”
28081e0027	Kina anikang na ji idir alade sọ cee.
28081f005f	Ushẹẹ nga va shọr nga, si, “Insi ingọ woo ayọ ni, sa ayọ kidẹ idir alade ri.”
280820009b	Ava tẹri bọ si, “Inu kya nu.” Aba kunu kiya ghila bọ idẹ idir alade, ni, idir alade va ti ki shulu idẹ ighọ ki kpuru bọ kidẹ na amusum.
2808210072	Aghọcee alade va ti bọ, ki ghila idẹ ifọng kiya tẹri kwikẹ imumani iba kina ajiya ushi nọ ushẹẹ.
2808220066	Ajiya ifọng nadidu va kunu ki ma peni iYesu, aya nu nga ni, aba shọr nga si aya bọ ifọng bọ.
2809010054	IYesu ghila idẹ ọgbọlọ ki buu kyaa udaa ugẹẹ ighọ ka kyaa ifọng nga,
28090200d8	ukadu ni, ace ajiya ba nga kina aghọmani akọ shọmọ nga, ayẹẹ kaya icuru. IYesu ya nu uma aipang bọ ni, aba tẹri aghọ shọmọ ika si, “Kpẹnẹ ikwyi ngọ, anọ mi; A cira uvulu ngọ kọ.”
280903006d	Ukadu ni, ace aghọmẹẹ tẹri ace bọ si, “Ajiya ri kpaa ẹrẹkwyuẹ nga kini Ọnọng nga ni!”
2809040082	Ni iYesu ye imumani ishi kidẹ ikwyi bọ, aba tẹri bọ si, “Ikẹmbọ sa ni inu sọ shuni nọ uma ububi kidẹ ikwyi nu?
2809050070	Uligba wu cẹẹ nọ uyuyo, na tẹri si, ‘A cira uvulu ngọ ko,’ ta atẹri si, ‘Sisang kọ kyeng’?
28090600ae	Ka inu ye si Anọ Ajiya shi ni ẹrẹgọrọ ka asing ri ka a cira uvulu kọ.” Aba sa tẹri aghọ shọmọ ika si, “Sisang, kpaa icuru ngọ kọ kya ngọ aca.”
2809070028	Ava sisang ki kpa icuru nga ki kyaa aca.
2809080076	Ikir bajiya ya nu kindọ ni, aba kọng ẹrẹbata, aba jọọ Ọnọng, aghọmani ama ajiya idi ẹrẹgọrọ.
280909009e	IYesu ya ukadu ki kyaa ite, aba nu ace ajiya ayọrọ nga si iMatiyu na ci kidẹ bọọ yira agonu, aba tẹri nga si, “Yii mi.” Aba sisang ki yii nga.
28090a0095	Akyua umani iYesu sọ la imila ka aca iMatiyu, ukadu ni aghọ yira agonu kina aghọ vulu napam ba na asọ la imila kini iYesu kina aghọyii nga.
28090b0095	AFarisiyawa ya nu kindọ ni, aba tẹri atina nga si, “Ikẹmbọ sa ni aghọmẹẹ nu sọ la imila kina aghọ yira agonu kina aghọ vulu?”
28090c006c	Aya kọng kindọ ni, aba tẹri si, “Agha akyuọ ka wang bọ aghọ kang ba, sa aghọmani ashi adumu.
28090d008e	Kya kọ ya wang imumani udi sọ yeni, ‘Imẹ wang ahwoo, ba uma ẹrẹkwẹ ba.’ Ka imẹ ba mi kaya agha aipang ba, sa aghọ vulu.”
28090e00a2	Aghọyii iYahaya ba ukushi nga, ki tẹri nga si, “Ikẹmbọ sa ni ayọ kina aFarisiyawa ka kpẹnẹ anyu, na anga ngọ atina ka kpẹnẹ bọ anyu ba?”
28090f00db	IYesu va yira bọ si, “Ayikyo aghimi asasa ki ju ikwyi ibibi ka awii usra agya uloru ubuwa na aghimi ashi kini bọ? Awii ki ba angọ umani aki kpaa aghimi asasa wu kukushi bọ, ukadu wu ni aki kpẹnẹ anyu kọ.
2809100064	Ba aghọmani aki ta igbang ititang kina ugyauto ọsọsa ba, ka uta ki gaya wu, ugaya ughọghẹ.
28091100e0	Ba aghọmani aki sa amusum ikọlọ na ashi asasa ki ubom ututang. Insi asa ya ni iki siga wu, amusum ikọlọ na shi ki naa bọ ni ubom bira bọ. Amusumu ikọlọ na shi asasa si ubom ọsọsa, nadidu ki ci iduma.”
28091200cb	IYesu shi kidẹ utẹri uma ri ni, na ace akwyite ọkọ takwyuẹ aYahudawa ba ukushi nga ki ta agho kite nga, na tẹri si, “Anọ mi anayiri kọ kpoo, ba ko ma tiya nga avọ ngọ, ka sisang.”
280913002b	IYesu va sisang ki yii nga, kina atina nga.
2809140068	Ace ayiri mani akọ lọ nọ ushiri ayi anyi ọshọ na pai ba kọ tumu nga ki piya anyu igbang nga,
280915005a	atẹri ẹrẹkwẹ nga si, “Insi imẹ piya igbang nga ni, imẹ ki peni ọkyuọ.”
2809160096	IYesu tee, anu nga ni aba tẹri si, “Kpẹnẹ ikwyi ngọ, anọ mi! uma aipang ngọ ma ngọ ọkyuọ.” Kidẹ anakyua ni ayiri ba ọkyuọ.
280917006d	IYesu ya kyaa ọna akwyite ọna Ọnọng ni ava nu aghọ pọ igbẹri kina ajiya na asọ duma ọka wu,
2809180070	ava tẹri bọ si, “Usang nu, ka anayiri ta kọ kpoo nga ba, asọ moo wu.” Aba sira nga unga ujeri amara.
2809190051	Aya kla ajiya nga ni, ava ghila idẹ ki kpẹnẹ nga ka avọ, anọ va sisang.
28091a002b	Ila ima uju nga kpaa ki ẹrẹbọ nadidu.
28091b006e	IYesu ya ukadu ni, ace afoo apai yii nga, aci ni ẹrẹwyuẹ ighighẹ, “Kọng ahwoo yi, Anọ iDauda.”
28091c0095	Aya ghila aca ni, afoo ba ukushi nga, iYesu va tẹri bọ si, “Inu ma aipang si imẹ ki bra uju udi?” Aba yira nga si, “Ẹẹ, ate ọna.”
28091d0053	Ava piya ica bọ ki tẹri si, “Kọnọ uma aipang nu ni ọba nọ kindọ.”
28091e004e	Ica bọ va yẹmi. IYesu waa bọ atọng, “Inu ba tẹri ace aghọ ba.”
28091f0040	Aba kunu bọ kiya yẹmi ila iYesu ka udu ugẹẹ ẹrẹbọ.
280920006b	Asọ kunu bọ ni, ace ajiya ba iYesu kina aghọ shi nọ ushẹẹ ungọ umani ọsa ni aka pii nga ba.
280921009d	Aya woo ushẹẹ nga wu ni, ajiya nga va tee aghọ upii. Ikir bajiya wọ ica, na tẹri si, “Asọ nọ kọ ju bọ ighọ ima ri kidẹ Israila ba.”
2809220056	AFarisiyawa tẹri si, “Awuli Ushẹẹ kina ẹrẹkyuọ agọm nọ ushẹẹ.”
28092300cd	IYesu ghimi ọfọng kina anọrifọng ọka nadidu, na mẹẹ kidẹ uka takwyuẹ aYahudawa na tẹri ila ididuma ọka ẹrẹgọm Ọnọng na lẹni kina ko iligba ighọ udumu kina uta ọkyuọ.
2809240088	Aya nu ajiya na acuru ni, aba kọng ahwoo bọ, ka akọ kọng ọlọ ba aghọ shẹ bọ kọ ba, kini atẹm bọ ba aghọcee ni.
280925004b	Aba tẹri atina nga si, “Ucuru shi nagigang, ni aghọ utina shi na jii,
2809260045	Inu ushọr ate ọna ucuru, ka tuma na aghọ utina ka aba ucuru.”
280a01008b	IYesu yọrọ atina nga ushọ na apai ki ma bọ ẹrẹkyuọ wuli ushẹẹ ka va lẹni ni idumu kina aghọmani ashi bọ akyuọ ba.
280a02009c	Uca atina bọ shi, Kọ kpaa ki, iSiman, aghọmani ayuru nga si iBitrus, kina Andarawus anayuru nga, kina iYakubu anọ iZabadi, kina iYahaya anayuru nga;
280a030070	kina iFilibus, kina iBartalomi, kina iToma, kina iMatiyu aghọ yira agonu, iYakubu anọ iHalfa, kina iTadiyos,
280a04004f	kina iSiman agha aKan’ana, kina iYahuda Iskariyoti aghọmani agbọra iYesu.
280a0500af	Ushọ na apai ri ni iYesu tuma bọ, ki waa bọ atọng si, “Inu ba ghila ice ifọng kidẹ ufọng aghọmani ashi bọ aYahudawa ba, ba ghila ifọng agha aSamariya ba,
280a06004a	kindọ ni, inu tee kya nu ọka ni atẹm vulu bọ kidẹ ajiya Israila.
280a07004c	Ukyeng nu sa tẹri upii Ọnọng si, ‘Ọka ẹrẹgọm ayaya ya ba.’
280a08008f	Lẹni na adumu, ashang aghọ kpuru, hwuru aghọnọ ubili, uwuli ajiya ushẹẹ. A mi ma nu basi ọghẹ ba, inu ma ni uma ba uyira icima.
280a09003a	Inu ma kpaa utii uyeri ko uguza ko ufẹ kidẹ ipa nu ba,
280a0a0066	ba ipa kọ ukyeng nu, ba ko ugba upai ko akpọ, ko ashi, ka aghọ tina shi umani ama nga imila nga.
280a0b0081	Insi inu ghila ifọng ko anifọng ni, inu wang aghọmani akyeng na bibọrọ ko ukadu ni inu ci kini nga sa inu ya sang nọ.
280a0c003b	Insi inu ghila ọna ni, inu tẹri si ayọ ba na ikwyifu.
280a0d0070	Insi ọna maa kọ ni, ikwyifu shuu kaya akwyi bọ, insi ata maa bọ kọ ba ni, ikwyifu vuwa yọ ukushi nu.
280a0e0083	Aghọ mani ayira nu nga ma ni, da tọrọ bọ kọng upii nu ni inu pura acọ ifra nu kọ insi inu kunu kọ ọna ko ifọng.
280a0f0084	Aipang imẹ do taa nu, adọ cẹẹ nọ kọng ahwoo ẹrẹbọ aSodom kina aGomora di cẹẹ bọ kọ ka awii utẹri ashuwa.
280a10009f	“Uwẹ ni, imẹ dọ tuma nu lilẹẹ atẹm kidẹ ma ava aghumu, kindọ ni inu ba na amara lilẹẹ iyọọ, nu daa va shi na aipang lilẹẹ ikhimi.
280a110075	Inu kyeng na zizal na ajiya, na adọ kpaa nu na kya kọ pii aca ashuwa na ca nu kidẹ ọkọ takwyuẹ aYahudawa,
280a120085	aki kyaa ni nu kite aghọ ko ẹrẹbọ kina agọm kaya mi, ka inu tẹri aipang kite bọ kina aghọmani ashi bọ aYahudawa ba.
280a130068	Akyua mani a kpẹnẹ nu ni inu ba duma kini imumani inu dọ taa ma, na adọ ma nu ima utaa ka akyua.
280a140050	Ka inu bọ dọ shi aghọ pii ma, Aghing Ate nu nga do shi aghọmẹẹ nọ.
280a150084	Anayuru dọ ma anayuru bọ ka apii nga, Ate dọ ma anọ, anọ dọ yeni Ate bọ utaa hwiri atọng ka asa ka a pili bọ kọ.
280a16005b	Kwinga dọ tọrọ nu nga kaya nọ uca mi, aghọmani amọr ki ta ka amaa ni, ado lẹ.
280a1700b2	Insi asọ tili ni inu kọ ububi ki ice ifọng ni, inu ti kya nu ka ice. Imẹ dọ taa nu aipang, inu dọ kpẹẹ nu uki kẹli ifọng Israila ma ni, Anọ Ajiya dọ vuwa.
280a180058	“Aghọyii ka cẹẹ nga aghọmẹẹ nga ba, agira ka cẹẹ nga ate ọna nga ba.
280a1900a5	Uma umani aghọyii lilẹẹ aghọmẹẹ nga, agira lilẹẹ ate ọna nga. Insi a yọlọ ate ọna si uBalzabul ni, ikẹmbọ na adọ taa na ajiya ọna?”
280a1a008c	Inu ma kọng ẹrẹbata bọ ma, ki ba imumani a yuru ya ni aki fumu bọ ba, ni ba imumani adọ ju kọ ọshishọ ni adọ ye bọ ma.
280a1b008f	Imumani imẹ taa nu kidẹ itii ni, inu dọ taa yọ kidẹ uyeri, imumani atẹri nu kọ ọtọng ni, inu dọ tẹri yọ ka ayaya ọna.
280a1c00c1	Inu ma kọng ẹrẹbata aghọmani adọ pii ẹrẹnọma na aki pii nga aghing kọ ba, inu tẹ ẹlẹbata aghọmani ado pulu ẹrẹnọma kina aghing ngọ ka fẹni kidẹ ọna ugha.
280a1d0073	Aka gbura bọ anurudẹri a pai kaya ọnei uyeng ba? Agha yeng dọ kpaa nga ki ẹrẹbọ ma basi ate nu ye ma.
280a1e0030	Ko ni ufung ẹrẹkwẹ nu ni, akọ pila bọ.
280a1f004c	Kindọ ni, inu ma kọng ẹrẹbata ma. Ni inu cẹẹ anurudẹri na pam.
280a200069	Agho mani a yeni Ajiya si ashi anga mẹ ni, imẹ ki kọ yeni nga kite Ate mi aghọmani ashi ka ayaya.
280a210066	Ni aghọmani a shila uye mi ki ite bajiya ni, imẹ dọ kọ shila uye nga kọ ite Ate mi ka ayaya.
280a22006a	Inu ma kyoo ni imẹ ba ni ikwyifu ka asing ma. ikwyifu yọ ba ni mẹ ma, imẹ ba ni ikuma ọkọrọ.
280a23006e	Imẹ ba ọsa Ate irisho kina anọ nga, anọ anaghẹmẹ, anayiri kina a yuru nga, ayiri kina akẹri nga.
280a24002a	Aghọ ọna ajiya bọ dọ tee asho nga.
280a2500d2	Aghọmani a yoo ate nga ko ayuru nga, ki cee mi kọ ni, aghọ maa nga umani ataa si a anga mẹ ba, aghọmani a yoo anọ ko anọ nga anayiri ki cee mi kọ ni, aghọ maa nga umani ataa si a anga mẹ ba.
280a26005e	Aghọmani akpaa nga ukumu ushi nga di yii mi ma ni, aghọ maa nga mani ataa si anga mẹ ba.
280a27007a	Aghọmani a wang foo ọkyuọ nga ni, aghọ dọ taa wọ, aghọmani a ataa ọkyuọ nga ni a dọ peni wọ kaya mi.
280a28005e	Aghọmani ayira nu ni agho yira mi, aghọmani a yira mi ni aghọ yira aghọmani a tuma mi.
280a2900e2	Aghọmani a yira aghọ pii kọ ọtọ Ọnọng ni adọ yira ọka nga kukushi aghọ pii kọ ọtọ Ọnọng, aghọmani a yira aghọ shi na pipar ni si ashi na pipar ni aghọ do yira ọka nga kukushi aghọ pipar.
280a2a009c	In kini ace aghọ ma agha yeng kidẹ ananọ li isọ na musumu kaya mi si asa aghọyii mi ni, imẹ dọ taa nu aipang aghọ dọ taa nga ọka nga ma.
280b010087	IYesu ya kpẹẹ uma atina nga ushọ na apai upii ni, aba sang nga kọ ukadu ki ya mẹẹ na tẹri upii Ọnọng ka ufọng bọ.
280b020077	Akyua ra ni iYahaya shi kidẹ ubọọ iting. Aya kọọ uma umani ukristi sọ ju ni, aba tuma atina nga kukushi nga
280b030058	ki ya ju nga si, “Ingọ shi aghọmani aki ba, ta ayọ kọ ica na ace aghọ ni?”
280b040056	IYesu ba yira bọ si, “Inu kya kọ ya tẹri iYahaya imumani inu nu ki ba kọọ,
280b0500b6	afoo peni ukyoo uka, aghọmani aka kyeng bọ ba kyeng, a hwuru aghọnọ ubili na ba na pipar, agbatọng kọọ atọng, ni aghọ ukpo sang, ni aghina amir kọọ ila ididuma.
280b060050	Anyu adaduma ni aghọmani ata kọọ nga ẹrẹbata uma aipang kaya mi ba.”
280b0700a9	Aya sang bọ ni, iYesu ba dẹẹ aghọ upii ni ikir bajiya kaya iYahaya, “Ikẹmbọ ni inu kyaa unu ka aghumu? Ọbọng ọbgọlọgbang umani uwuu sọ ca bọ?
280b08008a	Ikẹmbọ ni inu kyaa unu? Ajiya umani asọmọ uma ọdọdọma? Aghọ shi kidẹ ugẹẹ agọm bọ ka sọmọ uma ọdọdọma.
280b090073	Ikẹmbọ ni inu kyaa unu? Atina Ọnọng? Ẹẹ, imẹ tẹri nọ, acẹẹ aghọ pii kọ ọtọ Ọnọng.
280b0a0091	Aghọmani awọọ kaya nga wẹ si, ‘Uwẹ ni, imẹ tuma atuma mi ka la ngọ ite wọ, aghọmani aki keri ngọ utra ni ingọ tọ ba.’
280b0b00dc	“Aipang, imẹ si, ayiri sọ nọ kọ jee bọ ace anọ aghọ mani acẹẹ iYahaya aghọ uju iminimini nọ ọghọghẹ ba. Kindọ ni, aghọ cẹẹ nọ ọzọzi ki ẹrẹgọm Ọnọng ayaya cẹẹ nga.
280b0c0094	Kọ kpaa ka akyua iYahaya aghọ uju iminimini ki ba ta ka akyua ri ni, ẹrẹgọm Ọnọng ayaya kọ la ite ni agha sing wang yira na akyuọ.
280b0d0076	Ka aghọ pii kọ ọtọ Ọnọng kina umẹẹ iMusa kọ tẹri upii kaya ẹrẹgọm ni iYahaya kọ ba nga ba,
280b0e0039	ni insi inu yira upii ni, anga shi Iliya umani aki ba ra.
280b0f002b	Ta ni aghọ shi na atọng kọng, kọng.
280b100088	“Ni ikẹmbọ ni imẹ ki mra ajiya akyua ri kọ? Ushi kini anọ bọ shi ka uka gheli na gbura ni na sọ yọrọ ayikyo bọ si,
280b110060	‘Ayọ pẹni igbẹẹ ni inu ta ya nọ ba! Ayọ taa nọ atẹ ukpo, inu ta ci nọ ba!’
280b120058	“Ka iYahaya ba ni aka bira ngọ la na sa nagigang ba, ‘ni asi ashi na ushẹẹ.’
280b1300c2	Anọ ajiya ba na sọ la na sa, ni asi, ‘Nu nga! aghọ bira ula kọnọ usa, aghikyo aghọ yira agonu kina aghọ uvulu!’ Kindọ ni, aka kpẹlẹ uye ukyuu Ọnọng ka uma uju nga.”
280b140064	A dẹẹ kọ gẹr ufọng umani aju uma usa uwo ica wọ nagigang, ka ata ju bọ ọlọkpaa ba.
280b1500c5	Ọlọ ngọ, aKorasinu!, ọlọ ngọ, aBetsaida! Awasi uma usa uwo ica ri ni aju ka aTaya kina aSidon ni, ata kọ lọkpaa aiwuu ka sọmọ agẹẹ nọ uma kina utọ ki ẹrẹnọma bọ.
280b160064	Ni imẹ sọ tẹri nọ, aki cẹẹ nọ kọọ ahwo aTaya kina aSidon kaya nọ ka awii ashuwa.
280b1700d1	Ingọ ni aKafarnahum, ingọ kpaa si aki jọọ ngọ ka aya fuma ayaya? Kayi, aki waa ngọ ka akya bọ uka ci aghọ ukpo wọ. Awasi uma usa uwo ica ri ni aju bọ ka aSodom ni, uta kọ shi wọ kaidii.
280b18006f	Ni imẹ sọ ba tẹri nọ si, awii ashuwa ni aki cẹẹ nọ kọọ ahwo ẹrẹbọ aSodom kaya ngọ.”
280b1900bd	Akyua ra ni iYesu tẹri si, “Imẹ sa ngọ izaa, Ate, Ate aYaya kina ashi, nọ umani ingọ shọ uma ri ka aghọ uye ukyuu kina aghọ shi nọ ukpili, ni ingọ sa yeni anọ azazi.
