2800000006	Umatta
28060d0047	Niba udarh umɛn uzĩɔ ru undeya, bɔr ufɔrh umɛn ri iyiki ibewe.’
28060e0057	Umbi aba atsũwũkumbi anera aka ashɔng umbi, Utɛmbi uwu afã awuri itsũwãnga umbi.
28060f0062	Bɔr umbi aba asi itsũwũkumbi anera aka ashɔng umbi, rimi hã Utɛmbi asi ítsũwũka arhimmbi.
28061000fd	“Ivangyɛ umbi aka ikpem ighabin, niba asherhumbi unyɛ̃ɛ̃mbi ru nyaka abi ukpukpeta aki ikorhe, umbɔ aka isaka asherhu unyɛ̃ɛ̃mbɔ ra anera anyã umbɔ aka akpem ighabin. Umum indɛyiwa umbi idzidzɛrhe, umbɔ aka ayɛimbɔ undzumu itosambɔ.
2806110058	Bɔr ivangyɛ ungo uku ukpemɔ̃ ighabin, usorh asungo nu ukpai itsingo nu udzuka atsei,
2806120098	utsur anera ahwɛngmbɔ ungo uku ukpem ighabin, bɔr Utɛngo ukpekũ, aka awu ri iwɔk. Nu unga, Utɛngo aka anyã ri iwɔk, awuri idzidzaanga itosango.
280613007b	“Niba akɔng abin angwɛ̃mbi ru upfung, anangkɛ adzurh nu ivivɔ̃ɔ̃ iki idakuwe ake, nu avɛu aki itsĩ avɛu ivɛu.
2806140089	Bɔr àka atsu amɛnmbi ri ikpo ugbɛta ra afã, anangkɛ adzurh nggu ivivɔ̃ɔ̃ asi ídakuke ake, anangkɛ avɛu asi ítsĩ avɛumbɔ.
2806150041	Ubinkutsu, anangkɛ abinmbi aka awe, umɔ amɛnmbi aka iwe ikɛi.
280616005c	“Asu ake awu irhirhang iyor. Asungo aba akerke, iyorngo kishoo iwuri itɔk nggu irhirhang.
2806170077	Bɔr asungo aba asi ikerke, iyorngo kishoo iwuri iwe ru uzĩ. Uba irhirhang ru ungo iwu uzĩ, nggaa uzĩ hã uwu uguse!
28061800e0	“Unera asi ídɛ̃ɛ̃ atɔ̃wũka itser ra ateiya avaa. Unga awuri ibema unying na akpɛ̃ɛ̃ uwɔrɔ, unga awuri idzowe itsinga ru unying na akpɛ̃ɛ̃ uwɔrɔ. Ungo usi ídɛ̃ɛ̃ udzowukɔ itsingo ru Unum nu uhwɛk.
28061900d3	“Nggee umum idɛyiwa umbi, niba agũmbi ighong ru ibibɛkmbi nu ubinkpi umbi aka igha, use ubinkpi umbi aka ihwa, use atorhakɛ umbi aka itsim nu ayormbi. Urhɛ usi inangmgbɔ ubingha? Iyor isi inangge atorho?
28061a009e	Àka anyã anunu afã. Asi idoike asi igbɛrke asi ikɔng atsuke ra angban. Bɔr Utɛmbi uwu afã unga adzowe ighigha ake. Umbi asi iwu ru ugarh anangmbi ake?
28061b005c	Ungamɔ ru umbi igũ ighongnga idɛ̃ɛ̃ itomungge ivanga unying ri inumyɛ unga aka ibɛk?
28061c006d	“Awu use utsu umbi agũ ighong atorho? Àka arhi ífur arhum iki iseng. Isi itɔ̃ngge itser use inuw abin.
28061d006d	Bɔr umum idɛyiwa umbi, uyɛrhe Usorhomon ri igɔngnga kishoo unga anasi igbɛra idzam ru nyaki ifur unying.
28061e0099	Unum aba agbɛruka idzam nu ubĩĩ arhum rimi, uku uwe irherɛ nu udã umbɔ akpĩĩwe ru urha, asi ígbɛranga umbi idzam, umbi abi imangmang iyiki ici?
28061f006d	Nggee niba agũmbi ighong agɛ, ‘Umɛn igha usee?’ use ‘Umɛn ihwa usee?’ use ‘Umɛn itsim usee?’
280620005e	Abi uzĩ abee ikpũ abin akɛrɛ ha. Rimi hã Utɛmbi uwu afã ahwɛnga umbi abeembi abin hã.
2806210065	Bɔr àka agbaashia abee Iyɛrhe Unum nu irhirhikanga, nu abin hã kishoo awuri idzaambɔ umbi ikɛi.
2806220075	Nggee niba agũmbi ighong iyi udã, ubinkutsu udã uwu nggu ayetnumkpɔ. Ubɛn unuma ayetnum amɛ̃ɛ̃ke nggu ukpɔ.
2807010043	“Àka aneke itsu uvau ra anera, utsur umbɔ atsukambɔ umbi uvau.
2807020089	Ikpũ uvauwi umbi aki itsuke anera, ikpũ iyi ha umbɔ aka itsuka umbi. Ugbiuwi umbi aka akũ amei, awuri ikũ umgbɔ ha amei adzaa umbi.
2807030064	“Awu use utsu ungo urhi umbumbin ru usu undɔkango nu usi inyãɔ̃ ungbũngkũ uku uwe ru usungo?
2807040083	Ungo ukorhu uguse nu ugɔr undɔkango ugɛ, ‘Uneke umum itsũwã umbumbin ru usungo,’ nggayɛ ungbũngkũwi uwu ru usu ukpungo?
2807050075	Ungo uner ukpukpeta, utirhu utsũwe ungbũngkũ ru usungo, mɔcɛ nu urhi utai nu utsũwe umbumbin ru usu undɔkango.
2807060088	“Àka niba adzowukumbi íjui abin aka asar. Niba atarkumbi abinarhɔ aki imang ra arhede. Ake awuri ijang adak na adzipa anayiwa umbi.
2807070076	“Àka afɛna awuri idzaambɔ umbi. Àka abee umbi awuri ikpikpombi. Àka akwɛr angwĩ ubã awuri itsuruwambɔ umbi.
280708007f	Ubɛn unerwi aka afɛna awuri iyɛisa, unga uwuku ububee awuri ikpoa, nu unga uwuku ukwɛr angwĩ ubã awuri itsurukumbɔ unga.
2807090055	“Awu ungamɔ ru umbi, ungwɛ̃nga aba arhusa uborodi, unga awuri idzowe unga utarh?
28070a0039	Use unga aba arhusu ubɛrh, unga awuri idzowe unga ibvui?
28070b009d	Umbi abi amɛn aka abewe aba ahwɛngmbi idzowe angwɛ̃mbi abin aka aze, iwuri iwe iguse Utɛmbi ra afã aka idzowe abin aka aze ra abirabɛ aka ifɛna unga!
28070c0094	Nggee ubɛn ubinkpi umbi aka abee anera akorhuwa umbi, àka akorhuwe umbɔ rimi hã. Akɛrɛ kishoo ake awu Íkpem Umusa nu abika asɔm Arherhu-Num.
28070d008b	“Àka atsĩ ra angwĩ ubã aka apare. Ubinkutsu anera arhɛrhɛ abika atsĩ ra angwĩ aka atɛi nu utsĩndĩ uwuku uzĩ itsitsĩm, utɛi.
28070e0070	Bɔr angwĩ ubã akika apare nu utsĩndĩ uwuku uzĩ ibibɛk ughong uzãrhã. Abika adɔsa umgbɔ asi irhɛmbɔ.
28070f00b2	“Àka angwɛ̃dzɛn nggu abika asɔm Arherhu-Num igbɛrangwĩ. Umbi awuri inyã umbɔ ru nyaki ídɔi, bɔr idzidzɛrhe umbɔ awu íjui ngbako iyɛ imerh iki ifɛr akarhãrhã.
2807100093	Umbi awuri ihwɛng umbɔ ri ikpũ itsermbɔ. Awuri idɛ̃ɛ̃ akɔɔrmbɔ ikpũrhã inebi ru ucucii ididɔk, use awuri ikpombɔ uvorhvo ri ididɔk?
2807110085	Rimi hã ubɛn ucucii uwuku uze uku usaku ughwɛr ikpũrhã iyiki ize, bɔr ucucii uku ubewe uku usaku ughwɛr ikpũrhã iyiki ibewe.
2807120092	Ucucii uwuku uze usi ídɛ̃ɛ̃ ughwɛrmgbɔ ikpũrhã iyiki ibewe, rimi hã ucucii uwuku ubewe usi ídɛ̃ɛ̃ ughwɛrmgbɔ ikpũrhã iyiki ize.
2807130057	Ubɛn ucucii uku usi íghwɛrmgbɔ ikpũrhã iyiki ize, umbɔ awuri igbɛr atsuku urha.
2807140033	Nggee, awu ikpũrhãke awuri itsu umbi ahwɛng ake.
28071500b5	“Asi iwea ubɛn unera aka igɔr umum agɛ, ‘A Uteijee, a Uteijee,’ awuri itsĩ ri Iyɛrhe afã, bɔr awu uwuruwi ukpekũ aka akorhu ubinkpi Utɛmum uwuku uwu ra afã aka abee.
28071600ce	Ru unum hã anera arhɛrhɛ awuri igɔr umum agɛ, ‘A Uteijee, a Uteijee! Umɛn isi isɔmmɛn Arherhu-Num ri itsokngo, nu ri itsokngo umɛn iki iwayiwe ípfu iyiki ibewe ri ikorha abin idzeu arhɛrhɛ?’
2807170070	Mɔcɛ umum iki igɔr umbɔ ugɛ, ‘Umum isi ihwɛng umbi. Àka asombi ru umum, umbi abika akorhe iki ibewe.’
2807180076	“Nggee uwuku ugũ arherhamum na atɔ̃ itser nggu ake, unga awu ru nyaku uner itsoi uwuruwi aka adzin iyanga ni ifa.
2807190063	Mɔcɛ inai idoi, amɛ̃ adzek, ugba uso ukwɛr iya ha. Ike isi igbake ubinkutsu, adzin ike ni ifa.
28071a007d	Bɔr uwuku ugũ arherhamum na akpɛ̃ɛ̃ itɔ̃ itser nggu ake, unga awu ru nyaku ugugge uwuruwi aka adzin iyanga nu uzuzeu.
28071b004a	Inai idoi, amɛ̃ adzek, ugba uso ukwɛr iya ha, igbigba ike ibewungge.”
28071c004a	Ivangyɛ Uyesu aka amaa irherhe abin akɛrɛ, ikikɔnga idzedzeu imesanga,
28071d0068	ubinkutsu unga amesuwe umbɔ ru nyaku unerwi aka awe ru ijee, asi iwea ru nyaka abika amesuwe Ikpemmbɔ.
2808010048	Ivangyɛ Uyesu aka acipuwa ri igũ hã, anera arhɛrhɛ aka adɔsa unga.
280802007c	Uner ingbim uwɔɔ aba atararhu ra anangnga na agɔr agɛ, “A uteiya, ungo uba ubemungo, ungo udɛ̃ɛ̃ usarango umum.”
2808030061	Uyesu aberu uboknga abanga unga na agɛ, “Umum ĩbeemum, usar!” Kanying ingbimnga ikerhungge.
28080400d3	Mɔcɛ Uyesu agɔr unga agɛ, “Niba udɛyikɔ unera. Bɔr uzĩ, udɛyiwe itsingo ru uwuku udzowe idɛm-Num, nu udzowe izũwã ru nyaki Íkpem Umusa iki itsu. Ngge iwe ideka ru umbɔ ugɛ ungo uku ukerhungo.”
2808050069	Ivangyɛ Uyesu aka atsĩ ru Ukafanahum, uteiya abi iwa Uroma uwɔɔ aba ashɔ̃rhũ Uyesu ama ayike unga.
2808060055	Agɛ, “A uteiya, ugãrhãmum ashai iyor awe ri iya, anu igũ ighong akarhãrhã.”
280807003b	Uyesu agɔr unga agɛ, “Umum iwuri iba ikerhukũ unga.”
28080800a1	Unggbaashi abi iwa Uroma ha agɔr agɛ, “A uteiya, umum isi imɛ̃ɛ̃mum ungo iki iba ri iyamum. Bɔr urherhu urhɛm ukpekũ, ugãrhãmum hã awuri ikerhunga.
28080900d8	Umum iwe ru ubok ijee, abi iwa abɔɔ awu ru ubokmum. Igɔr uwɛrɛ inggɛ, ‘Uzĩ,’ unga azĩã, nu uwɔrɔ inggɛ, ‘Uba,’ unga abanga. Umum iba igɔr ugãrhãmum inggɛ, ‘Ukorhe riminɛ,’ unga akorhe.”
28080a00d1	Ivangyɛ Uyesu aka agũ rimi, unga adzeidzeu na agɔr abika adɔsa unga agɛ, “Umum indɛyiwa umbi idzidzɛrhe, ru Uisrairha kishoo umum inasi ikpomum uwuku uwe ru imangmang ikerketangge ru nyaki iyɛrɛ ha.
28080b0096	Umum igɔr umbi ugɛ anera arhɛrhɛ awuri idzeki igɔ̃kpee nu udiku urhɛɛ, aba asei nggu Uibrahim, Uishaku nu Uyakubu agha irhowa ri Iyɛrhe afã.
28080c0068	Bɔr awuri itare irhɛ abi Uisrairha ra awiya ru uzĩ, anangkɛ umbɔ aka iciu akpe nggu itãi anyĩ.”
28080d009f	Mɔcɛ Uyesu agɔr uteiya abi iwa Uroma hã agɛ, “Uzĩ! Iwuri ikorhungge ru nyaka ungo uku uwe ru imangmango.” Kanying ugãrhãnga akerhunga ri ivang hã.
28080e0060	Ivangyɛ Uyesu aka atsĩ ri iya Ubitru, unga anyã uya utsɛrha Ubitru anu nu ukoma iyora imani.
28080f0054	Unga abangu uboknga imani iyor ha inekungge unga. Uya ha asok akorhuwe unga ubingha.
2808100097	Urhɛɛ uku uwe, umbɔ akũ anera arhɛrhɛ abika awe ru ípfu iyiki ibewe aba ru unga. Unga akũ irhɛm awayiwe ngge na akerhuwe abi irhãrhã kishoo.
28081100aa	Akorha akɛrɛ ngge itsuifɛr ubinkpi umbɔ aka arherhe ra angwĩ uner uwuku usɔm Arherhu-Num Uishaya agɛ, “Unga nyanguwe irhãrhãmɛn, unga akerhuwe ighongamɛn.”
280812006f	Ivangyɛ Uyesu aka anyã nggaa ikikɔng anera iki idzipa unga, unga atsu umbɔ agar ukau ha azĩ ugar ukpɔrɔ.
2808130076	Mɔcɛ uner uwuku umesuwe Ikpem aba agɔr unga agɛ, “A umarhem, umum idɔsa ungo izĩ ubɛn anang ungo iki izĩ.”
28081400ab	Uyesu adzipa agɔr unga agɛ, “Íjui ngbako iyiki ici iwengge ri ingwĩngge, anunu ikɛi aweke ra ashiyake, bɔr Ungwɛ̃-Ner ashia ra anangkɛ unga aka itsu itsinga.”
2808150063	Ungwɛ̃ imesa uwɔɔ agɔr unga agɛ, “A uteiya, uneka umum inggbaashia izĩ ĩdzake utɛmum.”
2808160056	Bɔr Uyesu agɔr unga agɛ, “Udɔsa umum, uneke abika akpe adzake abika akpembɔ.”
2808170043	Mɔcɛ unga atsĩ ukhukhɔɔ amɛ̃, angwɛ̃ imesanga adɔsa unga.
2808180075	Kanying ugba ukerketakpɔ usoyi ru ukau amɛ̃ hã, amɛ̃ asoyi atsĩrhã ru ukhukhɔɔ ha. Bɔr Uyesu awu ru urhɔ.
2808190066	Angwɛ̃ imesa azĩ azita unga, agɔr agɛ, “A uteiya, ufɔrha umɛn! Umɛn iki iwuri itsĩmmɛn!”
28081a00ad	Unga agɔr umbɔ agɛ, “Umbi abi imangmang iyiki ici, awu use utsu umbi agũ iwei rimi?” Mɔcɛ unga asok atsɛrhu ugba nu ubvun ukau ha. Ukpɔ kishoo udɔɔr uku utata.
28081b006a	Anera adzeidzeu na arhusa agɛ, “Awu ikpũ uner uwukusong nuwi? Ugba nu ubvun ukau ikɛi agũna unga!”
28081c00e0	Ivangyɛ unga aka atsĩ ugar ukpɔrɔ ra abĩ abi Ugadara, inera ivaa abi ipfu iyiki ibewe aka adzek ra anang adzak anera agbopa unga. Umbɔ awu ubin iwei akarhãrhã, ngge itsu anera asi idɛ̃ɛ̃ adɔsumbɔ utsĩndĩ hã.
28081d007a	Umbɔ atsu ivum agɛ, “A Ungwɛ̃ Unum, ungo uba itser use ru umɛn? Ungo uba idzaa umɛn uver ri ivanga idɔrhi iwe?”
28081e003c	Ukhapa ru umbɔ, ukpui arhede arhɛrhɛ udɛ̃ɛ̃ ughãwã.
28081f0076	Ípfu iyiki ibewa ha ishɔ̃rhũ Uyesu igɛ, “Ungo uba uwayikɔ umɛn, utsu umɛn itsĩ ru ukpui arhede ukpɔrɔ.”
280820009b	Mɔcɛ unga agɔr ngge agɛ, “Àka azĩ!” Ngge idze izĩ ru ukpui arhede ha, ake asok atĩ acipa nu ughoghor abang ukau ha agba atsĩ ra amɛ̃ akpeke.
2808210075	Abi ughãwã arhede ha atĩ atsĩ ru utepa adzowe isarhe ha kishoo, nu ubinkpi uku ukorhe ra abi ipfu iyiki ibewa ha.
280822007e	Mɔcɛ kishoo anera ru utepa adzek agbangu Uyesu. Ivangyɛ umbɔ aka anyã unga, umbɔ ashɔ̃rhã unga ama asoka ra abĩmbɔ.
2809010031	Uyesu atsĩ ukhukhɔɔ amɛ̃, agar azĩ uteunga.
28090200c9	Aner abɔɔ akũ uner ishayi iyor aba ru unga, anu nu ufar. Ivangyɛ Uyesu aka anyã imangmangmbɔ, unga agɔr ushayi iyor ha agɛ, “Niba ugũo ighong ungwɛ̃ ha, umbɔ aka atsũwãmbɔ arhimngo.”
2809030058	Mɔcɛ abɔɔ abika amesuwe Ikpem agɔr adɔkambɔ agɛ, “Utsak uwurɛ arhenu Unum!”
280904007e	Bɔr Uyesu ahwɛnga ubinkpi umbɔ aka akaifɛrhkɔ, unga agɛ, “Awu use utsu umbi akaifɛrhkɔ iyiki ibewe ra amɛnmbi rimi?
2809050079	Akasong asi ighongke irherhe, igɔr ugɛ, ‘Umbɔ aka atsũwãmbɔ arhimngo,’ use igɔr ugɛ, ‘Usisok uzɛ̃rhã?’
28090600ab	Bɔr umum ibee umbi ahwɛng ugɛ Ungwɛ̃-Ner awea ri ijee iyiki itsũwe arhim ru upfung.” Mɔcɛ unga agɔr ushayi iyor ha agɛ, “Usisok ufetu ufarngo uzĩ ri iya.”
2809070021	Nu utsa ha asok azĩã ri iyanga.
280908006a	Ivangyɛ ikikɔng anera iki inyã rimi iwei ifɛr umbɔ. Umbɔ akpoi Unum, aka adzowe anera ikpũ ijee ha.
28090900a9	Uyesu awu ru azɛ̃rhã na anyã utsawɔɔ agburh Umatiyu asei ra anang aka ayɛi ikirbi abĩ. Uyesu agɔr unga agɛ, “Udɔsa umum.” Mɔcɛ Umatiyu asok adɔsa unga.
28090a00a0	Uyesu asei ighabin ri iya Umatiyu, abika ayɛi ikirbi abĩ nu abirabɛ umbɔ aka anyanga umbɔ awu abi arhim arhɛrhɛ, aba agha nggu unga nu angwɛ̃ imesanga.
28090b00a4	Ivangyɛ abi Ufarisi aka anyã rimi, umbɔ arhusa angwɛ̃ imesanga agɛ, “Awu use utsu umarhemmbi asei igha ubingha nggu abika ayɛi ikirbi abĩ nu abi arhim?”
28090c0068	Ivangyɛ Uyesu aka agũ rimi, unga agɛ, “Abika aker asi ibeembɔ uner agɔu, bɔr abi irhãrhã abee.
28090d00fc	Àka azĩ amesa agben itsɛng Arherhu-Num akirakɛ aka agɔr ugɛ, ‘Umum ibee umbi awe ra atorh, isi ĩbeemum idɛm-Num.’ Umum isi ĩbamum iyisa abika akaifɛrhkɔ ugɛ umbɔ arhika, umum ĩba iyisa abirabɛ aka ahwɛng ugɛ umbɔ awu abi arhim.”
28090e0097	Mɔcɛ angwɛ̃ imesa Uyohana aba arhusa unga, agɛ, “Umɛn nggu abi Ufarisi ikpemmɛn ighabin, bɔr awu use utsu angwɛ̃ imesango asi ikpemmbɔ?”
28090f00f4	Mɔcɛ Uyesu agɔr umbɔ agɛ, “Awu use itsu awɛrhu uner utsɛrh uwuku ufa awe ru idamɛn nu uner ha ana awe nggu umbɔ? Ivanga niyɔ ibarɔ awuri inyãnguwe uner utsɛrh uwuku ufa ha na abɔre umbɔ. Ivang hã niyɔ umbɔ aka ikpem ighabin.
28091000a2	“Unera asi íkũ atorho aka afa asɔr abipa atorho aka agbe. Ubinkutsu, aka afa ha awuri ishĩrhã avaate aka agbe ha. Ivivaar ha iwuri inangge iyi inggbaashia.
280911011b	Ikɛi unera asi ítsuka amɛ̃ inebi aka afa ra ambãĩ aka agbe. Umbɔ aba akorhumbɔ, ambãĩ hã awuri iyar. Amɛ̃ inebi ha awuri igba, ambãĩ hã awuri iwe ibɛm. Ĩ'ĩ, aka isaka atsu amɛ̃ inebi aka afa ra ambãĩ aka afa, nu ake asi íyarke ra amɛ̃ inebi adzek agbake.”
28091200b4	Uyesu anu isɔme umbɔ akɛrɛ ha, unggbaashi uwɔɔ ru ubã ifɛn-Nummbɔ aba atararhu ra anangnga na agɛ, “Unapmum anai ikpe. Bɔr uba utsorhu ubokngo nu unga awuri ibɛka.”
280913003e	Uyesu asok azĩã nggu unga, nu angwɛ̃ imesanga adɔsa unga.
280914007d	Mɔcɛ utsɛrh uwɔɔ aka atsĩã imɛka usɔkdũmɛn nggu irhãrhã umɛ̃ɛ̃ aba ra andzing aba abangu ifɛn atorho Uyesu.
280915005d	Unga agɔr ra amɛnnga agɛ, “Umum ĩba ĩbangumum ifɛn atorhanga umum iwuri ikerhumum.”
2809160090	Ivangyɛ Uyesu aka adzipa anyã unga. Unga agɛ, “Niba ugũo ighong unapmum. Imangmangngo ngge ikerhuwa ungo.” Kanying utsɛrh ha akerhunga.
2809170072	Ivangyɛ Uyesu aka aba atsĩ ri iya unggbaashi ha, anyã abika abar aserhwa nu ikikɔng anera iki igwarha arherhe.
280918005f	Unga agɛ, “Àka asombi. Una hã anasi ikpea bɔr awe ru urhɔ.” Bɔr umbɔ anyĩrhã unga.
280919004d	Anera aka adzek amaa, unga atsĩ adzur ubok una hã, una hã asok adɛ̃ɛ̃.
28091a002f	Isarhe arherhe ha itɛ̃rhã imaangge abĩ hã.
28091b0083	Uyesu aka azɛ̃rhã aneke anang hã, abi ibvuta avaa adɔsa na atsarhi irhakmbɔ agɔr agɛ, “Ucorhuwa umɛn Ungwɛ̃ Udauda!”
28091c00c8	Ivangyɛ Uyesu aka atsĩ ri iya, abi ibvuta ha aba ru unga, unga arhusa umbɔ agɛ, “Umbi awembi ri imangmang ugɛ umum idɛ̃ɛ̃ ikorhuwamum akɛrɛ?” Umbɔ agɔr unga agɛ, “Ĩĩ, Uteijee.”
28091d004c	Unga abanga asumbɔ na agɛ, “Ri imangmangmbi neke ngge ikorhe ru umbi.”
28091e0062	Asumbɔ ayanguke. Uyesu agbiite atombɔ akarhãrhã agɛ, “Niba adɛyikumbi unera akɛrɛ ha.”
28091f003c	Bɔr umbɔ adzek atɛ̃rhã arherhe ha amaa kishoo abĩ hã.
2809200075	Umbɔ aka adzek ra awiya, umbɔ akũ uner uwɔɔ aka awe ru ipfu iyiki ibewe iki ikɛnngge unga arherhe aba ru Uyesu.
28092100b4	Ivangyɛ umbɔ aka awayiwe ipfu iyiki ibewe ha idze, uner igbau ha atirhunga arherhe. Ikikɔng anera idzedzeu ni igɔr igɛ, “Anasi inyãmbɔ ikpũ ifɛrhɛ rimi ru Uisrairha.”
280922006a	Bɔr abi Ufarisi agɛ, “Nggu ijee uyɛrhe ípfu iyiki ibewe unga iki ikũ atsusuwe ípfu iyiki ibewe.”
28092300b6	Uyesu adɔsi iteu iyiki igɔng nu iyiki ici kishoo, amesuwe ra abã ifɛn-Nummbɔ. Adzowe Isarhe Iyiki Ize iyi Iyɛrhe afã, na akerhuwe anera ru kishoo ikpũ irhãrhã nu ighighong.
28092400ce	Ivangyɛ unga aka anyã anera aka akɔng arhɛrhɛ, unga agũ atorh umbɔ, ubinkutsu, umbɔ awe ru uver akarhãrhã na ashimbɔ ru uner uwuku uyike. Umbɔ awe ru nyaki ídɔiyɛ iki ishingge ru uner idzɛu.
2809250067	Mɔcɛ unga agɔr angwɛ̃ imesanga agɛ, “Igbɛra abin iwe irhɛirhɛ, bɔr abi itsera awe ukunjiir.
280926005c	Àka ashɔ̃rhũ Uteijee uwu igbɛra abin, unga adene abi itser ri icang igbɛra abinnga.”
280a01009e	Unga aka ayisa angwɛ̃ imesa usɔkdũmɛn aba ru unga, unga adzowe umbɔ ijee iyiki itsũwe ípfu iyiki ibewe na akerhuwe ubɛn ikpũ irhãrhã nu ighighong.
280a0200ad	Atsok abi itser Uyesu ha akɛ usɔkdũmɛn hã, uwu inbgaashia, Usiman uwu umbɔ iki iyisa Ubitru, nu Uandarawu ungwɛ̃mbɔ, Uyaku ungwɛ̃ Uzabadi nu Uyohana ungwɛ̃mbɔ,
280a030068	Ufirhibu, Ubatorhomi, Utoma nu Umatiyu uner uwuku uyɛisu ikirbi abĩ, Uyaku ungwɛ̃ Uharhfa, Utaddiyu,
280a040040	Usiman uner Ukan'ana nu Uyahuda Uiskariyoti, uwuku ugha adaknga.
280a05006a	Uyesu adene usɔkdũmɛn hã agɛ, “Niba azĩmbi ra atsen abi Uyahuda use atsĩ ru ubɛn uteu Usamariya.
280a06002e	Àka azĩ ri ídɔi iyiki igwir iyi Uisrairha.
280a07004e	Ri izizĩmbi, àka adzowe isarhe iyɛrɛ agɛ, ‘Iyɛrhe afã iki iyongge.’
280a0800ae	Àka akerhuwe abi irhãrhã, àka azituwe abika akpe, àka asare abi ingbim, àka atsusuwe ípfu iyiki ibewe. Umbi ayɛi ijee ha izũwã, àka atɔ̃ itser nggu ngge izũwã.
280a090055	Niba akpɔmmbi uzinarhi use uazurhfa use ubinkpi uku uwu ru nyaku uhwɛk ri ibvukmbi.
280a0a0084	Niba nyangumbi ukpoka ru uzɛ̃rhã hã, use atorho avaa, use abadak avaa use igbong, ubinkutsu, uner itser amɛ̃ɛ̃ ikpo ubingha.
280a0b007e	“Ubɛn uteu ukugɔng use uku uci umbi aka itsĩ, àka abee uner uwuku urhurhika umɔ. Àka asei ri iyanga utsɛku isisokmbi.
280a0c0034	Ivangyɛ umbi aka itsĩ ri iya ha, àka aghwe umbɔ.
280a0d0070	Iya ha iba ibemuke umbi, neke ididɔɔrambi iwe umɔ, bɔr ike iba isi ibemuke, ididɔɔrambi ibvui iba ru umbi.
280a0e0086	Unera aba asi iyɛisa umbi use akpea ato ra arherhambi, àka awashuwe uzurhu uwu adakmbi ivangyɛ umbi aka idze ri iya ha use uteu ha.
280a0f0085	Umum indɛyiwa umbi idzidzɛrhe, uver uteu ha use iya ha uwuri unangkpɔ ukpu aner Usɔdɔm nu Ugomora ru unum ukpuku uvarha arherhe.
280a100091	“Umum idena umbi adzek ru nyaka ídɔi ra ateu íjui ngbako. Nggee àka awe ru itsoi ru nyaki íbvui na ashimbi ri iki ibewe ru nyaka anurhɛu.
280a11006e	“Àka akpɔm amɛnmbi nggu anera, umbɔ awuri iden umbi ra ateu akakũ na akwɛr umbi ra abã ifɛn-Nummbɔ.
280a120086	Ri itsimbi aka adɔsa umum, umbɔ awuri ikũna umbi azĩ ra asu agomna nu ayɛrhe ru nyaka abi idekamum ru umbɔ nu atsen abi Uyahuda.
280a13009f	Bɔr ivangyɛ umbɔ aka idzur umbi, niba agũmbi ighong ubinkpi umbi aka irherhe use umbi irherhe uguse. Ri ivang hã awuri idzaambɔ ubinkpi umbi aka irherhe.
280a140044	Asi íwea umbi irherhe, bɔr Ipfu Utɛmbi ngge irherhe ra angwĩmbi.
280a1500b8	“Ungwɛ̃yi awuri idzowe ungwɛ̃mbɔ umbɔ afɛre, utei ikɛi awuri idzowe ungwɛ̃nga. Awɛkaci ikɛi awuri iwu ri igamtsak nggu ateimbɔ utsɛku umbɔ aka itsu umbɔ afɛre umbɔ.
280a16006d	Anera kishoo awuri ikpɛ̃na umbi ri itsokmum. Bɔr kishoo uwuku ubima utsɛku imimasha awuri ikpoa ififɔrh.
280a1700bd	Umbɔ aba adzaambɔ umbi uver ra anang akɔɔ, àka atĩ azĩ anang akɔɔ. Umum indɛyiwa umbi idzidzɛrhe, Ungwɛ̃-Ner awuri ibanga nu umbi anasi imaambi itsĩrhĩ iteu Uisrairha kishoo.
280a180047	“Ungwɛ̃ imesa asi inanga umarhemnga, use ugãrhã ananga uteiyanga.
280a1900e2	Ungwɛ̃ imesa awe ra anggɔm unga aka awe ru nyaku umarhemnga nu ugãrhã ru nyaku uteiyanga. Umbɔ aba ayisa umum iki iwe uteiyambi ugɛ Uba'arhzaburh uyɛrhe ípfu iyiki ibewe, awuri iyisa umbi nggu itsok ha anangmbɔ umum!
280a1a0082	“Nggee niba agũmbi iwei umbɔ. Ubin ushikpɔ umbɔ aka afɔm, ukpɔ uku usi ídzekpɔ, use ri iwɔk umbɔ aka asi íhwɛngmbɔ.
280a1b0080	Abinkɛ umum iki isɔma umbi ru uzĩ, àka asɔme ake ri irhirhang. Abinkɛ aka akhɛwa ra atombi, àka adũwã ake ra atsi uvi.
280a1c00ad	Niba agũmbi iwei abika afɛre iyor bɔr asi ídɛ̃ɛ̃ afɛrmbɔ ipfu. Nu ngge iki iwe rimi, aka agũ iwei uwuruwi aka idɛ̃ɛ̃ afɛre iyor nu ipfu kishoo ri idzũ urha.
280a1d007d	Asi iwea ahwirhgɔm avaa umbɔ aki igoshe ukobo unying? Nggee unying usi ígbamgbɔ ra abĩ Utɛmbi aka asi íhwɛnga umgbɔ.
280a1e002e	Nu uko ígwar itsimbi umbɔ aka avuvarha ngge.
280a1f0049	Nggee niba agũmbi iwei, umbi anangmbi ahwirhgɔm ugarh idiki irhɛirhɛ.
280a200087	“Ubɛn unera aka adɛyiwe itsinga ugɛ unga awu uwu umum ra asu anera, umum iwuri idɛyikũ unga awu uwu umum ra asu Utɛmum ra afã.
280a210078	Bɔr ubɛn unera aka atsɛyinga ihwɛng umum ra asu anera, umum iwuri itsitsɛyimum ihwɛng unga ra asu Utɛmum ra afã.
