010000000b	Kamtawngnae
01081500ea	BAWIPA ni hai hmuitui hmui a thai teh, kai ni taminaw hanelah, talai teh thoe bout ka bo mahoeh. Bangkongtetpawiteh, taminaw teh a nawca hoi lungthin pouknae a mathoe. Kai ni atu ka sak e patetlah kahring e pueng ka raphoe mahoeh toe.
01081600a5	Talai tueng ao nathung, cati patuenae tueng hoi anae tueng, pâdingnae hoi abetnae, kompawi tue hoi kasik tue, khodai karum nâtuek hai ka pout sak mahoeh telah ati.
010901007e	Hottelah Cathut ni Noah hoi a canaw yawhawinae a poe teh, ahnimouh koe, ca moi khe awh, pungdaw awh nateh, talai van kawi awh.
01090200d9	Talai van moithang, saring phunkuep, kalvan e tava phunkuep, talai van a von hoi kâva e pueng, hoi tui thung e tanga pueng ni nangmouh na taki vaiteh a pâyaw awh han. Hote moithang pueng teh nangmae kut dawk na poe.
0109030075	Kahring ni teh kâroe e pueng nangmouh han rawca lah ao han. Hnopai pueng, anhla kahring pueng totouh na poe awh han.
010904003f	Hottelah a moi hah a hringnae a thi hoi hmai na cat awh mahoeh.
01090500a0	Hahoi, nangmae hringnae thi phu teh ka hei han. Tami saring pueng koe ka hei han. Tami tangkuem e hmaunawnghanaw koe, tami e hringnae phu teh ka hei roeroe han.
0109060097	Apipatethai tami e thi ka palawng e tami teh tami ni thi palawng lah ao van han. Bangkongtetpawiteh, tami teh Cathut ni amae meikalat lah a sak e doeh.
0109070075	Hateiteh, nangmouh teh ca khe awh nateh pungdaw awh. Talai van vah canaw moi khe awh nateh pungdaw awh telah atipouh.
0109080037	Cathut ni Noah hoi a capanaw koe bout a dei pouh e teh,
010909002f	Nangmouh hoi thoseh, nangmae catoun hoi thoseh,
01090a008b	Nangmouh koe kaawm e kahring e moithang pueng, tava pueng, saring pueng, long thung hoi tâcokhai e saring pueng koe lawkkam ka caksak han.
01090b0098	Nangmouh koe lawkkam ka caksak e teh, tuikamuem lahoi nâtuek hai moithang pueng ka raphoe mahoeh toe. Talai teh tui hoi ka raphoe mahoeh toe telah ati.
01090c0089	Cathut ni kai hoi nang rahak, nang koe kaawm e kâroe ni teh kahring e pueng hoi na catounnaw rahak vah ka sak e lawkkam mitnoutnae doeh.
01090d0060	Kaie salumpa hah tâmai dawk ka hruek vaiteh, kai hoi talai rahak lawkkam mitnoutnae lah ao han.
01090e0042	Kai ni tâmai ka tabo sak navah, tâmai dawk salumpa a kamnue han.
01090f0091	Kai hoi nang rahak, kahring ni teh kâroe e pueng koe, ka lawkkam e pou ka pouk vaiteh, saring moithang pueng tuikamuem hoi ka raphoe mahoeh toe.
0109100094	Tâmai dawk salumpa a paham e ka khet vaiteh, Cathut hoi talai van kaawm e kahring e saring moithang pueng rahak vah, yungyoe e lawkkam ka pouk han.
0109110090	Hahoi Cathut ni Noah koe, hete teh kai hoi talai van kaawm e moithang saring pueng rahak vah, ka caksak e lawkkam mitnoutnae doeh telah atipouh.
0109120066	Long thung hoi a tâco navah Noah e a capanaw teh Shem, Ham, Japheth. Ham teh Kanaan e a na pa lah ao.
0109130064	Ahnimanaw kathum touh teh Noah e a capanaw lah ao teh, ahnimanaw koehoi talai van taminaw a pungdaw.
0109140032	Noah ni law sak a kamtawng teh, misur takha a sak.
0109150037	Misurtui hai a nei dawkvah a parui teh tawngtai lah ao.
0109160070	Kanaan e na pa Ham ni a na pa caici lah ao e a hmu teh alawilah kaawm e a hmaunawngha kahni touh koe a dei pouh.
01091700e3	Hatei Shem hoi Japheth ni teh hni a la roi teh a loung dawk a thueng roi teh, kâhnawn laihoi a na pa e caicinae teh a ramuk pouh roi. Ahnimouh roi teh alawilah a kangvawi roi dawkvah, a na pa caici lah ao e hah hmawt roi hoeh.
0109180051	Noah ni misur parui e a thangcuem torei teh a capa cahnoung e ni a sak e a panue.
010919005b	Hatdawkvah, Kanaan teh thoebo lah awm seh. A hmau roi koe san thung dawk e san lah awm seh.
01091a0058	Hahoi, Shem e BAWIPA Cathut teh yawhawinae awm seh. Kanaan teh ahni koe san lah awm seh.
01091b007d	Cathut ni Japheth teh len nateh roung seh. Shem e lukkareiim dawk awm seh. Kanaan teh ahni koe san lah awm seh telah atipouh.
01091c0031	Noah teh tuikamuem a tho hnukkhu kum 350 a hring.
01091d0033	Noah e a hringnae teh kum 950 touh a pha teh a due.
010a010076	Tuikamuem a tho hnukkhu, Noah capa Shem, Ham hoi Japheth koehoi patuen a khe e casaknaw teh a rahim lae patetlah doeh.
010a02004a	Japheth e capanaw teh Gomer, Magog, Madai, Javan, Tubal, Meshek hoi Tiras.
010a030034	Gomer e capanaw teh, Ashkenaz, Riphath hoi Togarmah.
010a04003b	Javan e capanaw teh, Elishah, Tarshish, Kittim hoi Dodarim.
010a05008b	Ahnimanaw teh miphun tangkuem, ram louk hmuennaw hah amamae ram, amamae lawk, amamae imthung lahoi amamae ram dawk lengkaleng kâkapek awh.
010a060034	Hahoi, Ham e capanaw teh Kush, Izip, Put hoi Kanaan,
010a07005c	Kush e capanaw teh Seba, Havilah, Sabtah, Raamah hoi hmaloe pasuek a thakasaipoung e lah ao.
010a08005f	Hahoi Kush ni Nimrod a khe teh, ahni teh talai van dawk hmaloe pasuek a thakasaipoung e lah ao.
010a090080	Ahni teh BAWIPA hmalah thakasaipounge lah ao. Hatdawkvah, BAWIPA hmalah thaonae hoi moikathaipounge Nimrod patetlah ouk ati awh.
010a0a004b	A uknaeram a kamtawngnae teh, Babilon, Erek, Akkad hoi Shinar ram e Kalneh.
010a0b0048	Hote ram koehoi Assiria ram lah a cei teh Nineveh, Rehobothir aka lahoi,
010a0c0050	Nineveh hoi Kalah rahak kaawm e Resen khopui kalenpounge kho hmuen hai a thawng.
010a0d0035	Izip e capanaw teh Ludim, Anamim, Lehabim, Naphtuhim,
010a0e0040	Pathrusim (philistin hoi Kaphtorimnaw a tâconae) hoi Kapthorim,
010a0f0027	Kanaan e a camin teh Sidon, hahoi Heth,
010a10002e	hahoi Jebusit tami Amor tami, Girgashite tami,
010a11001f	Hiv tami, Arkit tami, Sin tami,
010a12006a	Arvad tami, Zemarit tami hoi Hamath taminaw hah a khe. Hathnukkhu, Kanaan e ca catounnaw teh a kampek awh.
010a13008b	Kanaannaw e a ramri Sidon hoi Gerar koelae Gaza totouh. Hahoi Sodom, Gomorrah, Admah, hoi Zeboiim kho a tapoung teh Lasha kho totouh a pha.
010a140097	Hete miphunnaw teh Ham e ca catounnaw doeh. Ahnimanaw teh amamae imthung lahoi, lawk lahoi, kho hmuen lahoi, amamae ram thung kho lengkaleng a sak awh.
010a150045	Japheth e nawngha, Hebru miphunnaw e a na pa Shem haiyah canaw a khe.
010a160039	Shem e capanaw teh Elam, Assyria, Arphaxad, Lud hoi Aram.
010a17002c	Aram e capanaw teh Uz, Hul, Gether hoi Mash.
010a180033	Arphaxad e capa teh Shelah, Shelah e capa teh Eber,
010a19008e	Eber ni capa kahni touh a khe. Buet touh e min teh Peleg. Bangkongtetpawiteh, ahnie a se navah talai a kârei awh. A nawngha e min teh Joktan.
010a1a003d	Joktan e a capanaw teh, Almodad, Sheleph, Hazarmaveth, Jerah,
010a1b0016	Hadoram, Uzal, Diklah,
010a1c0015	Obal, Abimael, Sheba,
010a1d001a	Ophir, Havilah, hoi Jobab,
010a1e004c	Kho a saknae hmuen teh Mesha kho koehoi kanîtholah Sephar mon totouh a pha.
010a1f006c	Hete taminaw teh Shem e capanaw lah ao teh, amamae imthung lahoi, lawk, kho ram tangkuem dawk kho a sak awh.
010a2000b3	A lathueng lae khenae hoi miphunnaw teh, Noah e imthung hoi a capanaw ni patuen a khe e catounnaw e kong doeh. Ahnimanaw teh tuikamuem a tho hnukkhu kho ram alouklah a kampek awh.
010b010042	Hatnavah lawk phun touh hoi lawk pan e buet touh dueng doeh kaawm.
010b020070	Kanîtholah hoi kahlawng a cei awh teh, Shinar ram dawk tanghling a hmu awh teh, haw vah kho hmuen a thawng awh.
010b0300c2	Hat torei teh, buet touh hoi buet touh, tho awh amhru sak awh vaiteh kahawicalah pâeng awh sei telah a kâti awh. Hottelah talung e yueng lah amhru a hno awh teh pato nahanelah ailai a hno awh.
010b0400d7	Hahoi, tho awh mamouh hanelah khopui thawng awh vaiteh kalvan kadeng lah imrasang sak awh sei. Mamouh hanelah min kamsawng sak awh sei, telah hoehpawiteh talai van tangkuem koe kâkahei payon han doeh telah ati awh.
010b05005b	Hatei taminaw e capanaw ni a thawng awh e khopui hoi imrasang khet hanlah BAWIPA teh a kum.
010b0600cf	BAWIPA ni khenhaw! taminaw teh miphun buet touh lah ao awh teh lawk buet touh dueng a hno awh dawkvah, hete hno hmaloe pasuek a kamtawng awh. Sak han a ngai awh e kangangkung awm laipalah a sak awh han doeh.
010b07008e	Hatdawkvah, tho awh, kum awh sei. Ahnimanaw buet touh hoi buet touh lawk kâthai awh hoeh nahanelah, lawk alouklouk lah sak awh sei telah ati.
010b080066	Hottelah BAWIPA ni ahnimanaw teh talai van a kampek sak awh teh khopui kangdout sak thai awh hoeh toe.
010b090091	Hatdawkvah, Babel telah min a poe. Bangkongtetpawiteh, hote hmuen koehoi BAWIPA ni lawk alouklouk lah a pan sak teh talai van koung a kampek sak.
010b0a0087	Hetnaw teh Shem e ca catounnaw doeh. Shem teh kum 100 touh a pha nah, tuikamuem a tho hnukkhu kum 2 touh aloum nah capa Arphaxad a sak.
010b0b005f	Arphaxad a khe hnukkhu, Shem teh kum 500 touh a hring teh ca tongpanaw hoi napuinaw bout a sak.
010b0c0035	Arphaxad teh kum 35 touh a pha nah capa Shelah a khe.
010b0d0060	Shelah a khe hnukkhu Arphaxad teh kum 403 touh a hring teh ca tongpanaw hoi napuinaw bout a sak.
010b0e002c	Shelah teh kum 30 touh a pha nah Eber a khe.
010b0f005c	Eber a khe hnukkhu Shelah teh kum 403 touh a hring teh ca tongpanaw hoi napuinaw bout a sak.
010b100030	Eber teh kum 34 touh a pha nah capa Peleg a sak.
010b11005b	Peleg a khe hnukkhu Eber teh kum 430 touh a hring teh ca tongpanaw hoi napuinaw bout a sak.
010b12002c	Peleg teh kum 30 touh a pha navah Reu a sak.
010b13005a	Reu a khe hnukkhu Peleg teh kum 209 touh a hring teh ca tongpanaw hoi napuinaw bout a sak.
010b14002c	Reu teh kum 32 touh a pha navah Serug a sak.
010b15005a	Serug a khe hnukkhu Reu teh kum 207 touh a hring teh ca tongpanaw hoi napuinaw bout a sak.
010b16002c	Serug teh kum 30 touh a pha nah Nahor a khe.
010b17005c	Nahor a khe hnukkhu Serug teh kum 200 touh a hring teh ca tongpanaw hoi napuinaw bout a sak.
010b18002e	Nahor teh kum 29 touh a pha navah Terah a sak.
010b19005c	Terah a khe hnukkhu Nahor teh kum 119 touh a hring teh ca tongpanaw hoi napuinaw bout a sak.
010b1a003e	Terah teh kum 70 touh a pha nah Abram, Nahor, hoi Haran a sak.
010b1b0050	Terah e casaknaw teh, Terah ni Abram, Nahor hoi Haran a sak. Haran ni Lot a sak.
010b1c005b	Haran teh a na pa Terah hmaitung, a khenae hmuen Khaldean taminaw a onae Ur kho dawk a due.
010b1d009c	Hahoi, Abram hoi Nahor ni a yu a la roi. Abram e a yu min teh Sarai, Nahor e a yu min teh Haran e a canu Mikah. Haran teh Milkah hoi Iskah e a na pa lah ao.
010b1e002c	Hatei Sarai teh carôe dawkvah ca tawn hoeh.
010b1f00e9	Terah ni a capa Abram hoi a capa Haran capa Lot, a langa lah kaawm a capa Abraham e yu Sarai, a kaw teh Kanaan ram lah cei hanelah Khaldean taminaw a onae Ur kho hoi a tâcokhai, Hatei Haran kho a pha awh navah haw vah kho a sak awh.
010b200043	Terah teh kum 205 touh a pha navah, Terah teh Haran kho dawk a due.
010c01006f	BAWIPA ni Abram koevah, Na ram, na imthung hoi na pa im cettakhai nateh kai ni na patue e ram koe lah cet leih.
010c02007f	Kai ni miphun kalen lah na sak vaiteh, yawhawinae na poe han. Na min kamsawng sak vaiteh yawhawinae ka coe e tami lah na o han.
010c0300a5	Nang yawhawinae ka poe e tami teh yawkahawi sak vaiteh, thoe na ka bo e tami teh thoe ka bo van han. Nang lahoi tami pueng ni yawhawinae a coe awh han telah atipouh.
010c040087	BAWIPA ni a dei pouh e patetlah Abram ni a kamthaw teh, Lot hai a kâbang van. Haran kho hoi a tâco navah Abram teh kum 75 touh a pha.
010c0500b9	Abraham ni a yu Sarai, a hmau e capa Lot hoi hnopai pueng thoseh, Haran kho dawk a hmu e taminaw hai thoseh, a ceikhai teh Kanaan ram pha hanelah a tâco. Hottelah hoi Kanaan ram a pha.
010c060093	Abram ni hote ram dawk yuengyoe a kâhlai teh, Shekhem hmuen Moreh e kathen kung koe a pha. Han navah Kanaan taminaw hote ram dawk yo la o awh toe.
010c070089	BAWIPA teh Abram koe a kamnue teh hote ram teh na ca catounnaw na poe han atipouh. Hote ka kamnuek e BAWIPA hanelah khoungroe a sak pouh.
010c0800c1	Hote hmuen koehoi Bethel kho Kanîtholae mon dawk a kampuen teh kanîloumlah Bethel hoi kanîtholah Ai kho rahak rim a sak. Hote hmuen koe BAWIPA hanelah khoungroe a sak teh BAWIPA e min a kaw.
010c090047	Hottelah Abram teh akalah kampuen hanlah a cei teh, Negev totouh a pha.
010c0a0088	Hathnukkhu Kanaan ram takang a tho dawkvah, Abram teh Izip ram lah a cei. Bangkongtetpawiteh, ram thung puenghoi takang a tho dawk doeh.
010c0b005d	Izip ram a pha tawmlei navah a yu Sarai koe nang teh meikahawi e napui lah na o tie ka panue.
010c0c0094	Hatdawkvah, Izip taminaw ni nang na hmu awh navah, hete napui teh a yu doeh tet awh vaiteh kai na thei awh han, hatei nang teh na hlout sak awh han.
010c0d009b	Hatdawkvah, a tawncanu doeh na ti pouh han. Hottelah na dei pouh pawiteh nang dawk hoi kai hawinae ka hmu vaiteh ka hringnae hai a hlout han telah atipouh.
010c0e0054	Abram teh Izip ram a kâen navah Izip taminaw ni a yu a hmu navah a meihawi ati awh.
010c0f0056	Faro e ukkungnaw ni a hmu navah, Faro hanelah a oup awh teh Faro im vah a ceikhai awh.
010c100074	Faro siangpahrang ni napui kecu dawk Abram teh a khetyawt. Tu, Maito, La apui atan, sannu sanpa hoi kalauknaw a poe.
010c110057	Hatei BAWIPA ni Abram e yu Sarai kecu dawk Faro hoi a imthungnaw pueng hoi runae a poe.
010c120069	Faro ni Abram a kaw teh, kai dawk na sak e hno Bangtelamaw, bangkongmaw na yu nahlangva, na dei hoeh vaw.
010c130071	Bangkongmaw ka tawncanu na ti teh yu lah na la sak. Hatdawkvah, na yu heh atu hrawi nateh cet leih telah atipouh.
010c140053	Hottelah Faro ni a taminaw kâ a poe teh a yu hoi a tawn e naw pueng hoi a cei sak.
010d01008e	Hathnukkhu Izip ram hoi Abram a tâco teh akalae ram Negev lah vah a yu, a tawn e hnopai pueng hoi a kamthaw teh a hnuk vah Lot hai a kâbang.
010d020037	Abram teh saringnaw, suinaw, ngunnaw hoi lutlut a bawi.
010d030078	Negev ram lahoi bout a kamthaw teh ahmaloe pasuek e rim ao na koe lah a cei. Hote im teh Bethel hoi Ai kho rahak vah ao.
010d040059	Hmaloe pasuek e khoungroe a saknae hmuen koe bout a pha navah, Abram ni BAWIPA min a kaw.
010d050042	Abram koe kâbang e Lot hai tunaw, maitonaw hoi rimnaw a tawn van.
010d060099	Ahnimouh roi teh cungtalah kho rei a sak roi hanelah, hote ram ni khout hoeh. Hnopai a tawn roi e ekvoi apap dawkvah cungtalah kho sak thai roi hoeh toe.
010d070094	Hatdawkvah, Abram e saring kakhoumnaw hoi Lot e saring kakhoumnaw kâpohoehnae ao. Hat nae tueng dawk Kanaan tami hoi Periznaw hote ram dawk ao awh.
010d0800c6	Hahoi, Abram ni Lot koevah, maimouh roi teh, hmaunawngha roi doeh. Hatdawkvah, nang hoi kai rahak thoseh, nange saring kakhoumnaw hoi kaie saring kakhoumnaw rahak thoseh kâpohoehnae awm hanh naseh.
010d090077	Na hmalah ram moi ao nahoehmaw. Kai koehoi cet leih. Nang avoilah na cet pawiteh kai aranglah ka cei han telah atipouh.
010d0a00b7	Lot ni a radoung navah, Jordan yawn pueng teh tui ka duk niteh, Jehovah e takha patetlah Sodom hoi Gomorrah kho BAWIPA ni a raphoe hoehnahlan, Zoar lah ceinae Izip ram patetlah a hmu.
010d0b007a	Hottelah Lot ni Jordan yawn pueng a rawi. Hatdawkvah, Lot teh kanîtholah a cei teh buet touh hoi buet touh a kamphei roi.
010d0c0078	Abram teh Kanaan ram dawk kho a sak. Lot teh thingyei yawn dawk e khopuinaw koe kho a sak teh, Sodom kho teng rim a sak.
010d0d0061	Hatei Sodom kho taminaw teh tamikathout lah ao awh teh, BAWIPA koevah tamikayon poung lah ao awh.
010d0e0078	Lot hoi a kamphei hnukkhu BAWIPA ni Abram a kaw teh na onae hmuen koehoi atung, aka, kanîtho, kanîloumlah radoung haw.
010d0f0055	Na hmu e ram pueng nama hoi na ca catounnaw na poe vaiteh a yungyoe e ram lah ao han.
010d100079	Na ca catounnaw vaiphu patetlah ka pungdaw sak han. Tami ni vaiphu touk thai pawiteh na ca catounnaw hai a touk thai han.
010d11004f	Thaw nateh ayung lahoi thoseh, adangka lahoi thoseh cet haw, kai ni na poe han.
010d12007a	Hatdawkvah, Abram ni rim a puen teh Hebron kho Mamre kathenkungnaw koe kho a sak teh, BAWIPA hanelah khoungroe a sak pouh.
010e010094	Hatnae tueng dawk Shinar siangpahrang Amraphel, Ellasar siangpahrang Ariyawk, Elam siangpahrang Kedorlaomer hoi Goiim siangpahrang Tidal ti naw hoi,
010e0200a0	Sodom siangpahrang Bera, Gomorrah siangpahrang Birsha, Admah siangpahrang Shinab, Zebiim siangpahrang Shemeber, Zoar siangpahrang Bela tinaw taran a kâtuk awh.
010e030044	Ahnimanaw pueng teh palawi tui tie Siddim yawn dawk a kamkhueng awh.
010e040054	Kum 12 touh thung Kedorlaomer koe san lah ao awh teh, kum 13 nae dawk teh a tuk awh.
010e0500c0	Kum 14 nae dawk teh Kedorlaomer ni ama koe lah kambawng e siangpahrangnaw hoi a tho awh teh, Ashterothkarnaim kho dawk Rephaim taminaw, Ham kho dawk Zuzim taminaw, Kiriathaim koe Emim taminaw,
010e060059	Seir mon dawk Khori taminaw hoi thingyei yawn teng kaawm e Elparan kho totouh a thei awh.
010e0700ac	Hahoi bout a ban awh teh Kadesh ram Enmishpat kho dawk a pha awh navah, Amalek ram dawk kaawm e tami pueng, Hazezontamar kho dawk kaawm e Amor taminaw hai koung a thei awh.
010e0800c1	Hathnukkhu Sodom siangpahrang, Gomorrah siangpahrang, Admah siangpahrang, Zeboiim siangpahrang hoi Bela siangpahrang, tinaw a cei awh teh, Siddim yawn dawk a kâtuk awh hanelah a kamkhueng awh.
010e0900b7	Hottelah, Elam siangpahrang Kedorlaomer, Goiim siangpahrang Tidal, Shinar siangpahrang Amraphel, Ellasar siangpahrang Aryawk, ahnimanaw pali touh ni siangpahrang panga touh a tuk awh.
010e0a00af	Siddim yawn teh tuithaw dui ka cawt e tangkawmnaw ao dawkvah, Sodom hoi Gomorrah siangpahrang teh a yawng roi, a tangawn te tangkom dawk a bo teh alouknaw teh mon lah a yawng.
010e0b006c	Hatdawkvah, Sodom hoi Gomorrah kho dawk kaawm e hnopai pueng, canei kawi kaawm pueng a la awh teh a ban awh.
010e0c0057	Sodom kho dawk kaawm e Abram e a hmau e capa Lot hoi a hnopai pueng hai koung a la awh.
010e0d00e8	Hote runae dawk hoi ka hlout e tami buet touh a tho teh, Hebru tami Abram koe a dei pouh. Ahni teh Amor tami Mamre e kathenkungnaw teng ao. Mamre teh Eskol hoi Aner e hmau doeh. Ahnimanaw teh Abram hoi cungtalah kambawng awh e doeh.
010e0e009c	Abram ni a hmau e capa hah san hanelah a man awh toe tie a thai navah, ama im ka khe ni teh a cangkhai e tami 318 touh a hrawi teh, Dan kho totouh a pâlei.
010e0f006a	Khohmo navah, a hrawi e taminaw a kapek teh a tuk sak Damaskas atunglah kaawm e Hobah kho totouh a pâlei.
010e100065	A ceikhai e hnopai pueng, a hmau e capa Lot hoi a hnopai pueng napuinaw hoi a taminaw bout a bankhai.
010e1100be	Khedorlaomer hoi ama koe kaawm e siangpahrangnaw koung a thei hnukkhu a ban navah, Sodom siangpahrang teh Shaveh yawn dawk Abram dawn hanelah a tho. (Shaveh yawn teh siangpahrang yawn doeh).
010e12006f	Salem siangpahrang Melkhizedek ni vaiyei hoi misurtui a sin. (Ahni teh ka rasang poung e Cathut e vaihma doeh).
010e130075	Hahoi, Abram yawhawinae a poe teh, kalvan hoi talai katawnkung ka rasang poung e Abram Cathut teh yawhawinae awm seh.
010e1400a5	Na tarannaw na kut dawk na kapoekung ka rasang poung e Cathut teh yawhawinae awm seh telah ati. Abram ni hai hnopai a tawn e pueng dawk hoi pung hra pung touh a poe.
010e150068	Sodom siangpahrang ni Abram koevah taminaw teh kai na poe, hatei hnopainaw teh lat yawkaw telah atipouh.
010e160070	Hatei Abram ni Sodom siangpahrang koe ralui buet touh hoi khokkhawm rui buet touh boehai nang koe ka lat mahoeh,
010e1700a4	telah kalvan hoi talai katawnkung Jehovah, ka rasang poung e Cathut koe ka kut ka dâw toe. Telah hoehpawiteh Abram teh kai ni ka bawi sak e doeh na tet payon vaih.
010e1800b3	Thoundounnaw ni a canei e hoi ka hrawi e ka taminaw ni a coe hane hloilah teh banghai ka lat mahoeh. Aner, Eshkol hoi Mamre ni a coe awh e teh ama ni lat awh naseh, telah atipouh.
010f01009f	Hathnukkhu, Abram koe BAWIPA e lawk vision lahoi ka tho e teh, Abram, taket hanh kai teh nange bahling lah ka o, na tawkphu hmu hane a len poung telah atipouh.
010f0200a2	Hatei Abram ni, Oe Bawipa Jehovah, ca tawn laipalah ka o e na hmu nahlangva, bangmaw na poe han. Im e râw kacoekung teh Damaskas tami Eliezer doeh telah atipouh.
