0100000008	Génesis
010a190090	A Heber le nacieron dos hijos: El nombre del primero fue Peleg, porque en sus días la tierra fue dividida. El nombre de su hermano fue Joctán.
010a1a003c	Joctán engendró a Almodad, a Selef, a Hazar-mavet, a Jera,
010a1b001a	a Adoram, a Uzal, a Dicla,
010a1c001a	a Obal, a Abimael, a Seba,
010a1d0041	a Ofir, a Havila y a Jobab. Todos éstos fueron hijos de Joctán.
010a1e004a	Su vivienda fue desde Mesa en dirección a Sefar, en la montaña oriental.
010a1f005a	Estos son los hijos de Sem según sus familias, sus lenguas y sus tierras en sus naciones.
010a20008b	Tales fueron los hijos de Noé por sus familias en sus naciones. De éstas fueron divididas las naciones de la tierra después del diluvio.
010b010045	Entonces toda la tierra tenía una sola lengua y las mismas palabras.
010b020071	Aconteció que al salir hacia el oriente, encontraron una llanura en la tierra de Sinar y se establecieron allí.
010b0300a5	Entonces se dijeron unos a otros: Vengan, fabriquemos adobes y quemémoslos con fuego. El ladrillo les sirvió en lugar de piedra, y el asfalto en lugar de argamasa.
010b0400b4	Y dijeron: Vengan, construyámonos una ciudad y una torre cuya cúspide llegue al cielo. Hagámonos un nombre, en caso de que seamos esparcidos por la superficie de toda la tierra.
010b05005c	Pero Yavé descendió para ver la ciudad y la torre que edificaban los hijos de los hombres.
010b0600a6	Y Yavé dijo: Ciertamente son un pueblo y todos ellos tienen la misma lengua. Éste es solo el principio de su obra y nada les hará desistir de lo que planean hacer.
010b070061	Vamos, descendamos ya y confundamos allí su lengua para que nadie entienda el lenguaje del otro.
010b080067	Yavé los dispersó de allí por toda la superficie de la tierra, y desistieron de construir la ciudad.
010b090098	Por eso lo llamó Babel, porque allí Yavé confundió la lengua de toda la tierra. Desde allí Yavé los esparció por la superficie de toda la tierra.
010b0a0074	Estos son los descendientes de Sem: Cuando Sem tenía 100 años engendró a Arfaxad, dos años después del diluvio.
010b0b0050	Sem vivió después de engendrar a Arfaxad 500 años, y engendró hijos e hijas.
010b0c002b	Arfaxad vivió 35 años y engendró a Sala.
010b0d0052	Arfaxad vivió 403 años después que engendró a Sala, y engendró hijos e hijas.
010b0e0029	Sala vivió 30 años y engendró a Heber.
010b0f004f	Sala vivió después de engendrar a Heber 403 años, y engendró hijos e hijas.
010b10002a	Heber vivió 34 años y engendró a Peleg.
010b110050	Heber vivió después de engendrar a Peleg 430 años, y engendró hijos e hijas.
010b120029	Peleg vivió 30 años y engendró a Reú.
010b13004f	Peleg vivió 209 años después de engendrar a Reú, y engendró hijos e hijas.
010b140029	Reú vivió 32 años y engendró a Serug.
010b15004f	Reú vivió después de engendrar a Serug 207 años, y engendró hijos e hijas.
010b16002a	Serug vivió 30 años y engendró a Nacor.
010b170051	Después de engendrar a Nacor, Serug vivió 200 años, y engendró hijos e hijas.
010b18002a	Nacor vivió 29 años y engendró a Taré.
010b190050	Nacor vivió después de engendrar a Taré 119 años, y engendró hijos e hijas.
010b1a0040	Y Taré vivió 70 años y engendró a Abram, a Nacor y a Harán.
010b1b006a	Estos son los descendientes de Taré: Taré engendró a Abram, a Nacor y a Harán. Harán engendró a Lot.
010b1c005d	Pero Harán murió antes que su padre Taré en la tierra de su nacimiento, Ur de los caldeos.
010b1d00a3	Abram y Nacor tomaron para ellos esposas. El nombre de la esposa de Abram era Saray y el de la esposa de Nacor era Milca, hija de Harán, padre de Milca y de Isca.
010b1e0024	Saray era estéril. No tenía hijos.
010b1f00e1	Taré tomó a Abram, su hijo, a Lot, su nieto, hijo de Harán, y a Saray, su nuera, esposa de su hijo Abram, y salieron de Ur de los caldeos para ir a la tierra de Canaán. Pero llegaron hasta Harán y se establecieron allí.
010b200038	Los días de Taré fueron 205 años, y murió en Harán.
010c010073	Pero Yavé dijo a Abram: Vete de tu tierra, de tu parentela y de la casa de tu padre, a la tierra que te mostraré.
010c02005c	Haré de ti una nación grande y te bendeciré. Engrandeceré tu nombre y serás bendición.
010c03007a	Bendeciré a los que te bendigan, y maldeciré al que te maldiga. En ti serán bendecidas todas las familias de la tierra.
010c04006d	Entonces Abram salió como Yavé le habló, y Lot fue con él. Abram tenía 75 años cuando salió de Harán.
010c0500ca	Abram tomó a Saray, su esposa, a Lot, hijo de su hermano, todos los bienes que había acumulado y las personas que había conseguido en Harán. Salieron para ir a la tierra de Canaán y llegaron allá.
010c06007f	Abram atravesó aquella tierra hasta el lugar de Siquem, hasta el roble de Moré. El cananeo estaba entonces en aquella tierra.
010c070088	Yavé apareció a Abram y le dijo: A tu descendencia daré esta tierra. Entonces edificó allí un altar a Yavé, Quien se le apareció.
010c0800c1	De allí se trasladó a la montaña al oriente de Bet-ʼEl, y plantó su tienda entre Bet-ʼEl al occidente y Hai al oriente. Luego edificó allí un altar a Yavé e invocó el Nombre de Yavé.
010c090044	Después Abram salió y se dirigió progresivamente hacia el Neguev.
010c0a007a	Hubo una hambruna en la tierra. Abram descendió a Egipto para peregrinar allá, pues la hambruna era severa en la tierra.
010c0b0078	Sucedió que cuando se acercaba para entrar a Egipto, le dijo a su esposa Saray: Mira, eres mujer de hermosa apariencia.
010c0c0075	Sucederá que cuando los egipcios te vean, dirán: Esta es su esposa. Entonces me matarán, y a ti te dejarán vivir.
010c0d006f	Te ruego, dí que eres mi hermana para que me traten bien por causa de ti, y así, por tu favor, salve mi vida.
010c0e0059	Sucedió que al llegar Abram a Egipto, los egipcios vieron que la mujer era hermosísima.
010c0f0066	Los ministros de Faraón la vieron y la alabaron ante Faraón. La mujer fue llevada a casa de Faraón,
010c100080	quien favoreció a Abram por causa de ella. Tuvo rebaño, ganado vacuno y asnos, también esclavos y esclavas, asnas y camellos.
010c110065	Pero por causa de Saray, esposa de Abram, Yavé afligió a Faraón y a su familia con grandes plagas.
010c12007c	Entonces Faraón llamó a Abram y le dijo: ¿Qué es esto que me hiciste? ¿Por qué no me declaraste que ella es tu esposa?
010c130077	¿Por qué dijiste: Es mi hermana? Pues yo la tomé para mí como mujer, y ahora, mira, es tu esposa. ¡Tómala y vete!
010c14006e	Faraón dio órdenes a sus hombres respecto a él, y lo sacaron escoltado con su esposa y todo lo que poseía.
010d01005a	Subió, pues, Abram desde Egipto hacia el Neguev con su esposa, Lot y todo lo que poseía.
010d020030	Abram era muy rico en ganado, en plata y en oro.
010d03007a	Anduvo en sus jornadas desde el Neguev hasta Bet-ʼEl, al lugar donde plantó su tienda al comienzo, entre Bet-ʼEl y Hai,
010d04004a	al lugar del altar que antes hizo. Allí Abram invocó el Nombre de Yavé.
010d05004c	También Lot, quien iba con Abram, tenía rebaños, ganado vacuno y tiendas.
010d06007f	Pero la tierra no era suficiente para que ellos vivieran juntos, porque sus posesiones eran muchas. Ya no podían vivir juntos.
010d070081	Hubo disputa entre los pastores del ganado de Abram y los de Lot. En aquel tiempo el cananeo y el ferezeo habitaban en la tierra.
010d08007d	Y Abram dijo a Lot: Te ruego que no haya contienda entre tú y yo, ni entre mis pastores y tus pastores, pues somos hermanos.
010d0900a8	¿No está toda esta tierra delante de ti? Te ruego que te separes de mí. Si vas a la izquierda, yo iré a la derecha, y si [vas] a la derecha, yo iré a la izquierda.
010d0a00d7	Lot levantó sus ojos y vio toda la llanura del Jordán, la cual era toda de regadío, como el huerto de Yavé, como la tierra de Egipto en dirección a Zoar. [Esto fue] antes que Yavé destruyera a Sodoma y Gomorra
010d0b0067	Lot escogió toda la llanura del Jordán y salió luego hacia el oriente. Se separaron el uno del otro.
010d0c0078	Abram vivió en tierra de Canaán. Lot vivió en las ciudades de la llanura y sus tiendas fueron plantadas hasta Sodoma.
010d0d0041	Pero la gente de Sodoma era muy perversa y pecadora contra Yavé.
010d0e00ab	Después que Lot se separó de su lado, Yavé dijo a Abram: Ahora levanta tus ojos y desde el lugar donde estás mira hacia el norte, el Neguev, el oriente y hacia el mar,
010d0f0051	porque toda la tierra que tú ves la daré a ti y a tu descendencia para siempre.
010d10008a	Mira, tu descendencia será como el polvo de la tierra. Si alguien puede contar el polvo de la tierra, tu descendencia podrá ser contada.
010d11004a	Levántate, recorre esta tierra a lo largo y a lo ancho, pues te la daré.
010d120077	Entonces Abram movió su tienda y vivió en el robledal de Mamre que está en Hebrón. Allí edificó un altar a Yavé.
010e01007d	Aconteció en los días de Amrafel, rey de Sinar, Arioc, rey de Elasar, Quedorlaomer, rey de Elam, y Tidal, rey de los Goyim,
010e0200a8	que estos reyes hicieron guerra contra Bera, rey de Sodoma, Birsa, rey de Gomorra, Sinab, rey de Adma, Semeber, rey de Zeboim, y contra el rey de Bela, la cual es Zoar.
010e030042	Todos estos se unieron en el valle de Sidim, que es el mar Salado.
010e040046	Habían servido a Quedorlaomer 12 años, pero el año 13 se rebelaron.
010e0500a7	El año 14 Quedorlaomer y los reyes que estaban con él llegaron y derrotaron a los refaítas en Astarot-carnaim, a los zuzitas en Ham, a los emitas en Save-quiriataim
010e060058	y a los hurritas en las montañas de Seír hasta El-parán, que está junto al desierto.
010e07008e	Luego se volvieron a En-mispat, o Cades. Arrasaron todo el territorio del amalecita y también el del amorreo, que habitaba en Hazezón-tamar.
010e08008f	Entonces salieron los reyes de Sodoma, Gomorra, Adma, Zeboim y de Bela, la cual es Zoar. Dispusieron batalla contra ellos en el valle de Sidim,
010e09008d	esto es, contra Quedorlaomer, rey de Elam, Tidal, rey de los Goyim, Amrafel, rey de Sinar, y Arioc, rey de Elasar, cuatro reyes contra cinco.
010e0a009d	El valle de Sidim estaba lleno de pozos de asfalto. Al huir el rey de Sodoma y el de Gomorra, cayeron en ellos, y los que quedaron huyeron hacia la montaña.
010e0b0055	Entonces tomaron todos los bienes de Sodoma y Gomorra, y todo su alimento y salieron.
010e0c0055	Tomaron a Lot, sobrino de Abram, y sus bienes, y salieron, pues él vivía en Sodoma.
010e0d00ad	Pero un fugitivo fue e informó a Abram el hebreo, pues él vivía en el robledal de Mamre. El amorreo, hermano de Escol y hermano de Aner, habían hecho un pacto con Abram.
010e0e0086	Cuando Abram oyó que su pariente fue llevado cautivo, movilizó a 318 de sus esclavos nacidos en su casa, y los persiguió hasta Dan.
010e0f0083	Él y sus esclavos se desplegaron contra ellos de noche y los atacaron. Los persiguieron hasta Hoba, que está al norte de Damasco.
010e10006b	Recuperó todos los bienes, y también a su pariente Lot y sus bienes, así como a las mujeres y al pueblo.
010e1100ac	Cuando [Abram] regresaba de derrotar a Quedorlaomer y a los reyes que estaban con él, el rey de Sodoma salió a su encuentro en el valle de Savé, que es el valle del Rey.
010e120053	Pero Melquisedec, rey de Salem, sacerdote del ʼElohim Altísimo, sacó pan y vino,
010e130064	y lo bendijo: ¡Sea bendecido Abram por el ʼElohim Altísimo, Creador de los cielos y de la tierra,
010e14007a	Y bendito sea el ʼElohim Altísimo, Quien entregó a tus adversarios en tu mano! Y [Abram] le entregó el diezmo de todo.
010e150054	Entonces el rey de Sodoma dijo a Abram: Dame las personas y toma para ti los bienes.
010e16007d	Pero Abram respondió al rey de Sodoma: Levanté mi mano a Yavé el ʼElohim Altísimo, Creador de los cielos y de la tierra,
010e170075	que de todo lo que es tuyo, no tomaré ni un hilo ni una correa de sandalia para que no digas: Yo enriquecí a Abram,
010e18009d	con la sola excepción de lo que comieron los jóvenes, y la porción de Aner, Escol y Mamre, los hombres que vinieron conmigo. Solo ellos tomarán su parte.
010f010086	Después de estas cosas, la Palabra de Yavé vino a Abram en visión: No temas Abram. Yo soy tu Escudo. Tu galardón será muy grande.
010f020076	Abram respondió: ʼAdonay, ¿qué me darás? Pues yo ando sin hijo, y el heredero de mi casa es el damasceno Eliezer.
010f030071	E insistió Abram: Mira, no me has dado descendiente, y de seguro será mi heredero un esclavo nacido en mi casa.
010f040077	Pero, ahí mismo la Palabra de Yavé vino a él: No te heredará éste, sino te heredará uno que saldrá de tu cuerpo.
010f05008a	Lo llevó afuera y le dijo: Contempla ahora los cielos y cuenta las estrellas, si puedes contarlas. Y le dijo: Así será tu descendencia.
010f060038	Abram creyó a Yavé, y le fue reconocido como justicia.
010f070068	Entonces le dijo: Yo soy Yavé, Quien te sacó de Ur de los caldeos para darte en posesión esta tierra.
010f08003e	Él contestó: ʼAdonay Yavé, ¿cómo sabré que la poseeré?
010f090082	Y le dijo: Toma para Mí una becerra de tres años, una cabra de tres años, un carnero de tres años, una tórtola y un palomino.
010f0a006e	Tomó todos éstos, los partió por la mitad, y puso cada mitad enfrente de la otra, pero no partió las aves.
010f0b0055	Descendían las aves de rapiña sobre los cuerpos muertos, pero Abram las ahuyentaba.
010f0c0082	Cuando el sol se iba a ocultar, un profundo adormecimiento cayó sobre Abram, y el terror de una intensa oscuridad vino sobre él.
010f0d008c	Y Yavé dijo a Abram: Sabe por cierto que tu descendencia será forastera en una tierra ajena. Allí será esclavizada y oprimida 400 años.
