2800000008	מתיו
28051a00bc	וַאֲנִי אָמֵן אֹמֵר לְךָ כִּי לֹא תַעֲלֶה מִשָּׁם עַד אֲשֶׁר תְּשַׁלֵּם אֶת־הַפְּרוּטָה הָאַחֲרֹנָה׃
28051b006e	שְׁמַעְתֶּם אֵת אֲשֶׁר נֶאֱמַר לַקַּדְמֹנִים לֹא תִּנְאָף׃
28051c00ce	וַאֲנִי אֹמֵר לָכֶם כָּל־הַנֹּתֵן עֵינוֹ בְאִשָּׁה לַחֲשָׁק־בָּהּ בְּרוּחַ־זְנוּנִים נָאַף אֹתָהּ בְּלִבּוֹ׃
28051d0110	וְאִם עֵינְךָ הַיְמָנִית תַּכְשִׁילֶךָ נַקְּרֶהָ וְהַשְׁלִיכֶהָ מִמֶּךָ טוֹב לְךָ בַּאֲבֹד אֵבֶר אֶחָד מֵהָשְׁלַךְ כָּל־בְּשָׂרְךָ לְגֵיהִנֹּם׃
28051e0111	וְאִם־יָדְךָ הַיְמָנִית תַּכְשִׁילֶךָ קַצְּצֶהָ וְהַשְׁלִיכֶהָ מִמֶּךָּ טוֹב לְךָ בַּאֲבֹד אֵבֶר אֶחָד מֵהָשְׁלַךְ כָּל־בְּשָׂרְךָ לְגֵיהִנֹּם׃
28051f008f	וְנֶאֱמַר כִּי־יְשַׁלַּח אִישׁ אִשְׁתּוֹ וְנָתַן בְּיָדָהּ סֵפֶר כְּרִיתֻת׃
2805200117	וַאֲנִי אֹמֵר לָכֶם אִם יְשַׁלַּח אִישׁ אִשְׁתּוֹ אִם לֹא עַל־דְּבַר זְנוּת מֵשִׂים אֹתָהּ לְנֹאָפֶת וְהַלֹּקֵחַ גְּרוּשָׁה לוֹ לְאִשָּׁה נֹאֵף הוּא׃
28052100d5	וְעוֹד שְׁמַעְתֶּם אֵת אֲשֶׁר נֶאֱמַר לַקַּדְמֹנִים לֹא תִשָּׁבַע לַשֶּׁקֶר וְאֶת־נְדָרֶיךָ תְּשַׁלֵּם לַיהוָֹה׃
28052200c5	וַאֲנִי אֹמֵר לָכֶם לֹא תִשָּׁבַע כָּל־שְׁבוּעָה לֹא תִשָּׁבַע בַּשָּׁמַיִם כִּי־כִסֵּא אֱלֹהִים הֵמָּה׃
28052300a8	וְלֹא בָאָרֶץ כִּי־הֲדֹם רַגְלָיו הִיא וְלֹא בִירוּשָׁלַיִם כִּי־הִיא קִרְיַת מֶלֶךְ רָב׃
280524009c	וְלֹא תִשָּׁבַע בְּרֹאשֶׁךָ כִּי־לֹא תוּכַל לַהֲפֹךְ שֵׂעָר אֶחָד לָבָן אוֹ שָׁחֹר׃
280525008e	אַךְ זֶה יְהִי דְבַרְכֶם הֵן הֵן לֹא לֹא וְיֹתֵר מִזֶּה מִמְּקוֹר הָרָע הוּא׃
2805260076	שְׁמַעְתֶּם כִּי נֶאֱמַר עַיִן תַּחַת עַיִן וְשֵׁן תַּחַת שֵׁן׃
28052700f2	וַאֲנִי אֹמֵר לָכֶם לֹא תִתְיַצֵּב בִּפְנֵי הַבָּא לְהָרַע לָךְ אִם יַכְּךָ עַל־הַלְּחִי הַיְמָנִית תֶּן־לוֹ גַּם־הַשְּׂמָאלִית׃
28052800a0	וְכָל־הֶחָפֵץ לָרִיב עִמְּךָ לָקַחַת הַכְּתֹנֶת מֵעָלֶיךָ הַנַּח לוֹ גַּם־מְעִילֶךָ׃
280529008f	וְהַנֹּגֵשׂ בְּךָ לָלֶכֶת עִמּוֹ כִּבְרַת אֶרֶץ אֶחָת לֵךְ עִמּוֹ שְׁתָּיִם׃
28052a009e	תֵּן לַמְבַקֵּשׁ מִמֶּךָּ וּמֵאֵת הֶחָפֵץ לִלְוֹת מִיָּדְךָ אַל־תַּסְתֵּר פָּנֶיךָ׃
28052b008c	שְׁמַעְתֶּם כִּי נֶאֱמַר וְאָהַבְתָּ אֶת־רֵעֲךָ וְאָיַבְתָּ אֶת־אֹיְבֶךָ׃
28052c010c	וַאֲנִי אֹמֵר לָכֶם אֶהֱבוּ אֶת־אֹיְבֵיכֶם בָּרֲכוּ אֶת־מְקַלְלֵיכֶם הֵיטִיבוּ לְשׂנְאֵיכֶם וְהַעְתִּירוּ בְּעַד מַכְאִיבֵיכֶם וְרֹדְפֵיכֶם׃
28052d00fb	לְמַעַן תִּהְיוּ בָנִים אֶל־אֲבִיכֶם בַּשָּׁמַיִם הַמֵּאִיר שִׁמְשׁוֹ לָרָעִים וְלַטּוֹבִים וּמַמְטִיר לַצַּדִּיקִים וְלָרְשָׁעִים׃
28052e00ba	כִּי אִם־תֶּאֱהָבוּן אֶת־אֹהֲבֵיכֶם מַה־שָּׂכָר לָכֶם הֲלֹא גַם־הַמֹּכְסִים יַעֲשׂוּן כְּמוֹ־כֵן׃
28052f00b8	וְאִם־תִּפְקְדוּ לְשָׁלוֹם רַק אֶת־אֲחֵיכֶם מַה־יִּתְרוֹן לָכֶם כֵּן יַעֲשׂוּן גַּם־הַמֹּכְסִים׃
280530007d	לָכֵן הֱיוּ תְמִימִם כַּאֲשֶׁר אֲבִיכֶם בַּשָּׁמַיִם תָּמִים הוּא׃
28060100e1	הִשָּׁמְרוּ לָכֶם מֵעֲשׂוֹת צְדָקָה לְמַרְאֵה עֵינֵי הָאָדָם פֶּן שָׂכָר לֹא תַשִּׂיגוּ מֵאֵת אֲבִיכֶם שֶׁבַּשָּׁמָיִם׃
28060201b7	לָכֵן בַּעֲשׂוֹתְךָ צְדָקָה לֹא תַשְׁמִיעַ קוֹל תְּרוּעָה לְפָנֶיךָ כַּאֲשֶׁר יַעֲשׂוּ הַחֲנֵפִים בְּבָתֵּי הַכְּנֵסֶת וּבָרְחֹבוֹת לְמַעַן יַשִּׂיגוּ כָבוֹד לְעֵינֵי בְנֵי־הָאָדָם אָמֵן אֲנִי אֹמֵר לָכֶם הִנֵּה שְׂכָרָם לִפְנֵיהֶם׃
280603009a	וְאַתָּה בַּעֲשׂוֹתְךָ צְדָקָה אַל־תֵּדַע שְׂמֹאלְךָ אֵת אֲשֶׁר עֹשָׂה יְמִינֶךָ׃
28060400c3	לְמַעַן תִּהְיֶה צִדְקָתְךָ בַּסָּתֶר וְאָבִיךָ הָרֹאֶה בַסֵּתֶר גְּמוּלְךָ בַּגַּלוּי יְשַׁלֶּם־לָךְ׃
28060501be	וְכִי תָבֹאוּ לְהִתְפַּלֵּל אַל־תִּהְיוּ כְּאַנְשֵׁי חֹנֶף הָאֹהֲבִים לַעֲמֹד לְהִתְפַּלֵּל בְּבָתֵּי הַכְּנֵסֶת וּפִנּוֹת הַשְּׁוָקִים לְמַעַן תִּירְאֶינָה אֹתָם עֵינֵי בְנֵי־הָאָדָם אָמֵן אֲנִי אֹמֵר לָכֶם הִנֵּה שְׂכָרָם לִפְנֵיהֶם׃
280606015b	וְאַתָּה בִּתְפִלָּתְךָ בֹּא בַחֲדָרֶיךָ וּסְגֹר דְּלָתְךָ בַּעֲדֶךָ וְהִתְפַּלֵּל אֶל־אָבִיךָ אֲשֶׁר סֵתֶר סְבִיבָיו וְאָבִיךָ הָרֹאֶה בַסֵּתֶר גְּמוּלְךָ בַּגַּלוּי יְשַׁלֶּם־לָךְ׃
2806070101	וְכַאֲשֶׁר אַתֶּם מִתְפַּלְּלִים אַל־תְּבַטְּאוּ בִשְׂפָתַיִם כַּגּוֹיִם אֲשֶׁר יַחְשֹׁב לִבָּם כִּי־יִשָּׁמְעוּ בַּעֲטֶרֶת דְּבָרִים׃
28060800af	לָכֵן אַל־תִּשְׁווּ לָמוֹ כִּי יֹדֵעַ אֲבִיכֶם מַה־מַּחְסוֹרְכֶם טֶרֶם תִּשְׁאֲלוּ מִיָּדוֹ׃
280609008c	וְאַתֶּם כֹּה תִתְפַּלָּלוּ אָבִינוּ שֶׁבַּשָּׁמַיִם יִתְקַדַּשׁ שְׁמֶךָ׃
28060a0095	תָּבֹא מַלְכוּתֶךָ יֵעָשֶׂה רְצוֹנְךָ בָּאָרֶץ כַּאֲשֶׁר נַעֲשָׂה בַשָּׁמָיִם׃
28060b0041	תֶּן־לָנוּ הַיּוֹם לֶחֶם חֻקֵּנוּ׃
28060c00a1	וּסְלַח־לָנוּ אֶת־אַשְׁמָתֵנוּ כַּאֲשֶׁר סֹלְחִים אֲנַחְנוּ לַאֲשֶׁר אָשְׁמוּ לָנוּ׃
28060d010f	וְאַל־תְּבִיאֵנוּ לִידֵי מַסָּה כִּי אִם־הַצִּילֵנוּ מִן־הָרָע כִּי לְךָ הַמַּמְלָכָה וְהַגְּבוּרָה וְהַתִּפְאֶרֶת לְעוֹלְמֵי עוֹלָמִים אָמֵן׃
28060e00ad	כִּי אִם־תִּסְלְחוּ לִבְנֵי־אָדָם אֶת־אַשְׁמָתָם גַּם־אֲבִיכֶם בַּשָּׁמַיִם יִסְלַח לָכֶם׃
28060f00b5	וְאִם־לֹא תִסְלְחוּ לִבְנֵי־אָדָם אֶת־אַשְׁמָתָם גַּם־אֲבִיכֶם לֹא־יִסְלַח לָכֶם אַשְׁמַתְכֶם׃
2806100150	וְכִי תָצוּמוּ אַל־תִּהְיוּ כְחַנְפֵי־לֵב מַקְדִּירֵי פָנִים אֲשֶׁר יַפִּילוּ פְנֵיהֶם לְהִוָּדַע לִבְנֵי־אָדָם בְּתַעֲנִיתָם אָמֵן אֲנִי אֹמֵר לָכֶם הִנֵּה שְׂכָרָם לִפְנֵיהֶם׃
280611006e	וְאַתָּה כִּי תָצוּם תָּסוּךְ רֹאשְׁךָ וְתִרְחַץ פָּנֶיךָ׃
28061200fa	וְלֹא תִוָּדַע לְאָדָם בְּתַעֲנִיתְךָ כִּי אִם־לְאָבִיךָ בַּסָּתֶר וְאָבִיךָ הָרֹאֶה בַסֵּתֶר גְּמוּלְךָ בַּגַּלוּי יְשַׁלֶּם־לָךְ׃
28061300d2	לֹא תַאַצְרוּ לָכֶם אוֹצָרוֹת בְּקֶרֶב הָאָרֶץ שֶׁשָּׁם יֹאכַל עָשׁ וְרָקָב וְגַנָּבִים יַחְתְּרוּ וְיִגְנֹבוּ׃
28061400d8	אֶפֶס אִצְרוּ לָכֶם אוֹצָרוֹת בַּשָּׁמָיִם שָׁם לֹא יֹאכַל עָשׁ וְרָקָב וְגַנָּבִים לֹא יַחְתְּרוּ וְלֹא יִגְנֹבוּ׃
280615005d	כִּי בִמְקוֹם אוֹצָרֶךָ שָׁם יִהְיֶה גַם־לִבֶּךָ׃
28061600aa	נֵר הַגּוּף הוּא הָעָיִן לָכֵן אִם־עֵינְךָ תְּמִימָה בְּכָל־חַדְרֵי בִטְנֶךָ יִהְיֶה אוֹר׃
28061700c3	וְאִם־עֵינְךָ רָעָה חֹשֶׁךְ בְּכָל־חַדְרֵי בִטְנֶךָ וְאִם־הָאוֹר בְּךָ חֹשֶׁךְ מַה־גָּדוֹל חָשְׁכֶּךָ׃
280618017c	לֹא־יוּכַל אִישׁ לַעֲבֹד אֲדֹנִים שְׁנָיִם כִּי אִם־יִשְׂנָא אֶת־הָאֶחָד וְאֶת־הָאַחֵר יֶאֱהַב אוֹ יִדְבַּק בָּאֶחָד וְהַשֵּׁנִי נִמְאָס בְּעֵינָיו לֹא תוּכְלוּ לַעֲבֹד אֶת־הָאֱלֹהִים וְאֶת־הַמָּמוֹן׃
2806190150	לָכֵן הִנְנִי אֹמֵר לָכֶם לֹא תִדְאֲגוּ לְנַפְשְׁכֶם מַה־תֹּאכְלוּ מַה־תִּשְׁתּוּ וּמַה־כְּסוּת לְכַסּוֹת בְּשַׂרְכֶם הֲלֹא הַנֶּפֶשׁ יְקָרָה מֵאֹכֶל וּבְשַׂר אִישׁ מִכְּסוּתוֹ׃
28061a0151	הַבִּיטוּ אֶל־עוֹף הַשָּׁמָיִם לֹא יִזְרְעוּ לֹא יִקְצְרוּ וְלֹא יַאַסְפוּ לִמְגוּרוֹת וַאֲבִיכֶם בַּשָּׁמַיִם מְכַלְכֵּל אֹתָם וְאַתֶּם הֲלֹא נַעֲלֵיתֶם יֶתֶר הַרְבֵּה עֲלֵיהֶם׃
28061b0082	וּמִי הוּא הֶחָרֵד מִכֶּם יוּכַל לְהוֹסִיף עַל־קוֹמָתוֹ גֹּמֶד אֶחָד׃
28061c00ea	וְלָמָּה תִדְאֲגוּ לִכְסוּת הִתְבּוֹנְנוּ אֶל־שׁוֹשַׁנֵּי הַשָּׂדֶה אֵיכָה יַעֲלוּ יָצִיצוּ וְלֹא יִיגְעוּן וְלֹא יִטְווּן׃
28061d009c	וַאֲנִי אֹמֵר לָכֶם גַּם־שְׁלֹמֹה בְּכָל־הֲדָרוֹ לֹא־הָיָה לָבוּשׁ כְּאַחַת מֵהֶן׃
28061e0108	וְאִם־כָּכָה יַעֲטֶה אֱלֹהִים אֶת־עֵשֶׂב הַשָּׂדֶה אֲשֶׁר יָצִיץ הַיּוֹם וּלְמָחֳרָתוֹ יֻתַּן בְּתַנּוּר אַף כִּי־אֶתְכֶם קְטַנֵּי אֱמֻנָה׃
28061f0092	לָכֵן אַל־תֶּחֶרְדוּ לֵאמֹר מַה־נֹּאכַל וּמַה־נִּשְׁתֶּה אוֹ מַה־נִּלְבָּשׁ׃
28062000c0	כִּי כָל־אֵלֶּה מְבַקְשִׁים הַגּוֹיִם וַאֲבִיכֶם בַּשָּׁמַיִם יֹדֵעַ כִּי אֵלֶּה מַחְסֹרֵיכֶם הֵמָּה׃
28062100dd	אַךְ בַּקְּשׁוּ רִאשֹׁנָה מַלְכוּת אֱלֹהִים וְצִדְקָתוֹ וְכָל־הַחֲפָצִים הָהֵם יִנָּתְנוּ לָכֶם מַתָּנוֹת נוֹסָפוֹת׃
28062200a4	לָכֵן אַל־תִּדְאֲגוּ לְיוֹם מָחָר יוֹם מָחָר יִדְאַג לְעַצְמוֹ דַּי לַיּוֹם בְּצָרָתוֹ׃
2807010041	לֹא תִשְׁפְּטוּ וְלֹא תִשָּׁפֵטוּ׃
28070200dd	כִּי בַמִּשְׁפָּט אֲשֶׁר תִּשְׁפֹּטוּ תִּשָּׁפְטוּ גַם־אַתֶּם וּבַמִּדָּה אֲשֶׁר תָּמֹדּוּ יִמַּד לָכֶם גַּם־אַתֶּם׃
28070300c4	וְלָמָּה תַבִּיט אֶל־שְׁבָבִים אֲשֶׁר בְּעֵין אָחִיךָ וְלֹא תָשֶׁת־לֵב אֶל־הַקּוֹרָה אֲשֶׁר בְּעֵינֶךָ׃
28070400ae	אוֹ אֵיךְ תֹּאמַר לְאָחִיךָ הֶרֶף וְאָסִירָה שְׁבָבִים מֵעֵינֶךָ וְהִנֵּה קוֹרָה בְּעֵינֶךָ׃
28070500cc	הָסֵר חָנֵף רִאשֹׁנָה אֶת־הַקּוֹרָה מֵעֵינֶךָ וְאַחֲרֵי כֵן רָאֹה תִרְאֶה לְהָסִיר שְׁבָבִים מֵעֵין אָחִיךָ׃
28070600ec	לֹא תִתְּנוּ הַקֹּדֶשׁ לַכְּלָבִים וְאֶת־פְּנִינֵיכֶם לַחֲזִירִים פֶּן־יִרְמְסוּם בְּרַגְלֵיהֶם וְשָׁבוּ וְטָרְפוּ אֶתְכֶם׃
280707008d	שַׁאֲלוּ וְיִנָּתֵן לָכֶם דִּרְשׁוּ וְתִמְצָאוּ דִּפְקוּ וְיִפָּתַח לָכֶם׃
2807080087	כִּי כָּל־הַשֹּׁאֵל יִקַּח וְהַדֹּרֵשׁ יִמְצָא וְהַדֹּפֵק יִפָּתַח לוֹ׃
2807090094	כִּי מִי אִישׁ מִכֶּם אֲשֶׁר בְּנוֹ שָׁאַל מִמֶּנּוּ לָחֶם וַיִּתֵּן־לוֹ אָבֶן׃
28070a0052	אוֹ אִם־בִּקֵּשׁ דָּג וַיִּתֵּן־לוֹ נָחָשׁ׃
28070b00f1	וְאַף כִּי רָעִים אַתֶּם תֵּדְעוּן לָתֵת מַתָּנוֹת טֹבוֹת לִבְנֵיכֶם אַף כִּי־אֲבִיכֶם שֶׁבַּשָּׁמַיִם יִתֶּן־טוֹב לְדֹרְשָׁיו׃
28070c00f8	לָכֵן כֹּל אֲשֶׁר תַּחְפְּצוּ שֶׁיַּעֲשׂוּן לָכֶם אֲנָשִׁים עֲשׂוּ לָהֶם כְּמוֹ־כֵן גַּם־אַתֶּם כִּי זֹאת הַתּוֹרָה וְהַנְּבִיאִים׃
28070d00ef	בֹּאוּ בַשַּׁעַר הַצָּר כִּי רָחָב הַשַּׁעַר וְהַדֶּרֶךְ רְחָבָה הַמּוֹלִיכָה אֶל־הָאֲבָדּוֹן וְרַבִּים הֵם הַבָּאִים שָׁמָּה׃
28070e00c3	וּמַה־צַּר הַשַּׁעַר וְהַדֶּרֶךְ מַה־צָּרָה הַמּוֹלִיכָה אֶל־הַחַיִּים וּמֹצְאֶיהָ מְתֵי מִסְפָּר הֵם׃
28070f00b8	הִשָּׁמְרוּ לָכֶם מִנְּבִיאֵי שָׁקֶר הַבָּאִים לִפְנֵיכֶם בְּעוֹר כְּבָשִׂים וְהֵם זְאֵבֵי טָרֶף׃
28071000a8	בְּפִרְיָם תַּכִּירוּ אֹתָם הֲיִבְצְרוּ עֲנָבִים מֵעַקְרַבִּים אוֹ תְאֵנִים מִצְּנִינִם׃
2807110083	כֵּן כָּל־עֵץ טוֹב יַעֲשֶׂה פְרִי טוֹב וְעֵץ נִשְׁחָת פְּרִי מָשְׁחָת׃
28071200b1	עֵץ טוֹב לֹא־יוּכַל לַעֲשׂוֹת פְּרִי מָשְׁחָת וְעֵץ נִשְׁחָת לֹא־יוּכַל לַעֲשׂוֹת פְּרִי טוֹב׃
280713008a	וְכָל־עֵץ בִּלְתִּי עֹשֶׂה פְרִי טוֹב יִגָּדַע וְיֻתַּן לְמַאֲכֹלֶת אֵשׁ׃
2807140047	עַל־כֵּן בְּפִרְיָם תַּכִּירוּ אֹתָם׃
28071500d9	לֹא כָל־הַקֹּרֵא לִי אָדוֹן אָדוֹן יָבֹא לְמַלְכוּת הַשָּׁמָיִם כִּי אִם־הָעֹשֶׂה רְצוֹן אָבִי אֲשֶׁר בַּשָּׁמָיִם׃
2807160131	וְהָיָה בַּיּוֹם הַהוּא יֹאמְרוּ אֵלַי רַבִּים אֲדֹנִי אֲדֹנִי הֲלֹא בְשִׁמְךָ נִבֵּאנוּ בְּשִׁמְךָ גֵּרַשְׁנוּ שֵׁדִים וּבְשִׁמְךָ עָשִׂינוּ נִפְלָאוֹת רַבּוֹת׃
28071700a2	אָז כֹּה אַגִּיד לָהֶמלֹא יָדַעְתִּי אֶתְכֶם מֵעוֹדִי סוּרוּ מִמֶּנִּי פֹּעֲלֵי אָוֵן׃
28071800d7	לָכֵן כָּל־הַשֹּׁמֵעַ לִדְבָרַי אֵלֶּה וְעֹשֶׂה אֹתָם אֶעֶרְכֶנּוּ לַחֲכַם־לֵב אֲשֶׁר בָּנָה בֵיתוֹ עַל־הַסָּלַע׃
2807190108	הַגֶּשֶׁם נִתַּךְ אַרְצָה נַחֲלֵי מַיִם יִשְׁטֹפוּ וְרוּחַ גְּדוֹלָה בָּאָה וַיִּפְגְּעוּ בַבַּיִת הַהוּא וְלֹא נָפַל כִּי יֻסַּד בַּסָּלַע׃
28071a00cd	וְכָל־הַשֹּׁמֵעַ לִדְבָרַי אֵלֶּה וְלֹא יַעֲשֶׂה אֹתָם נִמְשַׁל לַחֲסַר־לֵב אֲשֶׁר בָּנָה בֵיתוֹ עַל־הַחוֹל׃
28071b0111	הַגֶּשֶׁם נִתַּךְ אַרְצָה נַחֲלֵי מַיִם יִשְׁטֹפוּ וְרוּחַ גְּדוֹלָה בָּאָה וַיִּפְגְּעוּ בַבַּיִת הַהוּא וַיִּפֹּל וַיְהִי לְמַפֵּלָה גְדוֹלָה׃
28071c00b2	וַיְהִי כְּכַלּוֹת יֵשׁוּעַ אֶת־הַדְּבָרִים הָאֵלֶּה וַיִּתְמְהוּ הֲמוֹן הָעָם עַל־תּוֹרָתוֹ׃
28071d0083	כִּי הָיָה מוֹרֶה אֹתָם כְּהוֹרֹת אִישׁ־שִׁלְטוֹן וְלֹא כַסּוֹפְרִים׃
2808010066	וַיֵּרֶד מִן־הָהָר וַהֲמוֹן עַם רָב הֹלְכִים אַחֲרָיו׃
28080200c5	וְהִנֵּה אִישׁ מְצֹרָע בָּא וַיִּשְׁתַּחוּ־לוֹ לֵאמֹר אֲדֹנִי אִם־חָפֵץ אַתָּה הֲלֹא תוּכַל לְטַהֲרֵנִי׃
28080300d0	וַיּוֹשֶׁט אֶת־יָדוֹ וַיִּגַּע־בּוֹ יֵשׁוּעַ וַיֹּאמַר חָפֵץ אֲנִי וּטְהָר וַיִּטְהַר מִצָּרַעְתּוֹ כְּרָגַע׃
280804011d	וַיֹּאמֶר אֵלָיו יֵשׁוּעַ רְאֵה אַל־תַּגֵּד לְאִישׁ רַק לֵךְ וְהֵרָאֵה לְעֵינֵי הַכֹּהֵן וְהַקְרֵב אֶת־הַקָּרְבָּן אֲשֶׁר צִוָּה מֹשֶׁה לְעֵדוּת לָהֶם׃
28080500c5	וְכַאֲשֶׁר בָּא יֵשׁוּעַ אֶל־כְּפַר־נַחוּם וַיִּגַּשׁ אֵלָיו שַׂר־מֵאָה אֶחָד וַיִּתְחַנֶּן־לוֹ לֵאמֹר׃
280806009e	אֲדֹנִי הִנֵּה נַעֲרִי נָפַל לְמִשְׁכָּב בְּבֵיתִי נְכֵה־עֲצָמוֹת וּמְעֻנֶּה מְאֹד׃
280807005f	וַיֹּאמֶר אֵלָיו יֵשׁוּעַ הִנְנִי בָא וּרְפָאתִיו׃
28080800fe	וַיַּעַן שַׂר־הַמֵּאָה וַיֹּאמַר אֲדֹנִי נְקַלֹּתִי מִזֹּאת כִּי אַתָּה תָבֹא בְצֵל קֹרָתִי אַךְ רַק דַּבְּרָה דָּבָר וְהַנַּעַר יֶחִי׃
