0100000008	Génesis
010b020067	Al salir hacia el oriente, encontraron una llanura en la región de Sinar, y se quedaron a vivir allí.
010b0300a5	Un día decidieron hacer ladrillos y cocerlos en el fuego. De ese modo usaron los ladrillos en lugar de piedras. Además, emplearon el alquitrán en lugar de mezcla.
010b0400a6	Después dijeron: «Construyamos una ciudad con una torre altísima, que toque el cielo. Así nos haremos muy famosos y no tendremos que vivir por siempre errantes».
010b05004e	Entonces el Señor bajó para ver la ciudad y la torre que estaban edificando,
010b0600dd	y pensó: «Esto lo pueden hacer porque forman un solo pueblo y hablan el mismo idioma. Esa torre es sólo la primera de muchas otras obras que harán. ¡Todo lo que se propongan hacer lo harán y nadie podrá detenerlos!
010b07005a	Vamos, descendamos y hagamos que hablen diversos idiomas, para que no puedan entenderse».
010b080070	Así, pues, Dios los esparció por toda la tierra, lo que impidió que terminaran la construcción de la ciudad.
010b0900a1	Por esta razón la ciudad se llamó Babel, porque fue allí donde Dios los confundió haciendo que hablaran diversos idiomas, y los esparció por toda la tierra.
010b0a009d	La siguiente es la lista de los descendientes de Sem: Dos años después del diluvio, cuando Sem cumplió los cien años, tuvo un hijo al que llamó Arfaxad.
010b0b005c	Después de que Arfaxad nació, Sem vivió quinientos años más, y tuvo más hijos e hijas.
010b0c0044	Arfaxad tenía treinta y cinco años cuando le nació su hijo Selaj.
010b0d0066	Después de que Selaj nació, Arfaxad vivió cuatrocientos tres años más, y tuvo más hijos e hijas.
010b0e003a	Selaj tenía treinta años cuando le nació su hijo Éber.
010b0f0064	Después de que Éber nació, Selaj vivió cuatrocientos tres años más, y tuvo más hijos e hijas.
010b100044	Éber tenía treinta y cuatro años cuando le nació su hijo Péleg.
010b110068	Después de que Péleg nació, Éber vivió cuatrocientos treinta años más, y tuvo más hijos e hijas.
010b12003a	Péleg tenía treinta años cuando le nació su hijo Reú.
010b130062	Después de que Reú nació, Péleg vivió doscientos nueve años más, y tuvo más hijos e hijas.
010b14003f	Reú tenía treinta y dos años cuando le nació su hijo Serug.
010b150061	Después de que Serug nació, Reú vivió doscientos siete años más, y tuvo más hijos e hijas.
010b16003a	Serug tenía treinta años cuando le nació su hijo Najor.
010b17005c	Después de que Najor nació, Serug vivió doscientos años más, y tuvo más hijos e hijas.
010b18003f	Najor tenía veintinueve años cuando le nació su hijo Téraj.
010b190064	Después de que Téraj nació, Najor vivió ciento diecinueve años más, y tuvo más hijos e hijas.
010b1a0053	A sus setenta años, a Téraj ya le habían nacido sus hijos Abram, Najor y Jarán.
010b1b007c	La siguiente es la lista de los descendientes de Téraj, el padre de Abram, Najor y Jarán. Jarán, que fue el padre de Lot,
010b1c007a	murió en el mismo lugar en el que había nacido, es decir, en Ur de los caldeos. Jarán murió antes que su padre Téraj.
010b1d0061	Abram se casó con Saray, y Najor se casó con Milca. Esta era hija de Jarán y hermana de Iscá.
010b1e002f	Saray no podía tener hijos, pues era estéril.
010b1f00ee	Un día Téraj decidió salir de Ur de los caldeos para irse a vivir al país de Canaán. Se llevó consigo a su hijo Abram, a su nieto Lot y a su nuera Saray. Pero cuando llegaron a la ciudad de Jarán, se quedaron viviendo en ese lugar.
010b200056	Fue allí en Jarán donde murió Téraj, cuando tenía doscientos cinco años de edad.
010c01007c	El Señor le dijo a Abram: «Deja tu tierra, tus familiares y la casa de tu padre, y vete a la región que te voy a mostrar.
010c02008e	Te voy a convertir en una nación muy grande; te voy a bendecir, y te haré un hombre muy famoso. ¡Serás de bendición para muchas personas!
010c03009b	A los que te bendigan, yo los bendeciré; pero a quienes te maldigan, yo los maldeciré. ¡Por medio de ti, yo bendeciré a todos los pueblos del mundo!».
010c040094	Tal como el Señor se lo había ordenado, Abram salió de Jarán, y con él también se fue Lot. En aquel tiempo Abram tenía setenta y cinco años.
010c0500d3	Cuando Abram salió hacia la región de Canaán se llevó a su esposa Saray, a su sobrino Lot y a toda la gente que había comprado en Jarán. También se llevó todas las cosas y animales que había conseguido.
010c0600b3	Abram atravesó toda la región de Canaán hasta que llegó a Siquén, donde está la encina sagrada de Moré. En ese tiempo, los cananeos eran los que vivían en aquella región.
010c0700c6	El Señor se le apareció allí a Abram y le dijo: «Esta tierra se la voy a dar a tus descendientes». Entonces Abram construyó un altar para adorar al Señor, porque se le había aparecido allí.
010c0800da	Después, Abram salió de aquel lugar y viajó hacia el sur, a la región montañosa que queda entre Betel por el oeste y Hai por el este. Allí estableció su campamento e hizo un altar al Señor, e invocó su nombre.
010c090079	Luego, Abram continuó su viaje hacia el sur, deteniéndose en varios lugares, hasta que llegó a la región del Néguev.
010c0a005b	En ese tiempo hubo mucha hambre en aquella región; así que Abram se fue a vivir a Egipto.
010c0b0065	Cuando ya estaban cerca de Egipto, Abram le dijo a su esposa Saray: «¡Eres una mujer muy hermosa, y
010c0c005e	tan pronto te vean los egipcios y sepan que eres mi esposa, me matarán para quedarse contigo!
010c0d0078	Pero si dices que eres mi hermana, los egipcios me tratarán bien debido a su interés por ti, y me dejarán con vida».
010c0e004c	Y así fue. Cuando llegaron a Egipto, todos hablaban de la belleza de Saray.
010c0f00a3	Los funcionarios del faraón también la vieron. Entonces fueron y le contaron al faraón que aquella mujer era muy hermosa. Luego, la llevaron a vivir al palacio.
010c10008d	Para congraciarse con Saray, el faraón trató muy bien a Abram y le regaló ovejas, vacas, esclavos y esclavas, burros y burras, y camellos.
010c110081	Pero, debido a que el faraón llevó a Saray a su palacio, el Señor lo castigó a él y a su familia con terribles enfermedades.
010c120088	Entonces el faraón mandó a llamar a Abram, y le dijo: «¿Por qué me has hecho esto? ¿Por qué no me dijiste que Saray es tu esposa?
010c130069	Casi la tomo como esposa, confiado en que dijiste que era tu hermana. ¡Aquí está! ¡Tómala y vete!».
010c140077	Luego, el faraón ordenó a sus servidores que sacaran de Egipto a Abram y a su esposa, junto con todas sus posesiones.
010d01007a	Cuando Abram salió de Egipto con su esposa, con Lot y con todas sus posesiones, se dirigió hacia la región del Néguev.
010d02003a	Abram era muy rico, pues tenía oro, plata y mucho ganado.
010d03009e	Desde el Néguev, Abram avanzó lentamente hasta llegar a Betel. Una vez allí, se dirigió al lugar donde había acampado antes, es decir, entre Betel y Hai.
010d040056	En ese mismo lugar Abram había construido un altar para invocar el nombre del Señor.
010d050046	También Lot, que iba con Abram, tenía muchas ovejas, vacas y carpas.
010d060069	De modo que ya no podían vivir juntos, pues el campo no era suficiente para alimentar a tantos animales.
010d0700cb	Por eso, había muchas peleas entre los pastores que cuidaban los rebaños de Abram y los que cuidaban los rebaños de Lot. En ese tiempo, los cananeos y los ferezeos todavía vivían en aquella región.
010d0800a9	Así que un día Abram le dijo a Lot: «Recuerda que tú y yo somos parientes, de modo que no es bueno que haya peleas entre nosotros, ni entre tus pastores y los míos.
010d0900f9	Mira, ahí tienes una gran extensión de tierra. Escoge dónde quieres irte a vivir. Si te vas a la región que está a la izquierda, entonces yo me iré a la que está a la derecha; pero si te vas a la derecha, entonces yo me iré a la izquierda».
010d0a011e	Lot contempló toda la extensa llanura del Jordán, y vio que toda esa región, hasta Zoar, era muy buena para la agricultura, pues tenía mucha agua. Era como el jardín del Señor o como la tierra de Egipto. Así era esa región antes de que el Señor destruyera a Sodoma y a Gomorra.
010d0b009c	De modo que Lot escogió la región que estaba al oriente, es decir, la llanura del Jordán, y se fue a vivir allá. Fue así como Abram y Lot se separaron.
010d0c007d	Abram se quedó viviendo en Canaán, mientras que Lot habitó entre las ciudades de la llanura, cerca de la ciudad de Sodoma.
010d0d0062	Los habitantes de Sodoma eran muy perversos y ofendían mucho al Señor con sus horribles pecados.
010d0e00d5	Después de que Lot se fue, el Señor le dijo a Abram: «Mira toda la tierra que tienes a tu alrededor por el norte, el sur, el oriente y el occidente. Toda esa tierra será para ti y para todos tus descendientes.
010d1000ad	Además, tu descendencia será tan numerosa como el polvo de la tierra. De modo que sólo quien sea capaz de contar el polvo de la tierra, podrá contar a tus descendientes.
010d11006a	Ahora, pues, levántate y recorre toda esa región, a lo largo y a lo ancho, porque te la voy a regalar».
010d120089	Así que Abram se fue a vivir junto al bosque de encinas de Mamré, que queda cerca de Hebrón. Allí construyó un altar para el Señor.
010e010086	En esa época, Amrafel era el rey de Sinar, Arioc era el rey de Elasar, Quedorlaómer era el rey de Elam, y Tidal era el rey de Goyim.
010e0200c4	Estos reyes se unieron para ir a pelear contra los reyes Bera de Sodoma, Birsá de Gomorra, Sinab de Admá, Semeber de Zeboyín, y contra el rey de Bela, que es el mismo pueblo conocido como Zoar.
010e03006c	Estos cinco últimos reyes reunieron sus ejércitos en el valle de Sidín, que es donde está el Mar Muerto.
010e040080	Durante doce años habían estado sometidos al rey Quedorlaómer, pero en el año decimotercero decidieron rebelarse contra él.
010e050113	Por eso, al año siguiente, el rey Quedorlaómer y los otros reyes que lo apoyaban fueron a la región de Astarot Carnayin y derrotaron a los refaítas. Luego fueron a Jam y derrotaron a los zuzitas; después fueron a la región de Save Quiriatayin y derrotaron a los emitas.
010e06008e	Por último, pasaron a las montañas de Seír y derrotaron a los horeos, a quienes persiguieron hasta El Parán, que está cerca del desierto.
010e0700e0	Ya de regreso, Quedorlaómer y sus compañeros fueron a Enmispat, que también se conoce como Cades. Derrotaron a los amalecitas y conquistaron su territorio; también derrotaron a los amorreos que vivían en Jazezón Tamar.
010e08011c	Entonces los reyes de Sodoma, Gomorra, Admá Zeboyín y Bela, que es Zoar, fueron al valle de Sidín para pelear contra Quedorlaómer, rey de Elam, y sus aliados, es decir: Tidal, rey de Goyim, Amrafel, rey de Sinar, y Arioc, rey de Elasar. De modo que eran cinco reyes contra cuatro.
010e0a00e7	Los reyes de Sodoma y Gomorra, al verse derrotados, intentaron huir junto con sus ejércitos, pero cayeron en los pozos de alquitrán que había en el valle de Sidín. Los que lograron salir de allí, se escondieron en la montaña.
010e0b00bf	Los que ganaron la batalla fueron a las ciudades de Sodoma y Gomorra se llevaron todos los alimentos y artículos de valor que había en ellas. Después emprendieron el regreso a sus países.
010e0c0067	Como Lot, el sobrino de Abram, vivía en Sodoma, también se lo llevaron, junto con todo lo que tenía.
010e0d010f	Uno de los hombres que logró escapar fue hasta donde estaba Abram, el hebreo, y le contó todo lo que había sucedido. Abram estaba viviendo junto al bosque de encinas que pertenecía a Mamré, el amorreo. Mamré era hermano de Escol y de Aner, que eran amigos de Abram.
010e0e00f6	Cuando Abram oyó que a Lot se lo habían llevado preso, reunió a todos los trescientos dieciocho criados que habían nacido en su casa. Luego, con ellos, salió a perseguir a los que se habían llevado a Lot, y los alcanzó en la ciudad de Dan.
010e0f007b	Esperó hasta la noche y los atacó por sorpresa, los derrotó y los persiguió hasta Hobá, que queda al norte de Damasco.
010e1000d8	De modo que Abram pudo recuperar todas las cosas que esos hombres se habían robado. También logró liberar a su sobrino Lot y sus posesiones, a las mujeres y a todas las demás personas que habían sido capturadas.
