2800000005	Macho
2805180083	wo chinɛ nya yo le mbebe kitana ki kintanyɛ le, wo gɛɛŋ bena wu ya bɛŋ tu jwe wu mumwaa, fɛ wo kaasɛ wo to wo nya nnya yo.
28051900cc	Muh nɛ jo lo wo wu gɛɛne bɛ wo yeh yi nsa le, wo moŋ bena wu yaŋsɛ bɛŋ seesɛ baaŋ a je, fɛ wu nya wo chiaaŋ yi muh wù sage bansa le, wu feese wo chiaaŋ yi nchi le ba faa wo yeh yi ncha le.
28051a006d	Nsɛŋe wo nchiɛɛŋ lɛ gɛ taŋlo wo bu yu njɛ wo mɛsɛ wo laŋɛ finini fichii fì ba goone sɛŋ gɛ.
28051b0042	Bɛŋ gɛ̀ yu wa ba duu lɛ, ‘Keefɛ wo jâŋ kwɛ muh gɛ!’
28051c0089	Geenɛ njɛme bɛŋ le lɛ, muh wuchii wù jiiŋe kwɛse wù kɛme ŋkwajɛ wu kinjaŋ fɛ wu le, tu wu le wu jaŋ wa wu fɛ fitele le.
28051d00bb	Nɛ jise chuŋ chì nchiɛɛŋ gee wo gee kimbefɛ, wo bvusɛ jise chiyu wo noŋ. Fi joŋe lɛ wo lɛsɛ kimbe kuŋ ki ye kimimia, fede fɛ ba ge ba noŋ ye yo yichii ŋgu wù baaŋ le.
28051e00b3	Kibo kuŋ kinchiɛɛŋ nɛ gee tɛ wo gee kimbefɛ, wo suunɛ kibo kiyu wo noŋ. Fi joŋe lɛ wo lɛsɛ kimbe kuŋ ki ye kimimia, fede fɛ ye yo yichii gɛɛŋ ŋgu wù baaŋ le.
28051f009a	Ba gɛ̀ jɛmɛ tɛ lɛ, ‘Nɛ muh kuŋ lo bɛ kwɛɛ, tu wù kɛme ki wu sâŋ ŋwa wu nya kwɛse wuyu le, wù duunyi lɛ gɛ wu baaŋ kwɛɛ gɛ.’
28052000ed	Geenɛ njɛme bɛŋ le lɛ, muh kuŋ lo bɛ kwɛɛ, nyume gɛ lɛ kwɛse wuyu le wu ge kinjaŋ gɛ, tu wu le wu ge lɛ wu gɛɛŋ wu tu kwɛse wu kinjikuu. Muh jo kwɛse wù bu a jwɛŋsɛ yeh wu gɛɛ a wu yeh, tu wu le wu jo kwɛ muh.
28052100e5	Bɛŋ gɛ̀ yu wa tɛ no ba gɛ̀ jɛme bamii ba fweele le lɛ, ‘Sege wo jɛmɛ fiɛɛ wo kaŋ, keefɛ wo nyume njɛ wo ge fi sɛŋ gɛ. Wo kɛme ki wo gê fiɛɛ fì wo le wo jɛmɛ wo kaŋ a Tada fwe lɛ wo lé wo gê.’
280522008e	Geenɛ, njɛme bɛŋ le lɛ, keefɛ muh doo wu jɛme fiɛɛ wu kaŋ lo gɛ. Keefɛ wo kâŋ a jee chi fɛwe le gɛ, nje fɛwe le kala wu Nyo.
280523009a	Keefɛ wo kâŋ nshɛŋ gɛ, nje nshɛŋ le kitege ki bikaa bi Nyo. Keefɛ wo kâŋ Yɛlusalɛm gɛ, nje Yɛlusalɛm le kilaantɛŋ ki Nfoŋ wù baaŋ.
2805240069	Keefɛ wo kaŋ kikwɛɛ kuŋ gɛ, nje gɛ wo taŋlo wo fɛ yvu yimimia yi tu chibvuu kɛnɛ yi yiide gɛ.
28052500af	Muh nɛ le wu bɛɛŋ fiɛɛ lɛ ‘Ɛɛŋ’, fi kojɛ noo. Wu tuŋ lɛ, ‘Aay’, fi kojɛ noo. Nɛ wu ka tale lo fiɛɛ fo, tu fiɛɛ fiyu ja fɛ muh wu kimbefɛ wɛɛ le.
2805260087	Bɛŋ gɛ̀ yu wa tɛ lɛ ba gɛ̀ jɛmɛ lɛ, ‘Nɛ muh bvuse jise chi muh, ba bvusɛ tɛ che. Muh baa kige ki muh, ba baa tɛ ke.’
28052700a5	Geenɛ, njɛme bɛŋ le lɛ, keefɛ muh nyîide fiɛɛ bɛ muh wù befe gɛ. Nɛ muh le wu suŋ kinlaŋɛ kuŋ kinchiɛɛŋ, wo kaasɛ kiŋkoŋo wu mɛsɛ wu suŋ.
2805280051	Muh some wo lɛ wu fi kikuŋ kuŋ kì antɛŋ, wo mɛsɛ wo nya mo kì akfuuŋ.
280529005f	Muh kane wo lɛ wo jiɛnyɛ wo gɛɛŋ ma wu mumwaa, wo jiɛnyɛ wo bu mo bama bafɛɛ bena wu.
28052a0062	Muh lɛgɛ fiɛɛ a wo le, wo nya wu yu. Muh foo fiɛɛ a wo le, keefɛ wo fâŋ ki wo nyâ gɛ.
28052b0071	Bɛŋ gɛ̀ yu wa lɛ ba gɛ̀ jɛmɛ lɛ, ‘Wo kôŋe muh wù le mbebe yo le wo bâne muh wo wu kimbanɛ.’
28052c0078	Geenɛ, ntu njɛme bɛŋ le lɛ, bɛŋ kôŋe bamii bena ba kimbanɛ, bɛŋ bûune fɛ ba boone bikaa a bɛŋ jiŋ le.
28052d00d1	Noo, bɛŋ mo bɛŋ nyu booŋ ba Chiji wene wù le fɛwe. Le wu wù gee juu saane fɛ bamii ba befe le mo fɛ ba joŋe le. Wu gee tɛ jaŋ too fɛ bamii ba gee mwɛɛ mù chaaŋ le, mo fɛ bamii ba befe le.
28052e008a	Bɛŋ kwaji lɛ bɛŋ nɛ koŋe gɛh nyu bamii ba koŋe bɛŋ, maajɛ wuyu nyume la fɛ bɛŋ le? Gɛ bamii ba koode ŋwa gee tɛ noo gɛ?
28052f00a5	Bɛŋ nɛ yɛɛse gɛh nyu booŋ ba bwee bena le, tu fiɛɛ fì bɛŋ gee fì bamii bamu gee gɛ le la? Gɛ bamii ba befe gee gɛh yɛɛŋyɛɛŋ no bɛŋ gee gɛ?
2805300080	Fi mo fi nyu lɛ bɛŋ kɛme ki bɛŋ jôŋe bɛŋ gɛɛne bɛŋ mɛɛse no Chiji wene wu fɛwe joŋe wu gɛɛne wu mɛɛse.”
28060100b8	“Bɛŋ yɛ̂ne lɛ keefɛ bɛŋ doo bɛŋ gee mwɛɛ mù njoŋe, bɛŋ gêe a bamii fwe ki bo yɛ̂ne gɛ. Nɛ bɛŋ gee noo, chiji wene wù le fɛwe gɛ ka wu mâajɛ bɛŋ gɛ.
28060200ef	Noo, sege wo nyaa fiɛɛ muh wù fuude le, keefɛ wo mo wo tôŋe soŋ njɛ bamii ba jɛme yeye bo gee yeye to bo gee yéh yi buunɛ le mo jé le, lɛ bamii shânɛ bo gɛ. Nsɛŋe bɛŋ nchiɛɛŋ lɛ bo le bo kɛmɛ wa maajɛ wuboo.
2806030079	Geenɛ, sege wo nyaa fiɛɛ muh wù fuude le, keefɛ wo gê kibo kuŋ kiŋkoŋo kɛɛ fiɛɛ fì kinchiɛɛŋ gee gɛ.
2806040065	Noo, nnya yo nyû nyilɛ le, Chijo wù yɛde mwɛɛ mu ba gee nyilɛ le, lé wu gê wu maajɛ wo.
2806050100	Sege bɛŋ buune, keefɛ bɛŋ gêe njɛ no bamii ba jɛme yeye bo gee yeye to bo gee gɛ. Bo to bo koŋe ki bo lɛme yéh yi buunɛ le, mo ntasɛ yi jé le bo buune, lɛ bamii yɛ̂ne bo le. Nsɛŋe bɛŋ nchiɛɛŋ lɛ bo le bo kɛmɛ wa maajɛ wuboo.
28060600b8	Geenɛ sege wo goone ki wo bûunɛ, wo lee wo gɛɛŋ yeh, wo faa kimbuŋ fɛ wo buune fɛ Chijo wù le nyilɛ le. Chijo wù yɛde mwɛɛ mù ba gee nyilɛ le, lé wu mâajɛ wo.
28060700ae	Bɛŋ doo bɛŋ buune, keefɛ bɛŋ shê bɛŋ laane njɛ no bamii ba maa Nyo to bo gee gɛ. Bo gee noo bo kwaji lɛ ba le ba yu buunɛ chiboo nje jɛ́ yì bo jɛme wesee.
2806080072	Keefɛ bɛŋ nyûme njɛ no bo le gɛ. Bɛŋ kêe lɛ Chiji wene kee wa fiɛɛ fì bɛŋ goone fɛ bɛŋ biide.
2806090062	Le nɛ no taŋlo bɛŋ bûune: ‘Chiji wese wù le fɛwe, gêe lɛ bamii ŋgvûune jee chuŋ,
28060a0064	wo gê lɛ bvunfoŋ bwuŋ to, wo gê fiɛɛ fì wo goone fɛkuu fɛnɛ fi nyûme no fi le fɛwe.
28060b0025	Nya bee bɛ mwɛɛ munjile mu abɛŋ.
28060c0057	Lɛɛshɛ bimbefɛ biɛsa, no bee tɛ lɛɛshi bimbefɛ bì bamii bamu gee fɛ bee le.
28060d00c3	Keefɛ wo chînɛ bee lee moŋ wù ya bee le gɛ. Fi bee chiaaŋ yi muh wu kimbefɛ wɛɛ le.’[Bvunfoŋ le bwuŋ, bvuŋga nyu bwuŋ, bvukugɛ nyu bwuŋ segechii bvu kage gɛ. Fi nyûme noo.]
28060e007a	Bɛŋ kêe lɛ nɛ bɛŋ lɛɛshi bimbefɛ bi bamii bamu gee fɛ bɛŋ le, Chiji wene wù le fɛwe lɛɛshɛ tɛ biɛna.
28060f0082	Geenɛ, nɛ bɛŋ le njɛ bɛŋ lɛɛshi bimbefɛ bì bamii bamu gee fɛ bɛŋ le sɛŋ, Chiji wene gɛ lɛɛshɛ tɛ biɛna gɛ.
28061000f6	Sege bɛŋ bane mwɛɛ munjile, keefɛ bɛŋ jîiŋe nɛ yulaa njɛ no bamii ba chiaase ye gee gɛ. Bo kusɛ manshi maboo lɛ segeyu, wu lɛ bamii yɛ̂ne lɛ bo banɛ mwɛɛ munjile. Nsɛŋe bɛŋ nchiɛɛŋ lɛ bo le bo kɛmɛ wa maajɛ wuboo.
2806110055	Geenɛ, sege wo banɛ mwɛɛ munjile, wo yefɛ kikwɛɛ kuŋ, wo chugɛ bvushi bwuŋ,
28061200b7	wu lɛ keefɛ bamii yɛ̂ne lɛ wo banɛ mwɛɛ munjile gɛ, le yɛde gɛh Chijo wù le nyilɛ le. Le Chijo wù yɛde mwɛɛ mù bamii gee nyilɛ le wu lé wu gê wu mâajɛ wo.
280613008a	Keefɛ bɛŋ gɛ̂ɛde nchvu yene fɛkuu fɛnɛ fɛ taŋlo shé kaaŋ, taŋlo tɛ ŋga koo, bachoŋ taŋlo bo ŋgode bo lee bo choŋ gɛ.
28061400a6	Bɛŋ gɛ̂ɛde nchvu yene nyu yi woŋ wù Nyo le, fɛ taŋlo shé gɛ kaaŋ gɛ, taŋlo tɛ ŋga gɛ koo gɛ, bachoŋ taŋlo tɛ bo gɛ ŋgode bo lee bo choŋ gɛ.
2806150044	Bɛŋ kêe lɛ fɛ muh gɛɛde nchvu ye fo le fɛ fitele fie le fo.
2806160068	Ajii a muh le kin'yesɛ yi ye ye le. Noo, ajii a wo nɛ yuude lo, tu ye yo yichii le yi yisɛ bɛ n'yuu.
280617008c	Geenɛ, ajii a wo nɛ jime lo, tu ye yo yichii le yi yisɛ bɛ kijibɛ. Nɛ n'yuu wu muh le wu ja wu tu kijibɛ, kijibɛ kiyu jime wa nɛɛ?
28061800dc	Gɛ nfwa taŋlo wu lɛ̂ne bachiji kikwɛɛ le bafɛɛ gɛ. Wu nɛ lɛne noo, wu bânɛ wumu, wu koŋe wumu, kɛnɛ wu yuge wumu le chuule wu jode wumu fɛkuu. Gɛ taŋlo bɛŋ lɛ̂ne Nyo le bɛŋ ka lɛne bige le gɛ.
2806190106	Noo, njɛme bɛŋ le lɛ keefɛ bɛŋ lûume kune kinche kena le laa bɛŋ lé bɛŋ jî la lɛ, kɛnɛ bɛŋ mu la lɛ, kɛnɛ kune ye yene laa bɛŋ lé bɛŋ gê bɛŋ jii la lɛ. Gɛ kiyo ki muh fede mwɛɛ munjile gɛ? Gɛ ye yi muh fede tɛ njú gɛ?
28061a00d9	Bɛŋ jîŋɛ bɛŋ yɛ̂ŋ no munyii mù fuune we le. Gɛ mu to mu boone gɛ, kɛnɛ mu gweji ŋgu mu banyi mu gɛɛde a basaŋkwa le gɛ. Geenɛ, Chiji wene wù le fɛwe nyaŋe gɛh mu. Gɛ bɛŋ yage munyii gɛ?
28061b0060	Le yɛɛŋ a bɛŋ ntɛnɛɛ wù fuuŋse, wù taŋlo wu bisɛ gɛh kife shige yi kinche ke le?
28061c008e	Bɛŋ luume kune njú nje la? Bɛŋ jîŋɛ bɛŋ yɛ̂ŋ no nfudɛ kuu kwa wù nyu. Gɛ nfudɛ to wu lɛne gɛ kɛnɛ wu shiŋe njú gɛ.
28061d0087	Geenɛ, nsɛŋe bɛŋ le lɛ gɛh Nfoŋ Salamoŋ bɛ bvukugɛ bvuchii bvù wu gɛ̀ kɛme gɛ̀ susɛ ye wu bu fɛ nfudɛ wumu le gɛ.
28061e00aa	Nyo nɛ suse agaaŋ a nchvuuŋ nɛ, agaaŋ a kuu abɛŋ, bu antaana ba fwɛɛ lo fɛtaŋ, tu gɛ taŋlo wu susɛ bɛŋ wu fe lo noo gɛ? O oo bamii ba mbɛmɛ wù shige!
28061f008a	Noo, keefɛ fi fûuŋse bɛŋ, bɛŋ dûu laa bɛŋ lé bɛŋ gê bɛŋ ji la lɛ, bɛŋ mu la lɛ, kɛnɛ lɛ bɛŋ jii la ye le lɛ.
28062000a6	Mwɛɛ munɛ munchii le mù bamii ba kee gɛ Nyo gɛ to bo gɛɛde bvufee yi mu le. Bɛŋ le fiena Chiji wene wù le fɛwe kee lɛ bɛŋ goone mwɛɛ munɛ munchii.
2806210099	Bɛŋ ya bɛŋ gɛ̂ɛ bvufee bwena nyu yi bvunfoŋ bvu Nyo le bɛ yi fiɛɛ fì le chaaŋ a wu jii le, wu mo wu nyaa tɛ mwɛɛ munɛ munchii bɛŋ le.
28062200b6	Fi mo fi nyu lɛ, keefɛ bɛŋ wɛ̂se kune fɛwɛge gɛ. Ba lé ba bû ba wɛse yi fiɛɛ fì fɛwɛge le, nyu fɛwɛge. Ŋgɛ wu yi juu le kooji gɛh yi juu chiyu chiɛɛ le.”
280701004d	“Keefɛ bɛŋ sâge gee chi bamii bamu gɛ, noo, Nyo gɛ sa tɛ chena gɛ.
28070200e1	Bɛŋ kêe lɛ je yì bɛŋ sage gee chi muh mu lɛ yu, le gɛh yi yì Nyo lé wu gê wu sa tɛ chena yu. Fiɛɛ fì muh fege fiɛɛ yo fɛ wu nya muh le, le gɛh fi fì Nyo lé wu gê wu fe yo fɛ wu nya mwɛdɛ le.
2807030073	Le nje la fì wo jiiŋe nyu sese chì le a mwa bwoo jii, geenɛ wo yɛde gɛ kikesɛ kì le a chuŋ jise le gɛ?
2807040096	Taŋlo wo ge nɛɛ fɛ wo du mwa bwoo le lɛ, ‘Gɛh lɛ̂ɛŋ mbvusɛ sese chi a wo jii’, geenɛ wo yɛde gɛ kikesɛ kì le a chuŋ jise le gɛ?
2807050091	Wo le muh wù chiaase ye! Ya bvusɛ kikesɛ kì le a chuŋ jise le fɛ wo yɛŋ sese chì le a jise chi mwa bwoo le chuule, wo mo wo bvûsɛ.
28070600d3	Keefɛ bɛŋ jô fiɛɛ fì Nyo bɛŋ nyâ bvú le gɛ. Nɛ bɛŋ ge noo, yi kaasɛ ye yi lumɛ lo bɛŋ. Keefɛ bɛŋ jô tɛ mbele bɛŋ nya munyuŋa le gɛ. Nɛ bɛŋ ge lo noo, mu jiɛnyɛ lo bɛ bikaa.
280707008f	Bɛŋ bîide, Nyo lé wu nyâ bɛŋ le. Bɛŋ ŋgôone, Nyo lé wu gê bɛŋ yɛŋ. Bɛŋ kûne kimbuŋ, Nyo lé wu gwênyɛ bɛŋ le.
28070800a6	Bɛŋ kêe lɛ muh wuchii wù biide, wu lé wu kɛ̂mɛ, muh wuchii wù goone, lé wu gê wu yɛŋ, muh wuchii wù kune kimbuŋ lé ba nyû ba gwenyɛ wu le.
2807090052	Le yɛɛŋ a bɛŋ ntɛnɛɛ wù mwa ye biide bvulɛɛŋ, wu nyâ wu nyu tɛdɛ?
28070a0029	Kɛnɛ wu biide biɛŋ, wu nya wu nyu yo?
28070b00b6	Nɛ bɛŋ bamii ba befe bɛŋ kee ki bɛŋ nyâ mwɛɛ mù njoŋe booŋ bena le, tu gɛ Chiji wene wù le fɛwe taŋlo wu nya mwɛɛ mù njoŋe bamii ba biide wu le fede noo gɛ?
28070c00df	Fi mo fi nyume lɛ, nɛ le la fì bɛŋ goone lɛ bamii gêe fɛ bɛŋ le, nyume fi, fì bɛŋ gêe tɛ fɛ bo le, nje finɛ fiɛɛ le fiɛɛ fichii fì Ŋwa wu banchi ba Musɛ mo Baŋwa ba bamii ba ntuŋ ba Nyo yɛyi.
28070d00b3	Bɛŋ lêe a kitaŋ le nyu fɛ jwe wù fasaa le, nje jwe wù buuu bɛ je yì chige gɛɛne nyu fɛ ba lé ba lɛ̂ɛshɛ lo nlɛɛshɛ le, bamii leese fɛ wu kwɛɛ le wesee.
28070e0088	Bɛŋ kêe lɛ jwe wu kitaŋ wù fasaa, bɛ je yì tɛɛme gɛɛne nyu fɛ kinche kì kage gɛ le. Bamii ba yɛde yi le bo le shige.
28070f00b5	Bɛŋ jôde kife bɛ bamii ba mbiane lɛ bo le bamii ba ntuŋ ba Nyo. Bo too fɛ bɛŋ le bo duunyi lɛ bo le shóŋ, geenɛ antɛŋ nyu bakfuula bo taŋlo bo yɛɛsɛ lo shóŋ.
28071000e3	Bɛŋ lé bɛŋ gê bɛŋ kɛɛ bo nyu yi gee chiboo le, gɛh yɛɛŋyɛɛŋ no ba to ba kee kite yi muntaŋ mù yune yi ki le. Taŋlo ba ke muntaŋ mu glɛb yi bifafɛ le, kɛnɛ ba ke muntaŋ mu fig yi kite ki mbíaŋ le?
280711007b	Fi nyu lɛ kite kì joŋe kichii to ki yune gɛh nyu muntaŋ mù njoŋe, kite kì befe yune gɛh nyu muntaŋ mù mbefe.
2807120076	Gɛ kite kì joŋe taŋlo ki yuŋ muntaŋ mù mbefe gɛ. Gɛ taŋlo tɛ kite kì befe yuŋ muntaŋ mù njoŋe gɛ.
280713004e	Kite kichii kì yune gɛ muntaŋ mù njoŋe gɛ le ba nyu ba gwo ba toŋ lo.
280714004b	Noo, bɛŋ lé bɛŋ kɛ̂ɛ bamii ba chimbiaŋ bayu nyu yi gee chiboo le.
28071500a6	Gɛ nyu muh wuchii wu tɛŋe mɛ lɛ, ‘Tada, Tada’, nyu wu lee fɛ bvunfoŋ bvù fɛwe le gɛ. Lé lêe gɛh muh wù gee fiɛɛ fì Chii wù le fɛwe goone.
2807160101	Lé tô nyu abvu bvu nsa wu fɛkimɛsɛ, bamii ba duude biide mɛne lɛ, ‘Tada, Tada, bee gɛ̀ teede gɛ̀ bantuŋ ba Nyo a jee chuŋ le, bee gɛ̀ bvuuse banchɛndaa ba debele yi bamii le a jee chuŋ le, bee ka gee biŋgha bi mwɛɛ a jee chuŋ le?’
2807170064	Mɛ mo ndu bo le lɛ, ‘Gɛ ŋkee bɛŋ gɛ. Bɛŋ ja lo a mɛ jii bamii ba gɛɛde nchi fɛkuu.’
2807180092	Noo, muh wuchii wù too wu yuge n'yɛyɛ waŋ, wu mo wu gee gɛh no wu duu, wu le gɛh njɛ muh wu bvufee wù gɛ̀ jonɛ yeh ye yi kimbaaŋ le.
2807190079	Jaŋ gwe, jóo yisɛ yi bu, fii fe yi chi yeh yiyu, geenɛ yi gɛ gwe gɛ, nje wu gɛ̀ jooŋ kichi kiyu yi kimbaaŋ le.
28071a0086	Geenɛ, muh wù yuge n'yɛyɛ waŋ wù gee gɛ no wu jɛme gɛ, le njɛ kiyuŋ ki muh wù gɛ̀ jonɛ ye yeh nyu yi munshɛɛŋ le.
28071b0061	Jaŋ gwe, jóo yisɛ yi bu, fii fe yi chi yeh yiyu, yi kesɛ, yi shii fɛkuu yichii nɛ wuuu.”
28071c006c	Jiso gɛ̀ jɛmɛ mwɛɛ munɛ munchii wu mɛsɛ, kinchvu ki bamii kiyu kɛmɛ lo kiŋgha yi n'yɛyɛ we le,
28071d0093	nje wu gɛ̀ yɛyi njɛ muh wù kɛmɛ bvuŋga bvu n'yɛyɛ. Gɛ wu gɛ̀ yɛyi njɛ no bamii baboo ba duunyi banchi ba Nyo gɛ̀ to bo yɛyi gɛ.
2808010058	Sege Jiso gɛ̀ ja yi mbegɛ le wu boh, kinchvu ki bamii kì baaŋ banyɛ ki bii wu le.
28080200b7	Fi kooshɛ lɛ muh wumu wù gɛ̀ chɛne bɛ goŋ yì baaŋ, gɛ̀ ja wu to wu tuŋ anyuu a Jiso fwe wu jɛmɛ wu le lɛ, “Tada, taŋlo wo fɛ mɛ n'yuude, fɛ wo nɛ koŋe lo.”
28080300a4	Jiso mo wu nɛjɛ kibo wu kuŋ wu le wu jɛmɛ lɛ, “Ŋkoŋe lo, tɛ̂mɛ la wo yûude.” Kimimia, goŋ yì baaŋ yiyu mo yi ka ye ye le, wu mo wu tu wu yuude.
2808040120	Jiso chiisɛ wu le lɛ, “Wo yɛ̂ne, keefɛ wo sɛ̂ɛŋ muh le gɛ. Geenɛ, gɛnɛ wo chûnyɛ kikwɛɛ kuŋ chiji kintanyɛ le, wo mo wo nya nnyaa yì Musɛ gɛ̀ jɛmɛ lɛ muh kɛmɛ ki wu nyâ ki wu chûnyɛ bamii le lɛ wu le wu tɛmɛ wa yi goŋ yinɛ le wu tu wu yûude.”
2808050096	Jiso gɛ̀ ja wu gɛɛŋ wu lee a kilaantɛŋ kì Kafanahum le, kikwɛɛ ki bamii ba nchi kimi gɛ̀ to ki yɛŋ wu le ki ku chiaaŋ wu le ki du lɛ,
2808060056	“Tada, mwa yaŋ wu lɛme gime yeh wu ŋgɛɛse lo, wu le wu kwe wa kimbe kimimia.”
2808070033	Jiso jɛmɛ wu le lɛ, “Nlé ntô nfɛ̂ wu?”
28080800a7	Geenɛ, kikwɛɛ ki bamii ba nchi kɛɛ chvuu Jiso le lɛ, “Tada, gɛ ŋkooji muh wù taŋlo wo to a wu yeh gɛ. Jɛmɛ gɛh nyu jɛ mwa yaŋ wu lɛme mo wu tɛmɛ.
28080900e2	Nle a bvuŋga bvu muh mu kuu, bamii ba nchi nyu tɛ a mɛ kuu. Njɛme muh le lɛ, ‘Gɛ̂nɛ’, wu mo wu gɛɛne lo, ndu muh le lɛ, ‘Tô’, wu mo wu too lo. Ndu tɛ nfwa waŋ le lɛ, ‘Gêe nɛ’, wu mo wu gee lo.”
28080a00dd	Jiso doo wu yu fiɛɛ fì wu jɛme, jwe yuŋ lo wu. Wu jɛmɛ bamii ba gɛ̀ bii wu le lɛ, “Nsɛŋe bɛŋ nchiɛɛŋ lɛ, ŋge mbaaŋ a n'yɛŋ gɛ muh le Ishwala wù lese kfuu chi finɛ fitele yi ye yaŋ le nɛ gɛ.
28080b00d0	Nsɛŋe bɛŋ le lɛ bamii wesee le bo ja bimbe le bichii, kɛge a juu saane yo gɛɛne bude a chi seele yo, bo to bo shii bo jii mwɛɛ bɛ bachiji bena wù Ablaham mo Asik mo Yakob woŋ wu Nyo wu fɛwe le,
28080c007a	geenɛ, booŋ ba woŋ wuyu le wuboo le ba noŋ bo yi kijibɛ le akfuuŋ fɛ bamii lé bo gê bo beede bo ŋgeji bige.”
28080d00df	No Jiso jɛmɛ noo wu mo wu du kikwɛɛ ki bamii ba nchi kɛɛ le lɛ, “Wo gɛɛne la, fi lé fi gê noo no wo le wo leesɛ fitele ye yaŋ le.” Mwa lɛme wu kikwɛɛ ki bamii ba nchi wuyu mo wu tɛmɛ lo gɛh ki sege.
28080e005e	Jiso gɛ̀ ja wu gɛɛŋ wu lee a Bita yeh, wu yɛŋ mwɛɛdɛ Bita gime wu chɛne bɛ kin'ya.
28080f005d	Jiso kuŋ kibo ke le, kin'ya kiyu mo ki chinɛ wu le, wu mo wu ja we wu bijɛ fiɛɛ Jiso ji.
28081000bf	Lɛ nyu fɛnfu, bamii tu bo too bɛ bamii wesee ba banchɛndaa ba debele gɛ̀ njiiŋse bɛ bo. Jiso tu wu bvuuse biyo biyu nyu gɛh bɛ jɛ maa. Wu ka fɛde tɛ bamii bachii ba gɛ̀ chɛne.
28081100a8	Finɛ fiɛɛ gɛ̀ kooshi ki fi gê fi kojɛ no muh wu ntuŋ wu Nyo wù Yosaya gɛ̀ jɛmɛ wa lɛ, “Wu le wu jo wa goŋ yese besabɛŋ, wu tuu binchɛŋ biɛsa.”
280812009a	Jiso gɛ̀ doo wu yɛŋ kinchvu ki bamii kì baaŋ taashɛ mbebe ye le, wu jɛmɛ booŋ be ba ŋgoo le lɛ, “Bee daŋ mamasi bee gɛɛŋ wuŋ kwege.”
2808130095	Muh wumu wù gɛ̀ duunyi banchi ba Nyo mo wu kɛŋsɛ wu jɛmɛ Jiso le lɛ, “Muh n'yɛyɛ, nlé mbîi wo le mo nyu faaŋ fɛ wo gɛɛne fo.”
28081400b7	Jiso chvuu wu le lɛ, “Binchombiaŋ kɛme bintuge biboo, munyii mù fuune we kɛme yéh yiboo, geenɛ gɛ muh wù jee che le Mwamuh kɛme lo fɛ wu giŋsɛ kikwɛɛ ke fo gɛ.”
2808150061	Muh we wu ŋgoo wumu jɛmɛ wu le lɛ, “Tada, chinɛ ŋgɛɛŋ njiiyɛ chijaŋ fɛ nto mbii.”
2808160071	Geenɛ Jiso chvuu wu le lɛ, “Wo bîi mɛne, chinɛ bamii ba kweeyɛ wa bo jiiyi bamii baboo ba kweeyɛ wa.”
2808170048	Jiso gɛ̀ gɛɛŋ wu lee a ŋguh le, booŋ be ba ŋgoo bi tɛ wu le yo.
28081800bc	Fi kooshɛ lɛ nfuŋ wumu wù baaŋ ja gɛh wu jaŋɛ wu kɛ a mamasi wuyu le wu shiŋshi joo yi bɛɛne yi lese a ŋguh le, yi goone ki yi yîsɛ a ŋguh le. Gɛ̀ bee Jiso lefe lo fie.
280819005d	Booŋ be ba ŋgoo gɛɛŋ bo kaŋsɛ wu bo du lɛ, “Tada, fi bee, bee lé be kwêeyɛ.”
28081a00be	Wu kaŋsɛ wu jɛmɛ bo le lɛ, “Ooo bamii ba mbɛmɛ wù shige. Bɛŋ faane la?” No wu jɛmɛ noo wu mo wu ja we wu waŋ nfuŋ wuyu mo joo yì baaŋ, mu lu, manjuu chii nɛ nshiiŋŋ.
28081b006f	Jwe yuŋ bamii bayu nɛ kah. Bo ghaade lɛ, “Kfuu chi wunɛ muh le wu nɛɛ wù nfuŋ bɛ joo yuge wu le?”
28081c00ea	Jiso gɛ̀ daŋ wu bu wuŋ kwege kimbe ki bamii ba Gadala le. Bɛ bamii bafɛɛ tasɛ banchɛndaa ba debele nyu yi bo le. Bamii bayu gɛ̀ bu afuuŋ yì ba gɛ̀ jiiyi bamii yo le, bo gɛ̀ ŋase baaŋ taŋlo muh gɛ fe lo je yo gɛ.
28081d00a3	Fi kooshɛ lɛ bo gɛ̀ kɛ bo tu bo wane fɛwɛɛwe bo biide lɛ, “Mwa Nyo, wo fii la a bee le? Wo to fɛnɛ ki wo nyâ ŋgɛ bee le kife baaŋ a kojɛ gɛ?”
28081e003a	Gɛ̀ bee ŋgoo yi munyuŋa jii kimbe kiyu le mu duude lo.
28081f007f	Banchɛndaa ba debele bayu mo bo lɛgɛ Jiso lɛ, “Kii wo, wo nɛ le wo bvusɛ bee, wo chiiŋsɛ bee yi munyuŋa mwege le.”
28082000dc	Jiso mo wu jɛmɛ bo le lɛ, “Bɛŋ gɛ̂ɛŋ lo!” Bo mo bo bu, bo gɛɛŋ bo lee yi munyuŋa muyu le. Fi kooshɛ lɛ ŋgoo yi munyuŋa yiyu yichii gɛ̀ kɛŋ yi boh a kiŋkoŋ le, mu shii a mamasi le mu kweeyɛ yo.
28082100bb	Bamii ba gɛ̀ chiɛɛne munyuŋa muyu fɛɛ lo, bo gɛɛŋ a kilaantɛŋ le, bo sɛɛŋ fiɛɛ fichii nchensɛŋ fì gɛ̀ kooshɛ bɛ bamii ba banchɛndaa ba debele gɛ̀ bee yi bo le.
