0100000009	創世記
010c060075	アブラム其地を經過てシケムの處に及びモレの橡樹に至れり其時にカナン人其地に住り
010c0700ab	茲にヱホバ、アブラムに顯現れて我汝の苗裔に此地に與へんといひたまへり彼處にて彼己に顯現れたまひしヱホバに壇を築けり
010c0800a5	彼其處よりベテルの東の山に移りて其天幕を張り西にベテル東にアイありき彼處にて彼ヱホバに壇を築きヱホバの名を龥り
010c090024	アブラム尚進て南に遷れり
010c0a0096	茲に饑饉其地にありければアブラム、エジプトに寄寓らんとて彼處に下れり其は饑饉其地に甚しかりければなり
010c0b0084	彼近く來りてエジプトに入んとする時其妻サライに言けるは視よ我汝を觀て美麗き婦人なるを知る
010c0c006f	是故にエジプト人汝を見る時是は彼の妻なりと言て我を殺さん然ど汝をば生存かん
010c0d006c	請ふ汝わが妹なりと言へ然ば我汝の故によりて安にしてわが命汝のために生存ん
010c0e0060	アブラム、エジプトに至りし時エジプト人此婦を見て甚だ美麗となせり
010c0f0075	またパロの大臣等彼を視て彼をパロの前に譽めければ婦遂にパロの家に召入れられたり
010c100096	是に於てパロ彼のために厚くアブラムを待ひてアブラム遂に羊牛僕婢牝牡の驢馬および駱駝を多く獲るに至れり
010c110078	時にヱホバ、アブラムの妻サライの故によりて大なる災を以てパロと其家を惱したまへり
010c12008d	パロ、アブラムを召て言けるは汝が我になしたる此事は何ぞや汝何故に彼が汝の妻なるを我に告ざりしや
010c13008d	汝何故に彼はわが妹なりといひしや我幾彼をわが妻にめとらんとせり然ば汝の妻は此にあり挈去るべしと
010c140072	パロ即ち彼の事を人々に命じければ彼と其妻および其有る諸の物を送りさらしめたり
010d01007b	アブラム其妻および其有る諸の物と偕にエジプトを出て南の地に上れりロト彼と共にありき
010d020027	アブラム甚家畜と金銀に富り
010d030081	彼南の地より其旅路に進てベテルに至りベテルとアイの間なる其以前に天幕を張たる處に至れり
010d04006c	即ち彼が初に其處に築きたる壇のある處なり彼處にアブラム、ヱホバの名を龥り
010d050042	アブラムと偕に行しロトも羊牛および天幕を有り
010d06008d	其地は彼等を載て倶に居しむること能はざりき彼等は其所有多かりしに縁て倶に居ることを得ざりしなり
010d070090	斯有かばアブラムの家畜の牧者とロトの家畜の牧者の間に競爭ありきカナン人とペリジ人此時其地に居住り
010d08009f	アブラム、ロトに言けるは我等は兄弟の人なれば請ふ我と汝の間およびわが牧者と汝の牧者の間に競爭あらしむる勿れ
010d090090	地は皆爾の前にあるにあらずや請ふ我を離れよ爾若左にゆかば我右にゆかん又爾右にゆかば我左にゆかんと
010d0a0111	是に於てロト目を擧てヨルダンの凡ての低地を瞻望みけるにヱホバ、ソドムとゴモラとを滅し給はざりし前なりければゾアルに至るまであまねく善く潤澤ひてヱホバの園の如くエジプトの地の如くなりき
010d0b0060	ロト乃ちヨルダンの低地を盡く撰とりて東に徙れり斯彼等彼此に別たり
010d0c0075	アブラムはカナンの地に住り又ロトは低地の諸邑に住み其天幕を遷してソドムに至れり
010d0d0048	ソドムの人は惡くしてヱホバの前に大なる罪人なりき
010d0e0093	ロトのアブラムに別れし後ヱホバ、アブラムに言たまひけるは爾の目を擧て爾の居る處より西東北南を瞻望め
010d0f0048	凡そ汝が觀る所の地は我之を永く爾と爾の裔に與べし
010d10007e	我爾の後裔を地の塵沙の如くなさん若人地の塵沙を數ふることを得ば爾の後裔も數へらるべし
010d110048	爾起て縱横に其地を行き巡るべし我之を爾に與へんと
010d12007b	アブラム遂に天幕を遷して來りヘブロンのマムレの橡林に住み彼處にてヱホバに壇を築けり
010e01008d	當時シナルの王アムラペル、エラサルの王アリオク、エラムの王ケダラオメルおよびゴイムの王テダル等
010e0200b4	ソドムの王ベラ、ゴモルの王ビルシア、アデマの王シナブ、ゼボイムの王セメベルおよびベラ（即ち今のゾアル）の王と戰ひをなせり
010e030057	是等の五人の王皆結合てシデムの谷に至れり其處は今の鹽海なり
010e040045	彼等は十二年ケダラオメルに事へ第十三年に叛けり
010e0500b7	第十四年にケダラオメルおよび彼と偕なる王等來りてアシタロテカルナイムのレパイム人、ハムのズジ人、シヤベキリアタイムのエミ人
010e060054	およびセイル山のホリ人を撃て曠野の傍なるエルパランに至り
010e07009c	彼等歸りてエンミシパテ（即ち今のカデシ）に至りアマレク人の國を盡く撃又ハザゾンタマルに住るアモリ人を撃り
010e0800ab	爰にソドムの王ゴモラの王アデマの王ゼボイムの王およびベラ（即ち今のゾアル）の王出てシデムの谷にて彼等と戰ひを接たり
010e0900ab	即ち彼五人の王等エラムの王ケダラオメル、ゴイムの王テダル、シナルの王アムラペル、エラサルの王アリオクの四人と戰へり
010e0a008a	シデムの谷には地瀝青の坑多かりしがソドムとゴモラの王等遁て其處に陷りぬ其餘の者は山に遁逃たり
010e0b0057	是に於て彼等ソドムとゴモラの諸の物と其諸の食料を取て去れり
010e0c005d	彼等アブラムの姪ロトと其物を取て去り其は彼ソドムに住たればなり
010e0d00f0	茲に遁逃者來りてヘブル人アブラムに之を告たり時にアブラムはアモリ人マムレの橡林に住りマムレはエシコルの兄弟又アネルの兄弟なり是等はアブラムと契約を結べる者なりき
010e0e0087	アブラム其兄弟の擄にせられしを聞しかば其熟練したる家の子三百十八人を率ゐてダンまで追いたり
010e0f0081	其家臣を分ちて夜に乗じて彼等を攻め彼等を撃破りてダマスコの左なるホバまで彼等を追ゆけり
010e100066	アブラム斯諸の物を奪回し亦其兄弟ロトと其物および婦人と人民を取回せり
010e1100ab	アブラム、ケダラオメルおよび彼と偕なる王等を撃破りて歸れる時ソドムの王シヤベの谷（即ち今の王の谷）にて彼を迎へたり
010e120069	時にサレムの王メルキゼデク、パンと酒を携出せり彼は至高き神の祭司なりき
010e13006c	彼アブラムを祝して言けるは願くは天地の主なる至高神アブラムを祝福みたまへ
010e14008d	願くは汝の敵を汝の手に付したまひし至高神に稱譽あれとアブラム乃ち彼に其諸の物の什分の一を餽れり
010e150057	茲にソドムの王アブラムに言けるは人を我に與へ物を汝に取れと
010e160066	アブラム、ソドムの王に言けるは我天地の主なる至高き神ヱホバを指て言ふ
010e170081	一本の絲にても鞋帶にても凡て汝の所屬は我取ざるべし恐くは汝我アブラムを富しめたりと言ん
010e1800a5	但少者の既に食ひたる物および我と偕に行し人アネル、エシコルおよびマムレの分を除くべし彼等には彼等の分を取しめよ
010f01009f	是等の事の後ヱホバの言異象の中にアブラムに臨て曰くアブラムよ懼るなかれ我は汝の干櫓なり汝の賚は甚大なるべし
010f0200a2	アブラム言けるは主ヱホバよ何を我に與んとしたまふや我は子なくして居り此ダマスコのエリエゼル我が家の相續人なり
010f03006c	アブラム又言けるは視よ爾子を我にたまはず我の家の子わが嗣子とならんとすと
010f040087	ヱホバの言彼にのぞみて曰く此者は爾の嗣子となるべからず汝の身より出る者爾の嗣子となるべしと
010f0500ba	斯てヱホバ彼を外に携へ出して言たまひけるは天を望みて星を數へ得るかを見よと又彼に言たまひけるは汝の子孫は是のごとくなるべしと
010f060051	アブラム、ヱホバを信ずヱホバこれを彼の義となしたまへり
010f070096	又彼に言たまひけるは我は此地を汝に與へて之を有たしめんとて汝をカルデアのウルより導き出せるヱホバなり
010f080057	彼言けるは主ヱホバよ我いかにして我之を有つことを知るべきや
010f09008d	ヱホバ彼に言たまひけるは三歳の牝牛と三歳の牝山羊と三歳の牡羊と山鳩および雛き鴿を我ために取れと
010f0a0072	彼乃ち是等を皆取て之を中より剖き其剖たる者を各相對はしめて置り但鳥は剖ざりき
010f0b0045	鷙鳥其死體の上に下る時はアブラム之を驅はらへり
010f0c005a	斯て日の沒る頃アブラム酣く睡りしが其大に暗きを覺えて懼れたり
010f0d00ba	時にヱホバ、アブラムに言たまひけるは爾確に知るべし爾の子孫他人の國に旅人となりて其人々に服事へん彼等四百年のあひだ之を惱さん
010f0e005d	又其服事たる國民は我之を鞫かん其後彼等は大なる財貨を携へて出ん
010f0f0054	爾は安然に爾の父祖の所にゆかん爾は遐齡に逹りて葬らるべし
010f100063	四代に及びて彼等此に返りきたらん其はアモリ人の惡未だ貫盈ざれば也と
010f110063	斯て日の沒て黒暗となりし時烟と火焔の出る爐其切剖たる物の中を通過り
