010000000b	1 Mooseksen
01080d00eb	Ja Nooan kuudentenasadantena yhdentenä ikävuotena, vuoden ensimmäisenä kuukautena, kuukauden ensimmäisenä päivänä, oli vesi kuivunut maan päältä. Niin Nooa poisti katon arkista ja katseli; ja katso, maan pinta oli kuivunut.
01080e0069	Ja toisena kuukautena, kuukauden kahdentenakymmenentenä seitsemäntenä päivänä, oli maa aivan kuiva.
01080f001f	Ja Jumala puhui Nooalle sanoen:
0108100046	"Lähde arkista, sinä ja vaimosi, poikasi ja miniäsi sinun kanssasi.
01081100f3	Ja kaikki eläimet, jotka ovat luonasi, kaikki liha, linnut ja karjaeläimet ja kaikki matelijat, jotka maan päällä matelevat, vie ne ulos kanssasi. Niitä vilisköön maassa, ja ne olkoot hedelmälliset ja lisääntykööt maan päällä."
0108120053	Ja Nooa ja hänen poikansa, vaimonsa ja miniänsä hänen kanssaan lähtivät ulos,
0108130089	niin myös kaikki metsäeläimet, kaikki matelijat ja kaikki linnut, kaikki, mikä liikkuu maan päällä, lähtivät arkista suvuittain.
0108140088	Ja Nooa rakensi alttarin Herralle ja otti kaikkia puhtaita karjaeläimiä ja kaikkia puhtaita lintuja ja uhrasi polttouhreja alttarilla.
0108150104	Ja Herra tunsi suloisen tuoksun ja sanoi sydämessänsä: "En minä koskaan enää kiroa maata ihmisen tähden; sillä ihmisen sydämen aivoitukset ovat pahat nuoruudesta saakka. Enkä minä koskaan enää tuhoa kaikkea, mikä elää, niinkuin nyt olen tehnyt.
0108160086	Niin kauan kuin maa pysyy, ei lakkaa kylväminen eikä leikkaaminen, ei vilu eikä helle, ei kesä eikä talvi, ei päivä eikä yö."
010901007a	Ja Jumala siunasi Nooan ja hänen poikansa ja sanoi heille: "Olkaa hedelmälliset ja lisääntykää ja täyttäkää maa.
01090200bb	Ja peljätkööt ja vaviskoot teitä kaikki eläimet maan päällä ja kaikki taivaan linnut ja kaikki, jotka maassa matelevat, ja kaikki meren kalat; ne olkoot teidän valtaanne annetut.
01090300a0	Kaikki, mikä liikkuu ja elää, olkoon teille ravinnoksi; niinkuin minä olen antanut teille viheriäiset kasvit, niin minä annan teille myös tämän kaiken.
0109040042	Älkää vain syökö lihaa, jossa sen sielu, sen veri, vielä on.
010905009b	Mutta teidän oman verenne minä kostan; jokaiselle eläimelle minä sen kostan, ja myöskin ihmisille minä kostan ihmisen sielun, toiselle toisen sielun.
0109060070	Joka ihmisen veren vuodattaa, hänen verensä on ihminen vuodattava, sillä Jumala on tehnyt ihmisen kuvaksensa.
010907005d	Ja te olkaa hedelmälliset ja lisääntykää, enentykää maassa ja lisääntykää siinä."
0109080054	Ja Jumala puhui Nooalle ja hänen pojillensa, jotka olivat hänen kanssansa, sanoen:
0109090044	"Katso, minä teen liiton teidän ja teidän jälkeläistenne kanssa
01090a00d8	ja kaikkien elävien olentojen kanssa, jotka luonanne ovat, lintujen, karjaeläinten ja kaikkien metsäeläinten kanssa, jotka luonanne ovat, kaikkien kanssa, jotka arkista lähtivät, kaikkien maan eläinten kanssa.
01090b009e	Minä teen liiton teidän kanssanne: ei koskaan enää pidä kaikkea lihaa hukutettaman vedenpaisumuksella, eikä vedenpaisumus koskaan enää maata turmele."
01090c00aa	Ja Jumala sanoi: "Tämä on sen liiton merkki, jonka minä ikuisiksi ajoiksi teen itseni ja teidän ja kaikkien elävien olentojen välillä, jotka teidän luonanne ovat:
01090d0055	minä panen kaareni pilviin, ja se on oleva liiton merkkinä minun ja maan välillä.
01090e0044	Ja kun minä kokoan pilviä maan päälle ja kaari näkyy pilvissä,
01090f00a8	muistan minä liittoni, joka on minun ja teidän ja kaikkien elävien olentojen, kaiken lihan välillä, eikä vesi enää paisu tulvaksi hävittämään kaikkea lihaa.
01091000b1	Niin kaari on oleva pilvissä, ja minä katselen sitä muistaakseni iankaikkista liittoa Jumalan ja kaikkien elävien olentojen, kaiken lihan välillä, joka maan päällä on."
0109110089	Ja Jumala sanoi Nooalle: "Tämä on sen liiton merkki, jonka minä olen tehnyt itseni ja kaiken lihan välillä, joka maan päällä on".
0109120061	Ja Nooan pojat, jotka lähtivät arkista, olivat Seem, Haam ja Jaafet. Ja Haam oli Kanaanin isä.
010913004b	Nämä kolme ovat Nooan pojat, ja heistä kaikki maan asukkaat polveutuvat.
0109140040	Ja Nooa oli peltomies ja ensimmäinen, joka istutti viinitarhan.
0109150049	Mutta kun hän joi viiniä, niin hän juopui ja makasi alasti majassansa.
010916005e	Ja Haam, Kanaanin isä, näki isänsä hävyn ja kertoi siitä molemmille veljillensä ulkona.
01091700e0	Niin Seem ja Jaafet ottivat vaipan ja panivat molemmat sen hartioilleen ja menivät selin sisään ja peittivät isänsä hävyn; ja heidän kasvonsa olivat käännetyt toisaalle, niin etteivät he nähneet isänsä häpyä.
0109180068	Kun Nooa heräsi päihtymyksestänsä ja sai tietää, mitä hänen nuorin poikansa oli hänelle tehnyt,
010919004d	niin hän sanoi: "Kirottu olkoon Kanaan, olkoon hän veljiensä orjain orja".
01091a005b	Vielä hän sanoi: "Kiitetty olkoon Herra, Seemin Jumala, ja olkoon Kanaan heidän orjansa.
01091b0061	Jumala laajentakoon Jaafetin, ja asukoon hän Seemin majoissa, ja Kanaan olkoon heidän orjansa."
01091c0047	Ja Nooa eli vedenpaisumuksen jälkeen kolmesataa viisikymmentä vuotta.
01091d0051	Niin Nooan koko ikä oli yhdeksänsataa viisikymmentä vuotta; sitten hän kuoli.
010a010076	Tämä on kertomus Nooan poikien, Seemin, Haamin ja Jaafetin, suvusta. Heille syntyi poikia vedenpaisumuksen jälkeen.
010a02004e	Jaafetin pojat olivat Goomer, Maagog, Maadai, Jaavan, Tuubal, Mesek ja Tiiras.
010a030035	Ja Goomerin pojat olivat Askenas, Riifat ja Toogarma.
010a040046	Ja Jaavanin pojat olivat Elisa, Tarsis, kittiläiset ja doodanilaiset;
010a050070	heistä haarautuivat pakanoiden saarten asukkaat maittensa, eri kieltensä, heimojensa ja kansakuntiensa mukaan.
010a060035	Ja Haamin pojat olivat Kuus, Misraim, Puut ja Kanaan.
010a070063	Ja Kuusin pojat olivat Seba, Havila, Sabta, Raema ja Sabteka. Ja Raeman pojat olivat Saba ja Dedan.
010a080048	Ja Kuusille syntyi Nimrod. Hän oli ensimmäinen valtias maan päällä.
010a090076	Hän oli mahtava metsämies Herran edessä. Siitä on sananparsi: "Mahtava metsämies Herran edessä niinkuin Nimrod".
010a0a0053	Ja hänen valtakuntansa alkuna olivat Baabel, Erek, Akkad ja Kalne Sinearin maassa.
010a0b0051	Siitä maasta hän lähti Assuriin ja rakensi Niiniven, Rehobot-Iirin ja Kelahin,
010a0c0045	sekä Resenin Niiniven ja Kelahin välille; se on tuo suuri kaupunki.
010a0d0050	Ja Misraimille syntyivät luudilaiset, anamilaiset, lehabilaiset, naftuhilaiset,
010a0e005a	patrokselaiset, kasluhilaiset, joista filistealaiset ovat lähteneet, sekä kaftorilaiset.
010a0f003d	Ja Kanaanille syntyivät Siidon, hänen esikoisensa, ja Heet,
010a10002f	sekä jebusilaiset, amorilaiset, girgasilaiset,
010a110027	hivviläiset, arkilaiset, siiniläiset,
010a120059	arvadilaiset, semarilaiset ja hamatilaiset. Sittemmin hajaantuivat kanaanilaisten heimot.
010a130091	Ja kanaanilaisten alue ulottui Siidonista Gerariin päin aina Gassaan asti sekä Sodomaan, Gomorraan, Admaan ja Seboimiin päin aina Lesaan asti.
010a140056	Nämä olivat Haamin pojat heimojensa, kieltensä, maittensa ja kansakuntiensa mukaan.
010a15006f	Myöskin Seemille, Jaafetin vanhimmalle veljelle, josta tuli kaikkien Eeberin poikien kantaisä, syntyi poikia.
010a160039	Seemin pojat olivat Eelam, Assur, Arpaksad, Luud ja Aram.
010a17002f	Ja Aramin pojat olivat Uus, Huul, Geter ja Mas.
010a180035	Arpaksadille syntyi Selah, ja Selahille syntyi Eeber.
010a190091	Ja Eeberille syntyi kaksi poikaa: toisen nimi oli Peleg, sillä hänen aikanansa jakaantuivat maan asukkaat, ja hänen veljensä nimi oli Joktan.
010a1a0037	Ja Joktanille syntyi Almodad, Selef, Hasarmavet, Jerah,
010a1b0016	Hadoram, Uusal, Dikla,
010a1c0015	Oobal, Abimael, Saba,
010a1d003e	Oofir, Havila ja Joobab. Kaikki nämä olivat Joktanin poikia.
010a1e004d	Ja heidän asumasijansa ulottuivat Meesasta aina Sefariin, Itävuorelle asti.
010a1f0056	Nämä olivat Seemin pojat heimojensa, kieltensä, maittensa ja kansakuntiensa mukaan.
010a200092	Nämä olivat Nooan poikien heimot sukukuntiensa ja kansakuntiensa mukaan; ja niistä haarautuivat kansat maan päälle vedenpaisumuksen jälkeen.
010b010036	Ja kaikessa maassa oli yksi kieli ja yksi puheenparsi.
010b020067	Kun he lähtivät liikkeelle itään päin, löysivät he lakeuden Sinearin maassa ja asettuivat sinne.
010b03009e	Ja he sanoivat toisillensa: "Tulkaa, tehkäämme tiiliä ja polttakaamme ne koviksi". Ja tiiltä he käyttivät kivenä, ja maapihkaa he käyttivät laastina.
010b0400ab	Ja he sanoivat: "Tulkaa, rakentakaamme itsellemme kaupunki ja torni, jonka huippu ulottuu taivaaseen, ja tehkäämme itsellemme nimi, ettemme hajaantuisi yli kaiken maan".
010b05005a	Niin Herra astui alas katsomaan kaupunkia ja tornia, jonka ihmislapset olivat rakentaneet.
010b0600c1	Ja Herra sanoi: "Katso, he ovat yksi kansa, ja heillä kaikilla on yksi kieli, ja tämä on heidän ensimmäinen yrityksensä. Ja nyt ei heille ole mahdotonta mikään, mitä aikovatkin tehdä.
010b070071	Tulkaa, astukaamme alas ja sekoittakaamme siellä heidän kielensä, niin ettei toinen ymmärrä toisen kieltä."
010b080067	Ja niin Herra hajotti heidät sieltä yli kaiken maan, niin että he lakkasivat kaupunkia rakentamasta.
010b090082	Siitä tuli sen nimeksi Baabel, koska Herra siellä sekoitti kaiken maan kielen; ja sieltä Herra hajotti heidät yli kaiken maan.
010b0a0084	Tämä on kertomus Seemin suvusta. Kun Seem oli sadan vuoden vanha, syntyi hänelle Arpaksad kaksi vuotta vedenpaisumuksen jälkeen.
010b0b0065	Ja Seem eli Arpaksadin syntymän jälkeen viisisataa vuotta, ja hänelle syntyi poikia ja tyttäriä.
010b0c004b	Kun Arpaksad oli kolmenkymmenen viiden vuoden vanha, syntyi hänelle Selah.
010b0d006d	Ja Arpaksad eli Selahin syntymän jälkeen neljäsataa kolme vuotta, ja hänelle syntyi poikia ja tyttäriä.
010b0e0041	Kun Selah oli kolmenkymmenen vuoden vanha, syntyi hänelle Eeber.
010b0f006a	Ja Selah eli Eeberin syntymän jälkeen neljäsataa kolme vuotta, ja hänelle syntyi poikia ja tyttäriä.
010b100049	Kun Eeber oli kolmenkymmenen neljän vuoden vanha, syntyi hänelle Peleg.
010b110073	Ja Eeber eli Pelegin syntymän jälkeen neljäsataa kolmekymmentä vuotta, ja hänelle syntyi poikia ja tyttäriä.
010b120040	Kun Peleg oli kolmenkymmenen vuoden vanha, syntyi hänelle Regu.
010b13006b	Ja Peleg eli Regun syntymän jälkeen kaksisataa yhdeksän vuotta, ja hänelle syntyi poikia ja tyttäriä.
010b140047	Kun Regu oli kolmenkymmenen kahden vuoden vanha, syntyi hänelle Serug.
010b15006d	Ja Regu eli Serugin syntymän jälkeen kaksisataa seitsemän vuotta, ja hänelle syntyi poikia ja tyttäriä.
010b160042	Kun Serug oli kolmenkymmenen vuoden vanha, syntyi hänelle Naahor.
010b170064	Ja Serug eli Naahorin syntymän jälkeen kaksisataa vuotta, ja hänelle syntyi poikia ja tyttäriä.
010b18004c	Kun Naahor oli kahdenkymmenen yhdeksän vuoden vanha, syntyi hänelle Terah.
010b19006e	Ja Naahor eli Terahin syntymän jälkeen sata yhdeksäntoista vuotta, ja hänelle syntyi poikia ja tyttäriä.
010b1a005b	Kun Terah oli seitsemänkymmenen vuoden vanha, syntyivät hänelle Abram, Naahor ja Haaran.
010b1b006f	Ja tämä on kertomus Terahin suvusta. Terahille syntyivät Abram, Naahor ja Haaran. Ja Haaranille syntyi Loot.
010b1c004b	Ja Haaran kuoli ennen isäänsä Terahia synnyinmaassansa, Kaldean Uurissa.
010b1d00a4	Ja Abram ja Naahor ottivat itsellensä vaimot; Abramin vaimon nimi oli Saarai, ja Naahorin vaimon nimi oli Milka, Haaranin tytär; Haaran oli Milkan ja Jiskan isä.
010b1e0038	Mutta Saarai oli hedelmätön, hänellä ei ollut lasta.
010b1f00fc	Ja Terah otti poikansa Abramin ja poikansa pojan Lootin, Haaranin pojan, ja miniänsä Saarain, poikansa Abramin vaimon, ja he lähtivät heidän kanssaan Kaldean Uurista mennäksensä Kanaanin maahan, ja he saapuivat Harraniin asti ja asuivat siellä.
010b20004b	Ja Terahin ikä oli kaksisataa viisi vuotta; sitten Terah kuoli Harranissa.
010c010073	Ja Herra sanoi Abramille: "Lähde maastasi, suvustasi ja isäsi kodista siihen maahan, jonka minä sinulle osoitan.
010c020076	Niin minä teen sinusta suuren kansan, siunaan sinut ja teen sinun nimesi suureksi, ja sinä olet tuleva siunaukseksi.
010c030095	Ja minä siunaan niitä, jotka sinua siunaavat, ja kiroan ne, jotka sinua kiroavat, ja sinussa tulevat siunatuiksi kaikki sukukunnat maan päällä."
010c0400a3	Niin Abram lähti, niinkuin Herra oli hänelle puhunut, ja Loot meni hänen kanssansa. Abram oli Harranista lähtiessänsä seitsemänkymmenen viiden vuoden vanha.
010c0500f0	Ja Abram otti vaimonsa Saarain ja veljensä pojan Lootin sekä kaiken omaisuuden, jonka he olivat koonneet, ja ne palvelijat, jotka he olivat hankkineet Harranissa, ja he lähtivät menemään Kanaanin maahan. Ja he tulivat Kanaanin maahan.
010c060082	Ja Abram kulki maan läpi aina Sikemin paikkakunnalle, Mooren tammelle asti. Ja siihen aikaan kanaanilaiset asuivat siinä maassa.
010c0700a7	Silloin Herra ilmestyi Abramille ja sanoi: "Sinun jälkeläisillesi minä annan tämän maan". Niin hän rakensi sinne alttarin Herralle, joka oli hänelle ilmestynyt.
010c0800d5	Sieltä hän siirtyi edemmäksi vuoristoon, itään päin Beetelistä, ja pystytti telttansa, niin että Beetel oli lännessä ja Ai idässä, ja hän rakensi sinne alttarin Herralle ja huusi avuksi Herran nimeä.
010c090045	Ja sieltä Abram lähti ja vaelsi yhä edemmäksi Etelämaahan päin.
010c0a007d	Niin tuli nälänhätä maahan, ja Abram meni Egyptiin, asuakseen siellä jonkun aikaa, sillä nälänhätä maassa oli kova.
010c0b0078	Ja kun hän lähestyi Egyptiä, puhui hän vaimollensa Saaraille: "Katso, minä tiedän, että sinä olet kaunis nainen.
010c0c0082	Kun egyptiläiset saavat nähdä sinut, niin he sanovat: 'Hän on hänen vaimonsa', ja tappavat minut, mutta antavat sinun elää.
010c0d007b	Sano siis olevasi minun sisareni, että minun kävisi hyvin sinun tähtesi ja minä sinun takiasi saisin jäädä henkiin."
010c0e0057	Kun Abram tuli Egyptiin, näkivät egyptiläiset, että Saarai oli hyvin kaunis nainen.
010c0f0071	Ja kun faraon ruhtinaat olivat nähneet hänet, ylistelivät he häntä faraolle; ja vaimo vietiin faraon hoviin.
010c10009c	Ja Abramia hän kohteli hyvin hänen tähtensä. Ja hän sai pikkukarjaa, raavaskarjaa ja aaseja, palvelijoita ja palvelijattaria, aasintammoja ja kameleja.
010c110068	Mutta Herra antoi kovien vitsausten kohdata faraota ja hänen hoviansa Saarain, Abramin vaimon, tähden.
010c120087	Silloin farao kutsui Abramin luoksensa ja sanoi: "Mitä olet minulle tehnyt? Miksi et ilmoittanut minulle, että hän on sinun vaimosi?
010c130080	Miksi sanoit: 'Hän on minun sisareni', niin että minä otin hänet vaimokseni? Katso, tässä on vaimosi, ota hänet ja mene."
010c14008e	Ja farao antoi hänestä käskyn miehillensä, että he saattaisivat hänet pois, hänet ja hänen vaimonsa sekä kaiken, mitä hänellä oli.
010d010081	Niin Abram lähti pois Egyptistä, hän ja hänen vaimonsa ja kaikki, mitä hänellä oli, ja Loot hänen kanssaan, Etelämaahan.
010d02003f	Abram oli hyvin rikas: hänellä oli karjaa, hopeata ja kultaa.
010d0300af	Ja hän vaelsi, kulkien levähdyspaikasta toiseen, Etelämaasta Beeteliin asti, aina siihen paikkaan, missä hänen majansa oli ensi kerralla ollut, Beetelin ja Ain välillä,
010d040066	siihen paikkaan, johon hän ennen oli rakentanut alttarin; ja Abram huusi siinä avuksi Herran nimeä.
010d05005c	Ja myöskin Lootilla, joka vaelsi Abramin kanssa, oli pikkukarjaa, raavaskarjaa ja telttoja.
010d06007c	Eikä maa riittänyt heidän asuakseen yhdessä, sillä heillä oli paljon omaisuutta, niin etteivät voineet yhdessä asua.
010d070095	Niin syntyi riitaa Abramin karjapaimenten ja Lootin karjapaimenten välillä. Ja siihen aikaan asuivat siinä maassa kanaanilaiset ja perissiläiset.
010d0800b4	Silloin Abram sanoi Lootille: "Älköön olko riitaa meidän välillämme, minun ja sinun, älköönkä minun paimenteni ja sinun paimentesi välillä, sillä olemmehan veljeksiä.
010d0900a7	Eikö koko maa ole avoinna edessäsi? Eroa minusta. Jos sinä menet vasemmalle, niin minä menen oikealle, tahi jos sinä menet oikealle, niin minä menen vasemmalle."
010d0a00cb	Ja Loot nosti silmänsä ja näki koko Jordanin lakeuden olevan runsasvetistä seutua; ennenkuin Herra hävitti Sodoman ja Gomorran, oli se Sooariin saakka niinkuin Herran puutarha, niinkuin Egyptin maa.
010d0b0068	Niin Loot valitsi itselleen koko Jordanin lakeuden ja siirtyi itään päin, ja he erkanivat toisistaan.
010d0c0077	Abram asettui Kanaanin maahan, Loot asettui lakeuden kaupunkeihin ja siirtyi siirtymistään telttoineen Sodomaan asti.
010d0d0040	Mutta Sodoman kansa oli kovin pahaa ja syntistä Herran edessä.
010d0e00aa	Ja Herra sanoi Abramille, sen jälkeen kuin Loot oli hänestä eronnut: "Nosta silmäsi ja katso siitä paikasta, missä olet, pohjoiseen, etelään, itään ja länteen.
010d0f0062	Sillä kaiken maan, jonka näet, minä annan sinulle ja sinun jälkeläisillesi ikuisiksi ajoiksi.
010d100092	Ja minä teen sinun jälkeläistesi luvun paljoksi kuin maan tomun. Jos voidaan lukea maan tomu, niin voidaan lukea myöskin sinun jälkeläisesi.
010d110048	Nouse ja vaella maata pitkin ja poikin, sillä sinulle minä sen annan."
010d12008e	Ja Abram siirtyi siirtymistään telttoineen ja tuli ja asettui Mamren tammistoon, joka on Hebronin luona, ja rakensi sinne alttarin Herralle.
010e010098	Ja tapahtui siihen aikaan, kun Amrafel oli Sinearin kuninkaana, Arjok Ellasarin kuninkaana, Kedorlaomer Eelamin kuninkaana ja Tidal Goojimin kuninkaana,
010e0200b9	että he alottivat sodan Beraa, Sodoman kuningasta, Birsaa, Gomorran kuningasta, Sinabia, Adman kuningasta, Semeberiä, Seboimin kuningasta, ja Belan, se on Sooarin, kuningasta vastaan.
010e030051	Nämä kaikki liittoutuivat kokoontuen Siddimin laaksoon, jossa Suolameri nyt on.
010e040072	Kaksitoista vuotta he olivat olleet Kedorlaomerille alamaiset, mutta kolmantenatoista vuotena he tekivät kapinan.
010e0500d3	Neljäntenätoista vuotena tulivat Kedorlaomer ja ne kuninkaat, jotka olivat hänen kanssaan; ja he voittivat refalaiset Astarot-Karnaimissa ja suusilaiset Haamissa, niin myös eemiläiset Kirjataimin tasangolla
010e060064	ja hoorilaiset heidän vuoristossaan, Seirissä, aina Eel-Paaraniin asti, joka on erämaan laidassa.
010e0700af	Ja he palasivat ja tulivat Mispatin lähteelle, se on Kaadekseen, ja valloittivat koko amalekilaisten maan ja voittivat myöskin amorilaiset, jotka asuivat Hasason-Taamarissa.
010e0800b8	Silloin lähtivät Sodoman kuningas, Gomorran kuningas, Adman kuningas, Seboimin kuningas ja Belan, se on Sooarin, kuningas ja asettuivat Siddimin laaksossa sotarintaan heitä vastaan-
