2800000006	Matiɔ
28051a0064	Mih fukuki ŋkɔŋ i wɔ a wɔ ni buku kə fɛiŋ maka wɔ gɔm kaasi finini fichi fiə bɔ bikəki.
28051b0057	Mbɛiŋ nì wɔkɔ lɔ asi bə nì dzaka a, ‘Kiə wɔ ki nɔ̂ kə bəh kpə mi.’
28051c008f	Ayakalə, mih fukuki i mbɛiŋ a, na ndə wə wi tsɛiŋki miŋkpaŋa bəh kiŋkɔŋ ki nɔni, ma yi numki a wi nɔ lɔ bəh wi i shɔm yi mə.
28051d00e2	Yi kabə num a dzəkəh wa wi tsɛiŋ yiləkəli ka fəki a wɔ fə chu, wɔ kâmbwili dzəkəh wiwɔ wɔ lɔ̂tɔkɔ. Yi ndzɔŋki a wɔ laksi kimbu ka ki gwu kimu, a kɔbi lɔ a bə bi lɔɔ gwu ya yichi i gbuku wimbum mə.
28051e00cc	Tsɛiŋ ya yiləkəli kabə fəki a wɔ fə chu, wɔ tə̂iŋ bwili tsɛiŋ yiwɔ wɔ lɔ̂tɔkɔ. Yi ndzɔŋki lə a wɔ laksi kimbu ka ki gwu kimu, a kɔbi lɔ a gwu ya yichi bi tsə i gbuku wimbum mə.
28051f0086	Bə kɔ bə dzaka tə a, ‘Mi ka bee kpə wi, wi kaŋaki i nyâka kiŋwakti i nyâ i miŋkpaŋa wiwɔ ki chusi a ŋgaiŋ bee wi.’
2805200113	Ayakalə, mih fukuki i mbɛiŋ a, mi ka bee kpə wi, a kɔbi a miŋkpaŋa wiwɔ kɔ bəh nɔni ki tɔkɔlini, ma yi numki a wi fə, miŋkpaŋa wiwɔ tsə ka numki wi tɔkɔlini. Mi ka dzɔ miŋkpaŋa wə wi buku i minyuku dzu ka jiə dzu, ma yi numki a wi nɔki bəh kpə mi.
28052100d0	Mbɛiŋ chu wɔkɔ lɔ tə si bə nì dzaka i bəni i kikpu wə a, ‘Jɔbi wə wɔ dzaka gia ka kaiŋ, ki bêe kə i fə̂ yi. Wɔ kaŋaki i fə gia yə wɔ dzaka ka kaiŋ i Bah nshiŋ a wɔ ni fə lə.’
280522008c	Ayakalə, mih fukuki i mbɛiŋ a, kiə mi ki dzî kə ŋkaiŋ. Kiə wi ma kâiŋ yɛli wi bɛiŋ wə, kɔm bɛiŋ kɔ kiŋgbɔkɔ ki Nyɔ.
28052300a1	Kiə wi ki kâiŋ kə na nshwaiŋ, kɔm nshwaiŋ kɔ kiŋgbɔkɔ ki Nyɔ kigvu. Kiə wi ki kâiŋ kə Jɛlusalɛm, kɔm Jɛlusalɛm kɔ kwili wi Ŋkuŋ wimbum.
280524006f	Kiə wi ki kâiŋ kə na fwu wi wə, kɔm wi kɔkə i fə juŋ yifwu a yi fiəni juŋ yi fukuli nabə yi jisi.
28052500d3	Mi ka bum gia bəh dzaka ki a, ‘Aaŋ,’ yi kpɛiŋ yakadəiŋ. Wi ka nəiŋma a, ‘Aayi,’ ma yi kpɛiŋ yakadəiŋ. Wi ka chu kpɛiŋsi gia yidɔkɔ yɛiŋ, ma gia yiwɔ numki a yi nyə num i mi wichu wə.
280526009c	Mbɛiŋ wɔkɔ lɔ si bə nì kɔ bə dzaka tə a, ‘Mi ka bwili dzəkəh wi mi, bə bwili tə ŋ'wi. Mi ka babwili jəŋ wi mi, bə babwili tə ŋ'wi.’
28052700ad	Ayakalə, mih fukuki i mbɛiŋ a, kiə mi ki sîni kə bəh mi wichu. Mi ka twɛiŋ kimbaŋ ka ki tsɛiŋ yiləkəli, wɔ fîəni ki tsɛiŋ yi kimiəkə wi twɛiŋ kaasi.
2805280065	Mi ka sɔmi wɔ a ŋgaiŋ dzɔ mbuŋ wa wi nintəəŋ, wɔ nyâ kaasi na bəh wi nimbɛiŋ wə i wi.
2805290053	Mi ka kaŋyi wɔ a wɔ nyani tsə may wimu, wɔ nyâni mbɛiŋ wi na bəmay bəfa.
28052a005b	Mi ka nywa fiɛŋ i wɔ, wɔ nyâ. Mi ka fwa fiɛŋ i wɔ, kiə wɔ ki nə̂iŋ kə i nya.
28052b0085	Mbɛiŋ wɔkɔ lɔ si bə kɔ bə dzaka a, ‘Wɔ kɔ̂ŋki mi wə wi kɔ kɔmsi i wɔ wə, wɔ bâiŋŋ mi wə wi baiŋŋki wɔ.’
28052c0094	Ayakalə, mih fukuki i mbɛiŋ a, mbɛiŋ kɔ̂ŋki bəni bə̀ bɔ baiŋŋki mbɛiŋ, ma mbɛiŋ tsâki i bə̀ bɔ bwaŋki gvu i mbɛiŋ chɛiŋ.
28052d010c	Ayakadəiŋ, mbɛiŋ ni numki bwa bə Ba wimbɛiŋ wə wi kɔ i bɛiŋ. Akɔ wi wə wi si fə ka wɔŋ baiŋki i bəni bəchu wə bəh i bəndzɔŋni wə. Asi faaŋ wi tə dzaŋ a yi dzə i bəni bə̀ bɔ fəki gia yi chəŋ, bəh i bə̀ bɔ fəki kə gia yi chəŋ.
28052e00a9	Mbɛiŋ kwakaki a mbɛiŋ ka kɔŋki a bəni bə̀ bɔ kɔŋki mbɛiŋ, mbee wiwɔ ni numki na nə i mbɛiŋ a? Na bəni bə̀ bɔ kwaki kiŋwakti fəki kə ayaka tə a?
28052f00a7	Mbɛiŋ ka bɔniki a bwa bə nih bəmbɛiŋ shəŋ, gia yə mbɛiŋ fəki chi chi bəni bədɔkɔ fə kə kɔ la nə a? Bəni bə tumi si bɔŋ fə kə a yakadəiŋ a?
2805300071	Yi kɔ a mbɛiŋ kâŋaki i ndzɔŋki bwiliki fwu asi Ba wimbɛiŋ wə wi kɔ i bɛiŋ ndzɔŋki bwiliki fwu.”
28060100d6	“Mbɛiŋ tɔ̂kniki a, jɔbi wə mbɛiŋ fəki ndzɔŋni i bəni nshiŋ, yi ma numki a mbɛiŋ fəki a bɔ yɛ̂iŋki. Mbɛiŋ kabə fəki yakadəiŋ, ma tii wimbɛiŋ wə wi kɔ i bɛiŋ bi ma chu makti mbɛiŋ.
2806020106	Ayakadəiŋ, jɔbi wə wɔ nyaki fiɛŋ i mi wə wi kaŋaki kə, ma tɔ̂ŋki sɔŋ asi bəni bə̀ bɔ dzakaki chi fə chi si shi fə i júŋ yi tsani wə bəh i dzə́h wə, ka bəni kɔ̂ksiki bɔ. Mih fukuki ŋkɔŋ i mbɛiŋ a bɔ kwati lɔ bəmbee bəbɔ.
2806030082	Ayakalə, jɔbi wə wɔ nyaki fiɛŋ i mi, kiə wɔ ki fə̂ kə a tsɛiŋ ya yi ki miəkə kiə gia yə tsɛiŋ yiləkəli fəki.
2806040077	Ayakadəiŋ, ka kinya ka ni numki i nyumi wə, ayaka Ba wa wə wi si yɛiŋ gia yə bə fəki i nyumi wə ni makti wɔ.
2806050113	Jɔbi wə mbɛiŋ tsaki, mbɛiŋ ma fə̂ki ka bəni bə̀ bɔ dzakaki chi fə chi si shi fə. Bɔ si shi kɔŋ a numki i bɛiŋ i júŋ yi tsani wə, bəh i dzə́h yi baŋsini wə i tsaki, ka bəni yɛ̂iŋki bɔ. Mih fukuki ŋkɔŋ i mbɛiŋ a bɔ kwati lɔ mmakti wibɔ.
28060600d2	Ayakalə, jɔbi wə wɔ nəŋki i tsa, liə tsə i kintəəŋ ki juŋ mə, wɔ baŋ baka kijuŋ ka wɔ tsaki i Ba wa wə wi kɔ i nyumi wə. Ba wa wə wi si yɛiŋ gia yə bə fəki i nyumi wə ni ka makti wɔ.
28060700e8	Jɔbi wə mbɛiŋ tsaki, kiə mbɛiŋ ki bâaŋ kə a dzâkaki gia yiyəə yiyəə asi bəni bə̀ bɔ si kiə kə Nyɔ si shi fə. Bɔ si fə yakadəiŋ bəh kiŋkwaka a bə ni wɔkɔ lə ntsa wibɔ kɔm gia yiduli yə bɔ faaki.
280608008c	Kiə mbɛiŋ ma nûmki ka bɔ. Mbɛiŋ kîəki a Ba wimbɛiŋ nì kɔ wi si kiə lɔ gia yə mbɛiŋ nəŋki, na ka mbɛiŋ bikəki i wi.
2806090061	Akɔ lə si mbɛiŋ kɔ i tsaki: ‘Ba wibuku wə wi kɔ i bɛiŋ, fə̂ bəni kɔksiki yɛli wa,
28060a005a	fə̂ ŋkuŋ bia dzə, fə̂ a gia yə wɔ nəŋki yi numki i fa kuku asi yi kɔ i bɛiŋ.
28060b0020	Nyâ buku bəh dzɛiŋ bidaiŋ.
28060c0056	Ma wɔ dâlinya chu bibuku, asi buku dalinyaki chu biə bəni bədɔkɔ fəki i buku.
28060d00c7	Kiə wɔ ki bêe kə a buku liə i mmɔmsi wə. Bwîli buku i kaŋ yi mi wichu wə.’ [Ŋkuŋ bi bɛiŋ kɔ mbia, ŋga num mbia, mbum num mbia i jɔbi wichi wə kiŋgɔksi kɔbi. Ma yi num ayaka.]
28060e007d	Mbɛiŋ kabə dalinyaki chu biə bəni bədɔkɔ fəki i mbɛiŋ, ma Ba wimbɛiŋ wə wi kɔ bɛiŋ ni dalinya tə bimbɛiŋ.
28060f007c	Ayakalə, mbɛiŋ kabə dalinyaki kə chu biə bəni bədɔkɔ fəki i mbɛiŋ, ma Ba wimbɛiŋ ma ni dalinya tə bimbɛiŋ.
2806100109	Jɔbi wə mbɛiŋ bamki dzaka, kiə mbɛiŋ ma nûmki bəh shi bi gwuŋni asi bəni bə̀ bɔ ghaŋsiki gwu si shi fə. Bɔ si kwuni kishi kibɔ i jɔbi wiwɔ wə, ka bəni yɛ̂iŋki dzaka kibɔ ki bamni. Mih fukuki ŋkɔŋ i mbɛiŋ a bɔ kwati lɔ mmakti wibɔ.
2806110050	Ayakalə, jɔbi wə wɔ bamki dzaka, wɔ wɔ̂kɔ shi bia, wɔ fîaŋsi fwu wa,
28061200a1	ka mbam wa wi dzaka ma yɛ̂iŋki num bəni, a yɛiŋki num Ba wa wə wi kɔ i nyumi wə. Ka Ba wa wə wi si yɛiŋ gia yə bəni fəki i nyumi wə ni makti wɔ.
2806130089	Kiə mbɛiŋ ma jîəki biba bimbɛiŋ fa kuku a num i di biə shəkə kɔ mɛiŋni, bi num tə i chami, bəji num i bwiŋ liə i chwɔ.
28061400a4	Mbɛiŋ jîəki biba bimbɛiŋ num i tumi ki bɛiŋ wə, a num di biə shəkə kɔkə i mɛiŋni, bi kɔbi tə i chami, ayaka bəji kɔbi tə i bwiŋ liə i chwɔ.
280615004a	Mbɛiŋ kîəki a di biə mi jiəki kiba ki akɔ fɛiŋ wə shɔm yi kɔ.
2806160086	Dzəkəh wi mi kɔ naka ki baiŋsini ki gwu. Ayakadəiŋ, dzə́kəh ya kabə baiŋ, yaka gwu ya yichi ni numki yi jikə bəh baiŋni.
28061700b5	Ayakalə, dzə́kəh ya kabə ji num jini, gwu ya yichi ni numki yi jikə bəh jisi. A kabə num baiŋni i gwu ya wə fiəni chu num jisi, ma ŋgumi bi jisi biwɔ ni numki dəiŋ a?
28061800dd	Mi kɔkə i nɔmki i bətikwili bəfa. Yi kabə num yakadəiŋ, ma wi ni baiŋŋki widɔkɔ, wi kɔŋ widɔkɔ, yudɔkɔ wi ni wɔkɔki i widɔkɔ nalə, wi sɛiŋsi widɔkɔ. Mbɛiŋ kɔkə nɔmki i Nyɔ chu nɔm i kpɔ.
280619010f	Ayakadəiŋ, mih fukuki i mbɛiŋ a kiə mbɛiŋ ma fûmsiki gwu kɔm nɔni kimbɛiŋ a mbɛiŋ ni dzi nə, nabə i mu nə, yudɔkɔ kɔm gwu yimbɛiŋ bəh a mbɛiŋ ni lɔh nə. Kiŋ'waka ki mi tsəki kə biɛiŋ bidzini, ayaka gwu yi mi bɔŋ tsə kə tə bəmbuŋ a?
28061a00f7	Mbɛiŋ yɛ̂iŋ si minyəni mə mɔ fuliki bɛiŋ kɔ. Mɔ si gbɛli kə, mɔ si kɔh kə dzɛiŋ i juŋni jiə i bəshaŋkwa wə. Ayakalə, Ba wimbɛiŋ wə wi kɔ i bɛiŋ saŋsi mɔ. Mbɛiŋ kiəki kə a mbɛiŋ kɔkniki tsəki lə minyəni a?
28061b0064	Akɔ ndə i mbɛiŋ kintəəŋ wə wi fumsiki gwu, wi num i kpɛiŋsi jɔbi twɛsi i nɔni ki wə a?
28061c009d	Kɔm nə mbɛiŋ fumsiki gwu kɔm bə bəmbuŋ a? Mbɛiŋ yɛ̂iŋ si bəfluwa kɔɔki i chwa bɔ num. Bəfluwa si nɔm kə nabə i kɛiŋsi bəmbuŋ bəbɔ.
28061d00b8	Ayakalə, mih fukuki i mbɛiŋ a, na Ŋkuŋ Sɔlɔmɔn bəh mbum bi bichi biə wi nì kaŋaki jɔbi wə wi nì lafiki gwu bəh bəmbuŋ, wi nì ka num buku dəkə ka fluwa widɔkɔ.
28061e00c5	A kabə num lə si Nyɔ lafiki mfwaŋ i chwa, mfwaŋ biə bi kɔɔki daiŋ, bi kaŋa i buku kpiyi kijiəli a bə kpa i gbuku wə, wi ma ni lafi mbɛiŋ tsə yaka? Ɔɔɔ bəni bə kimbum ki twɛsi!
28061f006d	Ayakadəiŋ, mbɛiŋ ma fûmsiki gwu yimbɛiŋ a mbɛiŋ ni dzi nə, i mu nə, nabə i lɔh nə i gwu wə a.
28062000cb	Biɛiŋ biələ bichi kɔ biə bəni bə̀ bɔ kiəki kə Nyɔ si jiə shɔm yɛiŋ wə. Mbɛiŋ kɔ fimbɛiŋ num Ba wimbɛiŋ wə wi kɔ i bɛiŋ kiəki lə a mbɛiŋ nəŋki lə biɛiŋ biələ bichi.
280621009c	Mbɛiŋ yisi jîə shɔm yimbɛiŋ num i ŋkuŋ bi Nyɔ wə, bəh gia yə yi kɔ chəŋ i wi nshiŋ, ka wi ni nyaki mbɛiŋ tə bəh biɛiŋ biələ bichi.
28062200c7	Ayakalə, si yi kɔ lə, kiə mbɛiŋ ma fûmsiki gwu kɔm kijiəli. Bə ni buku fumsiki gwu kɔm biɛiŋ bi kijiəli, a num kijiəli. Bəŋgəkə bə chɔkɔ kpɛiŋki a bəh chɔkɔ biwɔ biə.”
280701005a	“Kiə mbɛiŋ ki sâka kə bimfə bi bəni bədɔkɔ, ka Nyɔ bi ma saka tə bimbɛiŋ.
28070200dd	Mbɛiŋ kîəki a dzəh yə mbɛiŋ sakaki kimfə ki mi widɔkɔ yɛiŋ, kɔ a yi Nyɔ bi sakaki tə kimbɛiŋ yɛiŋ. Fiɛŋ fiə mi fəkəki biɛiŋ yɛiŋ i nya i mi, kɔ a fi Nyɔ ni fəkə yɛiŋ i nya i wəmaka mi.
2807030098	Akɔ kɔm nə wɔ tsɛiŋki shəkə yi kpɛiŋ i dzəkəh wi waiŋnah wə, ayakalə wɔ yɛiŋ kə kimfuŋ ki kpɛiŋ kə ki kɔ i ŋ'wa dzəkəh wə a?
28070400a4	Wɔ kɔ i dzaka dəiŋ i waiŋnah a, ‘Waiŋnih nûm ma mih bwili shəkə yi kpɛiŋ i dzəkəh wa mə,’ ayakalə kimfuŋ ki kpɛiŋ num i ŋ'wa dzəkəh wə a?
28070500bc	Wɔ kɔ mi wə wi chusiki gwu! Yisi bwîli kimfuŋ ki kpɛiŋ kə ki kɔ i dzəkəh wa wə na ka wɔ ni yɛiŋ ndzɔŋ shəkə yi kpɛiŋ yə yi kɔ i dzəkəh wi waiŋnah wə, i bwîli.
28070600fc	Mbɛiŋ ma dzɔ̂ nyâ fiɛŋ fi Nyɔ i bíə. Mbɛiŋ ka fə yakadəiŋ, ma yi ni fiəni gwu yi nɔmyi lɔ mbɛiŋ. Mbɛiŋ ma dzɔ̂ nyâ tə bənsəŋ bəmbɛiŋ bə kpɔ bələkəli i bifi. Mbɛiŋ ka fə yakadəiŋ, ma bi ni nyufi lɔ bəh gvu.
28070700a3	Mbɛiŋ bikə, ayaka ma Nyɔ ni nya i mbɛiŋ. Mbɛiŋ nəŋki, ayaka ma Nyɔ ni fə mbɛiŋ yɛiŋ. Mbɛiŋ kɔmyiki bakakijuŋ, ayaka ma Nyɔ ni wɛli i mbɛiŋ.
280708009d	Mbɛiŋ kiəki a mi wichi wə wi bikəki, ni kwati lə, mi wichi wə wi nəŋki, wi ni yɛiŋ lə, mi wichi wə wi kɔmyiki bakakijuŋ bə ni wɛli lə i wi.
2807090059	Akɔ ndə i mbɛiŋ kintəəŋ wə waiŋ wi ka bikəki nyəə, wi ni nya num təh i wi a?
28070a0037	Ma wi kabə bikə bwɔkɔ, wi ni nya num juŋŋ i wi a?
28070b00e0	Na yaka mbɛiŋ bə̀ mbɛiŋ kɔ bəni bəchu kabə kiə i nyaki biɛiŋ bindzɔŋni i bwa bəmbɛiŋ, ma Ba wimbɛiŋ wə wi kɔ i bɛiŋ wi ma ni nya tə biɛiŋ bindzɔŋni i bəni bə̀ bɔ bikəki i wi tsə na ayaka a?
28070c00e3	Ayakadəiŋ, na finə fiə mbɛiŋ kɔŋki a bəni fə̂ki i mbɛiŋ, numki a fi mbɛiŋ kɔ i fə̂ki tə i bɔ, kɔm yələ kɔ na gia yichi yə Kiŋwakti ki Bənchi bə Muses bəh Biŋwakti bi bəni bə ntum bə Nyɔ laniki.
28070d00de	Mbɛiŋ lîə i mbaiŋ wə num i dzaka kifiəŋə kifaaŋnini wə, kɔm dzaka ki mbaiŋ kə ki kɔ kiyamni bəh dzəh yə yi bɔniki, tsəki i di biə bəni bi lakaki lakani, ayaka a num i fɛiŋ wə bəni bəduli liəki.
28070e00b2	Mbɛiŋ kîəki a dzaka ki mbaiŋ kə ki kɔ kifaaŋnini, bəh dzəh yi ləkəki akɔ yə yi tsəki i nɔni kə ki bi tsə kaa kə. Bəni bə̀ bɔ yɛiŋki i yi wə kɔ twɛsi.
28070f00d4	Mbɛiŋ tɔ̂kniki kɔm bəni bə̀ bɔ nyiki ntəkə a bɔ kɔ bəni bə ntum bə Nyɔ. Bɔ dzəki i mbɛiŋ chusi a bɔ kɔ shwáŋ, ayakalə i kintəəŋ bɔ num bəkwula bɔ num i kaasi shwáŋ num kaasini.
28071000d9	Mbɛiŋ bi kiəki bɔ num i kimfə kibɔ wə a num a liŋ asi bə si kiə kpɛiŋ i mintam mə mɔ wumki yɛiŋ wə. Bə kɔlə i kɔ mintam mi glɛb i bifaka wə, nabə i kɔ mintam mi fig i kpɛiŋ wi bwayini wə a?
280711007a	Yi kɔ a na winaiŋ kpɛiŋ wi ndzɔŋni si wum a mintam mə mɔ ndzɔŋki, kpɛiŋ wichu si wum mintam mə mɔ kɔ michu.
280712006c	Kpɛiŋ wi ndzɔŋni kɔkə bi wum mintam michu. Asi kpɛiŋ wichu kɔkə tə i bi wɔm mintam mi ndzɔŋni.
2807130058	Na winaiŋ kpɛiŋ wə wi wumki kə mintam mi ndzɔŋni bə si gba lɔɔ wi i gbuku wə.
280714004e	Ayakadəiŋ, mbɛiŋ bi kiəki bəni bə ntəkə bə̀ num i kimfə kibɔ wə.
28071500b0	A kɔkə dəkə mi wichi wə wi bɔɔŋki mih a, ‘Bah, Bah’, wi bi liəki i ŋkuŋ bi bɛiŋ wə. A bi liəki a mi wə wi fəki gia yə Ba wuŋ wə wi kɔ i bɛiŋ nəŋki.
28071600fe	A bi numki i chɔkɔ bi nsaka wi gɔksini wə, bəni bəduli bi bikəki i mih a, ‘Bah, Bah, ntə buku nì fukuki lə bəntum bə Nyɔ i yɛli wa wə, bwili bəchinda bə ŋkpɛli i bəni wə i yɛli wa wə, chu fə gia yi kaŋyini i yɛli wa wə a?’
2807170079	Mih ka ni chukuli i bɔ a, ‘Mih nì ka num kiə dəkə mbɛiŋ. Mbɛiŋ lâkyi i dzə́kəh yiŋ wə, bəmfə chu.’
2807180094	Ayakadəiŋ, mi wichi wə wi wɔkɔki ndzaka wuŋ wələ fə asi ndzaka wiwɔ nəŋki, wi kɔ aka mi wi mfi wə wi nì maa juŋ yi i biaŋa bɛiŋ.
2807190080	Dzaŋ dzə, bɔ́kɔ buku, fiəkə tsə chini juŋ yiwɔ, yi kɔbi i muku, kɔm wi nì kɔ wi chɔkɔ chaka kiwɔ i biaŋa wə.
28071a009f	Ayakalə, mi wichi wə wi wɔkɔki ndzaka wuŋ wələ, tsə nəki fə kə asi wi kɔ, yaka wi kɔ aka mi wi kiyuŋ wə wi nì maa n'yi juŋ i mishambu bɛiŋ.
28071b004f	Dzaŋ dzə, bɔkɔ buku, fiəkə tsə chini juŋ yiwɔ muku, gbɔ lə gbuuu.”
28071c0069	Asi Jisɔs nì dzaka kaasi gia yələ yichi, mbaŋ wi bəni wə ka num bəh ŋkaiŋyi i nlani wiwɔ wə,
28071d008a	kɔm wi nì laniki ka mi wə wi kaŋaki ŋga bi lanini. Wi nì laniki kə ka bəni bəbɔ bə̀ bɔ laniki bənchi bə Nyɔ nì laniki.
280801004d	Jisɔs dza shi dzə i ŋkwuŋ bɛiŋ, mbaŋ wi bəni wimbum kwu i wi chɛiŋ.
28080200b2	Yi num a mi widɔkɔ wə wi nì gwɛiŋki bəh jwɛiŋ yi kumyini, nì dza dzə tum binyu i Jisɔs nshiŋ ka dzaka i wi a, “Bah, wɔ kabə kɔŋki wɔ fə̂ mih bâiŋki.”
28080300a9	Jisɔs ka nani tsə tsɛiŋ yi kɔm wi ka dzaka a, “Mih kɔŋki lə, bɔ̂nih ma wɔ bâiŋki.” Akisəkə, jwɛiŋ yi kumyini yiwɔ kaa i gwu yi wə, wi ka baiŋki.
2808040100	Jisɔs ka kiŋ i wi a, “Yɛiŋ, kiə wɔ ki fûku kə yi i mi widɔkɔ. Ayakalə, tsə̂ chûsi gwu ya i tii mfə gia, ma wɔ nyâ kinya kə Muses nì dzaka a mi kaŋaki i nyâ i chusi i bəni a ŋgaiŋ bɔnih lɔ i jwɛiŋ yələ wə ka baiŋki.”
280805007d	Jisɔs dza nyə tsə liə i kwili wi Kafanaum wə, fwu wi bəni bə jum widɔkɔ dzə yɛiŋ wi ka kwuŋki kaŋ i wi dzaka a,
2808060054	“Bah, waiŋ wuŋ wi nɔm nɔki dzu wi gwɛiŋ na bəh ŋga, num wi kpi wa wimu.”
2808070034	Jisɔs dzaka i wi a, “Mih ni dzə chuku lə wi.”
28080800ac	Ayakalə, tikwili wi bəni bə jum wiwɔ chukuli i Jisɔs a, “Bah, mih kpɛiŋniki kə i mi wə wɔ kɔ i dzə i wi dzu. Dzâka shəŋ a ja ma waiŋ wuŋ wi nɔm bɔnih.
280809011c	Mih kɔ mi i ŋga bi mi widɔkɔ chɛiŋ, bəh bəni bə jum i mih chɛiŋ. Mih si dzə mih dzaka i widɔkɔ a, ‘Tsə̂,’ wi ka tsəki a tsəni, i widɔkɔ a, ‘Dzə̂,’ wi ka dzəki a dzəni. Mih si dzə mih dzaka tə i mfa wuŋ a, ‘Fə̂ lə,’ wi ka fəki ayakadəiŋ.”
28080a00fe	Jɔbi wə Jisɔs nì wɔkɔ gia yə wi dzaka yakadəiŋ, dzaka wɔm wi. Wi ka dzaka i bəni bə̀ bɔ nì biəliki wi a, “Mih fukuki ŋkɔŋ i mbɛiŋ a, mih kɛiŋki ki yɛiŋ kə mi na i Islae ka wələ, wi jiə ŋkaiŋni wi shɔm yələ i mih lə.
28080b00fe	Mih fukuki i mbɛiŋ a, bəni bəduli bi dzə lə i bimbu bichi i yisi i di biə wɔŋ bubuki bəh i tsə buku i di biə wi tsəki liəki, bɔ bi dzə num i kuku i dziki bəh bətii bəmbɛiŋ Ablaham bəh Ayjik bəh Yakɔb i ŋkuŋ bi Nyɔ wə i bɛiŋ,
28080c008b	ayakalə, bwa bə̀ tumi kiwɔ kɔ kibɔ, a bi numki num bə lɔɔ bwili bɔ i biŋ bi jisi wə, i di biə bəni bi dəki bɔ dzi jəŋ.”
28080d00c9	Si Jisɔs dzaka yakadəiŋ ka dzaka i fwu wi bəni bə jum wiwɔ a, “Wɔ kwɛ̂ tsə̂, yi nûm i wɔ asi wɔ jiə shɔm ya i mih.” Waiŋ wi nɔm wi fwu wi bəni bə jum wiwɔ ka bɔnih akisəkə.
28080e006b	Jisɔs nì dza tsə liə i juŋ yi Bita wə, ka yɛiŋ nih kpə Bita num wi nɔ, gwu yaka wi na bəh ŋga.
28080f005c	Jisɔs kɔm tsɛiŋ yi, jwɛiŋ yiwɔ ka bee wi, wi ka dza bɛiŋ tsɛiŋ fiɛŋ Jisɔs dzi.
28081000d1	A dzə num i fijɔbi, bəni ka dzəki bəh bəni bəduli bə̀ bəchinda bə ŋkpɛli nì njiŋsiki bɔ. Jisɔs ka bwiliki biŋ'waka biwɔ a bəh ja shəŋ. Wi chuku tə bəni bəchi bə̀ bɔ nì gwɛiŋki.
28081100b8	Yələ gia nì num i fə ka yi dzə kpɛiŋ asi mi wi ntum wi Nyɔ wə Isaya nì kɔ wi dzaka lɔ a, “Wi dzɔ jwɛ́iŋ yibukumbɛiŋ, giŋ tasi bəh mijwɛiŋni mi bukumbɛiŋ.”
28081200b4	Jɔbi wə Jisɔs nì yɛiŋ mbaŋ wi bəni wimbum juŋni kɔmsi dzə i wi wə, wi dzaka i bwa bu bə mbaŋ a, “Bukumbɛiŋ dâŋ buku tsə̂ i kiwuŋ ki bɔkɔ kə yaka wə.”
2808130094	Mi widɔkɔ wə wi nì laniki bənchi bə Nyɔ ka dza dzə dzaka i Jisɔs a, “Mi wi Lanini, mih ni biəliki lə wɔ i na faiŋ wə wɔ tsəki.”
28081400d1	Jisɔs chukuli i wi a, “Migumasha kaŋaki lə dzə́ŋə yibɔ, minyəni mə mɔ fuliki i bɛiŋ kaŋa tə júŋ yibɔ, ayakalə mi wə yɛli wi kɔ Waiŋmi kaŋaki kə na di wi kɔ i jiə fwu wi yɛiŋ.”
2808150069	Mi wi mbaŋ widɔkɔ dzaka i wi a, “Bah, bêe ma mih tsə yisi lə̂ə ba wuŋ ka mih biəliki wɔ.”
2808160079	Ayakalə, Jisɔs chukuli i wi a, “Wɔ bîəli mih, bêe ma bəni bə̀ bɔ kpiyi ləəki bəni bəbɔ bə kpiyini.”
2808170053	Jisɔs dza tsə liə i ŋgwuki mə, bwa bu bə mbaŋ ka bɔŋ biəli tə wi fɛiŋ.
28081800ac	Yi dzə num a, fuŋni kiləkəli kidɔkɔ nì dzə tumbuku yisi i nəŋniki kinchwɔ kimbum, mwi liə i ŋgwuki mə wi ka nəŋki i mini. A nì kɔ Jisɔs nɔ mfih nɔni.
280819005d	Bwa bu bə mbaŋ tsə ka yɔmsiki wi dzaka a, “Bah, gâmti, bukumbɛiŋ ki kpiyiki lə.”
28081a00e2	Wi ka dza yaka bɛiŋ dzaka i bɔ a, “Ɔɔɔ bəni bə kimbum kibɔli. Mbɛiŋ lwaki nə a?” Si wi dzaka yakadəiŋ ka dza bɛiŋ wam kaŋyi fuŋni kiləkəli kiwɔ bəh kinchwɔ kimbum kiwɔ, di ka kpichumi lə mɔɔɔŋ.
28081b0088	Dzaka wɔm bəni bəwɔ lə kuss. Bɔ yisi i dzakaki a, “Wələ kɔ winaiŋ mi lə, na fuŋni kiləkəli bəh bɔkɔ wɔkɔ i wi a?”
28081c0106	Jisɔs dza daŋ buku i kiwuŋ i kimbu ki bəni bə Gadala wə. Wi baŋsi bəh bəni bəfa bɔ num bəh bəchinda bə ŋkpɛli i bɔ wə. Bəni bəwɔ nì buku i bitaa biə bə nì ləəki bəni yɛiŋ, bɔ nì chəfiki lə, mi nì kɔkə i tsə dzəh fɛiŋ.
28081d00a9	Yi dzə num a bɔ nì yisi ka wiliki na bəh ŋga bikəyi a, “Waiŋ Nyɔ, wɔ nəŋki nə i buku wə a? Wɔ dzə fa i nya buku bəh ŋgəkə maka jɔbi kpɛiŋ na?”
28081e004c	A nì kɔ mbaŋ wi bifi biduli bidɔkɔ dzi fɛiŋ i kimbu kiwɔ wə bi du.
28081f0088	Bəchinda bə ŋkpɛli bəwɔ ka tsa Jisɔs a, “Buku tsaki wɔ, wɔ ka bwili buku, wɔ chîŋsi buku i mbaŋ wi bifi biəyaka wə.”
