0100000006	1 Mose
01090f00cb	alsdarin gedenke ich des Bundes, der zwischen mir und euch und allen anderen Fleischeswesen, die da leben, gilt auf Erden. Nie wird das Wasser wieder eine Flut, die allem Fleische das Verderben brächte.
01091000a0	Und steht der Bogen im Gewölke, dann schaue ich ihn an und denke an den ewigen Bund, der zwischen Gott und allen Fleischeswesen, die da leben, gilt auf Erden."
0109110077	Und Gott sprach zu Noe: "Dies ist des Bundes Zeichen, den ich errichtet habe zwischen mir und jedem Fleisch auf Erden."
010912005f	Noes Söhne, die aus der Arche gingen, waren Sem, Cham und Japhet; Cham aber war Kanaans Vater.
0109130041	Diese drei waren Noes Söhne, und ihnen entsprang die ganze Welt.
010914003c	Noe aber begann mit dem Landbau und pflanzte einen Weinberg.
010915004b	Da trank er von dem Wein, ward betrunken und lag entblößt in seinem Zelt.
010916006b	Da schaute Cham, der Vater Kanaans, die Blöße seines Vaters und sagte es seinen beiden Brüdern draußen.
01091700dc	Sem und Japhet aber nahmen das Obergewand, legten es auf ihre Schultern, gingen rückwärts hinein und bedeckten ihres Vaters Blöße; ihr Gesicht aber war abgewandt, und so hatten sie ihres Vaters Blöße nicht gesehen.
0109180055	Als Noe von seinem Wein erwachte, erfuhr er, was ihm sein jüngster Sohn getan hatte.
0109190058	Da sprach er: "Verflucht sei Kanaan! Der niedrigste der Sklaven sei er seinen Brüdern!"
01091a0055	Und er sprach: "Des Herrn Gesegneter, mein Gott, sei Sem! Doch Kanaan sei ihm Sklave!
01091b005f	Für Japhet schaffe Gott gar weiten Raum! In Zelten aber wohne Sem! Und Kanaan sei ihm Sklave!"
01091c0026	Und Noe lebte nach der Flut 350 Jahre.
01091d003f	Und die ganze Lebensdauer Noes betrug 950 Jahre; dann starb er.
010a01007a	Und dies ist die Geschlechterfolge der Söhne Noes: Noes Söhnen Sem, Cham und Japhet wurden nach der Flut Söhne geboren.
010a020048	Japhets Söhne waren Gomer, Magog, Madai, Javan, Tubal, Mesek und Tiras.
010a030030	Gomers Söhne waren Askenaz, Riphat und Togarma.
010a040036	Javans Söhne waren Elisa, Tarsis, Kittim und Dodanim.
010a050084	Von diesen hatten sich der Heiden Inseln abgezweigt nach ihren Ländern, ihren verschiedenen Sprachen, Stämmen und Völkerschaften.
010a060032	Chams Söhne waren Kusch, Misraim, Put und Kanaan.
010a070069	Des Kusch Söhne waren Saba, Chavila, Sabta, Regma und Sabteka, und Regmas Söhne waren Scheba und Dedan.
010a080053	Und Kusch hatte Nimrod gezeugt; dieser war zuerst ein Kriegsheld auf Erden gewesen.
010a090082	Er war ein gewaltiger Jäger vor dem Herrn; daher pflegt man zu sagen: "Gleich Nimrod ist er ein gewaltiger Jäger vor dem Herrn."
010a0a005b	Seine Herrschaft erstreckte sich anfangs auf Babel, Erech, Akkad und Kalne im Lande Sinear.
010a0b0054	Von diesem Lande zog er nach Assur; da baute er Ninive - dazu Rechobot-Ir und Kelach
010a0c0043	sowie Resen zwischen Ninive und Kelach -, das ist die große Stadt.
010a0d0044	Und Misraim zeugte die Luditer, Anamiter, Lehabiter und Naphtuchiter
010a0e0060	sowie die Patrusiter und Kasluchiter und die, von denen die Philister stammten, die Kaphtoriter.
010a0f0034	Kanaan zeugte Sidon, seinen Erstgeborenen, und Chet,
010a10002d	sowie die Jebusiter, Amoriter und Girgasiter,
010a11001b	Chiviter, Arkiter, Siniter,
010a120056	Arvaditer, Semariter und Chamatiter; hernach breiteten sich die Kanaaniterstämme aus.
010a13006d	Das Kanaanitergebiet erstreckte sich von Sidon bis nach Gerar, Gaza, Sodoma, Gomorrha, Adma. Seboim und Lesa.
010a140053	Dies sind Chams Söhne nach ihren Stämmen, Sprachen, Ländern und Völkerschaften.
010a150060	Auch Sem, dem Stammvater aller Söhne Ebers und ältesten Bruder Japhets, wurden Kinder geboren.
010a160036	Sems Söhne waren Elam, Assur, Arpaksad, Lud und Aram.
010a17002d	Arams Söhne waren Uz, Chul, Geter und Masch.
010a18002f	Und Arpaksad zeugte Selach und Selach den Eber.
010a190087	Dem Eber wurden zwei Söhne geboren; der eine hieß Peleg, weil sich zu seiner Zeit die Erde gespalten hatte; sein Bruder hieß Joktan.
010a1a0037	Und Joktan zeugte Almodad, Seleph, Chasarmavet, Jerach,
010a1b0015	Hadoram, Uzal, Dikla,
010a1c0016	Obal, Abimael, Scheba,
010a1d0039	Ophir, Chavila und Jobab: dies alles sind Joktans Söhne.
010a1e003c	Ihre Wohnsitze reichten von Mesa bis Sephar beim Ostgebirge.
010a1f0056	Dies sind die Söhne Sems nach ihren Stämmen, Sprachen, Ländern und Völkerschaften.
010a200090	Dies sind die Stämme der Noesöhne nach ihren Sippen und Völkerschaften; von ihnen haben sich nach der Flut die Völker auf Erden abgesondert.
010b01003a	Die ganze Erde aber hatte eine Sprache und einerlei Worte.
010b020060	Als sie von Osten herzogen, fanden sie im Lande Sinear eine Ebene und ließen sich darin nieder.
010b0300b6	Und sie sprachen zueinander: "Auf! Laßt uns Luftziegel streichen und Backsteine brennen!" Und der Ziegel diente ihnen als Baustein; das Erdpech aber hatte ihnen als Mörtel gedient.
010b0400b4	Sie sprachen: "Auf! Bauen wir uns eine Stadt und einen Turm mit einer Spitze bis zum Himmel, und machen wir uns eine Wohnstatt, daß wir uns nicht über die ganze Erde zerstreuen!"
010b05005e	Der Herr aber stieg herab, die Stadt und den Turm zu beschauen, den die Menschenkinder gebaut.
010b0600bb	Da sprach der Herr: "Fürwahr! Ein Volk sind sie und haben alle dieselbe Sprache, und dies ist nur der Anfang ihres Tuns, und fortan wäre ihnen nichts verwehrt, was immer sie nur planen.
010b07006c	Auf nun! Wir wollen jetzt hinab und ihre Sprache mischen, daß keiner je des anderen Sprache mehr verstehe."
010b08006a	So zerstreute sie der Herr von dort über die ganze Erde, und sie mußten es lassen, die Stadt auszubauen.
010b090095	Darum nennt man sie Babel; denn dort hat der Herr die Sprache der ganzen Erde gemischt, und von dort hat der Herr sie über die ganze Erde zerstreut.
010b0a006d	Dies ist die Geschlechterfolge Sems: Als Sem 100 Jahre alt war, zeugte er Arpaksad, zwei Jahre nach der Flut.
010b0b0053	Und Sem lebte nach Arpaksads Zeugung 500 Jahre und zeugte noch Söhne und Töchter.
010b0c0033	Und Arpaksad war 35 Jahre alt; da zeugte er Selach.
010b0d0056	Und Arpaksad lebte nach Selachs Zeugung 403 Jahre und zeugte noch Söhne und Töchter.
010b0e002f	Und Selach war 30 Jahre alt; da zeugte er Eber.
010b0f0052	Und Selach lebte nach Ebers Zeugung 403 Jahre und zeugte noch Söhne und Töchter.
010b10002e	Und Eber war 34 Jahre alt, da zeugte er Peleg.
010b110051	Und Eber lebte nach Pelegs Zeugung 430 Jahre und zeugte noch Söhne und Töchter.
010b12002e	Und Peleg war 30 Jahre alt; da zeugte er Rëu.
010b130051	Und Peleg lebte nach Rëus Zeugung 209 Jahre und zeugte noch Söhne und Töchter.
010b14002e	Und Rëu war 32 Jahre alt; da zeugte er Serug.
010b150051	Und Rëu lebte nach Serugs Zeugung 207 Jahre und zeugte noch Söhne und Töchter.
010b160030	Und Serug war 30 Jahre alt; da zeugte er Nachor.
010b170053	Und Serug lebte nach Nachors Zeugung 200 Jahre und zeugte noch Söhne und Töchter.
010b180031	Und Nachor war 29 Jahre alt; da zeugte er Terach.
010b190054	Und Nachor lebte nach Terachs Zeugung 119 Jahre und zeugte noch Söhne und Töchter.
010b1a0042	Und Terach war 70 Jahre alt; da zeugte er Abram, Nachor und Haran.
010b1b0064	Dies ist die Geschlechterfolge Terachs: Terach zeugte Abram, Nachor und Haran, und Haran zeugte Lot.
010b1c005b	Es starb aber Haran zu Lebzeiten seines Vaters Terach, in seinem Geburtslande zu Ur Kasdim.
010b1d008c	Abram und Nachor nahmen sich dann Weiber; Abrams Weib hieß Sarai und Nachors Weib Milka, die Tochter Harans, des Vaters von Milka und Iska.
010b1e003b	Sarai aber war unfruchtbar; sie hatte nie ein Kind geboren.
010b1f0105	Und Terach nahm seinen Sohn Abram und seinen Enkel Lot, den Sohn Harans, und seine Schwiegertochter Sarai, das Weib seines Sohnes Abram, und sie zogen mit ihm aus Ur Kasdim, ins Land Kanaan zu wandern. So kamen sie bis Charan; hier aber ließen sie sich nieder.
010b20004a	Die Tage Terachs beliefen sich auf 205 Jahre; dann starb Terach zu Charan.
010c010083	Und der Herr sprach zu Abram: "Aus deinem Lande, deiner Sippe zieh fort, aus deinem Vaterhause, ins Land, das ich dir zeigen werde!
010c020074	ich mache dich zu einem großen Volke und segne dich und mache deinen Namen hochberühmt, daß du zum Segen werdest.
010c030085	Denn segnen will ich, die dich segnen, und die verfluchen, die dich lästern. Der Erde Stämme alle sollen sich mit dir dann segnen!"
010c040079	Und Abram zog fort, wie ihm der Herr gesagt, und mit ihm zog Lot; Abram aber war 75 Jahre alt, als er von Charan fortzog.
010c0500e9	Und Abram nahm sein Weib Sarai und seinen Brudersohn Lot und all ihre Habe, die sie erworben, sowie die Seelen, die sie in Charan bekommen hatten, und sie zogen fort, ins Land Kanaan zu wandern, und sie kamen auch in das Land Kanaan.
010c060074	Und Abram durchzog das Land bis zu Sichems Wohnsitz, bis zum Maulbeerbaum; damals aber waren die Kanaaniter im Land.
010c070090	Da erschien der Herr dem Abram und sprach: "Ich gebe deinem Stamme dieses Land." Da baute er dort einen Altar dem Herrn, der ihm erschienen war.
010c0800ae	Von dort zog er auf das Gebirge östlich von Betel und schlug sein Zelt auf, Betel im Westen und Ai im Osten. Dort baute er dem Herrn einen Altar und rief des Herrn Namen an.
010c090032	Dann zog Abram weiter und weiter, dem Südland zu.
010c0a007e	Nun kam die Hungersnot ins Land, und Abram zog nach Ägypten, hier zu verbleiben; denn schwer lag die Hungersnot auf dem Land.
010c0b006e	Als er nahe bei Ägypten war, sprach er zu seinem Weib Sarai: "Ich weiß wohl, daß du ein schönes Weib bist.
010c0c0084	Sehen dich nun die Ägypter, dann denken sie: Dies ist sein Weib, und alsdann töten sie mich; dich aber werden sie am Leben lassen.
010c0d0075	Sag doch, du seiest meine Schwester, daß es mir um deinetwillen gut gehe. Dann bleibe ich deinetwegen ungefährdet."
010c0e0053	Als Abram nach Ägypten kam, sahen die Ägypter, daß das Weib überaus schön war.
010c0f0068	Auch des Pharao Fürsten sahen sie und rühmten sie vor Pharao. So ward das Weib in Pharaos Haus geholt.
010c10007c	Dem Abram aber war er ihretwegen hold geworden; und so bekam er Schafe, Rinder, Esel, Sklaven, Mägde, Eselinnen und Kamele.
010c11005d	Der Herr aber schlug mit schweren Plagen Pharao und sein Haus wegen Sarai, des Weibes Abrams.
010c12007c	Da ließ Pharao den Abram rufen und sprach: "Was hast du mir da angetan? Warum hast du mir verhehlt, daß sie dein Weib ist?
010c130091	Warum hast du gesagt: 'Sie ist nur meine Schwester'? Und so nahm ich sie mir zum Weib. Nun aber sieh, hier ist dein Weib! Nimm sie und geh fort!"
010c14005e	Und Pharao entbot seinetwegen Leute, daß sie ihn, sein Weib und all seine Habe fortschafften.
010d010067	Abram zog nun von Ägypten aufwärts, er, sein Weib und all seine Habe, auch Lot mit ihm, ins Südland.
010d02002e	Abram war sehr reich an Vieh, Silber und Gold.
010d03008a	Und er zog nach öfterem Lagern aus dem Südland bis nach Betel, bis an die Stätte, wo vordem sein Zelt gestanden, zwischen Betel und Ai,
010d040060	zu der Stätte des Altars, den er früher dort gebaut hatte. Dort rief Abram des Herrn Namen an.
010d05003e	Auch Lot, der mit Abram zog, besaß Schafe, Rinder und Kamele.
010d060080	Aber das Land ließ sie nicht beisammen hausen; denn ihre Habe war groß geworden, und so konnten sie nicht beieinander bleiben.
010d07008c	Und Streit ward zwischen den Hirten der Herde Abrams und denen der Herde Lots; die Kanaaniter und die Periziter hausten aber damals im Land.
010d08007c	Da sprach Abram zu Lot: "Nimmer sei Zwietracht zwischen mir und dir, zwischen meinen Hirten und deinen! Wir sind ja Brüder.
010d09009a	Steht nicht das ganze Land dir offen? Trenne dich lieber von mir! Willst du zur Linken, gehe ich zur Rechten; willst du zur Rechten, gehe ich zur Linken."
010d0a00cc	Da hob Lot seine Augen auf und sah, daß die ganze Au des Jordan völlig bewässert war, bevor der Herr Sodom und Gomorrha zerstörte - gleich dem Garten des Herrn und wie das Ägypterland - bis Soar hin.
010d0b0068	Und Lot wählte sich die ganze Au des Jordan. So brach Lot nach Osten auf, und sie schieden voneinander.
010d0c0070	Abram hatte sich im Lande Kanaan angesiedelt. Lot aber in den Städten der Au, und so zeltete er bis nach Sodom.
010d0d0046	Sodoms Männer aber waren böse und gewaltige Sünder wider den Herrn.
010d0e0096	Der Herr aber sprach zu Abram, als Lot von ihm geschieden: "Erhebe deine Augen! Schau von dem Orte, wo du bist, nach Norden, Süden, Osten und Westen!
010d0f0049	All das Land, das du erblickst, gebe ich dir und deinem Stamm für immer.
010d1000a3	Dann mache ich deinen Stamm den Staubkörnchen der Erde gleich. Vermöchte jemand der Erde Staubkörnchen zu zählen, dann könnte auch dein Stamm gezählt werden.
010d11004e	Auf! Umwandle dieses Land nach Länge und Breite! Denn dir will ich es geben."
010d120076	Und Abram stimmte zu, kam und ließ sich bei Mamres Terebinthen zu Hebron nieder und baute hier dem Herrn einen Altar.
010e0100a5	Und es geschah in den Tagen Amraphels, des Königs von Sinear, Adoks, des Königs von Ellasar, Kedorlaomers, des Königs von Elam, und Tidals, des Königs von Gojim.
010e0200bc	Diese hatten Krieg beschlossen wider Bera, Sodoms König, Birsa, den König von Gomorrha, Sinab, den König von Adma, Semeber, den König von Seboim, und den König von Bela, das ist Soar.
010e030041	Alle diese zogen vereint in das Tal Siddim, das ist das Salzmeer.
010e040058	Zwölf Jahre waren sie Kedorlaomer dienstbar gewesen; im dreizehnten aber fielen sie ab.
010e0500b8	Im vierzehnten Jahre nun zogen Kedorlaomer und die Könige bei ihm heran; da schlugen sie die Rephaiter zu Astarot Karnaim, die Zuziter zu Ham und die Emiter in der Ebene von Kirjataim
010e06005f	und die Choriter auf den Bergen von Seïr bis nach EI Paran, das östlich von der Wüste liegt.
010e0700a1	Dann machten sie kehrt und kamen nach En Mispat, das ist Kades, und schlugen das ganze Gefilde der Amalekiter, sowie die Amoriter, die in Chasason Tamar hausten.
010e0800c2	Da zogen der König von Sodom und der König von Gomorrha aus, sowie der König von Adma, der König von Seboim und der von Bela, das ist Soar, und rüsteten zum Kampfe gegen jene im Siddimtale,
010e0900a2	gegen Kedorlaomer, den König von Elam, Tidal, den König von Gojim, Amraphel, den König von Sinear, und Arjok, den König von Ellasar, vier Könige gegen fünf.
010e0a00a6	Das Siddimtal aber ist voller Erdpechgruben. Als nun die Könige von Sodom und Gomorrha fliehen mußten, warfen sie sich hinein; die übrigen aber flohen ins Gebirge.
010e0b0054	Da nahmen jene alle Habe Sodoms und Gomorrhas und all ihren Mundvorrat und zogen ab.
010e0c0065	Auch Lot, Abrams Brudersohn, und seine Habe nahmen sie mit und zogen ab; er wohnte nämlich zu Sodom.
010e0d00b5	Nun kam ein Flüchtling und brachte Kunde dem Hebräer Abram; er wohnte bei den Terebinthen Mamres, des Amoriters, des Bruders von Eskol und Aner, und diese waren mit Abram im Bund.
010e0e007c	Als Abram hörte, sein Bruder sei gefangen, entbot er seine Verbündeten und seine 318 Hausgeborenen und jagte bis Dan nach.
010e0f0069	Er überfiel sie des Nachts, er und seine Diener, schlug und verfolgte sie bis Choba, links von Damaskus.
010e10007a	So brachte er alle Habe zurück. Auch seinen Bruder Lot und seine Habe brachte er zurück, ebenso die Weiber und das Volk.
010e110098	Da zog ihm der König von Sodom entgegen, als er vom Sieg über Kedorlaomer und die Könige bei ihm zurückkehrte, im Tale Save, das ist das Königstal.
010e120076	Der König von Salem aber, Melchisedech, hatte Brot und Wein mitgebracht; er war ja ein Priester des höchsten Gottes.
010e13006c	Und er segnete ihn und sprach: "Vom höchsten Gott, dem Schöpfer Himmels und der Erden, sei gesegnet Abram!
010e140074	Gepriesen sei der höchste Gott, der deine Feinde dir in die Hand gegeben!" Und Abram gab ihm den Zehnten von allem.
010e15005a	Und der König von Sodom sprach zu Abram: "Gib mir die Leute! Die Habe behalte für dich!"
010e160080	Da sprach Abram zum König von Sodom: "Zum Herrn, dem höchsten Gott, dem Schöpfer Himmels und der Erde, erhebe ich meine Hand:
010e170089	Keinen Faden, keinen Schuhriemen, gar nichts von dem, was dir eigen, nehme ich an. Du sollst nicht sagen: 'Ich habe Abram reich gemacht.'
010e1800a3	Nichts will ich. Nur was die Jungmannschaft verzehrt, und den Anteil für die Männer, die mit mir gezogen, Aner, Eskol und Mamre! Sie mögen ihren Anteil nehmen!"
010f010097	Hernach erging das Wort des Herrn an Abram in einem Gesichte also: "Abram, fürchte dich nicht! Ich bin dir doch ein Schild; dein Lohn ist überreich."
