0100000009	創世記
010b0f005a	シラはエベルを生んで後、四百三年生きて、男子と女子を生んだ。
010b10003c	エベルは三十四歳になってペレグを生んだ。
010b110060	エベルはペレグを生んで後、四百三十年生きて、男子と女子を生んだ。
010b120036	ペレグは三十歳になってリウを生んだ。
010b13005a	ペレグはリウを生んで後、二百九年生きて、男子と女子を生んだ。
010b140039	リウは三十二歳になってセルグを生んだ。
010b15005a	リウはセルグを生んで後、二百七年生きて、男子と女子を生んだ。
010b160039	セルグは三十歳になってナホルを生んだ。
010b17005a	セルグはナホルを生んで後、二百年生きて、男子と女子を生んだ。
010b180039	ナホルは二十九歳になってテラを生んだ。
010b19005a	ナホルはテラを生んで後、百十九年生きて、男子と女子を生んだ。
010b1a0057	テラは七十歳になってアブラム、ナホルおよびハランを生んだ。
010b1b008d	テラの系図は次のとおりである。テラはアブラム、ナホルおよびハランを生み、ハランはロトを生んだ。
010b1c0063	ハランは父テラにさきだって、その生れた地、カルデヤのウルで死んだ。
010b1d00e7	アブラムとナホルは妻をめとった。アブラムの妻の名はサライといい、ナホルの妻の名はミルカといってハランの娘である。ハランはミルカの父、またイスカの父である。
010b1e0033	サライはうまずめで、子がなかった。
010b1f00f3	テラはその子アブラムと、ハランの子である孫ロトと、子アブラムの妻である嫁サライとを連れて、カナンの地へ行こうとカルデヤのウルを出たが、ハランに着いてそこに住んだ。
010b20004b	テラの年は二百五歳であった。テラはハランで死んだ。
010c010099	時に主はアブラムに言われた、「あなたは国を出て、親族に別れ、父の家を離れ、わたしが示す地に行きなさい。
010c0200a2	わたしはあなたを大いなる国民とし、あなたを祝福し、あなたの名を大きくしよう。あなたは祝福の基となるであろう。
010c0300b4	あなたを祝福する者をわたしは祝福し、あなたをのろう者をわたしはのろう。地のすべてのやからは、あなたによって祝福される」。
010c04009f	アブラムは主が言われたようにいで立った。ロトも彼と共に行った。アブラムはハランを出たとき七十五歳であった。
010c0500c6	アブラムは妻サライと、弟の子ロトと、集めたすべての財産と、ハランで獲た人々とを携えてカナンに行こうとしていで立ち、カナンの地にきた。
010c06009c	アブラムはその地を通ってシケムの所、モレのテレビンの木のもとに着いた。そのころカナンびとがその地にいた。
010c0700c3	時に主はアブラムに現れて言われた、「わたしはあなたの子孫にこの地を与えます」。アブラムは彼に現れた主のために、そこに祭壇を築いた。
010c0800c6	彼はそこからベテルの東の山に移って天幕を張った。西にはベテル、東にはアイがあった。そこに彼は主のために祭壇を築いて、主の名を呼んだ。
010c090036	アブラムはなお進んでネゲブに移った。
010c0a00b1	さて、その地にききんがあったのでアブラムはエジプトに寄留しようと、そこに下った。ききんがその地に激しかったからである。
010c0b00b1	エジプトにはいろうとして、そこに近づいたとき、彼は妻サライに言った、「わたしはあなたが美しい女であるのを知っています。
010c0c009f	それでエジプトびとがあなたを見る時、これは彼の妻であると言ってわたしを殺し、あなたを生かしておくでしょう。
010c0d00cc	どうかあなたは、わたしの妹だと言ってください。そうすればわたしはあなたのおかげで無事であり、わたしの命はあなたによって助かるでしょう」。
010c0e0081	アブラムがエジプトにはいった時エジプトびとはこの女を見て、たいそう美しい人であるとし、
010c0f007b	またパロの高官たちも彼女を見てパロの前でほめたので、女はパロの家に召し入れられた。
010c1000ae	パロは彼女のゆえにアブラムを厚くもてなしたので、アブラムは多くの羊、牛、雌雄のろば、男女の奴隷および、らくだを得た。
010c110072	ところで主はアブラムの妻サライのゆえに、激しい疫病をパロとその家に下された。
010c1200c6	パロはアブラムを召し寄せて言った、「あなたはわたしになんという事をしたのですか。なぜ彼女が妻であるのをわたしに告げなかったのですか。
