0100000007	Genèse
01091a004f	Puis il dit: Béni soit Yahweh, Dieu de Sem, et que Chanaan soit son serviteur!
01091b0072	Que Dieu donne de l’espace à Japheth, qu’il habite dans les tentes de Sem, et que Chanaan soit son serviteur!
01091c0037	Noé vécut après le déluge trois cent cinquante ans.
01091d0047	Tous les jours de Noé furent de neuf cent cinquante ans, et il mourut.
010a010067	Voici la postérité des fils de Noé, Sem, Cham et Japheth. Il leur naquit des fils après le déluge.
010a020046	Fils de Japheth: Gomer, Magog, Madaï, Javan, Thubal, Mosoch et Tiras.
010a030031	Fils de Gomer: Ascénez, Riphath et Thogorma. —
010a040034	Fils de Javan: Elisa et Tharsis, Cetthim et Dodanim.
010a0500aa	C’est d’eux que viennent les peuples dispersés dans les îles des nations, dans leurs divers pays, chacun selon sa langue, selon leurs familles, selon leurs nations.
010a060033	Fils de Cham: Chus, Mesraïm, Phuth et Chanaan. —
010a070057	Fils de Chus: Saba, Hévila, Sabatha, Regma et Sabathaca. Fils de Regma: Saba et Dadan.
010a08004d	Chus engendra Nemrod: celui-ci fut le premier un homme puissant sur la terre.
010a09007a	Ce fut un vaillant chasseur devant Yahweh; c’est pourquoi l’on dit: «Comme Nemrod, vaillant chasseur devant Yahweh.»
010a0a0056	Le commencement de son empire fut Babel, Arach, Achad et Chalanné au pays de Sennaar.
010a0b0044	De ce pays il alla en Assur, et bâtit Ninive, Rechoboth-Ir, Chalé,
010a0c003f	et Résen, entre Ninive et Chalé; c’est la grande ville. —
010a0d0043	Mesraïm engendra les Ludim, les Anamim, les Laabim, les Nephthuim,
010a0e0057	les Phétrusim, les Chasluim, d’où sont sortis les Philistins, et les Caphtorim. —
010a0f0031	Chanaan engendra Sidon, son premier-né, et Heth,
010a10003d	ainsi que les Jébuséens, les Amorrhéens, les Gergéséens,
010a11002b	les Hévéens, les Aracéens, les Sinéens,
010a120073	les Aradiens, les Samaréens et les Hamathéens. Ensuite les familles des Chananéens se répandirent dans le pays,
010a1300b7	et le territoire des Chananéens alla depuis Sidon, dans la direction de Gérare, jusqu’à Gaza; et, dans la direction de Sodome, Gomorrhe, Adama, et Séboïm, jusqu’à Lésa. —
010a140071	Tels sont les fils de Cham selon leurs familles, selon leurs langues, dans leurs divers pays, dans leurs nations.
010a15006d	Des fils naquirent aussi à Sem, qui est le père de tous les fils d’Héber et le frère aîné de Japheth.
010a160034	Fils de Sem: Elam, Assur, Arphaxad, Lud et Aram. —
010a17002b	Fils d’Aram: Us, Hul, Géther et Mes. —
010a180032	Arphaxad engendra Salé, et Salé engendra Héber.
010a19009a	Et il naquit à Héber deux fils: le nom de l’un était Phaleg, parce que de son temps la terre était partagée, et le nom de son frère était Jectan.
010a1a0031	Jectan engendra Elmodad, Saleph, Asarmoth, Jaré,
010a1b0015	Aduram, Uzal, Décla,
010a1c0015	Ebal, Abimaël, Saba,
010a1d003b	Ophir, Hévila et Jobab. Tous ceux-là sont fils de Jectan.
010a1e006e	Le pays qu’ils habitèrent fut la montagne d’Orient, à partir de Mésa, dans la direction de Séphar. —
010a1f0072	Tels sont les fils de Sem, selon leurs familles, selon leurs langues, dans leurs divers pays, selon leurs nations.
010a2000bc	Telles sont les familles des fils de Noé selon leurs générations, dans leurs nations. C’est d’eux que sont sorties les nations qui se sont répandues sur la terre après le déluge.
010b010039	Toute la terre avait une seule langue et les mêmes mots.
010b020071	Étant partis de l’Orient, les hommes trouvèrent une plaine dans le pays de Sennaar, et ils s’y établirent.
010b0300a3	Ils se dirent entre eux: «Allons, faisons des briques, et cuisons-les au feu.» Et ils se servirent de briques au lieu de pierres, et de bitume au lieu de ciment.
010b0400c8	Ils dirent encore: «Allons, bâtissons-nous une ville et une tour dont le sommet soit dans le ciel, et faisons-nous un monument, de peur que nous ne soyons dispersés sur la face de toute la terre.»
010b050059	Mais Yahweh descendit pour voir la ville et la tour que bâtissaient les fils des hommes.
010b0600d2	Et Yahweh dit: «Voici, ils sont un seul peuple et ils ont pour eux tous une même langue; et cet ouvrage est le commencement de leurs entreprises; maintenant rien ne les empêchera d’accomplir leurs projets.
010b07007f	Allons, descendons, et là même confondons leur langage, de sorte qu’ils n’entendent plus le langage les uns des autres.»
010b080071	C’est ainsi que Yahweh les dispersa de là sur la face de toute la terre, et ils cessèrent de bâtir la ville.
010b0900be	C’est pourquoi on lui donna le nom de Babel, car c’est là que Yahweh confondit le langage de toute la terre, et c’est de là que Yahweh les a dispersés sur la face de toute la terre.
010b0a0061	Voici l’histoire de Sem: Sem, âgé de cent ans, engendra Arphaxad, deux ans après le déluge.
010b0b0068	Après qu’il eut engendré Arphaxad, Sem vécut cinq cents ans, et il engendra des fils et des filles.
010b0c0035	Arphaxad vécut trente-cinq ans, et il engendra Salé
010b0d0071	Après qu’il eut engendré Salé, Arphaxad vécut quatre cent trois ans, et il engendra des fils et des filles.
010b0e002f	Salé vécut trente ans, et il engendra Héber.
010b0f006f	Après qu’il eut engendré Héber, Salé vécut quatre cent trois ans, et il engendra des fils et des filles.
010b100037	Héber vécut trente-quatre ans, et il engendra Phaleg.
010b110071	Après qu’il eut engendré Phaleg, Héber vécut quatre cent trente ans, et il engendra des fils et des filles.
010b12002f	Phaleg vécut trente ans, et il engendra Réü.
010b13006c	Après qu’il eut engendré Réü, Phaleg vécut deux cent neuf ans, et il engendra des fils et des filles.
010b140033	Réü vécut trente-deux ans, et il engendra Sarug.
010b15006b	Après qu’il eut engendré Sarug, Réü vécut deux cent sept ans, et il engendra des fils et des filles.
010b16002f	Sarug vécut trente ans, et il engendra Nachor.
010b170068	Après qu’il eut engendré Nachor, Sarug vécut deux cents ans, et il engendra des fils et des filles.
010b180034	Nachor vécut vingt-neuf ans, et il engendra Tharé.
010b19006c	Après qu’il eut engendré Tharé, Nachor vécut cent dix-neuf ans, et il engendra des fils et des filles.
010b1a0045	Tharé vécut soixante-dix ans, et il engendra Abram, Nachor et Aran.
010b1b0057	Voici l’histoire de Tharé. Tharé engendra Abram, Nachor et Aran. Aran engendra Lot.
010b1c005d	Et Aran mourut en présence de Tharé, son père, au pays de sa naissance, à Ur en Chaldée.
010b1d00b1	Abram et Nachor prirent des femmes: le nom de la femme d’Abram était Saraï, et le nom de la femme de Nachor était Melcha, fille d’Aran, père de Melcha et père de Jesca.
010b1e0039	Or Saraï fut stérile: elle n’avait point d’enfants.
010b1f00f9	Tharé prit Abram, son fils, et Lot, fils d’Aran, son petit-fils, et Saraï, sa belle-fille, femme d’Abram, son fils, et ils sortirent ensemble d’Ur des Chaldéens, pour aller au pays de Chanaan; mais, arrivés à Haran, ils s’y établirent.
010b20004c	Les jours de Tharé furent de deux cent cinq ans, et Tharé mourut à Haran.
010c010079	Yahweh dit à Abram: «Va-t-en de ton pays, de ta famille et de la maison de ton père, dans le pays que je te montrerai.
010c02006a	Je ferai de toi une grande nation, je te bénirai et je rendrai grand ton nom. Tu seras une bénédiction:
010c030087	Je bénirai ceux qui te béniront, et celui qui te maudira, je le maudirai, et toutes les familles de la terre seront bénies en toi.»
010c040083	Abram partit, comme Yahweh le lui avait dit, et Lot s’en alla avec lui. Abram avait soixante-quinze ans quand il sortit de Haran.
010c0500f2	Abram prit Saraï, sa femme, et Lot, fils de son frère, ainsi que tous les biens qu’ils possédaient et les serviteurs qu’ils avaient acquis à Haran, et ils partirent pour aller au pays de Chanaan. Et ils arrivèrent au pays de Chanaan.
010c060086	Abram traversa le pays jusqu’au lieu nommé Sichem, jusqu’au chêne de Moré. — Les Chananéens étaient alors dans le pays. —
010c07008c	Yahweh apparut à Abram et lui dit: «je donnerai ce pays à ta postérité.» Et Abram bâtit là un autel à Yahweh qui lui était apparu.
010c0800ca	Il passa de là à la montagne, à l’orient de Béthel, et il dressa sa tente, ayant Béthel au couchant et Haï à l’orient. Là encore il bâtit un autel à Yahweh, et il invoqua le nom de Yahweh.
010c090040	Puis Abram s’avança, de campement en campement, vers le Midi.
010c0a007c	Il y eut une famine dans le pays, et Abram descendit en Égypte pour y séjourner; car la famine était grande dans le pays.
010c0b0074	Comme il était près d’entrer en Égypte, il dit à Saraï, sa femme: «Voici, je sais que tu es une belle femme;
010c0c0068	quand les Égyptiens te verront, ils diront: C’est sa femme, et ils me tueront et te laisseront vivre.
010c0d007e	Dis donc que tu es ma sœur, afin que je sois bien traité à cause de toi, et qu’on me laisse la vie par égard pour toi.»
010c0e005b	Lorsque Abram fut arrivé en Égypte, les Égyptiens virent que sa femme était fort belle.
010c0f007f	Les grands de Pharaon, l’ayant vue, la vantèrent à Pharaon, et cette femme fut prise et emmenée dans la maison de Pharaon.
010c100099	Il traita bien Abram à cause d’elle, et Abram reçut des brebis, des bœufs, des ânes, des serviteurs et des servantes, des ânesses et des chameaux.
010c11005f	Mais Yahweh frappa de grandes plaies Pharaon et sa maison, à cause de Saraï, femme d’Abram.
010c120087	Pharaon appela alors Abram et lui dit: «Qu’est-ce que tu m’as fait? Pourquoi ne m’as-tu pas déclaré qu’elle était ta femme?
010c130084	Pourquoi as-tu dit: C’est ma sœur; de sorte que je l’ai prise pour femme? Maintenant, voici ta femme; prends-la et va-t’en!»
010c140089	Et Pharaon, ayant donné des ordres à ses gens au sujet d’Abram, ils le renvoyèrent, lui et sa femme, et tout ce qui lui appartenait.
010d010066	Abram remonta d’Égypte vers le Midi, lui, sa femme et tout ce qui lui appartenait, et Lot avec lui.
010d02003c	Or Abram était fort riche en troupeaux, en argent et en or.
010d03009c	Puis il alla, de campement en campement, du Midi jusqu’à Béthel, jusqu’au lieu où il avait la première fois dressé sa tente, entre Béthel et Haï,
010d040070	à l’endroit où était l’autel qu’il avait précédemment élevé. Et là Abram invoqua le nom de Yahweh.
010d050050	Lot, qui voyageait avec Abram, avait aussi des brebis, des bœufs et des tentes,
010d060091	et la contrée ne leur suffisait pas pour habiter ensemble; car leurs biens étaient trop considérables pour qu’ils pussent demeurer ensemble.
010d0700b7	Il y eut une querelle entre les bergers des troupeaux d’Abram et les bergers des troupeaux de Lot. — Les Chananéens et les Phérézéens étaient alors établis dans le pays. —
010d080094	Abram dit à Lot: «Qu’il n’y ait pas, je te prie, de débat entre moi et toi, ni entre mes bergers et tes bergers; car nous sommes des frères.
010d09009d	Tout le pays n’est-il pas devant toi? Sépare-toi donc de moi. Si tu vas à gauche, je prendrai la droite; et si tu vas à droite, je prendrai la gauche.»
010d0a00e0	Lot, levant les yeux, vit toute la plaine du Jourdain qui était entièrement arrosée: c’était, avant que Yahweh eût détruit Sodome et Gomorrhe, comme le jardin de Yahweh, comme la terre d’Égypte du côté de Tsoar.
010d0b0090	Lot choisit pour lui toute la plaine du Jourdain, et il s’avança vers l’orient; c’est ainsi qu’ils se séparèrent l’un de l’autre.
010d0c0080	Abram habitait dans le pays de Chanaan, et Lot habitait dans les villes de la plaine, et il dressa ses tentes jusqu’à Sodome.
010d0d004e	Or les gens de Sodome étaient fort mauvais et grands pécheurs contre Yahweh.
010d0e00b6	Yahweh dit à Abram, après que Lot se fut séparé de lui: «Lève les yeux et, du lieu où tu es, regarde vers le septentrion et vers le midi, vers l’orient, et vers le couchant:
010d0f0053	tout le pays que tu vois, je le donnerai à toi et à ta postérité pour toujours.
010d100098	Je rendrai ta postérité nombreuse comme la poussière de la terre; si l’on peut compter la poussière de la terre, on comptera aussi ta postérité.
010d110049	Lève-toi, parcours le pays en long et en large, car je te le donnerai.»
010d120077	Abram leva ses tentes et vint habiter aux chênes de Mambré, qui sont en Hébron; et il bâtit là un autel à Yahweh.
010e01008a	Au temps d’Amraphel, roi de Sennaar, d’Arioch, roi d’Éllasar, de Chodorlahomor, roi d’Elam, et de Thadal, roi de Goïm, il arriva
010e0200a8	qu’ils firent la guerre à Bara, roi de Sodome, à Bersa, roi de Gomorrhe, à Sennaab, roi d’Adama, à Séméber, roi de Séboïm, et au roi de Bala qui est Ségor.
010e030055	Ces derniers s’assemblèrent tous dans la vallée de Siddim, qui est la mer Salée.
010e040077	Car, pendant douze ans, ils avaient été soumis à Chodorlahomor, et la treizième année ils s’étaient révoltés.
010e0500cf	Mais, la quatorzième année, Chodorlahomor se mit en marche avec les rois qui étaient avec lui, et ils battirent les Réphaïm à Astaroth-Carnaïm, les Zusim à Ham, les Emim dans la plaine de Cariathaïm
