280000000c	ማትዎስ
28052a0065	ኔኪን ሺጴፌ ባሪክ እማ፤ ኔኪን ልቆናክ ሾሌፌ ባሪክ ካላታታዋ።
28052b005f	«‹አሱኒን ሹንዋ፤ ጉማኔስን ኦምቶ› ይስቴ ባሮን ኦደትዋ።
28052c0087	ስኑንታኖ ታ ንቶክ ማኬፋውጙዋ፤ ጉማንትስን ሹንት፤ ንቶትን ካቡግሴፌ ባሶክ ሺጶት።
28052d011c	ኤስ ባሮን ዛጋትነ ሳማኪ ፌ አባንትሲክ ናንጎታ ስናት። ሀኦስ ማጙኒ ሜያስታናዋ ማአ አሱኒ ሜያስታና አዋ እቻናክ ዛግር። ኦኮኒ ሜያስታናዋ ቦርእኒ ሜያስታና እሮ እቻናክ ዛግር።
28052e009a	ንቶትን ሹንፌ ባሶ ባሶትን ሹንፋትነ አዉ ኬአትሪንሶ? ግርቦ ዙትፌ ባሶኑ ኤሲሶንታኖሶ ዛግሴፌሪ?
28052f00a6	አይንት አይንትሳክቶኒክ ናጋ ኦሸሴፋትነ አሮ ጋድዶ ዉዛ ዛግትሶ? አዛብኒ ሜያኑ ኤሲሶንታኖሶ ዛግሴፌሪ?
280530007a	ኤስ ባሪ ቦርኣ ሳማኪ ፌ አባንቲስ ካይም ስንናማቶ ንቶ ደይ ካይም ስኒት» ይ።
28060100f0	«አሱኒ ሜያ ብዮቶዋ እያት ማአ ዎስቶኒትሶን አሱኒ ስና ዛጉስታን ቴትንትሶን ኦድትዋ። ኤስ ባሮን ዛጋትነ ሳማክ ፌ አባንቲስኪን ዳናት ዋግንት ኣፋዋ።
280602015d	ኤስ ባሪ ቦርኣ ቱካምኒ ሜያክ እምፌት ካባሲክ ስኖይ ስንነ ቤስቴሴፌ ባሶ አሱኒ ሜያ ኡልፍንሱሶነክ አይሁድኒ ሺጶኒ ኬያስናዋ ኡግናስታና ዛግሴፌስማቶ ቢስቶክ ዛጉትታዋ። ታ ፉቶክ ማኬፋውጙዋ፤ ዋግቤሲሶን ኤጴቴሴቴዋ።
2806030099	ስኑንታኖ ነ ቱካምኒ ሜያክ እምፋታ ካባሲክ ሆእታ ኩሹኔስ ዛግፋና ባሮን አልዳ ኩሹኔስ አሩናታ።
280604008d	ቱካምኒ ሜያክ እምፋታ እምኔስ ኣቾክ ስኑን። ኣቾክ ዛግቴ ባሮን ቢፌ አባኔስ ኔክ ካሱና።
280605014e	«ሀኦ ሺጴፌት ካባሲክ ስኖይ ስንነ ቤስቴሴፌ ባሶስማቶ ስናትታ። ባሶ አሱ ታን ብዮ እያት አይሁድኒ ሺጶኒ ኬያስናዋ ኡግናሲ ሀእታና የሬፋት ሀኦኒ ሺጶ ሹነቴር። ፉቶ ንቶክ ማኬፋውጙዋ፤ ዋግቤሲሶን ኤጴቴሴቴዋ።
28060600c4	ስኑንታኖ ነ ሀኦ ሺጴፋታ ካባሲክ ኬኔሶን ኩልፋት ቢስቶኖይ አባኔሲክ ሺጶዋ። ኣቾክ ዛግቴ ባሮን ቢፌ አባኔስ ኔክ ካሱናዋ።
28060700ea	አዛብኒ ሜያ ዎሉምቤሲስ ኣታማክ ኦድቶኒነ ፋር ስንናቱ ባሶክ ቤስቴፋ። ስኑንታኖ ንቶ ሺጴፌት ካባሲክ ባሶስማቶ ሽማሲክ ሄፓ ሄፓ ዎልጋት ሺጶትታ።
280608008c	ኤሴ ንቶ ባሶስማቶ ስናትታዋ። አባንቲስ ንቶ ሺጶኖይ ፋኒ ንቶክ ሾልሱ ዉዛሶን አሪርዋ።
280609007f	ኤሴ ንቶ ኤካ ይራ ሺጵሶት፦ «‹ደን ሳማክ ፌ አባኒሶ፤ ኮርቶ ሱኔስ ቴግፋዉጝዋ፤
28060a0086	ታቶኔስ ዮንዋ፤ ነ ሹንፋታ ባር፤ ደን ሳማክ ስኒፋናስማቶ፤ ሀን ዳስታክ ደይ ስኑን።
28060b003a	ሀውጙት ሙኒሶን፤ ሀውጙ እኖክ እማ።
28060c0073	እኖትን ሚርእኤፌ ባሶትን፤ ፌሹን ይፌኒሲማቶ፤ ማጝሱኒሶን ፌሹን ኡዋ።
28060d00b2	ማንጙስን ኦድታኖ፤ ፋታናሲ እኖትን ጌዳታታ። [ታቶስ፥ ሁግናሴዋ ኡልፍናሴ፤ ኮእባ ፎንቶኖን ኔርዋ፤ ኣሚን።›]
28060e009c	«አሱኒ ሜያ ንቶስታ ካትሴቴ ሚርእኣሶን ፌሹን እያትነ ደን ሳማክ ፌ አባንቲስ ንቶሶን ፌሹን ኡና።
28060f00b0	ስኑንታኖ አሱኒ ሜያ ንቶስታ ካትሴቴ ሚርእኣሶን ፌሹን ኡ ሻካትነ አባንቲስ ንቶ ቦርኣሶን ኣፋ ፌሹን ኡናዉዛ።
280610011a	«ሶሜራ ሺጴፌት ካባሲክ ስኖይ ስንነ ቤስቴሴፌ ባሶስማቶ ሱሞትታ። ባሶ ሶሜሬ ሺጶቤሲሶን አሱ አሩናክ ስንቤሲሶን አልቅስሴፌ። ፉቶ ንቶክ ማኬፋውጙዋ፤ ዋግቤሲሶን ኤጴቴሴቴዋ።
280611005b	ስኑንታኖ ነ ሶሜራ ሺጴፋታ ካባሲክ ኣፍኔስ ማሴራ ፎቾዋ።
28061200a9	ኤካ ዛጋታነ ኣቾክ ፌ አባኔስቴኖ ሶሜሬ ሺጶኔሶን ኦም አሱ ኣፋ አሩና ዉዛ። ኣቾክ ቢፌ አባኔስ ኔክ ካሱና።
2806130083	«ኮኝማር ሙናስታ ሺራ ደይ ማጙናስታ ዊስ ደይ ዪሸ ዊሶና ሀን ዳስታ ዋጋ ዙቱትታዋ።
28061400b0	ስኑንታኖ ኮኝማር ሙኖይናር ደይ ሺራ ማጙኖይናር ዊስ ደይ ዪሸ ዊሶኖይና ድምታ ደን ሳማክ ዋግንትሶን ዙቱትዋ።
2806150044	ዋግኔስ ፋናስታ ንብኔስ ደይ ኤስታ ፎናዋ።
280616008e	አቱኒ ቶናስ ኣፋዋ፤ ኤስ ባሪ ቦርኣ ነ ኣፋስ ፋያ ስንፋናነ አቱኔስ ዙቴራ ቻሬፋቱ ስናና።
28061700f5	ስኑንታኖ ኣፍኔስ ሜቴታና ስንፋናነ አቱኔስ ዙቴራ ታልማቱ ስናና። ኤሴ ነይስታ ፋ ቻሬፋስ ታልማ ስንናኔን ታልማስ ደይ አዉነ ፋሮን አሪክራ ታልሞንሪንሶ?
2806180155	«እሳ አሱ ሄፕ ዳምኒክ ዎስትኛ ስናናክ ኣፋ ችማናዉዛ። እሳይስን ኦምቴፋት ሄፕሳስን ሹናር ስናና ወደይ እሳይስን ኡልፍንሳት ሄፕሳስን ካሹና። ኤሲስማቶ እሳ አሱ ሀኦስክናዋ ዋጋክና ዎስትኛ ስናናክ ኣፋ ችማ ዉዛ።
28061900e5	ኤስ ባሪ ቦርኣ ንቶክ ማኬፋውጙዋ፤ ፎንትሲክ አዉ ሙንታሶ? አዉ ኡሻኒታሶ? አዉ ማያንታሶ? ይራ ራካቶትታዋ። ካ ሙስታን አቱ ማያስታን ደናሎታኖሶ?
28061a00fa	ሳማስታ ፉልፋ ካሳሲክቶኖን ቢትዋ፤ ኣነ ቡክፋ፥ ኣነ ካርፋ፤ ጎምብስ ደይ ኣነ ጋግፋ። ሳማክ ፌ አባንቲስቱ ማስፌር። ንቶ ባርኪቶኒስታን አካማኖን ደናሎዋ።
28061b0059	ንቶስን ዱደሬ ዎጋባስታ እሳ ዎና ዳይሱክ ችምንር ኦንሶ?
28061c00ca	ኤኪን ማይኒ ቦርአ አዉኒሮን ራካቴፌትሶ? ባኬስታ ዲሴ ፉርኣሲክቶ ኣካክ ድችፋናማቶ ጋሳሲራ ቢትዋ። ኣነ ሆፕሴፋ፤ ኣነ ሱክፋ።
28061d00b7	ስኑንታኖ ንቶክ ማኬፋውጙዋ፤ ሶሎሞንኑ ፋ ኡልፍንባ ዙታምባሴ አሲክ ፉርኣሲክቶስን እሳይስንነ ፋሮን ኣነ ማየዋ።
28061e00fa	አማንቶኒት ዮእና ንቶ! ኤሴ ሀኦስ ሀሽ ሀውጙ ቢስቴፋት ዎኖ ጌያስ ሀቶኒ ባኬስታክ ፉርኣሶን ኤካ ማይስር ስንናኔን ንቶትን ኣካክ አሪክስራ ማይሱ ቤይንሪንሶ?
28061f0068	ኤሴ አዉ ሙኒታሶ? አዉ ኡሻኒታሶ? አዉ ማያኒታሶ? ኡክ ራካቶትታዋ።
28062000a9	ኤስ ባሮን ዙትሬ ኣዛብኒ ሜያኑ ሾልሴቴርዋ። ኤስ ባር ዙቴራ ንቶክ ሾልስፋናማቶ ሳማኪ አባንቲስ አሪፌዋ።
28062100aa	ስኑንታኖ ንቶ ዜምማ ሀኦሲ ታቶኖናዋ ኦኮ ስና ባሮንና ሾሎት። ኤስ ዉዛሲክቶ ዙቴራ ንቶክ ዳይቴራ እምቶና።
28062200b5	ኤስ ባሪ ቦርኣ ዎኖትሶን ሳፋሮክ ራካቶትታ። ዎኖትሲክ ዎኖት ዎናስ ባሪክ ራካቶን። ዎናሲክ ማጙባስ ሆሮናዋ» ይ።
280701005b	«ንቶስታ ማጝሱ ካቶኖይናማቶ ኦኒስታኑ ማጝሱ ካርአትታ።
28070200e2	ንቶ ኦም አሱሳታ ማጝሱ ካርፌትስነ ፋ ማጝሱኒ ካርአ ንቶስታ ደይ ካቶና። ኤሲስማቶ ደይ ንቶ ኦሚሲክ ሳፋሬፌት ሳፋሬሲክ ዎላ ንቶክ ሳፋርቶና።
280703006b	ነ ኣፋሲ ኩኒ ቱቻሶን ቢኖይ አይኔሳ ኣፍስ ኩኒ ዲማሶን ኣካክ ቢትሶ?
2807040085	ወደይ ነ ኣፋሲ ኩኒ ቱቻ ፌን አይኔስን ‹ኣፍኔስ ኩኒ ዲማሶን ክሱናዋ› ኣካክ ይፋሶ?
28070500c3	ስኖይ ስንነ ቤስቴፌ ነ ዜምማ ነ ኣፋስ ኩኒ ቱቻሶን ክሳት ኤሴን ኦርፎ አይኔሳ ኣፍስ ኩኒ ዲማሶን ክሱታክ ጋሳሲራ ብያታዋ።
28070600e3	ኮርቶ ስና ዉዛሶን ካናሲክ እማትታ። እንቁንትሶን ሙኮሲ ስና ሀኡትታ። ሙኮሲክቶ ዎቾባሲክቱ የርአና። ካናሲክቶ ደይ ዎል ላ ንቶትን ሳርአና።
280707006d	«ሺጶት ንቶክ እምቶና፤ ሾሎት ዳናት፤ ጋማላሶን ክእት ንቶክ ጋቾና።
2807080076	ሺጴ ባር ዙቴሬ ኤጴቶና፤ ሾሌፌ ባር ዳናና፤ ጋማላሶን ክእፌ ባሪክ ጋቾና።
280709004d	ንቶስን ናባስ ዳቦ ማምሲን ሹአ እምኒ አባ ኦንሶ?
28070a0041	ኩርጡምሚ ማምሲፋናን ዛዋ እምኒር ኦንሶ?
28070b00e5	ኤሴ ንቶ ማጙ አሱ ስንፋት ናንጎትኒትሲክ ማአ ዉዛ እማ አሪትኔን ኤኪን ደን ሳማኪ ፌ አባንቲስ ሺጴፌ ባሶክ ፉቶሲክ ኣካ ዳይስሬ እማ ቤይንሪንሶ?
28070c00cf	ኤሴ አሱኒ ሜያ ንቶክ ዛግሶነክ ሾሌፌት ባሮን ዙትራ ንቶ ደይ ኦሚሲክ ኤሲስማቶ ዛጉት። ቱማሴዋ ራጁኒ ሜኒ ካማሴ ኤሲሶንቱ ማኬፋ።
28070d0098	«ቱጎ ፍኚኒ ካሞ ግሩት፤ ትሹኒ ፍኚስ ኡጉንባስ አካማ ታጋ፤ ኤስ ፍኚሲ ካሞ ግሪፌ ባሶ ደይ ሾዎ።
28070e00a2	ካኒ ኬር ታምፋ ኡግናሲ ፍኛ ቱጎዋ። ኡጉንባስ ደይ ትርእኦዋ። ኤስ ባሮን ዳኒ አሱኒ ሜያ ደይ ኪስኩዋ።
28070f00c6	«ስካሎቤሲስ ቦእኛ እሪርካነ ፌር ስንነፋት ፋንቱኒ ኮማ ማየ ንቶ ጋነያስ ዮሶነክ ፌ ኤሽ ራጁኒ ሜያኪን ቴትንትሶን ኦድትዋ።
28071000a8	ባሶትን ደይ አሪሶትስ ጋንቤሲስታክዋ፤ ሴርአሲኪን ዋይኒን ጋና ወደይ አሴዋስኪን ቤለስኒ ጋና ኬጵቴሮሶ?
2807110084	ኤሲስማቶ ማአ እኦስ ዙቴራ ማአ ጋናቱ ጋንፋዋ። ማጙ እኦስ ደይ ማጙ ጋናቱ ጋንፋዋ።
280712007b	ማአ እኦስ ማጙ ጋና ጋናናክ ወደይ ማጙ እኦስ ማአ ጋና ጋናናክ ኣፋ ችማናዉዛ።
280713004f	ማአ ጋና ጋኖይ እኦሲክቶ ዙቴራ ካቴራ ጌሲ ሀቶና።
280714005b	ኤስ ባሪ ቦርኣ ኤሽ ራጁኒ ሜያኖን ጋንቤሲስታክቱ አሩት።
28071500b7	«ደን ሳማክ ፌ አባታሳ ፍቃድኖን ዛግፌ ባርቴኖ ታን፦ ‹ዳሚሶ! ዳሚሶ!› ይፌ ባር ዙቴሬ ሀኦኒ ታቶሲ ኣፋ ግሩና ዉዛ።
2807160126	ማጝሱኒ ካርኒ ዎኖ ሾዎቤሲስ፦ ‹ዳሚሶ! ዳሚሶ! ነ ሱናሲክ ራጅ ኣነ ማኮዌኒኖሶ? ነ ሱናሲክ ኪና አያናሶን ኣነ ክሱዌንኖሶ? ነ ሱናሲክ ሾዎ ቢስቴራ አሪቶኖይ ዉዛ ኣነ ዛጉዌንኖሶ?› ኡሶነ።
280717007d	ኤስ ካባሲክ፦ ‹ታ ንቶትን ኣነ አሪፋት፤ ንቶ ማጙ ሜያ ታይስታን ዎክት› ኡና።
28071800ad	«ኤሴ ሀን ካምናሶን ኦዴሬ ዎስቶታ ፌሽፌ ባር ዙታምባሴ ኬባሶን ካኦኒ ካፑታ ኬርአ ንብባሬ የሬ አሱነ ፌርዋ።
28071900e1	እሮስ እቺ፥ ኦማራስ ደይ ዎርእ። ስሩስ ደይ ስርራ ኤስ ኬያሶን ቱጊ። ስኑንታኖ ኤስ ኬያስ ካኦታ ካፑቴራ ኬቴራ ዲር ስንና ቦርአ ኣነ ጋንዶዋ።
28071a008a	ሀን ካምናሶን ኦዴሬ ዎስቶታ ፌሹኖይ ባር ዙቴሬ ኬባሶን ፉቱታ ኬርአ ጎዋ አሱነ ፌርዋ።
28071b00b9	እሮስ እቺ፤ ኦማራስ ደይ ያ። ስሩስ ደይ ስርራ ኤስ ኬያሶን ቱግን ጌሬጌሬ ጋንደ። ጋንዶባስ ደይ አካማ ማጙ ስኒ» ይ።
28071c008f	የሱስ ኤስ ዉዛሲክቶኖን ማኬሬ ኮእስናኔን ኦርፎ ዳራኒ ሜያ ባር ማኬና አሱሲክ ዲንቀሴቴ።
28071d00ca	ኤስ ዳራኒ ሜያ ዲንቀሴቴስ ሙሴኒ ቱማሲ አስሲኛኒማቶ ስኖይናማቶ እሳ ሀእሱኒ ሁግናባ ፌና አሱኒማቶ አሲት ፌር ስንና ቦርአዋ።
2808010062	የሱስ ኣማስታን ኬሬፌና ካባሲክ ሾዎ ዳራ ባርኔን አነ ሀሜቴ።
280802008e	እሳ አዋታቶኒ ሜታን ባርኪ ታእሴሬ፦ «ዳሚሶ! ታን ሹንፋታነ ፋቱታክ ችማታዋ» ይት ሳጋደ።
2808030083	የሱስ ኩሹባሶን ሾ ሬ ታእፋት፦ «ሹንፋዉጝዋ ካይምማ» ይን ጌሬጌሬ ሜሮባስን ፋር።
28080400f5	ኤስታን የሱስ፦ «ፋሩኔሶን ኦኒክኑ ማኮታታዋ። ስኑንታኖ ሀማ ቴትኔሶን ማግኒክ ቤሱዋ። ባሶክ ዛላ ስናናክ ፋሩኔሶን ቤስፋ ሙሴ አጃጀና ማኣሶን እማ» ይ።
280805009c	የሱስ ክፍርናሆምኒ ካታማሲ ካርፌና ካባሲክ እሳ ት ሜያ ታርኦኒ ሜኒ ጋኛ ባርኪ ዬሬ ኤካ ይት ሺጴ።
280806006a	«ዳሚሶ! ዎስትኛታስ ላፋ ስንነ አካማኖን ሜቴሬ ኬር ኩንፌርዋ» ይ።
280807004c	የሱስ ደይ፦ «ታ ያራ ዎስትኛኔስን ፋቱናዋ» ይ።
28080800dc	ት ሜያ ታርኦኒ ሜኒ ጋኝኛስ ዎልግሬ፦ «ዳሚሶ! ነ ታክ ኬር ግሩታክ ታ ሾልሱ አሱቴዋ። ስኑንታኖ እሳ ካምኒን ማኬፋታነ ዎስትኛታስ ፋሩናዋ።
2808090183	ታ ደይ ኦም ጋኜ ሜኒ ሀእሱሲ ስካሎስቱ ሀእፋዉጝዋ። ታ ደይ ታ ስካሎሲ ሀእስፋና ሜያ ታርኦኒ ሜያ ፌሴቴርዋ። እሳይስን ‹ኤክ ሀማ› እያናነ ሀማር። ኦሚስን ደይ ‹ዮዋ› እያናነ ዬር። ዎስትኛታስን ደይ፦ ‹ሀን ባሮን ዛጉዋ› እያናነ ዛግር» ይ።
28080a00fd	የሱስ ኤስ ባሮን ኦደናይሴ ዲንቀሬ ባርኔን አነ ፌሴ ባሶክ፦ «ፉቶ ንቶክ ማኬፋውጙዋ፤ እስራኤልኒ ሜኒ ጋነያስኑ ኤፋቴና አማንቶባሬ የሬ አሱኒን ኣነ ዳኑትዋ።
28080b00d1	ንቶክ ማኬፋውጙዋ፤ ሾዎቤሲስ አዉኬሳናዋ አዉግሩና ዬሴሬ አብራሀምኔን እሳቅኔን ያቆብኔን እሳሪክ ሀኦሲ ታቶኒ ማድታ አነ ሙሶነ።
28080c00db	ስኑንታኖ ሀን ሀኦሲ ታቶስ ግርሶነክ ቴግቴሬ ፌ ባሶ ኤክ ጌራካሎ ታልማስቱ ሀእቶሶነ። ኤስታክ ዋስነዋ ሀእኒ ኮየት ፎነ ባሶክ ስናና» ይ።
28080d00bb	የሱስ ት ሜያ ታርኦኒ ሜኒ ጋኝኛስን፦ «ሀማ፥ አማንቶኔስማቶ ኔክ ስንፋውጝዋ» ይ። ዎስትኛባስ ደይ ኤስ ካባሲክ ፋሪ።
28080e0090	የሱስ ጴጥሮስኒ ኬር ግሪፌና ካባሲክ ጴጥሮስኒ አሱሲ እንቶ ጉምታኒ ሜሮ ሜቴራ ኩንፌን ቢ።
28080f0066	አሱሲ ኩሹኖን ታእን ሜሮስ ደይ ማእ። ካብራ ደይ ባሪን እርባስ።
28081000e0	ዋልፋና ካባሲክ ኪና አያና ኤጰና ሾዎ አሱኒ ሜያኖን የሱስኒክ ኤጴ ዬሴቴን ባር ኤስ ኪና አያናሶን ካምባሲክ ክሲ። ደይ ሜታኒስን ዙትሬ ፋቲ።
28081100c6	ኤስ ባሮን ዛጉባሲክ ራጁ እሳያስኒ ማፃፋሲ፦ «ባር ሆፕኒሶን ኤጴ ቴ፤ ሜሮኒሶን ደይ እኖስታን ካብግ» ይሬ ማኬና ራጂስ ስኒ።
2808120099	የሱስ ሾዎ አሱኒ ሜያ ብራቶባስታ ዙቶሶቤሲሶን ብያት ባርሲ የሳሎ ፍኖነክ ናዎኒ ሜያኖን አጃጄ።
28081300bc	ኤስታን እሳ ሙሴኒ ቱማሲ አስሲኛ የሱስኒክ ዬሬ፦ «አስሲኛኖ፥ ነ ሀምፋታ ድማ ዙታምባሴ አሲስ ነኔን አነ ሀማናዋ» ይ።
28081400e3	የሱስ ዎልግሬ፦ «ቦዋሲክቶ ሀእፋና ዶእባ ፋርዋ። ሳማኪ ፉልፋ ካሳስ ዲፋና ኬባ ፋርዋ። ስኑንታኖ አሱኒ ና ቴትባሶንኑ ቴሱና ድምባ ኣፋዋ» ይ።
280815007d	ናዎባሳስን ኦሚስ «ዳሚሶ፥ ዜምማ ሀማ አባታስ ክትቴን ካባሮናክ ማእ ኡዋ» ይ።
2808160082	የሱስ ዎልግሬ፦ «ታኔን ሀምንዋ፥ ክቱቤሲሶን ካባርሶነክ ክቱኒ ሜያክ ቤይዋ» ይ።
2808170065	ኤስታን የሱስ ጎኑሲ ግርን ናዎባሳክቶ ደይ ባርኔን አነ ሀሜቴ።
280818009f	ባሪስታክ አካማ አካኒ ጉቦስ ካብራ ጎኑሶን ኮርአናክ ካርእ። ስኑንታኖ ኤስ ካባሲክ የሱስ ኩንፌር።
2808190085	ናዎኒ ሜያ የሱስኒኪ ዬሴሬ፦ «ዳሚሶ ትሹንርዋ፥ እኖትን ፉአይዋ» ይሴት ኑሲክሴቴ።
28081a00c7	የሱስ ደይ፦ «አማንቶኒትስ ዮእና ንቶ አዉኒ ቦርአ ድጌፌትሶ?» ይ። ኤስታን ካብሬ ስሩሴዋ ባሪሴ አሲን ኬእን አካማ ናጋ ስኒ።
28081b007d	አሱኒ ሜያ ዲንቄሴሬ፦ «ስሩሴዋ ባሪሴ አጃጃሜና ሀን ባር አሮ አሱንሶ» ይሴቴ።
28081c013e	ባሪሶን ፍን ነ ጌርጌሴኖን ስንፋ ዳስታክ ካርፌና ካባሲክ ኪና አያና ኤጵና ሄፕ አሱ ሞጋስን ኬሴ የሱስኔን ኡጰሴቴ። ኤስ ሄፕ አሱኒ ሜያ አካማኖን ማጙ ስንነቴ ቦርአ አሱ ኤስ ኡግናሲክ ኣታ ኣነ ችምፌ።
28081d00e7	ኤስ ሄፕ አሱኒ ሜያ ደይ፦ «ነ ሀኦኒ ና የሱስኖ፥ እንኖ ነኔን አነ አዉኒ እሳርን ፋሪንሶ? ዎናስ ካርኖይፌን እኖትን ራክሱታክ ያቶሶ?» ይት ቻጌቴ።
28081e005f	ባሶስታን ዎክሶክ አካማ ሾዎ ሙኮኒ ዎዶ ፌሽ ድምታ ማድፋር።
28081f0091	ኪና አያናስ ደይ፦ «እኖትን ክሱታር ስንፋናነ ኤክ ሙኮስ ዎዶስ ሀማኒክ ዛጉዋ» ይት ሺጵሴ።
28082000f9	የሱስ ደይ፦ «ሀሞት» ይ። ኪና አያናሲክቶ ደይ ኬሳ ሀማ ሙኮሲ ዎዶስ ግርሴ። ኤስታን ሙኮሲ ዎዶ ዙቴራ ኩማስታን ዬት ባሪሲ ታፕቴራ ኤልላ አካሲ ግርራ ክትሴ።
28082100aa	ሙኮሶን ኬምፌ ኬዞሳክቶ ደይ ካታማሲ ሀምሜ ኪና አያና ኤጵና አሱኒ ሜኒ ቾዋሶንናዋ ስና ዉዛሶንና ማክሴቴ።
280822008f	ካታማሲ ፌ አሱኒ ሜያ ዙቴሬ የሱስኒን ብዮነክ ኬሴቴ። ዳቤሲሶን ጋፍክሬ ሀማናክ ሺጵሴቴ።
280901006d	ኤሴን ኦርፎ የሱስ ጎኑሲ ዲሬ ባሪሶን ፍን ነ ዳባስታክ ካታማሲ ሀሚ።
28090200f9	ኤስታክ አሱኒ ሜያ ኦፖታ ኩኒ እሳ ላፋ አሱኒን የሱስኒኪ ኤጴ ዬሴቴ። የሱስ አማንቶቤሲሶን ብያት፦ «ነ ሀን ናታሶ! ሀሬዋ፥ ቦርኔስ ፌሹን ኡኖን ዳኒትዋ» ይ።
2809030094	ሙሴኒ ቱማሲ አስሲኛሳስን እሳ እሳይስ ንብቤሲስ «ሀን ባር ሀኦስታ ሜእኒ ካማ ማኬዋ» ይሴቴ።
280904008c	የሱስ ደይ ባሶ ሳፋራሶን አሪፋት፦ «አዉኒ ቦርአ ንብንትሲ ኤፋቴና ማጙ ዉዛ ሳፋሬፌትሶ?
2809050056	ቦርኔስ ፌሹን ኡስጝዋ ወደይ ካብራ ሀማ ኡስንሶ ካሾይ?
28090600e9	ስኑንታኖ አሱኒ ና ሀን ዳስታኪ ቦርኣሶን ፌሹን ኡኒ ሀእሱኒ ሁግናባ ፋናማቶ አሩትክዋ» እያት ላፋ አሱስን፦ «ካብራ ኦፖኔሶን ዎርአ ኬነ ሀማ» ይ።
280907002b	አሱስ ደይ ካብሬ ኬባ ሀሚ።
28090800aa	ዳራስ ደይ ኤስ ባሮን ብያት ዲንቀሴቴ። ሀን ኤፋቴና ሀእሱኒ ሁግናሶን አሱኒክ እማ ሀኦሶን ደይ ጋላቴሴቴ።
28090900f6	የሱስ ኤስ ድማስታን ካብሬ ሀምፌን ማትዎስ ይስቴ እሳ አሱ ግርቦ ዙቴፋና ድማስታ ዲፌን ብያት፦ «ታኔን አነ ሀምንዋ» ይ። ባር ደይ ካብሬ ባርኔን አነ ሀሚ።
28090a00f3	የሱስ ማትዎስኒ ኬር ሙ ሙናክ ታእሴሬ ፌን ሾዎ ግርቦ ዙትፌ ባሶትናዋ ቦርእኒ ሜና ኤስታ ዬሴሬ የሱስኔን ናዎባሳክቶኔን አነ እሳሪክ ማድታ ሙክ ታእሴቴ።
28090b00e3	ፌርሳዊኒ ሜያ ኤስ ባሮን ብየፋት ናዎባሳክቶኒን፦ «አስሲኛኒትስ አዉኒ ቦርአ ግርቦ ዙትፌ ባሶኔን ቦርን ሜያ ኔን አነ ሙ ሜድፌሪንሶ?» ይሴቴ።
28090c0094	የሱስ ኤስ ማክሴቴ ባሮን ኦደፋት፦ «ሄትኒ አሱ ሾልስፌናስ ሜታኒ ሜያክታኖ ፋያኒ ሜያክታዋ።
28090d0123	ሀምፋት፦ ‹ታ ሾሌፋናስ ፋክያሶንታኖ ማኣሶንታዋ› ይስቴራ ትቼ ባር አዉ ስንናማቶ ፌሬትራ ጋሳሱትዋ። ታ ያናስ ኦኮኒ ሜያክ ስኖይናሮን ቦርእኒ ሜያ ሀርምያ ዛግሶነክ ቴጎናክዋ» ይ።
