2800000005	Matyu
28050c0110	Kandɨhamata musa andɨtu ndahara aru kɨnzɨhɨnzɨtɨmara. Muhɨmɨmuhɨm avihɨmɨŋgɨm narɨŋambirɨm Gotɨndu pɨhuyɨ kɨyɨ. Kru Gotɨndu kuyu mɨŋata ambavaravara Gotɨndu haŋɨnɨŋ kasiramata umu haŋɨnɨŋɨrɨm ndahara sɨhwɨmaña musa nda andɨmu, vami.
28050d00fb	Jisas sɨhinda ambami, Narɨ pɨrɨ nɨñɨndu añak maña, hara añak kandɨha sɨnza yɨwarɨti pamatɨrɨŋ sɨhinda sɨnzandɨrɨmandɨ. Kandɨhamata añak haŋandɨhinɨndu sɨmbɨra maŋgɨndi. Harɨm kru taŋgusiŋgɨti taŋguyɨwɨyɨwɨtɨhu.
28050e00a0	Sɨwɨmañanzihɨ narɨ pɨrɨ nɨñɨndu sɨña maña. Harɨm nɨmata nɨmbu indarɨmara, pɨhu aru muŋandɨhin apuhɨtɨyɨ kɨndi haŋandɨhin manzipɨruhi.
28050f00b6	Naŋga umbimbuŋgɨ sɨmuvɨramata sɨŋgɨyɨ mandarɨŋguñahu. Sɨkwɨtaya pina hɨmbañɨ tamahu sɨñandɨhi sɨhanaŋga kru tavɨ humbañɨ kɨndu haŋɨnɨŋ sɨñayɨ kɨndu.
28051000f3	Kamataharɨm sɨña maña kɨta, krunavundindu tamɨŋgañɨ avi vana andɨmara. Kamatɨra avi vanavana andɨrɨmandɨra haŋɨnɨŋ ŋgɨmandɨyu. Kamata narɨŋandɨ nava nuŋandɨ pɨhuyɨ kɨyɨ hamandu ñɨmbi tɨhuyahɨrɨmandɨyu, vami.
280511010b	Jisas sɨhinda ambami, Narɨ yambirɨm tɨkatɨka kuyu naŋga kru Gotɨndu kuyu mɨŋata ambavaravara haŋɨnɨŋɨndu kuyu mɨŋasiŋgunziŋgundɨrɨm payɨmi vamba maŋindarɨmitamara. Yi nurɨŋandɨ kuyu ha andɨtɨn kandɨsɨkwɨsɨkwɨ yɨvuraham vata payɨmin.
28051201f1	Yi narɨŋ kandɨ ambin, ihumbɨsa naŋga pɨrɨvɨsa nɨ siŋgundɨrɨmandɨ. Hara kuyu musɨmbɨrɨ Gotɨndu tɨkatɨka kuyuyɨ kɨndi ndahara manziŋgundɨrɨmandɨ. Yɨhi suksɨrambɨ naŋga munzɨ suksɨmbɨrɨ, Gotɨndu tɨkatɨka kuyuyɨ yɨhimbɨvɨramu haŋɨnɨŋ ndahara sɨhanaŋga kɨyɨmandɨyu. Kɨtuhɨtu taya ihumbɨsa naŋga pɨrɨvɨsa siŋgundɨrɨmandɨ hɨvɨ ha yɨvurahɨmandɨ. Gotɨndu tɨkatɨka kuyu kanɨmata taya kɨtihɨti muhɨmɨmuhɨm yɨvurahata mɨtɨrɨmandɨ.
28051301eb	Kru mumɨŋga Gotɨndu tɨkatɨka kuyu mu sɨmbɨrɨrɨm nda tamahubɨrata, muŋɨnɨŋɨrɨm yi andɨn maña andɨmara vɨti andɨrɨmandɨyu. Kandɨhamata hama Gotɨndu tɨwɨyɨ kɨyɨmandɨ. Hara ñɨmbi manɨman mɨŋga kɨyɨmandɨ. Kru mumɨŋga Gotɨndu tɨkatɨka kuyu mu sɨmbɨrɨrɨm nda indarɨmitata andɨrɨmandɨ. Kamata yi andɨn maña andɨmara vata ambaramɨti muŋɨnɨŋ andɨrɨmandɨyu. Kru kandɨhamata hama Gotɨndu tɨwɨyɨ ñɨmbi aru naŋga mɨŋga kɨyɨmandɨ.
2805140188	Yi narɨŋ ambin, Gotɨndu tɨkatɨka kuyundu mirɨmba naŋga haŋɨnɨŋ naŋga, Farisi Got pirɨtamandi vana andɨndu. Narɨndahara Got pirɨtamandi vana andɨmara. Kamatɨra narɨŋandɨ vana ha, Gotɨndu tɨkatɨka kuyundu mirɨmba naŋga haŋɨnɨŋ naŋga, Farisindu vana haŋɨnɨŋ taratɨvɨram. Kandɨhamata vana maŋandɨrɨmandɨra ha, Gotɨndu tɨwɨyɨ maŋgɨyɨmandɨra, vami.
2805150102	Jisas sɨhinda ambami, Narɨ ŋgandara. Got Mosesɨŋ ambahi, narɨŋandɨ nañɨŋgitakɨñaŋ ambami. Krunavundiŋ mayɨvutatamamara. Krunavundiŋ yɨvutatamɨrɨmandɨ hama ŋgatɨŋgɨrutɨŋgɨru hamandu tamɨŋgañɨ taŋguramɨrɨmandɨ, vamba ambami.
28051601d9	Hara yi narɨŋ nɨmavin, kru mumɨŋga nɨŋusi vaha mana nɨŋura naŋga kuyu mɨŋgurɨmandɨ hama, ŋgatɨŋgɨrutɨŋgɨru hamandu tamɨŋgañɨ taŋguramɨrɨmandɨ. Ara kru mumɨŋga nɨŋusi vaha mana nɨŋuraŋ mɨkatihɨrɨmandɨ hama, kru Juda hatindu kuyu mɨŋasɨrɨvandu haŋɨnɨŋɨndu tamɨŋgañɨ taŋguramɨrɨmandɨ. Sɨwɨmaña ndaya kru mumɨŋga yahata kru mumɨŋgarɨm na kwɨnɨkwɨnɨ mɨŋga vɨrɨmandɨ hama ahutuvarandi helɨyɨ urɨmandɨ.
280517011f	Na Gotɨŋ kɨrañɨŋgurɨm, kɨrañɨŋguhu pinayɨrɨm uta, indarɨmitɨna nasi vaha mana nara naŋga vaha nandɨ pɨmɨ vana kɨtiŋgata, kɨrañɨŋguhu hɨm ha kɨrañɨŋguhu pina arɨhañɨ tama. Kamata aŋga pata pɨmɨ ha mɨŋasɨrɨvɨna avindɨti, uta Gotɨŋ kɨrañɨŋgu.
28051901ab	Sɨhwɨmaña nda, kru mumɨŋga naŋ ŋgatɨŋgɨrutɨŋgɨru hamandu kuma hɨmbañɨ tamɨrɨm tɨmbuta urɨmandɨ. Kamati kwɨmbɨyɨ uhuhu nu naŋga kuyu mɨŋasɨrɨva. Kamata mandɨmana ha, naŋ kru kandɨhama kru ŋgatɨŋgɨrutɨŋgɨru hamandu kuma hɨmbañɨ tamɨrɨmandɨ. Kamati naŋ kandɨhama ahutambundu kuma hɨmbañɨ tamɨrɨmandɨ. Kamati naŋ ahutambu kru ñamba vana andɨhu tamandu upɨyɨ tamɨrɨmandɨ.
28051a00b3	Yi naŋ kandɨ ambin, kru ñamba vana andɨhu tamandu upɨ hañɨ kɨñɨŋgɨñɨ tɨmbahɨrɨs ambɨrɨmandɨyu mañamaña mut mamɨŋata, tapɨrañɨ mambindɨhɨrɨmana, vami.
28051b00f7	Jisas sɨhinda ambami, Narɨ ŋgandara. Got Mosesɨŋ ambahi, narɨŋandɨ nañɨŋgitakɨñaŋ ambami, Kru navundi naŋga narɨ navundi mɨŋavɨŋgɨrɨvɨŋgɨrɨmara. Navundi kru naŋga narɨ kru mɨŋavɨŋgɨrɨvɨŋgɨrɨmara, vamba ambami.
28051c00b9	Hara yi narɨŋ nɨmavɨrɨman, kru mumɨŋga navundi muŋambɨŋ ŋgata nɨŋambirɨm ñamba hɨnzɨhi indarɨta mavɨndamandi hama, navundi mɨŋavɨŋgɨrɨvɨŋgɨrɨ vana andɨndi.
28051d01c7	Nandɨ tamɨŋga kuma kandɨ samba hambundu pɨŋgɨrɨvɨŋgɨrɨramɨti ñamba vana andɨtaŋgata, ivɨta kavara. Kamata tamɨŋgaŋgɨrɨsɨ tamu naŋgandaya kɨñɨ. Kamata ñamba vana maŋandɨrɨmana. Kamatɨna nandɨ kwɨrandɨmbat ha sɨhanaŋga Got ahutuvarandi helɨyɨ maŋgavarɨmandɨ. Ara tamɨŋgaŋgɨrɨsɨ timu maŋivɨta kavarata ñamba vana andɨrɨmana ha nandɨ kwɨrandɨmbat ha, sɨhanaŋga Got ahutuvarandi helɨyɨ kavarɨmandɨ.
28051e01a8	Sɨwɨmañanda, nandɨ kuma kandɨha pɨŋgɨrɨvɨŋgɨrɨramɨti ñamba vana andɨtaŋgata pɨtɨta kavara. Kamata kuma tamu naŋgandaya kɨñɨ. Kamata ñamba vana maŋandɨrɨmana. Kamatɨna nandɨ kwɨrandɨmbat ha sɨhanaŋga Got ahutuvarandi helɨyɨ maŋgavarɨmandɨ. Ara kuma timu mambɨtɨta kavarata ñamba vana andɨrɨmana ha, nandɨ kwɨrandɨmbat ha sɨhanaŋga Got ahutuvarandi helɨyɨ kavarɨmandɨ, vami.
28051f00d8	Jisas sɨhinda nɨmavami, Got Mosesɨŋ ambahi, narɨŋandɨ nañɨŋgitakɨñaŋ ambami, Kru mumɨŋga nɨmburiŋ pɨŋguvarɨm aŋgwɨmɨkɨ yɨhimbɨvɨrata nɨmburiŋ ŋguta nuŋ pɨŋguvarɨmandɨ, vamba ambami.
28052001b5	Hara yi narɨŋ ambin, kru mumɨŋga, nɨmburiŋ saŋɨnaŋga pɨŋguvarɨmandɨ. Kru mamɨŋavɨŋgɨrɨndi. Kamati uta kru mumɨŋgaŋ yawɨrɨmandɨ. Kandɨhamata vana andɨta, Gotɨndu tamɨŋgañɨ navundi kru mɨŋavɨŋgɨrɨvɨŋgɨrɨ ŋambɨ andɨndi maña andɨrɨmandɨ. Kamati kru uta yawɨrɨmandɨ hama ndahara Gotɨndu tamɨŋgañɨ, kru navundiŋ mɨŋavɨŋgɨrɨvɨŋgɨrɨ mɨŋga andɨndi maña andɨrɨmandɨ, vami.
280521015d	Jisas sɨhinda ambami, Narɨ ŋgandara. Got Mosesɨŋ ambahi, narɨŋandɨ nañɨŋgitakɨñaŋ ambami, Muhɨm vana andɨrɨm kuyusɨhɨrata narɨŋandɨ kuyu ha tɨkatɨkatɨramata kandɨsɨkwɨsɨkwɨ kuma yawi vata maŋambamara. Kandɨsɨkwɨsɨkwɨ kuma yawi vataŋgata, Aru nɨmandu tamɨŋgañɨ ambɨrɨmandɨra maña andɨmara, vamba ambami.
28052200ec	Hara yi narɨŋ nɨmavɨrɨman, kuyu munda tɨkatɨkatɨramata kandɨsɨkwɨsɨkwɨ kuma yawi vata maŋambamara. Narɨŋandɨ kuyu tɨkatɨkatɨramata ihumbɨsa vata ndahara maŋambamara. Ihumbɨsa ha Gotɨndu mɨnzɨmɨnzɨ maka tɨhi.
2805230106	Narɨŋandɨ kuyu tɨkatɨkatɨramata pɨrɨ vata ndahara maŋambamara. Pɨrɨ nɨŋandɨhin Gotɨndu tanda tamatama upɨ tɨhi. Narɨŋandɨ kuyu tɨkatɨkatɨramata Jerusalem vata maŋambamara. Jerusalem pɨhu aru Got aru miku tɨkatɨka naŋga nɨmandu tɨhi.
28052400a9	Narɨŋandɨ miku mɨnɨ ha narɨŋambi andɨtɨra kitɨrɨ yɨvurahata suñɨ yɨvurahata mandɨhi. Harɨm narɨŋandɨ kuyu tɨkatɨkatɨramata miku vata maŋambamara.
280525009f	Narɨ kandɨ naŋga manɨŋga ndaya vamara. Kuyu muvɨra narɨŋandɨ kuyu tɨkatɨkatɨramata ambɨrɨmandɨra haŋɨnɨŋ, kaŋɨnɨŋ Satanɨndu kuyu, vami.
280526017d	Jisas sɨhinda ambami, Narɨ ŋgandara. Got Mosesɨŋ ambahi, narɨŋandɨ nañɨŋgitakɨñaŋ ambami, Kru mumɨŋga, mumɨŋgandu tamɨŋga mɨŋasɨpɨrɨti ŋgata kɨmbɨ ndahara nuŋandɨ tamɨŋga handahara mɨŋasɨpɨram. Sɨwɨmañanzihɨ kru mumɨŋga, mumɨŋgandu mɨkahɨrɨs ha yɨvukuvɨti ŋgata, kɨmbɨ ndahara nuŋandɨ mɨkahɨrɨs ha yɨvukuvɨm, vamba ambami.
28052700b6	Hara yi narɨŋ nɨmavɨrɨman, kru naŋ ñamba vana andɨti ndahara, kɨmbɨ maŋandɨ. Kru mumɨŋga ñuŋgi nandɨ ha timu yɨvuvandɨti ŋgata kimɨruramɨna tamu ndahara yɨvum.
28052800b7	Sɨhwɨmaña nda kru mumɨŋga naŋ kru ŋgatɨŋgɨrutɨŋgɨru haŋɨnɨŋɨndu kumaŋgɨmbañɨ tamata nandɨ mɨkwɨrɨ ha mɨŋɨti ŋgata, nandɨ mɨkwɨrɨ kuta ha naŋga ŋgu.
28052900b9	Sɨhinda kru mumɨŋga yandɨ maku nɨ kavuta uta muhɨrɨvɨ ndaŋura tama vata tɨkatɨkati ŋgata, kavuta uta ambɨrɨmandɨ mɨkwɨ haŋu itɨvata sɨwɨmañaŋgɨrɨvɨ utara tama.
28052a0104	Kru mumɨŋga nambirɨm muhɨmɨrɨm kitɨhuta yaŋ ŋgu vɨtiŋgata sɨkwɨtaya ŋgu. Naŋga kru mumɨŋga nandɨ muhɨm nda mɨŋata muhɨvɨra kɨmbɨ ŋgutɨn vɨti ndahara mɨrɨmɨrɨ mandɨ. Kɨmbɨ muyɨvɨra ŋgu vata maŋamba. Sɨkwɨtaya ŋgu, vami.
28052b00f4	Jisas sɨhinda ambami, Narɨ ŋgandara. Got Mosesɨŋ ambahi, narɨŋandɨ nañɨŋgitakɨñaŋ ambami. Narɨ krunavundi narɨŋandɨ pɨhuyɨndu mɨŋata mavɨñɨ tamamara. Kamata narɨŋandɨ miku haŋɨnɨŋ tɨkitɨkitɨmara, vamba ambami.
28052c00b6	Hara yi narɨŋ nɨmavin, Kru miku tamandara haŋɨnɨŋ mɨŋata mavɨñɨ tamamara. Kamata Got naŋga kuyundavarɨtɨra, kru narɨŋ ñamba vana andɨndu haŋɨnɨŋ Got avindamam.
28052d012f	Kamatɨrɨmandɨra handa narɨŋandɨ Nava nuŋandɨ pɨhuyɨ kɨyɨ hamandu ñɨŋi kɨyɨmandɨra. Nu ina nuŋandɨ andɨhi kru ñamba ŋɨnɨŋ naŋga aviŋɨnɨŋɨrɨm naŋga yahandi. Naŋga andɨhi kuku kru tɨtɨtaya kɨyɨhɨyɨ, naŋga tɨtɨ maŋgɨyɨhɨyɨ ŋɨnɨŋɨrɨm naŋga mɨŋgandi.
28052e0131	Kru gavaman ndamarɨm tɨmbahɨrɨs mɨŋamɨŋa haŋɨnɨŋ, kru nurɨŋ mɨŋata mavɨñɨ tamandu haŋɨnɨŋ ndaya mavɨñɨ tamandu. Harɨm narɨ, nurɨ andɨndu maña kru narɨŋ mɨŋata mavɨñɨ tamandu haŋɨnɨŋ ndaya mɨŋata mavɨñɨ tamɨrɨmandɨra ha, narɨŋ Got muhɨm maŋgurɨmandɨ.
28052f00fe	Kru Gotɨŋ maŋgandu haŋɨnɨŋ nurɨŋandɨ nɨŋusi nɨŋuraŋ ndaya aviŋgɨvɨ ŋgundu. Harɨm narɨ, nurɨ andɨndu maña maŋandɨmara. Kru muŋɨnɨŋ ndahara aviŋgɨvɨ ŋgumara. Kamata nurɨŋ taratɨvɨrata avi vana sɨkwɨ andɨrɨmandɨra.
2805300073	Narɨŋandɨ Nava nuŋandɨ pɨhuyɨ avinzɨkwɨ kɨndi. Harɨm narɨndahara nu maña avinzɨkwɨ kɨyɨmara, vami.
28060100fa	Jisas sɨhinda nɨmavami, Tamɨŋga naŋga kɨndamara. Narɨŋandɨ avi vana ha krunavundindu tamɨŋgaŋgɨmbañɨ andɨtɨra maŋgamu. Kandɨhamatɨrɨmandɨra ha narɨŋandɨ Nava nuŋandɨ pɨhuyɨ kɨyɨ hamandu muhɨmɨmuhɨm mamɨŋɨmandɨra.
2806020238	Kru muvɨra krunavundiŋ kuyusɨhɨrɨtɨrɨŋ arɨŋandɨ ñɨmbi tɨhuyahɨrɨmandɨyu vata andɨndu. Kamata kru mumɨŋgaŋ sɨmbɨhu Got naŋga kuyundavaravara tavɨyɨ naŋga kɨndɨmbatɨyɨ kaur tɨmɨhɨruta kasiramata undi. Kamatɨhihi kru kuyusɨhɨrandu haŋɨnɨŋ sɨhɨndɨ undu. Kamata kru kandɨhaŋɨnɨŋ krunavundi muhɨmɨmuhɨm manɨman haŋɨnɨŋ tɨmbahɨrɨs ŋgundu. Harɨm nurɨ andɨndu maña narɨ maŋandɨmara. Narɨŋ yi kandɨ ambin, kru kandɨhaŋɨnɨŋɨndu ñɨmbi krunavundi tɨhuyahɨrɨmandɨyu. Hara Got mandɨhuyahɨrɨmandɨ.
280603005e	Krunavundi muhɨmɨmuhɨm manɨman haŋɨnɨŋ tɨmbahɨrɨs ŋguta, kru muŋɨnɨŋ maŋamba.
28060400cc	Kamataharɨm sɨhisɨhi sɨmbɨra andɨrɨmandɨra haŋandɨhin sipɨruta kɨyɨmandɨ. Kamatɨra, Nava muhɨmɨmuhɨm sipɨrusipɨru hɨm ŋgandi hama, nu taya narɨŋ muhɨmɨmuhɨm ŋgurɨmandɨ, vami.
28060501f5	Jisas sɨhinda ambami, Kru muvɨra krunavundiŋ kuyusɨhɨrɨtɨrɨŋ arɨŋandɨ ñɨmbi tɨhuyahɨrɨmandɨyu vata andɨndu. Kamata Got naŋga kuyundavaravara tavɨyɨ naŋga kɨndɨ hiŋgɨrɨñɨ taŋguramandu. Kamata krunavundi ŋgɨmandɨyu vata Got naŋga kuyundavarambara kuyu pɨŋgɨrɨvɨŋgɨrɨrɨm pirɨtamandu. Harɨm nurɨ andɨndu maña narɨ maŋandɨmara. Narɨŋ yi kandɨ ambin, kru kandɨhaŋɨnɨŋɨndu ñɨmbi krunavundi tɨhuyahɨrɨmandɨyu. Hara Got mandɨhuyahɨrɨmandɨ.
28060600f1	Nandɨ Nava nu sipɨrusipɨru upɨyɨ kɨndi. Harɨm nu naŋga kuyundavarɨm nandɨ karɨhaharɨha upɨyɨ indɨhuta kɨndɨŋariha yɨhɨta nu naŋga kuyundavara. Kamatɨna ndahara nandɨ kuyu ha indarɨta naŋ muhɨmɨmuhɨm ŋgurɨmandɨ.
2806070108	Krunavundi muvundumuvundu ŋɨnɨŋ, Got arɨŋandɨ kuyu indarɨmandɨ vata Got naŋga kuyundavarata kuyu pɨŋgɨrɨndu. Harɨm narɨŋandɨ Nava Got naŋga kuyundavarɨm, krunavundi muvundumuvundu kuyundavarata kuyu pɨŋgɨrɨndu maña kuyu mambɨŋgɨrɨmara.
2806080093	Narɨŋandɨ Nava Gotɨŋ muhɨmɨrɨm nda ambɨrɨm kwɨsɨ mɨkatɨkumbɨrahara ndahara ŋgandi. Kamataharɨm nurɨ andɨndu maña maŋandɨmara.
2806090077	Indarɨmara, nɨmavamba kuyundavaramara, Arɨŋandɨ yavandak nandɨ pɨhuyɨ kɨna, nandɨ ñɨmbi avinzɨkwɨsɨkwɨ.
28060a00de	Krunavundi tɨhu naŋga muyɨvɨndahara nandɨ tɨwɨyɨ kɨyɨmu. Nandɨ pɨhuyɨ kɨndu haŋɨnɨŋ na pirɨtamandana vana taya mɨŋahandandu. Krunavundi pɨrɨ nɨñɨ ndahara na pirɨtamandana vana taya mɨŋahandamu.
28060b002a	Kamata musi hɨvɨrɨm arɨŋ ñaña ŋgu.
28060c0097	Arɨŋ kru muŋɨnɨŋ ñamba vana andɨhu nurɨŋ kuŋgɨ kuyɨvandarɨŋ maña, ara naŋ ñamba vana andɨndarɨŋ haŋandɨhinɨndu kuŋgɨ kuyɨva.
28060d00a9	Na mitɨna arɨŋ Satan ñamba vana andɨtɨrɨm mɨŋamɨŋgɨtima. Ara ñamba vana andɨrɨmɨtɨrɨŋ arɨŋ ŋguramɨna ñamba vana maŋandɨm, vamba ambamara, vami.
28060e0163	Kamavata nurɨŋ ambami, Krunavundi muŋɨnɨŋ ñamba vana andɨtu nurɨŋ kuŋgɨ maŋguyɨvɨrɨmandɨra ha, narɨŋandɨ Nava nuŋandɨ pɨhuyɨ kɨyɨ hama ndahara narɨŋ kuŋgɨ maŋguyɨvɨrɨmandɨ. Hara krunavundiŋ kuŋgɨ kuyɨvɨrɨmandɨra ha, narɨŋandɨ Nava nuŋandɨ pɨhuyɨ kɨyɨ hama ndahara narɨŋ kuŋgɨ kuyɨvɨrɨmandɨ, vami.
28061001f3	Jisas sɨhinda ambami, Kru muvɨra krunavundiŋ kuyusɨhɨrɨtɨrɨŋ arɨŋandɨ ñɨmbi tɨhuyahɨrɨmandɨyu vata andɨndu. Kamata krunavundirɨm nɨŋɨnɨŋ ñaña itɨhañata kɨndayu vɨrɨmandɨyu vata kru kandɨhaŋɨnɨŋ kɨpumɨka ñambayɨ tɨhɨrandu. Hara narɨ ñaña itɨhañata ŋgata kru nɨŋɨnɨŋ andɨndu maña kɨpumɨka ñambayɨ mandɨhɨramara. Narɨŋ yi kandɨ ambin, kru kandɨhaŋɨnɨŋɨndu ñɨmbi krunavundi tɨhuyahɨrɨmandɨyu. Hara Got mandɨhuyahɨrɨmandɨ.
28061100d6	Hara narɨ ñaña itɨhañata ŋgata, narɨŋandɨ kɨpumɨka ha ñɨmburɨmara. Kamata kwɨrandɨyɨ taŋgusɨharahu kɨnza avi yɨvurahandi hɨm mikuvu taŋgusɨharata ñaña maŋitɨhañata kɨndɨmañandɨmara.
2806120130	Kandɨhamatɨra krunavundi narɨŋambirɨm nɨŋɨnɨŋ ñaña maŋitɨhañayu, vamba ambɨrɨmandɨyu. Hara ñaña itɨhañandara ha, narɨŋandɨ Nava ŋgandi. Nu mɨŋgɨyamɨŋgɨya muhɨmɨmuhɨm sipɨruta kɨyɨhɨyɨ hɨm ŋgandi. Kamatɨra Nava narɨŋ muhɨmɨmuhɨm kɨmbɨ ŋgurɨmandɨ, vami.
280613011c	Jisas sɨhinda ambami, Narɨŋandɨ muhɨmɨmuhɨm avihɨmɨŋgɨm mɨŋamɨŋa pɨrɨ nɨñɨ mayɨvumɨŋgumara. Pɨrɨ nɨñɨ akavatɨvatɨ tavɨhandu. Kamatɨhi ñaŋgwɨ yɨvuta muhɨmɨmuhɨm ñambatɨndu. Kru kipa naŋga haŋɨnɨŋ ndahara tapa yɨvuvirɨhuta kipa mɨŋandu.
28061400ef	Hara narɨŋandɨ muhɨmɨmuhɨm avivi haŋɨnɨŋ Gotɨndu pɨhuyɨ yɨvumɨŋgumara. Gotɨndu pɨhuyɨ akavatɨvatɨ mandavɨhandi. Kamatɨhi ñaŋgwɨ mayɨvundi. Kru kipa naŋga haŋɨnɨŋ ndahara tapa yɨvuvirɨhuta kipa mamɨŋandu.
2806150089	Narɨŋandɨ muhɨmɨmuhɨm avivi kɨyɨmandɨ upɨ hañɨ, narɨŋandɨ indarɨmit handahara upɨ kandɨhañɨ ndaya kɨyɨmandɨ, vami.
28061600d0	Jisas sɨhinda ambami, Tamɨŋga nɨŋandɨhin kwɨrandɨmbat nɨŋandɨhinɨndu sɨña, tamɨŋga nandɨ avindaya kɨyɨmandɨ ha nandɨ kwɨrandɨ hambu ndahara sɨhanaŋga sɨñanzaŋɨnzaŋ ndɨrɨmandɨ.
28061700f2	Hara tamɨŋga nandɨ ha ñambatɨrɨmandɨ ha, nandɨ kwɨrandɨ ha sɨhanaŋga kɨvɨmɨŋgwɨtɨrɨmandɨ. Kamataharɨm sɨña nandɨ kwɨrandɨ humba hambu kɨyɨmandɨ ha kɨvɨmɨŋgwɨti, kɨvɨmɨŋgwɨ kandɨha arutɨrɨmandɨ, vami.
280618013a	Jisas sɨhinda ambami, Sɨmbɨrakara mɨŋgɨya mɨŋgandaya, aru miku arɨkimbatɨndu tɨwɨyɨ maŋgɨyɨhi. Muhamaŋ mɨŋata mavɨñɨ tamata, muhamaŋ kutɨvu mandamahi. Naŋga arɨkimbatɨndu kuyu maŋindarɨhi. Kamataharɨm narɨ Gotɨndu tɨwɨyɨ, naŋga tɨmbahɨrɨsɨndu tɨwɨyɨ maŋgɨyɨhara, vami.
280619010d	Jisas sɨhinda nɨmavami, Kamataharɨm yi narɨŋ ambin, narɨŋandɨ kwɨrandɨ ha ñaña naŋga mɨkwɨrɨŋ taratɨvɨrandi. Harɨm indarɨhɨtɨhɨta mum ñata, mum kuvɨrɨmɨndaŋ. Kamata mɨkwɨrɨ paŋundu kwɨrandɨ yɨvupɨhavɨmɨndaŋ vamba maŋindarɨmara.
28061a00df	Narɨ kava nɨŋɨnɨŋ ŋgamara. Nurɨ ñaña maŋgurɨndu. Naŋga nurɨ ñaña kayɨvata tavɨyɨ mandamandu. Hara narɨŋandɨ Nava nuŋandɨ pɨhuyɨ kɨndi hama ŋguhihi ñandu. Harɨm narɨ kavaŋɨ taratɨvɨrandara.
28061b00f2	Kru kɨra hañɨndu muvat mɨŋga pɨrɨ nɨñɨ sɨhinda muhɨrɨvɨ sɨmbɨrɨ avinzɨrɨsɨrɨvɨ kɨyɨhɨyɨ vanarɨm indarɨmitandi. Hara nuŋandɨ indarɨmit kandɨha andɨti arumarɨ hɨrɨvɨ kɨyɨhi vaha. Manɨŋga nzɨkwɨsɨkwɨ.
28061c00ac	Kamataharɨm mumɨrɨm mɨkwɨrɨrɨm indarɨhɨtɨhɨtɨndara. Sumɨ nɨŋɨnɨŋ ŋgamara, nurɨ sɨmbɨra tɨkatɨka mamɨŋandu. Naŋga nurɨ mɨkwɨrɨ manzɨvirɨndu.
28061d009f	Hara yi narɨŋ ambin, kuha aru miku Solomon mɨkwɨrɨ avivi tamandi. Hara sumɨ nɨŋɨnɨŋ Solomonɨndu mɨkwɨrɨ avivi kandɨhaŋɨnɨŋ taratɨvɨrandu.
28061e014a	Musi tɨpanzɨmasɨma nɨŋɨnɨŋ kuyu. Hara amu kru tavɨhavarata ahumira aruyɨ kavarɨmandɨyu. Tɨpa kanɨmata nɨŋɨnɨŋ Got nurɨŋ kanzɨ mɨŋayahuramandi. Kamataharɨm nɨmata nɨmbu ŋgamara. Got narɨŋ ndahara kanzɨ mɨŋayahuramɨrɨmandɨ. Narɨ kru indarɨmaŋgaramaŋgara vana sukɨsɨmbɨrɨ naŋga ŋɨnɨŋ.
28061f009e	Kamataharɨm indarɨhɨtɨhɨta nɨmavata maŋambamara. Mum ñata mum kuvɨrɨmɨndaŋ. Naŋga muhɨmɨyɨ kwɨrandɨ yɨvupɨhavɨmɨndaŋ vata maŋambamara.
28062000d9	Gotɨŋ maŋgandu haŋɨnɨŋ muhɨmɨmuhɨm kanɨŋɨnɨŋ sɨhanaŋga ŋgɨmɨndaŋ vata puhɨrandu. Hara narɨŋandɨ Nava nuŋandɨ pɨhuyɨ kɨyɨ hama, muhɨmɨmuhɨmɨrɨm kɨrɨvɨtɨndara haŋɨnɨŋ ŋgandi.
28062100dd	Hara kimaŋgima hɨm andɨrɨmandɨra ha nɨmata. Narɨ Gotɨndu tɨwɨyɨ taya kɨyɨhɨyɨrɨm indarɨmara. Kamata avi vana taya mɨŋahandamara. Kamatɨra narɨŋ muhɨmɨmuhɨm kandɨhaŋɨnɨŋ ndahara ŋgurɨmandɨ.
28062200ad	Kamataharɨm muhɨmɨmuhɨm vana amu yɨvurahɨrɨmandɨrɨm maŋindarɨmitamara. Pɨmɨ amundu haŋandɨhin amu hɨvɨndu. Pɨmɨ musindu haŋandɨhin musi hɨvɨndu, vami.
28070100ba	Jisas sɨhinda ambami, Narɨ kru muŋɨnɨŋɨndu vana ŋgata ŋgatɨŋgɨruta ndaŋɨnɨŋ ñamba ŋɨnɨŋ vata maŋambamara. Kamavɨtɨra narɨŋ Got sɨhwɨmaña musa andɨrɨmandɨ.
28070200b3	Narɨ kru muŋɨnɨŋ ŋgatɨŋgɨrundara maña, Got ndahara narɨŋ ŋgatɨŋgurɨmandɨ. Kamata nurɨŋ muhɨmɨmuhɨm musa andara maña, narɨŋ ndahara kɨmbɨ andɨrɨmandɨ.
28070300a1	Mumɨndɨhi nasindu tamɨŋga hañɨ ayɨwɨrsɨ sukɨyɨpu ha ŋgata ambandana. Hara nandɨ tamɨŋga hañɨ ahusɨŋga aru haŋandɨhinɨrɨm maŋindarɨndana.
2807040090	Nandɨ tamɨŋga hañɨ ahusɨŋga ha kɨtihɨti, mumɨrɨm yasi nandɨ tamɨŋga hañɨ ayɨwɨrsɨ ha tɨhuyɨkɨrɨtɨnɨ vamba ambɨrɨmana.
