2800000007	Matteus
2808140088	„Rebastel on urud ja metslindudel pesad, kuid inimese Pojal ei ole kohta, kus ta saaks pikali heita ja puhata,“ lausus Jeesus talle.
280815005e	Üks teine jünger ütles Jeesusele: „Issand, las ma lähen kõigepealt ja matan oma isa.“
2808160041	„Järgi mind! Jäta surnud oma surnuid matma,“ vastas Jeesus.
280817003d	Siis astus Jeesus paati ja tema jüngrid läksid temaga koos.
280818004f	Äkitselt puhkes äge torm ja lained lõid üle paadi, kuid Jeesus magas edasi.
2808190068	Jüngrid läksid tema juurde ja äratasid ta üles. „Päästa meid, Issand! Me upume!“ karjusid nad.
28081a00b7	„Miks te nii hirmul olete? Miks on teil nii vähe usku?“ küsis ta neilt. Seejärel tõusis ta püsti ning käskis tuulel ja lainetel vait jääda. Kõik jäi täiesti rahulikuks.
28081b0068	Jüngrid olid hämmastunud ja ütlesid: „Kes ta küll on? Isegi tuul ja lained kuulavad tema sõna!“
28081c00bd	Kui ta jõudis teisele kaldale, gadaralaste piirkonda, tulid talle surnuaia poolt vastu kaks kurjadest vaimudest vaevatud meest. Nad olid nii ohtlikud, et keegi ei julgenud seda teed käia.
28081d005d	Nad karjusid: „Mis on sul meiega tegemist, Jumala Poeg? Kas tulid meid enneaegu vaevama?“
28081e0020	Eemal oli söömas suur seakari.
28081f0054	Kurjad vaimud anusid teda: „Kui sa ajad meid välja, saada meid seakarja sisse.“
2808200092	„Minge!“ käskis Jeesus. Kurjad vaimud lahkusid meestest ja läksid sigade sisse. Kogu kari jooksis järsust mäenõlvast alla merre ja uppus.
28082100a8	Seakarjased jooksid minema. Nad läksid linna ja rääkisid seal rahvale kõigest, mis oli toimunud, ja sellest, mis oli juhtunud kurjadest vaimudest vaevatud meestega.
2808220065	Kogu linn tuli välja Jeesusele vastu. Kui nad ta leidsid, palusid nad tal nende piirkonnast lahkuda.
2809010047	Nõnda läks siis Jeesus paadiga tagasi üle järve linna, kus ta elas.
280902009f	Seal toodi tema juurde matil lamav halvatud mees. Kui Jeesus nägi nende usku, ütles ta halvatule: „Mu sõber, ära kurvasta! Sinu patud on andeks antud.“
2809030054	Selle peale ütlesid mõned vaimulikud õpetajad isekeskis: „Ta teotab Jumalat!“
280904005c	Kuid Jeesus teadis, mida nad mõtlevad. Ta küsis neilt: „Miks te mõtlete kurje mõtteid?
2809050058	Mida on kergem öelda: „Su patud on andeks antud“ või „Tõuse üles ja kõnni“?
280906008d	Aga et veenda teid, et inimese Pojal on õigus patte andeks anda …“ Ta ütles halvatule: „Tõuse üles, võta oma matt ja mine koju!“
2809070021	Mees tõusis üles ja läks koju.
2809080081	Kui rahvahulgad nägid, mis oli juhtunud, olid nad ehmunud. Siis ülistasid nad Jumalat, et ta oli andnud inimesele sellise väe.
28090900a7	Kui Jeesus sealt edasi läks, nägi ta maksukogumispunktis istumas meest nimega Matteus. Jeesus kutsus teda: „Järgi mind!“ Ta tõusis üles ja järgnes Jeesusele.
28090a0086	Sel ajal kui Jeesus sõi Matteuse kodus, tuli palju maksukogujaid ja patuseid ning nad istusid lauas koos Jeesuse ja tema jüngritega.
28090b007d	Kui variserid seda nägid, küsisid nad Jeesuse jüngritelt: „Miks teie Õpetaja sööb koos maksukogujate ja patustega?“
28090c0052	Kui Jeesus seda küsimust kuulis, vastas ta: „Arsti ei vaja terved, vaid haiged.
28090d00b0	Minge ja uurige välja, mida see tähendab: „Ma tahan halastust, mitte ohvrit. Sest ma ei tulnud kutsuma neid, kes teevad seda, mis on õige; ma tulin kutsuma patuseid.““
28090e0080	Siis tulid Johannese jüngrid ja küsisid: „Miks on nii, et meie ja variserid paastume sageli, aga sinu jüngrid ei paastu?“
28090f00a7	„Kas pulmakülalised kurvastavad, kui peigmees on nende juures?“ vastas Jeesus. „Aga tuleb aeg, mil peigmees võetakse nende juurest ära, ja siis nad paastuvad.
2809100069	Keegi ei pane vanadele rõivastele uut riiet paigaks, muidu tõmbab see kokku ja rebend läheb hullemaks.
28091100ba	Keegi ei pane uut veini vanadesse lähkritesse, muidu lähkrid rebenevad, vein voolab maha ja lähkrid on rikutud. Ei, uus vein pannakse uutesse nahklähkritesse ja mõlemad kestavad.“
28091200de	Sel ajal kui ta neile seda rääkis, tuli üks ülematest ja kummardus tema ees. „Mu tütar suri just,“ ütles mees Jeesusele. „Aga ma tean, et kui sa tuled ja paned oma käe tema peale, siis ta tuleb ellu tagasi.“
2809130037	Jeesus ja tema jüngrid tõusid ja läksid tema järel.
280914006c	Sel hetkel tuli tema taha üks naine, kes oli kaksteist aastat veritsustõves olnud, ja puudutas tema kuube.
280915005c	Ta ütles endamisi: „Kui ma vaid saaksin puudutada tema kuube, siis ma saaksin terveks.“
2809160095	Jeesus pöördus ja vaatas talle otsa. „Ole rõõmus, sest sinu usk minusse on su terveks teinud,“ ütles ta naisele. Naine sai otsekohe terveks.
280917005d	Jeesus jõudis ametniku koju. Ta nägi flöödimängijaid ja rahvahulka, mis nuttis valjusti.
2809180087	„Palun minge ära,“ ütles ta rahvale, „sest tüdruk ei ole surnud, ta vaid magab.“ Aga nad naersid ja heitsid tema üle nalja.
2809190071	Kuid kui rahvas oli laiali saadetud, läks Jeesus sisse, võttis tüdrukul käest kinni ja tüdruk tõusis üles.
28091a0031	Sõnum juhtunust levis üle kogu selle piirkonna.
28091b007f	Kui Jeesus sealt edasi läks, järgnesid talle kaks pimedat meest, kes hüüdsid: „Taaveti Poeg, palun halasta meie peale!“
28091c00b9	Kui Jeesus jõudis majja, kus ta peatus, tulid ka pimedad mehed sisse. „Kas te olete veendunud, et ma olen võimeline seda tegema?“ küsis ta neilt. „Jah, Issand,“ vastasid nad.
28091d0054	Siis Jeesus puudutas nende silmi ja ütles: „See toimub, sest te usute minusse!“
28091e005f	Ja nad nägid jälle. Siis Jeesus hoiatas neid: „Vaadake, et keegi sellest teada ei saaks.“
28091f0031	Aga nad läksid ja rääkisid Jeesusest kõikjal.
280920006c	Kui Jeesus ja tema jüngrid olid lahkumas, toodi tema juurde mees, kes oli tumm ja kurjast vaimust vaevatud.
28092100a2	Kui kuri vaim oli temast välja aetud, siis tumm mees rääkis, ja rahvahulk oli hämmastuses. „Midagi seesugust pole varem Iisraelis juhtunud,“ ütlesid nad.
280922005d	Aga variserid täheldasid: „Ta ajab kurje vaime välja kurjade vaimude ülema väe abil.“
28092300ac	Jeesus käis igal pool ning külastas linnu ja külasid. Ta õpetas nende sünagoogides, rääkis head sõnumit kuningriigist ning tervendas igasuguseid haigusi ja vaevusi.
280924008c	Kui Jeesus nägi rahvahulki, oli ta sügavalt liigutatud kaastundest nende vastu, sest nad olid mures ja abitud, nagu lambad ilma karjaseta.
280925004b	Ta ütles oma jüngritele: „Lõikus on suur, kuid töötegijaid on vähe.
280926005f	Palvetage lõikuse Issanda poole ja paluge tal saata veel töötegijaid oma lõikust koguma.“
280a010087	Jeesus kutsus oma kaksteist jüngrit kokku ja andis neile väe ajada välja kurje vaime ning tervendada igasuguseid haigusi ja vaevusi.
280a020095	Need on kaheteistkümne apostli nimed: esiteks Siimon (kutsutakse ka Peetruseks), tema vend Andreas, Jaakobus, Sebedeuse poeg, ja tema vend Johannes,
280a030054	Filippus, Bartolomeus, Toomas, maksukoguja Matteus, Jaakobus, Alfeuse poeg, Taddeus,
280a04003f	revolutsionäär Siimon ja Juudas Iskariot, kes Jeesuse reetis.
280a050073	Jeesus saatis need kaksteist välja ja ütles neile: „Ärge minge võõramaalaste juurde ega Samaaria linnadesse.
280a060035	Te peate minema Iisraeli soo kadunud lammaste juurde.
280a070047	Kuhu iganes te lähete, öelge inimestele: „Taevariik on lähedal.“
280a08008f	Tehke haiged terveks. Äratage surnud ellu. Tervendage pidalitõbised. Ajage kurjad vaimud välja. Tasuta olete saanud, nii et andke ka tasuta!
280a090036	Ärge võtke taskus kaasa kuld-, hõbe- ega vaskmünte
280a0a0075	ega kotti teekonnaks ega kahte kuube, sandaale ega jalutuskeppi, sest töötegija on väärt, et teda ülal peetakse.
280a0b00a5	Kuhu iganes te lähete, ükskõik missugusesse linna või külasse, küsige inimese järele, kes elab heade põhimõtete kohaselt, ja jääge sinna kuni lahkumiseni.
280a0c0033	Kui te sisenete majja, andke sellele oma õnnistus.
280a0d006e	Kui maja on seda väärt, tulgu teie rahu selle peale, aga kui see pole väärt, tulgu teie rahu teile tagasi.
280a0e00b5	Kui keegi ei võta teid vastu ning keeldub kuulamast, mida teil on öelda, siis lahkuge sellest majast või sellest linnast ning raputage minnes selle paiga tolm oma jalgadelt maha.
280a0f005c	Ma ütlen teile tõtt: viimsel kohtupäeval on Soodomal ja Gomorral parem kui sellel linnal!
280a100066	Vaadake, ma saadan teid nagu lambaid huntide sekka. Olge siis arukad nagu maod ja kahjutud nagu tuvid.
280a110064	Hoiduge nende eest, kes annavad teid linnanõukogude kohtu kätte ja piitsutavad teid sünagoogides.
280a120062	Teid veetakse valitsejate ja kuningate ette minu pärast, tunnistuseks neile ja võõramaalastele.
280a130091	Aga kui teid kohtu alla antakse, siis ärge muretsege, kuidas peaksite kõnelema või mida ütlema, sest teile öeldakse õigel ajal, mida kosta.
280a140038	Sest teie ei kõnele, vaid Isa Vaim kõneleb teie kaudu.
280a15007f	Vend reedab venna ja annab ta surma ning isa teeb sama oma lapsega. Lapsed hakkavad vastu oma vanematele ja saadavad nad surma.
280a160064	Kõik vihkavad teid sellepärast, et te järgite mind, aga kes otsani vastu peab, see päästetakse.
280a17009c	Kui teid ühes linnas taga kiusatakse, põgenege järgmisesse. Ma ütlen teile tõtt: te ei lõpeta Iisraeli linnades käimist enne, kui inimese Poeg tuleb.
280a18005a	Õpilased ei ole tähtsamad kui nende õpetaja; sulased ei ole tähtsamad kui nende isand.
280a1900c6	Õpilased peaksid rahul olema, kui nad saavad oma õpetaja sarnaseks, ja sulased oma isanda sarnaseks. Kui perepead nimetatakse peadeemon Peltsebuliks, siis on tema pereliikmed veel kurjemad vaimud!
280a1a008a	Niisiis, ärge kartke neid, sest midagi pole nii varjatud, et ei saaks avalikuks, ja miski pole nii peidetud, et sellest ei saadaks teada.
280a1b0085	Seda, mida mina räägin teile pimeduses, kuulutage siis, kui on valge, ja mida kuulete kõrva sosistatavat, seda hüüdke katustelt.
280a1c00b1	Ärge kartke neid, kes võivad teid füüsiliselt tappa, kuid ei saa vaimulikult tappa. Kartke hoopis teda, kes suudab teid hävitustules füüsiliselt ja vaimulikult hävitada.
280a1d0075	Kas kaks varblast ei müüda kõigest ühe penni eest? Aga ükski neist ei kuku maha, ilma et teie Isa sellest teaks.
280a1e002c	Isegi teie juuksekarvad peas on ära loetud.
280a1f0045	Seega ärge muretsege − te olete rohkem väärt kui palju varblasi!
280a200077	Igaühe eest, kes avalikult kuulutab oma pühendumisest minule, kuulutan mina pühendumisest temale oma Isa ees taevas.
280a210045	Aga kes mind avalikult salgab, teda salgan minagi oma Isa ees taevas.
280a220059	Ärge arvake, et olen tulnud tooma rahu maa peale. Ma ei tulnud tooma rahu, vaid mõõka.
280a23005c	Ma tulin, et „pöörata mees oma isa vastu, tütar oma ema vastu ja minia oma ämma vastu.
280a24002b	Teie vaenlased on teie enda pereliikmed!“
280a2500b9	Kui te armastate oma isa või ema rohkem kui mind, siis ei ole te väärt minu omad olema, ja kui te armastate oma poega või tütart rohkem kui mind, ei ole te väärt minu omad olema.
280a26004f	Kui te ei võta oma risti ega järgne mulle, ei ole te väärt minu omad olema.
280a270075	Kui te üritate oma elu säästa, siis te kaotate selle, aga kui kaotate oma elu minu pärast, siis säästate selle.
280a280078	Need, kes võtavad vastu teid, võtavad vastu minu, ja kes võtavad vastu minu, võtavad vastu selle, kes mind läkitas.
280a2900c7	Need, kes võtavad prohveti vastu sellepärast, et ta on prohvet, saavad sama tasu nagu prohvet. Need, kes võtavad vastu kellegi, kes toimib õigesti, saavad sama tasu nagu see, kes toimib õigesti.
280a2a0083	Ma ütlen teile tõtt: see, kes annab jahedat vett juua kõige tühisemale minu jüngritest, ei jää kindlasti oma tasust ilma.“
280b010083	Kui Jeesus oli lõpetanud oma kaheteistkümne jüngri õpetamise, läks ta ümbruskonna linnadesse õpetama ja avalikult kõnelema.
280b02005d	Sel ajal kui Johannes oli vanglas, kuulis ta, mida Messias tegi, seega saatis ta oma jüngrid
280b03006e	enda nimel küsima: „Kas sina oled see, kelle tulekut pidime ootama, või peame veel kedagi teist otsima?“
280b040059	Jeesus vastas neile: „Minge tagasi ja rääkige Johannesele, mida te kuulete ja näete.
280b05008e	Pimedad näevad, jalutud kõnnivad, pidalitõbised saavad terveks, kurdid kuulevad, surnud äratatakse üles ja vaesed kuulevad head sõnumit.
280b060032	Õnnistatud on need, kes mind tagasi ei lükka!“
280b07009a	Kui nad lahkusid, hakkas Jeesus rahvale Johannesest rääkima. „Mida te lootsite näha, kui läksite välja kõrbesse? Tuule käes kõikuvat pilliroogu?
280b08006e	Mida te siis läksite vaatama? Uhketes rõivastes meest? Selliste rõivastega inimesed elavad kuningapaleedes.
280b090060	Mida te siis läksite vaatama? Prohvetit? Jah, ja ma ütlen teile, ta on palju enam kui prohvet!
280b0a0070	Tema on see, kellest pühakirjas on kirjutatud: „Ma saadan oma käskjala sinu eel. Ta valmistab sulle teed.“
280b0b0087	Ma ütlen teile tõtt, et inimeste hulgas ei ole suuremat kui Ristija Johannes, aga isegi kõige tühisem taevariigis on temast suurem.
280b0c0098	Ristija Johannese ajast kuni praeguseni on taevariik jätkuvalt rünnakute all ning vägivaldsed inimesed üritavad seda jõuga enda valdusesse haarata.
280b0d0050	Sest kõik prohvetid ja seadus kõnelesid Jumala kasuks kuni Johannese tulekuni.
280b0e0043	Kui olete valmis seda uskuma: tema on Eelija, see, kes pidi tulema.
280b0f001f	Kellel kõrvad on, see kuulaku!
280b10006c	Millega peaksin seda põlvkonda võrdlema? See on nagu turuplatsil istuvad lapsed, kes karjuvad üksteisele:
280b110059	„Me mängisime teile flööti ja te ei tantsinud; me laulsime laule ja te ei nutnud.“
280b120068	Johannes ei tulnud sööma ja jooma, seepärast inimesed ütlevad: „Ta on kurjast vaimust vaevatud!“
280b1300d5	Inimese Poeg aga tuli, sõi ja jõi ning inimesed ütlevad: „Vaadake, ta on ahne ja joob liiga palju; ta on maksukogujate ja patuste sõber!“ Kuid arukus näitab, et tal on õigus, sellega, mida ta teeb …“
280b140078	Siis hakkas ta noomima linnu, kus ta oli teinud kõige rohkem imetegusid, sellepärast et nad ei olnud meelt parandanud.
280b1500b9	„Häbi sulle, Korasin! Häbi sulle, Betsaida! Kui Tüüroses ja Siidonis oleksid toimunud need imeteod, mis toimusid teie juures, oleksid nad juba ammu kotiriides ja tuhas kahetsenud.
280b160054	Aga ma ütlen teile, et kohtupäeval on Tüürose ja Siidoni olukord parem kui teil!
280b1700c9	Ja kuidas on sinuga, Kapernaum? Kas sind ülendatakse taevasse? Ei, sa lähed alla manalasse! Kui Soodomas oleksid tehtud need imeteod, mis toimusid sinu juures, oleks Soodom veel tänapäevalgi alles.
280b18004b	Aga ma ütlen teile, et kohtupäeval on Soodoma olukord parem kui sinul!“
280b1900b6	Siis Jeesus palvetas: „Ma kiidan sind, Isa, taeva ja maa Issand, et sa oled neid asju varjanud tarkade ja haritute eest. Selle asemel oled sa need ilmutanud tavalistele inimestele.
280b1a0024	Jah, Isa, sa tegid seda hea meelega!
280b1b00c2	Isa on kõik usaldanud minu kätte ja tegelikult ei mõista keegi Poega, välja arvatud Isa, ja keegi ei mõista tegelikult Isa, välja arvatud Poeg ja need, kellele Poeg otsustab teda ilmutada.
280b1c0058	Tulge minu juurde kõik, kes te praegu heitlete ja olete koormatud. Ma annan teile rahu.
280b1d007d	Võtke vastu minu ike ja õppige minult, sest mina olen lahke ja alandliku südamega ning te leiate minust rahu, mida vajate.
280b1e0039	Sest minu ike on vaevu tuntav ja minu koorem on kerge.“
280c01009f	Umbes sel ajal kõndis Jeesus hingamispäeval läbi viljapõldude. Tema jüngritel oli kõht tühi, seepärast hakkasid nad viljapäid korjama ja teri sööma.
280c02008b	Kui variserid seda nägid, ütlesid nad Jeesusele: „Vaata oma jüngreid − nad teevad seda, mida ei ole hingamispäeval lubatud teha!“
280c03006d	Aga Jeesus ütles neile: „Kas te ei ole lugenud, mida tegi Taavet, kui temal ja ta meestel oli kõht tühi?
280c040076	Ta läks Jumala kotta ning tema ja ta mehed sõid püha leiba, mida ei olnud lubatud kellelgi peale preestrite süüa.
280c050080	Kas te ei ole seadusest lugenud, et hingamispäeval rikkusid preestrid templis hingamispäeva, kuid neid ei peetud süüdlaseks?
280c060044	Aga mina ütlen teile, et siin on keegi, kes on tähtsam kui tempel!
280c07008d	Kui te teaksite, mida tähendab Pühakirjas see lõik: „Ma tahan halastust ja mitte ohvrit“, ei oleks te süütut inimest hukkamõistnud.
280c08002e	Sest inimese Poeg on hingamispäeva Issand.“
280c09002d	Siis Jeesus lahkus ja läks nende sünagoogi.
280c0a0091	Seal oli üks halvatud käega mees. „Kas seadus lubab hingamispäeval terveks teha?“ küsisid nad temalt, otsides põhjust teda süüdistada.
280c0b009e	„Oletame, et sul on lammas ja see kukub hingamispäeval maa sees olevasse auku. Kas sa ei haara temast kinni ega tõmba teda välja?“ küsis Jeesus neilt.
280c0c0074	„Kas te ei arva, et inimene on palju enam väärt kui lammas? Nii et jah, hingamispäeval on lubatud head teha.“
280c0d0086	Siis ütles ta mehele: „Siruta oma käsi välja!“ Mees sirutas käe välja ja see oli terveks saanud, sama terve nagu teine käsi.
280c0e0049	Kuid variserid läksid välja ja sepitsesid plaani, kuidas Jeesust tappa.
