0100000009	1 Mosebok
010a120048	Arwadi, Semari och Hamathi. Af dem äro utspridde de Cananeers slägter.
010a13008b	Och deras gränsor woro ifrå Zidon genom Gerar, allt intil Gaza, til dess man kommer intil Sodoma, Gomorra, Adama, Zeboim, och intil Lasa.
010a140049	Desse äro nu Hams barn i deras slägter, tungomålom, landom och folkom.
010a15005f	Men Sem, Japhets broder, den äldste, födde ock barn, hwilken en fader är til all Ebers barn.
010a160040	Och desse äro hans barn: Elam, Assur, Arphachsad, Lud och Aram.
010a17002f	Arams barn äro desse: Uz, Hul, Gether och Mas.
010a18002b	Arphachsad födde Salah, Salah födde Eber.
010a19006c	Eber födde twå söner, en het Peleg, derföre, at i hans tid wardt werlden delad; hans broder het Jaketan.
010a1a0037	Och Jaketan födde Almodad, Saleph, Hazarmaveth, Jarah,
010a1b0016	Hadoram, Usal, Dikela,
010a1c0014	Obal, Abimael, Seba,
010a1d0039	Ophir, Hawila och Jobab. Alle desse äro Jaketans söner.
010a1e0052	Och deras boning war ifrå Mesa, intil man kommer til Sephar på berget öster ut.
010a1f0049	Dessa äro Sems barn, uti deras slägter, tungomålom, landom och folkom.
010a200079	Detta är nu Noahs barns afföda, uti deras slägter och folkom. Af hwilkom utspridt är folket på jordene efter floden.
010b01002d	Och all werlden hade enahanda tungo och mål.
010b02004b	Då de nu drogo öster ut, funno de en plan uti Sinear Land, och bodde der.
010b03006f	Och sade til hwarannan: Kommer, låter oss slå tegel och bränna. Och togo tegel för sten, och ler för kalk.
010b0400b7	Och sade: Kommer, låter oss bygga en stad och et torn, hwilkets högd skall räcka up i himmelen, at wi måge göra oss et namn, förty wi warde til äfwentyrs spridde ut i all land.
010b050057	Då steg HERren neder, at han skulle se staden och tornet, som menniskones barn byggde.
010b0600b6	Och HERren sade: Si, det är enahanda folk, och enahanda mål ibland dem alla, och hafwa detta begynt at göra, de warda icke aflåtande af allt det de hafwa sig företagit at göra.
010b07006f	Kommer, låter oss stiga neder och förbistra der deras tungomål, så at ingen skall förstå den andras mål.
010b080053	Och så skingrade HERren dem dädan i all land, så at de återwände bygga staden.
010b090082	Derföre kallades hans namn Babel, ty at HERren der förbistrade all lands tungomål, och HERren spridde dem dädan ut i all land.
010b0a005f	Detta är Sems slägt: Sem war hundrade år gammal, och födde Arphachsad, tu år efter floden.
010b0b0045	Och lefde derefter i femhundrade år, och födde söner och döttrar.
010b0c003b	Arphachsad war fem och tretio år gammal, och födde Salah.
010b0d004c	Och lefde derefter fyrahundrade och tre år, och födde söner och döttrar.
010b0e002d	Salah war tretio år gammal, och födde Eber.
010b0f004c	Och lefde derefter fyrahundrade och tre år, och födde söner och döttrar.
010b100036	Eber war tretio och fyra år gammal, och födde Peleg.
010b11004f	Och lefde derefter fyrahundrade och tretio år, och födde söner och döttrar.
010b12002d	Peleg war tretio år gammal, och födde Regu.
010b13004c	Och lefde derefter i tuhundrade och nio år, och födde söner och döttrar.
010b140034	Regu war tu och tretio år gammal, och födde Serug.
010b15004a	Och lefde derefter tuhundrade och sju år, och födde söner och döttrar.
010b16002e	Serug war tretio år gammal, och födde Nahor.
010b170042	Och lefde derefter tuhundrade år, och födde söner och döttrar.
010b180036	Nahor war nio och tjugu år gammal, och födde Tharah.
010b19004b	Och lefde derefter hundrade och nitton år, och födde söner och döttrar.
010b1a004e	Och lefde derefter hundrade och nitton år, och födde Abram, Nahor och Haran.
010b1b0054	Desse äro Tharahs slägter: Tharah födde Abram, Nahor och Haran. Haran födde Lot.
010b1c004f	Och dödde Haran när sinom fader Tharah, uti hans faders land i Ur i Chaldeen.
010b1d008c	Då togo Abram och Nahor sig hustrur: Abrams hustru het Sarai, och Nahors hustru Milca Harans dotter, den fader war åt Milca och åt Jisca.
010b1e002c	Men Sarai war ofruktsam, och hade inga barn.
010b1f00e4	Så tog Tharah sin son Abram, och Lot sins sons Harans son, och sina sonahustru Sarai sins sons Abrams hustru, och förde dem ifrån Ur utu Chaldeen, på det de skulle fara i Canaans land; och de kommo till Haran, och bodde der.
010b200046	Och Tharah wardt tuhundrade och fem år gammal, och blef död i Haran.
010c010091	Och HERren talade til Abram: Gack utu ditt fädernes land, och ifrå dine slägt, och ifrå dins faders huse, uti et land, som jag dig wisa will.
010c020083	Och jag skall göra dig til et stort folk, jag skall wälsigna dig, och göra dig et stort namn, och du skalt wara en wälsignelse.
010c03008c	Jag skall wälsigna dem som dig wälsigna, och förbanna dem som dig förbanna: Och i dig skola wälsignade warda alla slägter på jordene.
010c040088	Då for Abram ut, såsom HERren honom sagt hade, och Lot for med honom. Men Abram war sjutio och fem år gammal, då han for utaf Haran.
010c0500be	Så tog Abram sina hustru Sarai och Lot sin broderson, med alla deras håfwor, som de förwärfwat hade, och de själar, som de födt hade i Haran, och foro ut til at resa in i Canaans land.
010c06009c	Och som de komne woro in i landet, drog han derigenom allt intil det rummet Sichem, och intil den lunden More. På den tiden bodde de Cananeer der i landet.
010c070090	Då syntes HERren Abram och sade: Dine säd skall jag gifwa detta land. Och han byggde dersammastädes et altare HERranom, som honom synts hade.
010c0800e4	Sedan drog han bätter fram dädan til et berg, som låg öster ut ifrå BethEl, och slog der sitt tjäll up, så at han hade BethEl wäster ut, och Ay öster ut, och byggde der HERranom et altare, och predikade om HERrans namn.
010c090036	Och for Abram dädan fram bätter, och drog söder ut.
010c0a009b	Då wardt en hård tid der i landet, derföre drog Abram neder uti Egypten, at han der en främling blifwa måtte, förty tiden war ganska hård i landena.
010c0b0083	Och då han kom hardt in emot Egypten, talade han til sina hustru Sarai: Si, jag wet, at du äst en dägelig qwinna under ansiktet.
010c0c006a	Då nu de Egyptier få se dig, skola de säga: Det är hans hustru, och slå mig ihjäl, och behålla dig.
010c0d0084	Kära, säg fördenskull, at du äst min syster, at mig måtte ske godt för dina skull, och at min själ må lefwa för dina skull.
010c0e0053	Som han nu kom uti Egypten, sågo de Egyptier qwinnona, at hon war ganska dägelig.
010c0f0069	Och Pharaos öfwerstar sågo henne, och prisade henne för honom. Då wardt hon tagen in uti Pharaos hus.
010c10007b	Och Abram wederfors godt för hennes skull. Och han hade får, fä, åsnar, tjenare och tjenarinnor, åsninnor och cameler.
010c11005c	Men HERren plågade Pharao med stora plågor, och hans hus, för Sarai Abrams hustrus skull.
010c120083	Då kallade Pharao Abram til sig, och sade til honom: Hwi hafwer du sådant gjort mig? Hwi sade du mig icke, at hon war din hustru?
010c13008c	Hwi sade du, at det war din syster? Fördenskull wille jag taga henne til hustru. Och si, nu hafwer du här dina hustru, tag henne och gack.
010c140066	Och han befallte sina män om honom, at de skulle fordra honom och hans hustru, och allt det han hade.
010d01006f	Så for då Abram up utur Egypten med sine hustru, och med allt det han hade, och Lot ock med honom, söder ut.
010d020036	Och Abram war ganska rik på boskap, silfwer och guld.
010d03008a	Och han for bätter fram ifrå sönnan allt intil BethEl, til det rummet, der han sitt tjäll tilförene haft hade, emellan BethEl och Ay.
010d04005f	Rätt på samma rum, der han tilförene hade byggt altaret. Och der predikade han HERrans namn.
010d050042	Men Lot, som med Abram for, hade också får, och fä, och tjäll.
010d060078	Och landet kunde icke fördragat, at de bodde tilhopa, förty deras håfwor woro stora, och kunde icke bo med hwarannan.
010d0700a8	Och war ju alltid träta emellan herdarna öfwer Abrams boskap och herdarna öfwer Lots boskap. Och bodde desslikes i den tiden de Cananeer och Phereseer der i landena.
010d080080	Då sade Abram til Lot: Käre, låtom icke wara träta emellan mig och dig, och emellan mina och dina herdar ty wi äre bröder.
010d0900b5	Står icke allt landet dig öpet? Käre, skilj dig ifrå mig. Wilt du til wänstra handena, så will jag til den högra; eller wilt du til den högra, så will jag til den wänstra.
010d0a00e1	Då hof Lot sin ögon up, och besåg den hela ängden wid Jordan. Förty, förra än HERren förderfwade Sodom och Gomorra, war hon watturik, allt intil man kommer till Zoar, såsom en HERrans lustgård, lika som Egypti land.
010d0b0075	Så utwalde sig Lot den hela ängden wid Jordan, och drog öster ut. Och så skildes den ene brodren ifrå den andra;
010d0c0066	At Abram bodde i Canaans land, och Lot i samma ängdens städer, och slog sitt tjäll up in mot Sodom.
010d0d0041	Men det folk i Sodom war ondt, och syndade swårliga emot HERran.
010d0e00a8	Då nu Lot hade skilt sig ifrån Abram, sade HERren (til Abram): Häf up din ögon, och se ifrå det rummet, der du nu bor, norr ut, söder ut, öster ut och wester ut.
010d0f0054	Förty allt detta landet, som du ser, will jag gifwa dig och dine säd til ewig tid.
010d100082	Och will göra dina säd såsom stoftet på jordene. Kan en menniska räkna stoftet på jordene, så må hon ock räkna dina säd.
010d110053	Derföre up, och drag genom landet, och ändalängs: Förty dig will jag gifwa det.
010d12008a	Så tog Abram sitt tjäll up, och kom och bodde wid den lunden Mamre, hwilken i Hebron är, och byggde dersammastädes HERranom et altare.
010e010096	Och det begaf sig i Amraphels tid Konungens af Sinear, Ariochs Konungens i Ellasar, Kedor Laomers Konungens i Elam, och Thideals Hedningarnas Konungs,
010e0200c1	At de örligade med Bera Konungenom i Sodom, och med Birsa Konungenom i Gomorra, och med Sineab Konungenom i Adama, och med Semeber Konungenom i Zeboim, och med Konungenom i Bela, det är Zoar.
010e030048	Desse kommo alle tilsammans i den dalenom Siddim, der nu är salthafwet.
010e04006e	Förty de hade warit i tolf år under Konung Kedor Laomer, och uti de trettonde årena woro de honom affallne.
010e0500bb	Derföre kom Kedor Laomer och de Konungar, som med honom woro, uti de fjortonde årena, och slogo de Resar i Astaroth Karnaim, och de Susim i Ham, och de Emim på den planenom Kiriathaim.
010e060057	Och de Horeer på deras berg Seir, intil den planen Pharan, som skjuter in på öknena.
010e070097	Sedan wände de om, och kommo til den brunnen Mispat, det är Kades, och slogo hela de Amalekiters land, dertil de Amoreer, som i Hazezon Thamar bodde.
010e0800b1	Så drogo ut Konungen i Sodom, Konungen i Gomorra, Konungen i Adama, Konungen i Zeboim, och Konungen af Bela, det Zoar heter, och rustade sig til at strida i den dalenom Siddim;
010e0900a9	Med Kedor Laomer Konungen i Elam, och med Thideal Hedningarnas Konung, och med Amraphel Konungenom i Sinear, och med Arioch Konungenom i Ellasar: Fyra Konungar emot fem.
010e0a00a8	Och den dalen Siddim hade många lergropar. Men Konungen i Sodom och Gomorra wordo der slagne på flyktena och nederlagde, och de som öfwerblefwo flydde up på berget.
010e0b0058	Så togo de alla ägodelar i Sodom och Gomorra, och alla fetalia, och drogo sina färde.
010e0c006f	Och togo desslikes med sig Lot Abrams broders son och hans ägodelar, ty han bodde i Sodom, och drogo sin wäg.
010e0d00c4	Då kom en, som undsluppen war, och sade det för Abram, den en utländing war, och bodde i den lundenom Mamre, dens Amoreens, hwilken Escols och Aners broder war: Desse woro i förbund med Abram.
010e0e0096	Som nu Abram hörde, at hans broder war fången, wäpnade han sina egna hemfödda tjenare, trehundrade och aderton, och drog efter dem allt intil Dan;
010e0f00a4	Delade sig, och föll til dem med sina tjenare om nattena, och slog dem, och fullföljde dem allt intil Hoba, som ligger på wänstra handen wid den staden Damasco,
010e100065	Och tog alla ägodelar igen, och dertil Lot sin broder och hans ägodelar, och qwinnorna, och folket.
010e110097	Då han nu igen kom, och hade afslagit Kedor Laomer och de Konungar med honom, gick Konungen i Sodom emot honom på den planenom, som het Konungsdalen.
010e120060	Men Melchisedech, Konung i Salem, bar fram bröd och win: Och han war den högstes Guds Prester.
010e13006a	Och wälsignade honom, och sade: Wälsignad ware du Abram dem högsta Gudi, den himmel och jord tilhörer.
010e140077	Och lofwad ware Gud den högste, som dina fiender beslutit hafwer i dina hand. Och honom gaf Abram tionde af allo byte.
010e150057	Då sade Konungen af Sodom til Abram: Gif mig folket, och ägodelarne behålt för dig.
010e16007c	Men Abram sade til Konungen af Sodom: Jag upphäfwer mina händer til HERran den högsta Gud, som himmel och jord tilhörer;
010e170075	At jag af allo det ditt är icke en tråd eller en skorem taga will, at du icke skalt säga: Jag hafwer riktat Abram.
010e18007e	Undantagno det de unge karlar förtärt hafwa, och de män, som med mig drogo, Aner, Escol och Mamre, dem låt taga deras del.
010f0100a1	Sedan detta så skedt war, begaf sig, at HERrans ord i en syn kom til Abram, sägandes: Frukta dig intet, Abram, jag är ditt beskärm och din ganska stora lön.
010f020073	Men Abram sade ytterligare: Men mig hafwer du ingen säd gifwit. Och si, mins tjenares son skall wara min arfwinge.
010f040095	Och si, HERrans ord kom til honom, sägandes: Han skall icke wara din arfwinge, utan den, som utaf ditt lif komma skall, han skall wara din arfwinge.
010f05008e	Och han hade honom ut, och sade: Se up til himmelen, och räkna stjernorna, om du kan räkna dem. Och sade til honom: Så skall din säd wara.
