0100000006	Genesi
01090a00e2	e con ogni animal vivente ch'[è] con voi, così degli uccelli, come degli animali domestici, e di tutte le fiere della terra, con voi; così con quelle che sono uscite fuor dell'Arca, come con ogni [altra] bestia della terra.
01090b0097	Io fermo il mio patto con voi, che ogni carne non sarà più distrutta per le acque del diluvio, e che non vi sarà più diluvio, per guastar la terra.
01090c00a5	Oltre a ciò, Iddio disse: Questo [sarà] il segno del patto che io fo fra me e voi e tutti gli animali viventi, che [son] con voi, in perpetuo per ogni generazione.
01090d005a	Io ho messo il mio Arco nella nuvola; ed esso sarà per segno del patto fra me e la terra.
01090e005b	Ed avverrà che, quando io avrò coperta la terra di nuvole, l'Arco apparirà nella nuvola.
01090f00a5	Ed io mi ricorderò del mio patto, ch'[è] fra me e voi, ed ogni animal vivente, di qualunque carne; e le acque non faranno più diluvio, per distruggere ogni carne.
01091000a6	L'Arco adunque sarà nella nuvola, ed io lo riguarderò, per ricordarmi del patto perpetuo, fra Dio ed ogni animal vivente, di qualunque carne ch'[è] sopra la terra.
0109110078	Così Iddio disse a Noè: Questo [è] il segno del patto, che io ho fermato fra me ed ogni carne ch'[è] sopra la terra.
010912004d	OR i figliuoli di Noè, che uscirono fuor dell'Arca, furono Sem, Cam e Iafet.
010913007e	E Cam fu padre di Canaan. Questi tre [furono] figliuoli di Noè; e da essi, sparsi per tutta la terra, ella è stata popolata.
0109140045	E Noè cominciò [ad esser] lavorator della terra e piantò la vigna.
010915004c	E bevve del vino, e s'inebbriò, e si scoperse in mezzo del suo tabernacolo.
0109160063	E Cam, padre di Canaan, vide le vergogne di suo padre, e [lo] rapportò fuori a' suoi due fratelli.
01091700e2	Ma Sem e Iafet presero un mantello, e se lo misero amendue in su le spalle; e, camminando a ritroso, copersero le vergogne del padre loro; e le faccie loro [erano volte] indietro, tal che non videro le vergogne del padre loro.
0109180062	E, quando Noè si fu svegliato dal suo vino, seppe ciò che gli avea fatto il suo figliuol minore.
0109190047	E disse: Maledetto [sia] Canaan; sia servo de' servi de' suoi fratelli.
01091a004a	Ma disse: Benedetto [sia] il Signore Iddio di Sem, e sia Canaan lor servo.
01091b0053	Iddio allarghi Iafet, ed abiti egli ne' tabernacoli di Sem; e sia Canaan lor servo.
01091c0031	E Noè visse dopo il diluvio trecencinquant'anni.
01091d0043	E tutto il tempo che Noè visse fu novecencinquent'anni; poi morì.
010a010076	OR queste [sono] le generazioni dei figliuoli di Noè: Sem, Cam e Iafet; e ad essi nacquero figliuoli dopo il diluvio.
010a02005a	I figliuoli di Iafet [furono] Gomer, e Magog, e Madai, e Iavan, e Tubal, e Mesec, e Tiras.
010a03003d	E i figliuoli di Gomer [furono] Aschenaz, e Rifat, e Togarma.
010a040042	E i figliuoli di Iavan [furono] Elisa e Tarsis, Chittim e Dodanim.
010a05009a	Da costoro, per le lor famiglie, nelle lor nazioni, è venuto lo spartimento dell'Isole delle genti, nei loro paesi, secondo la lingua di ciascun di essi.
010a06003c	E i figliuoli di Cam [furono] Cus, Misraim, e Put, e Canaan.
010a070078	E i figliuoli di Cus [furono] Seba, ed Havila, e Sabta, e Rama, e Sabteca; ed i figliuoli di Rama [furono] Seba e Dedan.
010a080043	E Cus generò Nimrod. Esso cominciò ad esser possente sulla terra.
010a090082	Egli fu un potente cacciatore nel cospetto del Signore; perciò si dice: Come Nimrod, potente cacciatore nel cospetto del Signore.
010a0a005b	E il principio del suo regno fu Babilonia, ed Erec, ed Accad, e Calne, nel paese di Sinear.
010a0b004e	Di quel paese uscì Assur, ed edificò Ninive, e la città di Rehobot, a Cala;
010a0c002c	e, fra Ninive e Cala, Resen, la gran città.
010a0d003a	E Misraim generò Ludim, ed Anamim, e Lehabim, e Naftuhim,
010a0e0041	e Patrusim, e Casluhim (onde sono usciti i Filistei), e Caftorim.
010a0f002f	E Canaan generò Sidon suo primogenito, ed Het;
010a10002a	e il Gebuseo, e l'Amorreo, e il Ghirgaseo;
010a110023	e l'Hivveo, e l'Archeo, e il Sineo;
010a120052	e l'Arvadeo, e il Semareo, e l'Hamateo. E poi le famiglie de' Cananei si sparsero.
010a130091	Ed i confini de' Cananei furono da Sidon, traendo verso Gherar, fino a Gaza; [e] traendo verso Sodoma, e Gomorra, ed Adma, e Seboim, fino a Lesa.
010a14005c	Questi [sono] i figliuoli di Cam, secondo le lor famiglie e lingue, ne' lor paesi e nazioni.
010a150063	A Sem ancora, padre di tutti i figliuoli di Eber, e fratel maggiore di Iafet, nacquero [figliuoli].
010a160048	I figliuoli di Sem [furono] Elam, ed Assur, ed Arfacsad, e Lud, ed Aram.
010a170036	E i figliuoli di Aram [furono] Us, Hul, Gheter, e Mas.
010a18002e	Ed Arfacsad generò Sela, e Sela generò Eber.
010a19009c	E ad Eber nacquero due figliuoli, il nome dell'uno [fu] Peleg, perciocchè al suo tempo la terra fu divisa; e il nome dell'[altro] suo fratello [fu] Ioctan.
010a1a0038	E Ioctan generò Almodad, e Selef, ed Asarmavet, e Iera;
010a1b001d	e Hadoram, ed Huzal, e Dicla;
010a1c001c	ed Obal, ed Abimael, e Seba;
010a1d0048	ed Ofir, ed Havila, e Iobab. Tutti costoro [furono] figliuoli di Ioctan.
010a1e0052	E le loro abitazioni furono da Mesa, traendo verso Sefar, fino al monte Orientale.
010a1f006b	Costoro [furono] i figliuoli di Sem, secondo le lor famiglie [e] lingue, ne' lor paesi, per le lor nazioni.
010a2000a9	Queste [son] le famiglie de' figliuoli di Noè secondo le loro generazioni, nelle lor nazioni; e da costoro sono [discese] le genti divise per la terra, dopo il diluvio.
010b010037	OR tutta la terra era d'una favella e di un linguaggio.
010b020071	Ed avvenne che, partendosi gli uomini di Oriente, trovarono una pianura nel paese di Sinear, e quivi si posarono.
010b03009d	E dissero l'uno all'altro: Or su, facciamo de' mattoni, e cociamoli col fuoco. I mattoni adunque furono loro in vece di pietre, e il bitume in vece di malta.
010b0400bf	Poi dissero: Or su, edifichiamoci una città, ed una torre, la cui sommità [giunga] fino al cielo, ed acquistiamoci fama; che talora noi non siamo dispersi sopra la faccia di tutta la terra.
010b05005e	E il Signore discese, per veder la città e la torre che i figliuoli degli uomini edificavano.
010b0600d2	E il Signore disse: Ecco un medesimo popolo, ed [essi] tutti hanno un medesimo linguaggio, e questo [è] il cominciamento del lor lavoro, ed ora tutto ciò che hanno disegnato di fare, non sarà loro divietato.
010b070066	Or su, scendiamo e confondiamo ivi la lor favella; acciocchè l'uno non intenda la favella dell'altro.
010b08006b	E il Signore li disperse di là sopra la faccia di tutta la terra; ed essi cessarono di edificar la città.
010b0900a2	Perciò essa fu nominata Babilonia; perciocchè il Signore confuse quivi la favella di tutta la terra, e disperse coloro di là sopra la faccia di tutta la terra.
010b0a0072	QUESTE [sono] le generazioni di Sem: Sem, essendo d'età di cent'anni, generò Arfacsad, due anni dopo il diluvio.
010b0b005e	E Sem, dopo ch'ebbe generato Arfacsad, visse cinquecent'anni, e generò figliuoli e figliuole.
010b0c003c	Ed Arfacsad, essendo vivuto trentacinque anni, generò Sela.
010b0d006a	Ed Arfacsad, dopo ch'egli ebbe generato Sela, visse quattrocentotre anni, e generò figliuoli e figliuole.
010b0e0030	E Sela, essendo vivuto trent'anni, generò Eber.
010b0f0060	E Sela, dopo ch'ebbe generato Eber, visse quattrocentotre anni, e generò figliuoli e figliuole.
010b100039	Ed Eber, essendo vivuto trentaquattr'anni, generò Peleg.
010b110062	Ed Eber, dopo ch'ebbe generato Peleg, visse quattrocentrent'anni, e generò figliuoli e figliuole.
010b120030	E Peleg, essendo vivuto trent'anni, generò Reu.
010b13005a	E Peleg, dopo ch'ebbe generato Reu, visse dugennove anni, e generò figliuoli e figliuole.
010b140034	E Reu, essendo vivuto trentadue anni, generò Serug.
010b15005c	E Reu, dopo che ebbe generato Serug, visse dugensette anni, e generò figliuoli e figliuole.
010b160032	E Serug, essendo vivuto trent'anni, generò Nahor.
010b17005a	E Serug, dopo che ebbe generato Nahor, visse dugent'anni, e generò figliuoli e figliuole.
010b180035	E Nahor, essendo vivuto ventinove anni, generò Tare.
010b19005f	E Nahor, dopo ch'ebbe generato Tare, visse cendiciannove anni, e generò figliuoli e figliuole.
010b1a0044	E Tare, essendo vivuto settant'anni, generò Abramo, Nahor, e Haran.
010b1b0060	E queste [sono] le generazioni di Tare: Tare generò Abramo, Nahor e Haran; e Haran generò Lot.
010b1c0054	Or Haran morì in presenza di Tare suo padre, nel suo natio paese, in Ur de' Caldei.
010b1d00b9	Ed Abramo e Nahor si presero delle mogli; il nome della moglie di Abramo [era] Sarai; e il nome della moglie di Nahor, Milca, [la quale era] figliuola di Haran, padre di Milca e d'Isca.
010b1e002d	Or Sarai era sterile, [e] non avea figliuoli.
010b1f0105	E Tare prese Abramo suo figliuolo, e Lot figliuol del suo figliuolo, [cioè] di Haran, e Sarai sua nuora, moglie di Abramo suo figliuolo; ed essi uscirono con loro fuori d'Ur de' Caldei, per andar nel paese di Canaan; e, giunti fino in Charan, dimorarono quivi.
010b200049	E il tempo della vita di Tare fu dugentocinque anni; poi morì in Charan.
010c01008e	OR il Signore avea detto ad Abramo: Vattene fuor del tuo paese, e del tuo parentado, e della casa di tuo padre, nel paese che io ti mostrerò.
010c02006c	Ed io ti farò divenire una gran gente, e ti benedirò, e magnificherò il tuo nome; e tu sarai benedizione.
010c030089	Ed io benedirò coloro che ti benediranno, e maledirò coloro che ti malediranno; e tutte le nazioni della terra saranno benedette in te.
010c040092	Ed Abramo se ne andò, come il Signore gli avea detto; e Lot andò con lui. Or Abramo [era] d'età di settantacinque anni quando partì di Charan.
010c0500fe	Abramo adunque prese Sarai sua moglie, e Lot figliuol del suo fratello, e tutte le lor facoltà che aveano acquistate, e parimente le persone che aveano acquistate in Charan; e si partirono, per andar nel paese di Canaan. E pervennero al paese di Canaan.
010c060080	Ed Abramo passò per lo paese, fino al luogo di Sichem, fino alla pianura di More. Ed in quel tempo i Cananei [erano] nel paese.
010c07009b	E il Signore apparve ad Abramo, e [gli] disse: Io darò questo paese alla tua progenie. Ed Abramo edificò quivi un altare al Signore che gli era apparito.
010c0800e5	Poi egli si tramutò di là verso il monte, dalla parte orientale di Betel; e tese i suoi padiglioni, avendo dal lato occidentale Betel, e dall'orientale Ai; ed edificò quivi un altare al Signore, ed invocò il Nome del Signore.
010c09003d	Poi Abramo si partì, camminando e traendo verso il Mezzodì.
010c0a0077	OR sopravvenne una fame nel paese; ed Abramo scese in Egitto, per dimorarvi, perciocchè la fame [era] grave nel paese.
010c0b007a	E, come egli fu presso ad entrare in Egitto, disse a Sarai sua moglie: Ecco, ora io so che tu [sei] donna di bell'aspetto.
010c0c0087	Laonde avverrà che, quando gli Egizj ti vedranno, diranno: Costei [è] moglie di costui; e mi uccideranno, e a te scamperanno la vita.
010c0d0081	Deh! di' [che] tu [sei] mia sorella; acciocchè per cagion di te mi sia fatto del bene, e per amor tuo la vita mi sia conservata.
010c0e0078	Avvenne adunque che, come Abramo fu venuto in Egitto, gli Egizj riguardarono quella donna, perchè ella era molto bella.
010c0f0078	Ed i principi di Faraone, vedutala, la commendarono a Faraone; onde quella donna fu presa [e menata] in casa di Faraone.
010c100082	Ed egli fece del bene ad Abramo, per amor di lei; ed egli n'ebbe pecore, e buoi, ed asini, e servi, e serve, ed asine, e cammelli.
010c110063	Ma il Signore percosse Faraone e la sua casa di gran piaghe, per cagion di Sarai, moglie di Abramo.
010c12008b	E Faraone chiamò Abramo, e gli disse: Che cosa [è] questo che tu mi hai fatto? perchè non mi hai tu dichiarato ch'ella [era] tua moglie?
010c13007f	Perchè dicesti: Ell'è mia sorella? onde io me l'avea presa per moglie; ora dunque, eccoti la tua moglie, prendila, e vattene.
010c14007c	E Faraone diede commissione di lui a [certi] uomini; ed essi accommiatarono lui e la sua moglie e tutto quello ch'[era] suo.
010d010079	Abramo adunque salì di Egitto, con la sua moglie, e con tutto ciò ch'[era] suo, e con Lot, [traendo] verso il Mezzodì.
010d020049	(Or Abramo [era] grandemente possente in bestiame, in argento ed in oro).
010d03008b	Ed egli, seguendo il suo viaggio, andò dal Mezzodì fino a Betel, fino al luogo dove prima erano stati i suoi padiglioni, fra Betel ed Ai,
010d040069	nel luogo ove era l'altare che egli aveva prima fatto quivi; ed Abramo invocò quivi il nome del Signore.
010d050048	OR Lot ancora, che andava con Abramo, avea pecore, e buoi, e padiglioni.
010d060086	E il paese non li poteva portare, abitando amendue insieme; perciocchè le lor facoltà erano grandi, e non potevano dimorare insieme.
010d070090	E nacque contesa fra i pastori del bestiame di Abramo, ed i pastori del bestiame di Lot. (Or i Cananei ed i Ferezei abitavano allora nel paese.)
010d080081	Ed Abramo disse a Lot: Deh! non siavi contesa fra me e te, nè fra i miei pastori ed i tuoi; conciossiachè noi [siamo] fratelli.
010d0900a3	Tutto il paese non [è] egli davanti a te? deh! separati d'appresso a me; se [tu vai] a sinistra, io andrò a destra; e se [tu vai] a destra, io andrò a sinistra.
010d0a00e3	E Lot, alzati gli occhi, riguardò tutta la pianura del Giordano, ch'era tutta adacquata; avanti che il Signore avesse distrutto Sodoma e Gomorra, [quella era] come il giardino del Signore, come il paese di Egitto, fino a Soar.
010d0b0087	E Lot elesse per sè tutta la pianura del Giordano; ed egli si partì, traendo verso l'Oriente; e così si separarono l'uno dall'altro.
010d0c0089	Abramo dimorò nel paese di Canaan, e Lot dimorò nelle terre della pianura, e andò tendendo i suoi padiglioni fin [che venne] a Sodoma.
010d0d0056	Ora gli uomini di Sodoma [erano] grandemente scellerati e peccatori contro al Signore.
010d0e00d8	E il Signore disse ad Abramo, dopo che Lot si fu separato d'appresso a lui: Alza ora gli occhi tuoi, e riguarda, dal luogo ove tu [sei], verso il Settentrione, verso il Mezzodì, verso l'Oriente, e verso l'Occidente.
010d0f0052	Perciocchè io darò a te ed alla tua progenie, in perpetuo, il paese che tu vedi.
010d10009d	E farò che la tua progenie sarà come la polvere della terra; che se alcuno può annoverar la polvere della terra, anche potrassi annoverar la tua progenie.
010d110052	Levati, va' attorno per lo paese, per largo e per lungo; perciocchè io tel darò.
010d12009a	Abramo adunque andò tendendo i suoi padiglioni; e, giunto alle pianure di Mamre, che [sono] in Hebron, dimorò quivi, e vi edificò un altare al Signore.
010e010078	OR avvenne al tempo di Amrafel re di Sinear, d'Arioc re di Ellasar, di Chedor-laomer re di Elam, e di Tideal re de' Goi,
010e0200bd	ch'essi fecero guerra contro a Bera re di Sodoma, e contro a Birsa re di Gomorra, [e contro a] Sineab re di Adma, e [contro] a Semeeber re di Seboim, e [contro al] re di Bela, [ch]'è Soar.
