1300000006	Psalmi
13160d0042	Žrelo svoje odpirajo zoper mene, kakor lev zgrabljiv in rujoveč.
13160e006d	Kakor voda se razlivam, in vse kosti moje se razklepajo; srce moje je podobno vosku, taja se v osrčji mojem.
13160f0064	Moja moč je suha kakor čepinja, in jezik moj se prijemlje neba mojega, in devaš me v smrtni prah.
1316100059	Ker obdali so me psi; hudobnikov krdela so me obsula; prebodli so moje roke in noge moje.
1316110040	Seštel bi lahko vse svoje kosti; oni gledajo, ozirajo se v mé.
1316120040	Oblačila moja delé med seboj, in za suknjo mojo mečejo kocko.
1316130045	Ti torej, Gospod, ne bivaj daleč, krepost moja, hiti na pomoč mojo.
1316140026	Otmi meča dušo mojo, psa edino mojo.
131615003d	Reši me žrela levovega, in rogov samorogov, uslišavši me.
1316160044	Ime tvoje bodem oznanjal bratom svojim; sredi zbora bodem te hvalil:
1316170062	Vi, ki se bojite Gospoda, hvalite ga; vse seme Jakobovo hvali ga; in boj se ga vse seme Izraelovo.
1316180086	Ker ne zameta in ne zaničuje siromaštva siromakovega, in pred njim ne skriva obličja svojega; temuč ko vpije do njega, usliši ga.
131619006f	O dobrotah tvojih bode hvala moja v zboru velikem; obljube svoje bodem opravljal v pričo njih, ki se ga bojé.
13161a0070	Jedli bodejo krotki in nasitili se; hvalili bodejo Gospoda, kateri ga iščejo; srce vaše bode živelo vekomaj.
13161b0067	Spomnijo se in povrnejo se h Gospodu vse meje zemlje, in priklonijo se pred teboj vse družine narodov.
13161c003e	Ker Gospodovo je kraljestvo samo, in gospostvo ima nad narodi.
13161d0095	Jedli bodo in priklanjali se vsi zemlje bogatini; pred njim bodejo padali, katerikoli pojdejo dol v prah; kateri ni ohranil duše svoje v življenji.
13161e0041	Teh seme bode ga čestilo, prištevalo se bode Gospodu vsak čas.
13161f0052	Prihajali bodo in oznanjali pravico njegovo ljudstvu, ki se rodi, da je pravičen.
1317010040	Psalm Davidov; Gospod je pastir moj; slabo se mi ne more goditi.
1317020042	Na pašnikih travnatih skrbi da ležim, poleg tihih vodâ me vodi.
131703004a	Pokojno dela dušo mojo, po pravice stezah me vodi, zavoljo svojega imena.
1317040079	Tudi ko bi hodil po dolini smrtne sence, ne bal bi se zlega, ker ti si z menoj; šiba tvoja in palica tvoja tolažiti me.
1317050074	Pred menoj napravljaš mizo, sovražnikom mojim nasproti; z mazilom maziliš glavo mojo, kupa moja je polna do vrha.
1317060087	Zgolj dobrota in milost bodeti me spremljale vse dnî življenja mojega; in pokojen bodem v hiši Gospodovi, dokler bodejo dolgi časi.
1318010059	Psalm Davidov; Gospodova je zemlja in česar je polna, vesoljni svet, prebivalci njegovi.
1318020039	Ker sam jo je ustanovil nad morja, in nad reke jo utrdil.
131803004e	Kdo naj gre gor na goro Gospodovo, in kdo naj stoji na mestu svetosti njegove?
1318040071	Kdor je nedolžnih rok in srca čistega; kateri ne dviga k ničemurnosti duše svoje, in ne priseza na goljufijo.
1318050042	Ta dobiva blagoslov od Gospoda, in pravico od Boga blaginje svoje.
131806004b	Ta je zarod čestilcev njegovih, ki iščejo obličje tvoje, zarod Jakobov.
131807004f	Dvignite, vrata, glave svoje in dvignite se, večne duri, da vnide slave kralj.
1318080057	Kdo je ta slave kralj? Gospod prekrepki in premogočni; Gospod vojskovalec premogočni,
1318090052	Dvignite, vrata, glave svoje, dvignite, pravim, večne duri, da vnide slave kralj.
13180a003f	Kdo je ta slave kralj? Gospod vojnih krdél, on je slave kralj.
1319010033	Pesem Davidova: K tebi, Gospod, dvigam dušo svojo.
1319020059	Bog moj, v té zaupam, naj se ne osramotim, sovražniki moji naj se ne radujejo nad mano.
1319030060	Tudi kdor čaka tebe, naj se ne osramoti; osramoté se naj, kateri izdajalsko ravnajo po krivem.
1319040032	Pota svoja mi kaži, Gospod; steze svoje úči me.
131905005e	Daj, da hodim po resnici tvoji, in úči me; ker ti si Bog blaginje moje, tebe čakam ves dan.
131906004a	Spomni se usmiljenja svojega, Gospod, in milosti svojih, da so od vekomaj.
131907007e	Grehov mladosti moje in pregreškov mojih ne spominjaj se; po milosti svoji spominjaj se me ti, zavoljo dobrote svoje, Gospod.
1319080039	Dober in pravičen je Gospod: zatorej uči grešnike pot;
131909003c	Dela, da hodijo krotki po pravici, in krotke uči pot svojo.
13190a005f	Vse steze Gospodove so milost in zvestoba njim, ki hranijo zavezo njegovo in pričanja njegova.
13190b0053	Zavoljo imena svojega, Gospod, bodeš torej prizanesel krivici moji, ker velika je.
13190c0054	Kakošen bode mož tisti, kateri se boji Gospoda, ki ga uči, katero pot naj izvoli?
13190d0050	Duša njegova bode prenočevala v dobrem, in seme njegovo bode dedovalo deželo.
13190e0063	Skrivnost Gospodova biva pri njih, ki se ga bojé, in zaveza njegova, da po izkušnji priča zanje.
13190f004b	Oči moje gledajo neprestano v Gospoda; ker on potegne iz mreže noge moje.
131910003f	Ozri se v mé, in milost mi stóri; ker samoten sem in ubožen.
131911003e	Stiske srca mojega se razširjajo; iz nadlog mojih potegni me.
1319120043	Poglej siromaštvo moje in težavo mojo; in odpusti vse grehe moje.
1319130052	Ozri se v sovražnike moje, ker močneji so; in s hudim sovraštvom me sovražijo.
1319140046	Reši dušo mojo in otmi me; naj se ne osramotim, ker pribegam k tebi.
1319150034	Poštenost naj me brani in pravica, ker tebe čakam.
131916002b	Reši, Bog, Izraela vseh zatiranj njegovih.
131a010072	Pesem Davidova. Za sodnika mi bodi, Gospod, ker jaz hodim v poštenosti svoji, in v Gospoda zaupam, da ne omahnem.
131a020046	Izkušaj me Gospod, in preišči me; preglej obisti moje in srce moje;
131a03004b	Ker milost tvoja je pred mojimi očmi, in neprestano hodim v resnici tvoji.
131a04003e	Ne sedevam z ničemurnimi ljudmi in z licemérci se ne shajam.
131a050037	Hudobnikov zbor sovražim, in s krivičnimi ne sedevam.
131a060040	V nedolžnosti umivam roke svoje, in oltar tvoj obhajam, Gospod,
131a070039	Prepevajoč hvalno pesem, in oznanjajoč vsa čuda tvoja.
131a080042	Gospod, prebivališče ljubim hiše tvoje, in mesto, šator slave.
131a09004e	Ne pridrúži grešnikom duše moje, in možem krvoželjnim mojega življenja.
131a0a0040	V njih rokah je pregreha, desnica njih je polna daril podkupnih.
131a0b003f	Jaz pa hodim v poštenosti svoji; reši me in milost mi stóri.
131a0c0040	Noga moja stoji na ravnem, v zborih bodem blagoslavljal Gospoda.
131b01007b	Pesem Davidova; Gospod je luč moja in blaginja moja, koga bi se bal? Gospod je življenja mojega moč, koga bi se plašil?
131b020086	Vojskujejo se proti meni hudobniki, da pojedó moje meso, sovražniki moji in neprijatelji moji proti meni; oni se zgruzajo in padajo.
131b03007a	Ko bi šatorišče stavili proti meni, ne bi se balo srce moje; ko bi se spela vojska zoper mene, bil bi brez skrbi za to.
131b0400a7	Eno sem prosil Gospoda, tega samo želim: da naj sedevam v hiši Gospodovi vse dnî življenja svojega, da gledam lepoto Gospodovo in preiskujem v svetišči njegovem.
131b05006e	Ker skriva me v koči svoji ob času nadloge; skriva me v skrivnem kraji šatora svojega, dviguje me na skalo.
131b060096	Že se spenja glava moja nad sovražnike moje, stoječe okrog mene; da darujem v šatoru njegovem daritve z veselim hrupom, pojem in prepevam Gospodu.
131b07004f	Sliši me, Gospod, ko kličem z glasom svojim: in milost mi storí, usliši me.
131b08005d	Tvojo besedo: "Iščite obličje moje," premišlja srce moje; obličje tvoje iščem, Gospod.
131b090086	Ne skrivaj mi obličja svojega, ne obračaj se v jezi od svojega hlapca; pomoč moja si bil, ne zapusti me in ne ostavi blaginje moje.
131b0a003f	Ker oče moj in mati moja me zapuščata, Gospod pa me sprejme.
131b0b0053	Uči me, Gospod, svoj pot, in vodi me po ravni stezi zavoljo njih, ki v mé preže.
131b0c0069	Ne izdajaj me želji sovražnikov mojih; ker zoper mene stojé lažnjive priče, in ki pihajo silovitost;
131b0d0049	Ko bi ne veroval, da bodem užival dobroto Gospodovo v deželi živečih.
131b0e0052	Čakaj Gospoda, potolaži se, in pokrepčal bode srce tvoje; torej čakaj Gospoda.
131c0100a6	Pesem Davidova. Tebe, Gospod, kličem, skala moja; ne delaj se gluhega obrnen od mene, da ne postanem, ako bodeš nem, od mene obrnen, podoben njim, ki v grob gredó.
131c02005c	Čuj prošenj mojih glas, ko vpijem k tebi; ko molím roke svoje proti hramu tvoje svetosti.
131c030078	Ne potegni me med hudobne in njé, ki delajo krivico; ki govoré mir z bližnjimi svojimi, hudobija pa biva v njih srci.
131c04006b	Daj jim po njih delu, in po hudobnosti njih dejanj; po delu njih rók jim daj, povrni jim povračilo svoje.
131c050060	Ker ne menijo se za dela Gospodova, in za stvarjenje rok njegovih: podere jih, a postavi jih ne.
131c06003a	Blagoslovljen Gospod, ker je uslišal prošenj mojih glas;
131c07007f	Gospod moč moja in ščit moj; njemu zaupa srce moje, in pomaga mi; zatorej se raduje srce moje, da ga slavim s pesmijo svojo.
131c08003b	Gospod je moč moja, in preblaga moč je Maziljenec njegov.
131c090056	Reši ljudstvo svoje, in blagoslovi svojo last; in pasi jih ter povzdigni jih na veke.
131d010051	Psalm Davidov. Dajajte Gospodu, sinovi mogočnih, dajajte Gospodu slavo in hvalo.
131d020063	Dajajte Gospodu slavo njegovega imena; priklanjajte se ter izkazujte čast Gospodu v diki svetosti.
131d03005c	Glas Gospodov čez vode, glas Boga mogočnega, slavnega grmi, glas Gospodov čez mnoge vode.
131d04002b	Glas Gospodov močan, glas Gospodov krasen.
131d05003d	Glas Gospodov lomi cedre, Gospod podira tudi cedre na Libanu.
131d06004d	In dela, da skačejo kakor tele, Libanon in Sirijon, kakor mladič samorogov.
131d070025	Glas Gospodov kreše plamene ognjene.
131d080040	Glas Gospodov prešinja puščavo, prešinja puščavo Kadeško.
131d09006e	Glas Gospodov dela, da rodé košute, in listje otresa gozdom; ali v svetišči svojem izreka vso slavo svojo.
131d0a0037	Gospod je sedel o potopu, in Gospod kralj sedi vekomaj.
131d0b004e	Gospod daje moč svojemu ljudstvu; Gospod blagoslavlja ljudstvo svoje z mirom.
131e01009b	Psalm Davidov, pesem posvečevanja hiše njegove. Poveličeval te bodem, Gospod, ker si me povzdignil, in sovražnikom mojim nisi dal radovati se nad mano.
131e020035	Gospod, Bog moj, ko sem vpil do tebe, ozdravil si me.
131e03004f	Gospod, izpeljal si iz groba dušo mojo, ohranil me živega, da ne idem v grob.
131e04004f	Prepevajte Gospodu, katerim on deli milost, in slavite spomin svetosti njegove.
131e05006f	Ko je bil trenotje v jezi svoji, pride življenje po dobroti njegovi; ako se zvečer oglasi jok, zjutraj petje.
131e060039	Ker jaz sem govoril v mirnosti svoji: Ne omahnem vekomaj.
131e070069	Gospod, po dobroti svoji si bil na goro postavil mojo moč; ko si skrival obličje svoje, bil sem zbegan.
131e080031	K tebi sem klical, Gospod, in Gospoda sem prosil:
131e09006a	Kaj prida bode v krvi moji, ko pojdem dol v jamo? ali te bode prah slavil? bode li oznanjal resnico tvojo?
131e0a003e	Čuj, Gospod, in milost mi stórí; Gospod, bodi mi pomočnik.
131e0b0054	Izpreobrnil si mi jok moj v ples; razpasal si raševnik moj in opasal me z radostjo:
131e0c004c	Da ti prepeva slava in ne umolkne. Gospod, Bog moj, slavil te bodem vekomaj.
131f010074	Načelniku godbe, psalm Davidov. K tebi, Gospod, pribegam, naj se ne osramotim vekomaj; s pravico svojo osvobodi me.
131f020053	Nagni mi uho svoje, hitro me reši; močna skala mi bodi, trden grad, da se rešim.
131f030058	Ker skala moja si in trdnjava moja, torej zavoljo imena svojega vodi me in spremljaj me.
131f040047	Izpelji me iz mreže, katero so skrili zoper mene: ker ti si moja moč.
131f05004d	V roko tvojo izročam svoj duh; otél si me, Gospod, Bog mogočni, resnični.
131f060049	Sovražim nje, ki česté ničemurnosti prazne; ker jaz zaupam v Gospoda,
131f07006e	Da se bodem radoval in veselil dobrote tvoje, ko se bodeš ozrl v siromaštvo moje, spoznal duše moje stiske,
131f080041	In ne izdal me sovražniku v roko, na široko postavil noge moje.
131f090062	Milost mi stórí, Gospod, ker v stiski sem; od žalovanja hira oko moje, duša moja in telo moje.
131f0a008a	Ker od žalosti peša življenje moje in leta moja od zdihovanja; od kazni krivice, katero trpim, hira krepost moja; in kosti moje ginejo.
131f0b0085	Pri vseh sovražnikih svojih sem v sramoto, in pri sosedih svojih jako, in strah znancem svojim; zagledavši me zunaj bežé od mene.
131f0c004c	V pozabljenje me zagrebava srce, kakor mrtvega; jaz sem kakor orodje potrto.
131f0d007f	Ker zasramovanje čujem od mnogih, strah okrog in okrog; posvetujoč se vkup zoper mene mislijo, kako bi prestregli dušo mojo.
131f0e0032	Jaz pa v té zaupam, Gospod, govoreč: Bog si moj;
131f0f005d	V rokah tvojih so časi moji; potegni me iz rok sovražnikov mojih in njih, ki me preganjajo.
131f10004b	Daj, da sveti obličje tvoje nad tvojim hlapcem; reši me po milosti svoji.
131f11005b	Gospod, naj se ne osramotim, ker te kličem; osramoté se naj krivični, pogubé se v grob.
131f120067	Neme naj postanejo ustne lažnjive, katere govoré zoper pravičnega trdó, z napuhom in zaničevanjem.
131f13007f	Kako obila je dobrota tvoja, katero hraniš njim, ki te česté; izkazuješ njim, ki pribegajo k tebi pred sinovi človeškimi!
131f140072	Skrivaš jih v skrivališči pričujočnosti svoje pred móž napuhom; skrivaš jih v koči pred prepirom jezikov.
131f15005b	Blagoslovljen Gospod, ker mi izkazuje čudovito milost svojo; stavi me kakor v trdno mesto.
131f160086	Jaz sem bil sicer rekel v naglici svoji; Iztrebljen sem izpred tvojih oči; vendar si slišal molitev mojih glas, ko semi vpil k tebi.
131f170078	Ljubite Gospoda vsi, katerim izkazuje dobroto; Gospoda, ki varuje zveste, in povrača preobilno, dela reči veličastne.
131f180047	Potolažite se, in pokrepčal bode srce vaše, vsi, ki upate v Gospoda.
1320010051	Davidova pesem ukovita: Blagor oproščenemu pregreška, kogar greh je poravnán.
132002005a	Blagor človeku, kateremu Gospod ne všteva krivice, in katerega duh nima v sebi zvijače.
1320030040	Ko sem molčal, starale so se kosti moje, v stoku mojem ves dan.
1320040073	Ker podnevi in ponoči bila je težka nad mano roka tvoja; in sok moj najboljši preobračal se je v suše poletne.
1320050095	Greh svoj ti razodenem, in krivice svoje ne bodem pokrival (dejal sem). Izpovém se pregreškov svojih Gospodu, in ti si izbrisal kazen mojega greha.
1320060070	Zavoljo tega bode te molil, komurkoli deliš milost, kader se zgodi; (o povodnji mnogih vodâ ne doidejo njega);
1320070047	Ti si zavetje meni; stiske me brani; s pesmami oproščenja me obdajaj.
132008006a	Podučeval te bodem in kazal ti, po kateri poti bodeš hodil; svetoval ti bodem, v te vpirajoč svoje oko.
1320090076	Ne bodite kakor konj, kakor mezeg, brez razuma, katerima je z uzdo in vajetom brzdati gobec, da se, ne približa tebi.
13200a0054	Velike bolečine ima krivični; kdor pa ima zaupanje v Gospoda, njega obdaja milost.
13200b0050	Veselite se v Gospodu in radujte, pravični; in prepevajte, vsi pošteni v srci.
1321010043	Prepevajte, pravični v Gospodu, poštenim se spodobi hvalno petje.
1321020043	Slavite Gospoda sè strunami, s citrami in desetostrunjem mu pojte.
1321030035	Pojte mu novo pesem, krepko bijte na strune, da doni.
132104003e	Ker prava je beseda Gospodova; in stanovitno vse delo njegovo.
132105003a	Pravico ljubi in sodbo; milosti Gospodove polna je zemlja.
1321060055	Z besedo Gospodovo ustvarjena so nebesa, in z dihom ust njegovih vsa vojska nebeška.
1321070036	Morske vode znaša kakor kup in v shrambe deva valove.
132108004f	Gospoda naj se bojé vse dežele, pred njim naj trepetajo vsi sveta prebivalci.
1321090041	Ker na besedo njegovo je, karkoli je, na zapoved njegovo postane.
13210a0035	Gospod uničuje narodov sklep, misli ljudstev podira.
13210b0047	Sklep pa Gospodov ostane vekomaj, misli srca njegovega od roda do roda.
13210c004d	Blagor narodu, katerega Bog je Gospod, ljudstvo, katero si je izvolil v last.
13210d0031	Z nebes gleda Gospod, vidi vse sinove človeške.
13210e0042	Z mesta prebivališča svojega gleda dol na vse zemlje prebivalce.
13210f0038	In obrazovatelj tudi njih src, pazi na vsa njihova dela.
1321100056	Ni ga kralja, da bi se rešil z množico krdél; mogočni se ne otme z množico moči.
132111004a	Goljufiv je konj za rešitev in z množico moči svoje ne oprosti jezdeca.
132112005d	Glej, oko Gospodovo pazi na nje, kateri se ga bojé, na njé, kateri čakajo milosti njegove;
1321130038	Da reši smrti njih dušo, in jih žive ohrani v lakoti.
132114003a	Duša naša čaka Gospoda; pomoč je naša in ščit naš.
1321150047	Ker v njem se raduje srce naše, kajti zaupamo njegovemu svetemu imenu.
132116003b	Milost tvoja, Gospod, bodi nad nami, kakor te pričakujemo.
13220100b5	Pesem Davidova, ko je bil izpremenil lice svoje pred Abimelekom, in je bil odšel, ker ga je on podil. Blagoslavljal bodem Gospoda vsak čas; vedno bode hvala njegova v ustih mojih.
132202004c	V Gospodu se bode ponašala duša moja; čuli bodejo krotki ter se veselili;
132203003d	Poveličujte Gospoda z menoj, in vkup povišujmo ime njegovo.
