2800000005	Matai
28081c0096	Ersa hai duimiende daosenu Jiadala kunyi oronde irewo. Ghua sheitan heisan kun mezase khizhedene hhei shida texien wizhashi kiemada hhe mose yo dazho.
28081d0081	Hhela deigo warada qiiwo, "Hudai kewon, chi bijienyi jiohoro bu gie. Shihou da uye kuruzho, chi enende irezhi bijienyi zayalanu?"
28081e0034	Hhelase gouji gholode idaban khighei ijiezhi souzho.
28081f0063	Sheitanla Ersai xiahua giezhi chi bijienyi tou khighane giese bijienyi khighei jiere echigha giewo.
280820007c	Ingie Ersa echi giese sheitanla khizhedene khigheilai jiere khiwo. Menzhali khigheila egheide chunji bou, haide yenji alawo.
2808210067	Khighei adulasan kunla holudene chenshide echi sheitan heisan ene kunlai shiqinyi kunlade man kieliewo.
2808220070	Ingiese nie chenshini kunla man Ersai ochirale khizhewo. Hhei uzhedene, "Enense likai gie." giezhi xiahua giewo.
2809010043	Ersa chon jiere khirei hai hhemiende daozhi goya chenshidene irewo.
28090200be	Ingiekude kunla nie tanhon giesan gientui ruzide qienlie Ersai shida irewo. Ersa hhelai xianxin giekui uzhedene tanhon giesan gientude kieliewo, "Gaijiu, zhughene tei, chii zuini mienliewo."
2809030052	Ingiekude giedun jinwun hanjiala zhughedene kieliezho, "Ene kun kufurei fanjizho!"
2809040053	Ersa hhela yan sumulasei mejiedene kieliewo, "Ta zhughedene yale doghunni sumulane?
2809050048	'Chii zuini mienliewo.' giese sunfan onu, 'Bosizhe yo.' giese sunfan wo?
2809060098	Kunnikewon duyade zuini mienlieku qienli bikui tande mejieghane giezho." Ingiedene tanhon giesan gientude kieliewo, "Bosidene ruzine agi, giedene echi!"
2809070020	Hhe kun bosidene giedene echiwo.
2809080055	Kunla chanladene man ayizho. Imutu fugie qienlini kunlade ogiwo giezhi Hudai kuaizho.
2809090099	Ersa hhense melie yose Matai giesan nie kun shui shanjisan oronde sousei chanlawo. Hhende kieliewo, "Chi mii dagha." Ingie hhe bosizhedene Ersai daghawo.
28090a006b	Ersa giedera ijiekude olon shui shanjisan kun, zuirenla Ersa, Ersai tujilare man hhantu soudene ijienduzho.
28090b0072	Falisai kunla chanladene Ersai tujilade kieliezho, "Tai loushi yale shui shanjisan kun, zuirenlare hhantu ijiene?"
28090c0054	Ersa sonosudene kieliewo, "Gien witu kunla deifu ulie kerene, gientula deifu kerene.
28090d00a3	Ta echidene, 'Bi ubali xiikude xiqi wo, murede xiqi uwo.' giesan jinwun jieredu ene kielienyi isii suru. Bi gou kunlai ereile ese irezho. Zuirenlai ereile irezho."
28090e008d	Ingiekude Yaheiyani tujila Ersai ochirale ire kieliewo, "Bijien, pse Falisai kunla chan orozo bareizho, chii tujila yale orozo ulie bareine?"
28090f00ab	Ersa hhelade kieliewo, "Ghurunde iresan zhochenla shini khughon bikude matugie nango giene? Shini khughonni kunla lai echiku udu kuzhene. Hhe shihoude hhela orozo bareine.
2809100077	Shini popui khuichen jien jiere huduchen kun uwo. Qingiese hudusan oron jienni qida olughane, tanturasan pse fugiedane.
28091100a9	Shini jiuni khuichen tulunde zhonlochen kun uwo. Qingie zhonlose tulun ghaluzhi jiu usuru khizhese tulunye qida olune. Shini jiuni shini tulunde zhonlose ghuala gou wo."
28091200ba	Ersa hhelade zhen ene kielienyi kieliekude nie huitan gonjisan kun ire papalazhi kieliewo, "Mii oqin jian duya ijiewo. Chi yodene hhei jiere khane teizhi onxian giema, hhe aminne olune."
2809130038	Ersa bosizhedene tujilarene hhantu hhei daghazhi echiwo.
280914006a	Zhen qingiekude nie chusun usuruzhi 12 nien olusan bierei Ersai khuina iredene jien ghizhaseni nie maqiwo.
280915004a	Hhe "Ersai jienni nie maqise gienni goudane." giezhi zhughedene sumulazho.
280916007c	Ersa ochira daozhe hhei uzhezhi kieliewo, "Funi, zhughene tei! Chii xianxin gieku chii jiuiwo." Hhe shihoude bierei goudawo.
2809170059	Ersa gonjisan kunni giede kuruse kunla fugusan kunde xiu feiliezhi lon chouisei chanlawo.
2809180062	Ingie kieliewo, "Daodu. Oqin ese duya ijiezho, hhunturazho." Ingiese hhela Ersai uzhezhi xiniezho.
2809190046	Kunlai khighadene Ersa oro echi oqinni khase nie laise oqin bosizhewo.
28091a0027	Ene xioxi hhe oronde man chonji kuruwo.
28091b0066	Ersa hhense melie yose ghua sugho hhei daghadene waradazho, "Dawudeni houdei, bijiende ubali nie xii!"
28091c009b	Ersa giedera orose sughola hhei melie irewo. Ersa kieliewo, "Bi ene shiqinyi gie shidakui ta xianxin gienu?" Hhela kieliewo, "Ezhan, bijien xianxin giene!"
28091d0049	Ersa hhelai nudunyi moizhi kieliewo, "Ta xianxin giesan mutun gholu gie."
28091e006a	Ingiese hhelai nudun goudawo. Ersa hhelade hende fenfulazhi, "Ta ene shiqinyi kunlade bu mejiegha." giewo.
28091f004f	Ingieliuzhe hhela khizhi echidene Ersai xioxii hhe oronde man chonji kurughawo.
280920004d	Hhela khizhi echikude kunla nie sheitan heisan yabai Ersai shida uduru irewo.
280921007d	Sheitanni touzhi khighase yaba kielien kielie qiiwo. Kunla man ghanirazhi kieliewo, "Isiliede intu shiqin uzhezhi ese daowo!"
2809220047	Falisai kunla kieliezho, "Hhe sheitanni touzii kouizhi sheitan touzho."
280923009f	Ersa go chenshi, aghinlai yo baraghazhi hhelai huitanlade kunlade sughazhi asiman gojiani gouxioxini chonjizho. Yanyanji gien nouzhi giemeresanlai goudaghazho.
2809240072	Olon kunlai chanladene ubali xiizho. Hhela kunnan wo, banman giechen uwo. Ghonide asuchi uwokughala niekielien wo.
2809250041	Ingie tujiladene kieliewo, "Zhonjia olon wo, wiliechi choghon wo.
280926004f	Ta zhonjiani ezhanyi xiahua giezhi wiliechilai peidene zhonjiane ghuragha gie."
280a01007a	Ersa 12 gie tujine uruzhi iresenu hhelade zannan ruhher touzhi yanyanji gien nouzhi giemeresanlai goudaghaku qienli ogiwo.
280a020083	12 gie shituni tou 1 gieni niereshi, Beduru giezhi urusan Ximun, hhei jiu Andelie, Xibitaini kewon Yagebu, Yagebuni gaijiu Yaheiya,
280a03004c	Feili, Badolomai, Doma, shui shanjisan Matai, Yalefeini kewon Yagebu, Datai,
280a04003b	Rexinpaini Ximun, pse Ersai ghudandusan Jialie kun Yuda wo.
280a050080	Ersa ene 12 gie kunni peizhi echighakude fenfulazhi kieliewo, "Ta niman kunlai oronde bu echi. Samaliya kunlai chenshide bu oro.
280a060040	Zinie Isilie kunla dunda echi. Hhela miisan ghoni niekielien wo.
280a070039	Xien yo xien chonjizhi kielie, 'Asiman gojia chadashiwo!'
280a080093	Giemeresan kunlai goudaghazhi fugusan kunlai aminne olugha. Pifugientulai ganjinraghazhi sheitanlani tou khigha. Ta belien jienliewoma, belien ogi.
280a090026	Kakadene antan, miengu, baer bu barei.
280a0a0063	Mo yose kuabao, ghua jien, mahei, zhugun bu barei. Wilie giechen kunla ijiuni indan jienliekuni wo.
280a0b005f	Ta alinie chenshi, aghinde echise gou kun khala bikui daqinladene likai gietula hhei giede sou.
280a0c001e	Hheni giede orokude salan gie.
280a0d007d	Hhe giei kunla tai pei shidase ta onxian giesan pinnan hhelai jiere wo. Pei dase ta onxian giesan pinnan yen tai jiere irene.
280a0e0076	Kien tai ulie jienliezhi kielienyi ulie chenliese hhei gie, hhe chenshise likai giekude kon jieredu turane kui bougha.
280a0f0065	Bi tande shuhua kielieye, panjiku udude hhe chenshi shouiku zeinan Sodoma, Emola oronse da fugie wo!"
280a100090	"Uzhe, bi tai peizhi echighase ghonilai zhanghei dunda echighasan niekielien wo. Ingiese ta moghei mutun jienzharazhi ghoghochen mutun ganjinra.
280a110061	Ta kunlai xioxin gie. Kunla tai zui fugie fayende jiuine. Hhelai huitanlade mabienzighala eghine.
280a120072	Mii yenyinghala tai shenzhan, honshanlai melie lai echine. Ta hhelai melie, niman kunlai melie made ganzhen beine.
280a130065	Kunla tai jiuikude ta matui, yan kieliekui munan bu gie. Hhe shihoude yan kieliekui tande mejieghane.
280a14003b	Kieliesanshi ta pusho, Adaitai Ruhher tai sudoro kieliezho.
280a15006e	Gaijiu gaijiune, ada kewosine ghudanduzhi fugughakude jiuine. Kesila ada, anane zodui giezhi fugughakude kune.
280a16005b	Mii yenyinghala soyuji kunla tai henjine. Ingieliuzhe rennai giezhi zuihou kusanlai jiuine.
280a17008a	Kunla tai ene chenshide heise da nie chenshide holu. Bi tande shuhua kielieye, Isilieni chenshilai ta yozhi baraghatula Kunnikewon irene."
280a180034	"Xieshen loushise fugie uwo, hoji ezhanse fugie uwo.
280a1900a8	Xieshen loushighala niekielien, hoji ezhanghala niekielien gholuse kuruwo. Kunla gieni zhanguijini, 'Sheitanni touzi.' giezhi sugiese gieni kunlai genjia ulie sugienu?"
280a1a0063	"Ingiese ta hhelase bu ayi. Khaghasanlai ulie khizheghakui uwo. Niuighasanlai ulie mejieghakui uwo.
280a1b0067	Bi tande beichazide kieliesei ta mindamin kielie. Ta chighindene chenliesei gie jierese fugiede kielie.
280a1c0080	Beyeni alane, ruhherni ala dachen hhelase bu ayi. Zinie beye, ruhher ghualai widaghadene dozoheide echigha shidachen hhense ayi.
280a1d0067	Ghua bunzhui 1 mao baer huinela? Ingieliuzhe asimanni adatai dain ulie giese nieda andazhi bouzhe dane.
280a1e003d	Tai kieliese tai qiorun jieredu usunniliuzhe toulazhi agizho.
280a1f0031	Ingiese ta bu ayi, ta olon bunzhulase zhunyo wo."
280a20004d	"Kien kunlai melie mini renjise biye asiman jieredu adane melie hhei renjine.
280a210057	Kien kunlai melie mini ulie renjise biye asiman jieredu adane melie hhei ulie renjine."
280a22007f	"Bi irekushi zemin jiere pinnan deilazhi iresei ta bu sumula. Bi irekushi pinnan deilazhi ese iredene khudogho deilazhi irezho.
280a230059	Bi irekushi, 'Kun adarene, oqin anarene, konbierei ghadunmekierene zodui gieghale irezho.
280a24001e	Kunni duitoushi gieni kun wo.'
280a250052	Ada anadene mase olon orese mii pei dane. Kesiladene mase olon orese mii pei dane.
280a260038	Kien shizijiane beiliezhi mii ulie daghase mii pei dane.
280a270062	Aminne ulie widaghane giese aminne widaghane. Made oluzhi aminne widaghase aminne ulie widaghane."
280a280056	"Kun tai jienliese mii jienliezho. Mii jienliese mii peizhi ireghasan hhei jienliezho.
280a290091	Kien xienzhini xienzhi danlaghazhi jienliese xienzhini jianlini linlane. Kien gou kunni gou kun danlaghazhi jienliese gou kunni jianlini linlane.
280a2a0086	Bi tande shuhua kielieye, kien mii tujila dundadu zui ganide mii tuji danlaghazhi nie beizi usu ogiliuzhe hhende jianli kenjin ogine."
280b010073	Ersa 12 gie tujidene fenfulazhi baludene hhense likai gie hhelai go chenshilade echizhi kunlade sughazhi chonjizho.
280b02004e	Yaheiya bafanzise Mexiha giesan shiqinyi sonosudene tujilane peizhi echighawo.
280b03004a	Hhela Ersade asawo, "Hhe irene giesanshi chi onu, bijien pse niei saghei?"
280b040046	Ersa kieliewo, "Ta echidene sonosusanyi, chanlasanyi Yaheiyade kielie.
280b05009d	Sugho chanlasanyi, dogholon yosanyi, pifugientui goudaghasanyi, dulei sonosusanyi, fugusan kun aminne olusanyi, pse nanxin kunlade gouxioxi chonjikui kielie.
280b060028	Mii inxin ulie giechen kunde fuqi wine."
280b0700ab	Yaheiyai tujila yoladene Ersa kunlade Yaheiyai kieliezho, "Ta hontande yan kunyi uzhele echiwo? Kei feiliezhi gojiolusan ghulusun mutun zholien kunyi uzhele echiwu? Pusho!
280b08006d	Ta yan kunyi uzhele echiwo? Seighan jien musisan kunyi uzhele echiwu? Seighan jien musisan kunla hongunde wo!
280b090075	Ta jiujin yan kunyi uzhele echiwo? Xienzhii uzhele echiwu? Enbene! Bi tande kielieye, hheshi xienzhise da fugieni wo.
280b0a0070	Jinwun jiere, 'Uzhe, bi qinsi kunne chii melie peizhi chii moni zhunbei gieghane.' giezhi huaisanshi ene kun wo.
280b0b008f	Bi tande shuhua kielieye, biereila olusan kun dunda xili gieghasan Yaheiyase fugieni nieda uwoma, asiman gojiade zui meila kun hhense fugie wo.
280b0c005b	Yaheiyani hhe xienzise eli kutula asiman gojiani hende eghizho, lihaitu kun hhei qianlazho.
280b0d0053	Soyuji xienzhishu, guijinshu jiere melie kieliesanlashi man Yaheiyase jieshu oluwo.
280b0e0049	Kieliesanlai ta xianxin giene giese Yaheiyashi irene giesan Iliya enbene.
280b0f001f	Chighin bitu kunla chenliendu!"
280b100078	"Bi ene idai kunlai yanghala bilane? Hoxian geidoude souzhi nadusan kesilai xianli. Hhela nieniedene waradazhi kieliene,
280b110062	'Bijien tande bierei agiku xiu feiliese ta ulie jiuline. Kun fuguwo giezhi wilase ta ulie wilane.'
280b120057	Yaheiya iredene ulie ijiezhi ulie ochise kunla hhei jiere sheitan wine giezhi kieliene.
280b1300c3	Kunnikewon iredene ijiezhi ochise kunla ene kun jin ijiezhi ochikure wo. Shui shanjisan kun, zuirenlani zhanlien wo giezhi kieliene. Ingieliuzhe aghelishi giekughala olusan bikuni zhenmin giene."
280b14006c	Hhe xienzide Ersa nenlitu shiqin olon giese chenshii kunla geizhen ese giese hhelade jingao giezhi kieliewo,
280b1500a3	"Gelaxin, Bosaida, tande gou widawo! Tai dunda giesan nenlitu shiqinni Tuilo, Xidunde giewoshi hhela eqighanse madei zhodene jierene funiesun teizhi geizhen giewo.
280b16004e	Bi tande kielieye, panjiku udude ta shouiku zeinan Tuilo, Xidunse da fugie wo!
280b1700a8	Jiabainun, chii undudaghazhi asiman jiere khireighanu? Chii dozoheide anda boughane. Chii hhende giesan nenlitu shiqinni Sodomade giezhoshi hhe chenshi eli kutula wine.
280b180049	Bi tande kielieye, panjiku udude ta shouiku zeinan Sodomase da fugie wo!"
280b1900a6	Hhe xienzide Ersa kieliewo, "Asiman zeminni Ezhan, Ada, chii mafan gieghawo. Chi ene shiqinlani agheli, erlintu kunlade niuighazhi ga kewosi mutun kunlade mejieghawo.
280b1a002e	Ada, enbene, eneshi chi duranghalane giesanwo.
280b1b0089	Yanniliuzhe Adami made ogiwo. Adase chugo kiema kewonni mejie dane. Kewon, pse kewon yenyi mejieghasan kunse chugo kiema Adai mejie dane.
280b1c0050	Jien khishulazhi gunduni beiliesan kunla man mii shida ire. Bi tai hhamuraghaye.
280b1d006f	Ta mii jiabanyi jierene zhozhi mase suru. Mii zhughede renyi, meilade uzhekui wine. Tai zhughe hhamura shidane.
280b1e002c	Mii jiaban sunfan wo. Mii danzi gongien wo."
280c010074	Hhe xienzide Ersa hhamuraku udude boudei ghazhaghun yozhi daozho. Tujilani oliesuse boudei qiorunni sidazhi ijiezho.
280c020061	Falisai kunla chanladene Ersade kieliewo, "Uzhe, chii tujila hhamuraku udude ulie giekui giezho!"
280c030064	Ersa hhelade kieliewo, "Dawude, hhantuku kunlarene oliesukude giesan shiqinyi ta onshizhi ese daowu?
280c040082	Hhe mechide orodene Hudade ogiku ginanyi ijiewo. Ene ginanyi hhe, pse hhantuku kunlai ijiezhi ulie olune. Zinie buwa ijiese olune.
280c05007e	Pse buwala hhamuraku udude mechide hhamuraku udui guijinni fanjiliuzhe zui ulie sanakui ta guijinshu jiere onshizhi ese daowu?
280c060036	Bi tande kielieye, enende nie kun mechise da fugie wo.
280c07006f	'Bi ubali xiikude xiqi wo. Murede xiqi uwo.' giesan ene kielienyi isii ta mejiese zui witude zui ulie soughane.
280c080028	Kunnikewonshi hhamuraku uduni Ezhan wo."
280c090029	Ersa hhe oronse likai gie huitande orowo.
280c0a0070	Hhende nie khani ghosan kun wine. Kunla Ersai zhane giezhi, "Hhamuraku udude goudaghase olunulie?" giezhi asawo.
280c0b005e	Ersa kieliewo, "Tai dunda kien hhamuraku udude ghoni nokiende anda bouse laizhi ulie khizhenu?
280c0c004d	Kun ghonise giedughon zhigui wo. Ingiese hhamuraku udude gouni giese oluzho."
280c0d007e	Ingie, "Hhe kunde khane khizhegha." giezhi kieliewo. Hhe khane khizheghase khani goudazhi da nie khaghalai niekielien gholuwo.
280c0e004f	Falisai kunla khizhi echidene "Ersai matugie widaghane?" giezhi shanlian giewo.
280c0f0063	Ersa mejiedene hhense likai giewo. Tebieji olon kunla hhei daghazho. Hhe gientulai man goudaghadene
280c10003d	hhelade, "Hheshi kien bikui bu kielie!" giezhi minlin xiaiwo.
280c110059	Ingiekushi Ezhan Isaiya xienzhini tungo giezhi kieliesan kielien mutun gholughane giezho,
280c12008a	"Uzhe, eneshi bi sunghusan mii hoji wo. Bi hhende orezhi xiqi hen wo. Bi ruhherne hhende ogine. Ingiedene hhe gundanni minzulade chonjine.
280c13004f	Hhe ulie zhenjindune, ulie onghonone. Geidoude hhei shenqini kiema sonosu dane.
280c140073	Ghurane giesan ghulusunyi hhe ulie ghuraghane. Xiniene giesan zhulai ulie xinieghane. Izhi gundanni injitula giene.
280c150021	Minzula hhei nierei xiwon giene."
280c16007e	Ingiekude kunla nie sheitan heisan sugho, yabai Ersai shida uduru irewo. Ersa hheni goudaghase hhe kielien kieliezhi chanlawo.
280c170041	Kunla man ghanirazhi kieliewo, "Eneshi Dawudeni houdei enbeneba?"
280c180064	Falisai kunla chenliedene kieliewo, "Ene kun sheitanni touzi Biexibui ulie kouise sheitan tou dane."
280c1900a0	Ersa hhela yan sumulasei mejiedene kieliewo, "Alinie gojia goyalane eghinduse hontan gholune. Alinie chenshiwonu, alinie giei kunla goyalane eghinduse bei dane.
280c1a0046	Ibilisi Ibilisine touse goyalane eghinduzho, hhei gojia matugie beine?
280c1b007f	Bi Biexibuni kouizhi sheitan touse tai tujila kienyi kouizhi sheitan touzho? Ingiese tai tujila zhenmin giese tanughun codazho.
280c1c003c	Bi Hudai Ruhherghala sheitan touse Hudai gojia tande irezho.
280c1d0077	Pse kun liliantu kunyi giede orozhi dunxilai qianlane giese xien liliantu kunyi ulie banlase matugie man qianla echine?
280c1e0054	Mii miende ulie beise mii duitou wo. Mare ulie hhantulachen kunshi sandachen kun wo.
280c1f006d	Ingiese bi tande kielieye, yanyanji zui, hu kieliesanlai man roulienema, Shenlinni hu kieliese ulie rouliene.
280c200081	Kunnikewonni fandui giezhi kieliese roulienema, Shenlinni fandui giezhi kieliese duyade ulie rouliene, houshideye ulie rouliene."
280c210058	"Mutun goushi alima gou wo. Mutun bixinshi alimaye bixin wo. Alimaghala mutunni mejiene.
280c220084	Ta ene du mogheini zhunzhughala, ta doghunshi matugie gou kielien kieliezhi khizheghane? Zhughede durusei amande kielie khizheghane.
280c230070	Gou kunlai zhughede gounishi yen gouni khizheghane. Doghun kunlai zhughede doghunnishi yen doghunni khizheghane.
280c24005a	Bi tande kielieye, xienhua kieliechen kunlai panjiku udude nie aman nie amanji renjighane.
280c250048	Tai kielienghala tai gounii sanane. Tai kielienghala tai zuini jinjine."
280c260072	Ingiekude giedun jinwun hanjia, Falisai kun Ersade kieliewo, "Loushi, chi gieku ghudureqini bijien uzhene giezho."
280c270096	Ersa hhelade kieliewo, "Ene idaini kunla doghun nefuxin giezho, ta dou ghudureqi kerezhoma, xienzhi Yunusii ghudureqise chugo uzheghaku ghudureqi uwo.
280c28006b	Yunusi ghurudu ghuran xii fugie zhaghasunyi kielide wo. Kunnikewonye ghurudu ghuran xii zemin jizide beine.
280c2900b0	Panjiku udude Niniwi kunla bosizhezhi ene idai kunlai zuini jinjine. Ingiekushi Niniwi kunla Yunusi chonjisei chenliedene geizhen giewo. Uzhe, enende Yunusise pse fugieni wine!
280c2a00b7	Panjiku udude nanfanni bierei honshan bosizhedene ene idai kunlai zuini jinjine. Ingiekushi hhe gholose Sulumaneni aghelini chenliele irewo. Uzhe, enende Sulumanese pse fugieni wine!"
280c2b0077	"Nie zannan ruhher kunni jierese likai giedene usu witu oronde izhigie yozhi hhamuraku oron ereizho. Ereizhi olu dadene
280c2c006b	kieliewo, 'Bi yen khizhesan hhe giedene echine.' Khareizhi echi nie uzhese kunkunji shuzhi goudagha jiezho.
280c2d00b4	Ingie khizhi echi goyasene dolon doghun ruhheryi uduruzhi ire souwo. Ingiese hhe kunni qinkon melieshidakude pse ese kuruwo. Ene idaini doghun kunlaye eneghala niekielien gholune."
280c2e005d	Ersa kunlade kieliekude ana, gaijiulani iredene ghadane beizhi hhere kielien kieliene giezho.
280c2f0067	Nie kun hhende kieliewo, "Uzhe, anachii, gaijiulachii ghadane sagheizhi chare kielien kieliene giezho."
280c30005b	Ersa khareizhi hhe kieliesan kunde kieliewo, "Kienshi mii ana wo? Kienshi mii gaijiula wo?"
280c310041	Ingie tujilane zhiizhi kieliewo, "Uzhe, mii ana, mii gaijiula wo.
280c320054	Asiman jieredu adaimi isii zunjizhi giesan kunlashi mii gaijiu, eghechijiu, ana wo."
280d01003a	Yen hhe udude Ersa giederase khizhedene haibienzide souwo.
280d02006a	Tebieji olon kunla hhei shida irezhi hhantulase hhe chon jiere khirei souwo. Kunla man haibienzide beizho.
