0100000007	Genèse
01091b0078	Que Dieu donne de l'extension à Japheth, et qu'il habite dans les tentes de Sem, et que Canaan devienne leur serviteur!
01091c003a	Et après le déluge Noé vécut trois cent cinquante ans;
01091d004e	et la totalité des jours de Noé fut neuf cent cinquante ans, puis il mourut.
010a01006d	Et c'est ici l'histoire des fils de Noé, Sem, Cham et Japheth. Et il leur naquit des fils après le déluge.
010a02005a	Les fils de Japheth sont: Gomer et Magog et Madai et Javan et Thubal et Mésech et Thiras.
010a030035	Et les fils de Gomer: Askénas et Riphat et Thogarma.
010a040034	Et les fils de Javan: Elisah et Tharsis, et Dodanim:
010a0500a6	d'eux sont issus ceux qui se sont répandus sur les terres maritimes des nations dans les pays qu'ils occupent, chacun selon sa langue, sa filiation, sa nationalité.
010a060038	Et les fils de Cham: Cus et Mistraïm et Phut et Canaan.
010a07006a	Et les fils de Cus: Saba et Havila et Sabtha et Rahema et Sabtcha. Et les fils de Rahemah: Séba et Dedan.
010a08004f	Cus engendra Nemrod; c'est lui qui commença à être un potentat sur la terre.
010a090097	C'est lui qui devint un puissant chasseur à la face de l'Éternel; c'est pourquoi il se dit: Comme Nemrod, puissant chasseur à la face de l'Éternel.
010a0a005a	Et le commencement de son empire fut Babel et Erech et Accad et Chalneh au pays de Sinear.
010a0b004e	De ce pays-là il marcha sur Assur, et bâtit Ninive et Rechoboth-Hir et Calah
010a0c0036	et Resen entre Ninive et Calah; c'est la grande ville.
010a0d004f	Et Mitsraïm engendra les Ludim et les Hanamin et les Lehabim et les Naphthaïm
010a0e0054	et les Pathrusim et les Casluhim, d'où sont sortis les Philistim et les Caphthorim.
010a0f0032	Et Canaan engendra Sidon, son premier-né, et Heth
010a10001d	et Jebusi et Amori et Gergesi
010a110017	et Hivi et Arki et Sini
010a120056	et Arvadi et Tsemari et Hamathi, et ensuite les familles des Cananéens s'étendirent.
010a130091	Et les limites des Cananéens furent de Sidon du côté de Gérar à Gaza, du côté de Sodome et de Gomorrhe et d'Adama et de Tseboïm à Lasah.
010a14006c	Tels sont les fils de Cham selon leurs familles, selon leurs langues, dans leurs pays, dans leurs peuplades.
010a15005f	Et il naquit aussi des fils à Sem, père de tous les fils de Héber, frère aîné de Japheth.
010a16003e	Les fils de Sem: Heilam et Assur et Arphachsad et Lud et Aram.
010a170030	Et les fils de Aram: Uz et Hul et Gether et Mas.
010a18003b	Et Arphachsad engendra Sélach, et Sélach engendra Héber.
010a190095	Et à Héber il naquit deux fils: le nom de l'un était Péleg, parce que de son temps la terre fut partagée, et le nom de son frère était Joctan.
010a1a0040	Et Joctan engendra Almodad et Séleph et Hatsarmaveth, et Jerach
010a1b001a	et Adoram et Uzal et Dicla
010a1c001d	et Hobal et Abimaël et Séba
010a1d0039	et Ophir et Havila et Jobab, tous ceux-ci fils de Joctan.
010a1e0053	Et leur habitation était depuis Mesa du côté de Sephar, la montagne de l'orient.
010a1f006b	Ce sont là les fils de Sem selon leurs familles, selon leurs langues, dans leurs pays, selon leurs tribus.
010a2000a9	Telles sont les familles des fils de Noé selon leurs familles, dans leurs tribus; et d'eux sont sortis les peuples qui se sont répandus sur la terre après le déluge.
010b010043	Et une seule langue et un seul langage existait sur toute la terre.
010b020079	Et il arriva que dans leurs migrations à l'Orient ils rencontrèrent une plaine au pays de Sinear, et ils s'y fixèrent.
010b0300b1	Et ils se dirent l'un à l'autre: Allons! fabriquons des briques, et nous les ferons cuire. Et les briques leur tinrent lieu de pierres, et l'asphalte leur tint lieu de mortier.
010b0400b7	Et ils dirent: Allons! bâtissons-nous une ville et une tour dont la cime touche au ciel, et faisons-nous un nom, afin que nous ne soyons pas dispersés sur la face de toute la terre.
010b05005e	Alors l'Éternel descendit pour voir la ville et la tour que bâtissaient les fils des hommes.
010b0600d6	Et l' Éternel dit: Voici, c'est un seul peuple et une seule langue pour eux tous, et c'est le commencement de leur entreprise, et maintenant ils ne seraient entravés dans rien de ce qu'ils projettent d'exécuter.
010b070066	Allons! descendons et confondons là leur langage, afin que l'un n'entende plus le langage de l'autre.
010b080072	Et l'Éternel les dispersa ainsi de là sur la face de toute la terre, et ils discontinuèrent de bâtir la ville.
010b0900bf	C'est pour cela qu'on l'appela du nom de Babel; car c'est là que l'Éternel confondit le langage de toute la terre, et c'est de là que l'Éternel les dispersa sur la face de toute la terre.
010b0a0078	C'est ici l'histoire de Sem. – Sem était âgé de cent ans lorsqu'il engendra Arphachsad, deux ans après le déluge.
010b0b0065	Et après la naissance d'Arphachsad, Sem vécut cinq cents ans et il engendra des fils et des filles.
010b0c0046	Et Arphachsad avait trente-cinq ans de vie lorsqu'il engendra Sélach.
010b0d0072	Et après la naissance de Sélach, Arphachsad vécut quatre cent-trois ans, et il engendra des fils et des filles.
010b0e003c	Et Selach avait trente ans de vie lorsqu'il engendra Héber.
010b0f006e	Et après la naissance de Héber, Sélach vécut quatre cent-trois ans, et il engendra des fils et des filles.
010b10003c	Et Héber vécut trente-quatre ans, puis il engendra Péleg.
010b11006e	Et après la naissance de Péleg, Héber vécut quatre cent trente ans, et il engendra des fils et des filles.
010b120034	Et Péleg vécut trente ans, puis il engendra Régu.
010b130069	Et après la naissance de Régu, Péleg vécut deux cent-neuf ans, et il engendra des fils et des filles.
010b140039	Et Régu vécut trente-deux ans, puis il engendra Sérug.
010b150069	Et après la naissance de Sérug, Régu vécut deux cent-sept ans, et il engendra des fils et des filles.
010b160035	Et Sérug vécut trente ans, puis il engendra Nachor.
010b170066	Et après la naissance de Nachor, Sérug vécut deux cents ans, et il engendra des fils et des filles.
010b18003b	Et Nachor vécut vingt-neuf ans, puis il engendra Thérach.
010b19006b	Et après la naissance de Thérach, Nachor vécut cent dix-neuf ans, et il engendra des fils et des filles.
010b1a004a	Et Thérach ayant soixante-dix ans de vie engendra Abram, Nachor et Haran.
010b1b0069	Et c'est ici l'histoire de Thérach. – Thérach engendra Abram, Nachor et Haran, et Haran engendra Lot.
010b1c0056	Et Haran mourut avant Thérach, son père, au pays de sa naissance, à Ur en Chaldée.
010b1d00a9	Et Abram et Nachor prirent femme: le nom de la femme d'Abram était Saraï, et le nom de la femme de Nachor, Milcah, fille de Haran, père de Milcah, et père de Jiscah.
010b1e0034	Or Saraï était stérile, elle était sans enfants.
010b1f0101	Alors Thérach prit Abram, son fils, et Lot, fils de Haran, fils de son fils, et Saraï, sa bru, femme d'Abram, son fils, et ils émigrèrent l'un avec l'autre d'Ur en Chaldée pour gagner le pays de Canaan; et ils atteignirent Charan, et ils s'y fixèrent.
010b200055	Et les jours de Thérach furent deux cent-cinq ans, et Thérach mourut à Charan. –
010c01007a	Et l'Éternel dit à Abram: Quitte ton pays et ta patrie et la maison de ton père pour aller au pays que je te montrerai.
010c020073	Et je te ferai devenir un grand peuple et je te bénirai et te donnerai un grand nom et tu seras une bénédiction.
010c030084	Et je bénirai qui te bénira, et qui te maudira je le maudirai, et c'est en toi que toutes les familles de la terre seront bénies.
010c0400a1	Alors Abram s'achemina conformément à ce que lui avait dit l'Éternel, et Lot s'achemina avec lui. Or Abram avait soixante-quinze ans à son départ de Charan.
010c0500e7	Et Abram prit Saraï, sa femme, et Lot, fils de son frère, et tout le bien qu'ils avaient acquis et le personnel qu'ils s'étaient fait à Charan, et ils partirent pour gagner le pays de Canaan et ils entrèrent au pays de Canaan.
010c06008c	Et Abram pénétra dans le pays jusqu'au lieu [nommé] Sichem, jusqu'à la chênaie de Moreh. Or les Cananéens étaient alors dans le pays.
010c07008f	Alors l'Éternel apparut à Abram et dit: Je donnerai ce pays à ta postérité. Et il bâtit là un autel à l'Éternel qui lui était apparu.
010c0800ce	Et il se transporta de là vers la montagne à l'orient de Béthel, et tendit sa tente, ayant Béthel à l'occident et Aï à l'orient, et bâtit là un autel à l'Éternel, et invoqua le nom de l'Éternel.
010c09003c	Et de station en station Abram s'avançait vers le Midi. –
010c0a0075	Et il y eut famine dans le pays: alors Abram descendit en Egypte pour y séjourner, car la famine pesait sur le pays.
010c0b0085	Et comme il était près d'entrer en Egypte, il dit à Saraï, sa femme: Eh bien! voici, je sais que tu es une femme belle de figure.
010c0c0086	Et il arrivera que lorsque les Egyptiens te verront, ils diront: C'est sa femme! et ils me tueront, mais à toi ils laisseront la vie.
010c0d0072	Dis donc que tu es ma sœur, afin que l'on me traite bien pour l'amour de toi, et que mon âme vive grâce à toi.
010c0e0070	Et lorsque Abram fut arrivé en Egypte, les Égyptiens virent que c'était une femme d'une très grande beauté.
010c0f007e	Et les Grands de Pharaon la virent et la vantèrent à Pharaon; et la femme fut enlevée et menée dans la demeure de Pharaon.
010c10009e	Et pour l'amour d'elle il traita bien Abram, qui eut des brebis et des bœufs et des ânes et des serviteurs et des servantes et des ânesses et des chameaux.
010c110068	Mais l'Éternel frappa Pharaon de grandes plaies ainsi que sa maison, au sujet de Saraï, femme d'Abram.
010c120080	Alors Pharaon manda Abram et lui dit: Pourquoi en as-tu agi de la sorte envers moi? pourquoi ne pas m'avouer que c'est ta femme?
010c130094	Pourquoi dire: C'est ma sœur; aussi me suis-je emparé d'elle pour en faire ma femme? Eh bien! voici, puisque c'est ta femme, prends-la et t'en va.
010c14005b	Et Pharaon lui assigna des gens, qui l'escortèrent lui et sa femme et tout ce qu'il avait.
010d010064	Et Abram remonta de l'Egypte, lui et sa femme et tout ce qu'il avait, et Lot avec lui, dans le Midi.
010d02003c	Or Abram était fort riche en troupeaux, en argent et en or.
010d03007d	Et il s'avança par stations du Midi jusqu'à Béthel, au lieu où avait été sa tente dans l'origine, entre Béthel et Aï,
010d040062	à l'emplacement de l'autel qu'il avait fait au début. Et là Abram invoqua le nom de l'Éternel.
010d050055	Et Lot aussi, qui voyageait avec Abram, avait des brebis et des bœufs et des tentes.
010d06008f	Mais la contrée ne leur suffisait pas pour y demeurer ensemble; car leurs biens étaient considérables, et ils ne pouvaient demeurer réunis.
010d0700a9	Et il y eut rixe entre les bergers des troupeaux d'Abram et les bergers des troupeaux de Lot. Or les Cananéens et les Phérésiens étaient alors établis dans le pays.
010d08008b	Et Abram dit à Lot: Il ne faut pas qu'il y ait de rixe entre moi et toi, et entre mes bergers et tes bergers; car nous sommes des frères!
010d090095	N'as-tu pas tout le pays devant toi? Sépare-toi donc de moi! Prends-tu la gauche, je prendrai la droite, prends-tu la droite, je prendrai la gauche.
010d0a00e9	Alors Lot leva les yeux et distingua tout le cercle du Jourdain, qui dans sa totalité était arrosé, avant que l'Éternel eût détruit Sodome et Gomorrhe, comme un jardin de l'Éternel, comme la terre d'Egypte du côté de Tsohar.
010d0b007c	Et Lot choisit pour lui tout le cercle du Jourdain et Lot se transporta à l'Orient; et ils se séparèrent l'un de l'autre.
010d0c0078	Abram habita le pays de Canaan, et Lot habita les villes du cercle du Jourdain, et il dressa ses tentes jusqu'à Sodome.
010d0d0058	Or les hommes de Sodome étaient méchants et excessivement pécheurs contre l'Éternel.
010d0e00b0	Et l'Éternel dit à Abram, après que Lot se fut séparé de lui: Lève donc les yeux, et du lieu où tu es, regarde au septentrion et au midi et à l'orient et à l'occident.
010d0f0063	Car tout le pays que tu vois, je veux te le donner, à toi et à ta postérité, pour l'éternité.
010d1000be	Et je rendrai ta postérité égale à la poussière de la terre, de telle sorte que s'il est possible de compter les grains de la poussière de la terre, ta postérité sera aussi comptée.
010d110055	Va et parcours le pays dans sa longueur et dans sa largeur, car je veux te le donner.
010d120097	Et Abram dressa ses tentes et fit son entrée et habita sous les chênes de Mamré, qui sont près de Hébron, et là il bâtit un autel à l'Éternel.
010e01008d	Et il arriva dans le temps de Amraphel, roi de Sinear, de Arioch, roi d'Elassar, de Kedorlahomer, roi d'Elam, et de Thideal, roi des Gentils,
010e0200b6	qu'ils firent la guerre à Berah, roi de Sodome, et à Birsah, roi de Gomorrhe, à Sineab, roi d'Adamah, et à Seméber, roi de Tseboïm, et au roi de Béla, c'est-à-dire de Tsohar.
010e030049	Tous ils se réunirent dans la vallée de Siddim (qui est la mer Salée).
010e040063	Douze ans ils avaient été asservis à Kedorlahomer, et la treizième année ils se révoltèrent.
010e0500ac	Et la quatorzième année Kedorlahomer et les rois ses alliés vinrent et défirent les Rephaïms à Astaroth-Karnaïm et les Zuzites à Ham et les Emim à Save-Kiriathaïm
