2800000008	Matáayo
28052300be	Baa karɨ mwiiláhaa kwa weerʉ tʉkʉ, sa nɨ ibambari raachwe ro lwaatirya majeo yaachwe. Baa kei, karɨ mwiiláhaa kwa múuji wa Yerusaléemu tʉkʉ, sa noo múuji wa Mʉtemi Mʉkʉʉlʉ.
2805240091	Baa kei, karɨ mwiiláhaa kwa mɨtwe yaanyu tʉkʉ, sa sɨ mʉrɨ daha valandʉla lʉjwɨ́ɨrɨ baa lʉmwɨ vii lʉve lwiirʉ au lweerʉ tʉkʉ.
28052500ae	Koonɨ mʉséire, ‘Hɨɨ,’ ɨve ‘Hɨɨ’ kɨkomi, na koonɨ mʉséire, ‘Tʉkʉ,’ ɨve ‘Tʉkʉ’ kɨkomi. Chochoosi ˆkɨrɨ lookerera ayo, chafúmaa kwa Mʉvɨ.
280526003d	Mwateera kei vyasewa, ‘Riiso kwa riiso na iyeo kwa iyeo.’
28052700b1	Maa kaa, nɨɨnɨ nɨ kʉvawyɨɨra niise, karɨ wiilóokereryaa na mʉʉntʉ mʉvɨ tʉkʉ. Koonɨ mʉʉntʉ akʉváire lʉsayya lwa kʉlʉme, mʉvarindʉrɨre na lwa kʉmooso.
2805280065	Koonɨ mʉʉntʉ akʉtwáarɨre na balásii sa asʉmʉle nkáancho yaako, mʉheere baa ikóoti raako.
2805290083	Koonɨ mʉʉntʉ akufíindirirye wiitɨɨke muriwa waachwe lʉyeendo lwa isaa rɨmwɨ, weewe itɨɨke lʉyeendo lwa masaa yavɨrɨ.
28052a006b	Mʉʉntʉ ˆyookʉloomba kɨɨntʉ, mʉheere. Koonɨ mʉʉntʉ yookʉkopa karɨ ʉmʉhéeraa moongo tʉkʉ.
28052b0055	Kei mwateera vyasewa, ‘Mweende mwiiwaako,’ na kei, ‘Mʉsʉʉle mʉvɨ waako.’
28052c006b	Maa kaa, nɨɨnɨ nɨ kʉvawyɨɨra niise, veendi vavɨ vaanyu na mʉndoovaloombera vara ˆvavatúrikiryaa,
28052d00a6	sa mwiifwaane na Taáta waanyu wa kurumwii. Sa yeeye avamʉ́rɨkɨraa mwaasʉ waachwe vavɨ na vaaja, baa kei avahéeraa mbula vawoloki na vara sɨ ˆvarɨ vawoloki.
28052e0093	Ha koonɨ mooveenda vara ˆvaveenda vii nyuunyu, nɨ kʉnáálo che mʉrɨ turya? Eri, baa vasaankanʼyi kóodi sɨ vabwéeyyaa jeyyo tʉkʉ wʉʉ?
28052f00a2	Koonɨ moovaluumbya vaanaanyu vii, nɨ kɨɨntʉ che ˆmoobweeyya ˆkiísimire na vɨɨngɨ? Amwɨ baa vaantʉ sɨ ˆvamʉmányire Mʉlʉʉngʉ vabwéeyyaa jeyyo.
280530004f	Sa jeyyo, mʉve vawoloki ja Taáta waanyu wa kurumwii viintʉ ˆarɨ mʉwoloki.
28060100cc	Mʉlaange neeja, karɨ mʉbwéeyyaa ʉwoloki waanyu mbere ja vaantʉ sa moonwe vii nɨ voovo tʉkʉ. Sa koonɨ mʉbwéeyyiirye jeyyo, sɨ mʉrɨ turya kʉnáálo fuma kwa Taáta waanyu wa kurumwii tʉkʉ.
2806020104	Weewe mpɨɨndɨ ˆwoomwaambirirya mʉkɨva, karɨ wiilʉ́ʉsaa ja vakweembi viintʉ ˆvabwéeyyaa masinagóogii na njirii tʉkʉ. Voovo vabwéeyyaa jeyyo sa vabweeyyiriwe nkongojima nɨ vaantʉ. Kɨmaarɨ noovawyɨɨra, avo vahʉmʉla turya kʉnáálo yaavo.
28060300aa	Maa kaa, weewe mpɨɨndɨ ˆwoomwaambirirya mʉkɨva, bweeyya kwa kimbiso, karɨ baa mʉkono waako wa kʉmooso ʉtaange kɨra mʉkono waako wa kʉlʉme wootʉmama tʉkʉ.
2806040062	Toola nyambirirya yaako kwa kimbiso, ne Taáta waanyu ˆoónaa yara ˆyiivisa, kʉkʉtalarya arɨ.
280605010e	Kei mpɨɨndɨ ˆmoomʉloomba Mʉlʉʉngʉ, karɨ mʉbwéeyyaa ja vakweembi tʉkʉ. Voovo veenda mʉloomba Mʉlʉʉngʉ kʉnʉ viímire masinagóogii na haantʉ njɨra ˆjalʉmanɨra, sa voonwe nɨ vaantʉ. Kɨmaarɨ noovawyɨɨra, avo vahʉmʉla turya kʉnáálo yaavo.
28060600c0	Maa kaa, weewe koonɨ wooloomba, ɨngɨra na mberii, chuunga mʉryaango, maa de ʉlʉʉsɨke na Taáta waanyu sɨ ˆoónekanaa. Ʉko, Taáta waanyu ˆoónaa yara ˆyiivisa, kʉkʉtalarya arɨ.
28060700c9	Mpɨɨndɨ ˆmoomʉloomba Mʉlʉʉngʉ, karɨ mʉlʉ́ʉsaa masáare ˆyarɨ foo ja vara sɨ ˆvamʉmányire Mʉlʉʉngʉ tʉkʉ. Voovo viiséaa Mʉlʉʉngʉ vateera arɨ sa masáare yaavo ˆyarɨ foo.
2806080072	Karɨ mʉve ja voovo tʉkʉ. Nyuunyu Taáta waanyu amányire yara ˆmoosaaka baa viintʉ ˆmʉkaarɨ kʉmʉloomba.
2806090088	Haaha, ja jei noo ˆvyeene mwasaakwa mʉndoomʉloomba Mʉlʉʉngʉ, ‘Taáta wiitʉ wa kurumwii, Irina raako rɨbweeyyiriwe nkongojima.
28060a006a	Ʉtemi waako wʉʉje. ˆCheene woosaaka kɨtʉmamwe aha weerwii, ja ˆvyeene kɨtʉ́mamwaa ʉko kurumwii.
28060b002e	Ʉtʉheere chóorya chiitʉ, cha kɨra siikʉ.
28060c0068	Ʉtʉsee ʉvɨ wiitʉ wasírire, ja ˆvyeene suusu tavaséaa vara ˆvatʉhonerya, ʉvɨ waavo wasírire.
28060d00ad	Kʉtʉrekera twɨɨngɨre na mʉtehwii tʉkʉ, maa kaa, ʉtʉlamurirye na ʉra Mʉvɨ.’ [Sa Ʉtemi, ngururu na nkongojima nɨ vyaako, kwa sikʉ ˆjisiina ʉhero. Kɨkomi.]
28060e0091	Koonɨ moovasea viivaanyu ʉvɨ waavo wasírire mpɨɨndɨ ˆvahoniirye kwaanyu, baa Taáta waanyu wa kurumwii vasea arɨ ʉvɨ waanyu wasírire.
28060f0091	Maa kaa, koonɨ sɨ moovasea viivaanyu ʉvɨ waavo wasírire, baa Taáta waanyu wa kurumwii sɨ arɨ vasea nyuunyu ʉvɨ waanyu wasírire tʉkʉ.
28061000ee	Mpɨɨndɨ ˆmookiirekya kurya, karɨ mʉfótaa visho vyaanyu ja viintʉ vakweembi ˆvabwéeyyaa tʉkʉ. Voovo vafótaa visho vyaavo sa voonwe nɨ vaantʉ viirékiirye kurya. Kɨmaarɨ noovawyɨɨra, avo vahʉmʉla turya kʉnáálo yaavo.
280611004e	Maa kaa, koonɨ weewe wiirékiirye kurya, ihake makuta mutwii na wooyye kisho,
28061200bf	sa vaantʉ vadɨɨre taanga koonɨ wiirékiirye kurya. Kwiirekya kwaako kurya kʉtaangwe vii nɨ Taáta waanyu sɨ ˆoónekanaa. Na Taáta waanyu ˆoónaa yarɨ kimbiswii, kʉkʉtalarya arɨ.
280613008f	Karɨ mukúnguulaa máari ja kɨkomi ja mberii aha weerwii kʉʉntʉ mbuuvu na kúutu ˆjisáambʉlaa tʉkʉ. Baa kei, viívi vabókaa vakiiva.
28061400b1	Kunguuli máari ja kɨkomi ja mberii mʉvɨɨke kurumwii, kʉʉntʉ mbuuvu sɨ ˆjisáambʉlaa ɨngo na kúutu sɨ ˆisáambʉlaa chʉʉ́ma. Baa kei, viívi sɨ vabókaa viive.
2806150062	Sa kʉʉntʉ máari jaako ja kɨkomi ja mberii ˆjiri, noo kʉʉntʉ mʉtɨma waako ˆʉrɨ veera.
2806160072	Riiso nɨ kɨmʉrɨ cha mʉvɨrɨ. Koonɨ riiso raako rɨrɨ nkaasʉ, mʉvɨrɨ waako woosi wavíjaa na kɨweerʉ.
28061700bd	Maa kaa, koonɨ riiso raako rasaambʉka, mʉvɨrɨ waako woosi wavéeraa kilwiiryii. Koonɨ kɨkomi kɨweerʉ ˆkɨrɨ isii yaako nɨ kilwiirya, ɨkyo kilwiirya chatʉʉnɨka maatʉkʉ vii.
28061800f2	Kusiina mʉtʉmami ˆadáhaa tʉmamɨra vasúngaati vavɨrɨ tʉkʉ. Sa mʉsʉʉla arɨ ʉmwɨ na amweende wɨɨngɨ, au mʉnyemya eende ʉmwɨ na kumuchwa eende matɨ wɨɨngɨ. Sɨ mʉrɨ daha kʉmʉtʉmamɨra Mʉlʉʉngʉ na máari tʉkʉ.
28061900f3	Noo ˆchooreka noovawyɨɨra, reki koofa sa kʉva nkaasʉ kwaanyu, che mʉrɨ kurya, che mʉrɨ kʉnywa, au sa mɨvɨrɨ yaanyu, che mʉrɨ kiivɨkɨra tʉkʉ. Eri, nkaasʉ nɨ chóorya vii wʉʉ? Na mʉvɨrɨ sɨ kʉlookya ɨngo tʉkʉ wʉʉ?
28061a00fa	Laangi ndee ja kurumwii. Joojo sɨ jiháandaa tʉkʉ, sɨ jichwíjaa tʉkʉ, na jisiina madongʼa tʉkʉ. Baa neembe nɨ jeyyo, Taáta waanyu wa kurumwii ajiríishaa. Eri, nyuunyu sɨ mʉrɨ vakʉ́ʉ́lʉ miiswii yaachwe kʉlookya ndee tʉkʉ wʉʉ?
28061b0067	Nɨ ani kʉrɨ nyuunyu so manyɨka kwaachwe ifaanaa oongererye nkaasʉ yaachwe kwa sáa baa ɨmwɨ vii?
28061c008c	Sa che kwiitweetya sa ɨngo? Laangi, malʉva ya iwundii ˆvyeene yadeda. Yooyo sɨ yatʉ́mamaa tʉkʉ, baa kei, sɨ yachúmaa ɨngo tʉkʉ.
28061d008a	Kɨmaarɨ kaa noovawyɨɨra, baa mʉtemi Solomóoni na nkongojima yaachwe yoosi, sɨ arwɨɨkwa vyabooha ja rɨmwɨ ra malʉva ayo tʉkʉ.
28061e00da	Haaha koonɨ Mʉlʉʉngʉ ayarwɨ́ɨkaa masaambɨ ya iwundii aya ˆyavíjaa isikʉ na lomʉtóondo yakafweitɨrwa na iviivii, sɨ arɨ varwɨɨka nyuunyu kʉlookya ayo tʉkʉ wʉʉ? Eri, sa che mumurúmaa kiduudi jei?
28061f006d	Sa jeyyo, reki kwiitweetya kʉnʉ moosea, ‘Che tʉrɨ kurya? Che tʉrɨ kʉnywa? Che tʉrɨ kiivɨkɨra?’
280620008f	Sa vaantʉ sɨ ˆvamʉmányire Mʉlʉʉngʉ noo viitwéetyaa sa viintʉ ivi vyoosi. Kwaanyu Taáta waanyu wa kurumwii amányire visaaka mwiise.
2806210056	Haaha, nyuunyu saakiri ta Ʉtemi na ʉwoloki waachwe na ayo yoosi koongereriwa mʉrɨ.
280622007f	Sa jeyyo, reki kwiitweetya sa lomʉtóondo, sa lomʉtóondo kwiijʉʉwɨkɨra ɨrɨ yoongʼeene. Uturikiri wa isikʉ wakiimana.
280701005d	Karɨ mʉvalámʉrɨraa vɨɨngɨ tʉkʉ, sa nyuunyu mʉdɨɨre lamʉrɨrwa nɨ Mʉlʉʉngʉ.
28070200a1	Sa ja ˆvyeene moovalamʉrɨra vɨɨngɨ, noo ˆvyeene baa nyuunyu mʉrɨ lamʉrɨrwa. Kei kipíimo ˆmupíimɨraa vɨɨngɨ, noo baa nyuunyu ˆmʉrɨ piimɨrwa.
280703006f	Sa che woolaanga kajʉla ˆkarɨ riiswii ra mwaanaanyu, na ʉlɨ sɨ wookoona mpóngoola ˆɨrɨ riiswii raako?
2807040097	Joolɨ ʉrɨ daha mʉsea mwaanaanyu, ‘Mwanawiitʉ, tʉʉla nɨkʉseyye kajʉla riiswii raako,’ na kʉnʉ weewe ˆʉrɨ na mpóngoola riiswii raako?
2807050085	Weewe mʉkweembi! Seyya ta mpóngoola riiswii raako, aho, maa de ʉdahe koona neeja na ʉseyye kajʉla ˆkarɨ riiswii ra mwaanaanyu.
28070600dd	Karɨ mʉhéeraa kúri viintʉ viija tʉkʉ, na karɨ mʉwʉ́mɨraa nkaamba lúulu jaanyu tʉkʉ. Sa koonɨ mʉbwéeyyiirye jeyyo, nkaamba jilwaata jiri na viiji vyaavo na kúri vavalandʉkɨra jiri jivangʼenyengʼenye.
280707006b	Loombi, naanyu heewa mʉrɨ, saakiri, naanyu turya mʉrɨ, luumbyi mʉryaangwii, naanyu yʉʉrɨrwa mʉrɨ.
2807080074	Sa kɨra ˆalóombaa, ahéewaa, na ʉra ˆasáakɨraa, atúryaa, na ʉra ˆalúumbyaa mʉryaangwii, ayʉ́ʉrɨrwaa.
280709005b	Nɨ ani kʉrɨ nyuunyu koonɨ mwaana waachwe amʉlóombire mʉkáate, ˆarɨ mʉheera iwye?
28070a003d	Au koonɨ mwaana amʉlóombire soompa, ˆarɨ mʉheera njoka?
28070b00e8	Koonɨ nyuunyu baa neembe mʉrɨ vavɨ, mʉmányire kʉvaheera vaana vaanyu viintʉ ˆvyabooha, eri, Taáta waanyu wa kurumwii sɨ arɨ bweeyya vyabooha kʉlookya ivyo ko vaheera viintʉ ˆvyabooha vara ˆvamʉlóombaa tʉkʉ wʉʉ?
28070c006e	Sa chochoosi ˆmoosaaka mʉtʉmamɨrwe nɨ vaantʉ, nyuunyu vatʉmamiri. Ɨyo noo Miiro na valáali na mʉtwe.
28070d0099	Ingiri na mʉryaango ˆwafinya. Sa njɨra nɨ yawarɨha na mʉryaango nɨ wawarɨha ˆvyatamanya na imalwii, na ˆvɨɨ́ngɨraa na ʉko nɨ ˆvarɨ foo.
28070e008d	Maa kaa, njɨra ˆɨdómaa na nkaaswii yafafa, na mʉryaango wo kɨɨngɨrɨra na ʉko wafinya. Na vaantʉ ˆvatáangaa njɨra ɨyo nɨ vake.
28070f009a	Mʉlaange neeja valáali na mʉtwe va ʉloongo. Voovo vʉʉ́jaa na kwaanyu viivɨ́kɨɨre mɨmberʉ ya muundi, maa kaa, isii yaavo nɨ mbʉʉjɨ nkarɨ.
2807100091	Avo, vataanga mʉrɨ kwa nteendo jaavo. Eri, vaantʉ vatʉ́ʉndaa sabíibu mihuungii wʉʉ? Bakʉ vatʉ́ʉndaa saambu matʉʉnga mpichii wʉʉ?
2807110061	Viivyo, mʉtɨ mʉʉja watʉ́ʉngaa ndɨɨwa njija na mʉtɨ mʉvɨ watʉ́ʉngaa ndɨɨwa mbɨ.
2807120070	Mʉtɨ mʉʉja sɨ watʉ́ʉngaa ndɨɨwa mbɨ tʉkʉ, na mʉtɨ mʉvɨ sɨ watʉ́ʉngaa ndɨɨwa njija tʉkʉ.
280713005c	Kɨra mʉtɨ sɨ ˆʉtʉ́ʉngaa ndɨɨwa njija, temwa ʉrɨ na fweitɨrwa ʉrɨ na iviivii.
280714002c	Sa jeyyo, vataanga mʉrɨ kwa nteendo jaavo.
28071500c3	Sɨ kɨra mʉʉntʉ ˆaanyánɨrɨraa ‘Mʉkʉ́lʉ, Mʉkʉ́lʉ’ ˆarɨ kɨɨngɨra Ʉtemii wa Kurumwii tʉkʉ, maa kaa, nɨ ʉra vii ˆatʉ́mamaa ˆmeene Taáta waanɨ wa kurumwii asáakaa.
28071600f3	Sikʉ ya ʉlamu ˆvarɨ foo kʉʉnsea varɨ, ‘Mʉkʉ́lʉ, Mʉkʉ́lʉ, sɨ talʉʉsáa ʉláali na mʉtwe kwa irina raako tʉkʉ wʉʉ? Kei, sɨ kwa irina raako taseyyáa mirimʉ mɨvɨ na tabweeyyáa myuujíisa ˆɨrɨ foo tʉkʉ wʉʉ?’
2807170092	Aho, nɨɨnɨ vasea ndɨrɨ baa visa tʉkʉ, ‘Sɨ navamányire nyuunyu baa kiduudi vii tʉkʉ. Isunki mbere yaanɨ, nyuunyu ˆmuwúnaa miiro.’
28071800a0	Sa jeyyo, mʉʉntʉ yoyoosi ˆayatéeraa masáare yaanɨ no yakwaatya, iifwɨ́ɨne na mʉʉntʉ ˆarɨ na tooti, ˆmweene ajeenga nyuumba yaachwe mwaalaliwyii.
28071900c8	Mbula ˆɨkavae, maboote yakamema maaji mpaka yakamoola, ihúmbuuto na maaji vikʉʉja, vikakʉndʉla nyuumba, nyuumba baa sɨ yaawya tʉkʉ sa viintʉ mwaariryo waachwe ʉjáa wajeengwa mwaalaliwyii.
28071a008f	Na mʉʉntʉ yoyoosi ˆayatéeraa masáare yaanɨ baa yakwaatya tʉkʉ, ʉwo iifwɨ́ɨne na mʉhoho ˆmweene ajeenga nyuumba yaachwe isaárii.
28071b0085	Mbula ˆɨkavae, maboote yakamema maaji mpaka yakamoola, ihúmbuuto na maaji vikʉʉja, vikakʉndʉla nyuumba mpaka ɨkawya kacha.”
28071c006b	Yéesu ˆakahʉmʉle kʉlʉʉsa masáare aya, mpuka ya vaantʉ ɨkava yoohwaalariwa nɨ ʉvariyuli waachwe.
28071d005d	Yeeye akiindyáa ja mʉʉntʉ ˆarɨ na wiimiriri, na sɨ ja vakiindya vaavo va Miiro tʉkʉ.
2808010047	Yéesu ˆakakiime fuma luulwii, mpuka nkʉʉlʉ ya vaantʉ ɨkamutuuba.
280802007f	Mʉʉntʉ ʉmwɨ ajáa na ʉlóónda akamwiinamɨra yoosea, “Aaɨ, koonɨ woosaaka, ifaanaa ʉkaanjirʉla ndwáala yaanɨ.”
280803007e	Yéesu akawolola mʉkono waachwe, akamʉsaasya, kʉnʉ yoosea, “Noosaaka, ujirʉlwe!” Hahara, ʉlóónda waachwe ʉkahola.
28080400f1	Aho, Yéesu akamʉsea, “Karɨ umuwyɨ́ɨraa mʉʉntʉ yoyoosi isáare ɨrɨ tʉkʉ, maa kaa, tamanya ukiiyonekye kwa mweeneɨsɨ wa Ijʉva, ʉtoole na mpóryo yo jirʉlwa, ja ˆvyeene Mʉ́sa alairirya, sa vataange kɨmaarɨ ʉhórire.”
280805009d	Mpɨɨndɨ Yéesu ˆajáa ɨɨ́ngɨɨre múujii wa Kaperenáumu, mʉkʉ́ʉ́lʉ ʉmwɨ wa valwi nkoondo akʉʉja na kʉrɨ Yéesu, maa akiilomboola yoosea,
2808060078	“Ee Aaɨ, mʉtʉmami waanɨ nɨ mʉlwɨ́ɨrɨ, akwíire iyandiyandi, atɨɨte makuundi ˆyahʉʉmba maatʉkʉ vii.”
280807002f	Yéesu akamʉsea, “Doma niise noomʉhorya.”
28080800ce	Maa kaa, ʉra mʉkʉ́ʉ́lʉ wa valwi nkoondo akamʉsea Yéesu, “Ee Aaɨ, nɨɨnɨ sɨ navalwa nɨɨma neeja kʉkʉteengya na nyuumbii kwaanɨ tʉkʉ. Lʉʉsa isáare vii, na mʉtʉmami waanɨ hola arɨ.
2808090106	Sa baa nɨɨnɨ nɨ mʉʉntʉ ˆnavɨɨkwa ɨsɨ ya wiimiriri, baa kei natɨɨte valwi nkoondo ɨsɨ yaanɨ. Koonɨ namʉséire ʉhʉ ‘Doma,’ adómaa na wɨɨngɨ ‘Ʉja,’ ʉʉ́jaa. Koonɨ namʉséire mʉtʉmami waanɨ ‘Bweeyya ɨkɨ,’ abwéeyyaa.”
28080a00b9	Yéesu ˆakateere masáare ayo, akahwaalala, maa akɨɨsea ɨra mpuka ˆyamutuubáa, “Kɨmaarɨ noovawyɨɨra, sɨ nɨnoona kuruma ja ʉkʉ kwa mʉʉntʉ yoyoosi wa Isiraéeli tʉkʉ!
28080b00b9	Nɨ kʉvawyɨɨra niise, vaantʉ ˆvarɨ foo kʉʉja varɨ fuma itʉʉmba na ʉsweero, na kiikala varɨ ngovii hamwɨ na Aburaháamu, Isaka na Yaakúupu kurya ngovi Ʉtemii wa Kurumwii.
28080c0082	Maa kaa, vaana va Ʉtemi, fweitɨrwa varɨ na weerwii haantʉ ˆharɨ na kilwiirya, ʉko kʉva kʉrɨ na kɨrɨro no sha mayeo.”
28080d00a8	Aho, Yéesu akamʉsea ʉra mʉkʉ́ʉ́lʉ wa valwi nkoondo, “Tamanya na kaayii, na vive kwaako, ja kuruma kwaako.” Mpɨɨndɨ ɨʼɨra, mʉtʉmami waachwe akahola.
28080e007b	Yéesu akatamanya na kaayii kwa Peéteri, ˆakafike, akamʉshaana mʉkwɨ wa Peéteri ajáa nchiirii aváirwe nɨ ndwáala.
28080f0068	Aho, akamʉsaasya mʉkono, na hahara akahola ɨra ndwáala yaachwe, akiinʉka, maa akaanda vatʉmamɨra.
28081000b0	Mwaasʉ noo kʉtʉmɨra, vaantʉ ˆvajáa na mirimʉ mɨvɨ vakareetwa na kʉrɨ Yéesu, yeeye kwa isáare raachwe akiikibirya mirimʉ mɨvɨ na akavahorya valwɨ́ɨrɨ voosi.
2808110092	Abweeyya jeyyo, sa isáare ra Isáaya mʉláali na mʉtwe rikiimane, “Yeeye mweeneevyo asʉmʉla teketeke yiitʉ, na avereka ndwáala jiitʉ.”
280812007b	Yéesu ˆakoone mpuka ya vaantʉ yoomʉrɨɨngɨrɨra, maa akalairirya vapooji vaachwe vafɨrɨre ne na nyambʉko ya iriva.
2808130095	Aho, mukiindya wa Miiro ya Mʉlʉʉngʉ akʉʉja na kʉrɨ Yéesu, maa akamʉsea, “Mukiindya, kukutuuba ndɨrɨ na haantʉ hohoosi ˆʉrɨ doma.”
28081400a9	Yéesu akamʉsea, “Mʉʉnjʉ jatɨɨte viláalo mpáángii, na ndee jatɨɨte vivururu, maa kaa, Mwaana wa Mʉʉntʉ asiina baa ho laarya mʉtwe waachwe vii tʉkʉ.”
280815005a	Aho, ʉmwɨ wa vapooji vaachwe akamʉsea, “Aaɨ mʉkʉ́lʉ, reka ta nkataahe taáta.”
2808160063	Maa kaa, Yéesu akamʉsea, “Ntuuba, reka vaantʉ ˆvaakwya vataahe vaantʉ ˆvaakwya viivaavo.”
280817003c	Aho, Yéesu akaambʉka mashʉ́wa hamwɨ na vapooji vaachwe.
28081800aa	Koonka, kʉkava na ihúmbuuto ˆradalavadalaava irivii, mapúunta yakaanda wɨɨkɨra mashʉ́wa kende ɨnyɨmɨre. Mpɨɨndɨ ɨyo, Yéesu ajáa alɨ́ɨre anyéyyiirye.
2808190068	Vapooji vaachwe vakadoma noo mwiinukya voosea, “Mʉkʉ́lʉ! Mʉkʉ́lʉ! Tʉlamurirye, sira tiise!”
28081a00b7	Yéesu akavasea, “Nyuunyu ˆmurúmaa kiduudi, sa che mookoofa?” Aho, akiinʉka, akarɨdalavya ihúmbuuto na yara mapúunta. Ihúmbuuto rɨkakirinya sawu, na maaji yakatʉʉla tʉ.
28081b0080	Vapooji vaachwe vakahwaalala, vakaanda kiiyurya voosea, “Ʉhʉ nɨ mʉʉntʉ che? Baa ihúmbuuto na mapúunta vyoomʉteera?”
28081c0102	Yéesu na vapooji vaachwe vakafɨrɨra iriva fʉʉrʉ ɨsɨ ya Vageráasi. Ʉko akalʉmana na vaantʉ vavɨrɨ ˆvarɨ na mirimʉ mɨvɨ voofuma mbiríírii. Avo vaantʉ vajáa vahʉʉmba maatʉkʉ vii, kusiina mʉʉntʉ ˆakwáatɨraa na ɨyo njɨra tʉkʉ.
28081d00a4	Vakatʉla isóso voosea, “Nɨ che woosaaka kʉrɨ suusu weewe Mwaana wa Mʉlʉʉngʉ? Wuújire noo tuturikirya baa mpɨɨndɨ ˆyasaawʉlwa sɨ ɨnafika wʉʉ?”
28081e004c	Haaha, heehi na aho haantʉ, kʉjáa kwatɨɨte ufya wa nkaamba ˆjooriisha.
28081f007c	Mirimʉ mɨvɨ ikiilomboola kʉrɨ Yéesu, yoosea, “Koonɨ wootukibirya, tʉrekere tʉkɨɨngɨre ʉra ufya wa nkaamba.”
28082000e5	Aho, Yéesu akɨɨsea, “Domi!” Ɨra mirimʉ mɨvɨ ɨkafuma kwa vara vaantʉ, maa ɨkadoma noo kɨɨngɨra nkaamba. Ufya woosi wa nkaamba ʉkagɨrɨtɨra na kɨwoongwii, maa jikabʉrʉkɨra na irivii, na joosi vʉʉ jikakwya.
28082100f9	Varíisi va jira nkaamba vakakʉʉrɨka itɨ́ɨjo, vakatwaala mʉlomo kwa vaantʉ ˆvajáa múujii, vakɨɨta noo vawyɨɨra masáare yoosi ˆyajáa yafʉ́mɨɨre, baa na kɨra ˆkɨjáa chafʉ́mɨɨre kwa vara vaantʉ ˆvajáa na mirimʉ mɨvɨ.
2808220069	Vaantʉ voosi va ʉra múuji vakadoma noo lʉmana na Yéesu, ˆvakamoone, vakamʉloomba alooke aho meevo.
2809010062	Yéesu akɨɨngɨra mashúwii, akafɨrɨra iriva ra Galiláaya, maa akahɨndʉka na múujii meevo.
28090200d9	Vaantʉ vamwɨ, vakamʉretera mʉʉntʉ ˆaakwya iyandiyandi, aláariiwe ndirii yaachwe. Yéesu ˆakoone kuruma kwaavo, akamʉsea ʉra ˆaakwya iyandiyandi, “Mwaana waanɨ, iheere mʉtɨma! Ʉvɨ waako wasírire.”
280903007a	Vamwɨ va vakiindya va Miiro ˆveene vajáa aho, vakiiwyɨɨra jei, “Ʉhʉ mʉmaka yoomʉhɨɨntɨkɨra Mʉlʉʉngʉ!”
2809040061	Yéesu akataanga miiririkano yaavo, maa akavuurya, “Sa che mookiiririkana mavɨ mitimii yaanyu?
2809050079	Nɨ kɨrɨkwɨ noo chaangʉ kʉlookya myeewe, kʉmʉsea, ‘Ʉvɨ waako wasírire,’ au kʉmʉsea, ‘Inʉka, yeenda’?
28090600de	Haaha noosaaka mʉtaange Mwaana wa Mʉʉntʉ atɨɨte wiimiriri aha weerwii wo sea vaantʉ ʉvɨ waavo wasírire.” Aho, akamʉsea ʉra mʉʉntʉ ˆaakwya iyandiyandi, “Inʉka, toola ndɨrɨ yaako, tamanya na kaayii.”
280907003c	Ʉra mʉʉntʉ akiinʉka, maa akatamanya na kaayii kwaachwe.
2809080092	Ɨra mpuka ya vaantʉ ˆɨjáa aho ˆvakoone ayo, vakakwaatwa nɨ woowa kʉnʉ voomʉdʉʉmba Mʉlʉʉngʉ ˆavahéeraa vaantʉ wiimiriri ja ʉwo.
28090900e3	Mpɨɨndɨ Yéesu ˆalookáa fuma ʉko, ajáa oona mʉʉntʉ ʉmwɨ iíkyɨɨre kɨvaandii cho rɨhɨra kóodi. Ʉhʉ mʉʉntʉ irina raachwe noo Matáayo asewáa. Yéesu akamʉsea, “Ntuuba.” Ne akiinʉka akamutuuba Yéesu.
28090a00aa	Mpɨɨndɨ Yéesu ˆarijáa kaayii kwa Matáayo, vasaankanʼyi kóodi na vaduwalo ˆvarɨ foo vakʉʉja. Avo vakiikala kurya chóorya hamwɨ na Yéesu na vapooji vaachwe.
28090b0086	Mafarisáayo ˆvakoone jeyyo, maa vakavasea vapooji vaachwe, “Sa che mukiindya waanyu yoorya na masaankanʼyi kóodi na maduwalo?”
28090c008b	Yéesu ˆakateere jeyyo, maa akasea, “Vaantʉ ˆvarɨ nkaasʉ sɨ vasáakaa mwaanga tʉkʉ, maa kaa, valwɨ́ɨrɨ noo vasáakaa mwaanga.
28090d00e1	Haaha tamanyi mukiikiindye aya masáare ˆcheene yalʉʉsa, ‘Noosaaka riiso ra wʉʉja, na sɨ mpóryo jaanyu tʉkʉ.’ Sɨ nʉʉja joo kaanɨrɨra vaantʉ ˆviiyónaa nɨ vawoloki tʉkʉ, nʉʉja joo kaanɨrɨra vavɨ.”
28090e00ae	Haaha, vapooji va Yooháani vajáa vadoma na kʉrɨ Yéesu, maa vakamuurya, “Sa che suusu na Mafarisáayo twiirékyaa kurya, maa kaa, vapooji vaako sɨ viirékyaa kurya?”
28090f00e7	Yéesu akavasea, “Vaantʉ ˆvaláarikirwe na ngovii joolɨ varɨ rɨra no myaa mpɨɨndɨ ˆvarɨ hamwɨ na mweenengovi? Mpɨɨndɨ kʉʉja jiri, sikʉ ijo mweenengovi sʉmʉlwa arɨ fuma kwaavo, na aho noo varɨ kwiirekya kurya.
