2800000007	Matteus
28080c0085	Sen sijaan monet valitun kansan jäsenet, joille valtakunta oli valmistettu, heitetään pimeään, itkun ja kärsimyksen paikkaan.»
28080d007f	Sitten Jeesus sanoi roomalaiselle upseerille: »Mene kotiin! Se, mitä uskoit, on tapahtunut.» Sillä hetkellä sairas parani.
28080e004c	Jeesus tuli Pietarin kotiin. Tämän anoppi oli vuoteessa kovassa kuumeessa.
28080f0063	Kuume laski heti, kun Jeesus kosketti sairaan kättä. Tämä nousi terveenä valmistamaan ateriaa.
2808100097	Samana iltana Jeesuksen luo tuotiin monia ihmisiä, joita pahat henget pitivät vallassaan. Jeesuksen tarvitsi sanoa vain sana, niin henget lähtivät.
2808110063	Jesajan ennustus toteutui: »Hän otti kantaakseen meidän sairautemme ja kärsi meidän kipumme.»
280812007d	Kun Jeesus huomasi, että ihmisjoukko paisui yhä suuremmaksi, hän pyysi oppilaitaan olemaan valmiina soutamaan järven yli.
2808130061	Eräs juutalaisten lain tuntija tuli silloin sanomaan: »Opettaja, seuraan sinua minne tahansa!»
280814006e	Jeesus vastasi: »Ketuilla on luolat ja linnuilla pesät, mutta minulla, Ihmisen Pojalla, ei ole omaa kotia.»
2808150066	Eräs Jeesuksen oppilaista sanoi: »Haluaisin ensin haudata isäni ja lähteä sitten vasta mukaasi.»
2808160079	Hänelle Jeesus vastasi: »Lähde sinä vain heti minun mukaani! Anna hengellisesti kuolleiden haudata omat kuolleensa.»
280817007b	Tämän jälkeen Jeesus astui veneeseen ja lähti oppilaidensa kanssa ylittämään järvenselkää. Matkalla hän nukahti.
2808180043	Äkkiä nousi raivoisa myrsky. Aallot löivät veneen laitojen yli.
280819006a	Oppilaat menivät herättämään Jeesuksen. »Herra, pelasta meidät, mehän hukumme!» he hätäilivät.
28081a00a4	Jeesus vastasi: »Voi miten vähän teillä on uskoa! Miksi olette niin peloissanne?» Hän nousi ja moitti tuulta ja aaltoja. Ne asettuivat, ja tuli aivan tyyntä.
28081b007d	Oppilaat hämmästyivät suunnattomasti. He miettivät: »Kuka Jeesus oikein on, kun tuuli ja aallotkin häntä tottelevat?»
28081c00e5	He pääsivät järven toiselle puolelle gadaralaisten alueelle. Kaksi demonien vaivaamaa miestä tuli heitä vastaan. Miehet elivät hautaluolissa ja olivat niin väkivaltaisia, ettei kukaan uskaltanut mennä heidän lähelleen.
28081d008d	He alkoivat huutaa Jeesukselle: »Mitä sinä meistä oikein tahdot, Jumalan Poika? Sinulla ei ole mitään oikeutta vielä kiusata meitä.»
28081e0027	Lähistöllä oli sikalauma laitumella.
28081f0057	Pahat henget pyysivät: »Jos ajat meidät pois, lähetä meidät tuohon sikalaumaan.»
2808200087	»Hyvä on», Jeesus sanoi. »Menkää!» Henget siirtyivät miehistä sikoihin. Koko lauma syöksyi jyrkänteeltä järveen ja hukkui.
2808210058	Paimenessa olleet miehet juoksivat kaupunkiin pakoon ja kertoivat siellä tapahtuneesta.
2808220081	Kaikki kaupungin asukkaat tulivat katsomaan Jeesusta. He pyysivät häntä lähtemään muualle ja jättämään heidät rauhaan.
2809010049	Jeesus nousi veneeseen ja meni järven yli kotikaupunkiinsa Kapernaumiin.
28090200b1	Pian hänen luokseen kannettiin matolla liikuntakyvytön mies. Kun Jeesus näki tulijoiden uskon, hän sanoi sairaalle: »Älä ole murheissasi. Olen antanut syntisi anteeksi.»
2809030075	»Tuohan on jumalanpilkkaa», mutisivat jotkut juutalaisten uskonnolliset johtajat. »Mies puhuu kuin olisi Jumala.»
2809040056	Jeesus tiesi, mitä he ajattelivat, ja kysyi: »Miksi teillä on niin pahat ajatukset?
280905004a	Eikö ole vaikeampaa antaa hänen syntinsä anteeksi kuin parantaa hänet?
28090600da	Mutta minä todistan teille, että minulla on valta täällä maan päällä antaa syntejä anteeksi» – ja Jeesus kääntyi sanomaan halvaantuneelle miehelle: »Nouse, kääri makuumattosi kokoon ja lähde kotiin!»
280907002b	Mies todellakin hyppäsi pystyyn ja lähti!
280908007f	Kansanjoukko pelästyi nähdessään, mitä tapahtui. Se alkoi kiittää Jumalaa, joka oli antanut ihmiselle tuollaisen vallan.
28090900bc	Kun Jeesus jatkoi matkaansa, hän näki tulliasemalla Matteuksen, joka istui kojussaan keräämässä veroa. »Tule minun oppilaakseni», Jeesus sanoi. Matteus lähti heti hänen mukaansa.
28090a007b	Myöhemmin Jeesus meni oppilaineen aterialle Matteuksen kotiin. Vieraiden joukossa oli myös monia huonomaineisia ihmisiä.
28090b008e	Fariseukset olivat närkästyneitä. He kysyivät Jeesuksen oppilailta: »Miksi teidän opettajanne seurustelee tuollaisten ihmisten kanssa?»
28090c0067	Jeesus vastasi itse: »Sen tähden, etteivät terveet lääkäriä tarvitse! Mutta sairaat tarvitsevat.
28090d0116	Miettikääpä tämän raamatunkohdan merkitystä:’En minä välitä teidän uhreistanne enkä lahjoistanne vaan siitä, miten kohtelette lähimmäistänne.’ Olen tullut maan päälle etsimään syntisiä ja johdattamaan heitä Jumalan luo – en murehtimaan hyvien takia.»
28090e0095	Johannes Kastajan oppilaat tulivat eräänä päivänä kysymään Jeesukselta: »Miksi sinun oppilaasi eivät paastoa niin kuin fariseukset ja me?»
28090f00a7	Jeesus kysyi: »Pitäisikö sulhasen ystävien surra ja paastota, kun sulhanen on heidän kanssaan? Minut kyllä otetaan vielä heiltä pois. Silloin on aika paastota.
280910006b	Kukaan ei paikkaa vanhaa vaatetta kutistamattomalla tilkulla. Silloinhan vaate repeäisi entistä pahemmin.
28091100c7	Kuka panisi uutta viiniä vanhaan nahkaleiliin? Vanha nahka ei kestäisi painetta, vaan repeäisi ja viini valuisi maahan. Uusi viini pannaan tuoreisiin nahkaleileihin. Silloin molemmat säilyvät.»
28091200de	Jeesuksen puhuessa tuli paikalle synagogan johtaja. Hän kumarsi Jeesuksen edessä kunnioittavasti ja sanoi: »Pieni tyttäreni kuoli juuri. Mutta sinä voit herättää hänet uudestaan eloon, jos vain kosketat häntä.»
280913002d	Jeesus lähti oppilaineen kohti miehen kotia.
28091400c6	Matkalla eräs nainen koski takaapäin Jeesuksen viitan tupsua. Nainen oli sairastanut kaksitoista vuotta verenvuototautia ja uskoi, että jos hän koskettaisi edes Jeesuksen viittaa, hän paranisi.
2809160089	Jeesus kääntyi. »Ystäväni, kaikki on hyvin», hän sanoi naiselle. »Uskosi on parantanut sinut.» Nainen oli siitä lähtien terve.
280917007c	Jeesus tuli nyt synagogan johtajan kotiin. Siellä soitettiin hautajaismusiikkia, ja talo oli täynnä häliseviä ihmisiä.
280918006c	Jeesus sanoi: »Menkää pois! Tyttö ei ole kuollut, hän vain nukkuu.» Hänelle naurettiin pilkallisesti.
2809190093	Kun ihmiset lopulta oli saatu ulos, Jeesus meni pikkutytön vuoteen viereen ja tarttui hänen käteensä. Tyttö nousi silloin terveenä seisomaan.
28091a003f	Tästä ihmeellisestä tapahtumasta levisi tieto koko alueelle.
28091b007d	Kun Jeesus lähti tytön kotoa, kaksi sokeaa miestä kulki hänen perässään. »Daavidin Poika, auta meitä!» he huusivat.
28091c00af	Jeesus poikkesi erääseen taloon. Sokeat tulivat perässä, ja Jeesus kysyi heiltä: »uskotteko, että voin parantaa teidän sokeutenne?» »Kyllä uskomme», he vastasivat.
28091d005e	Silloin Jeesus kosketti heidän silmiään ja sanoi: »Tapahtukoon sitten niin kuin uskotte.»
28091e005f	Yhtäkkiä he näkivät. Jeesus pyysi vakavasti, että he eivät puhuisi asiasta kenellekään.
28091f0036	Siitä huolimatta he kertoivat Jeesuksesta kaikkialla.
2809200051	Seuraavaksi Jeesus tapasi miehen, jonka paha henki oli tehnyt puhekyvyttömäksi.
2809210099	Kun Jeesus ajoi hengen pois, mies alkoi heti puhua. Kansanjoukko kummasteli. Ihmiset sanoivat, etteivät olleet eläessään nähneet mitään vastaavaa.
2809220098	Fariseukset väittivät: »Hänen täytyy itse olla pahojen henkien vallassa, kun hän voi ajaa henkiä pois. Hän saa varmasti voimansa paholaiselta!»
28092300bc	Jeesus kulki alueen kaikkien kaupunkien ja kylien läpi, opetti juutalaisten synagogissa ja julisti hyvää uutista Jumalan valtakunnasta. Joka paikassa hän paransi kaikenlaisia sairaita.
28092400bf	Hänen kävi sääli ihmisiä, kun hän näki heidän tulevan hänen luokseen. Heillä oli monia vaikeuksia eivätkä he tienneet, mistä saisivat apua. He olivat kuin lampaat ilman paimenta.
280925004a	»Satoa on paljon, mutta työväkeä vähän», Jeesus sanoi oppilailleen.
2809260080	»Rukoilkaa häntä, joka on vastuussa sadonkorjuusta. Pyytäkää häntä lähettämään pelloille lisää työntekijöitä.»
280a01007e	Jeesus kutsui kaksitoista oppilastaan luokseen ja antoi heille voiman ajaa pois pahoja henkiä ja parantaa kaikkia sairauksia.
280a020077	Oppilaat olivat Simon, jota sanottiin myös Pietariksi, hänen veljensä Andreas, Sebedeuksen pojat Jaakob ja Johannes,
280a03006c	Filippus, Bartolomeus, Tuomas, veronkantaja Matteus, Alfeuksen poika Jaakob, Taddeus, vapautusliikkeen mies,
280a040032	Simon sekä Juudas Iskariot, joka petti Jeesuksen.
280a05005a	Jeesus valmisti oppilaitaan matkalle: »Älkää menkö pakanoiden tai samarialaisten luo,
280a06003d	vaan israelilaisten luo. He ovat Jumalan kadonneita lampaita.
280a070044	Ilmoittakaa heille, että Jumalan valtakunta on nyt hyvin lähellä.
280a0800a2	Parantakaa sairaita, herättäkää kuolleita, puhdistakaa lepratautisia ja ajakaa ihmisistä pahoja henkiä. Antakaa ilmaiseksi niin kuin olette itsekin saaneet!
280a09009c	Älkää ottako mukaanne rahaa, eväslaukkua, ylimääräisiä vaatteita, kenkiä tai edes matkasauvaa. Ne ihmiset, joita autatte, pitävät teistä huolta.
280a0b009b	Kun tulette johonkin kaupunkiin tai kylään, etsiytykää kotiin, joka ottaa teidät vastaan, ja asukaa siellä siihen asti, kunnes on aika jatkaa matkaa.
280a0c0057	Tullessanne taloon toivottakaa siunausta ja osoittakaa ystävällisyyttä talonväelle.
280a0d0072	Jos teidät otetaan siellä vastaan, teidän siunauksenne tulee kodille – ellei, niin siunauksenne palaa teille.
280a0e007c	Jos teitä ei oteta vastaan jossakin kaupungissa tai kodissa, pudistakaa paikan tomut jaloistanne ja lähtekää eteenpäin.
280a0f0045	Tuomiopäivänä on Sodomalla ja Gomorrallakin helpompaa kuin sillä.
280a10006c	Lähetän teidät kuin lampaat susien keskelle. Olkaa harkitsevia kuin käärme ja viattomia kuin kyyhkynen.
280a11005b	Pitäkää varanne, sillä teitä vangitaan, viedään oikeuteen ja ruoskitaan synagogissa.
280a1200a2	Minun takiani joudutte maaherrojen ja hallitsijoiden kuulusteltaviksi. Silloin saatte tilaisuuden kertoa minusta heille – ja samalla todistatte koko maailmalle.
280a130088	Kun teidät pidätetään, älkää olko huolissanne siitä, mitä sanoisitte oikeudessa. Teille annetaan oikeat sanat oikeana hetkenä.
280a140059	Teidän ei tarvitse itse osata puhua, vaan Jumalan Henki puhuu teidän välityksellänne.
280a150085	Veli ilmiantaa veljensä ja isät lähettävät lapsensa kuolemaan. Lapset nousevat vanhempiaan vastaan ja vievät heidät kuolemaan.
280a16006e	Kaikki vihaavat teitä siksi, että olette minun omiani. Mutta jokainen, joka kestää loppuun asti, pelastuu.
280a170098	Kun teitä vainotaan jossakin kaupungissa, paetkaa toiseen. Tulen takaisin, ennen kuin olette ehtineet viedä ilosanoman kaikkiin Israelin kaupunkeihin!
280a180044	Oppilas ei ole suurempi opettajaansa eikä palvelija isäntäänsä.
280a19009e	Oppilas saa saman kohtalon kuin opettajansa. Palvelijan käy samalla tavoin kuin isäntänsä. Jos minua on sanottu paholaiseksi, varmasti teitäkin sanotaan.
280a1a006c	Älkää pelätkö ihmisten uhkailuja. Totuus paljastuu aikanaan, ja vastustajienne salajuonet tulevat ilmi.
280a1b0087	Kertokaa ihmisille päivän tultua se, minkä sanon teille nyt, kun vielä on hämärä. Julistakaa katoilta, mitä kuiskaan korvaanne.
280a1c00c6	Älkää pelätkö ihmisiä, jotka voivat tappaa ruumiinne, mutta eivät voi viedä teiltä ikuista elämää. Pelätkää sen sijaan Jumalaa, joka voi sulkea kadotukseen sekä sielun että ruumiin.
280a1d005f	Mikä on varpusen hinta? Puoli penniä? Yksikään lintu ei putoa maahan Isänne tietämättä.
280a1e0023	Hän jopa tietää hiustenne luvun.
280a1f005c	Älkää siis huolehtiko mistään, sillä olettehan te toki hänelle varpusia arvokkaammat.
280a20006a	Jos joku tunnustaa julkisesti minut ystäväkseen, minäkin tunnustan hänet ystäväkseni Isäni edessä.
280a210070	Jos taas joku julkisesti kieltää minut, minäkin kiellän tuntevani häntä Isäni edessä, joka on taivaassa.
280a220062	Älkää kuvitelko, että minä olen tullut tuomaan maailmaan rauhaa – paremminkin päinvastoin!
280a23005c	Minun takiani poika riitaantuu isänsä kanssa, tytär äitinsä ja miniä anoppinsa kanssa.
280a24003f	Monen ihmisen pahimmiksi vihamiehiksi tulevat hänen omaisensa.
280a2500a0	Jos rakastat isääsi ja äitiäsi enemmän kuin minua, et sovi minulle. Jos rakastat poikaasi tai tytärtäsi enemmän kuin minua, et myöskään sovi minulle.
280a260051	Ellet suostu kantamaan ristiäsi ja seuraamaan minua, et ole sopiva oppilaakseni.
280a270073	Jos yrität pitää kiinni omasta elämästäsi, menetät sen, mutta jos luovut siitä minun takiani, pelastat sen.
280a280083	Joka ottaa vastaan teidät, ottaa samalla vastaan minut. Joka taas ottaa vastaan minut, ottaa vastaan Jumalan, joka minut lähetti.
280a2900ea	Jos otatte luoksenne profeetan siksi, että hän on Jumalan palvelija, saatte saman palkan kuin profeetta. Jos otatte luoksenne Jumalan ihmisen siksi, että hän elää Jumalan tahdon mukaan, teille annetaan sama palkka kuin hänelle.
280a2a007a	Jos annatte vaikkapa vain lasillisen kylmää vettä jollekin vähäiselle seuraajalleni, saatte siitä varmasti palkan.»
280b010071	Kun Jeesus oli antanut kahdelletoista oppilaalleen nämä ohjeet, hän lähti puhumaan ympäristön kaupunkeihin.
280b02007f	Johannes Kastaja oli pantu vankilaan. Hän sai siellä kuulla ihmeistä, joita Kristus teki, ja lähetti oppilaansa kysymään:
280b030056	»Oletko sinä todella se, jota olemme odottaneet, vai onko meidän yhä odotettava?»
280b04005a	Jeesus käski kysyjien kertoa Johannekselle ihmeistä, joita he näkivät hänen tekevän:
280b0500ae	»Sokeat saavat näkönsä, liikuntakyvyttömät kävelevät, lepratautiset paranevat, kuurot kuulevat, kuolleet heräävät eloon ja köyhille julistetaan iloista uutista.»
280b06005b	Sitten Jeesus jatkoi: »Sanokaa Johannekselle:’Onnellinen se, joka ei epäile minua.’»
280b0700c6	Johanneksen oppilaat lähtivät. Jeesus rupesi puhumaan ihmisille Johanneksesta: »Kun menitte autiomaahan katsomaan Johannesta, millaiseksi häntä luulitte? Tuulessa häilyvän ruohon kaltaiseksi?
280b08003b	Vai odotitteko näkevänne upeasti pukeutuneen hallitsijan?
280b09004e	Lähdittekö katsomaan Jumalan profeettaa? Hän on enemmänkin kuin profeetta.
280b0a0095	Raamatussa on kirjoitettu juuri Johanneksesta, että hän on sanansaattaja, joka kertoo minun tulostani ja valmistaa ihmisiä ottamaan minut vastaan.
280b0b007b	Johannes Kastaja on todella suurin kaikista ihmisistä. Mutta taivaan valtakunnassa on kaikkein pieninkin häntä suurempi!
280b0c00ae	Siitä asti, kun Johannes alkoi saarnata ja kastaa, on taivaan valtakuntaa vastaan kiihkeästi hyökätty. Johanneksen vastustajat tahtovat väkisin valloittaa sen itselleen.
280b0d0051	Kaikki Mooseksen lait ja profeettojen kirjoitukset ovat tähdänneet Messiaaseen.
280b0e004f	Jos tahdotte tietää, niin Johannes on Elia, jonka profeetat sanoivat tulevan.
280b0f002d	Nyt jos koskaan – pitäkää korvanne auki!
280b100065	Millainen teidän sukupolvenne oikein on? Ihmiset ovat kuin lapsia, jotka sanovat leikkitovereilleen:
280b11007d	’Me leikimme häitä, mutta te ette tulleet iloisiksi. Lauloimme hautajaisvirsiä, mutta te ette tulleet murheellisiksi.’
280b120051	Johannes Kastaja ei koske viiniin ja paastoaa usein. Häntä te pidätte hulluna.
280b1300c0	Minä, Ihmisen Poika, syön ja juon, ja te syytätte minua:’Mikä mässäilijä ja juoppo! Hän viihtyy vain kaikenlaisten huonojen ihmisten seurassa.’ Todellinen viisaus näkyy teoista.»
280b140080	Kaupungit, joissa Jeesus oli tehnyt eniten ihmeitä, eivät olleet Jumalasta kiinnostuneita. Jeesus lausui niille vakavat sanat:
280b1500d9	»Voi teitä, Korasin ja Beetsaida! Jos pahamaineisissa Tyyrossa ja Siidonissa olisivat tapahtuneet samat ihmeet kuin teidän kaduillanne, niiden asukkaat olisivat jo aikoja sitten katuneet nöyrinä ja häpeissään.
280b16004a	Uskotteko: Tyyron ja Siidonin käy tuomiopäivänä paremmin kuin teidän!
280b17004d	Mutta Kapernaumin, joka sai suuren kunnian, on mentävä helvetin syvyyksiin.
280b1800a3	Jos olisin tehnyt Sodomassa kaiken sen, mitä tein teidän kaduillanne, se olisi yhä pystyssä. Sodoman käy toden totta tuomiopäivänä paremmin kuin teidän.»
280b1900a5	Jeesus rukoili: »Isä, taivaan ja maan Herra! Kiitos, että olet salannut totuuden niiltä, jotka pitävät itseään viisaina, ja paljastanut sen lapsenmielisille.
280b1a001e	Olet katsonut sen parhaaksi.»
280b1b008f	Jeesus jatkoi: »Isä on uskonut minulle kaiken. Vain hän tuntee Pojan. Isän taas tuntee vain Poika ja jokainen, jolle Poika osoittaa hänet.
280b1c0066	Tulkaa minun luokseni kaikki te, jotka teette kovaa työtä ja olette raskaiden kuormienne uuvuttamat.
280b1d00e5	Ottakaa päällenne minun ikeeni – se on teille juuri sopiva – ja antakaa minun opettaa teitä, sillä olen lempeä ja nöyrä. Niin te löydätte levon sielullenne, koska minä annan kannettavaksenne vain kevyitä kuormia.»
280c0100b6	Eräänä päivänä Jeesus käveli oppilaidensa kanssa viljapeltojen halki. Oli sapatti, juutalaisten pyhäpäivä. Oppilaat alkoivat nälissään katkoa tähkiä ja syödä jyviä.
280c020079	Muutamat fariseukset huomasivat sen ja sanoivat Jeesukselle: »Oppilaasi rikkovat lakia. He korjaavat sapattina viljaa.»
280c030075	Jeesus vastasi: »Ettekö ole lukeneet, mitä kuningas Daavid ja hänen seurueensa tekivät, kun heidän oli nälkä?
280c04007d	Hehän söivät temppelistä pyhät näkyleivät, joita vain papit olisivat saaneet nauttia. Se oli selvää lain rikkomista.
