2800000007	Matewos
280808009b	Tii meya taar'oni meeni gaanynyaas wolgire: «Daamiiso! Ne taaki keer girutak ta sholsu asutewa. Sinuntano isa kaamnin makefaatane wostinynyataas farunawa.
2808090109	Ta dey oom gaanynye meeni ha'suusi sikalositu ha'ifawungwa. Ta dey ta sikaloossi ha'sifana meya taar'oni meya feeseterwa. Isaasin ‹Ek hamma› iyaanane hamar. Oomiisin dey ‹yowa› iyaanane yeer. Wostinynyataasin dey: ‹Han baron zaguwa› iyaanane zagir» yi.
28080a00a2	Yesus es baron odenayse diinqere barneen ane feese baassok: «Futo nittok makefawungwa; Israelni meeni ganeyaassinnu effatena amantobare yere asunin aane danutwa.
28080b0089	Nittok makefawungwa; showobesiis awkesannawa awgirunna yeesere Abrahamneen Isaqneen Yaqobneen isarik Ha'oosi taatoni maddita ane muusone.
28080c0092	Sinuntano han Ha'oosi taatosi girsonek teegtere fe baasso ek gerakalo talmaassitu ha'tosone. Estak waasnewa ha'ni koyet foone baassok sinana» yi.
28080d0080	Yesus tii meya taar'oni meeni gaanynyaasin: «Hamma, amantoneesimato neek sinfawungwa» yi. Wostinynyabaas dey es kabaasik fari.
28080e005f	Yesus Phexirosni keer girifena kabaasik Phexirosni asusi into gumtanni mero mettera kunfeen bi.
28080f003e	Asusi kushunon ta'in meroos dey ma'i. Kabira dey barin irbasi.
280810009a	Waalfana kabaasik kiina ayyana ephna showo asuni meyanon Yesusniki ephphe yeeseten bar es kiina ayyanaason kaambaasik kisi. Dey mettaniisin zuuttire fati.
2808110089	Es baron zagubaasik raajju Isayyasni matsafaassi: «Bar hopiniison ephphe tee; meroniison dey innoostan kabgi» yire makena raajiis sini.
2808120068	Yesus showo asuni meya biratobaasta zuuttosobesiison biyaat baarisi yesalo finonek nawoni meyanon ajaje.
2808130081	Estan isa Museni tumaasi assinynya Yesusniki yeere: «Assinynyano, ne hamfata dima zuuttambaase asiissi neneen ane hamanawa» yi.
280814009a	Yesus wolgire: «Bowasikito ha'ifana dooi'ba faarwa. Samak fulifa kasaas diifana keeba faarwa. Sinuntano Asuni Naa teetbaasonnu teesuna dimba aafawa» yi.
2808150056	Nawobaasasin oomiis «Daamiiso, zeemma hamma abataas kititen kabbaronak ma'i uwa» yi.
2808160052	Yesus wolgire: «Taneen hamniwa, Kitubesiison kabbarsonek kituni meyak beywa» yi.
2808170041	Estan Yesus goonuussi girin nawobaasakito dey barneen ane hamete.
2808180064	Baariistak akama akani guuboos kabira goonuuson koor'anak kar'i. Sinuntano es kabaasik Yesus kunfer.
2808190058	Nawoni meya Yesusniki yeesere: «Daamiiso tishunirwa, innotin fu'aywa» yiset nuskisete.
28081a007f	Yesus dey: «Amantontiis yo'ina nitto awuni boor'a digefetiso?» yi. Estan kabire sirusewa baariise asin ke'in akama naga sini.
28081b0051	Asuni meya diinqesere: «Sirusewa baariise ajajamena han bar aro asunso» yisete.
28081c00ca	Baariison finne Gergesenon sinfa daasta kar'fena kabaasik kiina ayyana ephna hep asu moogaassin kesse Yesusneen uphesete. Es hep asuni meya akamanon mangu sinete boor'a asu es ugnaasik aata aane chimfe.
28081d0095	Es hep asuni meya dey: «Ne Ha'oni naa Yesusno, inno neneen ane awuni isarni faarinso? Wonaas kar'noyfeen innotin rakkisutak yaatoso?» yit chaagete.
28081e003f	Baassostan woksok akama showo mukoni wodo feesh dimta maadifar.
28081f0061	Kiina ayyanaas dey: «Innotin kisutar sinfaanane ek mukoosi wodosi hamanik zaguwa» yit shiiphse.
28082000ad	Yesus dey: «hamoti» yi. Kiina ayyanaasikito dey kessa hamma mukoosi wodosi girse. Estan mukoosi wodo zuuttera kumaastan yeet baariissi taptera eella akaassi girira kitise.
2808210076	Mukooson keemfe kezzoosakito dey katamaassi hamme kiina ayyana ephna asuni meeni chowaasonnawa sina wuzasonna maksete.
2808220062	Katamaassi fe asuni meya zuuttere Yesusnin biyonek kesete. Daabesiison gafkire hamanak shiiphsete.
280901004e	Esseen orfo Yesus goonuussi diire baariison finne daabaastaki katamaassi hami.
28090200a5	Estak asuni meya oppota kuni isa laafa asunin Yesusniki ephphe yeesete. Yesus amantobesiison biyaat: «Ne han naataaso! Harewa, boor'neesi feeshun unon danitwa» yi.
2809030065	Museni tumaasi assinynyaasasin isa isaas nibbesiissi «Han bar Ha'oosta mei'ni kaama makewa» yisete.
2809040061	Yesus dey baasso safaraason arifaat: «Awuni boor'a nibnitiissi effatena mangu wuza safarefetiso?
280905003d	Boor'nees feeshun usingwa wedey kabira hamma uusinso kashoyi?
280906009b	Sinuntano Asuni Naa han daastak boor'aason feeshun uni ha'suni hugnaba faanamato arutikwa» iyaat laafa asusin: «Kabira opponeeson wor'a keene hamma» yi.
280907001b	Asus dey kabire keeba hami.
280908006a	Daraas dey es baron biyaat diinqesete. Han effatena ha'suni hugnaason asunik ima Ha'ooson dey galattesete.
280909009d	Yesus es dimaastan kabire hamfeen Maatiwos yiste isa asu girbo zuuttefana dimaasta diifen biyaat: «Taneen ane hamniwa» yi. Bar dey kabire barneen ane hami.
28090a00a7	Yesus Maatiwosni keer muu muunak tai'sere feen showo girbo zuutife baassotnawa boor'ni meena esta yeesere Yesusneen nawobaasakitoneen ane isarik maddita muuk tai'sete.
28090b009c	Ferisawini meya es baron biyefaat nawobaasakitonin: «Assinynyantiis awuni boor'a girbo zuutife baassoneen boor'ni meya neen ane muu meediferinso?» yisete.
28090c005e	Yesus es maksete baron odefaat: «Hetni asu sholsifenaas mettanni meyaktano fayyani meyaktawa.
28090d00c2	Hamfaat: ‹Ta sholefanaas fakiyaasontano maa'aasontawa› yistera tichche bar awu sinnamato feretira gasasutiwa. Ta yaanaas ookoni meyak sinnoynaron boor'ni meya harmiya zagsonek teegokwa» yi.
28090e00c0	Es kabaasik Yohannisni nawoosakito Yesusniki yeesere: «Innotnawa Ferisawini meena showo wona soomera shiiphenirwa. Sinuntano ne nawoosakito soomere shiipho beyefees awuni boor'anso?» yisete.
28090f00be	Yesus baassok ekka yire wolgi: «Mariis baassoneen ane feen mozgituni meya suumok chimoneroso? Sinuntano mariis baassostan oor kesse hamana wona yoonawa. Es kabaasiktu soomere shiiphsonewa»
2809100087	Kur'u maamaata gaddo erbe kunsire zoorife asu oonu aafewa. Ekka zagaanane gaddo erbees kur'u maamaason kongsirwa. Karatobaas dey tagir.
2809110110	Esiisimato kur'u ha'matoossi gaddo wayinini usha gedfe asu oonu aafewa; Sinuntano ekka zagaanane ha'matoos karatera wayiniisi usha dey wuukterwa. Ha'matoos dey ke'nor sinar. Es bari boor'a gaddo wayinini ushaason gaddo ha'matosi geda sholsuwa. Hepobaase dey ma'arik duuna.
280912007f	Yesus es baron makefeen isa gaanynya barki yeere sinba kaa'nere: «Naanaas kitiwa, yaara kushuneesik ta'ifaatane farunawa» yi.
2809130041	Yesus dey kabire asusneen ane hami. Nawobaasakito dey ane hamete.
2809140063	Estak asire heppe wogga harinba wuuktet faana isa mashkasu Yesusni orfo kamo yaara maambaason ta'i.
280915004a	Bar dey nibbaassi: «Maambaasi fashanonnu ta'ifaanane farunawa» yit faar.
2809160066	Yesus yerqere barki biyaat: «Harewe naanaase! Amantonees neen fatiwe» yi. Asus dey es kabaasik fari.
280917005a	Yesus gaanynyaasa keer kar'fena kabaasik waasit, markata fugetnawa sasetna yere darani bi.
2809180064	Yesus dey: «Nawaas afay'nintu kunitano aane kituwa; Hantan shaatotiwa» yin barin kanyere mi'esete.
2809190049	Daraasin kisinanneen orfo keer girire nawaasi kushunon zatin daakun kabi.
28091a0033	Es chowaasi wolla es daa zuuttambaase asiissi zi'i.
28091b007c	Yesus es dimaastan kabire hamfeen hep aaftishuni meya: «Dawitni naaso! Innotin fakifaywa» yit chaaget basa orfoose hamete.
28091c00ad	Aaftishusakito Yesus girina keyaassi girsete. Bar: «Ta aafnitiison gachak chimanamato amanefetiyoso?» yire mamsi. Baasso dey: «Aa, amanefeniwa, Daamiiso!» yit wolgisete.
28091d005d	Estan Yesus kushubaasik baasso aafaason ta'ifaat: «Amantontiisimato nittok sinfawungwa» yi.
28091e0056	Aaffesiis dey gachche. Yesus dey: «Han wuzason ooniknu makotiita» yit chinire ajaje.
28091f0051	Sinuntano baasso estan kesere es daa zuuttambaase asiista basa chowaason maksete.
2809200078	Es aaffesiis gachchena baasso kesse hamefe kabaasik kiina ayyana ephna isa nibtaato asunin ephphe Yesusniki teshshesete.
280921009c	Kiina ayyanaas asusasin kesnanneen orfo nibtaatoos dey wolle. Daraas dey: «Effatena wuza Israelni daastak isanne aane biistera artowawa» yiset diinqesete.
2809220069	Sinuntano Ferisawini meya: «Kiina ayyanaason asusasin kisifenaas kiina ayyanaasi gaanynyanikwa» yisete.
28092300c1	Yesus Ayhudni shiiphoni keyaassi assit Ha'oosi taatoni misirachchuni kaamanon maket daraasasi fa merosonnawa rakkobesiisonna zuutire fatit katamaassinawa ke'e zuuttambaase asiissina kutit feer.
280924006f	Daraas kezzoba foonto fantunimato rakkatesefeennawa tiir'o baassotin ephaan feesetenna biyaat baassok kenashte.
2809250049	Estan nawobaasakitonik: «Foshaas akamawa; sinuntano wostinynyaas garowa.
280926004b	Ese foshaasi Daam foshaasta wostoni wostinynyanin wosunak shiiphotiwa» yi.
280a01008b	Yesus asire heppe nawobaasakitonin teegere kiina ayyanaason asusasin kissonek; merosonnawa rakkoosonna fatusonek ha'suni hugna baassok imi.
280a020085	Asire heppe wosini meeni sunaas haniiswa: Phexiros yistefe Simonnawa ayba Indiriyasna, Zebdewosni naanggot Yaqobnawa ayba Yohannisna,
280a030054	Filiphoos, Bertelemewos, Tomas, girbo zuutife Matewos, Ilfiyosni naa Yaqob, Tadewos,
280a040033	Koonefe Simon, Yesusnin aatire ima Askorotki Yuuda.
280a050079	Yesus es asire heppe wosini meyanon ekka yit wosi: «Aazabni meyaki hamatiita. Dey Samirawini meeni katamaassi girutiita.
280a060039	Sinuntano fantunimato tishire fe Israelni daraaski hamti.
280a070035	Hamfaat: ‹Samaki taatoos tai'sewa› yira makotiwa.
280a08008d	Mettanni meyanon fatuti. Kitiisin kitun kabguti. Awataatoni mettaniisin fatuti. Kiina ayyanaason asusasin kisuti. Baak ephti baron baak imti.
280a090058	Warqekin wedey birrikin wedey naasikin wosuste waaga tach'amantiista koor'ira ephatiita.
280a0a0080	Wostinynyanik muuba sholsu sinna boor'a ugunnitiisik ha'mato wedey hep gaagtera mayte maama wedey chaa'ma wedey haaro ephatiita.
280a0b007d	Isa katamasi wedey ke'esi girifeti kabaasik nittotin ephniis oo sinnamato gasasuti. Es daason gafkira kesatinneen esta footi.
280a0c002e	Asuni keer girifeti kabaasik naga ooshshosoti.
280a0d0074	Nitto nagaason ephpheteesefaatene nagantiis baassok kar'ana. Sinuntano ephphetoo beyfaatene nagantiis nittok woluna.
280a0e008a	Nitto maketi kaamaason ephphetoo wedey odo beyefaatene es keyaassin wedey es katamaassin kesfeti kabaasik wochontiisi tulonon esta tebuti.
280a0f0070	Ta nittok futok makefawungwa, mangsuni kar'ni wonoti ke'oos es katamaastan Sedomiknawa Gamoraknatu kasho sinana.
280a100083	«Ese! Ta nittotin fantunimato iririkaasi ganesi wosuna. Es bari boor'a nitto zawunimato nibnitire yerer; nakalonimato garam sinti.
280a11009d	Asuni meya nittotin mangsuni kar'ak shonggosta aatire imone. Ayhudni shiiphoni keyaassik dey nittotin ichosone. Es bari boor'a asusatan teetnitiison oodtiwa.
280a120088	Ta chowaasik daa ha'sife baassokinawa taate meyakina oottera hamatir sinna boor'a baasso sinaknawa Aazabni meeni sinakna ta zaal sinati.
280a1300b1	Asuni meya nittotin shongoosta aatire imefe kabaasik baassok makoti bar es sa'atiistak imtona sinna boor'a: ‹Aakka wedey awu makonittaaso?› yife safara nittotin ephanaatawa.
280a14003f	Nittoossi faara makoniis samaki Abantiisa Ayyanatano nittotewa.
280a150085	Ayiis aybaasin, Abaas naabaasin kituk aatire imana. Naanggotaas dey ababaasatanawa intobaastana guma sinna kabira kituk aatira imana.
280a160062	Ta boor'a asu zuuttambaase nittotin oomtona. Sinuntano koi'ba kar'ananneen chimme yere bar faruna.
280a1700bb	Isa katamaassi shana nittoosta arkissisefe kabaasik ooma katamasi shaatoti. Ta futo nittok makefawungwa; Asuni Naa yoonanneen Israelni daa zuuttambaase asiissi aafawa kar'a koi'suti wuza.
280a18004e	Arinynyaas assife basaastan, wostinynyaas daambaasatan aafa denalo sinanawuza.
280a1900b9	Arinynyaas assinynybaasamato; Wostinynyaas dey daambaasamato sinfaanane hooronawa. Keeni Abaasin: ‹Beelzebulwa› yisetenneen keerki asuni meyanon aakkak mangu suna sunsu beyonerinso?
280a1a007e	«Ese asuni meyanon digotiita; Geepto wuzaas ammanon kessa aafa besto beyana wuza. Aacho wuzaas ammanon kesa aafa beyana wuza.
280a1b0069	Ta talmaassi nittok makena baron chaarefaasta makoti. Saaksok odeti baron tega dimaasta yerefaat awasuti.
280a1c009b	Ashaason woraat kesse kaason woruk chimnoy asuni meyanon digotiita. Sinuntano ashaasewa kaase woraat kessa geeni tir'maassi tishkuk chimni Ha'ooson digoti.
280a1d0083	Hep mejmariis uuch duudesi waagtertanoso? Es kasaasikitosin isarnu abantiisa fiqadi sinnoyfeen daasta kere wor'a aafa tishuna wuza.
280a1e002c	Nitto somaasi fashanu zuuttambaase faadtowa.
280a1f003d	Ese nitto showo meejmaristan denalo sinti boor'a digotiitawa.
280a200074	«Ta chowaason asuni sinak zaala makefe bar zuuttambaase asik den samak fe Abataasa sinak ta dey barik zaala makona.
280a210052	Asuni sinak taan mormefe barin zuutira ta dey den samak fe Abataasa sinak mormona.
280a22006b	Ta yaanay han daasta naga ephpha yaanar zagira safarotiitawa. Ta faassotano naga ephpha yoonak aane yootwa.
280a230076	Ta yaanay arqa naasin ababaasata; mashka nawaason intobaasta; naasa asunon naasa intota guma sinne kabsonektu yaangwa.
280a24003c	Es bari boor'a asunik gumabaas keebaassi fe asustu sinnirwa.
280a2500b3	Tayistan denalo ababaasin wedey intobaason shunfe bar taar sinanak aane sholsifawa. Tayistan denalo arqa naabaasin wedey mashka nawubaason shunfe bar taar sinanak aane sholsifawa.
280a260051	Basa teetni mesqeliison wor'e taneen ane yoonoy bar taar sinanak aane sholsifawa.
280a27006a	Kaabaason fu'ok sholefe bar zuuttambaase tishkuna. Ta sunaasik kaabaason tishkife bar zuuttambaase fu'ona.
280a280062	Nittotin ephphe tee bar taan dey ephphetoona. Taan ephphete bar taan wosi Abaasin dey ephphetoona.
280a290095	Raajjuusin raajjuni meeni sunak ephphete bar raajjuni meeni waagaason danana. Ookoosin ookoni meeni sunak ephphete bar ookoni meeni waagaason danana.
280a2a0085	Futo nittok makefawungwa; ta nawo sinna boor'a han garo garoosasin isaasik koocho aka kubbayyak ima bar waagbaas aafa tishuna wuza.»
280b010083	Yesus asire heppe nawobaasakitonik es ajajiison makere ko'sinayse estan kesse tai'soosta fa katamaasikitosi assuknawa makokna hami.
280b02005d	Haphqife Yohannis taatoni keer feegedo Kiristoosni wostooson odere nawobaasasin barki wosire:
280b030042	«Es yoonir yiste Kiristoos nengwa wedey oomnin oodanirinso?» yi.
280b040056	Yesus dey wolgire: «Hamfaat biiti baronnawa odeti baronna zuutira Yohannisnik makoti.
280b0500b8	Aaftishuni meya biyosoner. Engitni meya kutusoner. Awataatoni mettanni meya farsoner. Odo oyoni meya odosoner. Kituni meya kitun kabsoner. Tukamni meyak misirachchuni kaamaas maktonir.
280b060033	Ta chowaasik tuusa'onoy bar zuuttere suustowa» yi.
280b0700ab	Yohannisni wosiisakito wolle hamobesiise Yesus daraasik Yohannisni chowaasik ekka yit mako ephi: «Awu biyatikinso ichma daassi kesetiri? Sirus shorkifana sobboqoosonnoso?
280b080074	Wedey awu biyatikinso kesetiri? Gada maya maye asuninnoso? Esenu gada maya maye baasso taate meeni keertu feesetewa.
280b090065	Wedey awu biyatikinso kesetiri? Raajjuninnoso? Nittok makefawungwa; raajjusatan denalo sina baringwa.
280b0a0060	‹Ese ugunneeson sabsuni wositaasin ne sinaasta zeemma wosunawa› yistera tichchenaas barikwa.
280b0b00b3	Futo nittok makefawugwa; mashkasukin koonte asuni meeni ganeyaassin haphqife Yohannisniistan denalo aane kabuwewa. Sinuntano samaki taatoossi ater sina bar Yohannisniistan arkuna.
280b0c0082	Haphquni Yohannisni neyaastan kabira hash hawung kar'ananneen samaki taatoos akamanon tugtettu fa. Sir giruk kabefe baasso danone.
280b0d005e	«Raajjuni meeni assusewa Museni tumaase haphqife Yohannisni neyaasta kar'ananneen raaji make.
280b0e0044	Ese dey ephphetook sholefaatine yoonir yiste Eeliyas han Yohanniswa.
280b0f001e	Odoni odoba feena bar odowowa.
280b10005c	«Eekin han wonni koontooson awuneen hoossunarinso? Gabata diisefaat zomobaason teegsefaafa;
280b110065	‹Ululle nittok fugni, aane suruweti. Sooso soosoni aane waasuweti› yisefa naanggotaasne feeseter.
280b12005b	Yohannis muunoynawa wayinini usha ushnoyna yeen: ‹Kiina ayyana basaassi faarwa› yisete.
280b1300c4	Asuni Naa meetnawa wayinini usha ushetna yeen: ‹Muunewa wayinini usha shunar dey girbo zuutife baassonawa boor'ni meena asi koonwa› yisete. Sinfanaknu matsafaas futo sina wostobaasik artewa.»
280b140065	Estan Yesus arkiron biistera artonoy wuza zagtena katamaasikitoni harmu beyaasik ekka yit wee'o ephi.
280b1500cc	«Haybunewe Korazin, Haybunewe Betesayida! Nittoossi zagte biistera artonoy wuzaas Tirosuknawa Sidonakna zagte sinfaanane suumoni maya mayere bedna teetbesiista wochire showo wona zeemme harmusone kabawe.
280b160067	Ese nittok makefawungwe, mangsuni kar'ni wono ke'oos nittoostan Tirosuknawa Sidonaknatu kasho sinanawe.
280b1700b1	Kifirnahomne den sama tegitose? Yeet ke'oni dimaassitu kerotarwe. Neyissi zagte biistera artonoy wuzaas Sodomuk zagte sinfaanane bar tishunoy hash hawungneen kar'a foona kabawe.
280b18005e	Ese neek makefawungwe; mangsuni kar'ni wono neyista kar'ni ke'oostan Sodomiktu kashonawe» yi.
280b1900c4	Es kabaasik Yesus ekka yi: «Samaasewa daase asi Daam Abataaso! Han baron techumni meyakinnawa aruni meyakinna aachaat han garo garo naanggotaasik ammanon kisira besita barik neen galattefawungwa.
280b1a0035	Aa, Abataaso han baron zagutak ne ma'a safara siniwa.
280b1b00ce	Abataas zuuttambaase asin taak imiwa. Abaasneen oom naasin arifer oonu aafewa. Esiisimato dey Naasneen oom Abaasin arifer oonu aafewa. Naas ammanon kisire besu shakaanane Abaasin oonu aruk aafa chimanawuza.
280b1c004b	«Nitto ba'anti fayna hopiis zuuttera taaki yootiwa. Ta nittok beysa imana.
280b1d005f	Waanjonaason wor'ti; taakin dey arutiwa. Ta garam dey kenashterwa. Kaantiisik dey beysa danati.
280b1e0028	Waanjoos kulnor, ba'anaas dey kashowa.»
280c010089	Es kabaasik Yesus beysani wonaasik zagoni foshaasi ganesi kamo aatte hami. Nawobaasakito maktesete boor'a bona zagooson mo'e koya ephete.
280c020071	Ferisawini meya es baron biyefaat: «Ne nawoosakito beysani wonaasik zagtonak kalto wuzason zagsedifewa» yisete.
280c03007e	Yesus dey baassok ekka yi: «Dawitnawa barneen ane fe asuni meena maktesefe kabaasik Dawit awu zaginamato aane feretuwetinoso?
280c040064	Ha'oosi keer girire maagni meyaktano barik sinun barneen fe asuni meyak kalto korto daabbooson mewa.
280c050099	Wedey maagni meya beysani wonaason ooda beyye betemeqdesi wosto wostesefaatene boor'a sinna aane faadtefa sinnamato Museni tumaassin aane feretuwetinoso?
280c060050	Sinuntano ta nittok makefawungwa, betemeqdesiistan denalo sina bar hanta feerwa.
280c07009a	‹Fakiyaasontu sholefantano Maa'aasontawa› yifa matsafaasi kaama awu sinnamato yaadateti sinfaanane boor'besi foonto baassosta mangsu kar'ati kabatawa.
280c08002a	Ese Asuni Naa beysani wonaasiknu daamwa.»
280c090038	Yesus estan kesse hamme Ayhudni shiiphoni keyaassi giri.
280c0a009c	Estak isa kushuba laafa asu feer. Yesusnin malatok sholet feese isa isa asuni meya: «Beysani wonaasik mettannin fatu faqqadtongwa aanenso?» yit mamussete.
280c0b007a	Yesus baassok wolgire: «Nitto ganeyaassin fantuba faana isa asu beysani wonaasik gawusi gandefaanane kisunor oonso?» yi.
280c0c0077	«Ese asu fantuustan denalo aakkak sina beynirinso? Es bari boor'a beysani wonaasik ma'a wuza zagu aane kaltowawa» yi.
