2a00000006	Lukasi
2a0d0100cc	Ai tempo laꞌa baꞌopio mia umumbedahio i Yesu pauꞌo lele mongkono mia Galilea henu pinepateno i Gubenuru Pilatu. Umboro laꞌa pinepate tekonai mogere pinotuwu henu minggi pinesombaꞌako ndi Ue Ala.
2a0d020096	I Yesu mepau ndi umboro helinie, “Gagi ikomiu mengkararaa mia Galilea sie takau orao halano kaseko mia Galilea mesueno, kano pinepate menggena usie?
2a0d030073	Kupauꞌakomiu, ‘Matantu uuhu!’ Kanggo bano ikomiu lai mentesisi, lowomiu mboꞌu minggi maate menggena umboro.
2a0d0400bd	Usieto mboꞌu menggena hopulo ka oalu mia henu maate ai Siloa tempono notumpaiꞌiro manara laꞌa. Indo koꞌaraꞌara, takau orao halaro kaseko lowono mia mesue henu moꞌia ai Yerusale.
2a0d050091	‘Matantu uuhu!’ Kupotae ndi komiu pihepo mboꞌu, bano ikomiu lai mentesisi umbu ai halamiu, lowomiu mboꞌu minggi maate menggena umboro.”
2a0d0600d6	Umari laꞌa i Yesu mompauꞌakero mboꞌu sirime nie, “Nio aso mia ueno lere anggoro, mompeꞌue aso ngkau puꞌuno ara henu pinaho ai lereno. Aso olo umono lumeko mowusu wueno ara laꞌa, kanggo lalau nopohawe.
2a0d0700d6	Gagi, nopotae ndi mia henu parakaio lereno, ‘Kiteo, ooto otolu ntaꞌu kuhawe mowusu wue ara ai puꞌuno nie, kanggo lano huru kupohawe napo teꞌaso. Tuehioto puꞌu ngkau nie! Lalau buano notuwu ai wute nie!’
2a0d0800a7	Kanggo nosangkiꞌo mia henu parakaio lereno laꞌa, ‘Ponggawa, poꞌinengoto kano tuwu aso ntaꞌupo mboꞌu. Minggi kubingkuꞌo wute mebolili ka morawohakeo pupu.
2a0d09003f	Kembuano taꞌu ramai olo mewue. Bano taimewue, tuehioto!’”
2a0d0a005a	Ai aso olo penao-naoꞌa to Yahudi, i Yesu tekonai mompaguru ai laro aso Raha Pesombaꞌa.
2a0d0b0099	Lehea nio aso irowai henuto hopulo ka oalu ntaꞌu nopendamohio penao mosaꞌa ooto kano mahaki hawe kano bongkohu kaa lano bisa mboꞌu menggoti momoli.
2a0d0c0065	Tempono i Yesu sumueꞌo irowai laꞌa, Nopeboio kaa Nopotae ndi umono “Ine, hakimiu oto toomba!”
2a0d0d0087	Kanoꞌamba i Yesu dumanggiho uluno irowai laꞌa ako kaeNo, bingkosako irowai laꞌa momoli nopenggoti ka noꞌunde-undeꞌiRo Ue Ala.
2a0d0e00fc	Kanggo petewawo Raha Pesombaꞌa tekuda, akono i Yesu mompokotomba mia ai olo penao-naoꞌa to Yahudi, kano potae ndi mia orao, “Nio onoo olo poꞌanggaꞌa, aimemaito ai olo laꞌa kai pinokotomba, indonoꞌo memai ai olo penao-naoꞌa to Yahudi!”
2a0d0f00aa	Kanggo Nopotae i Ue Yesu, “Ikomiu nie mia mompemiamoiko! Ai olo penao-naoꞌa to Yahudi lowono mia mokolipaho sapi ba kalideno umbu ai lolano ka waweo ai poꞌinungaro.
2a0d1000c9	Endea nio aso irowai umbu ai inuleno i Burahima henuto hopulo ka oalu ntaꞌu noꞌonggoꞌo Ueno Onisu, bano pohawemiu lano moikokee umono pinokolipa umbu ai onggono ai olo penao-naoꞌa to Yahudi?”
2a0d11009d	Tempono i Yesu motae menggena ulaꞌa, lowono mia henu umewaꞌO gagi mokokohenu, kanggo wali mia memangaꞌu akono lowono tandangkohali-hali henu winowauNo.
2a0d12006b	I Yesu motae, “Bano Iaku minggi mompake io sirime, menggena mbiokee Kuponggenaho PomparentaꞌaRo Ue Ala?
2a0d1300a1	Usie menggena wuku pinaho henu dedeiki ngako henu rinawo mia ai lereno. Wuku laꞌa tuwu hawe gagi puꞌu ngkau langkai ka manu-manu metorui ai sampa-sampano.”
2a0d14004d	Ka Nopotae mboꞌu, “Menggena mbiokee Kuponggenaho PomparentaꞌaRo Ue Ala?
2a0d150066	Usie menggena tape henu noholaꞌo aso irowai ai laro tolupulu kilo tarigu hawe kano teꞌili lowo.”
2a0d16008f	Kanoꞌamba i Yesu motilalo ai Yerusale, ai koleko-lekoaNo i Yesu mompaguru mongkono PomparentaꞌaRo Ue Ala ai inie-inie ka inie-inie langkai.
2a0d170067	Ka nio aso mia mesikeno ndi Yesu, “Ue, butu deideikee mia henu pinowea tuwua tainio tampulaꞌano?”
2a0d1800a3	Sumangki i Yesu ndi lowono mia henu nio lehea, “Aimperukuhito pendamo ai ono henu masipa. Kupauꞌakomiu, orao mia merukuhi minggi mendamo kanggo laro tepondamo.
2a0d1900cf	Tempono ueno raha menggoti ka modampo onono, ikomiu mpenggoti ai arono raha ka mekundu-kundu ai onono ka mpotae, ‘Ponggawa, wunggehakami onomiu!’ Kanggo umono sumangki, ‘Laku toꞌorio umbuꞌa miu!’
2a0d1a008a	Ikomiu minggi mesumangki, ‘Ikami umari mponggaa ka mpoꞌinu mperongangaKomiu, ka Ikomiu mboꞌu umari mompaguru ai inie langkaimami!’
2a0d1b007d	Kanggo Umono olo motae mboꞌu ndi ikomiu, ‘Laku toꞌorio umbuꞌamiu. Polao umbu ai aroNggu, ikomiu henu pelelu mosaꞌa!
2a0d1c00ca	Tempono ikomiu sumueꞌo ai Burahima, ai Isaki kaa ai Yako mperonga lowono nabi memangaꞌu ai laro PomparentaꞌaRo Ue Ala, ikomiu olo mpeꞌiwi sesedu kaa marasai akono ikomiu pinetadiako ai bungkuno!
2a0d1d0076	Orao mia olo mehawe umbu ai lowono siuno poꞌianga ai wawontolino ka olo memangaꞌu ai laro PomparentaꞌaRo Ue Ala.
2a0d1e0089	Mia henu hilinie pineꞌuru-uru, ai tempo laꞌa olo pinelangkai. Mia henu hilinie pinelangkai, ai tempo laꞌa olo pineꞌuru-uru.’”
2a0d1f008d	Ai tempo laꞌa nio baꞌopio mia Parisi hawe ndi Yesu ka rompotae, “Lekoto, polaoakeo poꞌianga nie akono Datu Herode minggi mepateKo.”
2a0d2000b7	Nosangkiꞌiro, “Lekoto ka pauꞌakeo ndi dahulampu sie, ‘Olo nie ka moꞌoru Iaku montamba onisu ka mompokotomba mia mahaki, ka koꞌotoluno olo Kupokoꞌumario anggaꞌaNggu.’
2a0d21009c	Kanggo olo nie, moꞌoru ka teꞌepua Iaku matantu motilaloakeo koleko-lekoaNggu, akono lano moiko bano aso nabi pinepate ai saliwano inie langkai Yerusale.
2a0d2200f6	O mia Yerusale! Ikomiuto henu pepateiro nabi-nabi! Ka meratuꞌiro ako wasu hawe maate lowono mia tinenaRo Ue Ala! Oto menggopio Iaku moꞌosu rumombungo ana-anamiu menggena ineno manu kumasipapaꞌo ana-anano ai totono panino, kanggo lai mebehe!
2a0d2300b1	Matantuno rahamu nie bininta kano gagi molimbo. Kanggo Kupauꞌakomiu, andolei sueꞌAku mboꞌu hawe ai tempono ikomiu mpotae, Rinosoto Umono henu hawe ai laro neeRo Ue Ala.”
2a0e0100b5	Aso tempo ai olo penao-naoꞌa to Yahudi, i Yesu lumeko monggaa ai rahano aso petewawono to Parisi. Lowono to Parisi henu lehea takau rompekokoongo mbio henu minggi Nowowauo i Yesu.
2a0e020059	Bingkosako hawe aso tama henu mahaki lambangkare kaa lambangkae, mentoro ai arono i Yesu.
2a0e030080	Kanoꞌamba i Yesu mesikeno ndi Guru Agama kaa to Parisi, “Moikokee mompokotomba ai olo penao-naoꞌa to Yahudi ba uuhukee?”
2a0e040072	Kanggo umboro butu mengkomino. Kanoꞌamba i Yesu uminio ka mokotombaꞌo mia mahaki laꞌa, ka Notenaꞌo lumeko.
2a0e0500ab	Kanoꞌamba i Yesu mepau ndi umboro, “Aineiokee ai olomiu henu lano ronga wueꞌakeo bano anano ba sapino tedonta ai laro bunto napono ai olo penao-naoꞌa to Yahudi?”
2a0e060031	Guru agama kaa to Parisi laro mentaha mesumangki.
2a0e07006d	I Yesu sumueꞌo orao totoka mobiniki pentoroꞌa henu pinelangkai, gagi i Yesu mompauꞌakero pompaguru nie.
2a0e0800bd	“Bano nio mia meboikomiu lumeko ai posaraꞌa pesomboriꞌa, indo pentoro ai poꞌianga henu pinelangkai. Baraꞌura mia laꞌa oto mompeboi mia mesueno henu lalo pinelangkai kaseko iiko,
2a0e090099	indono ueno posaraꞌa leko ndi iiko kaa mepauꞌakomu, ‘Weeꞌakeo pentoroꞌamu ndi mia nie. Gagi iiko mokokohenu melimba mentoro ai tetotoakoano.’
2a0e0a00fc	Kanggo bano iiko pineboi ai posaraꞌa, pentoroto ai tetotoakoano. Gagi baraꞌura ueno posaraꞌa mai kaa mepauꞌakomu, ‘Petia, pelimbato ai pentoroꞌa pinelangkai ai arono. Gagi menggena usie iiko mohawe pompelangkai umbu penggitoro totoka mesue.
2a0e0b0065	Akono bainei mompelangka-langkai olo pinokodedeiki, kanggo bainei meꞌurumako olo pinelangkai.’”
2a0e0c0109	Umari laꞌa i Yesu mepauꞌakeo ueno posaraꞌa, “Bano iiko mompeboi mia mai mponggaa tonga olo ba wongi ai rahamu, indo peboio wali-walimu ba petiamu ba petia umbedamu ba petengi-tengi rahamu henu mesugi, akono matantu umboro poli umowohio winowaumu ndi umboro.
2a0e0d006b	Kanggo bai minggi mowowau posaraꞌa, peboiꞌiroto mia karampini, mia salantuwu, mia luuka kaa mia morawu.
2a0e0e00b2	Iiko minggi binarakati, ako mia siire laro mempoli umuwohio winowaumu henu moiko. Kanggo Ue Ala henu minggi umuwohiko henu moiko ai tempono mia memoiko pinomule umbu ai matea.”
2a0e0f00b8	Rumongoio pauno i Yesu laꞌa, aso mia umbu ai totoka mepau ndi Yesu, “Meuraꞌoto mia henu pineboi monggaa merongaꞌakeRo Ue Ala ai laro PomparentaꞌaRo Ue Ala henu amba ramai.”
2a0e10006d	Kanggo i Yesu mepau ndi mia laꞌa, “Aso tempo nio aso mia mowowau posaraꞌa langkai ka mompeboi orao mia.
2a0e1100af	Towono oto hawe tempono posaraꞌa laꞌa minggi pinamula, ueno pomposara tumenaꞌo atano lumeko ndi mia henu pineboi ka motaeꞌakero, ‘Memaito ako lowono oto tepalena.’
2a0e1200b4	Kanggo umboro sisingge mpoꞌema karo minaꞌapi. Mia henu koꞌaso motae ndi ata laꞌa, ‘Tabeamu, dapoku umari moꞌoli wute pelereꞌa danie gagi minggi kuleko kumiteo ari.’
2a0e13007e	Mia henu mesue motae, ‘Tabeamu, dapoku umari moꞌoli olimo timbano sapi kaa minggi kuꞌaraꞌarahakeo moꞌanggaꞌako.’
2a0e140056	Mia henu mesue mboꞌu motae, ‘Tabeamiu, da sarai kupesombori, gagi laku lei mai.’
2a0e15010d	Ata laꞌa mekule ka pauꞌakeo ponggawano lowono henu tegagi. Tekuda ngako ponggawano kano potae ndi atano, ‘Temongkadoto leko ai sala langkai ka sala dedeiki ai laro inie langkai. Umari laꞌa waweiro ramai mia karampini, mia salantuwu, mia morawu kaa mia luuka.’
2a0e1600b5	Umarino umanggaꞌo mbio henu nopinarentaꞌako, ata laꞌa melapuru ndi ponggawano, ‘Ponggawa, oto kuleluꞌo mbio henu oto aitenaꞌaku kanggo da orao pentoroꞌa henu molie.’
2a0e1700c5	Umari laꞌa ponggawa laꞌa mepau mboꞌu ndi atano, ‘Lekoto ai sala langkai kaa sala dedeiki ai saliwano inie langkai. Dadasiꞌiro baineitokaa mia hinawemu karo memai kano bukekaa rahanggu.’
2a0e180083	Ka ai mpewowoloꞌo! Lalau napo teꞌaso mia henu umarito kupeboio laꞌa minggi lumeꞌoleꞌongo kaanga henu kupalenaꞌakero!”
2a0e190067	Umari laꞌa orao mia henu tumondaꞌo i Yesu ai laro koleko-lekoaNo. Nopewolili ndi umboro ka Nopotae,
2a0e1a00ac	“Bano sombo mia henu mai ndi Iaku ka lano mokokatongakeo umano, ineno, somborino, anano, petia tamano ba petia irowaino, otokaa koroino, umono lano bisa gagi anaguruNggu.
2a0e1b005d	Mia henu lano behe poꞌahango kau pinotambano kaa tumondaꞌAku, lano bisa gagi anaguruNggu.
2a0e1c0125	Pompotuimu minggi tumondaꞌAku Kupokopenggenaho menggena sirime nie, Taꞌalu nio ai olomiu minggi mowangu aso manara, matantu seꞌeluno nominggi mentoro dumoaꞌo doi henu minggi pinake mowangu manara kano toꞌoriokaa oto sangkakee ba ambokee doino laꞌa hawe kano umari anggaꞌa laꞌa.
2a0e1d009e	Indonoꞌo teꞌingga butu notuꞌaio mowangu pentoroꞌano raha kaa lano tuꞌaio mokoꞌumario. Akono bano romesueꞌo mia teꞌingga olo rompoꞌawaꞌakeo
2a0e1e0048	ka rompotae, ‘Umono mowangu manara kanggo lano tuꞌaio mokoꞌumario.
2a0e1f0103	Ba sirime mesueno, taꞌalu aso datu mompeꞌue hopulo sowu sorodadu, kanggo datu mesue mompeꞌue ruapulu sowu sorodadu minggi sumapoio, matantu datu henu mompeꞌue hopulo sowu sorodadu olo mentoro ari tumimbatimbaꞌo, pontuaikee meꞌewaꞌo uweli laꞌa.
2a0e2000b0	Bano toꞌorio motae sorodaduno laro pokonangio uwelino laꞌa, gagi tempono da olai uwelino, umono minggi montena baꞌopioꞌiro mia lumeko mpoꞌema karo mentepomoiko.’”
2a0e21007c	Kanoꞌamba i Yesu motae, “Hilaꞌato mboꞌu ikomiu. Taꞌalu lai mebintango lowono henumiu, lai mebisa gagi anaguruNggu.
2a0e22003e	Ohio laꞌa moiko, kanggo bano ohio andono mokara lalau buano,
2a0e230069	lano moiko tiano lere maupo gagi pupu. Pokotombaꞌano ohio laꞌa tinadi. Ainei mebiri, noporongoito!”
2a0f01006f	Ai aso olo, umboro toposima kaa mboꞌu orao mia ntehala menggena mondeeno hawe mperorongoi pompaguruNo i Yesu.
2a0f020095	Masa mpoꞌamu-amu to Parisi kaa Guru Agama sumueꞌo kegagia laꞌa, rompotae, “Eii, Umono tumarimaꞌiro mia ntehala kaa monggaa merongangiro!”
2a0f03002b	Ooto kano i Yesu mompauꞌakero sirime nie,
2a0f040117	“Bano nio aso mia umbu ai olomiu nie mompeꞌue aso etu bimba, kanoꞌamba notoꞌorio tetadi aso bimbano laꞌa, mbiokee henu minggi nowowauo? Konggonokaa nobintango sio pulu kaa osio bimbano laꞌa ai konde meseko kano leko wusuꞌo bimba henu tetadi laꞌa hawe kano konaio.
2a0f050081	Towono nohaweꞌo bimba henu tetadi laꞌa, umono mompemangaꞌu ka nosinggemalaꞌo bimba laꞌa kano waweo mekule ai lembarano.
2a0f060092	Haweno ai raha, nopeboio wali-walino kaa petengi-tengi rahano ka nopotae, ‘Maito kato memangaꞌu akono oto kuhaweꞌo bimbanggu henu tetadi!’
2a0f070108	Kupauꞌakomiu, ‘Menggena ulaꞌato mboꞌu Ue Ala kaa lowono mia henu moꞌia ai suruga memangaꞌu ngako tempono romesueꞌo aso mia tehala henu tesisi, kaseko sio pulu kaa osio mia henu mentee tinuwuro henu romengkoꞌaraꞌara laro memparalu mentesisi.’”
2a0f080111	Kanoꞌamba i Yesu mompauꞌakero mboꞌu aso sirime. Nopotae, “Bano nio aso irowai henu mompeꞌue hopulo doi pera kaa tetadi aso mata doi, konggonokaa mosunu palita kano roahio laro rahano kanoꞌamba wusuꞌo takau aso doi perano henu tetadi laꞌa hawe kano haweꞌo.
2a0f0900b1	Towono nohaweꞌo doi perano laꞌa, nopeboio wali-walino kaa lowono petengi-tengi rahano kano potae, ‘Maito kato memangaꞌu akono oto kuhaweꞌo doi peranggu henu tetadi!’
2a0f0a0085	Iaku motaeꞌakomiu, ‘Menggena ulaꞌato mboꞌu malaꞌeka-malaꞌekaRo Ue Ala memangaꞌu akono aso mia tehala henu tesisi!’”
2a0f0b0050	I Yesu pauꞌakero mboꞌu sirime nie, “Nio aso uma mompeꞌue oruo ana ntama.
2a0f0c0091	Nopotae ana poꞌohuo ndi umano, ‘Uma, poweeꞌakuto hilinie agaagando henu gagi tianggu.’ Gagi umano tumiaꞌo agaagaro ndi koꞌoruo anano.
2a0f0d00ae	Bakoꞌopiono olo, ana poꞌohuo laꞌa umasaꞌo lowono agaaga tiano kanoꞌamba lumeko ai poꞌianga henu olai ngako. Lehea nosia-siaꞌo doino montonda manggerupa ineheno.
2a0f0e0064	Towono pinggoto doino, tegagi abalaa mokoninggoꞌa ai poꞌianga laꞌa ooto kano marasai tinuwuno.
2a0f0f007d	Gagi umono lumeko moꞌema anggaꞌa ndi aso ponggawa henu lehea. Mia laꞌa moweeꞌakeo anggaꞌa ooto mogagai boe ai lere.
2a0f100087	Mokoninggo ngako ana poꞌohuo laꞌa hawe-hawe nomokokumaango paka boe laꞌa kanggo lalau napo teꞌaso mia henu moweeꞌakeo kaanga.
2a0f1100a6	Kanoꞌamba nopenonohoꞌo tinuwuno ka nopepau ai laro aroano, ‘Lowono mia henu moꞌangga ndi umanggu mentorea kangaaro, kanggo iaku endea minggi maate ako ninggo!
2a0f12005b	Laluombo kupekule ndi umanggu ka motaeꞌakeo, Uma, akuto tehala ndi Ue Ala kaa ndi ikomiu.
2a0f130050	Andono kono iaku nie ninee anamiu. Uma, poꞌinengangguto gagi mia sinaromiu.’
2a0f1400ca	Gagi umono mewungguako mekule ndi umano. Da olai oto nosueꞌo umano ana poꞌohuono laꞌa oto kano telelu aroa pompehohawano. Melulu umano tumowoꞌo ana poꞌohuono laꞌa kano rakoꞌo ka umikiꞌo.
2a0f15007d	Nopotae ana poꞌohuo laꞌa ndi umano, ‘Uma, akuto tehala ndi Ue Ala kaa ndi ikomiu. Andono kono iaku nie ninee anamiu.’
2a0f160086	Kanggo umano motaeꞌakero atano, ‘Pongkado mai waweeo parewa henu moiko, kaa pokonoꞌakeo sisi ai tongisono, kaa sapatu ai kareno.
2a0f170056	Kaa aleoto ana sapi henu monuwo, sampaꞌo ka nahuakito kato mponggaa kaa memangaꞌu!
2a0f180094	Akono ananggu menggena oto maate, kanggo hilinie tuwu euno, umono menggena oto tetadi kanggo hilinie hinawe euno.’ Gagi pompamula iroto pomposara.
2a0f190090	Tempono posaraꞌa laꞌa tegagi, amba anano tekonai ai lere. Towono nopekule kaa oto umbeda ai rahano, norongoio maroa mia mpenani kaa mpenari.
2a0f1a0052	Kano peboio aso ata kaa mesikeno ndi umono, ‘Pombio mia kano memaroa ai raha?’
2a0f1b0087	Sumangki ata laꞌa, ‘Haemiu oto mekule gagi umamiu mosampaꞌakeo ana sapi henu monuwo akono oto nohaweꞌo anano da tuwu moroso.’
2a0f1c006f	Gagi tekudato amba ana laꞌa ka lano behe mendamo ai raha. Oto kano peluarako umano umoꞌahitio kano pendamo.
2a0f1d00ae	Nopotae ndi umano, ‘Oto mataꞌu-taꞌu kupoꞌangga tiamiu ka laku huru umewa komiu, kanggo lai huru moweeꞌakune aso ana bembe kakupowowau posaraꞌa saru wali-walinggu.
2a0f1e0093	Kanggo anamiu laꞌa oto nopinggoꞌo agaagamiu, noleko mebawaa saru bandara, kanggo dapono hawe ikomiu mosampaꞌakeo aso ana sapi henu monuwo!’
2a0f1f007d	Nopotae umano ndi anano henu amba-ambano, ‘Ananggu, iikokaa mpihe meronga iaku, kaa lowono agaaganggu oto agaagamu mboꞌu.
2a0f2000b4	Kanggo haemu laꞌa menggena oto maate, kanggo hilinie tuwu euno, umono menggena oto tetadi kanggo hilinie hinawe euno. Gagi paralu ikito mpowowau posaraꞌa kaa memangaꞌu.’”
2a100100d2	I Yesu motae mboꞌu ndi anaguruNo, “Nio aso mia suugi mompeꞌue aso topoꞌurusu doi ka agaagano. Mia suugi laꞌa rumongoio lele motae topoꞌurusu doi ka agaagano laꞌa oto nosia-siaꞌo doi ka agaagano.
2a10020110	Gagi mia suugi laꞌa meboio topoꞌurusu doi ka agaagano kano potae, ‘Ooto kurongoio lele motae lano mentee inanggamu. Oto kaku peboiko ka minggi kupenaohakomu. Kanggo seꞌeluno kupoꞌema kau ukiꞌo lowono doi ka agaaganggu henu au urusuꞌo kau amba weeꞌakune.’
2a100300d9	Topoꞌurusu doi ka agaaga kopau-pau ai laro aroano, ‘Gagi mbiokee henu kupowowau hilinie? Akono ponggawanggu laꞌa matantu nopenaohakune. Moꞌangga ai lere laku moroso, ka moꞌema-ema iakukaa mboꞌu mokokohenu.
2a10040077	Nio akalanggu baku pinenaohako umbu ai anggaꞌanggu nie. Iaku minggi mowusu mia henu behe tumarimaꞌAku ai raharo.’
2a100500b3	Kanoꞌamba topoꞌurusu doi ka agaaga laꞌa meboio teꞌoꞌaso mia henu mepasua ndi ponggawano. Umono mesikeno ndi mia henu amba-ambano, ‘Opiokee pasuamu ndi ponggawanggu?’
2a100600a6	Sumangki mia laꞌa, ‘Aso etu kusi boka saitu.’ Kano potae mboꞌu ndi mia laꞌa, ‘Tinie sura pasuamu, pentoroto ka ukiꞌo serio gagi lima pulu kusi tokaa.’
2a100700d5	Kanoꞌamba nopotae ndi mia henu koꞌoruo, ‘Opiokee pasuamu?’ Sumangki mia laꞌa, ‘Aso sowu karu batari.’ Nopotae mboꞌu ndi mia laꞌa, ‘Tinie sura pasuamu, ukiꞌo serio gagi oalu etu karu tokaa.’
2a1008015a	Towono mia suugi laꞌa rumongoio mbio henu nowowauo topoꞌurusu doi ka agaaga henu megaupi laꞌa, nopotae, ‘O petia, ikoka suꞌu lalompande.’” Kanoꞌamba i Yesu motae ndi anaguruNo, “Mentee suꞌu mia ai tolino nie lalompande umurusuꞌo tinuwuro mia tolino kaseko mia henu tuwu ai laro mowineꞌa ka tumondaꞌo parentaRo Ue Ala.”
2a100900ca	Ooto kaKu pesuꞌuio motae ndi ikomiu, “Pakeoto sugiꞌa ai tolino nie mpowusu wali-walimiu, gagi bano sugiꞌamiu ai tolino nie oto pinggo, ikomiu minggi tinarima ai raha henu lalau tampulaꞌano.”
2a100a00e4	“Sombo mia henu metenunu ai laro kara-kara henu dedeiki oloka metenunu mboꞌu ai laro kara-kara henu langkai. Kanggo sombo mia henu megaupi ai laro kara-kara henu dedeiki, umono megaupi mboꞌu ai laro kara-kara henu langkai.
2a100b0089	Gagi bano lau pineꞌalo-alo umurusuꞌo agaaga ai tolino nie, matantu Ue Ala mboꞌu laRolei meꞌalo-alo komiu agaagaRo henu ai suruga.
2a100c0077	Ka bano ikomiu lano metenunu moꞌurusu agaagano mia tolino, aineikee henu behe moweeꞌakomiu tuwua lano huru tampula?
2a100d0111	Lalau ata henu poli momparakai oruo ponggawa. Akono bano menggena ulaꞌa minggi nomokokatoꞌakeo henu asono ka nopehohawaꞌo henu mesueno, ba umono minggi metenunu ndi henu asono kaa lano periongo henu mesueno. Lai mebisa mpesomba ndi umboro Ue Ala ka mpesombaio doi.”
2a100e0064	Tempono to Parisi rumongoio pompaguruno i Yesu laꞌa, rompoꞌawaꞌakeO, akono mangaꞌuro io doi.
2a100f00cd	Kanggo i Yesu motaeꞌakero, “Ikomiu mokomenteeꞌo koroimiu ai arono mia mesue, kanggo Ue Ala tumoꞌorio mbio henu nio ai laro aroamiu. Akono mbio henu romentengiriꞌakeo mia Romokokatoꞌakeo Ue Ala.
2a101000ee	Songkaro i Musa kaa lowono surano nabi, mpihe pinake hawe ai tempono i Yohane Mpuupodolo. Mompamula tempo laꞌa Kareba Moiko mongkono PomparentaꞌaRo Ue Ala mpihe pinalele kaa mia merokuhi karo tepondamo ai laro PomparentaꞌaRo Ue Ala.
2a10110060	Kanggo da moruana langi kaa wawontolino puuta kaseko aso titi umbu ai songkaro i Musa lano gagi.
2a101200c9	Bainei notepobindaꞌakeo somborino kaa mesombori mboꞌu saru irowai mesueno, tama laꞌa mososabo. Kaa bainei mesombori saru irowai henu notepobindaꞌakeo somborino, tama laꞌa mososabo mboꞌu.”
2a101300a5	Kanoꞌamba i Yesu paguruꞌiro mboꞌu ako sirime nie, “Nio aso mia suugi henu mpihe meparewa moiko kaa masuli. Manangai tinuwuno ka mowowau posaraꞌa sombo olo.
2a10140085	Nio mboꞌu aso mia karampini henu moꞌema-ema neeno ai Lasaru henu mereke aso koroino, pinolero ai pangaso rahano mia suugi laꞌa.
2a10150092	I Lasaru mokompongga toreano kaanga henu modonta umbu ai wawo megano mia suugi laꞌa. Kanggo henu takau mokoburu io dahu hawe sumilaꞌeo rekeno.
2a10160077	Kanoꞌamba maate mia karampini laꞌa ka romewaweo malaꞌeka ai poꞌianga pinelangkai ai awino i Burahima ai suruga.
2a101700b8	Mia suugi laꞌa maate mboꞌu kano kinaburu. Tekonai marasai ngako nohoringo ai laro naraka, umono mesonge kano sueꞌo umbu ai olaingano i Burahima mentoro ka nio i Lasaru ai horino.
2a101800d7	Kano petulura mia suugi laꞌa, ‘O Uma Burahima, pehohawaꞌaku! Iakuto takau marasai ai laro apui naraka nie. Tenaꞌoto i Lasaru sie dumalongo tongisono ai laro uwoi ka mai wahaꞌo elonggu, kano morini-rini!’
2a101900c2	Kanggo nosangkiꞌo i Burahima, ‘O ana, pewowoloꞌo tempono au tuwu ai tolino. Ikoto tuwu manangai kanggo i Lasaru tuwu marasai. Hilinie endea umono mohawe manangaiꞌa ka serio iiko marasai.
2a101a0071	Ka mboꞌu ai olondo nie oto winowau wingke henu onalo, gagi lakibisa mesaki serio kaa iko lau bisa mai endea.’
2a101b007f	Mia suugi laꞌa motae mboꞌu, ‘Bano helilaꞌa kupoꞌema suꞌu ndi ikomiu uma, tenaꞌoto umono lumeko ai raharo umanggu.
2a101c0096	Akono danio olimo iropo peꞌaso komponggu. Tenaꞌo i Lasaru lumeko mompotoꞌoriꞌakero karo indoro mpendamo ai poꞌianga henu marasaiꞌa nie.’
2a101d008d	Kanggo i Burahima motae, ‘Ndi umboro nio sura songkaro i Musa kaa suraro nabi. Poꞌinengiroto karo meleluꞌo mbio henu teꞌuki lehea.’
2a101e008d	Sumangki mia suugi laꞌa, ‘Lano sangka bano butu ulaꞌa. Kanggo bano nio aso mia henuto maate lumeko ndi umboro, iro minggi mentesisi.’
2a101f00dd	Kanggo nopotae i Burahima ndi mia suugi laꞌa, ‘Taꞌalu umboro laro mentondaꞌo mbio henu teꞌuki ai laro songkaro i Musa ka suraro nabi, larolei pompeꞌalo-alo maupo nio mia henu muule lumeko mompauꞌakero.’”
2a11010096	Nopotae i Yesu ndi anaguruNo, “Konggonoka nio mbio henu romewowauo mia karo mentehala. Kanggo memasolato mia henu ako gauro, mia mesue mowowau hala.
2a110200f4	Daloꞌo moiko bano umono pineꞌeno-enoꞌako wasu henu langkai ai weꞌuno, kanoꞌamba pinetadiako ai laro ntahi henu onalo, kaseko ako gauno aso mia umbu ai mia henu mompeꞌalo-alo henu lano moroso nie mowowau hala, umono olo dinosa mobea.
2a11030073	Pekarieꞌo koroimiu! Bano petiamiu mowowau hala kai mpeꞌetahakeokaa, ka bano umono mompesosoo kai oninio halano.
2a110400c6	Maupo nopowowau mboꞌu hala ndi iiko menggopitu aso olo kaa menggopitu mboꞌu nohawe ndi iiko kaa motae, ‘Iaku mompesosoo, pehohawaꞌaku ka oninio halanggu’, gagi iiko olo umoninio halano.”
2a11050060	Kanoꞌamba anaguruNo laꞌira mpotae ndi Ue Yesu, “Ue, pokomorosoꞌo pompeꞌalo-alomami.”
2a110600d0	Nopotae Ue Yesu, “Bano nio pompeꞌalo-alomiu henu langkaino menggena wuku rawoho tokaa, ikomiu poli mpotae ndi puꞌuno ara nie, ‘Tewekato iiko ka tepaho ai tahi,’ matantu olo notondaꞌo parentamu.”
2a110700fc	Kanoꞌamba i Yesu motilaloꞌakeo pompaguruNo, “Taꞌalu ai olomiu nio henu mompeꞌue aso ata henu motengko ai lere ba mompakambi bimbamiu, towono pekule ata laꞌa umbu ai lere, konggonokaa lailei mpotae ndi umono, ‘Mai pendamo kato mponggaa.’
