0100000006	Genesi
010a14006d	Questi furono i figli di Cam secondo le loro famiglie e le loro lingue, nei loro territori e nei loro popoli.
010a15005f	Anche a Sem, padre di tutti i figli di Eber, fratello maggiore di Jafet, nacque una dicendenza.
010a160032	I figli di Sem: Elam, Assur, Arpacsad, Lud e Aram.
010a170027	I figli di Aram: Uz, Cul, Gheter e Mas.
010a18002e	Arpacsad generò Selach e Selach generò Eber.
010a19007b	A Eber nacquero due figli: uno si chiamò Peleg, perché ai suoi tempi fu divisa la terra, e il fratello si chiamò Joktan.
010a1a0032	Joktan generò Almodad, Selef, Ascarmavet, Jerach,
010a1b0015	Adòcam, Uzal, Dikla,
010a1c0015	Obal, Abimaèl, Saba,
010a1d003b	Ofir, Avìla e Ibab. Tutti questi furono i figli di Joktan;
010a1e004c	la loro sede era sulle montagne dell'oriente, da Mesa in direzione di Sefar.
010a1f0069	Questi furono i figli di Sem secondo le loro famiglie e le loro lingue, territori, secondo i loro popoli.
010a20009a	Queste furono le famiglie dei figli di Noè secondo le loro generazioni, nei loro popoli. Da costoro si dispersero le nazioni sulla terra dopo il diluvio.
010b010038	Tutta la terra aveva una sola lingua e le stesse parole.
010b020065	Emigrando dall'oriente gli uomini capitarono in una pianura nel paese di Sennaar e vi si stabilirono.
010b030087	Si dissero l'un l'altro: «Venite, facciamoci mattoni e cuociamoli al fuoco». Il mattone servì loro da pietra e il bitume da cemento.
010b040096	Poi dissero: «Venite, costruiamoci una città e una torre, la cui cima tocchi il cielo e facciamoci un nome, per non disperderci su tutta la terra».
010b050054	Ma il Signore scese a vedere la città e la torre che gli uomini stavano costruendo.
010b0600ba	Il Signore disse: «Ecco, essi sono un solo popolo e hanno tutti una lingua sola; questo è l'inizio della loro opera e ora quanto avranno in progetto di fare non sarà loro impossibile.
010b070069	Scendiamo dunque e confondiamo la loro lingua, perché non comprendano più l'uno la lingua dell'altro».
010b080058	Il Signore li disperse di là su tutta la terra ed essi essarono di costruire la città.
010b09008e	Per questo la si chiamò Babele, perché là il Signore confuse la lingua di tutta la terra e di là il Signore li disperse su tutta la terra.
010b0a0068	Questa è la discendenza di Sem: Sem aveva cento anni quando generò Arpacsad, due anni dopo il diluvio;
010b0b0052	Sem, dopo aver generato Arpacsad, visse cinquecento anni e generò figli e figlie.
010b0c0037	Arpacsad aveva trentacinque anni quando generò Selach;
010b0d005a	Arpacsad, dopo aver generato Selach, visse quattrocentotrè anni e generò figli e figlie.
010b0e002c	Selach aveva trent'anni quando generò Eber;
010b0f0056	Selach, dopo aver generato Eber, visse quattrocentotrè anni e generò figli e figlie.
010b100033	Eber aveva trentaquattro anni quando generò Peleg;
010b110057	Eber, dopo aver generato Peleg, visse quattrocentotrenta anni e generò figli e figlie.
010b12002a	Peleg aveva trent'anni quando generò Reu;
010b130050	Peleg, dopo aver generato Reu, visse duecentonove anni e generò figli e figlie.
010b14002e	Reu aveva trentadue anni quando generò Serug;
010b150051	Reu, dopo aver generato Serug, visse duecentosette anni e generò figli e figlie.
010b16002c	Serug aveva trent'anni quando generò Nacor;
010b17004e	Serug, dopo aver generato Nacor, visse duecento anni e generò figli e figlie.
010b180031	Nacor aveva ventinove anni quando generò Terach;
010b190056	Nacor, dopo aver generato Terach, visse centodiciannove anni e generò figli e figlie.
010b1a003d	Terach aveva settant'anni quando generò Abram, Nacor e Aran.
010b1b0058	Questa è la posterità di Terach: Terach generò Abram, Nacor e Aran: Aran generò Lot.
010b1c005a	Aran poi morì alla presenza di suo padre Terach nella sua terra natale, in Ur dei Caldei.
010b1d009d	Abram e Nacor si presero delle mogli; la moglie di Abram si chiamava Sarai e la moglie di Nacor Milca, ch'era figlia di Aran, padre di Milca e padre di Isca.
010b1e0024	Sarai era sterile e non aveva figli.
010b1f00f6	Poi Terach prese Abram, suo figlio, e Lot, figlio di Aran, figlio cioè del suo figlio, e Sarai sua nuora, moglie di Abram suo figlio, e uscì con loro da Ur dei Caldei per andare nel paese di Canaan. Arrivarono fino a Carran e vi si stabilirono.
010b20004e	L'età della vita di Terach fu di duecentocinque anni; Terach morì in Carran.
010c010085	«Vàttene dal tuo paese, dalla tua patria e dalla casa di tuo padre, verso il paese che io ti indicherò. Il Signore disse ad Abram:
010c020066	Farò di te un grande popolo e ti benedirò, renderò grande il tuo nome e diventerai una benedizione.
010c030087	Benedirò coloro che ti benediranno e coloro che ti malediranno maledirò e in te si diranno benedette tutte le famiglie della terra».
010c040085	Allora Abram partì, come gli aveva ordinato il Signore, e con lui partì Lot. Abram aveva settantacinque anni quando lasciò Carran.
010c0500eb	Abram dunque prese la moglie Sarai, e Lot, figlio di suo fratello, e tutti i beni che avevano acquistati in Carran e tutte le persone che lì si erano procurate e si incamminarono verso il paese di Canaan. Arrivarono al paese di Canaan
010c06007f	e Abram attraversò il paese fino alla località di Sichem, presso la Quercia di More. Nel paese si trovavano allora i Cananei.
010c0700a6	Il Signore apparve ad Abram e gli disse: «Alla tua discendenza io darò questo paese». Allora Abram costruì in quel posto un altare al Signore che gli era apparso.
010c0800af	Di là passò sulle montagne a oriente di Betel e piantò la tenda, avendo Betel ad occidente e Ai ad oriente. Lì costruì un altare al Signore e invocò il nome del Signore.
010c090033	Poi Abram levò la tenda per accamparsi nel Negheb.
010c0a006d	Venne una carestia nel paese e Abram scese in Egitto per soggiornarvi, perché la carestia gravava sul paese.
010c0b007b	Ma, quando fu sul punto di entrare in Egitto, disse alla moglie Sarai: «Vedi, io so che tu sei donna di aspetto avvenente.
010c0c0072	Quando gli Egiziani ti vedranno, penseranno: Costei è sua moglie, e mi uccideranno, mentre lasceranno te in vita.
010c0d006c	Dì dunque che tu sei mia sorella, perché io sia trattato bene per causa tua e io viva per riguardo a te».
010c0e005d	Appunto quando Abram arrivò in Egitto, gli Egiziani videro che la donna era molto avvenente.
010c0f0083	La osservarono gli ufficiali del faraone e ne fecero le lodi al faraone; così la donna fu presa e condotta nella casa del faraone.
010c100079	Per riguardo a lei, egli trattò bene Abram, che ricevette greggi e armenti e asini, schiavi e schiave, asine e cammelli.
010c110068	Ma il Signore colpì il faraone e la sua casa con grandi piaghe, per il fatto di Sarai, moglie di Abram.
010c120073	Allora il faraone convocò Abram e gli disse: «Che mi hai fatto? Perché non mi hai dichiarato che era tua moglie?
010c13007c	Perché hai detto: E' mia sorella, così che io me la sono presa in moglie? E ora eccoti tua moglie: prendila e vàttene!».
010c140082	Poi il faraone lo affidò ad alcuni uomini che lo accompagnarono fuori della frontiera insieme con la moglie e tutti i suoi averi.
010d01005a	Dall'Egitto Abram ritornò nel Negheb con la moglie e tutti i suoi averi; Lot era con lui.
010d020031	Abram era molto ricco in bestiame, argento e oro.
010d030090	Poi di accampamento in accampamento egli dal Negheb si portò fino a Betel, fino al luogo dove era stata gia prima la sua tenda, tra Betel e Ai,
010d04005b	al luogo dell'altare, che aveva là costruito prima: lì Abram invocò il nome del Signore.
010d050043	Ma anche Lot, che andava con Abram, aveva greggi e armenti e tende.
010d060077	Il territorio non consentiva che abitassero insieme, perché avevano beni troppo grandi e non potevano abitare insieme.
010d070083	Per questo sorse una lite tra i mandriani di Abram e i mandriani di Lot, mentre i Cananei e i Perizziti abitavano allora nel paese.
010d080071	Abram disse a Lot: «Non vi sia discordia tra me e te, tra i miei mandriani e i tuoi, perché noi siamo fratelli.
010d09009b	Non sta forse davanti a te tutto il paese? Sepàrati da me. Se tu vai a sinistra, io antra, io andrò a destra; se tu vai a destra, io andrò a sinistra».
010d0a00f0	Allora Lot alzò gli occhi e vide che tutta la valle del Giordano era un luogo irrigato da ogni parte - prima che il Signore distruggesse Sòdoma e Gomorra -; era come il giardino del Signore, come il paese d'Egitto, fino ai pressi di Zoar.
010d0b0079	Lot scelse per sé tutta la valle del Giordano e trasportò le tende verso oriente. Così si separarono l'uno dall'altro:
010d0c0075	Abram si stabilì nel paese di Canaan e Lot si stabilì nelle città della valle e piantò le tende vicino a Sòdoma.
010d0d004d	Ora gli uomini di Sòdoma erano perversi e peccavano molto contro il Signore.
010d0e00c9	Allora il Signore disse ad Abram, dopo che Lot si era separato da lui: «Alza gli occhi e dal luogo dove tu stai spingi lo sguardo verso il settentrione e il mezzogiorno, verso l'oriente e l'occidente.
010d0f004f	Tutto il paese che tu vedi, io lo darò a te e alla tua discendenza per sempre.
010d10008d	Renderò la tua discendenza come la polvere della terra: se uno può contare la polvere della terra, potrà contare anche i tuoi discendenti.
010d11004a	Alzati, percorri il paese in lungo e in largo, perché io lo darò a te».
010d120087	Poi Abram si spostò con le sue tende e andò a stabilirsi alle Querce di Mamre, che sono ad Ebron, e vi costruì un altare al Signore.
010e010070	Al tempo di Amrafel re di Sennaar, di Arioch re di Ellasar, di Chedorlaomer re dell'Elam e di Tideal re di Goim,
010e020092	costoro mossero guerra contro Bera re di Sòdoma, Birsa re di Gomorra, Sinab re di Adma, Semeber re di Zeboim, e contro il re di Bela, cioè Zoar.
010e030048	Tutti questi si concentrarono nella valle di Siddim, cioè il Mar Morto.
010e040066	Per dodici anni essi erano stati sottomessi a Chedorlaomer, ma il tredicesimo anno si erano ribellati.
010e0500a0	Nell'anno quattordicesimo arrivarono Chedorlaomer e i re che erano con lui e sconfissero i Refaim ad Astarot-Karnaim, gli Zuzim ad Am, gli Emim a Save-Kiriataim
010e06004f	e gli Hurriti sulle montagne di Seir fino a El-Paran, che è presso il deserto.
010e0700a1	Poi mutarono direzione e vennero a En-Mispat, cioè Kades, e devastarono tutto il territorio degli Amaleciti e anche degli Amorrei che abitavano in Azazon-Tamar.
010e0800b2	Allora il re di Sòdoma, il re di Gomorra, il re di Adma, il re di Zeboim e il re di Bela, cioè Zoar, uscirono e si schierarono a battaglia nella valle di Siddim contro di esso,
010e090084	e cioè contro Chedorlaomer re dell'Elam, Tideal re di Goim, Amrafel re di Sennaar e Arioch re di Ellasar: quattro re contro cinque.
010e0a00b3	Ora la valle di Siddim era piena di pozzi di bitume; mentre il re di Sòdoma e il re di Gomorra si davano alla fuga, alcuni caddero nei pozzi e gli altri fuggirono sulle montagne.
010e0b005d	Gli invasori presero tutti i beni di Sodoma e Gomorra e tutti i loro viveri e se ne andarono.
010e0c0072	Andandosene catturarono anche Lot, figlio del fratello di Abram, e i suoi beni: egli risiedeva appunto in Sòdoma.
010e0d00a4	Ma un fuggiasco venne ad avvertire Abram l'Ebreo che si trovava alle Querce di Mamre l'Amorreo, fratello di Escol e fratello di Aner i quali erano alleati di Abram.
010e0e00d3	Quando Abram seppe che il suo parente era stato preso prigioniero, organizzò i suoi uomini esperti nelle armi, schiavi nati nella sua casa, in numero di trecentodiciotto, e si diede all'inseguimento fino a Dan.
010e0f0085	Piombò sopra di essi di notte, lui con i suoi servi, li sconfisse e proseguì l'inseguimento fino a Coba, a settentrione di Damasco.
010e10005d	Ricuperò così tutta la roba e anche Lot suo parente, i suoi beni, con le donne e il popolo.
010e1100a9	Quando Abram fu di ritorno, dopo la sconfitta di Chedorlaomer e dei re che erano con lui, il re di Sòdoma gli uscì incontro nella Valle di Save, cioè la Valle del re.
010e120055	Intanto Melchisedek, re di Salem, offrì pane e vino: era sacerdote del Dio altissimo
010e13006f	«Sia benedetto Abram dal Dio altissimo, creatore del cielo e della terra, e benedisse Abram con queste parole:
010e14006e	e benedetto sia il Dio altissimo, che ti ha messo in mano i tuoi nemici». Abram gli diede la decima di tutto.
010e150052	Poi il re di Sòdoma disse ad Abram: «Dammi le persone; i beni prendili per te».
010e160077	Ma Abram disse al re di Sòdoma: «Alzo la mano davanti al Signore, il Dio altissimo, creatore del cielo e della terra:
010e170079	né un filo, né un legaccio di sandalo, niente io prenderò di ciò che è tuo; non potrai dire: io ho arricchito Abram.
010e1800b3	Per me niente, se non quello che i servi hanno mangiato; quanto a ciò che spetta agli uomini che sono venuti con me, Escol, Aner e Mamre, essi stessi si prendano la loro parte».
010f01009d	Dopo tali fatti, questa parola del Signore fu rivolta ad Abram in visione: «Non temere, Abram. Io sono il tuo scudo; la tua ricompensa sarà molto grande».
010f02007b	Rispose Abram: «Mio Signore Dio, che mi darai? Io me ne vado senza figli e l'erede della mia casa è Eliezer di Damasco».
010f03005b	Soggiunse Abram: «Ecco a me non hai dato discendenza e un mio domestico sarà mio erede».
010f04007a	Ed ecco gli fu rivolta questa parola dal Signore: «Non costui sarà il tuo erede, ma uno nato da te sarà il tuo erede».
010f05008e	Poi lo condusse fuori e gli disse: «Guarda in cielo e conta le stelle, se riesci a contarle» e soggiunse: «Tale sarà la tua discendenza».
010f06003f	Egli credette al Signore, che glielo accreditò come giustizia.
010f07006f	E gli disse: «Io sono il Signore che ti ho fatto uscire da Ur dei Caldei per darti in possesso questo paese».
010f08004b	Rispose: «Signore mio Dio, come potrò sapere che ne avrò il possesso?».
010f09007a	Gli disse: «Prendimi una giovenca di tre anni, una capra di tre anni, un ariete di tre anni, una tortora e un piccione».
010f0a0080	Andò a prendere tutti questi animali, li divise in due e collocò ogni metà di fronte all'altra; non divise però gli uccelli.
010f0b0044	Gli uccelli rapaci calavano su quei cadaveri, ma Abram li scacciava.
010f0c0065	Mentre il sole stava per tramontare, un torpore cadde su Abram, ed ecco un oscuro terrore lo assalì.
