2800000008	Maatoosa
28080900f7	Akkos gayko, taappa kattara ta kiitinttize asuntsi yene, mahi taappa gaatsara taas kiitinttizuntsi yene. Unttappa fetaya, ‹Qito› gayko qitane; hyankkaya mahi ‹hyankka yo7o!› gayko ye7ine. Ta ariza, ‹Hyanno yiizo› gayko yiizane» gayda.
28080a0096	Yesuusa yinno si7ide wode gaama qoppii, fana kaallize asuntsago, «Ta yinttis turo ohine; taanii hyannii gaarize ammano Isra7eele as giddan bi7ikaaya.
28080b007d	Ta yinttis ohine; gaamuntsi awa kessappan awa geloppa yi7i, salo ka7itumo Abrahamara, Yisaaqaran Yayqoobara fettilla bettoda.
28080c007c	Yezin salo ka7itumo laattodes beezzin attiduntsana bale dhuma oloda. Ize unttis yeefon achchi garccingge maaqqada» yagayda.
28080d006f	Yesuusa mato hyalaqizego, «Ne kara hyanggo, ne ammanttii fana nees hyano» yagayda. E arize iira faxii attida.
28080e007a	Yesuusa Phexiroosa kara gelize wode Phexiroosa machiti intta omma otstsi misha hyarggera hyarggintti woy7i yezanno bi7ida.
28080f005d	Yesuusa I kushito bochchide wode otsitan michita ashshii ashshida. Faxii denddii eza mokkida.
28081000a2	Ye wode ugure tuna ayyaanara aykinttide gaama asuntsana, asuntsi Yesuusago ki7ida. Ezin tuna ayyaanuntsana fa qaaltte kessida, hyargginttizuntsana ubba fatstsida.
280811006c	Yinnen nabe Isayaasa, «E nu iita hyarggito faas ekkida, E nu hyarggito tookkida» gayde qaaltta folinttida.
280812006a	Yesuusa gaama asuntsi E kale eqqidanno bi7i, abbappa seko fintsa fiinggode fana fa tamaaruntsana kiittida.
2808130061	Higge asttamaaruntsappa fetay, «Asttamaarzayo, ne hyanggize bessa ubbanne ta kaalloda» yagayda.
2808140082	Yesuusa eego «Workkanuntsis olla yene, salo landduntsis keetstsi yene. Yezin As na7ays fa ommito shemppize bessi baaya» yagayda.
2808150065	Yesuusa kaallize asuntsappa fetay, «Laatstso, taanii tiino hyanggi ta adaya moogii yo7oda» yagayda.
280816004f	Yezin Yesuusa, «Hyayqqiduntsi fa hyayquntsana moogo; ne tana kaallo» yagayda.
2808170049	Yesuusa yedhdhades gongge gelide wode E tamaaruntsin eera qitodes gelida.
2808180075	Un qoppikaayzara yezin, damma zuluntte hyaatsitilla afa denddin gonggito qoodhdhodes yellida. Yezin Yesuusa genttida.
280819005a	E tamaaruntsi eego shiiqii eza barkkitsii, «Laatstso, nu dhabane nuna ashshoya» yagayda.
28081a008d	Yesuusa unttago, «Yin, ammano faccezuntso, akkos zhashitete?» yagayda. Denddii, zuluntton zhuubito si7i yizida. Ellisi ubba baz si7i gayda.
28081b006a	E tamaaruntsi gaama qoppii, «Hyay, melle atto yezin, zuluntten zhuubban kiitinttize wayde aso?» yagayda.
28081c00da	Yesuusa abbappa seko fintsa yeze Gerggesoone gaaze sa7a yellide wode tuna ayyaana aykkide lam77i asuntsi boozappa kezii eera yellinttida. Un gaama iitan zhashize as maaqqide gisho asi yinna bestira aadhodes dandda7oos.
28081d0070	Unttin, «Xoozze na7ayo, neera nuna akko yelitsize? Wode yellikaaya yezin nuna firddodes yi7ida?» ga7i uukkida.
28081e0039	Unttappa gaama hyakkikaayzar guudayile wude yengginttane.
28081f0070	Tuna ayyaanuntsi Yesuusa, «Ne nuna kessode baz maaqqiko, seko gudayluntsi wude gidda dakkoya» yaga7i woossida.
2808200098	Yesuusa, «Qitote» yagayda. Tuna ayyaana asuntsappa kezii gudayluntsago gelida. Gudayluntsin ubba gaga doonara woxxii hyanggi abba qoodhintti hyayqida.
280821007e	Gudayille wude yenggizuntsin woxxii katama hyanggi, hyanide bazin tuna ayyaana aykkide asuntsalla afa oochchidanno ubba ohida.
280822007c	Yeezin, katama yeze asuntsi ubbuntsi Yesuusa bo7odes kezida. Un Yesuusa bi7ide wode fa gaditippa kezii qitode fana woossida.
2809010046	Yinnippa suuba, Yesuusa gonggite gelii, abba fiinggi fa katama qitida.
28090200b0	Ize eerats asuntsi fettii wobbo atstsa alggara tookkii Yesuusago ki7ida. Yesuusa un ammantto bi7i, wobbo atstsa, «Ta na7ayo, zhashtippe! Ne nagartta atto ga7inttida» yagayda.
280903006e	Yinna saate, Ayhude higge asttamaaruntsappa fete fete, «Hyanna Xooz cazhe baane» yaga7i fa wozintte qoppida.
280904003e	Yesuusa un qoftto erii, «Iita baz yin wozintte akkos qoppete?
2809050067	Yezin, ‹Ne nagartta atto ga7inttida› gaazannippan ‹Denddii eqqii qito› gaazannippa ayye foolle?
28090600a7	Yezin sa7alla afa nagara atto gawudes As na7as adetita wolqqa yezanno ta yinttana erisoda» yaga7i, wobbo atstsego, «Denddii, ne alggiza tookkii, kara qito» yagayda.
2809070024	Wobbo atstse denddii fa kara qitida.
280908005b	Worzhita yinno bi7i gaama qoppida. Yinnii fana adetits wolqqa asis inggide Xoozza galatida.
280909008d	Yesuusa yeygappa denddii hyanggitera Maatoosa gaaze qaraxe gachchize bessa bettii yezin bi7i, «Tana kaallo» yagayda. Ezin denddii kaallida.
28090a0091	Yesuusa Maatoosa kara leematella bettii yezin, qaraxe gachchize gaama asuntsin nagaranchchuntsi yi7i eeran E tamaaruntsara wolla mo7odes bettida.
28090b0093	Fettii fettii Farisaawuntsi yinno bi7i, Yesuusa tamaaruntsara, «Yin asttamaarize qaraxe gachchizuntsaran nagaranchchuntsara akkos me7e?» yagayda.
28090c0051	Yesuusa yinno si7i, «Gaalla koshshize hyargginttizuntsap fattin faxuntsis baaya.
28090d00ea	Yezin yin hyanggi, ‹Taanii yin zharshito baayzin yin melluntsana maarode fana koyane› ga7intti xaafinttidanna waagizako erote. Akkos gayko, taanii nagaranchchuntsana xeegodes yi7idap attin xilluntsana xeegodes yi7ikaaya» yagayda.
28090e0086	Ye wode Wahannisa tamaaruntsi Yesuusago shiiqin, «Nuunin Farisaawuntsin xoomane, yezin ne tamaaruntsi akkos xoomoso?» yaga7i oocida.
28090f009b	Yesuusa mahi unttago, «Mushura unttara yezin xeegintti yi7ide asuntsi azzanodes dandda7ane? Mushura un kaleppa ekkinttode wode yo7oda, un ye wode xoomoda.
2809100088	«Kille ma7oppa feedhii gal77a ma7olla sikkize ooden baaya. Yinnii fana yeyziko killize gal77iza feedhane. Feedhitsitan wozzii dalggane.
280911011e	Kille woyne gal77a silphe gujjize ooden baaya. Yinnii fana yeyziko kille woynize gal77a silphiza dhuussane woynizen lanttane; silphizen lam7intsa maaddoose baz maaqqane. Yezin kille woyne kille silphe gujjodes beezane. Yinnii fana yeyziko lam77untsin iitikaayzara naaginttane» yagayda.
28091200c7	Yesuusa yinna ohitilla afa yezin, Ayhude hyalaquntsappa fetay eego yi7i, E tiino bunqqunttii, «Ta na7ita hyatte hyayqqida, yezin iza faxode fana ne yi7i ne kushito iilla afa gaddoyo» ga7i woossida.
2809130038	Yesuusa denddii eera hyanggida; E tamaaruntsin kaallida.
2809140083	E hyanggizin taphpho lam77i bere kumutsi suutsi googii waaytsize fettii maachita suubara shiiqii Yesuusa ma7iti macartto bochchida.
2809150054	Iza fa wozintte, «Ta E ma7iti macartto xalaala bochchizako faxoda» yaga7i qoppida.
2809160077	Yesuusa suub maaqqii izo bi7i, «Ta na7ite, zhashitippe! Nena ne ammantta fatstsida» yagayda. Astan iira faxii attida.
2809170052	Yesuusa Ayhude hyalaqize kara yellide wode zaye fuggizuntsanan yeekizuntsana bi7i,
2809180066	«Ane hyal7ote; eerats na7ita genttidap attin hyayqqikaaya» yagayda. Yezin asuntsi eella afa miicida.
2809190062	Asuntsana bale kessidannippa suuba keetstsa gelii, na7iti kushito aykkida, na7itan denddii eqqida.
28091a0026	Yinna ohita yinna sa7ito ubba yellida.
28091b0091	Yesuusa yeygappa denddii gode tiino hyanggodera lam77i qooquntsi fa qaaltto dhoqi yiizii, «Dawute na7ayo, nuna maaroya» yagaytira eza kaallida.
28091c00b8	Yesuusa keetstsa gelize wode qooquntsi eza kaallii yellida. Yesuusa unttago, «Taanii yinno oochchodes dandda7izanno yin ammananete?» yagayda. Unttin, «Yee, Laatstso» yaga7i mahida.
28091d0061	Yinnippa suuba, Yesuusa un aafto bochchii unttago, «Yinttis, yin ammanttii fana hyano» yagayda.
28091e0059	Un aafitan bugunttida. Yesuusa unttago, «Hyanno oodesin ohippete» yaga7i mintsii ohida.
28091f003a	Yezin asuntsi hyanggi Yesuusa baz yinna sa7ite ubba ohida.
2809200059	Un yeygappa kezze wode asuntsi tuna ayyaana aykkii muumuzide fettii asi Yesuusago ki7ida.
2809210089	Tuna ayyaana kezideppa suuba muume atstse ohinttida. Asuntsin gaama qoppida, «Yinnii fana kille baz Isra7eele sa7a hyanikaaya» yagayda.
2809220056	Yezin Farisaawuntsi, «Tuna ayyaanunts hyalaqara tuna ayyaanuntsana kessane» yagayda.
280923009a	Yesuusa Ayhude woosa keetstsa tamaarssitera, salo ka7itumo Wonggele sabbakitera, asuntsana hyargge ubbappa fatstsitera kataman kara gancce ubbanne wutida.
280924006b	Gaama worzhita, yenggize asi baayze duro fana unttana be7ize asi dhabin un yezanno bi7i unttis yiqsinttida.
2809250054	Fa tamaaruntsago, «Shiiqode katsita gaama, yezin katsito shiishize asuntsi eeratsi.
280926005b	Yinnii gisho, Laatstsi katstsa shiishode oochanchchuntsana dakkode fana woossote» yagayda.
280a01008b	Yesuusa taphpho lam77i tamaaruntsana faago xeegii, tuna ayyaana kessode fanan hyargge ubbappa fatstsode fana unttis adetits wolqqa inggida.
280a020097	Yesuusa kiittide taphpho lam77i hawaaruntsi suntsita; tiinize Phexiroosa gaaze Simoona E ishe Inddiriyase, Zabdiyoosa na7a Yayqooban E ishe Wahannisan,
280a030061	Filphoosa Bartolomiyoosa, Toomaasa qaraxe gachchize Maatoosa, Ilfiyoosa na7a Yayqooba, Taadiyosa,
280a040049	fa gaditis yiqsinttize Simoonan Yesuusa aatsii inggide Yesqorootu Yihuda.
280a050085	Yinna taphpho lam77untsi Yesuusa kiittii dakkitera, «Ayhude maaqqoosse worzhago hyanggippete, mahi Samaara asunts kataman gelippete.
280a060048	Yezin Isra7eele keetstsappa maaqqide sekka dhabide duruntsago hyanggote.
280a070033	Ize hyanggi, ‹Salo ka7itumo ukkida› ga7i ohote.
280a0800af	Hyargginttizuntsana fatstsote, hyayqqiduntsana hyayqqoppa dentstsote, qursuma hyargginttizuntsana geeshii fatstsote, tuna ayyaana kessote. Yin hyarii ekkidanno hyarii inggote.
280a090031	Yin kiistte worqqa, woy bira santtime aykkippete.
280a0a0062	Yin oges karxite, lam77i ma7o, woy caamma woy gufe aykkippete; oochchizuntsis hyayno quma beezane.
280a0b0089	«Yin fettii katama woy kara gancce gelize wode yinttana mokkii ekkodes ufayttize asi koyi E kara gelote; yin qitode wontsis ize gam7ote.
280a0c0023	Mahi oode karan gelitera saritsote.
280a0d0081	Yinna keetsita yinttana mokkiko yin saritside sartta unttana yello, yezin un mokkanxiko yin saritside sartta yinttis suub maaqqo.
280a0e0087	Ooden yinttana mokkanxiko yin ohize baz si7anxiko yinna keetsitifa woy yinna katamttippa kezitera yin tohite yeze xurito fixxii kezote.
280a0f0068	Ta yinttis turo ohine; Xoozze firdda qamma yinna katamttippa Soodomasin gamoora katamitis firdda eeroda.
280a100070	«Ta yinttana duro fana suudhumuntsi gidda dakkoda. Yinnii gisho, shooshi fana cincca, wolle fana aada maaqqote.
280a110088	Asuntsi yinttana firddize daynnuntsis aatsii inggoda, mahi Ayhude woosa keetstsa yinttana garaafoda. Yinnii gisho, unttappa naaginttote.
280a120093	Ta gisho ga7i yinttana worzhito ahizunts tiino kaatuntsi tiino kanggoda. Un tiintte Ayhude maaqqoosse worzhunts tiino eqqii yin ta baz markkidhoda.
280a130080	Yezin yinttana firddas aatsii inggize wode waaga7i mahode ga7i un7inttippete; yinna saate yin gawude baz Xoozii yinttis inggoda.
280a14004c	Akkos gayko, yinttana ohize yin Aday Geeshi Ayyaanappa attin yinttana baaya.
280a150076	«Ishay fa ishaya, aday fa na7aya, hyayqos aatsii inggoda, na7untsi fana yeliduntsalla afa denddii unttana wodhissada.
280a160056	Ta gisho ga7i asi ubbuntsi yinttana ixxoda, yezin wurssutsi yellodes miinggide attoda.
280a170098	Fettii kara gancceppa yinttana un bay7iko melle katama bettote. Taanii yinttis turo ohine; As Na7ay yo7ode wontsis, yin Isra7eele katama ubba kantsaama.
280a18003f	«Tamaaruntsi fa asttamaarzeppa, arizen fa laatstseppa aadhoos.
280a190095	Tamaarize fa asttamaarize, arize fa laatstsize fana yiiko ees maaqqada. Karttii aday Bi7elzebuula gayko E kara asuntsana wayzi wozzii iissii xeegoso?
280a1a0060	«Yikke, asis zhashitippete. Geenggide baz qonccoda, Aachinttide baz geesha kezikaayzara attoos.
280a1b0063	Taanii yinttis dhuma ohize baz yin foo7o ohote; ta yinttis hyaye kalkashide baz zoozella awaajjote.
280a1c0085	Ashop attin shemppo wodhodes dandda7osuntsis zhashitippete. Yezin shemppiton ashton gaanname dhabssodes dandda7ize Xoozzes zhashtote.
280a1d007c	Lam77i buubbe landduntsi fettii santtime bayzinttoossane? Yi7op attin, unttappa fetayn yin Xoozze gaykaayzin sa7a wodhdhoos.
280a1e0035	Melle atto yezin, yin omma isintsitan faydintti yene.
280a1f0042	Yikke, gaama buubbe landduntsappa yin aadhize gisho zhashitippete.
280a200051	«As tiino taas markkidhize ubbuntsis taanin salo yeze ta aday tiino markkidhada.
280a210045	Yezin as tiino tana kaddizaya taanin salo yeze ta aday tiino kaddoda.
280a220066	«Taanii sa7alla lo77o ko7odes yi7ida yinttis aazippe. Taanii olappa attin sarotits ko7odes yi7ikaaya.
280a230064	Taanii yi7idanna, «Na7aya adeppa maachi na7ito inttippa Na7ay machchito azinze inttippa shaakkodes.
280a24002c	Asis morkkuntsi E kara asuntsana maaqqoda.»
280a2500a2	«Taappa aatsii fa adaya woy fa intto kadhize, ta baz maaqqodes beezoos. Fa dhiiratsi na7aya woy fa maachi na7ito taappa aatsii kadhize, ta baz maaqqodes beezoos.
280a260042	Fa masqala tookkii tana kaalloosse ooden ta baz maaqqodes beezoos.
280a27005c	Fa shemppito ashshodes koyze dhabssoda, yezin fa shemppito ta gisho aatsii inggize ashshoda.
280a28004b	«Yinttana mokkize tana mokkane, tana mokkize mahi tana kiittidaya mokkane.
280a290073	Nabe nabe suntsite mokkize, nabe fana waaga ekkoda; mahi xilliza xillo suntsite mokkize, xillize fana waaga ekkoda.
280a2a009c	Ta yinttis turo ohine; hyantsi ta tamaaruntsappa eerize fetay tana kaallize gisho melle atto yezin eeratsi toya hyaatsi inggiko E waagita dhaboos» yagayda.
280b010080	Yesuusa taphpho lam77i tamaaruntsana kiittii hyaasidannippa suuba izippa denddii tamaarssodesin sabbakodes Galila katama qitida.
280b020058	Wahannisa achi keetstsa yezara Kiristtoosa oochito si7i, fa tamaaruntsappa eego kiittii,
280b03003f	«Yo7oda ga7inttide nenane? Woy nu melle kafode?» ga7i oocida.
280b040050	Yesuusa unttago mahi, «Hyanggi yin si7ide bazin yin bi7idebaz Wahannisas ohote.
280b0500a0	Qooquntsi be7ine, wobbuntsi yedhdhane, qursuma hyargginttizuntsi geezhane, tulluntsi si7ine, hyayqqiduntsi hyayqoppa denddane; dahuntsis Wonggele sabbakinttane.
280b06002c	Taara dhubunttoosse anjjinttidaya» yagayda.
280b0700b2	Wahannisa tamaaruntsi suub maaqqii hyanggin, Yesuusa worzhuntsis Wahannisa baz ohitera, «Hyanna akko baayze ganasa akko be7ades yi7idate? Baqo en7ize shombboqo be7ades yi7idate?
280b080074	Yeezin, akko be7ades yi7idate? Bonchcho ma7o ma77ide asuntsana be7adesine? Bonchcho ma7o ma77iduntsi kaat kara yene.
280b090053	Yeezin, akko be7ades kezidote? Nabe be7adesine? Yee, yin nabeppan aadhizaya be7ine.
280b0a0063	«Ne ogito ne tiintte giigize ta kiitanchchiza neeppa tiino kiittoda» ga7intti xaafinttidanna ees.
280b0b00a3	Ta yinttis turo ohine; maachippa yelinttiduntsi giddappa xammaqize Wahannisappa aadhize oonin denddikaaya; yezin salo ka7itumo ubbuntsappa eerize E, eeppa aadhoda.
280b0c0074	Xammaqize Wahannisa wodeppa dentsii hyayno yellodes salo ka7itumo gaama urqqinttane, miinggi butunttizunts denggoda.
280b0d0035	Nabunts ubbuntsi higgen Wahannisa baz tinbbite ohida.
280b0e0054	Yikke, yin un kiitto ammanodebaz maaqqiko, yo7oda ga7inttide Eeliyaasa, E Wahannisa.
280b0f001e	Yikke, si7ize hyaye yeze si7o.
280b100053	«Yikke, taanii hyanna wode yeletto akkora aazissade? Gabe gidda bettii wol xeegii,
280b110072	«‹Nu yinttis suulunqe fuggin; yin yexxikaaya. Nu nashshii gayrin; yin yeekkikaaya› yagaaze na7untsana aazane.
280b120056	Xammaqize Wahannisa mu7ikaayzaran uzhikaayzara yi7in, ‹Tuna ayyaana yene› yagayda.
280b1300b0	As na7ay mu7iteran uzhitera yi7in, ‹Zhimbbaran ushi asi, qaraxe gachchizuntsisin nagaranchchunts igina› yagayda. Yikke, cinccatitsin turetitsi E oochite qonccane» yagayda.
280b14008f	Yinnippa suuba, Yesuusa gaama kille baz oochchide katamuntsi gidda yeze asuntsi fa nagarttippa maaqqii maarotitsi gelanxi ixxide gisho unttana,
280b1500ea	«Bade Koraaziine katamite, bade Beetesayida katamite, akkos gayko, yin gidda oochinttide kille baz Xiroosa giddan Sidoona gidda oochinttidebaz maaqqizako, un zaga budo tizhintti, kayo afula ma77i fa nagarttippa maaqqii attod yeshsha.
280b16005b	Yezin ta yinttis ohine; firdda qamma yinttappa aatsii Xiroosasin Sidoonasi firddita eeroda.
280b1700cd	Mahi, Qifirnahoome, neenii ude salo kezodes koyane? Hyanoos! Ne si7oole olinttoda. Akkos gayko, ne gidda oochchinttide kille baz Soodoma oochchinttidebaz maaqqizako, Soodoma hyayno yellodes yessad yeshsha.
280b180049	Yezin ta nees ohine; firdda qamma neeppa aatsii Soodomas firdda eeroda».
280b190083	Ye wode Yesuusa, «Adayo, salo sa7a Laatstso, ne hyanno eruntsappan cincuntsappa aachchii na7untsis qonccizide gisho nena galatane.
280b1a0033	Yee, ta Adayo, hyanna ne lo77o qoftti fana hyanida.
280b1b0090	«Ubbanna taas ta Adeppa ingginttida. Adayppa melle na7aya erize baaya, na7ayppan E qonccodes koyezuntsappa melle Adaya erodes dandda7ize baaya.
280b1c0058	«Yin, labbiduntso, toofo deexide ubbuntsi taago hyanka yo7ote; ta yinttana shemppisada.
280b1d007e	Taanii ta wozintte dalggan aada maaqqide gisho ta qambbartto tookkote, taappa tamaarote; yin, yin shemppitis shemppo denggoda.
280b1e0036	Ta qambbartta sila, mahi ta toofitan foollo» yagayda.
280c010078	Ye wode, Sambbata qamma, Yesuusa gade giddara aadhida. Yesuusa tamaaruntsi naydhdhide gisho tizha bangga shicci dha7ane.
280c020082	Yezin Farisaawuntsi yinno bi7i Yesuusago, «Hyaychche, ne tamaaruntsi Sambbata qamma oochchodes beezoosse baz oochchane» yagayda.
280c03005c	Yesuusa unttago mahi, «Dawute naydhdhide wode eera yezuntsara akko oochchezako nabbabikate?
280c04006b	Dawute Xoozze keetstsa gelii kahinuntsi xalaalap attin eesin eera yezuntsis beezoosse geeshi daabbo mu7ida.
280c050084	Woy kahinuntsi Sambbata woga shaarii Xoozze keetstsa Sambbata qamma oocha oochchiko unttis bala baayzanno Muse higgeppa nabbabikate?
280c060037	Yezin ta ohine! Xoozze keetstsappa aadhize hyanne yene.
280c070092	‹Taanii yin zharshito baayzin yin melluntsana maarode fana koyda› gaaze qaaltta waagizako yin erezako geeshi asuntsalla afa firddaama yeshsha.
280c080025	As na7ay Sambbata Laatstsi» yagayda.
280c090034	Yesuusa yeygappa kezii Ayhude woosa keetstsa gelida.
280c0a008a	Ize kushe wobbo fettii asi yene. Yesuusa mootodes mikinaate koyze asuntsi, «Sambbata qamma fatstsodes beezanene beezoso?» yaga7i oocida.
280c0b0059	E unttago, «Yin giddappa fetays duro Sambbata qamma gaga qitiko, gochchii keesoose oode?
280c0c006c	Yeezin asi duroppa wayzi gaama aadhoso? Yinnii gisho, Sambbata qamma ubba lo77o baz oocha beezane» yagayda.
280c0d007e	Yinnippa suuba, Yesuusa atstsego, «Ne kushito luulizo yaga7in,» atstse luulizida. E kushize faxii hyankay kushe fana yi7ida.
280c0e0050	Yezin Farisaawuntsi yeygappa bale kezii, Yesuusa wayzi wodhod yezako zorinttida.
280c0f0085	Yesuusa un qoftto erii yinna besito ashshii melle bessa qitida. Gaama asuntsi eza kaallii qitida, hyargganchchuntsana ubba fatstsida.
280c100040	Yesuusa, «Ta baz melle oodesin ohippete» yaga7i mintsii ohida.
280c110017	Yinnan nabize Isayaasa,
280c12008f	«Hyaychche ta dooride arize, ta kadhize, tana ufaysize, taanii ta ayyaana, eella afa gaddoda; E, Ayhude maaqqoosse worzhitis firdda awaajjoda.
280c130037	E lalloos woy uukkoos; E qaaltton oge cer si7ize baaya.
280c14005f	Firdda gamii denddode wontsis, donccinttide shombboqo mentsoos, cugize shombboqo fana dhabsoos.
280c15004a	Worzha ubba eella ufayssi gaddoda» yaga7i xaafinttidanna folinttode fana.
280c160087	Yinnippa suuba, tuna ayyaanara aykinttide qooqen doona muume asi yezaya eego ki7ida. Yesuusa atstsa fatstsin, atstse be7inen ohinttane.
280c17004e	Asuntsi ubbuntsi gaama qoppii, «Hyay Dawute na7a maaqqada yessane?» yagayda.
280c180081	Yezin Farisaawuntsi yinno si7i, «Hyay atstse tuna ayyaanuntsana kessize tuna ayyaanunts hyalaqa Bi7elzebuula wolqqara» yagayda.
280c19008b	Yesuusa un qoftto erii, «Wol gidda shaakkinttize ka7itumo ubba gol7oda; mahi wol gidda shaakkinttize katamita woy keetsita miinggi eqqoos.
280c1a008f	Xalahe xalahe kessizebaz maaqqiko fa gidda shaakkinttane ga7intte. Yinnii fana hyanizebaz maaqqiko E ka7itumtta wayzi miinggi eqqodes dandda7e?
