0100000008	Genesisy
0108080062	Nampandenà’e boak’ama’e ka ty deho ho mb’eo hahaoniñe hera nizetse an-tane atoy i ranoy;
01080900e1	fe tsy nahatrea ty hipetahan-tombo’e i dehoy, le nimpoly mb’an-dakam-poloay ao fa mboe nihanañe ambone’ ty tane toy iaby i ranoy. Aa le nahiti’e ty fità’e naho rinambe’e vaho nazili’e ho ama’e an-dakañe ao.
01080a0060	Mbe nandiñe fito andro ka le nampisangitrife’e mb’eo boak’ amy lakañey indraike i dehoy;
01080b00a3	ie amy harivay, nimpoly ama’e i dehoy, am-bava’e ao ty raven-olive nipotore’e anianike; aa le nirendre’ i Nòake te nita­ke­trak’ an-tane atoy o ranoo.
01080c004b	Ie nandiñe fito andro ka le nirahe’e mb’eo i dehoy f’ie tsy nimpoly.
01080d00fa	Ie amy taom-pahaenen-jato-raik’ ambiy, amy volam-baloha’ey, amy andro valoha’ i volañeiy, le nima­ike o rano ambone’ tane atoio; le nakatra’ i Nòake ty lombo’ i lakam-poloaiy naho nisary, vaho niisa’e te nimaike ty ambone’ i taney.
01080e005d	Amy volam-paha-roey, amy andro faha roa-polo-fito-ambi’ i volañeiy le nimaike ty tane toy.
01080f0028	Aa hoe t’i Andrianañahare amy Nòake,
0108100056	Iengao o lakam-poloaio, ihe naho ty vali’o naho o ana’oo vaho o valin’ ana’oo.
01081100cd	Akaro mindre ama’o ze fonga raha veloñe ama’ nofotse, o voroñeo naho o hareo naho ze hene mpisitsitse misariosario an-tane atoy, hibodobodo an-tane atoy naho hitomambao vaho hanarànake an-tane atoy.
0108120060	Aa le niavotse t’i Nòake rekets’ o ana-dahi’eo naho i vali’ey naho o valin’ ana’eo.
0108130080	Le sambe niakatse i lakañey ze biby naho raha milaly, naho o voroñeo naho ze misitsitse ambone’ ty tane toy amo karaza’eo.
010814009a	Aa le nañoreñe kitrely ho am’ Iehovà t’i Nòake vaho sindre nandrambesa’e ze biby malio naho ze voroñe malio vaho nañenga soroñe amy kitreliy.
010815010f	Ie naha’antsoñe i harifondrifoñañey t’Iehovà le hoe t’Iehovà añ’arofo’e ao, Tsy hafàko ka o taneo ty am’ondatio, fa raty boak’ami’ty faha-ajaja’e ty fisafirin’ arofo’ ondatio; vaho tsy ho rotsaheko ka ze kila raha veloñe manahake i nanoekoy.
01081600a3	Aa naho mbe eo ty tane toy, le tsy ho modo ka ty sam-pitongisañe naho fitatahañe, ty hanintsiñe naho hatrovohañe, ty asara naho asotry, ty handro vaho haleñe.
010901007f	Nitatan’Añahare t’i Nòake naho o ana-dahi’eo ami’ty hoe: Mitomboa naho mangetse­ke­tse­ha vaho liforo ty tane toy.
01090200e6	Le amy ze kila biby ambone’ ty tane toy naho amy ze voron-tioke naho amy ze mpisi­tsitse an-tane atoy, vaho amy ze fiañe an-driak’ ao ty fihembañañe naho ty firevendreveñañe ama’ nahareo, fa natolotse am-pità’ areo.
0109030086	Ho fikama’ areo ze hene raha veloñe; manahake ty nanolo­rako anahareo o ahetse maindoñindoñeo ty anolorako ze satan’ Añahare.
0109040046	Fe tsy ho kamae’ areo ze nofotse reketse ty havelo’e—i lio’ey.
01090500a0	Toe ho paiaeko an-taña’ ze fonga biby naho am-pità’ondaty naho am-pitàn-drahalahi’ ondaty ty lio’areo, ty havelo’areo. Ho paiako ty fiai’indatiy.
0109060073	Ze mampiori-dio ondaty, Le hampiorihe’ondaty ka ty lio’e. Fa ami’ty vintan’Añahare ty nitseneañe ondatio.
0109070058	Aa le mahavokara vaho mangetse­ketseha, miraoraòa an-tane atoy vaho mihamaroa ama’e.
010908004e	Le hoe t’i Andrianañahare amy Nòake naho amo ana-dahi’e nindre ama’eo:
010909004b	Ingo te mañori-pañina ama’areo naho amo tarira’areo hanonjohio iraho,
01090a00a5	naho amy ze kila raha veloñe mindre ama’areo, o voroñeo, o hareo, naho ze fonga bibi’ ty tane toy, ze niakatse i lakam-poloaiy, ze kila’ bibi’ ty tane toy.
01090b009f	Horizako ama’areo ty fañinako te tsy hampaitoeñe an-drano fiempoempoañe ka ze kila nofotse, vaho tsy ho rots­ahe’ ty fiempoempoan-drano ka ty tane toy.
01090c009c	Hoe t’i Andrianañahare, Zao ty vilo’ ty fañina ifañinàko ama’areo naho amo kila raha veloñe mindre ama’ areoo pak’amy ze hene tariratse añe:
01090d004d	Ho reketeko amo rahoñeo ty àvako ho vilo’ ty fañinako ami’ty tane toy.
01090e0050	Ie ampandrahoñeko ty ambone’ ty tane toy, le hiboak’ amo rahoñeo i avañey
01090f0099	le ho tiahiko i fañinako ama’ areo naho amo raha veloñe ama’ ­nofotse iabioy; vaho tsy ho empoempoe’ o ranoo ka ze hene nofotse handrotsake aze.
0109100099	Ie amo rahoñeo i avañey, le ho treako vaho ho tiahiko i fañina tsy ho modo añivon’ Añahare naho ze hene raha veloñe ama’ nofotse an-tane atoiy.
010911007d	Hoe t’i Andrianañahare amy Nòake, izay ty ho vilo’ i fañina norizeko añivo’ Ahy naho ze kila nofotse an-tane atoiy.
010912006c	O ana’ i Nòake niakatse i lakam-poloaio, le i Seme naho i Kame vaho Ièfete. Rae’ i Kanàne t’i Kame.
0109130057	I telo rey ro ana-dahi’ i Nòake; le boak’ am’ iereo ty nanitsihañe ty tane toy.
0109140037	Niorotse niava tane t’i Nòake vaho nambole valoboke.
0109150050	Ie nikama ty divai’e le nimamo vaho tsy aman-tsaroñe t’ie an-kiboho’e ao.
0109160064	Nizoe’ i Kame, rae’ i Kanàne, ty fiha­lon-drae’e le vinola’e ty rahalahi’e roe alafe ao.
01091700b5	Aa le rinambe’ i Seme naho Ièfete ty lamba, le nasampe an-tsoro’ iareo roe le nidisa-voly nanaroñe ty fihalon-drae’e; nitolike ty lahara’iareo tsy nahatrea i fihaloa’ey.
0109180058	Ie nivañoñe amy divai’ey t’i Nòake naho nahafohiñe i nanoa’ i ana-tsitso’ey,
0109190058	le hoe re, Afàtse t’i Kanàne fa ho mpitorom-pitoroñe amo roahalahi’eo. Hoe ka re,
01091a0052	Rengèñe t’Iehovà, Andrianañahare’ i Seme, fa ho mpitoro’e t’i Kanàne.
01091b0069	Hampientaren’Añahare t’Ièfete, ie himoneñe an-kiboho’ i Seme, vaho ho mpitoro’e t’i Kanàne.
01091c0053	Niveloñe telon-jato tsy limampolo taoñe tafara’ i fiempoempoañey t’i Nòake.
01091d007b	Nañeneke sivan-jato-tsi-limampolo taoñe ty hene andro’ i Nòake, vaho nihomake. Izay ty fanoñona’ o ana’ i Nòakeo
010a010055	Naho fa añe i fiempoempoañey le nahatoly anake t’i Seme naho i Kame vaho Ièfete;
010a02005f	O tarira’ Ièfeteo le i Gomere, i Magoge, i Madae, Iavane, i Tobale, i Meseke, vaho i Tirase.
010a03003f	O tarira’ i Gomereo le i Askenaze, i Rifate, vaho i Togarmà.
010a040045	O tarira’ Iavaneo le i Elisà, i Tarsise, i Kitime vaho i Dodanime.
010a05009b	Boak’am’iereo ty nampifañavakavaheñe o kilakila’ndatio hifanjarà’ iareo o taneo; songa amam-pisaontsi’e naho hasavereña’e vaho fifehea’e.
010a060042	O tarira’ i Kameo: i Kose, i Mitsra­ime, i Pota vaho i Kanàne.
010a070079	O tarira’ i Koseo: i Sebà, i Havilà, i Sabtà, i Ramà, vaho i Sabtekà. O tarira’ i Ramào: i Sebà naho i Dedane.
010a08003f	Nisamake i Nimrode t’i Kose; ie niha­lahitsiay an-tane atoy,
010a090089	nim­pi­tsatsa ra’elahy añatrefa’ Iehovà ami’ty saontsy ty hoe: Manahake i Nimrode, mpangoroñe lahitsiay añatrefa’ Iehovày.
010a0a0063	Nifototse e Bavele ty fifehea’e, le nitakats’ i Sinare naho i Ereke naho i Akade vaho i Kalnè.
010a0b0063	Niavotse amy taney t’i Asore naho nañoreñe i Ninevè naho i rova atao Rehobotey, i Kèlake vaho
010a0c003c	i Resene añivo’ i Ninevè naho i Kèlake—rova jabajaba.
010a0d0045	I Mitsraime nisamake i Lody naho i Anamy, naho i Lehaby, i Naftohy, i
010a0e0042	Patrosy, i Kaslohy (i niboaha’ o nte-Pilistioy), vaho i Kaftore.
010a0f0042	Nisamake i Tsidone tañoloñoloña’e t’i Kanàne, naho i Khete
010a100033	naho i nte-Je­bosey, i nte-Emorey, i nte-Girgasey,
010a110027	i nte-Khivey, i nte-Arkey, i nte-Siney,
010a120068	i nte-Arvadey, i nte-Tsemarey vaho i nte-Khamatey. Ie añe le niparaitake alafe’e añe o nte-Kanàneo.
010a13009f	Nifototse e Tsidone ty efeefe’ o nte-Kanàneo mioza amy Gerare mb’e Azà, naho mb’e Sedome naho Amorà naho Adamà naho Tseboime am-para’ i Lesà añe.
010a140066	Ie ro tarira’ i Kame amo hasavereña’eo naho o fisaontsi’eo amo tane’eo vaho amo fifehea’eo.
010a150053	Amy Seme, rae’o nte-Evre iabio naho rahalahi’ Ièfete zoke’e, ro nisamahañe:
010a16004d	Inao o tarira’ i Semeo: i Elame, i Asore, i Arpaksade, i Lode vaho i Arame.
010a17003d	O tarira’ i Arameo, i Oze, i Kole, i ­Getere, vaho i Mase.
010a180042	Nisamake i Selake t’i Arpaksade le nisamake i Evre t’i Selake.
010a190092	Nisamak’ ana-dahy roe t’i Evre, i Pèlege ty tahina’ ty raike, ty amy fizarazaran-tane tañ’andro’e; Iok­tane ty tahinan-drahalahi’e.
010a1a0044	Ioktane nisamake i Almodade naho i Sèlefe, i Khazaremavete, Ierake,
010a1b001e	i Hadorame, i Ozale, i Diklà,
010a1c001d	i Obale, i Abimaele, i Sebà,
010a1d003a	i Ofire, i Khavilà, vaho Iobabe; songa tarira’ Ioktane.
010a1e0069	Mifototse e Mesà eo ty tane nimoneña’ iareo le miranga mb’e Sefare mb’eo, i vohitse atiñanañey.
010a1f0063	Ie ro tarira’ i Seme amo hasavereña’eo naho o fisaontsi’eo, o tane’eo vaho o fifehea’eo.
010a2000af	Ie iaby ro tarira’ o ana-dahi’ i Nòakeo, amo fanoñona’eo, naho amo fifehea’eo; ie ro nipa­raitaha’ ze kila’ondaty an-tane atoy, naho fa añe i fiempoempoañeio.
010b010041	Ie henane zay, raike ty fivimby naho fisaontsi’ ze kila ondaty.
010b02006b	Aa ie niombotse boak’ atiñanañe le nandoak’ an-tane atao Sinare naho nanjo motombey vaho nañialo eo.
010b03007b	Le nifanaontsy ty hoe: Antao hamboatse birìke oroañe soa. Nisolo vato ty birike’ iareo vaho solin-tane ty fanosoha’e.
010b0400ae	Le hoe iereo: Antao hañoren-drova naho fitilik’ abo aman-dengo mitio­tiotse an-dikerañe añe vaho hanoeñe tahinañe tika, tsy mone hivarakaike an-tarehe’ ty tane toy.
010b05005e	Nizotso mb’eo t’Iehovà hivazoho i rovay naho i fitilik’abo ranjie’ o ana’ ondatioo.
010b0600ab	Le hoe t’Iehovà, Hehe t’ie ondaty mitokañe, songa aman-tsaontsy raike, le ingo ty fifotoran-draha’e, ie henaneo tsy eo ty hahasebañe ze safirie’ iereo hanoeñe.
010b07005c	Aa le antao hizo­tso mb’eo hañalikàlike ty fivimbi’ iareo tsy hifan­ka­hazo saontsy
010b080065	aa le nampiparatsiahe’ Iehovà ambone’ ty tane toy iereo vaho nijihetse ty fañoreñañe i rovay.
010b090096	Ie nanoeñe: Bavèle, amy te navali­tsikota’ Iehovà ze hene saontsi’ ty tane toy vaho nampiparaitahe’ Iehovà ambone’ ty tane bey toy iereo.
010b0a007a	Izay ty fanoñona’ i Seme. Ie roe taoñe añe i fiempoempoañey, le ni-zato taoñe t’i Seme naho nisamake i Arpaksade.
010b0b0066	Ie nahatoly i Arpaksade t’i Seme le mbe niveloñe 500 taoñe nisamak’ ana-dahy naho anak’ampela.
010b0c003c	Ie niveloñe 35 taoñe t’i Arpaksade le nisamake i Selake,
010b0d0058	ie nahatoly i Selake le mbe niveloñe 403 taoñe nisamak’ ana-dahy naho anak’ampela.
010b0e0037	Ie niveloñe 30 taoñe t’i Selake le nisamake i Evre,
010b0f0064	ie nahatoly i Evre t’i Selake, le mbe niveloñe 403 taoñe nisamak’ ana-dahy naho anak’ampela.
010b100036	Niveloñe 34 taoñe t’i Evre vaho nisamake i Pelege,
010b11006a	ie ­nahatoly i Pelege t’i Evre le mbe nive­loñe 430 taoñe nisa­mak’ ana-dahy naho anak’ ampela.
010b120037	Niveloñe 30 taoñe t’i Pelege vaho nisamake i Rehò,
010b130065	ie nahatoly i Rehò t’i Pelege le mbe niveloñe 209 taoñe nisamak’ ana-dahy naho anak’ ampela.
010b140037	Niveloñe 32 taoñe t’i Rehò vaho nisamake i Seroge,
010b150060	ie nahatoly i Seroge t’i Rehò le niveloñe 207 taoñe nisamak’ ana-dahy naho anak’ampela.
010b160039	Niveloñe 30 taoñe t’i Seroge vaho nisamake i Nakhore,
010b170068	aa naho nahatoly i Nakhore t’i Seroge le niveloñe 200 taoñe nisamak’ ana-dahy naho anak’ ampela.
010b180037	Niveloñe 29 taoñe t’i Nakore te nisamake i Tèrake,
010b190067	aa naho nahatoly i Terake t’i Nakore le niveloñe 119 taoñe nisamak’ ana-dahy naho anak’ ampela.
010b1a005b	Ie niveloñe 70 taoñe t’i Teràhke le nisamake i Avrame, naho i Nakhore, vaho i Kharane.
010b1b0080	Izay ty famoliliañe i Teràke. Nisamake i Avrame naho i Nakhore naho i Kharane t’i Terahke. Le nisamake i Lote t’i Kharane.
010b1c006c	Ie mbe veloñe i Teràhke Rae’ey le nihomake e Ore’ o nte-Kasdio t’i Kharane, an-tane nisamaha’e ao.
010b1d00c3	Songa nañenga valy t’i Avrame naho i Nakhore. Sarae ty tahina’ ty vali’ i Avrame, vaho Milkae, ana’ i Kharane ty tahina’ ty vali’ i Nakhore. Rae’ i Milkae naho Iskà t’i Kharane.
010b1e002d	Betsi­terake t’i Sarae, tsy aman’ anake.
010b1f00f2	Ninday i Avrame ana’e naho i Lote ana’ i Kharane, anan’ana’e, vaho i Sarae vinanto’e ampela, vali’ i Avrame ana’e, t’i Terake, vaho nienga i Ore’ o nte-Kasdìo hionjom-b’e Kanàne fe nivotrake e Kharane, vaho nimoneñe ao.
010b200052	Ty andro niveloma’ i Terahke le 205 taoñe. Nihomake e Kharane ao t’i Terahke.
010c0100ad	Hoe t’Iehovà amy Avrame, Mañaveloa mb’eo; iengao ty tane’o, boak’ amo rolongo’oo naho isitaho ty anjomban-drae’o, vaho mionjona mb’an-tane hatoroko azo añe;
010c02006b	le hanoeko tariratse ra’elahy, naho ho tahieko, le ho bangoeko ty tahina’o, vaho ho fañanintsin-drehe.
010c030075	Ho tahieko ze mitat’azo naho hafàko ze mamatse azo; vaho ama’o ro hitahiañe ze hene hasavereña’ ty tane toy.
010c04008d	Aa le nienga amy nitsarà’ Iehovà t’i Avrame, vaho nindreza’ i Lote. Nifitompolo taoñe lim’amby t’i Avrame te niakatse i Kharane.
010c0500cf	Nente’ i Avrame t’i Sarae vali’e naho ty ana-drahalahi’e Lote, naho ze vara natonto’e vaho ondaty niazo’e e Kharane iabio, le nionjoñe mb’e Kanàne mb’ eo vaho nandoak’ an-tane Kanàne ao.
010c06007d	Niranga i taney t’i Avrame am-para’ te nitoetse e Sikeme amo hatae bei’ i Morèo. An-tane eo henane zay ty nte-Kanàne.
010c070091	Nisodeha amy Avrame t’Iehovà nanao ty hoe: Hatoloko amo tarira’oo ty tane toy, le teo ty nañoreña’e kitrely am’Iehovà niheo ama’ey.
010c0800ca	Nienga re nionjomb’am-bohitse atiñana’ i Betele añe le nañoren-kiboho, ahandrefa’e ty Betele, atiñana’e ty Aý. Teo ty nañoreña’e kitrely am’ Iehovà vaho nikanjy ty tahina’ Iehovà.
010c09004e	Le mbe nionjoñe mb’amy fañaveloa’e mb’e Nègeve mb’eoy t’i Avrame.
010c0a007d	Nimosare i taney, le nizotso mb’e Mits­raime mb’eo hey t’i Avrame nitaveañe añe ty amy fanindria’ i hasalikoañey.
010c0b006a	Ie fa himoak’e Mitsraime ao, le hoe re amy Sarae vali’e: Inao, apotako ty hasoa vinta’o te isaheñe.
010c0c0086	Aa naho mahaisak’ azo o nte-Mitsraimeo le, inao: Vali’e iroa, ty ho asa’iareo, naho hañe-doza amako naho hahaen-ko velon-drehe.
010c0d004c	Ehe, ano ty hoe rahavaveko, hanintsiñako ty ama’o hameloma’o ty fiaiko.
010c0e0060	Ie niavy e Mitsraime añe t’i Avrame le nioni’ o nte-Mitsraimeo ty hamozohozo’ i rakembay.
010c0f006d	Ie niisa’ o menafoe’ i Paròo, le nitsiririe’ iareo amy Parò, vaho nasese añ’anjomba’ i Parò ao.
010c1000bf	Nirambese’e an-talatalasaba ty ama’e t’i Avrame, vaho nanontoñe añondry naho añombe t’i Avrame naho borìke lahi’e, naho mpitoron-dahy naho ampela, naho borìke vave vaho rameva.
010c11007a	Fe nampivolevolè’ Iehovà añ’ angorosy t’i Parò naho ze añ’anjomba’e ao iaby ty amy Sarae, vali’ i Avrame.
010c120080	Aa le kinanji’ i Parò t’i Avrame, le hoe ty asa’e: Ino o nanoa’o ahio. Manakore te tsy natao’o amako t’ie vali’o?
010c130071	Ino ty nanoa’o ty hoe, Rahavaveko? hera ho rinambeko ho valiko? Ie amy zao, ingo i vali’oy rambeso vaho akia!
010c140086	Aa le nafanto’ i Parò amo mpitoro’eo ty Avrame, naho nampionjone’ iereo mb’eo rekets’ i vali’ey vaho ze hene fanaña’e.
010d01008a	Aa le nionjoñe boake Mitsraime ao t’i Avrame naho i vali’ey naho ze vara’e iaby, mb’ atimoy añe, vaho nindre ama’e t’i Lote.
010d020041	Fa nimpañarivo an-kare naho volafoty vaho volamena t’i Avrame.
010d030087	Ie boak’ amy atimoy añe le nionjoñe sikal’ amy Betele, amy namboare’e kibohotse añivo’ i Betele naho i Aý am-pifotora’ey,
010d040059	amy nañoreña’e kitrely valoha’ey. Teo ty nikanjia’ i Avrame ty tahina’ Iehovà.
010d050059	Nanam-pirai-troke naho mpirai-lia naho kibohotse ka t’i Lote mpindre fañavelo ama’e.
010d060072	Fe tsy nahatsapake iareo roe i taney, hitraofa’ iareo, fa loho bey ty vara’ iareo kanao tsy nahafiharo toboke.
010d070091	Nifampibozizy amy zao o mpiara-lia-rai’ i Avrameo naho o mpiara’ i Loteo. Nimo­neñe amy taney henane zay o nte-Kanàneo naho o nte-Perizeo.
010d080077	Aa le hoe t’i Avrame amy Lote, Ee te tsy hifañolañe tika naho o mpiara’oo naho o ahikoo, amy te mpirahalahy tika.
010d0900b9	Aa vaho tsy hene miatrek’ azo o taneo? Misitaha amako arè, aa ihe homb’ am-pitàn-kavia mb’eo, le ho mb’an-kavana iraho; ke ihe mb’ am-pitàn-kavana, le izaho mb’ an-kavia.
010d0a00fd	Nampiandra-pihaino t’i Lote, nahatalake te soa fitondrake iaby ty vavatane’ Iordaney eñe manahake ty golobo’ Iehovà, hambañe an-tane Mitsraime amy figodañañe mb’e Tsoare mb’eoy, (taolo’ ty nandrotsaha’ Iehovà i Sedome naho i Amorà).
010d0b0072	Jinobo’ i Lote i vavatane’ Iordaney iabiy naho nañavelo mb’atiña­nañe mb’eo t’i Lote, ie nifampiria.
010d0c0083	Nimoneñe an-tane Kanàney t’i Avrame vaho nimoneñe amo rova’ i vavataneio t’i Lote vaho nañoren-kiboho mb’e Sedome añe.
010d0d0040	Ni‑lo tsereke o nte-Sedomeo, vata’e bei-hakeo am’ Iehovà.
010d0e00ba	Hoe t’Iehovà amy Avrame, naho fa nisitaha’ i Lote. Ampiandrao fihaino henaneo vaho mitalakesa boak’ amo iambesara’oo mañavaratse naho mañatimo naho maniñana vaho mañandrefa;
010d0f0053	amy te hatoloko azo naho amo tarira’o kitro-añ’ afe’eo ze hene tane isa’o.
010d10008d	Hampiraeko ami’ty lembo’ ty tane toy o tarira’oo; aa naho mahaiake ty debo’ ty tane toy t’indaty le mete hiaheñe ka o tarira’oo.
010d110058	Miongaha arè le rangao ty andàva’ o taneo naho ty am-pohe’e, fa hene hatoloko azo.
010d12008e	Aa le nasi’ i Avrame ty kijà’e le nimb’eo naho nitobe amo hatae jabajaba’ i Mamrè e Khebroneo vaho nañoreñe kitrely am’ Iehovà.
010e0100a1	Tañ’andro’i Amrafele, mpanjaka’ i Sinare, naho i Arioke mpanjaka’ i Elasare, naho i Kedorelaomere mpanjaka’ i Elame, vaho i Tidale mpanjaka’ o Goio;
010e0200d9	t’ie nifañotake amy Bera mpanjaka’ i Sedome iereo naho amy Birsà mpanjaka’ i Amorà naho amy Sinabe mpanjaka’ i Admà naho amy Sem’­evere mpanjaka’ o nte-Tsebio vaho amy mpanjaka’ i Bela (toe Tsoare).
010e03004c	Fonga nifanontoñe am-bavatane’ i Sidime (i Oñe-Siray) ao i mpanjaka rey.
010e04005e	Ie fa nitoroñe i Kedorelaomere folo taoñe ro’amby, le niola amy taom-paha-folo-telo ambiy.
010e0500dd	Ie tan-taom-paha folo‑efats’ ambi’ i Kedorelaomere, ie reketse i mpanjaka mitraok’ ama’e rey ro namo­tsake o nte-Rafào e Asterote-karnaime ao naho o nte-Zòzeo e Hame ao, naho o nte‑Emeo e Save-kiriataime ao
010e060058	naho o nte-Khoreo am-bohibohi’ i Seire pak’ Eilparane añ’ olo’ i fatrambeiy ao,
