0100000018	ഉല്പത്തി
01040f0237	യഹോവ അതിനു മറുപടിയായി: “അങ്ങനെയല്ല, ആരെങ്കിലും കയീനെ വധിച്ചാൽ അവനോടുള്ള പ്രതികാരം ഏഴുമടങ്ങായിരിക്കും” എന്ന് അരുളിച്ചെയ്തു. കയീനെ കണ്ടെത്തുന്ന ആരും അവനെ വധിക്കാതിരിക്കേണ്ടതിന് യഹോവ അവന്റെമേൽ ഒരടയാളം വെച്ചു.
0104100106	കയീൻ യഹോവയുടെ സന്നിധിയിൽനിന്നു പുറപ്പെട്ടുപോയി ഏദെനു കിഴക്കുള്ള നോദ് ദേശത്തു ചെന്നു താമസിച്ചു.
0104110188	കയീൻ തന്റെ ഭാര്യയെ അറിഞ്ഞു. അവൾ ഗർഭിണിയായി, ഹാനോക്കിനെ പ്രസവിച്ചു. അക്കാലത്ത് കയീൻ ഒരു പട്ടണം പണിതു. അതിന് അയാൾ തന്റെ മകനായ ഹാനോക്കിന്റെ പേരിട്ടു.
010412015c	ഹാനോക്കിന് ഈരാദ് ജനിച്ചു. ഈരാദിൽനിന്ന് മെഹൂയയേൽ ജനിച്ചു; മെഹൂയയേലിൽനിന്ന് മെഥൂശയേൽ ജനിച്ചു; മെഥൂശയേലിൽനിന്ന് ലാമെക്ക് ജനിച്ചു.
010413010a	ലാമെക്ക് രണ്ടുസ്ത്രീകളെ വിവാഹംചെയ്തു; ഒരുവൾക്ക് ആദാ എന്നും മറ്റവൾക്കു സില്ല എന്നും പേരായിരുന്നു.
0104140136	ആദാ യാബാലിനെ പ്രസവിച്ചു; അയാൾ കൂടാരങ്ങളിൽ പാർക്കുന്നവർക്കും കന്നുകാലികളെ പരിപാലിക്കുന്നവർക്കും പിതാവായിരുന്നു.
0104150173	അദ്ദേഹത്തിന്റെ സഹോദരന്റെ പേര് യൂബാൽ എന്നായിരുന്നു. യൂബാൽ കിന്നരം വായിക്കുകയും ഓടക്കുഴൽ ഊതുകയും ചെയ്യുന്ന എല്ലാവർക്കും പിതാവായിരുന്നു.
0104160207	സില്ലയ്ക്ക് തൂബാൽ-കയീൻ എന്നൊരു മകൻ ഉണ്ടായിരുന്നു; അയാൾ വെങ്കലവും ഇരുമ്പുംകൊണ്ടുള്ള എല്ലാത്തരം ഉപകരണങ്ങളും വാർത്തുണ്ടാക്കിയിരുന്നു. തൂബാൽ-കയീന് നയമാ എന്നു പേരുള്ള ഒരു സഹോദരിയുണ്ടായിരുന്നു.
0104170277	ലാമെക്ക് തന്റെ ഭാര്യമാരോടു പറഞ്ഞു: “ആദയേ, സില്ലയേ, എന്റെ വാക്കു ശ്രദ്ധിക്കുക; ലാമെക്കിന്റെ ഭാര്യമാരേ, എന്റെ വാക്കു കേൾക്കുക. എന്നെ മുറിവേൽപ്പിച്ചതിനു ഞാൻ ഒരു മനുഷ്യനെ കൊന്നിരിക്കുന്നു, എന്നെ മുറിപ്പെടുത്തിയതിന് ഒരു യുവാവിനെത്തന്നെ.
010418010a	കയീനുവേണ്ടി ഏഴുമടങ്ങു പ്രതികാരം നടത്തുമെങ്കിൽ, ലാമെക്കിനുവേണ്ടി എഴുപത്തിയേഴു മടങ്ങായിരിക്കും.”
0104190212	ആദാം വീണ്ടും തന്റെ ഭാര്യയെ അറിഞ്ഞു. അവൾ ഒരു മകനെ പ്രസവിച്ചു; അവന് ശേത്ത് എന്നു പേരിട്ടു. “കയീൻ ഹാബേലിനെ വധിച്ചതുകൊണ്ട് അവനു പകരമായി ദൈവം എനിക്കു മറ്റൊരു ശിശുവിനെ തന്നിരിക്കുന്നു” എന്ന് അവൾ പറഞ്ഞു.
01041a0126	ശേത്തിനും ഒരു മകൻ ജനിച്ചു. അവന് ഏനോശ് എന്നു പേരിട്ടു. അക്കാലത്ത് മനുഷ്യർ യഹോവയുടെനാമത്തിലുള്ള ആരാധന തുടങ്ങി.
0105010148	ആദാമിന്റെ വംശപാരമ്പര്യരേഖ ഇപ്രകാരമാണ്: ദൈവം മനുഷ്യനെ സൃഷ്ടിച്ചപ്പോൾ, തന്റെ സാദൃശ്യത്തിലാണ് അവിടന്ന് മനുഷ്യരെ മെനഞ്ഞത്;
010502014f	ദൈവം പുരുഷനും സ്ത്രീയുമായി അവരെ സൃഷ്ടിച്ചു; അവരെ സൃഷ്ടിച്ച ദിവസം അവിടന്ന് അവരെ അനുഗ്രഹിച്ച് അവർക്ക് “ആദാം,” എന്നു പേരിട്ടു.
010503012c	ആദാമിനു 130 വയസ്സായപ്പോൾ തന്റെ സാദൃശ്യത്തിലും സ്വരൂപത്തിലും ഒരു മകൻ ജനിച്ചു; അവന് അദ്ദേഹം ശേത്ത് എന്ന് പേരിട്ടു.
0105040126	ശേത്ത് ജനിച്ചതിനുശേഷം ആദാം 800 വർഷം ജീവിച്ചിരുന്നു; അദ്ദേഹത്തിൽനിന്ന് വേറെ പുത്രന്മാരും പുത്രിമാരും ജനിച്ചു.
01050500a8	ആദാമിന്റെ ആയുസ്സ് ആകെ 930 വർഷമായിരുന്നു; പിന്നെ അദ്ദേഹം മരിച്ചു.
010506008d	ശേത്തിനു 105 വയസ്സായപ്പോൾ അദ്ദേഹത്തിന് ഏനോശ് ജനിച്ചു.
010507013b	ഏനോശിന് ജന്മംനൽകിയതിനുശേഷം ശേത്ത് 807 വർഷം ജീവിച്ചിരുന്നു; അദ്ദേഹത്തിൽനിന്ന് വേറെ പുത്രന്മാരും പുത്രിമാരും ജനിച്ചു.
01050800ab	ശേത്തിന്റെ ആയുസ്സ് ആകെ 912 വർഷമായിരുന്നു. പിന്നെ അദ്ദേഹം മരിച്ചു.
010509009f	ഏനോശിനു തൊണ്ണൂറു വയസ്സായപ്പോൾ അദ്ദേഹത്തിന് കേനാൻ ജനിച്ചു.
01050a0135	കേനാന് ജന്മംനൽകിയതിനുശേഷം ഏനോശ് 815 വർഷം ജീവിച്ചിരുന്നു; അദ്ദേഹത്തിൽനിന്ന് വേറെ പുത്രന്മാരും പുത്രിമാരും ജനിച്ചു.
01050b009e	ഏനോശിന്റെ ആയുസ്സ് 905 വർഷമായിരുന്നു; പിന്നെ അദ്ദേഹം മരിച്ചു.
01050c0099	കേനാന് എഴുപതു വയസ്സായപ്പോൾ അദ്ദേഹത്തിന് മഹലലേൽ ജനിച്ചു.
01050d013e	മഹലലേലിന് ജന്മംനൽകിയതിനുശേഷം കേനാൻ 840 വർഷം ജീവിച്ചിരുന്നു; അദ്ദേഹത്തിൽനിന്ന് വേറെ പുത്രന്മാരും പുത്രിമാരും ജനിച്ചു.
01050e009b	കേനാന്റെ ആയുസ്സ് 910 വർഷമായിരുന്നു; പിന്നെ അദ്ദേഹം മരിച്ചു.
01050f00b1	മഹലലേലിന് അറുപത്തഞ്ച് വയസ്സായപ്പോൾ അദ്ദേഹത്തിന് യാരെദ് ജനിച്ചു.
010510013e	യാരെദിന് ജന്മംനൽകിയതിനുശേഷം മഹലലേൽ 830 വർഷം ജീവിച്ചിരുന്നു; അദ്ദേഹത്തിൽനിന്ന് വേറെ പുത്രന്മാരും പുത്രിമാരും ജനിച്ചു.
01051100a4	മഹലലേലിന്റെ ആയുസ്സ് 895 വർഷമായിരുന്നു; പിന്നെ അദ്ദേഹം മരിച്ചു.
0105120096	യാരെദിനു 162 വയസ്സായപ്പോൾ അദ്ദേഹത്തിന് ഹാനോക്ക് ജനിച്ചു.
0105130144	ഹാനോക്കിന് ജന്മംനൽകിയതിനുശേഷം യാരെദ് 800 വർഷം ജീവിച്ചിരുന്നു; അദ്ദേഹത്തിൽനിന്ന് വേറെ പുത്രന്മാരും പുത്രിമാരും ജനിച്ചു.
01051400ab	യാരെദിന്റെ ആയുസ്സ് ആകെ 962 വർഷമായിരുന്നു; പിന്നെ അദ്ദേഹം മരിച്ചു.
01051500c0	ഹാനോക്കിന് അറുപത്തഞ്ച് വയസ്സായപ്പോൾ അദ്ദേഹത്തിന് മെഥൂശെലാഹ് ജനിച്ചു.
0105160196	മെഥൂശെലാഹിന് ജന്മംനൽകിയതിനുശേഷം ഹാനോക്ക് 300 വർഷം ദൈവമുമ്പാകെ വിശ്വസ്തനായി ജീവിച്ചു. ഈ സമയം അദ്ദേഹത്തിൽനിന്ന് വേറെ പുത്രന്മാരും പുത്രിമാരും ജനിച്ചു.
0105170067	ഹാനോക്കിന്റെ ആയുസ്സ് 365 വർഷമായിരുന്നു.
010518012f	ഹാനോക്ക് ദൈവമുമ്പാകെ വിശ്വസ്തനായി ജീവിച്ചു; ഒരു ദിവസം ദൈവം അദ്ദേഹത്തെ തന്റെ അടുത്തേക്കെടുത്തതിനാൽ കാണാതെയായി.
