0100000007	Genèse
010a01007d	Voici l'histoire des générations des fils de Noé, de Sem, de Cham et de Japhet. Des fils leur sont nés après le déluge.
010a020051	Les fils de Japhet étaient: Gomer, Magog, Madai, Javan, Tubal, Meshech et Tiras.
010a03003a	Les fils de Gomer étaient: Ashkenaz, Riphath et Togarmah.
010a040040	Les fils de Javan étaient: Élischa, Tarsis, Kittim et Dodanim.
010a05008c	C'est de là que datent les îles des nations, réparties selon leurs terres, chacun selon sa langue, selon ses familles, selon ses nations.
010a060039	Les fils de Cham étaient: Cush, Mizraïm, Put et Canaan.
010a07006f	Les fils de Cush étaient: Seba, Havilah, Sabtah, Raamah et Sabteca. Les fils de Raama étaient: Saba et Dedan.
010a08004f	Cush fut le père de Nimrod. Celui-ci commença à être puissant sur la terre.
010a090077	Il fut un puissant chasseur devant Yahvé. C'est pourquoi on dit: «comme Nimrod, un puissant chasseur devant Yahvé».
010a0a005c	Le commencement de son royaume était Babel, Erech, Accad et Calneh, dans le pays de Shinar.
010a0b0045	De ce pays, il alla en Assyrie, et bâtit Ninive, Rehoboth Ir, Calah,
010a0c0032	et Resen entre Ninive et la grande ville de Calah.
010a0d0034	Mizraïm engendra Ludim, Anamim, Lehabim, Naphtuhim,
010a0e0042	Pathrusim, Casluhim (dont descendent les Philistins) et Caphtorim.
010a0f002d	Canaan engendra Sidon, son premier-né, Heth,
010a10002e	les Jébusiens, les Amorites, les Girgashites,
010a110026	les Hivites, les Arkites, les Sinites,
010a12006e	les Arvadites, les Zemarites et les Hamathites. Par la suite, les familles des Cananéens se sont dispersées.
010a13008e	La frontière des Cananéens s'étendait de Sidon, en allant vers Gerar, à Gaza, en allant vers Sodome, Gomorrhe, Adma et Zéboïm, à Lasha.
010a140064	Voici les fils de Cham, selon leurs familles, selon leurs langues, dans leurs pays et leurs nations.
010a15005f	Des enfants naquirent aussi à Sem (frère aîné de Japhet), père de tous les enfants d'Eber.
010a16003f	Les fils de Sem furent: Élam, Asshur, Arpachshad, Lud et Aram.
010a170032	Les fils d'Aram étaient: Uz, Hul, Gether et Mash.
010a180031	Arpacshad engendra Shéla. Schéla engendra Eber.
010a190084	A Eber naquirent deux fils. Le nom de l'un était Peleg, car en son temps la terre fut divisée. Le nom de son frère était Joktan.
010a1a0035	Joktan engendra Almodad, Sheleph, Hazarmaveth, Jerah,
010a1b0016	Hadoram, Uzal, Diklah,
010a1c0015	Obal, Abimael, Sheba,
010a1d003f	Ophir, Havilah et Jobab. Tous ceux-là étaient fils de Joktan.
010a1e0057	Leur demeure s'étendait depuis Mesha, en allant vers Séphar, la montagne de l'orient.
010a1f0066	Ce sont là les fils de Sem, selon leurs familles, selon leurs langues, leurs terres et leurs nations.
010a2000b8	Ce sont là les familles des fils de Noé, selon leurs générations, en fonction de leurs nations. Les nations se sont divisées à partir de celles-ci sur la terre après le déluge.
010b010039	Toute la terre avait une seule langue et un seul langage.
010b02006a	Comme ils voyageaient vers l'est, ils trouvèrent une plaine dans le pays de Shinar, et ils y habitèrent.
010b030096	Ils se dirent les uns aux autres: «Venez, faisons des briques, et brûlons-les bien.» Ils avaient la brique pour pierre, et le goudron pour mortier.
010b0400bc	Ils dirent: «Venez, bâtissons-nous une ville et une tour dont le sommet atteint le ciel, et faisons-nous un nom, de peur que nous ne soyons dispersés sur la surface de toute la terre.»
010b05005a	Yahvé descendit pour voir la ville et la tour que les enfants des hommes avaient bâties.
010b0600cb	L'Éternel dit: «Voici, ils forment un seul peuple, et ils ont tous une seule langue, et voici ce qu'ils commencent à faire. Maintenant, rien ne leur sera refusé de ce qu'ils ont l'intention de faire.
010b070077	Venez, descendons, et là nous confondrons leur langue, afin qu'ils ne comprennent pas le langage les uns des autres.»
010b080072	Yahvé les dispersa donc à partir de là sur la surface de toute la terre. Ils cessèrent de construire la ville.
010b09009a	C'est pourquoi on l'appela Babel, parce que Yahvé y confondit le langage de toute la terre. De là, Yahvé les dispersa sur la surface de toute la terre.
010b0a0082	Voici l'histoire des générations de Sem: Sem était âgé de cent ans lorsqu'il engendra Arpachshad, deux ans après le déluge.
010b0b006c	Sem vécut cinq cents ans après avoir engendré Arpacshad, et il engendra d'autres fils et d'autres filles.
010b0c0038	Arpacshad vécut trente-cinq ans, et il engendra Shéla.
010b0d0076	Arpacshad vécut quatre cent trois ans après avoir engendré Shéla, et il engendra d'autres fils et d'autres filles.
010b0e002e	Shéla vécut trente ans, et il engendra Eber.
010b0f0071	Shéla vécut quatre cent trois ans après avoir engendré Eber, et il engendra d'autres fils et d'autres filles.
010b10003c	Eber vécut trente-quatre ans, et devint le père de Péleg.
010b110071	Eber vécut quatre cent trente ans après avoir engendré Peleg, et il engendra d'autres fils et d'autres filles.
010b120033	Péleg vécut trente ans et devint le père de Reu.
010b13006d	Péleg vécut deux cent neuf ans après avoir engendré Reu, et il engendra d'autres fils et d'autres filles.
010b140038	Reu vécut trente-deux ans, et devint le père de Serug.
010b15006c	Reu vécut deux cent sept ans après avoir engendré Serug, et il engendra d'autres fils et d'autres filles.
010b160036	Serug vécut trente ans, et devint le père de Nachor.
010b17006b	Serug vécut deux cents ans après avoir engendré Nachor, et il engendra d'autres fils et d'autres filles.
010b18003b	Nachor vécut vingt-neuf ans, et devint le père de Térah.
010b19006f	Nachor vécut cent dix-neuf ans après avoir engendré Térah, et il engendra d'autres fils et d'autres filles.
010b1a0050	Térah vécut soixante-dix ans et devint le père d'Abram, de Nahor et de Haran.
010b1b007b	Voici l'histoire des générations de Térah. Térah est le père d'Abram, de Nahor et de Haran. Haran est le père de Lot.
010b1c006c	Haran mourut dans le pays où il était né, à Ur des Chaldéens, alors que son père Térah vivait encore.
010b1d00b2	Abram et Nachor épousèrent des femmes. Le nom de la femme d'Abram était Saraï, et le nom de la femme de Nachor était Milca, fille de Haran, qui était aussi le père d'Isca.
010b1e0032	Saraï était stérile. Elle n'avait pas d'enfant.
010b1f00e2	Térah prit Abram, son fils, Lot, fils de Haran, fils de son fils, et Saraï, sa belle-fille, femme de son fils Abram. Ils partirent d'Ur des Chaldéens, pour aller au pays de Canaan. Ils arrivèrent à Haran et y habitèrent.
010b200049	Les jours de Térah furent de deux cent cinq ans. Térah mourut à Haran.
010c010075	Yahvé dit à Abram: «Quitte ton pays, ta famille et la maison de ton père, et va dans le pays que je te montrerai.
010c02006a	Je ferai de toi une grande nation. Je te bénirai et je rendrai ton nom grand. Tu seras une bénédiction.
010c03008f	Je bénirai ceux qui te béniront, et je maudirai celui qui te traitera avec mépris. Toutes les familles de la terre seront bénies par toi.»
010c040089	Et Abram partit, comme Yahvé le lui avait dit. Lot partit avec lui. Abram était âgé de soixante-quinze ans lorsqu'il partit de Haran.
010c0500e6	Abram prit Saraï, sa femme, Lot, le fils de son frère, tous les biens qu'ils avaient rassemblés, et le peuple qu'ils avaient acquis à Haran, et ils partirent pour aller au pays de Canaan. Ils entrèrent dans le pays de Canaan.
010c06007b	Abram traversa le pays jusqu'au lieu-dit Sichem, au chêne de Moreh. En ce temps-là, les Cananéens étaient dans le pays.
010c070081	Yahvé apparut à Abram et dit: «Je donnerai ce pays à ta descendance.» Il y bâtit un autel à Yahvé, qui lui était apparu.
010c0800bc	Il partit de là pour aller sur la montagne à l'est de Béthel et planta sa tente, ayant Béthel à l'ouest et Aï à l'est. Là, il bâtit un autel à Yahvé et invoqua le nom de Yahvé.
010c09002c	Abram voyagea, toujours en direction du sud.
010c0a0084	Il y eut une famine dans le pays. Abram descendit en Égypte pour y vivre comme un étranger, car la famine sévissait dans le pays.
010c0b0083	Lorsqu'il fut sur le point d'entrer en Égypte, il dit à Saraï, sa femme: «Voici, je sais que tu es une femme belle à regarder.
010c0c0075	Quand les Égyptiens te verront, ils diront: «C'est sa femme». Ils me tueront, mais ils te laisseront la vie sauve.
010c0d0075	Dis, je t'en prie, que tu es ma sœur, afin que je sois heureux à cause de toi et que mon âme vive grâce à toi.»
010c0e005a	Quand Abram fut arrivé en Égypte, les Égyptiens virent que la femme était très belle.
010c0f0070	Les princes de Pharaon la virent et la louèrent à Pharaon; et la femme fut emmenée dans la maison de Pharaon.
010c10009b	Il traita bien Abram à cause d'elle. Il eut des moutons, du bétail, des ânes mâles, des serviteurs mâles, des servantes, des ânesses et des chameaux.
010c11005c	Yahvé affligea Pharaon et sa maison de grandes plaies à cause de Saraï, la femme d'Abram.
010c12006f	Pharaon appela Abram et dit: «Qu'est-ce que tu m'as fait? Pourquoi ne m'as-tu pas dit qu'elle était ta femme?
010c130085	Pourquoi as-tu dit: «C'est ma sœur», pour que je la prenne pour femme? Maintenant donc, va voir ta femme, prends-la, et va-t'en.»
010c140074	Pharaon donna des ordres aux hommes à son sujet, et ils l'emmenèrent avec sa femme et tout ce qui lui appartenait.
010d010064	Abram monta hors d'Égypte - lui, sa femme, tout ce qu'il possédait, et Lot avec lui - dans le Sud.
010d020038	Abram était très riche en bétail, en argent et en or.
010d030069	Il partit du Sud jusqu'à Béthel, à l'endroit où se trouvait sa tente au début, entre Béthel et Aï,
010d04005c	à l'endroit de l'autel qu'il avait fait là au début. Là, Abram invoqua le nom de Yahvé.
010d05004a	Lot, qui était allé avec Abram, avait aussi des troupeaux et des tentes.
010d06008a	Le pays ne pouvait pas les porter, pour qu'ils vivent ensemble; car leurs biens étaient si grands qu'ils ne pouvaient pas vivre ensemble.
010d0700a7	Il y eut des querelles entre les bergers du bétail d'Abram et les bergers du bétail de Lot. Les Cananéens et les Phéréziens vivaient dans le pays en ce temps-là.
010d08008b	Abram dit à Lot: «Je t'en prie, qu'il n'y ait pas de dispute entre toi et moi, entre tes bergers et mes bergers, car nous sommes parents.
010d0900a2	Le pays tout entier n'est-il pas devant toi? Je te prie de te séparer de moi. Si tu vas à gauche, je vais à droite. Ou si tu vas à droite, j'irai à gauche.»
010d0a00d2	Lot leva les yeux et vit toute la plaine du Jourdain, qui était partout bien arrosée, avant que Yahvé ne détruise Sodome et Gomorrhe, comme le jardin de Yahvé, comme le pays d'Égypte, en allant vers Zoar.
010d0b0073	Lot choisit donc pour lui la plaine du Jourdain. Lot voyagea vers l'est, et ils se séparèrent les uns des autres.
010d0c0070	Abram habita le pays de Canaan, et Lot habita les villes de la plaine, et il déplaça sa tente jusqu'à Sodome.
010d0d0054	Or, les hommes de Sodome étaient extrêmement méchants et pécheurs contre Yahvé.
010d0e00af	Yahvé dit à Abram, après que Lot se fut séparé de lui: «Maintenant, lève les yeux et regarde du lieu où tu es, vers le nord et vers le sud, vers l'est et vers l'ouest,
010d0f0055	car je donnerai tout le pays que tu vois, à toi et à ta postérité, pour toujours.
010d1000ad	Je rendrai ta descendance comme la poussière de la terre, de sorte que si un homme peut compter la poussière de la terre, alors ta descendance pourra aussi être comptée.
010d110059	Lève-toi, parcours le pays dans sa longueur et dans sa largeur, car je te le donnerai.»
010d120080	Abram déplaça sa tente et vint s'établir près des chênes de Mamré, qui sont à Hébron, et il y bâtit un autel à Yahvé.
010e010077	Du temps d'Amraphel, roi de Schinear, d'Arioch, roi d'Ellasar, de Chedorlaomer, roi d'Élam, et de Tidal, roi de Gojim,
010e0200a7	ils firent la guerre à Béra, roi de Sodome, à Birsha, roi de Gomorrhe, à Shinab, roi d'Adma, à Shemeber, roi de Zéboïm, et au roi de Béla (appelé aussi Zoar).
010e03004e	Tous se rejoignaient dans la vallée de Siddim (appelée aussi la mer Salée).
010e04005c	Ils servirent Chedorlaomer pendant douze ans, et la treizième année, ils se révoltèrent.
010e0500ab	La quatorzième année, Kedorlaomer et les rois qui étaient avec lui vinrent frapper les Rephaïm à Ashteroth Karnaïm, les Zuzim à Ham, les Emim à Shaveh Kiriathaïm,
010e06005a	et les Horites dans leur montagne de Séir, jusqu'à El Paran, qui est au bord du désert.
010e0700a6	Ils revinrent et arrivèrent à En Mischpat (appelée aussi Kadès), et ils battirent tout le pays des Amalécites et des Amorites, qui habitaient à Hatsatson-Tamar.
010e0800c2	Le roi de Sodome et le roi de Gomorrhe, le roi d'Adma, le roi de Zéboïm et le roi de Béla (appelé aussi Zoar) sortirent, et ils se rangèrent en bataille contre eux dans la vallée de Siddim
010e090086	contre Kedorlaomer, roi d'Élam, Tidal, roi de Goïim, Amraphel, roi de Shinar, et Arioch, roi d'Ellasar; quatre rois contre les cinq.
010e0a00ba	Or, la vallée de Siddim était pleine de puits de goudron; les rois de Sodome et de Gomorrhe s'enfuirent, et quelques-uns y tombèrent. Ceux qui restèrent s'enfuirent sur les collines.
010e0b0068	Ils prirent tous les biens de Sodome et de Gomorrhe, ainsi que toute leur nourriture, et s'en allèrent.
010e0c0061	Ils prirent Lot, fils du frère d'Abram, qui habitait à Sodome, et ses biens, et s'en allèrent.
