0100000007	Genèse
01091000b0	L'arc donc sera dans la nuée, et je le regarderai, afin qu'il me souvienne de l'alliance perpétuelle entre Dieu et tout animal vivant, en quelque chair qui soit sur la terre.
0109110078	Dieu donc dit à Noé: C'est là le signe de l'alliance que j'ai établie entre moi et toute chair qui est sur la terre.
0109120066	Et les fils de Noé qui sortirent de l'arche, furent Sem, Cam, et Japheth. Et Cam fut père de Canaan.
0109130049	Ce sont là les trois fils de Noé, desquels toute la terre fut peuplée.
010914003e	Et Noé, laboureur de la terre, commença de planter la vigne.
010915004c	Et il en but du vin, et s'enivra, et il se découvrit au milieu de sa tente.
0109160065	Et Cam, le père de Canaan, ayant vu la nudité de son père, le déclara dehors à ses deux frères.
01091700f9	Et Sem et Japheth prirent un manteau qu'ils mirent sur leurs deux épaules, et marchant en arrière, ils couvrirent la nudité de leur père; et leurs visages [étaient tournés] en arrière, de sorte qu'ils ne virent point la nudité de leur père.
0109180050	Et Noé réveillé de son vin, sut ce que son fils le plus petit lui avait fait.
010919005b	C'est pourquoi il dit: Maudit soit Canaan; il sera serviteur des serviteurs de ses frères.
01091a0058	Il dit aussi: Béni soit l'Eternel, Dieu de Sem; et que Canaan leur soit fait serviteur.
01091b007e	Que Dieu attire en douceur Japheth, et que [Japheth] loge dans les tabernacles de Sem; et que Canaan leur soit fait serviteur.
01091c003a	Et Noé vécut après le déluge trois cent cinquante ans.
01091d0050	Tout le temps donc que Noé vécut, fut neuf cent cinquante ans; puis il mourut.
010a01007c	Or ce sont ici les générations des enfants de Noé, Sem, Cam et Japheth; auxquels naquirent des enfants après le déluge.
010a020052	Les enfants de Japheth sont Gomer, Magog, Madaï, Javan, Tubal, Mésech, et Tiras.
010a030038	Et les enfants de Gomer, Askénaz, Riphath, et Thogarma.
010a04003b	Et les enfants de Javan, Elisa, Tarsis, Kittim, et Dodanim.
010a050086	De ceux-là furent divisées les Iles des nations par leurs terres, chacun selon sa langue, selon leurs familles, entre leurs nations.
010a06003a	Et les enfants de Cam sont Cus, Mitsraïm, Put, et Canaan.
010a07006c	Et les enfants de Cus: Séba, Havila, Sabtah, Rahma, et Sebtéca. Et les enfants de Rahma, Séba, et Dédan.
010a080047	Cus engendra aussi Nimrod, qui commença d'être puissant sur la terre.
010a09007d	Il fut un puissant chasseur devant l'Eternel; c'est pourquoi l'on a dit: Comme Nimrod, le puissant chasseur devant l'Eternel.
010a0a0055	Et le commencement de son règne fut Babel, Erec, Accad, et Calné au pays de Sinhar.
010a0b0054	De ce pays-là sortit Assur, et il bâtit Ninive, et les rues de la ville, et Calah,
010a0c003b	Et Résen, entre Ninive et Calah, qui est une grande ville.
010a0d0037	Mitsraïm engendra Ludim, Hanamim, Léhabim, Naphtuhim.
010a0e0047	Pathrusim, Chasluhim, desquels sont issus les Philistins, et Caphtorim.
010a0f0033	Et Canaan engendra Sidon, son fils aîné, et Heth,
010a100031	Les Jébusiens, les Amorrhéens, les Guirgasiens,
010a11002b	Les Héviens, les Harkiens, et les Siniens,
010a12006e	Les Arvadiens, les Tsémariens, et les Hamathiens. Et ensuite les familles des Cananéens se sont dispersées.
010a1300a5	Et les limites des Cananéens furent depuis Sidon, quand on vient vers Guérar, jusqu'à Gaza, en tirant vers Sodome et Gomorrhe, Adma, et Tséboïm, jusqu'à Lésa.
010a14006d	Ce sont là les enfants de Cam selon leurs familles [et leurs] langues, en leurs pays, et en [leurs] nations.
010a150076	Et il naquit des enfants à Sem, père de tous les enfants d'Héber, et frère de Japheth, [qui était] le plus grand.
010a160041	Et les enfants de Sem sont Hélam, Assur, Arpacsad, Lud, et Aram.
010a170031	Et les enfants d'Aram, Hus, Hul, Guéther et Mas.
010a180037	Et Arpacsad engendra Sélah, et Sélah engendra Héber.
010a19008e	Et à Héber naquirent deux fils: le nom de l'un fut Péleg, parce qu'en son temps la terre fut partagée; et le nom de son frère fut Joktan.
010a1a003d	Et Joktan engendra Almodad, Séleph, Hatsarmaveth, et Jérah.
010a1b0015	Hadoram, Uzal, Dikla,
010a1c0017	Hobal, Abimaël, Séba,
010a1d0042	Ophir, Havila, et Jobab. Tous ceux-là sont les enfants de Joktan.
010a1e0052	Et leur demeure était depuis Mésa, quand on vient en Séphar, montagne d'Orient.
010a1f006e	Ce sont là les enfants de Sem, selon leurs familles [et] leurs langues, en leurs pays, et en [leurs] nations.
010a2000a3	Telles sont les familles des enfants de Noé, selon leurs lignées en leurs nations; et de ceux-là ont été divisées les nations sur la terre après le déluge.
010b010041	Alors toute la terre avait un même langage, et une même parole.
010b02006e	Mais il arriva qu'étant partis d'Orient, ils trouvèrent une campagne au pays de Sinhar, où ils habitèrent.
010b0300ba	Et ils se dirent l'un à l'autre: Or ça, faisons des briques, et les cuisons très bien au feu. Ils eurent donc des briques au lieu de pierres, et le bitume leur fut au lieu de mortier.
010b0400cb	Puis ils dirent: Or ça, bâtissons-nous une ville, et une tour de laquelle le sommet soit jusqu'aux cieux; et acquérons-nous de la réputation, de peur que nous ne soyons dispersés sur toute la terre.
010b05005d	Alors l'Eternel descendit pour voir la ville et la tour que les fils des hommes bâtissaient.
010b0600c1	Et l'Eternel dit: Voici, ce n'est qu'un seul et même peuple, ils ont un même langage, et ils commencent à travailler; et maintenant rien ne les empêchera d'exécuter ce qu'ils ont projeté.
010b07006d	Or ça, descendons, et confondons là leur langage, afin qu'ils n'entendent point le langage l'un de l'autre.
010b08005d	Ainsi l'Eternel les dispersa de là par toute la terre, et ils cessèrent de bâtir la ville.
010b09008f	C'est pourquoi son nom fut appelé Babel; car l'Eternel y confondit le langage de toute la terre, et de là il les dispersa sur toute la terre.
010b0a0066	C'est ici la postérité de Sem: Sem âgé de cent ans, engendra Arpacsad, deux ans après le déluge.
010b0b0066	Et Sem après qu'il eut engendré Arpacsad, vécut cinq cents ans, et engendra des fils et des filles.
010b0c0037	Et Arpacsad vécut trente-cinq ans, et engendra Sélah.
010b0d0070	Et Arpacsad après qu'il eut engendré Sélah, vécut quatre cent trois ans, et engendra des fils et des filles.
010b0e0032	Et Sélah ayant vécu trente ans, engendra Héber.
010b0f006e	Et Sélah après qu'il eut engendré Héber, vécut quatre cent trois ans, et engendra des fils et des filles.
010b100039	Et Héber ayant vécu trente-quatre ans, engendra Péleg.
010b11006f	Et Héber après qu'il eut engendré Péleg, vécut quatre cent trente ans, et engendra des fils et des filles.
010b120031	Et Péleg ayant vécu trente ans, engendra Réhu.
010b13006a	Et Péleg après qu'il eut engendré Réhu, vécut deux cent neuf ans, et engendra des fils et des filles.
010b140036	Et Réhu ayant vécu trente-deux ans, engendra Sérug.
010b15006a	Et Réhu après qu'il eut engendré Sérug, vécut deux cent sept ans, et engendra des fils et des filles.
010b160031	Et Sérug ayant vécu trente ans, engendra Nacor.
010b170066	Et Sérug après qu'il eut engendré Nacor, vécut deux cents ans, et engendra des fils et des filles.
010b180034	Et Nacor ayant vécu vingt-neuf ans, engendra Taré.
010b190068	Et Nacor après qu'il eut engendré Taré, vécut cent dix-neuf ans, et engendra des fils et des filles.
010b1a0047	Et Taré ayant vécu soixante-dix ans, engendra Abram, Nacor, et Haran.
010b1b0063	Et c'est ici la postérité de Taré: Taré engendra Abram, Nacor, et Haran; et Haran engendra Lot.
010b1c005c	Et Haran mourut en la présence de son père, au pays de sa naissance, à Ur des Chaldéens.
010b1d00a8	Et Abram et Nacor prirent chacun une femme. Le nom de la femme d'Abram fut Saraï; et le nom de la femme de Nacor fut Milca, fille de Haran, père de Milca et de Jisca.
010b1e0038	Et Saraï était stérile, [et] n'avait point d'enfants.
010b1f0102	Et Taré prit son fils Abram, et Lot fils de son fils, [qui était] fils de Haran, et Saraï sa belle-fille, femme d'Abram son fils, et ils sortirent ensemble d'Ur des Chaldéens pour aller au pays de Canaan, et ils vinrent jusqu'à Caran, et y demeurèrent.
010b200049	Et les jours de Taré furent deux cent cinq ans; puis il mourut à Caran.
010c01008f	Or l'Eternel avait dit à Abram: Sors de ton pays, et d'avec ta parenté, et de la maison de ton père, [et viens] au pays que je te montrerai.
010c020069	Et je te ferai devenir une grande nation, et te bénirai, et je rendrai ton nom grand, et tu seras béni.
010c030082	Je bénirai ceux qui te béniront, et je maudirai ceux qui te maudiront; et toutes les familles de la terre seront bénies en toi.
010c040092	Abram donc partit, comme l'Eternel lui avait dit, et Lot alla avec lui; et Abram était âgé de soixante et quinze ans, quand il sortit de Caran.
010c0500db	Abram prit aussi Saraï sa femme, et Lot fils de son frère, et tout leur bien, qu'ils avaient acquis, et les personnes qu'ils avaient eues à Caran; et ils partirent pour venir au pays de Canaan, auquel ils entrèrent.
010c060096	Et Abram passa au travers de ce pays-là jusqu'au lieu de Sichem, [et] jusqu'en la plaine de Moré; et les Cananéens étaient alors dans ce pays-là.
010c070092	Et l'Eternel apparut à Abram, et lui dit: Je donnerai ce pays à ta postérité. Et Abram bâtit là un autel à l'Eternel qui lui était apparu.
010c0800de	Et il se transporta de là vers la montagne, qui est à l'Orient de Béthel, et y tendit ses tentes, ayant Béthel à l'Occident, et Haï à l'Orient; et il bâtit là un autel à l'Eternel, et invoqua le nom de l'Eternel.
010c090041	Puis Abram partit [de là], marchant et s'avançant vers le Midi.
010c0a007d	Mais la famine étant survenue dans le pays, Abram descendit en Egypte pour s'y retirer; car la famine était grande au pays.
010c0b0084	Et il arriva comme il était près d'entrer en Egypte, qu'il dit à Saraï, sa femme: Voici, je sais que tu es une fort belle femme;
010c0c009a	C'est pourquoi il arrivera que quand les Egyptiens t'auront vue, ils diront: C'est la femme de cet homme, et ils me tueront, mais ils te laisseront vivre.
010c0d0089	[Dis donc], je te prie, que tu es ma sœur, afin que je sois bien traité à cause de toi, et que, par ton moyen ma vie soit préservée.
010c0e0070	Il arriva donc qu'aussitôt qu'Abram fut venu en Egypte, les Egyptiens virent que cette femme était fort belle.
010c0f0095	Les principaux de la cour de Pharaon la virent aussi, et la louèrent devant lui, et elle fut enlevée [pour être menée] dans la maison de Pharaon.
010c1000a4	Lequel fit du bien à Abram, à cause d'elle; de sorte qu'il en eut des brebis, des bœufs, des ânes, des serviteurs, des servantes, des ânesses, et des chameaux.
010c11005f	Mais l'Eternel frappa de grandes plaies Pharaon et sa maison, à cause de Saraï femme d'Abram.
010c12007c	Alors Pharaon appela Abram, et lui dit: Qu'est-ce que tu m'as fait? pourquoi ne m'as-tu pas déclaré que c'était ta femme?
010c13007f	Pourquoi as-tu dit, c'est ma sœur? car je l'avais prise pour ma femme; mais maintenant, voici ta femme, prends-la, et t'en va.
010c14006c	Et Pharaon ayant donné ordre à ses gens, ils le conduisirent, lui, sa femme, et tout ce qui était à lui.
010d010067	Abram donc monta d'Egypte vers le Midi, lui, sa femme, et tout ce qui lui appartenait, et Lot avec lui.
010d02003c	Et Abram était très riche en bétail, en argent, et en or.
010d0300a3	Et il s'en retourna en suivant la route qu'il avait tenue du Midi à Béthel, jusqu'au lieu où il avait dressé ses tentes au commencement, entre Béthel et Haï,
010d04006f	Au même lieu où était l'autel qu'il y avait bâti au commencement, et Abram invoqua là le nom de l'Eternel.
010d05004f	Lot aussi qui marchait avec Abram, avait des brebis, des bœufs, et des tentes.
010d060088	Et la terre ne les pouvait porter pour demeurer ensemble; car leur bien était si grand, qu'ils ne pouvaient demeurer l'un avec l'autre.
010d0700b2	De sorte qu'il y eut querelle entre les pasteurs du bétail d'Abram, et les pasteurs du bétail de Lot; or en ce temps-là les Cananéens et les Phérésiens demeuraient au pays.
010d08008d	Et Abram dit à Lot: Je te prie qu'il n'y ait point de dispute entre moi et toi, ni entre mes pasteurs et les tiens; car nous sommes frères.
010d0900bb	Tout le pays n'est-il pas à ta disposition? sépare-toi, je te prie, d'avec moi. Si [tu choisis] la gauche, je prendrai la droite; et si [tu prends] la droite, je m'en irai à la gauche.
010d0a00ec	Et Lot élevant ses yeux, vit toute la plaine du Jourdain qui, avant que l'Eternel eût détruit Sodome et Gomorrhe, était arrosée partout, jusqu'à ce qu'on vienne à Tsohar, comme le jardin de l'Eternel, [et] comme le pays d'Egypte.
010d0b003c	Et Abram était très riche en bétail, en argent, et en or.
010d0c007a	Et Lot choisit pour lui toute la plaine du Jourdain, et alla du coté d'Orient; ainsi ils se séparèrent l'un de l'autre.
010d0d0073	Abram demeura au pays de Canaan, et Lot demeura dans les villes de la plaine, et dressa ses tentes jusqu'à Sodome.
010d0e0054	Or les habitants de Sodome étaient méchants, et grands pécheurs contre l'Eternel.
010d0f0101	Et l'Eternel dit à Abram, après que Lot se fut séparé de lui: Lève maintenant tes yeux, et regarde du lieu où tu es, vers le Septentrion, le Midi, l'Orient, et l'Occident. Car je te donnerai, et à ta postérité pour jamais, tout le pays que tu vois.
010d10009f	Et je ferai que ta postérité sera comme la poussière de la terre; que si quelqu'un peut compter la poussière de la terre, il comptera aussi ta postérité.
010d110066	Lève-toi donc, [et] te promène dans le pays, en sa longueur et en sa largeur; car je te le donnerai.
010d12008e	Abram donc ayant transporté ses tentes, alla demeurer dans les plaines de Mamré, qui est en Hébron, et il bâtit là un autel à l'Eternel.
010e010084	Or il arriva du temps d'Amraphel Roi de Sinhar, d'Arjoc Roi d'Ellasar, de Kédor-Lahomer Roi d'Hélam, et de Tidhal Roi des nations;
