2800000006	mathiH
280620006a	yasmAt devArchchakA apIti cheShTante; eteShu dravyeShu prayojanamastIti yuShmAkaM svargasthaH pitA jAnAti|
280621006b	ataeva prathamata IshvarIyarAjyaM dharmma ncha cheShTadhvaM, tata etAni vastUni yuShmabhyaM pradAyiShyante|
2806220074	shvaH kR^ite mA chintayata, shvaeva svayaM svamuddishya chintayiShyati; adyatanI yA chintA sAdyakR^ite prachuratarA|
2807010049	yathA yUyaM doShIkR^itA na bhavatha, tatkR^ite. anyaM doShiNaM mA kuruta|
28070200cf	yato yAdR^ishena doSheNa yUyaM parAn doShiNaH kurutha, tAdR^ishena doSheNa yUyamapi doShIkR^itA bhaviShyatha, anya ncha yena parimANena yuShmAbhiH parimIyate, tenaiva parimANena yuShmatkR^ite parimAyiShyate|
2807030073	apara ncha nijanayane yA nAsA vidyate, tAm anAlochya tava sahajasya lochane yat tR^iNam Aste, tadeva kuto vIkShase?
2807040094	tava nijalochane nAsAyAM vidyamAnAyAM, he bhrAtaH, tava nayanAt tR^iNaM bahiShyartuM anujAnIhi, kathAmetAM nijasahajAya kathaM kathayituM shaknoShi?
2807050087	he kapaTin, Adau nijanayanAt nAsAM bahiShkuru tato nijadR^iShTau suprasannAyAM tava bhrAtR^i rlochanAt tR^iNaM bahiShkartuM shakShyasi|
28070600b9	anya ncha sArameyebhyaH pavitravastUni mA vitarata, varAhANAM samakSha ncha muktA mA nikShipata; nikShepaNAt te tAH sarvvAH padai rdalayiShyanti, parAvR^itya yuShmAnapi vidArayiShyanti|
2807070084	yAchadhvaM tato yuShmabhyaM dAyiShyate; mR^igayadhvaM tata uddeshaM lapsyadhve; dvAram Ahata, tato yuShmatkR^ite muktaM bhaviShyati|
280708007e	yasmAd yena yAchyate, tena labhyate; yena mR^igyate tenoddeshaH prApyate; yena cha dvAram Ahanyate, tatkR^ite dvAraM mochyate|
2807090035	Atmajena pUpe prArthite tasmai pAShANaM vishrANayati,
28070a0055	mIne yAchite cha tasmai bhujagaM vitarati, etAdR^ishaH pitA yuShmAkaM madhye ka Aste?
28070b00a6	tasmAd yUyam abhadrAH santo. api yadi nijabAlakebhya uttamaM dravyaM dAtuM jAnItha, tarhi yuShmAkaM svargasthaH pitA svIyayAchakebhyaH kimuttamAni vastUni na dAsyati?
28070c00a6	yUShmAn pratItareShAM yAdR^isho vyavahAro yuShmAkaM priyaH, yUyaM tAn prati tAdR^ishAneva vyavahArAn vidhatta; yasmAd vyavasthAbhaviShyadvAdinAM vachanAnAm iti sAram|
28070d007e	sa NkIrNadvAreNa pravishata; yato narakagamanAya yad dvAraM tad vistIrNaM yachcha vartma tad bR^ihat tena bahavaH pravishanti|
28070e007b	aparaM svargagamanAya yad dvAraM tat kIdR^ik saMkIrNaM| yachcha vartma tat kIdR^ig durgamam| taduddeShTAraH kiyanto. alpAH|
28070f00b5	apara ncha ye janA meShaveshena yuShmAkaM samIpam AgachChanti, kintvantardurantA vR^ikA etAdR^ishebhyo bhaviShyadvAdibhyaH sAvadhAnA bhavata, yUyaM phalena tAn parichetuM shaknutha|
280710005f	manujAH kiM kaNTakino vR^ikShAd drAkShAphalAni shR^igAlakolitashcha uDumbaraphalAni shAtayanti?
2807110056	tadvad uttama eva pAdapa uttamaphalAni janayati, adhamapAdapaevAdhamaphalAni janayati|
2807120075	kintUttamapAdapaH kadApyadhamaphalAni janayituM na shaknoti, tathAdhamopi pAdapa uttamaphalAni janayituM na shaknoti|
280713004a	aparaM ye ye pAdapA adhamaphalAni janayanti, te kR^ittA vahnau kShipyante|
2807140028	ataeva yUyaM phalena tAn paricheShyatha|
280715009a	ye janA mAM prabhuM vadanti, te sarvve svargarAjyaM pravekShyanti tanna, kintu yo mAnavo mama svargasthasya pituriShTaM karmma karoti sa eva pravekShyati|
28071600c0	tad dine bahavo mAM vadiShyanti, he prabho he prabho, tava nAmnA kimasmAmi rbhaviShyadvAkyaM na vyAhR^itaM? tava nAmnA bhUtAH kiM na tyAjitAH? tava nAmnA kiM nAnAdbhutAni karmmANi na kR^itAni?
280717005a	tadAhaM vadiShyAmi, he kukarmmakAriNo yuShmAn ahaM na vedmi, yUyaM matsamIpAd dUrIbhavata|
2807180069	yaH kashchit mamaitAH kathAH shrutvA pAlayati, sa pAShANopari gR^ihanirmmAtrA j nAninA saha mayopamIyate|
280719006f	yato vR^iShTau satyAm AplAva Agate vAyau vAte cha teShu tadgehaM lagneShu pAShANopari tasya bhittestanna patati
28071a0065	kintu yaH kashchit mamaitAH kathAH shrutvA na pAlayati sa saikate gehanirmmAtrA. aj nAninA upamIyate|
28071b0071	yato jalavR^iShTau satyAm AplAva Agate pavane vAte cha tai rgR^ihe samAghAte tat patati tatpatanaM mahad bhavati|
28071c004c	yIshunaiteShu vAkyeShu samApiteShu mAnavAstadIyopadesham AshcharyyaM menire|
28071d004f	yasmAt sa upAdhyAyA iva tAn nopadidesha kintu samarthapuruShaiva samupadidesha|
2808010043	yadA sa parvvatAd avArohat tadA bahavo mAnavAstatpashchAd vavrajuH|
2808020076	ekaH kuShThavAn Agatya taM praNamya babhAShe, he prabho, yadi bhavAn saMmanyate, tarhi mAM nirAmayaM karttuM shaknoti|
2808030082	tato yIshuH karaM prasAryya tasyA NgaM spR^ishan vyAjahAra, sammanye. ahaM tvaM nirAmayo bhava; tena sa tatkShaNAt kuShThenAmochi|
28080400c0	tato yIshustaM jagAda, avadhehi kathAmetAM kashchidapi mA brUhi, kintu yAjakasya sannidhiM gatvA svAtmAnaM darshaya manujebhyo nijanirAmayatvaM pramANayituM mUsAnirUpitaM dravyam utsR^ija cha|
2808050071	tadanantaraM yIshunA kapharnAhUmnAmani nagare praviShTe kashchit shatasenApatistatsamIpam Agatya vinIya babhAShe,
2808060059	he prabho, madIya eko dAsaH pakShAghAtavyAdhinA bhR^ishaM vyathitaH, satu shayanIya Aste|
2808070045	tadAnIM yIshustasmai kathitavAn, ahaM gatvA taM nirAmayaM kariShyAmi|
28080800a9	tataH sa shatasenApatiH pratyavadat, he prabho, bhavAn yat mama gehamadhyaM yAti tadyogyabhAjanaM nAhamasmi; vA NmAtram Adishatu, tenaiva mama dAso nirAmayo bhaviShyati|
28080900c0	yato mayi paranidhne. api mama nideshavashyAH kati kati senAH santi, tata ekasmin yAhItyukte sa yAti, tadanyasmin ehItyukte sa AyAti, tathA mama nijadAse karmmaitat kurvvityukte sa tat karoti|
28080a00ba	tadAnIM yIshustasyaitat vacho nishamya vismayApanno. abhUt; nijapashchAdgAmino mAnavAn avochcha, yuShmAn tathyaM vachmi, isrAyelIyalokAnAM madhye. api naitAdR^isho vishvAso mayA prAptaH|
28080b0088	anyachchAhaM yuShmAn vadAmi, bahavaH pUrvvasyAH pashchimAyAshcha disha Agatya ibrAhImA ishAkA yAkUbA cha sAkam militvA samupavekShyanti;
28080c0067	kintu yatra sthAne rodanadantagharShaNe bhavatastasmin bahirbhUtatamisre rAjyasya santAnA nikShesyante|
28080d008d	tataH paraM yIshustaM shatasenApatiM jagAda, yAhi, tava pratItyanusArato ma NgalaM bhUyAt; tadA tasminneva daNDe tadIyadAso nirAmayo babhUva|
28080e006a	anantaraM yIshuH pitarasya gehamupasthAya jvareNa pIDitAM shayanIyasthitAM tasya shvashrUM vIkShA nchakre|
28080f005a	tatastena tasyAH karasya spR^iShTatavAt jvarastAM tatyAja, tadA sA samutthAya tAn siSheve|
28081000a0	anantaraM sandhyAyAM satyAM bahusho bhUtagrastamanujAn tasya samIpam AninyuH sa cha vAkyena bhUtAn tyAjayAmAsa, sarvvaprakArapIDitajanAMshcha nirAmayAn chakAra;
28081100ae	tasmAt, sarvvA durbbalatAsmAkaM tenaiva paridhAritA| asmAkaM sakalaM vyAdhiM saeva saMgR^ihItavAn| yadetadvachanaM yishayiyabhaviShyadvAdinoktamAsIt, tattadA saphalamabhavat|
2808120059	anantaraM yIshushchaturdikShu jananivahaM vilokya taTinyAH pAraM yAtuM shiShyAn Adidesha|
280813006d	tadAnIm eka upAdhyAya Agatya kathitavAn, he guro, bhavAn yatra yAsyati tatrAhamapi bhavataH pashchAd yAsyAmi|
280814009c	tato yIshu rjagAda, kroShTuH sthAtuM sthAnaM vidyate, vihAyaso viha NgamAnAM nIDAni cha santi; kintu manuShyaputrasya shiraH sthApayituM sthAnaM na vidyate|
280815007d	anantaram apara ekaH shiShyastaM babhAShe, he prabho, prathamato mama pitaraM shmashAne nidhAtuM gamanArthaM mAm anumanyasva|
2808160053	tato yIshuruktavAn mR^itA mR^itAn shmashAne nidadhatu, tvaM mama pashchAd AgachCha|
280817003e	anantaraM tasmin nAvamArUDhe tasya shiShyAstatpashchAt jagmuH|
280818009c	pashchAt sAgarasya madhyaM teShu gateShu tAdR^ishaH prabalo jha nbhshanila udatiShThat, yena mahAtara Nga utthAya taraNiM ChAditavAn, kintu sa nidrita AsIt|
2808190079	tadA shiShyA Agatya tasya nidrAbha NgaM kR^itvA kathayAmAsuH, he prabho, vayaM mriyAmahe, bhavAn asmAkaM prANAn rakShatu|
28081a0082	tadA sa tAn uktavAn, he alpavishvAsino yUyaM kuto vibhItha? tataH sa utthAya vAtaM sAgara ncha tarjayAmAsa, tato nirvvAtamabhavat|
28081b006e	aparaM manujA vismayaM vilokya kathayAmAsuH, aho vAtasaritpatI asya kimAj nAgrAhiNau? kIdR^isho. ayaM mAnavaH|
28081c00d1	anantaraM sa pAraM gatvA giderIyadesham upasthitavAn; tadA dvau bhUtagrastamanujau shmashAnasthAnAd bahi rbhUtvA taM sAkShAt kR^itavantau, tAvetAdR^ishau prachaNDAvAstAM yat tena sthAnena kopi yAtuM nAshaknot|
28081d0092	tAvuchaiH kathayAmAsatuH, he Ishvarasya sUno yIsho, tvayA sAkam AvayoH kaH sambandhaH? nirUpitakAlAt prAgeva kimAvAbhyAM yAtanAM dAtum atrAgatosi?
28081e003f	tadAnIM tAbhyAM ki nchid dUre varAhANAm eko mahAvrajo. acharat|
28081f0070	tato bhUtau tau tasyAntike vinIya kathayAmAsatuH, yadyAvAM tyAjayasi, tarhi varAhANAM madhyevrajam AvAM preraya|
28082000a8	tadA yIshuravadat yAtaM, anantaraM tau yadA manujau vihAya varAhAn Ashritavantau, tadA te sarvve varAhA uchchasthAnAt mahAjavena dhAvantaH sAgarIyatoye majjanto mamruH|
280821006e	tato varAharakShakAH palAyamAnA madhyenagaraM tau bhUtagrastau prati yadyad aghaTata, tAH sarvvavArttA avadan|
280822007f	tato nAgarikAH sarvve manujA yIshuM sAkShAt karttuM bahirAyAtAH ta ncha vilokya prArthayA nchakrire bhavAn asmAkaM sImAto yAtu|
2809010042	anantaraM yIshu rnaukAmAruhya punaH pAramAgatya nijagrAmam Ayayau|
28090200ca	tataH katipayA janA ekaM pakShAghAtinaM svaTTopari shAyayitvA tatsamIpam Anayan; tato yIshusteShAM pratItiM vij nAya taM pakShAghAtinaM jagAda, he putra, susthiro bhava, tava kaluShasya marShaNaM jAtam|
2809030059	tAM kathAM nishamya kiyanta upAdhyAyA manaHsu chintitavanta eSha manuja IshvaraM nindati|
280904006c	tataH sa teShAm etAdR^ishIM chintAM vij nAya kathitavAn, yUyaM manaHsu kR^ita etAdR^ishIM kuchintAM kurutha?
2809050065	tava pApamarShaNaM jAtaM, yadvA tvamutthAya gachCha, dvayoranayo rvAkyayoH kiM vAkyaM vaktuM sugamaM?
28090600af	kintu medinyAM kaluShaM kShamituM manujasutasya sAmarthyamastIti yUyaM yathA jAnItha, tadarthaM sa taM pakShAghAtinaM gaditavAn, uttiShTha, nijashayanIyaM AdAya gehaM gachCha|
2809070033	tataH sa tatkShaNAd utthAya nijagehaM prasthitavAn|
280908007d	mAnavA itthaM vilokya vismayaM menire, IshvareNa mAnavAya sAmarthyam IdR^ishaM dattaM iti kAraNAt taM dhanyaM babhAShire cha|
28090900be	anantaraM yIshustatsthAnAd gachChan gachChan karasaMgrahasthAne samupaviShTaM mathinAmAnam ekaM manujaM vilokya taM babhAShe, mama pashchAd AgachCha, tataH sa utthAya tasya pashchAd vavrAja|
28090a0092	tataH paraM yIshau gR^ihe bhoktum upaviShTe bahavaH karasaMgrAhiNaH kaluShiNashcha mAnavA Agatya tena sAkaM tasya shiShyaishcha sAkam upavivishuH|
28090b0080	phirUshinastad dR^iShTvA tasya shiShyAn babhAShire, yuShmAkaM guruH kiM nimittaM karasaMgrAhibhiH kaluShibhishcha sAkaM bhuMkte?
28090c0075	yIshustat shrutvA tAn pratyavadat, nirAmayalokAnAM chikitsakena prayojanaM nAsti, kintu sAmayalokAnAM prayojanamAste|
28090d00c3	ato yUyaM yAtvA vachanasyAsyArthaM shikShadhvam, dayAyAM me yathA prIti rna tathA yaj nakarmmaNi|yato. ahaM dhArmmikAn AhvAtuM nAgato. asmi kintu manaH parivarttayituM pApina AhvAtum Agato. asmi|
28090e008f	anantaraM yohanaH shiShyAstasya samIpam Agatya kathayAmAsuH, phirUshino vaya ncha punaH punarupavasAmaH, kintu tava shiShyA nopavasanti, kutaH?
28090f00ce	tadA yIshustAn avochat yAvat sakhInAM saM Nge kanyAyA varastiShThati, tAvat kiM te vilApaM karttuM shakluvanti? kintu yadA teShAM saM NgAd varaM nayanti, tAdR^ishaH samaya AgamiShyati, tadA te upavatsyanti|
2809100085	purAtanavasane kopi navInavastraM na yojayati, yasmAt tena yojitena purAtanavasanaM Chinatti tachChidra ncha bahukutsitaM dR^ishyate|
28091100e2	anya ncha purAtanakutvAM kopi navAnagostanIrasaM na nidadhAti, yasmAt tathA kR^ite kutU rvidIryyate tena gostanIrasaH patati kutUshcha nashyati; tasmAt navInAyAM kutvAM navIno gostanIrasaH sthApyate, tena dvayoravanaM bhavati|
28091200ae	aparaM tenaitatkathAkathanakAle eko. adhipatistaM praNamya babhAShe, mama duhitA prAyeNaitAvatkAle mR^itA, tasmAd bhavAnAgatya tasyA gAtre hastamarpayatu, tena sA jIviShyati|
280913003e	tadAnIM yIshuH shiShyaiH sAkam utthAya tasya pashchAd vavrAja|
2809140079	ityanantare dvAdashavatsarAn yAvat pradarAmayena shIrNaikA nArI tasya pashchAd Agatya tasya vasanasya granthiM pasparsha;
2809150061	yasmAt mayA kevalaM tasya vasanaM spR^iShTvA svAsthyaM prApsyate, sA nArIti manasi nishchitavatI|
2809160099	tato yIshurvadanaM parAvarttya tAM jagAda, he kanye, tvaM susthirA bhava, tava vishvAsastvAM svasthAmakArShIt| etadvAkye gaditaeva sA yoShit svasthAbhUt|
2809170069	aparaM yIshustasyAdhyakShasya gehaM gatvA vAdakaprabhR^itIn bahUn lokAn shabdAyamAnAn vilokya tAn avadat,
2809180054	panthAnaM tyaja, kanyeyaM nAmriyata nidritAste; kathAmetAM shrutvA te tamupajahasuH|
2809190063	kintu sarvveShu bahiShkR^iteShu so. abhyantaraM gatvA kanyAyAH karaM dhR^itavAn, tena sodatiShThat;
28091a0037	tatastatkarmmaNo yashaH kR^itsnaM taM deshaM vyAptavat|
28091b00a0	tataH paraM yIshustasmAt sthAnAd yAtrAM chakAra; tadA he dAyUdaH santAna, asmAn dayasva, iti vadantau dvau janAvandhau prochairAhUyantau tatpashchAd vavrajatuH|
28091c00ca	tato yIshau gehamadhyaM praviShTaM tAvapi tasya samIpam upasthitavantau, tadAnIM sa tau pR^iShTavAn karmmaitat karttuM mama sAmarthyam Aste, yuvAM kimiti pratIthaH? tadA tau pratyUchatuH, satyaM prabho|
28091d0091	tadAnIM sa tayo rlochanAni spR^ishan babhAShe, yuvayoH pratItyanusArAd yuvayo rma NgalaM bhUyAt| tena tatkShaNAt tayo rnetrANi prasannAnyabhavan,
28091e005a	pashchAd yIshustau dR^iDhamAj nApya jagAda, avadhattam etAM kathAM kopi manujo ma jAnIyAt|
28091f004a	kintu tau prasthAya tasmin kR^itsne deshe tasya kIrttiM prakAshayAmAsatuH|
280920005b	aparaM tau bahiryAta etasminnantare manujA ekaM bhUtagrastamUkaM tasya samIpam AnItavantaH|
280921008e	tena bhUte tyAjite sa mUkaH kathAM kathayituM prArabhata, tena janA vismayaM vij nAya kathayAmAsuH, isrAyelo vaMshe kadApi nedR^igadR^ishyata;
2809220046	kintu phirUshinaH kathayA nchakruH bhUtAdhipatinA sa bhUtAn tyAjayati|
28092300bb	tataH paraM yIshusteShAM bhajanabhavana upadishan rAjyasya susaMvAdaM prachArayan lokAnAM yasya ya Amayo yA cha pIDAsIt, tAn shamayan shamayaMshcha sarvvANi nagarANi grAmAMshcha babhrAma|
2809240068	anya ncha manujAn vyAkulAn arakShakameShAniva cha tyaktAn nirIkShya teShu kAruNikaH san shiShyAn avadat,
2809250032	shasyAni prachurANi santi, kintu ChettAraH stokAH|
2809260045	kShetraM pratyaparAn ChedakAn prahetuM shasyasvAminaM prArthayadhvam|
280a01007e	anantaraM yIshu rdvAdashashiShyAn AhUyAmedhyabhUtAn tyAjayituM sarvvaprakArarogAn pIDAshcha shamayituM tebhyaH sAmarthyamadAt|
280a020087	teShAM dvAdashapreShyANAM nAmAnyetAni| prathamaM shimon yaM pitaraM vadanti, tataH paraM tasya sahaja AndriyaH, sivadiyasya putro yAkUb
280a030056	tasya sahajo yohan; philip barthalamay thomAH karasaMgrAhI mathiH, Alpheyaputro yAkUb,
280a040046	kinAnIyaH shimon, ya IShkariyotIyayihUdAH khrIShTaM parakare. arpayat|
280a050081	etAn dvAdashashiShyAn yIshuH preShayan ityAj nApayat, yUyam anyadeshIyAnAM padavIM shemiroNIyAnAM kimapi nagara ncha na pravishye
280a06003a	isrAyelgotrasya hAritA ye ye meShAsteShAmeva samIpaM yAta|
280a070049	gatvA gatvA svargasya rAjatvaM savidhamabhavat, etAM kathAM prachArayata|
280a080099	AmayagrastAn svasthAn kuruta, kuShThinaH pariShkuruta, mR^italokAn jIvayata, bhUtAn tyAjayata, vinA mUlyaM yUyam alabhadhvaM vinaiva mUlyaM vishrANayata|
280a090044	kintu sveShAM kaTibandheShu svarNarUpyatAmrANAM kimapi na gR^ihlIta|
280a0a0085	anyachcha yAtrAyai chelasampuTaM vA dvitIyavasanaM vA pAduke vA yaShTiH, etAn mA gR^ihlIta, yataH kAryyakR^it bharttuM yogyo bhavati|
280a0b0079	aparaM yUyaM yat puraM ya ncha grAmaM pravishatha, tatra yo jano yogyapAtraM tamavagatya yAnakAlaM yAvat tatra tiShThata|
280a0c0039	yadA yUyaM tadgehaM pravishatha, tadA tamAshiShaM vadata|
280a0d006b	yadi sa yogyapAtraM bhavati, tarhi tatkalyANaM tasmai bhaviShyati, nochet sAshIryuShmabhyameva bhaviShyati|
280a0e0088	kintu ye janA yuShmAkamAtithyaM na vidadhati yuShmAkaM kathA ncha na shR^iNvanti teShAM gehAt purAdvA prasthAnakAle svapadUlIH pAtayata|
280a0f0068	yuShmAnahaM tathyaM vachmi vichAradine tatpurasya dashAtaH sidomamorApurayordashA sahyatarA bhaviShyati|
280a10007c	pashyata, vR^ikayUthamadhye meShaH yathAvistathA yuShmAna prahiNomi, tasmAd yUyam ahiriva satarkAH kapotAivAhiMsakA bhavata|
280a11006c	nR^ibhyaH sAvadhAnA bhavata; yatastai ryUyaM rAjasaMsadi samarpiShyadhve teShAM bhajanagehe prahAriShyadhve|
280a120066	yUyaM mannAmahetoH shAstR^iNAM rAj nA ncha samakShaM tAnanyadeshinashchAdhi sAkShitvArthamAneShyadhve|
280a13009e	kintvitthaM samarpitA yUyaM kathaM kimuttaraM vakShyatha tatra mA chintayata, yatastadA yuShmAbhi ryad vaktavyaM tat taddaNDe yuShmanmanaH su samupasthAsyati|
280a140049	yasmAt tadA yo vakShyati sa na yUyaM kintu yuShmAkamantarasthaH pitrAtmA|
280a150070	sahajaH sahajaM tAtaH suta ncha mR^itau samarpayiShyati, apatyAgi svasvapitro rvipakShIbhUya tau ghAtayiShyanti|
280a160076	mannamahetoH sarvve janA yuShmAn R^itIyiShyante, kintu yaH sheShaM yAvad dhairyyaM ghR^itvA sthAsyati, sa trAyiShyate|
280a1700bb	tai ryadA yUyamekapure tADiShyadhve, tadA yUyamanyapuraM palAyadhvaM yuShmAnahaM tathyaM vachmi yAvanmanujasuto naiti tAvad isrAyeldeshIyasarvvanagarabhramaNaM samApayituM na shakShyatha|
280a18002d	guroH shiShyo na mahAn, prabhordAso na mahAn|
280a19009f	yadi shiShyo nijaguro rdAsashcha svaprabhoH samAno bhavati tarhi tad yatheShTaM| chettairgR^ihapatirbhUtarAja uchyate, tarhi parivArAH kiM tathA na vakShyante?
280a1a0090	kintu tebhyo yUyaM mA bibhIta, yato yanna prakAshiShyate, tAdR^ik ChAditaM kimapi nAsti, yachcha na vya nchiShyate, tAdR^ig guptaM kimapi nAsti|
280a1b0071	yadahaM yuShmAn tamasi vachmi tad yuShmAbhirdIptau kathyatAM; karNAbhyAM yat shrUyate tad gehopari prachAryyatAM|
280a1c0073	ye kAyaM hantuM shaknuvanti nAtmAnaM, tebhyo mA bhaiShTa; yaH kAyAtmAnau niraye nAshayituM, shaknoti, tato bibhIta|
280a1d006b	dvau chaTakau kimekatAmramudrayA na vikrIyete? tathApi yuShmattAtAnumatiM vinA teShAmekopi bhuvi na patati|
280a1e002c	yuShmachChirasAM sarvvakachA gaNitAMH santi|
280a1f0031	ato mA bibhIta, yUyaM bahuchaTakebhyo bahumUlyAH|
280a20004a	yo manujasAkShAnmAma NgIkurute tamahaM svargasthatAtasAkShAda NgIkariShye|
280a21004d	pR^ithvyAmahaM shAntiM dAtumAgataiti mAnubhavata, shAntiM dAtuM na kintvasiM|
280a220047	pitR^imAtR^ishchashrUbhiH sAkaM sutasutAbadhU rvirodhayitu nchAgatesmi|
280a23002c	tataH svasvaparivAraeva nR^ishatru rbhavitA|
280a240039	yaH pitari mAtari vA mattodhikaM prIyate, sa na madarhaH;
280a25003e	yashcha sute sutAyAM vA mattodhikaM prIyate, sepi na madarhaH|
280a26003b	yaH svakrushaM gR^ihlan matpashchAnnaiti, sepi na madarhaH|
280a270059	yaH svaprANAnavati, sa tAn hArayiShyate, yastu matkR^ite svaprANAn hArayati, sa tAnavati|
280a28007b	yo yuShmAkamAtithyaM vidadhAti, sa mamAtithyaM vidadhAti, yashcha mamAtithyaM vidadhAti, sa matprerakasyAtithyaM vidadhAti|
280a2900b4	yo bhaviShyadvAdIti j nAtvA tasyAtithyaM vidhatte, sa bhaviShyadvAdinaH phalaM lapsyate, yashcha dhArmmika iti viditvA tasyAtithyaM vidhatte sa dhArmmikamAnavasya phalaM prApsyati|
280a2a00be	yashcha kashchit eteShAM kShudranarANAm yaM ka nchanaikaM shiShya iti viditvA kaMsaikaM shItalasalilaM tasmai datte, yuShmAnahaM tathyaM vadAmi, sa kenApi prakAreNa phalena na va nchiShyate|
280b010079	itthaM yIshuH svadvAdashashiShyANAmAj nApanaM samApya pure pura upadeShTuM susaMvAdaM prachArayituM tatsthAnAt pratasthe|
280b020089	anantaraM yohan kArAyAM tiShThan khriShTasya karmmaNAM vArttaM prApya yasyAgamanavArttAsIt saeva kiM tvaM? vA vayamanyam apekShiShyAmahe?
280b03002b	etat praShTuM nijau dvau shiShyau prAhiNot|
280b0400bc	yIshuH pratyavochat, andhA netrANi labhante, kha nchA gachChanti, kuShThinaH svasthA bhavanti, badhirAH shR^iNvanti, mR^itA jIvanta uttiShThanti, daridrANAM samIpe susaMvAdaH prachAryyata,
280b05004f	etAni yadyad yuvAM shR^iNuthaH pashyathashcha gatvA tadvArttAM yohanaM gadataM|
280b060029	yasyAhaM na vighnIbhavAmi, saeva dhanyaH|
280b070091	anantaraM tayoH prasthitayo ryIshu ryohanam uddishya janAn jagAda, yUyaM kiM draShTuM vahirmadhyeprAntaram agachChata? kiM vAtena kampitaM nalaM?
280b08008e	vA kiM vIkShituM vahirgatavantaH? kiM parihitasUkShmavasanaM manujamekaM? pashyata, ye sUkShmavasanAni paridadhati, te rAjadhAnyAM tiShThanti|
280b090081	tarhi yUyaM kiM draShTuM bahiragamata, kimekaM bhaviShyadvAdinaM? tadeva satyaM| yuShmAnahaM vadAmi, sa bhaviShyadvAdinopi mahAn;
280b0a0099	yataH, pashya svakIyadUtoyaM tvadagre preShyate mayA| sa gatvA tava panthAnaM smayak pariShkariShyati|| etadvachanaM yamadhi likhitamAste so. ayaM yohan|
280b0b00a0	aparaM yuShmAnahaM tathyaM bravImi, majjayitu ryohanaH shreShThaH kopi nArIto nAjAyata; tathApi svargarAjyamadhye sarvvebhyo yaH kShudraH sa yohanaH shreShThaH|
280b0c006e	apara ncha A yohano. adya yAvat svargarAjyaM balAdAkrAntaM bhavati Akraminashcha janA balena tadadhikurvvanti|
280b0d0052	yato yohanaM yAvat sarvvabhaviShyadvAdibhi rvyavasthayA cha upadeshaH prAkAshyata|
280b0e0065	yadi yUyamidaM vAkyaM grahItuM shaknutha, tarhi shreyaH, yasyAgamanasya vachanamAste so. ayam eliyaH|
280b0f0027	yasya shrotuM karNau staH sa shR^iNotu|
280b100060	ete vidyamAnajanAH kai rmayopamIyante? ye bAlakA haTTa upavishya svaM svaM bandhumAhUya vadanti,
280b1100a5	vayaM yuShmAkaM samIpe vaMshIravAdayAma, kintu yUyaM nAnR^ityata; yuShmAkaM samIpe cha vayamarodima, kintu yUyaM na vyalapata, tAdR^ishai rbAlakaista upamAyiShyante|
280b120056	yato yohan Agatya na bhuktavAn na pItavAMshcha, tena lokA vadanti, sa bhUtagrasta iti|
280b1300ab	manujasuta Agatya bhuktavAn pItavAMshcha, tena lokA vadanti, pashyata eSha bhoktA madyapAtA chaNDAlapApinAM bandhashcha, kintu j nAnino j nAnavyavahAraM nirdoShaM jAnanti|
280b140086	sa yatra yatra pure bahvAshcharyyaM karmma kR^itavAn, tannivAsinAM manaHparAvR^ittyabhAvAt tAni nagarANi prati hantetyuktA kathitavAn,
280b1500ca	hA korAsIn, hA baitsaide, yuShmanmadhye yadyadAshcharyyaM karmma kR^itaM yadi tat sorasIdonnagara akAriShyata, tarhi pUrvvameva tannivAsinaH shANavasane bhasmani chopavishanto manAMsi parAvarttiShyanta|
