2800000006	mathiH
2807010041	yathA yUyaM doSIkRtA na bhavatha, tatkRte'nyaM doSiNaM mA kuruta|
28070200bb	yato yAdRzena doSeNa yUyaM parAn doSiNaH kurutha, tAdRzena doSeNa yUyamapi doSIkRtA bhaviSyatha, anyaJca yena parimANena yuSmAbhiH parimIyate, tenaiva parimANena yuSmatkRte parimAyiSyate|
280703006c	aparaJca nijanayane yA nAsA vidyate, tAm anAlocya tava sahajasya locane yat tRNam Aste, tadeva kuto vIkSase?
280704008e	tava nijalocane nAsAyAM vidyamAnAyAM, he bhrAtaH, tava nayanAt tRNaM bahiSyartuM anujAnIhi, kathAmetAM nijasahajAya kathaM kathayituM zaknoSi?
280705007b	he kapaTin, Adau nijanayanAt nAsAM bahiSkuru tato nijadRSTau suprasannAyAM tava bhrAtR rlocanAt tRNaM bahiSkartuM zakSyasi|
28070600ad	anyaJca sArameyebhyaH pavitravastUni mA vitarata, varAhANAM samakSaJca muktA mA nikSipata; nikSepaNAt te tAH sarvvAH padai rdalayiSyanti, parAvRtya yuSmAnapi vidArayiSyanti|
280707007a	yAcadhvaM tato yuSmabhyaM dAyiSyate; mRgayadhvaM tata uddezaM lapsyadhve; dvAram Ahata, tato yuSmatkRte muktaM bhaviSyati|
2807080076	yasmAd yena yAcyate, tena labhyate; yena mRgyate tenoddezaH prApyate; yena ca dvAram Ahanyate, tatkRte dvAraM mocyate|
2807090033	Atmajena pUpe prArthite tasmai pASANaM vizrANayati,
28070a004f	mIne yAcite ca tasmai bhujagaM vitarati, etAdRzaH pitA yuSmAkaM madhye ka Aste?
28070b00a2	tasmAd yUyam abhadrAH santo'pi yadi nijabAlakebhya uttamaM dravyaM dAtuM jAnItha, tarhi yuSmAkaM svargasthaH pitA svIyayAcakebhyaH kimuttamAni vastUni na dAsyati?
28070c009b	yUSmAn pratItareSAM yAdRzo vyavahAro yuSmAkaM priyaH, yUyaM tAn prati tAdRzAneva vyavahArAn vidhatta; yasmAd vyavasthAbhaviSyadvAdinAM vacanAnAm iti sAram|
28070d0077	saGkIrNadvAreNa pravizata; yato narakagamanAya yad dvAraM tad vistIrNaM yacca vartma tad bRhat tena bahavaH pravizanti|
28070e0072	aparaM svargagamanAya yad dvAraM tat kIdRk saMkIrNaM| yacca vartma tat kIdRg durgamam| taduddeSTAraH kiyanto'lpAH|
28070f00a7	aparaJca ye janA meSavezena yuSmAkaM samIpam Agacchanti, kintvantardurantA vRkA etAdRzebhyo bhaviSyadvAdibhyaH sAvadhAnA bhavata, yUyaM phalena tAn paricetuM zaknutha|
2807100055	manujAH kiM kaNTakino vRkSAd drAkSAphalAni zRgAlakolitazca uDumbaraphalAni zAtayanti?
2807110056	tadvad uttama eva pAdapa uttamaphalAni janayati, adhamapAdapaevAdhamaphalAni janayati|
2807120073	kintUttamapAdapaH kadApyadhamaphalAni janayituM na zaknoti, tathAdhamopi pAdapa uttamaphalAni janayituM na zaknoti|
2807130047	aparaM ye ye pAdapA adhamaphalAni janayanti, te kRttA vahnau kSipyante|
2807140026	ataeva yUyaM phalena tAn pariceSyatha|
2807150097	ye janA mAM prabhuM vadanti, te sarvve svargarAjyaM pravekSyanti tanna, kintu yo mAnavo mama svargasthasya pituriSTaM karmma karoti sa eva pravekSyati|
28071600ba	tad dine bahavo mAM vadiSyanti, he prabho he prabho, tava nAmnA kimasmAmi rbhaviSyadvAkyaM na vyAhRtaM? tava nAmnA bhUtAH kiM na tyAjitAH? tava nAmnA kiM nAnAdbhutAni karmmANi na kRtAni?
2807170058	tadAhaM vadiSyAmi, he kukarmmakAriNo yuSmAn ahaM na vedmi, yUyaM matsamIpAd dUrIbhavata|
2807180062	yaH kazcit mamaitAH kathAH zrutvA pAlayati, sa pASANopari gRhanirmmAtrA jJAninA saha mayopamIyate|
2807190068	yato vRSTau satyAm AplAva Agate vAyau vAte ca teSu tadgehaM lagneSu pASANopari tasya bhittestanna patati
28071a0060	kintu yaH kazcit mamaitAH kathAH zrutvA na pAlayati sa saikate gehanirmmAtrA 'jJAninA upamIyate|
28071b006b	yato jalavRSTau satyAm AplAva Agate pavane vAte ca tai rgRhe samAghAte tat patati tatpatanaM mahad bhavati|
28071c0045	yIzunaiteSu vAkyeSu samApiteSu mAnavAstadIyopadezam AzcaryyaM menire|
28071d004c	yasmAt sa upAdhyAyA iva tAn nopadideza kintu samarthapuruSaiva samupadideza|
2808010041	yadA sa parvvatAd avArohat tadA bahavo mAnavAstatpazcAd vavrajuH|
2808020073	ekaH kuSThavAn Agatya taM praNamya babhASe, he prabho, yadi bhavAn saMmanyate, tarhi mAM nirAmayaM karttuM zaknoti|
2808030078	tato yIzuH karaM prasAryya tasyAGgaM spRzan vyAjahAra, sammanye'haM tvaM nirAmayo bhava; tena sa tatkSaNAt kuSThenAmoci|
28080400b9	tato yIzustaM jagAda, avadhehi kathAmetAM kazcidapi mA brUhi, kintu yAjakasya sannidhiM gatvA svAtmAnaM darzaya manujebhyo nijanirAmayatvaM pramANayituM mUsAnirUpitaM dravyam utsRja ca|
280805006b	tadanantaraM yIzunA kapharnAhUmnAmani nagare praviSTe kazcit zatasenApatistatsamIpam Agatya vinIya babhASe,
2808060054	he prabho, madIya eko dAsaH pakSAghAtavyAdhinA bhRzaM vyathitaH, satu zayanIya Aste|
2808070043	tadAnIM yIzustasmai kathitavAn, ahaM gatvA taM nirAmayaM kariSyAmi|
28080800a5	tataH sa zatasenApatiH pratyavadat, he prabho, bhavAn yat mama gehamadhyaM yAti tadyogyabhAjanaM nAhamasmi; vAGmAtram Adizatu, tenaiva mama dAso nirAmayo bhaviSyati|
28080900bc	yato mayi paranidhne'pi mama nidezavazyAH kati kati senAH santi, tata ekasmin yAhItyukte sa yAti, tadanyasmin ehItyukte sa AyAti, tathA mama nijadAse karmmaitat kurvvityukte sa tat karoti|
28080a00a9	tadAnIM yIzustasyaitat vaco nizamya vismayApanno'bhUt; nijapazcAdgAmino mAnavAn avocca, yuSmAn tathyaM vacmi, isrAyelIyalokAnAM madhye'pi naitAdRzo vizvAso mayA prAptaH|
28080b007e	anyaccAhaM yuSmAn vadAmi, bahavaH pUrvvasyAH pazcimAyAzca diza Agatya ibrAhImA ishAkA yAkUbA ca sAkam militvA samupavekSyanti;
28080c0065	kintu yatra sthAne rodanadantagharSaNe bhavatastasmin bahirbhUtatamisre rAjyasya santAnA nikSesyante|
28080d008a	tataH paraM yIzustaM zatasenApatiM jagAda, yAhi, tava pratItyanusArato maGgalaM bhUyAt; tadA tasminneva daNDe tadIyadAso nirAmayo babhUva|
28080e0063	anantaraM yIzuH pitarasya gehamupasthAya jvareNa pIDitAM zayanIyasthitAM tasya zvazrUM vIkSAJcakre|
28080f0056	tatastena tasyAH karasya spRSTatavAt jvarastAM tatyAja, tadA sA samutthAya tAn siSeve|
280810009b	anantaraM sandhyAyAM satyAM bahuzo bhUtagrastamanujAn tasya samIpam AninyuH sa ca vAkyena bhUtAn tyAjayAmAsa, sarvvaprakArapIDitajanAMzca nirAmayAn cakAra;
28081100a9	tasmAt, sarvvA durbbalatAsmAkaM tenaiva paridhAritA| asmAkaM sakalaM vyAdhiM saeva saMgRhItavAn| yadetadvacanaM yizayiyabhaviSyadvAdinoktamAsIt, tattadA saphalamabhavat|
2808120052	anantaraM yIzuzcaturdikSu jananivahaM vilokya taTinyAH pAraM yAtuM ziSyAn Adideza|
280813006b	tadAnIm eka upAdhyAya Agatya kathitavAn, he guro, bhavAn yatra yAsyati tatrAhamapi bhavataH pazcAd yAsyAmi|
2808140096	tato yIzu rjagAda, kroSTuH sthAtuM sthAnaM vidyate, vihAyaso vihaGgamAnAM nIDAni ca santi; kintu manuSyaputrasya ziraH sthApayituM sthAnaM na vidyate|
2808150078	anantaram apara ekaH ziSyastaM babhASe, he prabho, prathamato mama pitaraM zmazAne nidhAtuM gamanArthaM mAm anumanyasva|
2808160049	tato yIzuruktavAn mRtA mRtAn zmazAne nidadhatu, tvaM mama pazcAd Agaccha|
280817003a	anantaraM tasmin nAvamArUDhe tasya ziSyAstatpazcAt jagmuH|
2808180091	pazcAt sAgarasya madhyaM teSu gateSu tAdRzaH prabalo jhaJbhzanila udatiSThat, yena mahAtaraGga utthAya taraNiM chAditavAn, kintu sa nidrita AsIt|
2808190073	tadA ziSyA Agatya tasya nidrAbhaGgaM kRtvA kathayAmAsuH, he prabho, vayaM mriyAmahe, bhavAn asmAkaM prANAn rakSatu|
28081a007f	tadA sa tAn uktavAn, he alpavizvAsino yUyaM kuto vibhItha? tataH sa utthAya vAtaM sAgaraJca tarjayAmAsa, tato nirvvAtamabhavat|
28081b0068	aparaM manujA vismayaM vilokya kathayAmAsuH, aho vAtasaritpatI asya kimAjJAgrAhiNau? kIdRzo'yaM mAnavaH|
28081c00c6	anantaraM sa pAraM gatvA giderIyadezam upasthitavAn; tadA dvau bhUtagrastamanujau zmazAnasthAnAd bahi rbhUtvA taM sAkSAt kRtavantau, tAvetAdRzau pracaNDAvAstAM yat tena sthAnena kopi yAtuM nAzaknot|
28081d008f	tAvucaiH kathayAmAsatuH, he Izvarasya sUno yIzo, tvayA sAkam AvayoH kaH sambandhaH? nirUpitakAlAt prAgeva kimAvAbhyAM yAtanAM dAtum atrAgatosi?
28081e003a	tadAnIM tAbhyAM kiJcid dUre varAhANAm eko mahAvrajo'carat|
28081f0070	tato bhUtau tau tasyAntike vinIya kathayAmAsatuH, yadyAvAM tyAjayasi, tarhi varAhANAM madhyevrajam AvAM preraya|
28082000a4	tadA yIzuravadat yAtaM, anantaraM tau yadA manujau vihAya varAhAn Azritavantau, tadA te sarvve varAhA uccasthAnAt mahAjavena dhAvantaH sAgarIyatoye majjanto mamruH|
280821006d	tato varAharakSakAH palAyamAnA madhyenagaraM tau bhUtagrastau prati yadyad aghaTata, tAH sarvvavArttA avadan|
2808220079	tato nAgarikAH sarvve manujA yIzuM sAkSAt karttuM bahirAyAtAH taJca vilokya prArthayAJcakrire bhavAn asmAkaM sImAto yAtu|
2809010041	anantaraM yIzu rnaukAmAruhya punaH pAramAgatya nijagrAmam Ayayau|
28090200c2	tataH katipayA janA ekaM pakSAghAtinaM svaTTopari zAyayitvA tatsamIpam Anayan; tato yIzusteSAM pratItiM vijJAya taM pakSAghAtinaM jagAda, he putra, susthiro bhava, tava kaluSasya marSaNaM jAtam|
2809030055	tAM kathAM nizamya kiyanta upAdhyAyA manaHsu cintitavanta eSa manuja IzvaraM nindati|
2809040060	tataH sa teSAm etAdRzIM cintAM vijJAya kathitavAn, yUyaM manaHsu kRta etAdRzIM kucintAM kurutha?
2809050063	tava pApamarSaNaM jAtaM, yadvA tvamutthAya gaccha, dvayoranayo rvAkyayoH kiM vAkyaM vaktuM sugamaM?
28090600a9	kintu medinyAM kaluSaM kSamituM manujasutasya sAmarthyamastIti yUyaM yathA jAnItha, tadarthaM sa taM pakSAghAtinaM gaditavAn, uttiSTha, nijazayanIyaM AdAya gehaM gaccha|
2809070032	tataH sa tatkSaNAd utthAya nijagehaM prasthitavAn|
2809080077	mAnavA itthaM vilokya vismayaM menire, IzvareNa mAnavAya sAmarthyam IdRzaM dattaM iti kAraNAt taM dhanyaM babhASire ca|
28090900b4	anantaraM yIzustatsthAnAd gacchan gacchan karasaMgrahasthAne samupaviSTaM mathinAmAnam ekaM manujaM vilokya taM babhASe, mama pazcAd Agaccha, tataH sa utthAya tasya pazcAd vavrAja|
28090a0086	tataH paraM yIzau gRhe bhoktum upaviSTe bahavaH karasaMgrAhiNaH kaluSiNazca mAnavA Agatya tena sAkaM tasya ziSyaizca sAkam upavivizuH|
28090b0075	phirUzinastad dRSTvA tasya ziSyAn babhASire, yuSmAkaM guruH kiM nimittaM karasaMgrAhibhiH kaluSibhizca sAkaM bhuMkte?
28090c0072	yIzustat zrutvA tAn pratyavadat, nirAmayalokAnAM cikitsakena prayojanaM nAsti, kintu sAmayalokAnAM prayojanamAste|
28090d00b9	ato yUyaM yAtvA vacanasyAsyArthaM zikSadhvam, dayAyAM me yathA prIti rna tathA yajJakarmmaNi|yato'haM dhArmmikAn AhvAtuM nAgato'smi kintu manaH parivarttayituM pApina AhvAtum Agato'smi|
28090e0088	anantaraM yohanaH ziSyAstasya samIpam Agatya kathayAmAsuH, phirUzino vayaJca punaH punarupavasAmaH, kintu tava ziSyA nopavasanti, kutaH?
28090f00c3	tadA yIzustAn avocat yAvat sakhInAM saMGge kanyAyA varastiSThati, tAvat kiM te vilApaM karttuM zakluvanti? kintu yadA teSAM saMGgAd varaM nayanti, tAdRzaH samaya AgamiSyati, tadA te upavatsyanti|
280910007f	purAtanavasane kopi navInavastraM na yojayati, yasmAt tena yojitena purAtanavasanaM chinatti tacchidraJca bahukutsitaM dRzyate|
28091100db	anyaJca purAtanakutvAM kopi navAnagostanIrasaM na nidadhAti, yasmAt tathA kRte kutU rvidIryyate tena gostanIrasaH patati kutUzca nazyati; tasmAt navInAyAM kutvAM navIno gostanIrasaH sthApyate, tena dvayoravanaM bhavati|
28091200a8	aparaM tenaitatkathAkathanakAle eko'dhipatistaM praNamya babhASe, mama duhitA prAyeNaitAvatkAle mRtA, tasmAd bhavAnAgatya tasyA gAtre hastamarpayatu, tena sA jIviSyati|
2809130039	tadAnIM yIzuH ziSyaiH sAkam utthAya tasya pazcAd vavrAja|
2809140074	ityanantare dvAdazavatsarAn yAvat pradarAmayena zIrNaikA nArI tasya pazcAd Agatya tasya vasanasya granthiM pasparza;
280915005c	yasmAt mayA kevalaM tasya vasanaM spRSTvA svAsthyaM prApsyate, sA nArIti manasi nizcitavatI|
2809160095	tato yIzurvadanaM parAvarttya tAM jagAda, he kanye, tvaM susthirA bhava, tava vizvAsastvAM svasthAmakArSIt| etadvAkye gaditaeva sA yoSit svasthAbhUt|
2809170064	aparaM yIzustasyAdhyakSasya gehaM gatvA vAdakaprabhRtIn bahUn lokAn zabdAyamAnAn vilokya tAn avadat,
2809180053	panthAnaM tyaja, kanyeyaM nAmriyata nidritAste; kathAmetAM zrutvA te tamupajahasuH|
2809190059	kintu sarvveSu bahiSkRteSu so'bhyantaraM gatvA kanyAyAH karaM dhRtavAn, tena sodatiSThat;
28091a0033	tatastatkarmmaNo yazaH kRtsnaM taM dezaM vyAptavat|
28091b009b	tataH paraM yIzustasmAt sthAnAd yAtrAM cakAra; tadA he dAyUdaH santAna, asmAn dayasva, iti vadantau dvau janAvandhau procairAhUyantau tatpazcAd vavrajatuH|
28091c00c4	tato yIzau gehamadhyaM praviSTaM tAvapi tasya samIpam upasthitavantau, tadAnIM sa tau pRSTavAn karmmaitat karttuM mama sAmarthyam Aste, yuvAM kimiti pratIthaH? tadA tau pratyUcatuH, satyaM prabho|
28091d008a	tadAnIM sa tayo rlocanAni spRzan babhASe, yuvayoH pratItyanusArAd yuvayo rmaGgalaM bhUyAt| tena tatkSaNAt tayo rnetrANi prasannAnyabhavan,
28091e0054	pazcAd yIzustau dRDhamAjJApya jagAda, avadhattam etAM kathAM kopi manujo ma jAnIyAt|
28091f0046	kintu tau prasthAya tasmin kRtsne deze tasya kIrttiM prakAzayAmAsatuH|
280920005b	aparaM tau bahiryAta etasminnantare manujA ekaM bhUtagrastamUkaM tasya samIpam AnItavantaH|
2809210087	tena bhUte tyAjite sa mUkaH kathAM kathayituM prArabhata, tena janA vismayaM vijJAya kathayAmAsuH, isrAyelo vaMze kadApi nedRgadRzyata;
2809220043	kintu phirUzinaH kathayAJcakruH bhUtAdhipatinA sa bhUtAn tyAjayati|
28092300b0	tataH paraM yIzusteSAM bhajanabhavana upadizan rAjyasya susaMvAdaM pracArayan lokAnAM yasya ya Amayo yA ca pIDAsIt, tAn zamayan zamayaMzca sarvvANi nagarANi grAmAMzca babhrAma|
280924005f	anyaJca manujAn vyAkulAn arakSakameSAniva ca tyaktAn nirIkSya teSu kAruNikaH san ziSyAn avadat,
2809250030	zasyAni pracurANi santi, kintu chettAraH stokAH|
2809260043	kSetraM pratyaparAn chedakAn prahetuM zasyasvAminaM prArthayadhvam|
280a010077	anantaraM yIzu rdvAdazaziSyAn AhUyAmedhyabhUtAn tyAjayituM sarvvaprakArarogAn pIDAzca zamayituM tebhyaH sAmarthyamadAt|
280a020083	teSAM dvAdazapreSyANAM nAmAnyetAni| prathamaM zimon yaM pitaraM vadanti, tataH paraM tasya sahaja AndriyaH, sivadiyasya putro yAkUb
280a030056	tasya sahajo yohan; philip barthalamay thomAH karasaMgrAhI mathiH, Alpheyaputro yAkUb,
280a040041	kinAnIyaH zimon, ya ISkariyotIyayihUdAH khrISTaM parakare'rpayat|
280a050076	etAn dvAdazaziSyAn yIzuH preSayan ityAjJApayat, yUyam anyadezIyAnAM padavIM zemiroNIyAnAM kimapi nagaraJca na pravizye
280a060038	isrAyelgotrasya hAritA ye ye meSAsteSAmeva samIpaM yAta|
280a070048	gatvA gatvA svargasya rAjatvaM savidhamabhavat, etAM kathAM pracArayata|
280a080094	AmayagrastAn svasthAn kuruta, kuSThinaH pariSkuruta, mRtalokAn jIvayata, bhUtAn tyAjayata, vinA mUlyaM yUyam alabhadhvaM vinaiva mUlyaM vizrANayata|
280a090040	kintu sveSAM kaTibandheSu svarNarUpyatAmrANAM kimapi na gRhlIta|
280a0a007d	anyacca yAtrAyai celasampuTaM vA dvitIyavasanaM vA pAduke vA yaSTiH, etAn mA gRhlIta, yataH kAryyakRt bharttuM yogyo bhavati|
280a0b0075	aparaM yUyaM yat puraM yaJca grAmaM pravizatha, tatra yo jano yogyapAtraM tamavagatya yAnakAlaM yAvat tatra tiSThata|
280a0c0036	yadA yUyaM tadgehaM pravizatha, tadA tamAziSaM vadata|
280a0d0066	yadi sa yogyapAtraM bhavati, tarhi tatkalyANaM tasmai bhaviSyati, nocet sAzIryuSmabhyameva bhaviSyati|
280a0e0080	kintu ye janA yuSmAkamAtithyaM na vidadhati yuSmAkaM kathAJca na zRNvanti teSAM gehAt purAdvA prasthAnakAle svapadUlIH pAtayata|
280a0f0062	yuSmAnahaM tathyaM vacmi vicAradine tatpurasya dazAtaH sidomamorApurayordazA sahyatarA bhaviSyati|
280a100077	pazyata, vRkayUthamadhye meSaH yathAvistathA yuSmAna prahiNomi, tasmAd yUyam ahiriva satarkAH kapotAivAhiMsakA bhavata|
280a110067	nRbhyaH sAvadhAnA bhavata; yatastai ryUyaM rAjasaMsadi samarpiSyadhve teSAM bhajanagehe prahAriSyadhve|
280a12005a	yUyaM mannAmahetoH zAstRNAM rAjJAJca samakSaM tAnanyadezinazcAdhi sAkSitvArthamAneSyadhve|
280a13009a	kintvitthaM samarpitA yUyaM kathaM kimuttaraM vakSyatha tatra mA cintayata, yatastadA yuSmAbhi ryad vaktavyaM tat taddaNDe yuSmanmanaH su samupasthAsyati|
280a140047	yasmAt tadA yo vakSyati sa na yUyaM kintu yuSmAkamantarasthaH pitrAtmA|
280a150069	sahajaH sahajaM tAtaH sutaJca mRtau samarpayiSyati, apatyAgi svasvapitro rvipakSIbhUya tau ghAtayiSyanti|
280a16006d	mannamahetoH sarvve janA yuSmAn RtIyiSyante, kintu yaH zeSaM yAvad dhairyyaM ghRtvA sthAsyati, sa trAyiSyate|
280a1700b5	tai ryadA yUyamekapure tADiSyadhve, tadA yUyamanyapuraM palAyadhvaM yuSmAnahaM tathyaM vacmi yAvanmanujasuto naiti tAvad isrAyeldezIyasarvvanagarabhramaNaM samApayituM na zakSyatha|
280a18002b	guroH ziSyo na mahAn, prabhordAso na mahAn|
280a190095	yadi ziSyo nijaguro rdAsazca svaprabhoH samAno bhavati tarhi tad yatheSTaM| cettairgRhapatirbhUtarAja ucyate, tarhi parivArAH kiM tathA na vakSyante?
280a1a0085	kintu tebhyo yUyaM mA bibhIta, yato yanna prakAziSyate, tAdRk chAditaM kimapi nAsti, yacca na vyaJciSyate, tAdRg guptaM kimapi nAsti|
280a1b006c	yadahaM yuSmAn tamasi vacmi tad yuSmAbhirdIptau kathyatAM; karNAbhyAM yat zrUyate tad gehopari pracAryyatAM|
280a1c006f	ye kAyaM hantuM zaknuvanti nAtmAnaM, tebhyo mA bhaiSTa; yaH kAyAtmAnau niraye nAzayituM, zaknoti, tato bibhIta|
280a1d0068	dvau caTakau kimekatAmramudrayA na vikrIyete? tathApi yuSmattAtAnumatiM vinA teSAmekopi bhuvi na patati|
280a1e0029	yuSmacchirasAM sarvvakacA gaNitAMH santi|
280a1f0030	ato mA bibhIta, yUyaM bahucaTakebhyo bahumUlyAH|
280a200045	yo manujasAkSAnmAmaGgIkurute tamahaM svargasthatAtasAkSAdaGgIkariSye|
280a210049	pRthvyAmahaM zAntiM dAtumAgataiti mAnubhavata, zAntiM dAtuM na kintvasiM|
280a22003e	pitRmAtRzcazrUbhiH sAkaM sutasutAbadhU rvirodhayituJcAgatesmi|
280a230029	tataH svasvaparivAraeva nRzatru rbhavitA|
280a240039	yaH pitari mAtari vA mattodhikaM prIyate, sa na madarhaH;
280a25003c	yazca sute sutAyAM vA mattodhikaM prIyate, sepi na madarhaH|
280a260036	yaH svakruzaM gRhlan matpazcAnnaiti, sepi na madarhaH|
280a270056	yaH svaprANAnavati, sa tAn hArayiSyate, yastu matkRte svaprANAn hArayati, sa tAnavati|
280a280078	yo yuSmAkamAtithyaM vidadhAti, sa mamAtithyaM vidadhAti, yazca mamAtithyaM vidadhAti, sa matprerakasyAtithyaM vidadhAti|
280a2900af	yo bhaviSyadvAdIti jJAtvA tasyAtithyaM vidhatte, sa bhaviSyadvAdinaH phalaM lapsyate, yazca dhArmmika iti viditvA tasyAtithyaM vidhatte sa dhArmmikamAnavasya phalaM prApsyati|
280a2a00af	yazca kazcit eteSAM kSudranarANAm yaM kaJcanaikaM ziSya iti viditvA kaMsaikaM zItalasalilaM tasmai datte, yuSmAnahaM tathyaM vadAmi, sa kenApi prakAreNa phalena na vaJciSyate|
280b010072	itthaM yIzuH svadvAdazaziSyANAmAjJApanaM samApya pure pura upadeSTuM susaMvAdaM pracArayituM tatsthAnAt pratasthe|
280b020085	anantaraM yohan kArAyAM tiSThan khriSTasya karmmaNAM vArttaM prApya yasyAgamanavArttAsIt saeva kiM tvaM? vA vayamanyam apekSiSyAmahe?
280b030028	etat praSTuM nijau dvau ziSyau prAhiNot|
280b0400af	yIzuH pratyavocat, andhA netrANi labhante, khaJcA gacchanti, kuSThinaH svasthA bhavanti, badhirAH zRNvanti, mRtA jIvanta uttiSThanti, daridrANAM samIpe susaMvAdaH pracAryyata,
280b050049	etAni yadyad yuvAM zRNuthaH pazyathazca gatvA tadvArttAM yohanaM gadataM|
280b060029	yasyAhaM na vighnIbhavAmi, saeva dhanyaH|
280b07008d	anantaraM tayoH prasthitayo ryIzu ryohanam uddizya janAn jagAda, yUyaM kiM draSTuM vahirmadhyeprAntaram agacchata? kiM vAtena kampitaM nalaM?
280b080089	vA kiM vIkSituM vahirgatavantaH? kiM parihitasUkSmavasanaM manujamekaM? pazyata, ye sUkSmavasanAni paridadhati, te rAjadhAnyAM tiSThanti|
280b09007d	tarhi yUyaM kiM draSTuM bahiragamata, kimekaM bhaviSyadvAdinaM? tadeva satyaM| yuSmAnahaM vadAmi, sa bhaviSyadvAdinopi mahAn;
280b0a0092	yataH, pazya svakIyadUtoyaM tvadagre preSyate mayA| sa gatvA tava panthAnaM smayak pariSkariSyati|| etadvacanaM yamadhi likhitamAste so'yaM yohan|
280b0b009a	aparaM yuSmAnahaM tathyaM bravImi, majjayitu ryohanaH zreSThaH kopi nArIto nAjAyata; tathApi svargarAjyamadhye sarvvebhyo yaH kSudraH sa yohanaH zreSThaH|
280b0c0068	aparaJca A yohano'dya yAvat svargarAjyaM balAdAkrAntaM bhavati Akraminazca janA balena tadadhikurvvanti|
280b0d004e	yato yohanaM yAvat sarvvabhaviSyadvAdibhi rvyavasthayA ca upadezaH prAkAzyata|
280b0e0060	yadi yUyamidaM vAkyaM grahItuM zaknutha, tarhi zreyaH, yasyAgamanasya vacanamAste so'yam eliyaH|
280b0f0023	yasya zrotuM karNau staH sa zRNotu|
280b10005f	ete vidyamAnajanAH kai rmayopamIyante? ye bAlakA haTTa upavizya svaM svaM bandhumAhUya vadanti,
280b11009b	vayaM yuSmAkaM samIpe vaMzIravAdayAma, kintu yUyaM nAnRtyata; yuSmAkaM samIpe ca vayamarodima, kintu yUyaM na vyalapata, tAdRzai rbAlakaista upamAyiSyante|
280b120054	yato yohan Agatya na bhuktavAn na pItavAMzca, tena lokA vadanti, sa bhUtagrasta iti|
280b1300a1	manujasuta Agatya bhuktavAn pItavAMzca, tena lokA vadanti, pazyata eSa bhoktA madyapAtA caNDAlapApinAM bandhazca, kintu jJAnino jJAnavyavahAraM nirdoSaM jAnanti|
280b140080	sa yatra yatra pure bahvAzcaryyaM karmma kRtavAn, tannivAsinAM manaHparAvRttyabhAvAt tAni nagarANi prati hantetyuktA kathitavAn,
280b1500c0	hA korAsIn, hA baitsaide, yuSmanmadhye yadyadAzcaryyaM karmma kRtaM yadi tat sorasIdonnagara akAriSyata, tarhi pUrvvameva tannivAsinaH zANavasane bhasmani copavizanto manAMsi parAvarttiSyanta|
280b16005c	tasmAdahaM yuSmAn vadAmi, vicAradine yuSmAkaM dazAtaH sorasIdono rdazA sahyatarA bhaviSyati|
280b1700c0	aparaJca bata kapharnAhUm, tvaM svargaM yAvadunnatosi, kintu narake nikSepsyase, yasmAt tvayi yAnyAzcaryyANi karmmaNyakAriSata, yadi tAni sidomnagara akAriSyanta, tarhi tadadya yAvadasthAsyat|
280b180054	kintvahaM yuSmAn vadAmi, vicAradine tava daNDataH sidomo daNDo sahyataro bhaviSyati|
280b1900b6	etasminneva samaye yIzuH punaruvAca, he svargapRthivyorekAdhipate pitastvaM jJAnavato viduSazca lokAn pratyetAni na prakAzya bAlakAn prati prakAzitavAn, iti hetostvAM dhanyaM vadAmi|
280b1a0033	he pitaH, itthaM bhavet yata idaM tvadRSTAvuttamaM|
280b1b0094	pitrA mayi sarvvANi samarpitAni, pitaraM vinA kopi putraM na jAnAti, yAn prati putreNa pitA prakAzyate tAn vinA putrAd anyaH kopi pitaraM na jAnAti|
280b1c005b	he parizrAntA bhArAkrAntAzca lokA yUyaM matsannidhim Agacchata, ahaM yuSmAn vizramayiSyAmi|
280b1d008a	ahaM kSamaNazIlo namramanAzca, tasmAt mama yugaM sveSAmupari dhArayata mattaH zikSadhvaJca, tena yUyaM sve sve manasi vizrAmaM lapsyadhbe|
280b1e002e	yato mama yugam anAyAsaM mama bhArazca laghuH|
280c010081	anantaraM yIzu rvizrAmavAre zsyamadhyena gacchati, tadA tacchiSyA bubhukSitAH santaH zsyamaJjarIzchatvA chitvA khAditumArabhanta|
280c020069	tad vilokya phirUzino yIzuM jagaduH, pazya vizrAmavAre yat karmmAkarttavyaM tadeva tava ziSyAH kurvvanti|
280c030067	sa tAn pratyAvadata, dAyUd tatsaGginazca bubhukSitAH santo yat karmmAkurvvan tat kiM yuSmAbhi rnApAThi?
280c04006b	ye darzanIyAH pUpAH yAjakAn vinA tasya tatsaGgimanujAnAJcAbhojanIyAsta IzvarAvAsaM praviSTena tena bhuktAH|
280c05008c	anyacca vizrAmavAre madhyemandiraM vizrAmavArIyaM niyamaM laGvantopi yAjakA nirdoSA bhavanti, zAstramadhye kimidamapi yuSmAbhi rna paThitaM?
280c06003c	yuSmAnahaM vadAmi, atra sthAne mandirAdapi garIyAn eka Aste|
