0100000008	Kejadian
0108030077	Air banjir yang tadinya menutupi permukaan bumi perlahan-lahan surut, sehingga sesudah 150 hari, air semakin berkurang.
0108040063	Pada tanggal tujuh belas bulan ketujuh, kapal itu terdampar di salah satu gunung di wilayah Ararat.
0108050065	Tanggal satu bulan kesepuluh, puncak-puncak gunung mulai terlihat karena permukaan air terus menurun.
0108060053	Empat puluh hari kemudian, Nuh membuka jendela yang sudah dibuatnya pada kapal itu,
01080700b0	lalu melepaskan seekor burung gagak. Burung gagak itu tidak kembali lagi ke kapal, tetapi terus terbang ke sana kemari sampai air banjir benar-benar kering dari permukaan bumi.
0108080076	Karena burung gagak itu tidak kembali, Nuh melepaskan seekor burung merpati untuk mencari tahu apakah air sudah surut.
01080900f4	Merpati itu tidak dapat menemukan tempat untuk hinggap, karena air masih memenuhi seluruh permukaan bumi. Akhirnya, burung merpati itu kembali ke kapal. Nuh mengulurkan tangannya ke luar untuk menangkapnya, lalu mengembalikannya ke dalam kapal.
01080a002c	Tujuh hari kemudian, Nuh melepaskannya lagi.
01080b00a5	Menjelang malam, burung merpati itu kembali kepada Nuh dengan membawa sehelai daun zaitun segar di paruhnya. Dari situlah Nuh tahu bahwa air benar-benar sudah surut.
01080c0072	Tujuh hari sesudahnya, Nuh melepaskan burung itu lagi, tetapi kali ini burung merpati itu tidak kembali kepadanya.
01080d00bc	Pada waktu Nuh berusia 601 tahun, pada tanggal satu bulan satu, air sudah surut sepenuhnya. Kemudian Nuh membuka penutup di bagian atas kapal dan melihat bahwa permukaan bumi sudah kering.
01080e005f	Pada tanggal dua puluh tujuh bulan berikutnya, seluruh permukaan bumi sudah benar-benar kering.
01080f0019	Allah berkata kepada Nuh,
0108100051	“Keluarlah dari kapal itu bersama istrimu, anak-anakmu, juga menantu-menantumu.
01081100b2	Lepaskanlah semua jenis burung, hewan, binatang melata, dan semua yang merayap di tanah, supaya mereka dapat berkembang biak, bertambah banyak, serta menyebar ke seluruh bumi.”
0108120052	Lalu Nuh keluar dari kapal bersama istrinya, anak-anaknya, dan menantu-menantunya.
010813006a	Setiap jenis makhluk hidup juga meninggalkan kapal itu secara berkelompok, menurut jenisnya masing-masing.
010814010f	Sesudah itu, Nuh membangun sebuah mezbah dari batu-batu untuk mempersembahkan kurban kepada TUHAN. Nuh memilih seekor dari tiap jenis binatang dan burung yang layak dipersembahkan kepada TUHAN, lalu mempersembahkannya di atas mezbah itu sebagai kurban yang dibakar habis.
0108150130	Ketika TUHAN mencium bau harum kurban itu, Dia berkenan dan memutuskan dalam hati-Nya, “Aku tidak akan lagi mengutuk bumi ini sebagai hukuman atas manusia, meskipun sejak kanak-kanak keinginan mereka selalu jahat. Aku tidak akan lagi membinasakan semua makhluk hidup seperti yang sudah Aku lakukan ini!
010816009d	Selama bumi masih ada, tak akan pernah berhenti musim tanam dan musim panen, musim dingin dan musim panas, musim kemarau dan musim hujan, siang dan malam.”
0109010087	Lalu Allah memberkati Nuh dan anak-anaknya serta berkata kepada mereka, “Beranakcuculah hingga kalian menjadi banyak. Penuhilah bumi.
01090200c6	Semua binatang di bumi, yaitu segala jenis ikan, burung, hewan ternak, binatang liar, dan serangga akan sangat takut kepada kalian. Semuanya itu Aku serahkan menjadi milik dan tanggung jawab kalian.
010903008f	Dahulu Aku memberikan segala tumbuhan hijau sebagai makanan manusia. Sekarang Aku juga memberikan segala jenis binatang sebagai makanan kalian.
0109040092	Tetapi darah dari binatang yang dipotong itu tidak boleh ikut dimakan, karena darah melambangkan kehidupan yang Aku berikan kepada setiap makhluk.
010905006d	“Itulah sebabnya, Aku akan menjatuhkan hukuman kepada setiap manusia maupun binatang yang membunuh manusia,
0109060084	karena manusia diciptakan untuk mencerminkan sifat-sifat-Ku. Siapa pun yang membunuh manusia, biarlah dia dibunuh oleh manusia juga.
0109070088	“Sekali lagi Aku berkata kepada kalian: Beranakcuculah hingga kalian menjadi banyak, supaya keturunan kalian memenuhi seluruh bumi.”
010908002a	Allah berkata kepada Nuh dan anak-anaknya,
010909006b	“Dengarkanlah baik-baik! Sekarang Aku mengadakan perjanjian dengan kalian dan keturunan-keturunan kalian,
01090a009f	juga dengan segala makhluk hidup yang sudah keluar dari kapal itu bersama kalian, termasuk burung-burung, berbagai binatang ternak, dan binatang-binatang liar.
01090b0079	Aku berjanji bahwa Aku tidak akan lagi mendatangkan bencana banjir ke atas bumi yang membinasakan semua makhluk hidup.”
01090c00f0	Kemudian Allah berkata kepada mereka, “Aku akan memenuhi perjanjian-Ku ini kepada seluruh makhluk hidup, termasuk kalian dan seluruh keturunan kalian sampai selama-lamanya. Sebagai tanda perjanjian, Aku akan menempatkan pelangi di langit.
01090e0047	Ketika Aku mendatangkan hujan dari awan, pelangi akan muncul di langit,
01090f00b2	dan Aku akan mengingat perjanjian yang sudah Aku buat dengan kalian dan semua makhluk hidup, bahwa Aku tidak akan lagi mendatangkan banjir untuk memusnahkan segala makhluk hidup.
01091000c1	Setiap kali Aku melihat pelangi itu muncul di langit, Aku akan mengingat perjanjian yang sudah Aku tetapkan tadi dengan semua makhluk hidup di bumi. Perjanjian itu berlaku untuk selama-lamanya.
0109110079	Dan pelangi merupakan tanda jaminan terhadap perjanjian itu, yang sudah Aku adakan dengan semua makhluk hidup di bumi.”
01091200e1	Anak-anak Nuh yang keluar dari kapal itu adalah Sem, Yafet, dan Ham. Ketiga anak Nuh inilah yang menjadi nenek moyang semua bangsa di dunia. Ham adalah bapak Kanaan. (Di kemudian hari, keturunan Kanaan disebut bangsa Kanaan.)
010914002c	Nuh menjadi petani dan membuat kebun anggur.
0109150069	Suatu hari, dia minum anggur terlalu banyak sampai mabuk. Lalu dia berbaring telanjang di dalam kemahnya.
010916009f	Ketika Ham, bapak Kanaan, melihat ayahnya sendiri sedang berbaring di dalam kemahnya dengan telanjang, dia keluar memberitahukan hal itu kepada kedua kakaknya.
010917014d	Kemudian Sem dan Yafet mengambil sehelai jubah untuk menutupi tubuh ayah mereka. Dan supaya tidak melihat ketelanjangan ayah mereka, jubah itu mereka bentangkan terlebih dahulu dengan cara menaruh ujungnya di bahu mereka masing-masing, kemudian mereka berjalan mundur ke dalam kemah. Demikianlah mereka menutupi Nuh dengan jubah itu.
0109180067	Ketika Nuh sadar dari mabuknya dan mengetahui apa yang sudah diperbuat anak bungsunya terhadap dirinya,
0109190086	berkatalah dia, “Karena kesalahan Ham, terkutuklah bangsa Kanaan. Biarlah mereka menjadi budak terhina bagi keturunan Sem dan Yafet.
01091a0057	Terpujilah TUHAN, Allah yang disembah oleh Sem! Biarlah keturunan Ham menjadi budaknya.
01091b00c6	Kiranya TUHAN menambahkan berkat kepada Yafet dengan memperluas wilayahnya. Biarlah keturunannya hidup rukun dengan keturunan Sem, dan biarlah keturunan Kanaan menjadi budak keturunan Yafet juga.”
01091c004a	Sesudah peristiwa banjir besar itu, Nuh masih hidup selama 350 tahun lagi.
01091d0029	Kemudian dia meninggal di usia 950 tahun.
010a01008c	Ketiga anak laki-laki Nuh adalah Sem, Yafet, dan Ham. Sesudah peristiwa banjir berlalu, mereka masing-masing memiliki banyak anak laki-laki.
010a02004c	Anak-anak Yafet bernama Gomer, Magog, Madai, Yawan, Tubal, Mesek, dan Tiras.
010a030034	Anak-anak Gomer bernama Askenas, Rifat, dan Togarma.
010a040036	Anak-anak Yawan bernama Elisa, Tarsis, Kit, dan Dodan.
010a0500cb	Merekalah yang menjadi nenek moyang orang-orang yang tinggal di daerah pesisir dan pulau-pulau di Laut Tengah. Mereka tersebar dan menetap di daerah masing-masing menurut suku, bangsa, dan bahasa mereka.
010a060032	Anak-anak Ham bernama Kus, Mesir, Put, dan Kanaan.
010a070066	Anak-anak Kus bernama Seba, Hawila, Sabta, Rama, dan Sabteka. Kedua anak Rama bernama Syeba dan Dedan.
010a080089	Kus mempunyai seorang anak bernama Nimrod. Dialah orang pertama yang terkenal di dunia sebagai orang yang sangat tangguh dalam berperang.
010a0900d5	TUHAN memberkati Nimrod sehingga dia menjadi seorang pemburu yang perkasa. Itulah sebabnya orang-orang sering mengatakan, “Semoga anakmu menjadi seperti Nimrod, pemburu yang gagah perkasa karena berkat TUHAN.”
010a0a00cb	Nimrod menjadi raja dan memerintah di negeri Babel, yang juga disebut tanah Sinear. Ada empat wilayah penting dalam kerajaannya. Keempatnya mempunyai ibukota sendiri, yaitu: Babel, Erek, Akad, dan Kalne.
010a0b0050	Kemudian dia pergi ke tanah Asyur dan mendirikan kota Niniwe, Rehobot Ir, Kalah,
010a0c004e	dan Resen. Resen merupakan kota terbesar di antara kota Niniwe dan kota Kalah.
010a0d0065	Anak Ham yang kedua adalah Mesir. Dia menjadi nenek moyang dari orang-orang Lud, Anam, Lehab, Naftuh,
010a0e0053	Patrus, Kaftor, dan Kasluh. Orang-orang Kasluh adalah nenek moyang bangsa Filistin.
010a0f0053	Anak Ham yang bungsu adalah Kanaan. Kanaan memiliki dua anak bernama Sidon dan Het.
010a10003d	Kanaan adalah nenek moyang orang-orang Yebus, Amori, Girgasi,
010a110011	Hewi, Arki, Sini,
010a12003a	Arwadi, Semari, dan Hamat. Keturunan Kanaan tersebar luas.
010a1300ed	Tanah yang menjadi milik mereka terbentang mulai dari kota Sidon di utara dan meluas hingga ke kota Gaza di selatan. Di wilayah timur, mereka menempati kota Gerar, kemudian meluas ke kota Sodom, Gomora, Adma, Zeboim, hingga ke kota Lasa.
010a140079	Semuanya itu adalah keturunan Ham. Mereka tinggal dalam wilayahnya masing-masing menurut suku, bangsa, dan bahasa mereka.
010a150051	Sem, kakak Yafet, adalah nenek moyang Eber. Keturunan Eber menjadi bangsa Ibrani.
010a16003f	Nama anak-anak Sem adalah Elam, Asyur, Arpaksad, Lud, dan Aram.
010a170033	Nama anak-anak Aram adalah Us, Hul, Geter, dan Mas.
010a180035	Anak Arpaksad bernama Selah. Anak Selah bernama Eber.
010a1900e6	Eber memiliki dua anak. Yang pertama bernama Peleg dan yang kedua bernama Yoktan. Arti nama Peleg adalah ‘terbagi’. Dia diberi nama demikian karena pada zamannya orang-orang di bumi terpisah-pisah dan tersebar ke seluruh bumi.
010a1a0042	Yoktan adalah nenek moyang dari Almodad, Selef, Hazarmawet, Yerah,
010a1b0015	Hadoram, Uzal, Dikla,
010a1c0014	Obal, Abimael, Seba,
010a1d0031	Opir, Hawila, dan Yobab. Itulah keturunan Yoktan.
010a1e0077	Daerah-daerah tempat tinggal mereka terbentang mulai dari Mesa dan meluas ke Sefar, daerah perbukitan di sebelah timur.
010a1f0085	Semua suku itu adalah keturunan Sem. Mereka hidup dan tinggal dalam wilayahnya masing-masing menurut suku, bangsa, dan bahasa mereka.
010a2000c2	Itulah suku-suku keturunan anak-anak Nuh. Setiap suku memiliki daftar silsilahnya masing-masing. Sesudah peristiwa banjir berlalu, suku-suku bangsa tersebut tersebar luas di atas permukaan bumi.
010b010040	Awalnya, semua manusia di bumi berbicara dalam bahasa yang sama.
010b020096	Waktu mereka mengembara ke arah timur, sampailah mereka di sebuah dataran, yaitu negeri yang kemudian disebut Babel. Mereka pun mulai menetap di sana.
010b030112	Lalu mereka berkata satu sama lain, “Marilah kita membangun sebuah kota besar dengan gedung menara yang puncaknya sampai ke langit. Kita akan memakai batu bata dan ter untuk bahan perekatnya. Dengan demikian, kita akan terkenal dan tidak tercerai-berai ke seluruh bumi!”
010b05007c	Pada waktu mereka mulai membangun kota dan menara itu, turunlah TUHAN untuk melihat pekerjaan manusia-manusia yang fana itu.
010b0600c8	TUHAN berkata, “Orang-orang ini satu bangsa dan berbicara dalam satu bahasa. Jika Kita membiarkan mereka melakukan hal besar seperti ini, maka nanti tidak ada lagi hal yang tak mampu mereka lakukan.
010b070080	Mari Kita turun ke sana dan mengacaukan bahasa mereka, supaya mereka tidak saling mengerti apa yang dikatakan satu sama lain.”
010b080071	Demikianlah cara TUHAN mencerai-beraikan mereka ke seluruh bumi. Lalu berhentilah mereka membangun kota tersebut.
010b09012a	Itulah sebabnya kota itu dinamai Babel, yang berarti ‘kacau’, karena di sanalah TUHAN mengacaukan bahasa manusia di seluruh bumi sehingga orang-orang tidak lagi berbicara dalam satu bahasa saja, tetapi banyak bahasa, dan karena dari tempat itulah TUHAN mencerai-beraikan mereka ke seluruh bumi.
010b0a009f	Inilah daftar keturunan Sem: Dua tahun sesudah banjir besar, Sem genap berumur 100 tahun. Pada tahun itu, dia mendapat seorang anak laki-laki bernama Arpaksad.
010b0b0091	Sesudah Arpaksad lahir, Sem masih hidup 500 tahun lagi. Dan sepanjang hidupnya, Sem mempunyai beberapa anak laki-laki dan anak perempuan lainnya.
010b0c0051	Pada waktu Arpaksad berumur 35 tahun, dia mempunyai anak laki-laki bernama Selah.
010b0d0098	Sesudah Selah lahir, Arpaksad masih hidup 403 tahun lagi. Dan sepanjang hidupnya, Arpaksad mempunyai beberapa anak laki-laki dan anak perempuan lainnya.
010b0e004d	Pada waktu Selah berumur 30 tahun, dia mempunyai anak laki-laki bernama Eber.
010b0f0091	Sesudah Eber lahir, Selah masih hidup 403 tahun lagi. Dan sepanjang hidupnya, Selah mempunyai beberapa anak laki-laki dan anak perempuan lainnya.
010b10004d	Pada waktu Eber berumur 34 tahun, dia mempunyai anak laki-laki bernama Peleg.
010b11008c	Sesudah Peleg lahir, Eber masih hidup 430 tahun lagi. Sepanjang hidupnya, Eber mempunyai beberapa anak laki-laki dan anak perempuan lainnya.
010b12004d	Pada waktu Peleg berumur 30 tahun, dia mempunyai anak laki-laki bernama Rehu.
010b13008d	Sesudah Rehu lahir, Peleg masih hidup 209 tahun lagi. Sepanjang hidupnya, Peleg mempunyai beberapa anak laki-laki dan anak perempuan lainnya.
010b14004d	Pada waktu Rehu berumur 32 tahun, dia mempunyai anak laki-laki bernama Serug.
010b15008c	Sesudah Serug lahir, Rehu masih hidup 207 tahun lagi. Sepanjang hidupnya, Rehu mempunyai beberapa anak laki-laki dan anak perempuan lainnya.
010b16004e	Pada waktu Serug berumur 30 tahun, dia mempunyai anak laki-laki bernama Nahor.
010b17008e	Sesudah Nahor lahir, Serug masih hidup 200 tahun lagi. Sepanjang hidupnya, Serug mempunyai beberapa anak laki-laki dan anak perempuan lainnya.
010b18004e	Pada waktu Nahor berumur 29 tahun, dia mempunyai anak laki-laki bernama Terah.
010b19008e	Sesudah Terah lahir, Nahor masih hidup 119 tahun lagi. Sepanjang hidupnya, Nahor mempunyai beberapa anak laki-laki dan anak perempuan lainnya.
010b1a00a8	Pada waktu Terah berumur 70 tahun, dia mempunyai anak laki-laki bernama Abram. Selain Abram, lahir pula dua orang lagi anak laki-laki bagi Terah, yaitu Nahor dan Haran.
010b1b007b	Inilah keturunan Terah: Terah adalah ayah dari Abram, Nahor, dan Haran. Haran mempunyai seorang anak laki-laki bernama Lot.
010b1c0058	Haran meninggal di kampung halamannya, yaitu Ur di Babel, sementara ayahnya masih hidup.
010b1d0074	Abram menikah dengan Sarai. Nahor menikah dengan Milka, anak Haran. Anak perempuan Haran yang lainnya bernama Yiska.
010b1e005a	Sesudah menikah selama beberapa tahun, Sarai tetap tidak mempunyai anak karena dia mandul.
010b1f00ec	Beberapa tahun kemudian, Terah meninggalkan kota Ur di Babel bersama Abram anaknya dan Sarai menantunya. Cucunya yang bernama Lot juga ikut. Terah bermaksud pergi ke negeri Kanaan. Namun, setibanya di kota Haran, mereka menetap di sana.
010b200038	Ketika berumur 205 tahun, Terah meninggal di kota Haran.
010c010097	Kemudian TUHAN berkata kepada Abram, “Tinggalkanlah negerimu, rumah ayahmu, dan kaum keluargamu. Pergilah ke negeri yang akan Aku tunjukkan kepadamu.
010c0200b5	Aku akan memberkatimu dan memberikan kepadamu keturunan yang banyak hingga menjadi bangsa yang besar. Aku akan membuat namamu dikenal oleh banyak orang dan kamu akan menjadi berkat.
010c030093	Aku akan memberkati orang-orang yang memberkatimu dan mengutuk siapa pun yang mengutukmu. Semua suku bangsa di bumi akan diberkati melalui kamu.”
010c0400f7	Pada waktu itu, Abram sudah berusia 75 tahun. Lalu dia, Sarai, dan Lot, pergi meninggalkan Haran, seperti yang diperintahkan TUHAN kepadanya. Abram membawa segala harta benda serta budak yang sudah mereka peroleh di Haran, dan pergi menuju Kanaan.
010c0600b5	Mereka melakukan perjalanan sampai tiba di suatu tempat dekat Sikem, tidak jauh dari pohon yang dianggap keramat di More. Pada masa itu, orang-orang Kanaan masih mendiami tanah itu.
010c0700fe	Kemudian TUHAN menampakkan diri kepada Abram dan berkata, “Aku akan memberikan tanah ini kepada keturunanmu.” Lalu Abram membangun sebuah mezbah dari batu di tempat itu, untuk mempersembahkan kurban kepada TUHAN yang sudah menampakkan diri kepadanya.
010c080180	Dari Sikem, Abram dan keluarganya pindah ke daerah perbukitan di sebelah timur Betel. Di sana, mereka mendirikan kemah tepat di antara Betel dan Ai, sehingga dari tempat mereka berkemah itu, posisi Betel berada di sebelah barat dan Ai di sebelah timur. Di tempat itu, Abram membangun sebuah mezbah lagi untuk mempersembahkan kurban sembelihan kepada TUHAN dan meminta pertolongan-Nya.
010c090056	Kemudian mereka meninggalkan tempat itu dan berpindah ke daerah Kanaan bagian selatan.
