2800000005	Matai
28070600c2	Khyomela ukhunchipa imbwa ifinu ifivalanche, hange khyomela ukhunchilahila ingube inyambo. Pakhuva inchene pu yachikanda inyambo eincho na malunde ga nchene nukhuvasyetukhila nukhuva niefulania.
2807070051	Pudovage puvupewa. Ulondage, puvukhufivonaga. Hodenchaga, nuve puvudeinduliwagwa.
280708005d	Pu ula uveidova ikyupeleilaga. Nula uveilonda ikhufivonaga, nu umunu uveikohona eideinduliwa.
280709005d	Pu khulei munu veeni khulyumwe uvei anave umwana va mwene idova eikhisyesye pwi khupa eiliwe?
28070a0032	Pu anave idova eisomba, ikhupa pu ikhupa einjokha?
28070b00bd	Pu leino, einave umwe mwivavivi lyooni mukhimanyile ukhuvapa avana veinyo ifinu ifinonu pu u Daada yeinyo uvakhukyanya alekhe ukhuvapa umwe ifinu ifinonu ukhuluteileila ifyumudova khumwene?
28070c0088	Savuli ga eiyo, upuwinogwa ukhuta avanu vavavombelage umwe inonu nayumwe pumuvombage vulevule. Pakhuva eiyo lyu lulageli na vanyamalago.
28070d0092	Mwingeilage na ndyango ufinye, ulwa khuva undyango mwelefu na yeinjeila nyeleefu eiyuyiluta khuvuyagi, hange pu vingi avigenda munjeila einyelefu.
28070e006c	Ifinye undyango ifinye nu einjeila yiebanelinchiwe eiyo yiluta khuwumi na veene avikhuyeivona vadebe fincho.
28070f0083	Mwivandeikhe nukhwilolela navanya malago avavudesi, vavo vikhwincha puvafwalile eingwembe ya ng'osi, humbe leinu eilyulibuda avanu.
2807100075	Pu mukhuvamanyaga musekhe nchavo. Pu leino avanu vitungula amasilu mu mitwinyo? Pu umunu itungula ncha kuyu pamatula?
2807110052	Vuvuwa umbeikhi unonu guhupa isekhe inonu, nu ubeikhi umbivi guhupa isekhe imbivi.
2807120060	Ubeikhi unonu saguhupa lusikhu isekhe imbivi, nu beikhi umbeivi nalusikhu saguhupa isekhe inonu.
2807130047	Ubeikhi gula ugusaguhupa isekhe inonu gwakhudumula, nukhutaga mu mwoto.
280714002c	Pu leino niita mukhuvamanyagamusekhe nchavo.
28071500ad	Mulekhe ukhuta vala vooni avuvii, 'Inkhuludeva, Inkhuludeva,' khuntwa vuvalingeila khukyanya ndeili, pu ula uveivomba nchila inchinogelanile pa Daada vava lingila khukyanya.
28071600b9	Pu avanu vingi pa khigono eikyo valata, 'Inkhuludeva, Inkhuludeva, salulikhulangula munditavwa lyakho, satulikhutuleikhumya munditawa lyakho? ifidego satuleikhuvomba munditavwa lyakho?'
280717007a	Pusanilavafihe nilavavula pava valafu ukhuta, 'Samvanyile umwe! Muhege palyune mwemvivombeile imbivi mwimukhale nalubedo!'
280718007d	Pu leino, umunu uveipuleikha eilimenya lyango nukhukonga pu ihwana naga nu munu unyaluhala uveanchengile einyumba palinalawe.
2807190088	Pu eifula yeikhatima ingasi nchikhadeiga gukhuyila ukulugutu gukhakula einyumba eila, pusayagwe pasi, ulwa khuva yanchengiwe palunalawe.
28071a007a	Pu ula uveipuleikha eilimenyu lyango sikhuleikonga, pwihwanana nu munu unchimu uveianchengile einyumba ya mwene palusanga.
28071b0091	Eifula yeikhincha yeikhatima fincho amagasi gakhadeiga ukulugutu gukhuyeila gukhapula einyumba yeila yeikhagwa eikhutuveili khikhadang'alukha.”
28071c0084	Pu gukhafikhe useikhe ugu u Yesu akhava amalile ukhunchova amamenyu aga, pu avanyalulundamano vadegile fincho ulumanyisyo lwa mwene,
28071d002b	ulwa khuva amanyisye ndu munu umwene vutwa.
280801004d	Pu umwene avile ikhile ukhuhuma pakhyamba, avanyalulundamano vingi vakongile.
280802005a	Pu lola, akhincha umunu unyabuuba, akhata, “Nkhuludeva unave winogwa wimonie uvutamu.”
2808030074	U yesu pwakhagolosya ikhivokho khyamwene akhamwabasya akhata, “Ninogwa upone. Pu akhapona useikhe gulagula ibuuba.
28080400b2	Pu u Yesu akhambula akhata, “Lola khyomela ukhumbula umunu eikhidego eikhi. Pu lutage ukhivonesye khuntekhenchi, pukhahumye neinekhelo nduva alagile u Mose muvamanyile avane”
2808050053	Pu uYesu avile afikhe khu Kapernaumu, pu undongonchi vavasikhali akhincha khumwene,
28080600ab	pu leino unchongonchi ula akhasimelencha akhata, “'Veinkuludeva, umunu vango aleipa kaya alambalieile igona umbeili gwa mwene gufwe eiganji hange aleinuluvavo fincho.”
280807003f	Pu u Yesu akhambula akhata, “'Nikhwinja neinjaveile apone”.
28080800b1	Pu ula undongonchi vavasikhali akhamwamula akhata, “Inkhuludeva, vango sapanogile ukhuta uve wingile mukaya yango, pu ni doova unchove eilimenyu vuvule pu umbombi vango ipona.
2808090110	Ulwa khuva une na yune neilimunu neiveikhivwe pulungonchi vwa vasikhali ava valipasi palyune. Nei ngale khyuyu “'Luta' khuvuleive, pu iluta 'Vuvule' pu khuyunga neingate inchaga khunu ikhwincha vuvule, hange umunu umbombi vango neingate,' vomba eikheive puivomba vuvule.
28080a00b1	Pu u Yesu vuapulikhe ndavule adegilee fincho nukhuvavula avakongaga akhata, “Ncha yeilweli nikhuvavula, saneigelile lusikhu umunu unya lweideikho ndulu mu Israeli eiyei yooni.
28080b00b8	Nune nikhuvavula eiyakhuta avingi valahuma khuvuhumo wa linchuva na khuvusemo wa linchuva, valatama pupaninie nu Abrahimu, nu Isaka, nu Yakobo, pakhulya ifinu mundudeeva lwa khukyanya.
28080c0076	Pu leino avene avana valudeeva vala lahwagwa muhisi ya khunji, pu ukhwa khulava neikhileilo nu lugaduncho lwa meno.”
28080d00d3	Na voope uYesu akhambula undongonchi vavasikhali akhata, “Lutaga! puyive nduvunchovile ukhuta umunu umbombi vakho apane, Ukhukongana nu lweidekho lwakho.” Pu leino umbimbi va mwene akhapona useikhe gulagula.
28080e007b	Pu uYesu akhafikha khukaya ya Petro, pwakhambuna unkwive va Petro vaninemwa va dala va mwene, igona pakhihaga aleineimungu.
28080f0041	Pu uYesu akhamwabasia ikhivokho khya mwene imungu puyeikhandekha.
2808100096	Pu pakhimihe vukhwilile pu avanu vakhavagega vavingi avavule ni mepo imbivi. Akhandimenyu lya mwene akhavaponia vooni avo vale vatamu hange vatokhile.
28081100af	Pu yeikhava limalile ukhuvombekha eiliemenyu leila ilyanchoviwagwa nu nyamalago u Isaya, eilyakhuta umwene avatulile uvudekhedekhe vwito, nu vutamu vwito wooni avupeimbeile”
280812009a	Pu umwene u Yesu avile avwene ikhipuga khya vanu vuvingi vanchungutile akhavavula nuvalagila ukhuta tuvukhe tulovokhe khumwambo khunyanja eiyamu Galilaya.
280813006f	Pu umunu uyungu usimbi vakalata akhandutila uYesu, pwakhata, veimanyisi uve nikhukhukonga khyoni ukhuwiluta.”
28081400a8	U Yesu akhamwamula akhata, “Amakave galeinamaguli umwakhugona ifidege fyope filinuvufumba, pu umwana vanya munu aleinchila pakhuveikha uluvafu nukhuhagalila untwe.”
280815006d	Ukongi va mwene uyunge akhambula akhata, “Nkuludeva, nidova nilute nikhasyile u Daada.” Pu u Yesu akhata,
2808160037	“Ung'ongage une uvalekhe avafwile vasyiilage vavo.”
2808170039	U Yesu akhingeila muliboti, avakongi va mwene vakhakonga.
2808180071	Lola inyanja yikhahambukha vu umbelo guleikhukulugata neimepo yale mbaha fincho. Pu leino u Yesu agonelile utulu.
280819006b	Avakongi vakhanduteila vakhasisimula nukhata, gwe Nkhuludeva utupokhe ufwe tuleivanya khyongomela munyanja.
28081a00df	U Yesu akhavavula akhata khiikhi muleivadwaanchi umwe, khikhi mulei nulwidikho ludebe umwe?” Akhasisimukha, pu akhava munu va khutama khu kulugutu ugunya mepo eiyinya mbelo uguleikhupiga eiliboti pu einyanja yeikhalitama,
28081b008c	avanu vooni vakhadeya nukhuta umunu uyu aleinamakha makhi, hange aleindakhikhi pakhuva ukulugutu gwa mepo eiyinyambelo gyope gukhudwaada?”
28081c0100	Pu useikhi ugu uYesu avile alutile khumwambo khu khilunga eikhya vaMagadala, valepo na vanu vaveili avanya mepo imbivi vakhaganila nave. Avanu avo vahumile khumapumba pu valeikhuvagatancha fincho avanu, pa navava gendanjeila savaleikhugenda einjeila yeila.
28081d008e	Lola, puvakhovela eilimenyu vakhaya, “Tuleinakhikhi nuve vei mwana va Nguluve? Winchile apa pakhuta kineila vu pakhale useikhi sagufikhe?”
28081e0053	Pu kwale neikhipuga khya ngube pu nchale pipi navo, hange valepo na vadeimi vagube,
28081f006f	imepo imbivi punchilikhukuta khwa Yesu ukhuta. “Pu ungave ulwamwile ukhutuhumya utuheileikhe magubenchila.”
28082000cf	Pu uYesu akhata, “Lutaga!” Pu imepo imbivi nchikhahuma khu vanu vala nukhunchikhingeila khugube. Lola eikhipuga khyoni khikhikha ukhuhuma khukhyamba leikhaluta nukhwingila munyanja punchikhafwa mumagosi.
2808210094	Pu leina avadeimi vagube vakhanyila ukhuvuya, vavile vafikhe khu vanchege vwa vanu vakhayavula nchooni inchuvanchiwene na vavanu avanya mepo imbivi.
280822007f	Lola, uvunchenge wooni wa vanu vakhincha khukhwaganila nu Yesu. Vaveile va mbwene vakhasimeileincha ahegage nu khilunga khyavo.
280901004c	Pu u Yesu akhingila mundiboti, pwakhalovoka nukhufikha mumbunchege uwamyave.
28090200eb	Lola, pakhincha avanu vagegile umunu uvyafwe eiganji vugoninche pa khihaga puvakhapimba. Pu uYesu akhaluvona ulweideikho lwavo. u Yesu akhambula utamu ula akhata, “Manango uve nuluhekhelo weikanganche, usyeikhiliwe inongwa nchakho”
280903006c	Lola, pu avamanyi vakalata vaninie vakhinchofanja munumbula nchavo, vakhata uyu eikhubeiga lweli unguluke”
280904005d	U Yesu akhagamanya amasege ugu visaga pwa khata, “Khikhi musaga uvuvivi munumbula ncheinyo?
280905004d	Pu lilele leileikhu neigate usyeikhiwe inongwa nchakho nukhuta ima ugendage?'
280906009c	Puleino mulumanye ukhuta umwana vanyamunu veimwene uveisyeikhila inongwa (Pu ikhumbula ula utamu) hega weitwikhe eikhihaga khyakho ulutage khukaya yakho.”
280907004a	Pu umunu ula uveifwele eiganji akhima nukhuhega ukhuluta khukaya ya mwene.
2809080087	Pu ikhipuga khya vaanu khyooni vavile valolile ndavule puvakhadwada hange nukhuginia uNguluve uvei avapeile avanu amakha aga leidavule.
28090900ab	Pu uYesu avile eigeinda ukhuhuma pala akhambona umunu eilitawa ale vei Mathayo, atamile pavusangunchi wa songo. Pu akhambula, “Ung'ongage une” Voope akhima nukhukonga.
28090a00c8	Pu u Yesu avile atamile pasi ukhuta alavukhe eikhya khulya munyumba, vakhincha avasangunchi va songo vuviingi na vanu avatula nogwa vakhalya pupaninie nu Yesu eikhya khulya hange na vavakonge vamwene.
28090b00a6	Pu avafalisayo vavile valolile ndavule, puvakhavavala avakongi vakhata “Khikhi umanyisi veinyo ahanga eikhyakhulya navusangunchi va songo na vanu avatula nongwa?”
28090c00a6	U Yesu avile apulikhe ewo na vope pu akhata “Avanu vavosavatamu vukafu pa mbeili vusavilonda unyakhuvayavila, pu vala vavo vatamu vu avo veilonda unyakhuvaya veila.
28090d006e	Pupanogile mulute mukhamanyile khukhuta khikhi amamenyu aga, “Nilonda eikhisa sanilonda isadakha ya nekhelo.
28090e009e	Leino puvukhincha avakongi va Yohana vakhavuncha vakhata, “Khikhi ufwe nava Falisayo khikhe tukhufilekha ifinu ukhulya, pu avakongi vakho savikhufilekha?”
28090f00c8	U Yesu akhavavula akhata, avanu vavo veilangiwe khuvulegulani puvisusuvalaga ndakhikhi vuvalei nutegula ndala? Lakini siku zinakuja ambapo Bwana arusi atachukuliwa kutoka kwao, na ndipo watakapofunga.
280910007c	Asikhuli umunu uveivekha eikhikata eikhipya pa mwenda unkulu, ulwa khuva khila eikhikata ekhipya khipapukha pamwenda unkulu.
28091100ec	Vusikhuli avanu avaviveikha unekhe ugwa masilu puvidudeileila mupakho unkulu, einave viveikha ifipakho fila pufiniefukha amasilu gidudeikha. Ndeili unekhe gwa masilu vidudeila mumipakho eimipya eigya musilu, pu fyoni fiva finonu vuvule.
28091200e2	U Yesu avile aleipakhuvavula inchi lola pwakhincha umbaha vava manyisi pwaleikhufu gafuga pu Yesu aleikhuta, “Umwaleivango afwile akhaseikhi akha leino, puwinche siwo uveikhe eikhivokho khyakho pamwene pu inchukha iva mwumi.
2809130045	Pu uYesu akhima akhanda ukhukonga navakongi va mwene vakhalongonjana.
2809140093	Pu lola, udala umo uvei ale khwimali eimyakha eikhinchigo neigeiveili akhahegelela pa Yesu khusana pu akhabasya eikhilundwa khya mwene khu malunde.
2809150075	Pakhuva ainchofanjinche munumbula ya mwene akhata, “Puninave nikhwabasya khyene eikhilundwa khya mwene punipona.”
2809160087	U Yesu pwakhava munu vakhusye tukha khusana pwakhambona akhata, “Mwaleivango weikanganche einumbula ulweideikho lwakho lukhuponinche.
280917007a	Pu uYesu avile afikhe khukaya ya mbaha vava manyisi puakha vavona ikhipuga khya vanu nava nkhuva fiwiwi ni nyovelo imbaha.
2809180068	Pu akhata, “Muhege apa pakhuva umanango safwile, pu agonelile vuvule. Pu avene vakhahekha nu khubeida.
2809190069	Avanu vala vavile vahumile khunji, pu u Yesu akhingeila khugati akhamwibata eikhivokho umwana ula akhima.
28091a0055	Pu einongwa inchi nchikha daala nukhupulikhikha mukhilunga khyoni eikhavanhenge vula.
28091b00af	U Yesu vuahumile pala iluta khuvunye pu avanu vaveili avabofwile amiho vakhincha, vakhakonga, puvakhava vanu vakhyova nukhuta, “Vei mwana va Daudi, utuleileilage eikhisa.”
28091c00ce	U Yesu avile ingile munyumba vala avabofwile amiho vakhincha khwa Yesu, pu akhavavula akhata, “Mukweideikha ukhuta nikhimanyile ukhuvomba einchumsagile?” Pu avene vakhambula vakhata “Ena, Nkuludeva”
28091d0063	Pu u Yesu akhavabasya amiho gavo akhata “Vuyeivombekhe ewo nduvumweideikhe ulweidekho lweinyo.”
28091e0091	Pu amiho gavo gakhadeindukha. Nu Yesu pwakhavataneila fincho ukhuta, “Mweilolelage umunu na yumo alekhe ukhulumanya inchivombikhe khulyumwe.”
28091f007d	Pu leino avanu vala vakhahega vuva humile khunji puvaleikhuva vula avanu voni vakhalumanya mukhilunga eikhya vunchenge wooni.
2809200079	Pu vavile viluta lola pwavanu vakhagega umunu uveisinchova ahuliwe ndu munu avaleikhinunu, ulwa khuva ale ni mepo imbivi.
2809210086	Imepo imbivi nchavile nchihegile pu akhanda ukhunchova, avale pa khipuga vakhaswiga fincho nukhuta eili satugele tuleivone mu Israeli.
2809220058	Pu leino avafalisayo puvaleikhuta ihumya imepo imbivi mumakha gambaha va mepo imbivi.”
28092300de	Pu uYesu pwaleikhunchungula mbunchenge uvuvaha nuvudebe akhamala wooni vuimanyisya munyumba nchavo inchakhwisayila pwaleikhuvavula inongwa inonu inchaludeva pwalikhuvania avanu voni avuvale vatamu nuvulemale uvuleipapingi.
280924007f	Vu avile akhuvalola eikhipuga khya vanu akhava kolela eikhisa ulwa khuva vatokhile nukhwihasania ndi ng'osi inchilimbula deimi.
2809250057	Pu akhavavula avakongi vamwene akhata. “Imbene nyingi fincho pu leino avabeni vadebe.
2809260048	Pu leino mudovage khu mwene mbene avasuhage avabeni mumbene ya mwene.”
280a01009b	Pu u Yesu akhaveilanga avakongi va mwene vooni eikhinchigo nafive ile pupaninie akhavapa amakhaga khuhencha imepo imbivi nukhuponia uvutamu nuvulema wooni.
280a0200b9	Amatawa gavene avapositili eikhinchigo nafiveili gu aga. Utanchi ale vei Simoni (uveiva mwilangaga Petro), eilinge eilitawa, nu Andrea ununa va Yakobo unya Zebedayo, nu Yohana unu nave:
280a030064	Nu Philipo, nu Bartelemayo, Thomaso, nu Mathayo usangunchi va songo, nu Ykobo unya Alfayo, nu Tadeo,
280a04004e	nu Simoni uva Mukananayo, nu Yuta uva muiskariote, uveiasambukhile uNkuludeva.
280a050082	Avakongi ava khinchigo nafiveili vu avasuhile akhata khuvakaya mulekhe ukhuluta hange mumbunche vwa vasamaliya indekhe ukhwingila.
280a06002f	Pu beitage khung'osi incha Vaislaeli avayagile.
280a070044	Vu mwiluta indumbeileilage ukhuta uludeva lwa khukyanya luhegelile.'
280a08006d	Muponiage avatamu munchusyage avatamu, mukhavaponiage nukhuva valancha avanya buuba nukhuhencha imepo imbivi.
280a090045	Mulekhe ukhuhava ulutalama, almasi nukhuva nifyuma mumipakho gyeinyo.
280a0a0097	Khyomela ukhwivopela eimbopo pa ncheila, mulagegaga mwenda ungwongelile, five filato, luve lusaga pakhova umbombi anogile ukhukava ulahombo lwa mbombo.
280a0b009a	Uvu nchenge uwavenchaga vuve vuvaha vuve vudebe uvuyakhiva mukhwingila mulolange veeni ukhwa uviavile igolofu pumulamage khumwene impakha yakhiva mwihega.
280a0c002f	Numwe vumwingile pakaya ya munu pu muvasamusye,
280a0d0079	enave eikaya yeinogelanile ulunonche hencho lweinyo luve pala, pu enave sapanogile pu muve nulunonchehencho muhegage apo.
280a0e0094	Pu vanave vabelile ukhuvupeileila hange nakhukhuvapuleihincha ugumwinchova vumwihege pa kaya eiyo pu mwikuhunage amalunde ngeinyo ulufumbe palapala.
280a0f008d	Pu nchayeilweli nikhuvavula ukhuta, pu yeilava huba uvuhegi uwa mbunchege uwa mu Sodoma nu wakhu Gomolah uvahegi uwavunchege uwa vulaluteila.
280a100096	Lola panikhuvasuha nding'osi pagati na gati pafikana ifitalaam fidwancha, pu muvenchage nuluhala ndinyandalwe hange muvenchage vudekhedekhe ndigundya.
280a110086	Mweitevekhage nukhwilolela na vanu, pakhuva yavikhuvaheilikha khuvaheigi vanongwa nukhuvatova hange munyumba nchavo eincha khwisayila.
280a120070	Pu valavagega mbulongolo pa vanu avavaha na va nkuludeva savuli yango, pu khive khimanyilo khuvene nakhuva kaya.
280a1300af	Puyakhiva vikhuvakunga nukhuvaheilikha khuvavaha avavuheigi mulekhe ukhusagania agakhunchova, pakhuva unkuludeva umbalanche veiyaikhuvapinchaga palapala amamenyu agakhunchova.
280a14005d	Pakhuva samwemwe mweiyakhiva minchova, pu leino uMepo uva Daada veiyainchovaga igati ndyumwe.
280a1500b6	Pu umunu alasambukhila ulukololwe uvei vaholiwe ung'onchi yumo pwikhugega pakhubuda, na yu visa alagagila umwana vamwene, na vana valeimag nu khuvagagila avahonchi vavo nukhuva buda.
280a16008a	Pu umwe avanu vooni vikhuvavipeilaga savuli ya litawa lyango, pu ula uviyakhiva eikhiyumileincha mpakha pavusileilo veiuywa alapokhiwagwa.
280a1700d4	Pu leino yakhiva vikhuvasweima mbunchege uva muhegage mkimbeilage nukhuluta khuvunchege uvukonga, ncha yeilweli nikhuva vula samukhamale uvunchenge wooni uvwa mu Israeli impakha umwana vanyamunu alava akiliwikhe.
280a18003c	Asikhuli ukongi uveimanyila puikhunduteila umanyisi vamwene.
280a1900b6	Eikweilanile ukongi ukhuva ndu manyisi vamwene nu mbanda ukhuva ndu ntwa vamwene. Einave unyakaya vapeile elitawa viita Belzabuli, puyavikhu valekha avange avaleimunyumba ya nyakaya.
280a1a0064	Mula dwadaga umwe, pakhuva khisikhuli eikhilava khuvutitu hange eikhilikhuvutitu khilava pavuvalafu.
280a1b0073	Leila eilyunikhuva vula khuvutitu pu muleinchovage pavuvalafu, na leila ailyuni khuva hehela muleinchovage khuvanu.
280a1c0099	Mulekhe ukhuvadwada avibuda avibuda umbeile pu valinchilamakha agakhubuda ula unyamakha gakhubuda umbeile ni numbula yope mulwongomencho lwa mwoto ukali.
280a1d0073	Pu ifiyuni fiveili safigonchiwa ni senti yeimo? Hata hivyo hakuna anayeweza kuanguka chini bila Baba yenu kufahamu.
280a1e0043	Pu leino umwe nanchinchweile ncheinyo khumintwe nchivaliwe nchooni.
280a1f0038	Pu mulekhe ukhudwada umwe pakhuva mufiluteilile ifiyuni.
280a200095	Pu leino ula uveiyakhiva ikhunchova pavuvalafu pavanu vuvipulikha ukhuta amanyile une, pu nayune nilata nimanyile pamiho ga Daada vango uvakhukyanya.
280a210070	Pu ula uveiyakhiva ikhumbela pavanu ita sanimanyile nayune punila beila pamiho ga Daada vango uvialei khukyanya.
280a220081	Mulatenchaga pamo ninchile khuveikha ulunonchencho inkeilunga, saninchele khuveikha ulunonchencho, puneigegile eimundu khwigeida.
280a23005c	Ulwa khuva ninchile khukhuva palahania umunu nuswambe, ung'eincha nu vanina, umunu nu kwive.
280a24002f	Nu ntavangwa va munu vuvala avamukaya ya mwene.
280a25009c	Uvei aganile uvise nu vanina ukhuluteila ukhungana une sanugile palyune khange uvei aganile unswambe nu mwaleive ukhuluteila pakhugana une sanogile palyune.
280a26004e	Pu umunu anave sitola eikhida mileihanie nukhung'onga unesanogelanile palyune.
280a27006e	Ula uveikhuvupokha uwumi vei ula uveikhuwambuncha uwumi savuli yango leino vei uywa avupokhile uwumi wa mwene.
280a280070	Uvei ikhuvupeileila umwe ikhunyupeile ila une, nula uveikhunyupeileila une ikhamwupeileila ula uvei asuhile une.
280a290099	Uvei ikhumwupeileila unyamalago ulwakhu inyamalago vei uywa alahombwa uluhombo ulwanyamalago. Nula uveiyakhiva iva igolofu ikhumwupeileimbo ulwavugolofu.
280a2a00b8	Ula uveiyakhiva ikhupa umo muvadebe ava, pundakhive khinywelo khimo eikhya magasi amanchinchimu, ulwakhuva umwene ikongi, lweli nikhuvavula pu umwene pusaladeila uluhombo lwa mwene.”
280b010092	Pwu yikhava uYesu wa maliele ukhuvavula avankongi va mwene kumi na mbili akhahege pala akhaluta khumanyisya nukhulumbielila khukhilunga ikya vene,
280b02007a	uYohana waliemukheghu ngwa avile apuliekhe imbombo incha Klisiti, akhasuha ululagielo ukhugeendela khuva nkhongi avamwene,
280b030059	vakhambuncha, “Uve ndaveve vunkwincha, apange nkhwale uyuunge uvyakhiva inkwinhanga?”
280b04006e	UYesu akhavamu akhata, “Mulutage mukhambule u Yohana nchila inchuomupulikhe na nchila ienchumunkhu nchivona.
280b0500bb	Avanu avasavilola vilolaga, avifugafuga vigeendanga, avankhoma vivalanchiwaga, avanchivile viepuliekhaga, avafwile vinchukhaga ukhuva vumi, avagaanchu vilambeeliewagwa eilimenyu eilinonu.
