0100000009	1 Mosebog
010a0e0041	Patruserne, Kasluherne, fra hvem Filisterne udgik, og Kaftorerne.
010a0f002e	Kana'an avlede Zidon, hans førstefødte, Het,
010a100027	Jebusiterne, Amoriterne, Girgasjiterne,
010a110021	Hivviterne, Arkiterne, Siniterne,
010a120057	Arvaditerne, Zemariterne og Hamatiterne; men senere bredte Kana'anæernes Slægter sig,
010a130090	så at Kana'anæernes Område strakte sig fra Zidon i Retning af Gerar indtil Gaza, i Retning af Sodoma, Gomorra, Adma, og Zebojim indtil Lasja.
010a14004d	Det var Kams Sønner efter deres Slægter og Tungemål i deres Lande og Folk.
010a150055	Men også Sem, alle Ebersønnernes Fader, Jafets ældste Broder, fødtes der Sønner.
010a160032	Sems Sønner: Elam, Assur, Arpaksjad, Lud og Aram.
010a170026	Arams Sønner: Uz, Hul, Geter og Masj.
010a18002a	Arpaksjad avlede Sjela; Sjela avlede Eber;
010a19007c	Eber fødtes der to Sønner; den ene hed Peleg, thi på hans Tid adsplittedes Jordens Befolkning, og hans Broder hed Joktan.
010a1a0030	Joktan avlede Almodad, Sjelef, Hazarmavet, Jera,
010a1b0015	Hadoram, Uzal, Dikla,
010a1c0014	Obal, Abimael, Saba,
010a1d0036	Ofir, Havila og Jobab. Alle disse var Joktans Sønner,
010a1e004d	og deres Bosteder strækker sig fra Mesja i Retning af Sefar, Østens Bjerge.
010a1f004d	Det var Sems Sønner efter deres Slægter og Tungemål i deres Lande og Folk.
010a20008d	Det var Noas Sønners Slægter efter deres Nedstamning, i deres Folk; fra dem nedstammer Folkene, som efter Vandfloden bredte sig på Jorden.
010b010036	Hele Menneskeheden havde eet Tungemål og samme Sprog.
010b02004d	Da de nu drog østerpå, traf de på en Dal i Sinear, og der slog de sig ned.
010b030081	Da sagde de til hverandre: "Kom, lad os stryge Teglsten og brænde dem godt!" De brugte nemlig Tegl som Sten og Jordbeg som Kalk.
010b04009c	Derpå sagde de: "Kom, lad os bygge os en By og et Tårn, hvis Top når til Himmelen, og skabe os et Navn, for at vi ikke skal spredes ud over hele Jorden!"
010b05004c	Men HERREN steg ned for at se Byen og Tårnet, som Menneskebørnene byggede,
010b060099	og han sagde: "Se, de er eet Folk og har alle eet Tungemål; og når de nu først er begyndt således, er intet, som de sætter sig for, umuligt for dem;
010b070064	lad os derfor stige ned og forvirre deres Tungemål der, så de ikke forstår hverandres Tungemål!"
010b080052	Da spredte HERREN dem fra det Sted ud over hele Jorden, og de opgav at bygge Byen.
010b09007e	Derfor kaldte man den Babel, thi der forvirrede HERREN al Jordens Tungemål, og derfra spredte HERREN dem ud over hele Jorden.
010b0a0063	Dette er Sems Slægtebog. Da Sem var 100 År gammel, avlede han Arpaksjad, to År efter Vandfloden;
010b0b0056	og efter at Sem havde avlet Arpaksjad, levede han 500 År og avlede Sønner og Døtre.
010b0c0032	Da Atpaksjad havde levet 35 År, avlede han Sjela;
010b0d0058	og efter at Arpaksjad havde avlet Sjela, levede han 403 År og avlede Sønner og Døtre.
010b0e002d	Da Sjela havde levet 30 År, avlede han Eber;
010b0f0053	og efter at Sjela havde avlet Eber, levede han 403 År og avlede Sønner og Døtre.
010b10002d	Da Eber havde levet 34 År, avlede han Peleg;
010b110053	og efter at Eber havde avlet Peleg, levede han 430 År og avlede Sønner og Døtre.
010b12002d	Da Peleg havde levet 30 År, avlede han Re'u;
010b130053	og efter at Peleg havde avlet Re'u, levede han 209 År og avlede Sønner og Døtre.
010b14002d	Da Re'u havde levet 32 År, avlede han Serug;
010b150053	og efter at Re'u havde avlet Serug, levede han 207 År og avlede Sønner og Døtre.
010b16002e	Da Serug havde levet 30 År, avlede han Nakor;
010b170054	og efter at Serug havde avlet Nakor, levede han 200 År og avlede Sønner og Døtre.
010b18002d	Da Nakor havde levet 29 År, avlede han Tara;
010b190053	og efter at Nakor havde avlet Tara, levede han 119 År og avlede Sønner og Døtre.
010b1a003d	Da Tara havde levet 70 År, avlede han Abram, Nakor og Haran.
010b1b004e	Dette er Taras Slægtebog. Tara avlede Abram, Nako og Haran. Haran avlede Lot.
010b1c0042	Haran døde i sin Fader Taras Levetid i sin Hjemstavn i Ur Kasdim.
010b1d0073	Abram og Nakor tog sig Hustruer; Abrams Hustru hed Saraj, Nakors Milka, en Datter af Haran, Milkas og Jiskas Fader.
010b1e002d	Men Saraj var ufrugtbar og havde ingen Børn.
010b1f00da	Tara tog sin Søn Abram, sin Sønnesøn Lot, Harans Søn, og sin Sønnekone Saraj, hans Søn Abrams Hustru, og førte dem fra Ur Kasdim for at begive sig til Kana'ans Land; men da de kom til Karan, slog de sig ned der.
010b200031	Taras Levetid var 205 År; og Tara døde i Karan.
010c01006f	HERREN sagde til Abram: "Drag ud fra dit Land, fra din Slægt og din Faders Hus til det Land, jeg vil vise dig;
010c020071	så vil jeg gøre dig til et stort Folk, og jeg vil velsigne dig og gøre dit Navn stort. og vær en Velsignelse!
010c030079	Jeg vil velsigne dem, der velsigner dig, og forbande dem, der forbander dig; i dig skal alle Jordens Slægter velsignes!"
010c04007b	Og Abram gik, som HERREN sagde til ham, og Lot gik med ham. Abram var fem og halvfjerdsindstyve År, da han drog fra Karan;
010c0500be	og Abram tog sin Hustru Saraj og sin Brodersøn Lot og al den Ejendom, de havde samlet sig, og de Folk, de havde vundet sig i Karan, og de gav sig på Vej til Kana'ans Land og nåede derhen.
010c06007d	Derpå drog Abram gennem Landet til Sikems hellige Sted, til Sandsigerens Træ. Det var dengang Kana'anæerne boede i Landet.
010c0700a2	Men HERREN åbenbarede sig for Abram og sagde til ham: "Dit Afkom giver jeg dette Land!" Da byggede han der et Alter for HERREN. som havde åbenbaret sig for ham.
010c0800b3	Derpå brød han op derfra og drog til Bjergene østen for Betel, og han slog Lejr med Betel mod Vest og Aj mod Øst; og han byggede HERREN et Alter der og påkaldte HERRENs Navn.
010c09003a	Derpå drog Abram fra Plads til Plads og nåede Sydlandet.
010c0a0084	Der opstod Hungersnød i Landet; og da Hungersnøden i Landet blev trykkende, drog Abram ned til Ægypten for at bo der som fremmed.
010c0b0065	Da han nu nærmede sig Ægypten, sagde han til sin Hustru Saraj: Jeg ved jo, at du er en smuk Kvinde;
010c0c0063	når nu Ægypterne ser dig, og de mener, at du er min Hustru, slår de mig ihjel og lader dig leve;
010c0d006b	sig derfor, at du er min Søster, for at det må gå mig godt, og jeg ikke skal miste Livet for din Skyld!"
010c0e0050	Da han så drog ind i Ægypten, så Ægypterne, at hun var en såre smuk Kvinde;
010c0f0065	og Faraos Stormænd, der så hende, priste hende for Farao, og så blev Kvinden ført til Faraos Hus.
010c100089	Men Abram behandlede han godt for hendes Skyld, og han fik Småkvæg, Hornkvæg og Æsler, Trælle og Trælkvinder, Aseninder og Kameler.
010c110054	Men HERREN ramte Farao og hans Hus med svære Plager for Abrams Hustru Sarajs Skyld.
010c120073	Da lod Farao Abram kalde og sagde: "Hvad har du gjort imod mig! Hvorfor lod du mig ikke vide, at hun er din Hustru?
010c130080	Hvorfor sagde du, at hun var din Søster, så at jeg tog hende til Hustru? Se, her har du nu din Hustru, tag hende og gå bort!"
010c14004f	Og Farao bød sine Mænd følge ham og hans Hustru og al deres Ejendom på Vej;
010d010068	og Abram drog atter med sin Hustru og al sin Ejendom fra Ægypten op til Sydlandet, og Lot drog med ham.
010d020033	Abram var meget rig på kvæghjorde, Sølv og Guld;
010d03009e	og han vandrede fra Lejrplads til Lejrplads og nåede fra Sydlandet til Betel, til det Sted, hvor hans Teltlejr havde stået første Gang, mellem Betel og Aj,
010d04005e	til det Sted, hvor han forrige Gang havde rejst et Alter; og Abram påkaldte der HERRENs Navn.
010d05004a	Og Lot, der drog med Abram, ejede ligeledes Småkvæg, Hornkvæg og Telte.
010d06007a	Men Landet formåede ikke at rumme dem, så de kunde bo sammen; thi deres Hjorde var for store til, at de kunde bo sammen.
010d07006f	Da opstod der Strid mellem Abrams og Lots Hyrder; det var dengang Kana'anæerne og Perizziterne boede i Landet.
010d080077	Abram sagde derfor til Lot: "Der må ikke være Strid mellem os to eller mellem mine og dine Hyrder, vi er jo Frænder!
010d09009b	Ligger ikke hele Landet dig åbent? Skil dig hellere fra mig; vil du til venstre, så går jeg til højre, og vil du til højre, så går jeg til venstre!"
010d0a00af	Da så Lot sig omkring, og da han så, at hele Jordanegnen (det var før HERREN ødelagde Sodoma og Gomorra) var vandrig som HERRENs Have, som Ægyptens Land, hen ad Zoar til,
010d0b0053	valgte han sig hele Jordanegnen. Så brød Lot op og drog østerpå, og de skiltes,
010d0c0092	idet Abram slog sig ned i Kana'ans Land, medens Lot slog sig ned i Jordanegnens Byer og drog med sine Telte fra Sted til Sted helt hen til Sodoma.
010d0d0040	Men Mændene i Sodoma var ugudelige og store Syndere mod HERREN.
010d0e0099	Efter at Lot havde skilt sig fra Abram, sagde HERREN til denne: "Løft dit Blik og se dig om der, hvor du står, mod Nord, mod Syd, mod Øst og mod Vest;
010d0f0046	thi hele det Land, du ser, vil jeg give dig og dit Afkom til evig Tid,
010d10007e	og jeg vil gøre dit Afkom som Jordens Støv, så at det lige så lidt skal kunne tælles, som nogen kan tælle Jordens Støv.
010d110042	Drag nu gennem Landet på Kryds og tværs, thi dig giver jeg det!"
010d120082	Så drog Abram fra Sted til Sted med sine Telte og kom til Mamres Lund i Hebron, hvor han slog sig ned og byggede HERREN et Alter.
010e010059	Dengang Amrafel var Konge i Sinear, Arjok i Ellasar, Kedorlaomer i Elam og Tidal i Gojim.
010e02008d	lå de i Krig med Kong Bera af Sodoma, Kong Birsja af Gomorra, Kong Sjin'ab af Adma, Kong Sjem'eher af Zebojim og Kongen i Bela, det et Zoar.
010e030058	Alle disse havde slået sig sammen og var rykket frem til Siddims Dal, det er Salthavet.
010e04004f	I tolv År havde de stået under Kedorlaomer, men i det trettende faldt de fra;
010e0500a0	og i det fjortende År kom Kedorlaomer og de Konger, som fulgte ham. Først slog de Refaiterne i Asjtarot Karnajim, Zuziterne i Ham, Emiterne i Sjave Kirjatajim
010e060043	og Horiterne i Seirs Bjerge hen ad El-Paran til ved Ørkenens Rand;
010e070097	så vendte de om og drog til Misjpatkilden, det er Hadesj, og slog Amalekiterne i hele deres Område og ligeså de Amoriter, der boede i Hazazon Tamar.
010e08006f	Da drog Sodomas, Gomorras, Admas, Zebojims og Belas, det er Zoats, Konger ud og indlod sig i Siddims Dal i Kamp
010e090079	med Kong Kedorlaomer af Elam, Kong Tid'al af Gojim, Kong Amrafel af Sinear og Kong Arjok af Ellasar, fire Konger mod fem.
010e0a00a8	Men Siddims Dal var fuld af Jordbeggruber; og da Sodomas og Gomorras Konger blev slået på Flugt, styrtede de i dem, medens de, der blev tilbage, flyede op i Bjergene.
010e0b0054	Så tog Fjenden alt Godset i Sodoma og Gomorra og alle Levnedsmidlerne og drog bort;
010e0c006a	ligeledes tog de, da de drog bort, Abrams Brodersøn Lot og alt hans Gods med sig; thi han boede i Sodoma.
010e0d00b5	Men en Flygtning kom og meldte det til Hebræeren Abram, der boede ved den Lund, som tilhørte Amoriten Mamre, en Broder til Esjkol og Aner, der ligesom han var Abrams Pagtsfæller.
010e0e0098	Da nu Abram hørte, at hans Frænde var taget til Fange, mønstrede han sine Husfolk, de hjemmefødte Trælle, 318 Mand, og satte efter Fjenden til Dan;
010e0f0076	der faldt han og hans Trælle over dem om Natten, slog dem på Flugt og forfulgte dem op til Hoba norden for Damaskus.
010e10007f	Derefter bragte han alt Godset tilbage; også sin Frænde Lot og hans Gods førte han tilbage og ligeledes Kvinderne og Folket.
010e11008e	Da han nu kom tilbage fra Sejren over Kedorlaomer og de Konger, der fulgte ham, gik Sodomas Konge ham i Møde i Sjavedalen, det er Kongedalen.
010e12004f	Men Salems Konge Melkizedek, Gud den Allerhøjestes Præst, bragte Brød og Vin
010e130069	og velsignede ham med de Ord: "Priset være Abram for Gud den Allerhøjeste, Himmelens og Jordens Skaber,
010e140069	og priset være Gud den Allerhøjeste, der gav dine Fjender i din Hånd!" Og Abram gav ham Tiende af alt.
010e150051	Sodomas Konge sagde derpå til Abram: "Giv mig Menneskene og behold selv Godset!"
010e16007c	Men Abram svarede Sodomas Konge: "Til HERREN, Gud den Allerhøjeste, Himmelens og Jordens Skaber, løfter jeg min Hånd på,
010e17009e	at jeg ikke vil tage så meget som en Tråd eller en Sandalrem eller overhovedet noget som helst af din Ejendom; du skal ikke sige, at du har gjort Abram rig!
010e180080	Jeg vil intet have, kun hvad de unge Mænd har fortæret, og mine Ledsagere, Aner, Esjkol og Mamres Del, lad dem få deres Del!"
010f010084	Nogen Tid efter kom HERRENS Ord til Abram i et Syn således: "Frygt ikke, Abram, jeg er dit Skjold; din Løn skal blive såre stor!"
010f02008f	Men Abram svarede: "Herre", HERRE, hvad kan du give mig, når jeg dog går barnløs bort, og en Mand fra Damaskus, Eliezer, skal arve mit Hus."
010f03005e	Og Abram sagde: "Du har jo intet Afkom givet mig, og se, min Hustræl kommer til at arve mig!"
010f04007e	Og se, HERRENs Ord kom til ham således: "Han kommer ikke til at arve dig, men den, der udgår af dit Liv, han skal arve dig."
010f05009f	Derpå førte han ham ud i det fri og sagde: "Se op mod Himmelen og prøv, om du kan tælle Stjernerne!" Og han sagde til ham: "Således skal dit Afkom blive!"
010f060041	Da troede Abram HERREN, og han regnede ham det til Retfærdighed.
010f07006e	Derpå sagde han til ham: "Jeg er HERREN, som førte dig bort fra Ur Kasdim for at give dig dette Land i Eje!"
010f080052	Men han svarede: "Herre, HERRE, hvorpå kan jeg kende, at jeg skal få det i Eje?"
010f090072	Da sagde han til ham: "Tag mig en treårs Kvie, en treårs Ged og en treårs Væder, en Turteldue og en Småfugl!"
010f0a0074	Så tog han alle disse Dyr skar dem midt over og lagde Halvdelene over for hinanden; dog skar han ikke Fuglene over.
010f0b004c	Da slog der Rovfugle ned på de døde Kroppe, men Abram skræmmede dem bort.
010f0c006c	Da Solen så var ved at gå ned, faldt der Dvale over Abram, og se, Rædsel faldt over ham, et stort Mørke.
010f0d00a3	Og han sagde til Abram: "Vide skal du, at dit Afkom skal bo som fremmede i et Land, der ikke er deres eget; de skal trælle for dem og mishandles af dem i 400 År.
010f0e006b	Dog vil jeg også dømme det Folk, de kommer til at trælle for, og siden skal de vandre ud med meget Gods.
010f0f004a	Men du skal fare til dine Fædre i Fred og blive jordet i en god Alderdom.
010f100065	I fjerde Slægtled skal de vende tilbage hertil; thi endnu er Amoriternes Syndeskyld ikke fuldmoden."
010f110094	Da Solen var gået ned og Mørket faldet på, viste der sig en rygende Ovn med en flammende Ildslue, der skred frem mellem de sønderskårne Kroppe.
010f120090	På den Dag sluttede HERREN Pagt med Abram, idet han sagde: "Dit Afkom giver jeg dette Land fra Ægyptens Bæk til den store Flod, Eufratfloden,
010f13002d	det er Keniterne, Henizziterne, Kadmoniterne,
010f140024	Hetiterne, Perizziterne, Refaiterne,
010f150045	Amoriterne, Kana'anæerne, Girgasjiterne, Hivviterne og Jebusiterne."
0110010063	Abrams Hustru Saraj fødte ham intet Barn. Men Saraj havde en Ægyptisk Trælkvinde ved Navn Hagar;
011002009d	og Saraj sagde til Abram: "HERREN har jo nægtet mig Børn; gå derfor ind til min Trælkvinde, måske kan jeg få en Søn ved hende!" Og Abram adlød Saraj.
011003009b	Så tog Abrams Hustru Saraj sin Trælkvinde, Ægypterinden Hagar, efter at Abram havde boet ti År i Kana'ans Land, og gav sin Mand Abram hende til Hustru;
0110040080	og han gik ind til Hagar, og hun blev frugtsommelig. Men da hun så, at hun var frugtsommelig, lod hun hånt om sin Herskerinde.
01100500c6	Da sagde Saraj til Abram: "Min Krænkelse komme over dig! Jeg lagde selv min Trælkvinde i din Favn, og nu hun ser, at hun skal føde, lader hun hånt om mig; HERREN være Dommer mellem mig og dig!"
0110060094	Abram svarede Saraj: "Din Trældkvinde er i din Hånd, gør med hende, hvad du finder for godt!" Da plagede Saraj hende, så hun flygtede for hende.
0110070057	Men HERRENs Engel fandt hende ved Vandkilden i Ørkenen, ved Kilden på Vejen til Sjur;
0110080088	og han sagde: "Hvorfra kommer du, Hagar, Sarajs Trælkvinde, og hvor går du hen?" Hun svarede: "Jeg flygter for min Herskerinde Saraj!"
0110090066	Da sagde HERRENs Engel til hende: "Vend tilbage til din Herskerinde og find dig i hendes Mishandling!"
01100a0061	Og HERRENs Engel sagde til hende: "Jeg vil gøre dit Afkom så talrigt, at det ikke kan tælles."
01100b0097	Og HERRENs Engel sagde til hende: "Se, du er frugtsommelig, og du skal føde en Søn, som du skal kalde Ismael, thi HERREN har hørt, hvad du har lidt;
