2800000006	Matayu
28061900f2	“Habhu nunguaghombela, nkotoke kubhegha na bhwaghalili yakya ubhumi ghwenu, maalyegha niki ebu maanywegha niki abu kwakya mmili ghwenu handa maahwala niki. Bhuli, ubhumi ghwenu ghwapitingana ng'obhe kwa hilyo na mmili kupitingana maghwanda!
28061a00ea	Mubhalole hiyuni bha kubhwelo, bhombe bhangubhatika ng'obhe mbeyu ebu bhangubena ng'obhe ebu kubhika mbunje muluhanja, peni Tate ywenu ywa kunane kanguapegha hilyo. Bhuli, mwenga chepa bha utopelo kupitingana abho hibhumbe hya kunani?
28061b0069	Ndo ghani mu mwenga ywene kwa bhwaghalili katahotola kuliyonjokehela hata lisaa limu mu ubhumi ghwake?”
28061c00a8	“Namwenga, kya bhuli mungughayila mapinda? Mughahwachile malubha gha kumighunda paghamela, ghangutenda lihengo ng'obhe ebu ghangulitendekehela ng'obhe mapinda ghabhe.
28061d007c	Peni nunguaghombela, hata mutwa Sulemani mwene muukulu ghwake ghwoha kakihwalihwa ng'obhe maha handa limoo lya agha malubha.
28061e00eb	Basi, handa Chapanga kangughahwaliha habhu manyahi gha kunng'unda, ghene ghangubhegha lelo na kilabho ghangutaghwa mu mwoto, Mwenga bhandu bha uhyubhalilo nchoko! Bhuli Chapanga kataandendela ng'obhe mwenga kupitingana malubha agho?”
28061f0081	“Hinu nkotoke kubhegha na bhwaghalili, pannongela, ‘Twaalyegha niki?’ Ebu ‘Twaanywegha niki?’ Ebu ‘Twaahwala niki?’
280620008a	Mana bhandu bhangammanya Chapanga ndo bhangughayila agho, peni Tate ywenu ywa Kunani kangumanya kukita mungunoghwa kubhegha na ahyo hyoha.
2806210070	Peni mughupalahe huti Ghubhutwa ghwa Chapanga, na kughayitikila malaghilp ghake na ghangi ghoha maayonjokehelwa.
280622007d	Hino, nkotoke kughayila kilabho, kiyaha kilabho yalighayila yene. Yingunoghwa kwa kila linjubha libheghe na maghayo ghake.”
28070100a0	Mbole Yesu kakilongela, “Ghukotoke kunng'ombela mundu ywohele kukita ghwenga ndo nhakata, paghutenda habhu Chapanga kataghughombela ghwenga ndo mundu nhakata,
28070200c1	mana kyabhula pamunng'ombela mundu yungi ndo nhakata, ndo bhubho Chapanga kataghughombela ghwenga ndo nhakata na kipimilo kilakila kighukitumila kwa yungi ndo Chapanga katakitumila kwa ghwenga.
2807030087	Kyaniki ghungululola lukapi luubheghite mu liho lya nnongo ghwako, peni ghungulilola ng'obhe ghumwene libaku luubheghite mu liho lyako?
2807040095	Ebu, ghunguhotola bhuli kung'ombela nnongo ghwako, ‘Ghuleke huti nulubhuhe lukapi luubheghite mu liho lyako, peni liho lyako libhegha na libaku?’
28070500a7	Ghwenga nfyangu, ghulibhuhe huti ghumwene libaku liibheghite mu liho lyako, na mbole ghwahotola kubhona maha na kubhuha lukapi luubheghite mu liho lya nnongo ywako.”
28070600a2	“Nkotoke kuapegha galu hilibhi hing'anyimo, bhaaghalambuka na kuakwalambula mabhene, na nkotoke kuapegha maghulubhe hilibhi hya utopelo, kiyaha bhahilibhata.”
280707007b	“Nnyupe kwa Chapanga, namwenga maapeghwa, mpalahe namwenga maamokola, nkong'onde nlyango na mwenga maahughulihwa nlyango.
280708006d	Mana kila ywakayupa kangupeghwa, ywakapalaha kangumokola na yunakukong'onda nlyango kanguhughulighwa nlyango.
2807090058	Bhuli, kabhegha ywoheli mu mwenga ywene mwana ywake pakannyupa lingate katampegha libho?
28070a002e	Ebu, handa pakannyupa homba katampegha liyoka?
28070b00bd	Basi, handa mwenga mmegha maahokelo, mungumanya kuapegha bhana bhenu hilibhi hya maha, kulyaghila Tate ywenu ywabheghite Kunane kataapegha kyanalumu hilibhi hya maha bhala bhanakunnyupa.”
28070c00b0	“Basi, ghoha ghamughapala kutendelwa na bhandu, na mwenga mubhatendele ubhwabhu abhu. Mana aghu ndo utwihiliko ghwa Malaghilo gha Musa na mahundo gha mambuye bha Chapanga.”
28070d0086	“Nnyingile kupitila nlyango ghuukepite, mana nlyango na njila yiighenda kuuhobhelo yikonda, na bhaaghenda mu njila ayi ndo atangalo.
28070e008b	Peni njila yiighenda ku ubhumi yikepa, na nlyango ghwa kuyingilila amwo ndo ghukepa, ndo bhandu bhamandina bhaapala kuyibhona njila ayi.”
28070f0090	“Mulindakile na ambuye ahwangi, bhanakuhika kwa mwenga kunu paahwala mpinda handa mene kwa panje, peni unyumba abhegha handa galu bha kunhitu.
2807100085	Mutabhamanya kwa mapambika ghabhe ghene ndo mandendelo ghabhe. Bhuli, bhandu bhangunokola misabibu mu mihomi ebu tini mu mitunguluja?
2807110071	Ubhwabhu abhu nkongo ghwa maha ghungupambika mapambika gha maha, na nkongo nhakata ghupambika mapambika mahakata.
2807120081	Nkongo ghwa maha ghunguhotola kata kupambika mapambika mahakata na nkongo nhakata ghunguhotola kata kupambika mapambiko gha maha.
2807130054	Nkongo ghwohele ghwangapambika mapambika gha maha ghwaadumulwa na kutaghwa mu mwoto.
280714002a	Habhu, mutabhamanya kwa ndendelo yabhe.”
28071500a3	“Chepa kila mundu ywakang'ombela, ‘Bambo, Bambo,’ katayingila mu ghubhutwa ghwa kunane, ngati ndo yula ywakatwihiliha ghanakunnoghela Tate ywangu ywa kunane.
28071600a0	Linjubha alyo bhandu atangalo bhatanng'ombela, ‘Bambo, Bambo, tukilandamiha Lilagho lyako kwa lihina lyako na kubhuha mandilu na kutenda mihabho mitangalo!’
2807170066	Ndo ndabhaghombela, ‘Kulyaghila nikibhamanya ng'obhe. Mmuke kwa nenga, mwenga atenda mahokelo.’”
280718007d	“Habhu, ywohele yunakuyihwa malagho ghangu na kughatenda, ndo handa mundu yunamahala ywakachengite nyumba yake mulitalabha.
28071900a3	Hula yikikoma, na ngumbwa ya machi yikihika na liyegha likipula na kuyituta nyumba yila, peni yikighwegha ng'obhe kiyaha kitamiho kyake kikibhegha mu litalabha.”
28071a0082	“Peni ywohele yunakuyihwa malagho ghangu na kutenda kata, aywo ndo handa mundu mmughabhugha ywakachengiti nyumba yake mu nhanga.
28071b0090	Hula yikikoma, na ngemba yikimema machi ngumbwa na liyegha lukipula na kuyituta nyumba yila, nayo yikighwegha na nging'indo yikibhegha ngulu.”
28071c0057	Yesu pakayomolite kulongela agho, lumati lwa bhandu lukikangahwa muno na mahundo ghake.
28071d0059	Kiyaha kakihunda handa mundu yunalikalama, hangi chepa handa ahunda bhabhe bha Malaghilo.
2808010043	Yesu pakahulukite kukitumbi, lumati lukulu lwa bhandu lukintughila.
280802007b	Mundu yumu yunamaloha kakihika na kakinchutamila mayughwa paking'ombela, “Bambo, handa ghungupala, ghwahotola kunyoha.”
280803007c	Yesu kakigholoha kibhoko kyake, kakinnyabhika pakalongela, “Nungupala ghuyoheke.” Kamu yula mundu kakilama maloha ghake.
28080400cc	Mbole Yesu kaking'ombela, “Ghuyihwe, ghukotoke kunng'ombela ywohele, ngati ghughende ghukalibhonehe kwa ndundame, na kutula matulo gha ghalaghilitwe na Musa ngati yibheghe ubhoneho kukita ghulamihwa.”
280805005a	Yesu pakayingiliti ku Kapelinaumu, machonda yumu kilongohi kakinhikila pakinnyupa utangwo,
2808060069	kakilongela, “Bambo, ndumitumi ghwangu kaghonja ukaya, ntamwa ghwa ulelebhalo kangi kangubhina munu.”
2808070030	Yesu kakinng'ombela, “Ndahika na kunlamiha.”
28080800bf	Peni yula kilongohi ywa machonda kakinng'ombela, “Bambo, nenga nungunoghwa ng'obhe kwa ghwenga kuyingila mu lubhagha lwangu. Peni ghukambuke lilagho ghweka, na nndumindumi ghwangu katalama.
2808090114	Kiyaha na nenga ndo mundu numeghite na makakala, abhegha machonda pahi ya nenga. Panunng'ombela ayu ‘Ghughende,’ naywo kangughenda, na yungi panung'ombela ‘Ghuhike.’ Naywo kanguhika. Na panung'ombela nndumindumi ghwangu ‘Ghutende kilibhi aki.’ Naywo kangutenda.”
28080a00d3	Yesu pakayihwite malagho ago kakikangacha, na kakiaghombela bhala bhandu bhaantughilite, “Kulyaghila nunguaghombela, nenga nangammona ng'obhe mundu ywohele hata mu Isilaeli, kabhegha na uhyubhalilo handa aghu.
28080b00d0	Basi, nunguaghombela kukita bhandu atangalo bhaahika kuhuma kungeha na kulutipikila luchubha, nabho bhaatama mu chekwa ya kulyegha papamu na Abulahamu na Isaka na Yakobu mu Ghubhutwa ghwa kunani kwa Chapanga.
28080c008f	Peni bhala bhene Akaaisilaeli atangalo bhaahwacha ghubhutwa aghwo ndo ghwabhe, bhatataghwa panji mulubhindu, akwo bhaalila na kuhyagha mino.”
28080d00a5	Mbole Yesu kakinng'ombela yula machonda kilongohi, “Ghughende ukaya kwako, na yibheghe handa paghuhyubhalila.” Na yula ndumindumi ywake kakilama lisaa lila lila.
28080e006d	Yesu pakahikite ukaya kwa Petili, kakimmona mama ywa nhumbu ywa Petili kaghonja paulili kangubhina nhehemela.
28080f0061	Kakinnyabhikila kibhoko aywo mama na utamwa ghukinleka, kakiyinuka na kuyanda kukeya kuntelekela.
2808100099	Payihikite makimuhi bhakinnyeghela bhandu atangalo bhaabheghite na mandilu. Naywo kakighabhuha ghala mandilu kwa lilagho lyake na kualamiha atamwa bhoha.
2808110096	Agha ghakitendeka ngati litwihilike lila lilagho liikambukitwe na mbuye Isaya handa, “Ywombe katola mihehemela yetu na katola matamwa gha twenga.”
280812006d	Yesu pakabhonite lumati lwa bhandu paluntindila, kakiakwilikiha ahundwa bhake bhayomboke kumwambo ya lihibha.
2808130076	Nhunda yumu ywa malaghilo kakinng'endela, pakinng'ombela, “Nhunda, nenga ndakutughila kwohele kughupala kughenda.”
2808140088	Yesu kakinnyanga, “Mabhweha abhegha na mbako, na hiyuni abhegha na hiyumba, peni Mwana ghwa Mundu kabhegha ng'obhe na pakupumulila.”
2808150064	Mundu yungi mu ahundwa bhake kakinng'ombela, “Bambo, ghundegheke huti nikankulile tate ghwangu.”
280816006c	Peni Yesu kakinng'ombela, “Ghundughile, ghubhaleke bhaaghweghite abhakulile bhala bhaaghweghite bhabhe.”
2808170038	Yesu kakikwela mubhwato, na ahundwa bhake bhakintughila.
2808180098	Paabheghite mu mwanja, pindulu likibwituka likusi likulu mu lihibha mbaka bhwato ghukiyanda kudibala kwa mayukano, peni Yesu kakibhegha kaghonja ng'ono.
280819005e	Ahundwa bhake bhaking'endela, bhakinnyumuha paalongela, “Bambo, ghutulopohe, tunguhwegha.”
28081a00b3	Naywo Yesu kakiaghombela, “Mwenga bhandu munakuhyubhalila kyamandina, kiyaha niki munguyoghopa?” Mbole kakiyinuka na kakililakalila lila likusi na lihibha, na kukibhegha tuli.
28081b0072	Bhala bhandu bhakikangacha, paalongela, “Ayu ndo mundu ywa kya bhuli mbaka likusi na lihibha hingunnyitikila!”
28081c00e2	Yesu pakahikite kumwambo, ku nnima ghwa Akaagelasi, bhandu abhili bhaakwelitwe na mandilu bhakikongana na Yesu paahuma ku mandogholo. Bhandu abha bhakibhegha akalipa munu, mbaka kahone mundu ywakahotolite kupita mu njila yila.
28081d009b	Bhakituta kyobho paakilongela, “Ghubhegha na niki na twenga, Mwana ghwa Chapanga? Bhuli ghunguhika apa kutupamanda kukali ya linjubha liikwilikihitwe?”
28081e005c	Patali pamandina kuhuma pahala paabheghite, kukibhegha na lumati lwa maghulubhe paluhakilwa.
28081f0076	Ghala mandilu ghakinnyupa Yesu, “Handa paghutubhuha, ghutuleke tughende, tuyingile mu lula lumati lwa maghulubhe.”
28082000bd	Kakiaghombela, “Nng'ende.” Habhu bhakiabhuka bhandu bhala. Lumati lwoha lwa maghulubhe likihulukila kwa lubhilo uhelelo nkulu ghwa kitumbi, likiyingila mu luhibha na likihwegha mumachi.
28082100c8	Bhala bhaabheghiti mu kuahakila maghulubhe bhakibhutuka lubhilo na bhakeyingila mu kitami, bhakighenda kuaghomela bhandu mihalo hyoha ya milando yiibhabwitukilite bhala bhandu bhaakwelitwe na mandilu.
2808220080	Mbole bhandu bhoha bha nnima ghula bhakibhuka na kughenda kukongana na Yesu. Na paammonite bhakinnyupa kabhuke mu nnima ghwabhe.
2809010048	Yesu kakikwela mubhwato, kakiyomboka lihibha na kuhika mu kitami kyabhe.
28090200e8	Linjubha alyo alyo bhakinnyeghela mundu ywakalelebhalite, kaghonjekwa mu likahe. Yesu pakabhonitie kuhyubhalila kwabhe, kakinng'ombela yula ywakalelebhalite, “Ghukotoke kutunyuka mwoyo mwana ghwangu, ghulekekehwa ulemwa ghwako.”
2809030074	Kwakya nnando aghwo, amoo bha ahunda bha malaghilo bhakiyanda kuhwacha mu myoyo yabhe, “Mundu ayu kangukundula.”
2809040068	Peni Yesu kakighamanya mahwacho ghabhe, kakiaghombela, “Kiyaha niki munguhwacha uhokelo mu myoyo yenu?
2809050071	Kyoki kiibheghite kiyeyebhu, kulongela, ‘Ulemwa ghwako ghulekekehwa,’ ebu kulongela, ‘Ghuyime ghutyange?’
28090600d0	Peni nungupala mmanye kukita Mwana ywa Mundu kabhegha na makakala gha kulekekeha ulemwa mu nnima” Ndo kakinng'ombela yula mundu ywakalelebhalite, “Ghuyime ghutole likahe lyako na ghughende ukaya kwako.”
280907002f	Yula mundu kakiyima, na kakighenda ukaya kwake.
280908007e	Bhandu bhoha mulula lumati paabhonite agho bhakiyingilwa lyogha, bhakintika Chapanga, ywakaapeghite makakala ghala kwa bhandu.
28090900aa	Yesu pakabheghite mu kubhuka akwo, kakimmona mundu yumu lihina lyake Matayu katama pakusulumula sumu. Kakinng'ombela, “Ghundughile.” Matayu kakibhuka na kakintughila.
28090a0093	Yesu pakabheghite mulubhagha lya Matayu katama kulyegha hilyo, asumula sumu atangalo na bhanaulemwa bhakihika kutama papamu naywo na ahundwa bhake.
28090b008f	Afalisayu paabhonite milando ayi, bhakiakonya ahundwa bhake, “Kiyaha niki nhunda ghwenu kangulyegha papamu na asumula sumu na bhanaulemwa?”
28090c008a	Peni Yesu pakaghayihwite agho kakiaghombela, “Bhandu bhanga utamwa bhangumpomela ng'obhe nng'anga ngati bhala bhanautamwa bhangumpomela.
28090d00ad	Basi, nng'ende mukalihunde fwambulo ya malagho agha, ‘Ningupomela lipyanda, ngati chepa nyambi.’ Kiyaha hika ng'obhe kuakema bhaabheghiti bha maha, ngati bhanaulemwa.”
28090e009b	Ahundwa ghwa Yohane yunakubatisa bhakihika na kunkonya Yesu, “Kya bhuli twenga na Akaafalisayu tungulikunga, peni ahundwa bhako bhangulikunga ng'obhe?”
28090f00b1	Yesu kakiayanga, “Bhuli, ahenja bha yunakutolela bhaahotola bhuli kukukulika paabhegha na yunakutolela? Linjubha lyahika pakabhuka bambo yunakutolela, apo ndo bhatalikunga.”
2809100090	“Kahone mundu ywakapabhika kipabhiko kya hyono mu likama, kiyaha kila kipabhiko kyakakuka mu likama alyo na pala pakapabhikiti paayonjokeheka.
2809110121	Ebu bhandu angubhika ng'obhe difwai ya hyono mu nhako ghwa liyula ghuuhakaliti. Handa paatenda naha ghula nhako ghwa liyula lwaabaluka na difwai ya yitika. Na nhako ghwa liyula lyakanjaghanika, peni difwai ya hyono yabhikwaha mu hibhigha ya liyula lya hyono, na hibhigha yaabhegha tela.”
2809120108	Yesu pakabheghite kangulongela agho, kamu kakiyingila kilongohi ywa nyumba ya kukonganila Akaayahudi, kakinchutamila mayughwa muulongolo ghwake na kunng'ombela, “Nhinja ghwangu kahwegha hinu hinu. Peni ghughende na ghunnyabhikile kibhoko kyako naywo katalama.”
2809130049	Yesu kakibhuka na kakilongohana naywo, ahundwa bhake nabho bhakintughila.
280914008f	Lisaa alyo alyo nndala yumu ywakabheghite na liholobhela kwa ngungwa kumi na ibhili, kakinhikila Yesu kya kuhyetu na kakilibyala lipinda lyake,
2809150055	Kiyaha kakilighombela mumwoyo ghwake, “Handa ndalibyala lipinda lyake, ndaalama.”
28091600b1	Yesu kakikilibhuka, naywo pakammonitie kakinng'ombela, “Nhinja ghwangu, ghukotoke kutunyuka mwoyo, kuhyubhalila kwako kukulamiha.” Naywo yula nndala kakilama lisaa lilalila.
28091700a5	Yesu pakahikite kulubhagha lwa yula kilongohi ywa nyumba ya kukonganila Ayahudi, kakiabhona bhandu bhakipyemba filimbi na lumati lwa bhandu lukibhegha lungukukulika,
2809180062	kakiaghombela, “Mmuke, kiyaha nhinja kahwegha ng'obhe ngati kaghonja.” Peni bhombe bhakinheka.
2809190072	Mbole lumati lwa bhandu lukibhuhwa panje, Yesu kakiyingila unyumba na kakinkamula kibhoko, yula nhinja kakiyumuka.
28091a002a	Mihalo ayi yikikwila munnima ghula ghwoha.
28091b0091	Yesu pakabheghite mukubhuka pala, bhangabhona abhili bhakintughila, bhakiyobha kyobho na bhakilongela, “Mwana ywa Daudi ghutupeghe lipyanda.”
28091c00a8	Yesu pakayingiliti munyumba bhala bhangabhona bhakinhikila. Naywo kakiakonya, “Munguhyubhalila kukita ndahotola kutenda nnando aghu?” Bhakinnyanga, “Ena Bambo.”
28091d005f	Ndo Yesu kakiabyala meho ghabhe na kulongela, “Na yibheghe kwa mwenga handa panhyubhalila.”
28091e0076	Meho ghabhe ghakihughuka. Yesu kakiakanikiha, pakalongela, “Nnole, mundu ywohele kakotoke kughumanya nnando aghu.”
28091f004c	Peni bhombe bhakighenda na kulandamiha mihalo ya Yesu mu nnima ghula ghwoha.
2809200097	Bandu bhala abhili paabheghite bhangubhuka, mundu yumu ywakakwelitwe na mandilu na ywakabheghite ng'obhe na uhotolo ghwa kulongela kakiyeghwa kwa Yesu.
28092100b7	Kamu, palibhuhitwe lila lindilu, yula ywangahotola kulongela kakilongela. Lula lumati lwa bhandu lukikangacha na kulongela, “Nnando handa aghu ghunabhonekana ng'obhe mu Isilaeli.”
2809220062	Peni Afalisayu bhakilongela, “Aywo kangughabhuha mandilu kwa makakala gha nkulu ghwa mandilu.”
28092300c0	Yesu kakityangila muhitami hyoha na hijiji, pakahunda munyumba hyabhe hya kukonganila Akaayahudi, pakalandamiha Nhalo ghwa Maha ghwa Ghubhutwa ghwa Chapanga na kulamiha atamwa kwoha mu bhandu.
280924007b	Pakaabhonita bhandu himati himati kakiabhonela luhungu kiyaha bhangughaya kyangali utangwo, handa mene bhangali na nhakila.
2809250059	Habhu kakiaghombela ahundwa bhake, “Mabeno ndo matangalo peni atendalihengo bhamandina,
280926005a	Basi, munnyupe Bambo ywa mabeno, ngati kabhalaghile atendalihengo bhabene mabeno ghake.”
280a01007f	Yesu kakiakema bhala ahundwa bhake kumi na abhili, kakiapegha makalama gha kughabhingabhinga mandilu na kulamiha matamwa ghoha.
280a0200af	Agha ndo mahina ghabhe bhala ahundwa kumi na abhili, ghwa ulongohi ndo Simoni ywakakemitwe Petili na Andelea nnongo ghwake, Yakobu mwana ghwa Sebedayu na Yohane nnongo ghwake,
280a030067	Filipo na Batolomayu, Tomasi na Matayu ywakabheghite nsumula sumu na Yakobu mwana ywa Alufayu na Tadei,
280a04004f	Simoni mundu ywakatutanilite nnima ghwake Yuda Isikaliyote ywakankilukite Yesu.
280a0500b3	Yesu kakialaghila abho kumi na abhili na kuapegha malagho, “Nkotoke kughenda kwa bhandu bhaabheghite ng'obhe Ayahudi, hangi nkotoke kuyingila mu kitami kyohele kya Akaasamalila.
280a06003a	Peni mbaha nngende kwa Akaisilaeli bhaahobhite handa mene.
280a07004e	Panng'enda mukalandamihe pannongela, ‘Ghubhutwa ghwa kunane ghuheghelela.’
280a080083	Mualamihe atamwa, mukaahyuhe bhaahweghite, mubhayohe bhabheghite na maloha, mmuhe mandilu. Mpeghwa yaghi, na mwenga muapeghe yaghi.
280a090058	Nkotoke kutola sahabu, ebu madini ghaakemwa fesa, ebu ngalabha mumihako ya mikungi yenu.
280a0a009b	Nkotoke kutola nhako ghwa mu mwanja, ebu maghwanda mabhili, ebu makubasi ghangi, ebu nkongocho, kiyaha ntendalihengu kangunoghwa kukingama mulyo ghwake.”
280a0b007d	“Pannyingila mu kitami ebu kijiji kyohele, mumpalahe mundu ywakapala kuakingama, na ntame kwa ywombe mbaka pampala kubhuka.
280a0c0046	Pannyingila mu lubhagha, muajambuhe huti uhihimilo ghubheghe namwenga.
280a0d0096	Handa abhegha bhandu bha maha munyumba ayi Chapanga kabhanonele. Peni handa abhegha ng'obhe bhandu bha maha, Chapanga kataanonela ng'obhe bhandu abho.
280a0e007b	Handa mundu kanguakingama ng'obhe kubhayihwa mwenga. Basi, mpumunde lihu mumaghulu ghenu pammegha mu kubhuka mu nyumba ayo.
280a0f009d	Kulyaghila nunguaghombela, linjubha lya toso, kitami akyo kyamokola kihyato kikulu kupitingana kila kyaakimokolite bhandu bha hitami hya Sodoma na Gomola.”
280a100079	“Nnole nungualaghila handa mene munkati ya galu bha kunhitu. Hinu mmeghe na malango handa liyoka na apole handa ngunda.
280a11006b	Mulindakile na bhandu, kiyaha bhatabhayegha mu njengakaya yabhe na kuatuta mu nyumba hyabhe hya ngonganilo.
280a120088	Maayeghwa kwa atabhala na abhatwa kwakya nenga, ngati mmokole muaghombele bhombe yakya nenga na kwa bhandu bhaabheghite ng'obhe Ayahudi.
280a13006e	Peni paabhayegha munjengakaya, nkotoke kuhwacha kya kulongela, kiyaha maapeghwa kya kulongela lisaa alyo alyo.
280a14005f	Mana chepa mwenga mumpala kulongela, ngati Nhuki ywa Tate ywenu kutalongela kupitila mwenga.”
280a150081	“Nnongo katankiluka nnongo ywake kakomwe, na tate katankiluka mwana ywake, bhana bhataakiluka abhele bhabhe na kuatenda akomwe.
280a160070	Bhandu bhataapala ng'obhe mwenga kwakya kuhyubhalila nenga. Peni yunakulimbilila mbaka kuuhiko aywo katalopohwa.
280a1700ae	Bhandu paabhapamanda mukitami kimu nng'ende kitami kingi. Kulyaghila nunguaghombela, mayiyomola ng'obhe hitami hyoha hya ku Isilaeli kukali na kubhuya kwa Mwana ywa Mundu.”
280a180074	“Nhundwa kaahotola ng'obhe kulikweha kwa nnhunda ywake ebu nndumitumi kaahotola ng'obhe kulikweha kwa bambo ywake.
280a1900e2	Nhundwa kangunoghwa kubhegha handa nhunda ywake, na nndumindumi kangunoghwa kubhegha handa bambo ywake. Handa nenga ndo nkulu ywa nyumba yenu bhangungema Belisebuli, bhuli mwenga chepa bhaabhakema mahina mahakata kyanalumu!”
280a1a007f	“Basi, nkotoke kubhayoghopa bhandu abho, kiyaha kahone kiigubikitwe kyene kyangagubutuligwa, na kila kiihihitwe kyaahumbulwa.
280a1b0087	Linuaghombela mwenga mu mbwepo, mwenga mulilongele pakindandabhanji, na lila linubhapwepwela, mulilandamihe ngati kila mundu kaliyihwe.
