2800000005	Matye
28051100c3	«Nàkeka náá, mɛ nazyɛ ɛ́ zɛgó etsi ɛ Moiiz nɛ mɛlyo mɛ bɛngoolel ɛ mɛkpa ɛ Zɛɛb nadjɛ ɛ. Mɛ nabɛ ɛ́ ààzyɛ zɛgó etsi, mɛ nazyɛ ɛ́ zɛlyaal mɛsuk mɛ tak.
28051200ff	Tsɛɛtsɛ nɛ tsɛɛtsɛ, mɛ lɛɛ bin ɛ náá: Dáa ye di náá, gwoo nɛ bɔs dinaa ààpaadum ɛ, ye tok nɛ sa wat aadisaa tɔ etsi. Ye nakoozodi ba moo ɛtɔn nɛghu ba moo kyeeb, sa wat aanàdus tɔ etsi kɛkum dwoo mɛsik mɛ etɛp djas.
280513014d	Étɛp tak ɛ́ di náá, mot aazodis tsi wat, ye nakoozotɔɔl, da nyɛ ɛ́ lyo bɔn nyɛɛg náá, bɛ sa dáa nyɛ sa ɔ, yenɔk aadi ɛ́, mɔɔ dhyeeb tɔ Ɛyoŋ ɛ di tɔ gwoo ɛ. Tin, mot di eduwal etsi da nyɛ ɛ́ lyo bɔn nyɛɛg náá, bɛ sa dáa nyɛy ɔ, yenɔk aadi ɛ́ boo-mot tɔ Ɛyoŋ ɛ di tɔ gwoo ɛ.
28051400ae	Mɛ lɛɛ bin ɛ náá: Epiki bin é mis mɛ Zɛɛb ɛ́ di ààdhaa yii bɛghaŋ ɛ mɛkana mɛ etsi nɛ eFalizyɛ ɔɔ, bi aanàkwaani tɔ Ɛyoŋ ɛ di tɔ gwoo ɛ.»
28051500cc	«Ye nabɛ ɛ́, bi naagwak náá, nyɛ nake nɛ bɛbhaab bina náá: “Sa wɔ ààgó mot. Mot ɛ́ gó sɔ mot ɔɔ, ye goka ɛ́ ye tɔ́aa nɛ nɛ é mis mɛ bɛtetɛp, nyɛ neepɛ́ɛaa.”
2805160175	Yɛ kabɛ mam ɔ, mɛ lɛɛ bin ɛ náá: Mot djas aagwak ɛbuk nɛ mɔn nyɛɛg ɔɔ, ye goka ɛ́ náá, bɛtetɛp pɛ́ɛ nyɛ. Mot aake nɛ sɔ mot náá, “wɔ ɛ́ wo ɔ”, nyɛ goka ɛ́ nyɛ tɔ́ kɛpɛ́ɛaa pɛ boo zɛɛga bɛtetɛp eYuda. Mot aake nɛ sɔ mot náá, “wɔ ɛ́ ndjemet ɔ”, ye goka ɛ́ náá, nyɛ kɛmwasaa tɔ du na kɔm-kɔm.
28051700b2	Yɛ bɛ náá, wɔ ɛpetɔ́ pɛ mesa ebuwa étɛp ɛkɛduwal Zɛɛb nɛ esa bɔ ɔɔ, tin, wɔ siiza náá, mɔn nyoog ɛ́ nɛ tɛp nyɛ di ebwak wɔ kɔ ɛsu ɛ tak ɔɔ,
280518007a	pookobet esa e duu tak kɔ mesa ebuwa. Da wɔ ɛ́ pookokɛgwakel nɛ mɔn nyoog. Bhii tak ɛ wɔ aakazyɛ, zɛkaa Zɛɛb.
280519011b	«Mot ɛ́ kɛpit wɔy ɔɔ, bi ɛ́ di etɔ́ pɛ dáa bɛtetɛp ɔɔ, lela ɛgwakel nɛ nɛ é di bi dinaa é ze yenek, é kaab náá, mot tak ɛ́ zɛkɛka wɔ é mis mɛ bɛtetɛp. Bhii tak, da bɛtetɛp ɛ́ djɛ wɔ é mɛmbɔ mɛ esodja, da bɛ ɛ́ wa wɔ é membok.
28051a007c	Tsɛɛtsɛ nɛ tsɛɛtsɛ, mɛ lɛɛ bin ɛ náá: Wɔ aanàkwaawyis tin, wɔ di ààtuud dɔɔ nɛ falanga ɛsik ɔ.»
28051b0041	«Ye nabɛ ɛ́, bi naagwak náá: “Sa wɔ ààsa ɛzɔ.”
28051c0095	Tin, mam kalɛɛ nɛ nen ɛ náá, motom djas aagwyák mwaa sɔ, da ɛ́ wyeeb nyɛ tɔ lyem ɔ, yenɔk tak eezesa ɛzɔ nɛ moma tak tɔ lyem'ɛ.
28051d0135	Yɛ bɛ náá, ye ɛ́ dis ɛ kyee mbɔ eghɛŋ bɔ ɛ́ di ebelal wɔ náá, wɔ sa mesyem ɔ, wɔ goka ɛ́ nɛ ɛpiid ɛ yɛ, da wɔ ɛ́ mwas yɛ ɛtsetaɛpe. Yɛ aadi ɛ́, ɛnyɔɛpe nɛ nɔ náá, wɔ dis dhiiti kyee nyel'ɔ, ààkabɛ náá, wɔ kɛdyak tɔ du na kɔm-kɔm nɛ nyel'ɔ djas.
28051e0115	Yɛ bɛ náá, ye ɛ́, mbɔ eghɛŋ bɔ ɛ́ di esa náá, wɔ syem ɔ, tsaala yɛ, da wɔ ɛ́ mwas yɛ ɛtsetaɛpe nɛ nɔ. Yɛ aadi ɛ́, ɛnyɔɛpe nɛ nɔ náá, wɔ tsaal dhiiti kyee nyel'ɔ, ààkabɛ náá, wɔ kɛdyak tɔ du na kɔm-kɔm nɛ nyel'ɔ djas.»
28051f007e	«Ye nabɛ ɛ́, bɛ naabaake náá: “Mot ɛpɛɛ myɛl ɔɔ, nyɛ goka ɛ́ nɛ ɛdjɛ nyɛ mɛkana mɛ ɛbel ɛ ɛba.”
2805200103	Yɛ kabɛ mam ɔ, mɛ ke ɛ́ náá: motom djas di epɛɛ myɛl, ààmɛt nyɛ nɛ sa etsi di elu ɔ, motom tak saŋ ɛ́ náá, moma tak di moma mɛzɔ nyɛ baatɔ́ ɛba ɛ sis ɔɔ. Tin, motom aaba moma zebyenaa é ɛba ɔ, nyɛy baasa ɛ́ ɛzɔ.»
2805210100	«Ye nabɛ ɛ́, bi naagwak dáa bɛ nake nɛ bɛbhaab binaka náá: “Sa wɔ ààgwakel nɛ mot, da wɔ ɛ́ tuwal myoŋ nɛ mɛsoŋ bhii tak wɔ kadi ɛ́ ààsa sa wɔ nakɛk ɛ. Ye goka ɛ́ náá, wɔ sa sa wɔ kɛk é mis mɛ Ghɛŋ ɛ.”
28052200b6	Yɛ kabɛ mam ɔ, mɛ lɛɛ bin ɛ náá, sa mot ààtuwal myoŋ nɛ mɛsoŋ, da ɛ́ nɔɔ gwoo dáa tyaasɛs, etɛɛ náá, penek ɛ́ pɛ bóó mɛkoozi mɛ Zɛɛb di ɛ.
28052300d9	Sa mot ààtuwal myoŋ nɛ mɛsoŋ nɛ bɔs, etɛɛ náá, bɔs ɛ́ di Zɛɛb di enyal nɛ mɛko mɛ ɔ. Sa mot ààtuwal myoŋ nɛ mɛsoŋ nɛ din ɛ Yeluzalɛm, etɛɛ náá, ye ɛ́ ghaada ɛ boo Mɛkoozi.
2805240098	Sa wɔ ààtuwal myoŋ nɛ mɛsoŋ, da ɛ́ wa lo'ɔ é ban, etɛɛ náá, wɔ tok nɛ ghwyil ɛswoola bhoo lo'ɔ náá, ye bhilal nɛghu ye pum.
28052500ce	Yɛ bɛ náá, wɔ eemyaal tɛp ɔɔ, kea “Iyoo”. Yɛ kabɛ náá, wɔ eebyen ɔɔ, kea “ooh”, etɛɛ náá, ekɛla-ekɛla ee bot dyeebakɛl kɔ étɛp'enek dyeebadus ɛ́ pɛ daa Mbee mot.»
28052600af	«Ye nabɛ ɛ́, bi naagwak náá: “Mot ɛ́ tuu sɔ dis ɔɔ, ye goka ɛ́ náá, nyɛ baatuuaa yɛ. Mot ɛ́ bwak wɔ ɛdjɛ ɔɔ, da wɔy ɛ́ baabwak nyɛ ɛdjɛ.”
280527009c	Deenek, mam kalɛɛ bin ɛ náá: Sa mot ààbulal ɛbiyo nɛ ɛbiyo. Mot ɛ́ nyuu wɔ bɛɛz é ɛmuk pɛ mbɔ eghɛŋ ɔ, baaka nyɛ yak kyee ɛmuk.
2805280075	Mot ɛ́ di esaa wɔ nɛ etɛp étɛp nyɛ neenɔɔ kuwa yɔ ɔɔ, beta nyɛ, nyɛ baanɔɔ dɔɔ nɛ ndjookuwa yɔ.
2805290046	Mot ɛ́ besal wɔ náá, wɔ kɛ nɛŋ wat ɔɔ, kɛa enɛŋ ebá.
28052a006a	Gwyena nɛ mot di ewaab wɔ sonok ɔ. Yɛ bɛ náá, mot eenɔɔ sa yɔ ɔɔ, sa wɔ ààkabaakɛdu.»
28052b0072	«Ye nabɛ ɛ́, bi naagwak náá: “Ye goka ɛ́, wɔ kwyɛl sɔ'ɔ mot, da wɔ ɛ́ byen mot mɛbhuka mɔ.”
28052c007c	Yɛ bɛ mam ɔ, mɛ kalɛɛ bin ɛ náá: kwyɛlka bot ɛ mɛbhuka men. Djaalaka Zɛɛb kɔ ɛsu ɛ bot ɛ di ezuk bin ɔ.
28052d00fa	Deenek ɛ́ bi aadi bɔn Sɛɛg'en di pɛ tɔ gwoo ɔ, etɛɛ náá, Zɛɛb sa ɛ́ náá, gwyes kas kɔ bot djas: bɛmbee ɛ bot nɛ bɛtɛtɛ ɛ bot. Tyee wat, Zɛɛb sil bhi ɛ́, étɛp bot ɛ di sosoob ɔ, nɛ bot ɛ di ààbɛ sosoob ɔ.
28052e00e3	Yɛ bɛ náá, bi goka ɛ́ nɛ ɛzokwyɛl ɛ́ bot ɛ di ekwyɛl bin ɔ, étɛp ye bi di bun náá, bi ɛ́ waabela efute aadus pɛ ɛko ɛ? Dɔɔ nɛ bɛnɔŋel ɛ epata e lapo zobaakwyɛl ɛ́, bot ɛ di ekwyɛl bɛ ɔ.
28052f00b9	Yɛ bɛ náá, bi zoswos ɛ́ bɔn nyɛɛg bin ɔ, bi bee tin ɛ́ náá, bi ɛpesa enɛm esa? Etɛɛ náá, bot ɛ di ààbɛ bot ɛ mbyak eYuda ɔ, bɔɔ pe zobaasa ɛ deenek!
280530004d	Dika nɛ mbɛɛ elyem dáa Sɛɛg'en di tɔ gwoo ɔ di nɛ mbɛɛ lyem ɛ.»
280601011e	«Bi ɛ́ kotiibal dum nɛ dáa bi di esa enɛm esa nɛ bot étɛp ɛduwal ɛ Zɛɛb ɛ. Bi ɛ́ sa deenek é mis mɛ bot, étɛp bot djas neeke náá: “Biyɔ ɛ́ di bɛmbɛɛ bot” ɔ. Deenek, bi ɛ́ sa deenek ɔɔ, bi aanàkwaabela efute e Sɛɛg'en di tɔ gwoo aadjɛ ɛ.
280602013c	Wɔ kwyɛl ɛdjɛ djel mot sonok ɔɔ, wɔ goka ɛ́ nɛ ɛsa yɛ tɔ sɔ, sa mot ààgu. Nàsa dáa bot ɛ luwalɛŋ di sa tɔ mendjaa mɛ mendjaala mɛ eYuda nɛ é egba ɛ. Bɛ sa deenek ɛ́ étɛp bot needuwal bɛ. Tsɛɛtsɛ nɛ tsɛɛtsɛ, mɛ lɛɛ bin ɛ náá: Mbi bot binɔk eezebela yɔbɔ efute.
280603006d	Yɛ bɛ náá, mbɔ eghɛŋ bɔ ɛpedjɛ djel mot sonok ɔɔ, yɛ àànyɔ náá, mbɔ myɛl ɛ lɔ gu.
28060400a1	Etɛɛ náá, ye goka ɛ́ náá, sa wɔ djɛ mot ɛ, ye di sɔ. Tin, Sɛɛg'en, mot di egu dáa wɔ di ekwyee bot tɔ sɔ ɛ, nyɛ waadjɛ wɔ yɔ efute.»
2806050129	Yezu eezɛke nɛ nɔɔ náá: «Bi ɛ́ di edjaala ɔɔ, nàdika dáa bot ɛ di nɛ lualɛŋ, bɛ dyeebakwyɛl ɛdjaala ɛ metetel tɔ mendjaa mɛ mendjaala mɛ eYuda nɛ é bɛman, étɛp bot neebee bɛ. Tsɛɛtsɛ nɛ tsɛɛtsɛ, mɛ lɛɛ bin ɛ náá: bot binɔk eezebela yɔbɔ efute.
28060600e6	Yɛ kabɛ wɔy ɔ, wɔ kwyɛl ɛdjaala Zɛɛb ɔɔ, nia tɔ dhɛŋ'ɔ, da wɔ ɛ́ diyal ɛbɛ. Bhii tak, da wɔ ɛ́ djaala nɛ Soog di tɔ di sɔ ɔ. Tin, Soog, mot di ebee esesɛɛ wɔ di esa tɔ sɔ ɔ, nyɛ waadjɛ wɔ efute.
28060700f1	«É sok bi di edjaala ɛ́, sa mot ààbasal ɛkpa wat esok nɛ esok gwyes dáa bot ɛ di ààbɛ bot ɛ mbyak eYuda ɔ. Bɔɔ gek ɛ́ náá, Zɛɛb ɛ́ waagwak bɛ, etɛɛ náá, bɛ nɛ bil mɛkpa ɛbuɛpe tɔ mendjaala mɔɔ.
2806080071	Sa mot ààbaŋa bɛ, etɛɛ náá, Sɛɛg'en nɛ gu sa elyem bin di ekwos ɛ, ɛsok nɛ bi nɛ waab nɛ nɛ.
28060900a5	Deenek, Gwakeka dáa bi di egoka nɛ ɛdjaala ɛ. Keka náá: “Sɛɛg'es di tɔ gwoo ɔ, ye goka ɛ́ náá, mot nɛ mot gu náá, wɔ ɛ́ Zɛɛb na Dɛɛ.
28060a0061	Mɛkoozi mɔ zyɛ. Beta náá, ɛkwosak ɛ lɔ sael kɔ bɔs, dáa ye di sael pɛ tɔ gwoo ɛ.
28060b0033	Djɛa bis mɛlu nɛ mɛlu edee di egoka nɛ nes ɛ.
28060c005e	Pela ɛbiyo ɛ bis zesa ɛ, etɛɛ náá, bisɔ pe, bis ɛpepel bot ɛ nazesa bis ɛbiyo ɔ.
28060d00a6	Sa wɔ ààbet bis tɔ mɛbhowal. Pɛka bis é mɛmbɔ mɛ Mbee mot, [etɛɛ náá, ye ɛ́ wɔy ɛ́ di nɛ Mɛkoozi, nɛ mɛbwala, nɛ duma na kɔm-kɔm.]”»
28060e0078	«Guka náá: Bi ɛ́ pel ɛbiyo ɛ bot ɛ di etɔ́ nɛ ɛsa bin ɔ, Sɛɛg'en di pɛ tɔ gwoo ɔ waabaapel yebɔ pe.
28060f007a	Tin, yɛ kabela náá, bi ààpel bɛsɔ bin ɔɔ, Sɛɛg'en di tɔ gwoo ɔ aanàkwaabaapel ɛbiyo ɛ bi di esa ɛ.»
2806100117	«Yɛ bɛ náá, bi ɛpetsi edee ɔɔ, sa mot ààdi nɛ bhwoob ghoŋ dáa bot ɛ di nɛ lualɛŋ ɔ. Bɛ lyaal bhwoob ghoŋ deenek ɛ́, étɛp bot djas neegu náá, bɛ ɛpetsi edee. Tsɛɛtsɛ nɛ tsɛɛtsɛ, mɛ lɛɛ bin ɛ náá: bot binɔk eezebela yɔbɔ efute.
2806110053	Yɛ kabɛ wɔy ɔ, wɔ tsi edee ɔɔ, gwyiia bhwoob, da wɔ ɛ́ lɔɔb mul é lo,
28061200c0	etɛɛ náá, bot needi ààgu náá, wɔ ɛpetsi edee. Tin, ye ɛ́ Soog mot di tɔ sɔ ɔ di egu, deenek Soog, mot di ebee esesɛɛ djas wɔ di sa tɔ sɔ ɔ, nyɛ waadjɛ wɔ efute.»
28061300ce	«Nàsaaka ɛdi ɛ́ nɛ bɛtɛ nɛ ekum é bɔs'ak. Ekum ee di náá, bɛsɛs nɛ emaa ɛ́ waapul ɛ. Ekum ee di náá, bot ɛ djii ɛ́ waakwak ɛbo ɛ ndjaa, da ɛ́ djii, nɔɔ, tɔ́ nɛ yɛ ɛ.
2806140070	Kwomka ekum bin pɛ daa Zɛɛb. Penek, bot ɛ djii aanàkwaani kɛdjii yɛ, bɛsɛs nɛ emaa aanàkwaapul yɛ.
2806150046	Etɛɛ náá, é di mot di ekwom esa bɛ ɔ, lyem'ɛ di ɛ́ tin.»
2806160084	«Mis mɛ mot ɛ́ dáa lama nyel. Yɛ bɛ náá, mis mɔ ɛpenyaasok ɛnyɔɛpe ɔɔ, gua náá, nyel'ɔ djas ɛ́ tɔ selele.
28061700ab	Yɛ kabɛ náá, mis mɔ ɛpekpaŋ ɔɔ, nyel'ɔ djas ɛ́ tɔ ghooghom. Yɛ kabɛ náá, ngel di tɔ lɔ eezedim ɔɔ, tin, kwaa yenek mɛghomla aanɔŋel nɛ yé?»
2806180108	Mot ngɔt aanàkwaadi mot-mɛsa mɛ ekukuma ebá. Yɛ bɛ deenek ɔɔ, nyɛ waabhina ngɔt, da nyɛ ɛ́ kwyɛl nwyak ngɔt, nɛghu nyɛ kaseya nɛ mot ɛsok ɔɔ, nyɛ waapɛɛ nwyak ngɔt. Bi tok nɛ ghwyil ɛsa mɛsa mɛ Zɛɛb nɛ mɛsa mɛ epata é di wat.
28061900cb	«Étɛp tak ɛ́ mɛ di elɛɛ nɛ nen náá: Nàbemka ba dum nɛ tɛp edee, nɛ gwyes mɛdii nɛ tɛp eduuba. Etɛɛ náá, tsik eedhaa edee nɛ mɛnyɔ. Nyel eedhaa ekaad nɛ mɛtaŋ. Etsal é?
28061a00f4	Beeka enen pɛ ɛko, bɛ ààbɛ epyeeb, ààbɔ́k edee di ewum tɔ epyeeb ɛ. Bɛ ààkwom edee tɔ mɛbhwaa nɛ kɔ etaa. Tin, dhi Sɛɛg'en di tɔ gwoo ɔ, di djɛ bɛ edee! Bi ààpadhaa enen nɛ boo mɛtaŋ é mis mɛ Zɛɛb é?
28061b006d	Yɛ bɛ náá, bi ɛpebem ba ɔɔ, ɛzɛ pak'en di nɛ ghwyil ɛbil ba ɛlu ɛ wat kɔ mɛlu mɛ tsik'ɛ?»
28061c0092	«Étɛp ye bi di bem ba kɔ ɛsu ɛ ekaad? Beeka dáa mɛzɛm di ekwyil nɛ wyee tɔ pyeeb ɛ. Mɛzɛm mɛ tak ààsa mɛsa, ààlat ekaad.
28061d009a	Tin, mɛ ɛpelɛɛ bin náá, dɔɔ nɛ Salomɔŋ, nɛ boo duu yɛ, nyɛ nabɛ ɛ́ ààbɛ nɛ mbɛɛ kaad na nyɔ dhaa wat tɔ kɔkɔ mɛzɛm menek.
28061e00e3	Yɛ bɛ náá, Zɛɛb ɛpebet eka ee di tɔ dik mos, da djɛmɛn ye ɛ́ nɔŋaa, dikaa tɔ du ɔɔ, tin, nyɛ tok nɛ ghwyil ɛsa deenek nɛ lyem'ɛ met étɛp'en é? Ye nakoozodi náá, bi tok nɛ boo ɛmyaal nɛ nɛ!»
28061f0068	«Nàbemka ba é ɛkeke náá: “Mena aadɛka yé? Mena aadɛka yaa mɛdii? Mena aabɔtka yé?”
2806200091	Yenek djas, ye ɛ́ bot ɛ bɔs ɛ́ di ebwos esesɛɛ binek mɛlu djas. Tin, Sɛɛg'en mot di tɔ gwoo ɔ nɛ gu náá, bi ɛ́ nɛ gwyes tak.
2806210082	Pookosaaka sok Ɛyoŋ ɛ Zɛɛb nɛ tsik tɔ epiki nyɛ di ewaab ɛ. Tin, Zɛɛb ɛ́ waadjɛ bin esa djas bi di nɛ gwyes tak ɛ.
280622008f	Nàbemka ba nɛ etɛp aasael djɛmɛn ɛ, etɛɛ náá, etɛp ee djɛmɛn aagwyɛ lo ɛ́ nyɛ ɛmet. Dwoo nɛ dwoo ɛ́ nɛ yɛ ɛkwosak.»
2807010048	«Sa bi ààdidi é pɛ́ɛ bot, deenek Zɛɛb aanàkwaapɛ́ɛ bin.
2807020091	Etɛɛ náá, Zɛɛb aapɛ́ɛ bin ɛ dáa bi di epɛ́ɛ bɛsɔ bin ɛ. Nyɛ aalwoodal bhwaŋ'en ɛ dáa bi di elwoodal bhwaa bɛsɔ bin ɛ.
2807030075	É tɛp yé wɔ gwyák kwyɛɛzyoŋ di tɔ dis ɛ sɔ'ɔ mot, wɔ kadi ɛ́ ààbee pek le di tɔ dis ɛ lɔ ɛ?
2807040097	Wɔ nàkwaake nɛ sɔ'ɔ mot náá: “Mɔn nyaag'am, beta mɛ dis kwyɛɛzyoŋ tɔ dis ɛ lɔ,” wɔy ààbɛ é bee pɛk le di tɔ yɔ dis ɛ.
28070500b1	Wɔy mot mɛdjhaaz pɛ ɛko, bhimis pɛ si, pookodis sok pɛk le tɔ dis ɛ lɔ ɛ! Bhii tak ɛ́ wɔ waanyaa sok, étɛp wɔ needis kwyɛɛzyoŋ di tɔ dis ɛ mɔn nyoog ɛ.»
28070600d7	«Nàdjɛka esa ee di dɛɛ ɛ nɛ bɛbhyɛ, é kaab náá, bhii tak bɛ ɛ́ zɛkɛbula zɛduma wɔ é nyel nɛ mɛkwaala. Nàmwaska mɛvunga sok bhwoob bɛghwyee, é kaab náá, bɛ ɛ́ zɛkɛnyal yɛ.»
280707005b	«Waabka, bi ɛ́ waadjɛaa. Saaka, bi ɛ́ waabela. Diigka, bɛ waadii bin ɛbɛ ɛ ndjaa.
280708009a	Étɛp tak ɛ́ ye di náá, mot ɛ́ waab ɔɔ, nyɛ ɛpedjɛaa. Mot ɛ́ saŋ ɔɔ, nyɛ ɛpebela. Ɛbɛ ɛ ndjaŋ aadiiaa ɛ́, étɛp mot diig ɔ.
2807090062	Ye ɛ́ nɛ mot ngɔt pak'en di nɛ ghwyil ɛdjɛ mɔn'ɛ ɛkok bela náá, mɔn waab ɛ́ mapa?
28070a0055	Nɛghu ɛzɛ di nɛ ghwyil ɛdjɛ mɔn nyɔ, yɛ bɛ náá, mɔn waab ɛ́ su ɔɔ?
28070b00aa	Kwyii biyɔ, bɛmbee ɛ bot, di gu ɛdjɛ embɛɛ esonok nɛ bɔn bin, gwyata nɛ Sɛɛg'en di tɔ gwoo ɔ aapaadi ààdjɛ embɛɛ esonok nɛ mot aawaab nyɛ sonok ɔ!
28070c00aa	«Kanka ɛsa sok nɛ bɛsɔ bin esesɛɛ bi di ekwyɛl náá, bot sa bin yɛ ɛ. Deenek ɛ́ mɛkana mɛ etsi ɛ Moiiz nɛ yii bɛngoolel ɛ mɛkpa ɛ Zɛɛb di elyo.»
28070d009d	«Nika tɔ ɛbɛ ɛ ndjaa na maad-maad, etɛɛ náá, ze di eniigal mot pɛ dɛl ɛ ɛsyee ɛ, ye nɛ bɔk. Bɛtɛ nɛ bot dyeebakwyɛl ɛdhaŋ ɛ́ penek.
28070e00ad	Tin, guka náá, ɛbɛ ɛ ndjaa tak nɛ maad, bela náá, pɛ ze di edul bot pɛ ze tsik ɛ, ye nɛ pata. Étɛp tak ɛ́ di náá, bot ɛbuɛpe ààdyeebadu yɛ.»
28070f00b0	«Bi ɛ́ di nɛ etsoŋ nɛ bɛngoolel ɛ mɛkpa ɛ Zɛɛb yii mɛkɔŋ. Bɛ zyɛ pɛ daa len ɛ́, nɛ ɛzaaba dáa mɔn ɛ taa, ghuna bɛ ɛ́ eben, bɛ zosyel ɛ mya mɔɔ.
28071000af	Bi aagu bɛngoolel ɛ mɛkpa ɛ Zɛɛb yii mɛkɔŋ tak ɛ nɛ mɛfulu mɔɔ. Etɛɛ náá, bum le vin ààbɔ́kaa tɔ mɛkpak mɛ mɛgɔk nɛghu bum fiig kɔ le mɛgɔk.
2807110051	Etɛɛ náá, mbɛɛ le zodjɛ ɛ́ mbɛɛ bhum. Mbee le kadjɛ ɛ́ mbee bhum.
2807120064	Mbɛɛ le tok nɛ ghwyil ɛdjɛ mbee bhum. Tyee wat nɛ mbee le. Ye tok nɛ ghwyil djɛ mbɛɛ bhum.
280713005e	Ele djas di ààdjɛ bhum ɛ, ye goka ɛ́ nɛ ɛkwyalaa, bhii tak da ye ɛ́ mwasaa tɔ du.
2807140074	Étɛp tak ɛ́ di náá, bi aagu bɛngoolel ɛ mɛkpa ɛ Zɛɛb yii mɛkɔŋ tak ɛ́ nɛ embee mɛfulu mɔɔ.»
28071500a6	«Ye tok bot djas di djóo mɛ: “Ghɛŋ, Ghɛŋ!” ɔ, aani tɔ Ɛyoŋ ɛ di tɔ gwoo ɔ. Bot aani ɛ́, ye ɛ́ bot ɛ di esa ɛkwosak ɛ Saag'am di tɔ gwoo ɔ.
2807160139	É dwoo Zɛɛb aazɛpɛ́ɛ bot ɛ, bot ɛbuɛpe ɛ waake nɛ nam náá: “Ghɛŋ, Ghɛŋ”, ye ɛ́ nɛ din ɛ lɔ ɛ bis nadi bɛngoolel ɛ mɛkpa ɛ Zɛɛb! Etsal é? Ye ɛ́ nɛ din ɛ lɔ ɛ bis nadi esesɔ mɛlyeeb! Etsal é? Ye ɛ́ nɛ din ɛ lɔ ɛ bis nasa bɛtɛ nɛ endem e mɛbwala! Etsal é?
28071700ac	Tin, mɛ waalɛɛ nɛ nɔɔ é mis mɛ bot náá: “Mɛ nabɛ ààgu bin. Duska é mis mam, tɔ́ka ɛtsetaɛpe nɛ nam, biyɔ, bot ɛ di esa embee esesɛɛ ɔ!”»
28071800a5	«Gwakeka, mɛ pookolyaal bin mbi mot zyɛ pɛ daa lam ɔ. Nyɛ gwak mɛkpa mam, da nyɛ ɛ́ kɛ tyee tak ɔɔ, nyɛ ɛ́ mot etsoŋ di esum ndjaŋ'ɛ kɔ ɛkok ɔ.
28071900b2	Wɔ gwaa bhi zɛnee ɛbuɛpe, tyee bhyoŋ natuula nɛ ghuu na lyel-lyel ɛ, ye naanyuŋa é ndjaŋ'enek. Ààbik, etɛɛ náá, ndjaa tak nasumel ɛ́, ɛnyɔɛpe kɔ ɛkok.
28071a00b6	Tin, mot di egwak mɛkpa mam, da nyɛ ɛ́ kadi ààkɛ tyee mɛkpa mɛ tak di elɛɛ ɔ, nyɛ ɛ́ dáa ndjemet mot di esum ndjaa kɔ bɔs bɛsyɛ, ààwyɛl epap kɔ ɛkok ɔ.
28071b00a2	Dáa bhi nakanee ɛbuɛpe ɛ, tin, tyee bhyoŋ nakatuula ɛ, ghuu na lyel-lyel eezɛnyuŋa é epap e ndjaŋ'enek, epap eezɛbik “syɛɛɛ” é di tak wat.»
28071c0064	Dáa Yezu nasilal ɛlyo bɛmɛlyo mɛ ɛ, mɛdhuu mɛ bot naadyeebadjoka dáa nyɛ nadi elelyo ɛ.
28071d0084	Etɛɛ náá, nyɛ nabɛ ɛ́ ààlyo dáa bɛghaŋ ɛ mɛkana mɛ etsi nalelyo ɛ́, nyɛ nalelyo ɛ́, nɛ eghɛŋ ɛ Zɛɛb.
280801003f	Dáa Yezu nasul kɔ ɛtsok ɛ, zukamwaa nɛ mot naazɛdu nyɛ.
28080200e8	Tin, wɔ gwaa dhiiti mot nadi nɛ ɛbɛ́ ɛ zezam ɔ, zɛtiila pɛ daa lɛ. Nyɛ eezɛkwyit mɛboŋ si, zɛdjaala nɛ nɛ náá: «Ghɛŋ! Mɛ nɛ gu náá: wɔ kwyɛl ɔɔ, wɔ ɛ́ nɛ ghwyil ɛtsik mɛ, nyel'am bula dɛɛ.»
2808030092	Tin, Yezu eezɛsɛɛb mbɔ, mɛt nyɛ. Nyɛy nɛ nɛ náá: «Mɛ eekwyɛl. Tsaka!» É di tak wat, wɔ gwaa, ɛbɛ́ ɛ zezam mot'enɔk zɛsi.
2808040106	Bhii tak, Yezu ɛ boozɛke nɛ nɛ náá: «Gwaka mɛ ɛnyɔɛpe: Sa wɔ ààlɛɛ mot sa dhaa wak ɛ. Tɔ́a, kɛlyaal nyel pɛ daa bɛghaa-Zɛɛb, da wɔ ɛ́ kɛdjɛ esa e ɛgwyena dáa Moiiz nalyo ɛ, étɛp wɔ neelyaal bot djas náá, wɔ eetsak.»
28080500a8	Dáa Yezu nadi eni tɔ ghaada Kapɛlnaum ɛ, wɔ gwaa dhiiti kukuma tɔ lɔɔg esodja zɛzyɛ pɛ daa lɛ. Bhii tak, nyɛ eezɛke nɛ Yezu náá, nyɛ zɛkwyee nyɛ.
280806007d	Nyɛy nɛ nɛ náá: «Ghɛŋ, mot-mɛsa mam ngɔt ɛ́ ndjaasi pɛ ndjaŋ'am, nyɛ eezesɔɔb nyɛ ɛpebɛ́ ɛlyelɛpe.»
2808070048	Tin, Yezu eezɛbɔɔza nɛ nɛ náá: «Mɛ ɛpetɔ́, kɛtsik nyɛ.»
28080800cc	É di'enek, kukuma tɔ lɔɔg esodja binɔk eezɛbɔɔza nɛ nɛ náá: «Ghɛŋ, mam ɛ yam zɛ, wɔ neezɛni tɔ ndjaŋ'am. Ye goka ɛ́ náá, wɔ zolóo ɛkpa wat, étɛp mot-mɛsa mam neetsak.
