0100000006	Genezo
01080b00a7	Kaj revenis al li la kolombo en tempo vespera, kaj jen ĝi havis en sia buŝo deŝiritan folion de olivarbo; kaj Noa konvinkiĝis, ke la akvo malfortiĝis sur la tero.
01080c006c	Kaj li atendis ankoraŭ aliajn sep tagojn, kaj li ellasis la kolombon, kaj ĉi tiu jam ne plu revenis al li.
01080d00be	Kaj en la sescent-unua jaro, en la unua tago de la unua monato, forsekiĝis la akvo sur la tero; kaj Noa malfermis la tegmenton de la arkeo, kaj li vidis, ke sekiĝis la supraĵo de la tero.
01080e004d	Kaj en la dua monato, en la dudek-sepa tago de la monato, la tero elsekiĝis.
01080f001a	Kaj Dio diris al Noa jene:
010810005d	Eliru el la arkeo, vi kaj via edzino kaj viaj filoj kaj la edzinoj de viaj filoj kune kun vi;
01081100d1	ĉiujn bestojn, kiuj estas kun vi, el ĉiu karno, el la birdoj kaj brutoj, kaj el ĉiuj rampaĵoj, kiuj rampas sur la tero, elirigu kune kun vi; kaj ili moviĝu sur la tero kaj fruktu kaj multiĝu sur la tero.
0108120056	Kaj eliris Noa kaj liaj filoj kaj lia edzino kaj la edzinoj de liaj filoj kune kun li.
0108130078	Ĉiuj bestoj, ĉiuj rampaĵoj, kaj ĉiuj birdoj, ĉio, kio moviĝas sur la tero, laŭ siaj familioj, eliris el la arkeo.
010814008d	Kaj Noa konstruis altaron al la Eternulo, kaj li prenis el ĉiuj puraj brutoj kaj el ĉiuj puraj birdoj kaj oferis bruloferojn sur la altaro.
01081500e8	Kaj la Eternulo flaris la agrablan odoron, kaj la Eternulo diris en Sia koro: Mi ne plu malbenos la teron pro la homo, ĉar la penso de la homa koro estas malbona jam de lia juneco; kaj Mi ne batos plu ĉion vivantan, kiel Mi faris.
0108160083	De nun tiel longe, kiel la tero ekzistos, semado kaj rikoltado, malvarmo kaj varmo, somero kaj vintro, tago kaj nokto ne ĉesiĝos.
0109010061	Kaj Dio benis Noan kaj liajn filojn, kaj diris al ili: Fruktu kaj multiĝu, kaj plenigu la teron.
01090200c1	Kaj ili timu vin kaj tremu antaŭ vi, ĉiuj bestoj de la tero kaj ĉiuj birdoj de la ĉielo, ĉio, kio moviĝas sur la tero, kaj ĉiuj fiŝoj de la maro; en viajn manojn ili estas transdonitaj.
0109030063	Ĉio, kio moviĝas kaj vivas, servu al vi kiel manĝaĵo; kiel verdan herbon, Mi donis al vi ĉion.
0109040034	Nur karnon kune kun ĝia animo, la sango, ne manĝu.
01090500bd	Ankaŭ vian sangon kaj animon Mi repostulos, el la manoj de ĉiuj bestoj Mi ĝin repostulos, kaj el la manoj de homo, el la manoj de ĉiu homo pro lia frato Mi repostulos la animon de homo.
0109060076	Se iu verŝos sangon de homo, lia sango ankaŭ estos verŝita de homo; ĉar laŭ la bildo de Dio estas farita la homo.
0109070047	Kaj vi fruktu kaj multiĝu, moviĝadu sur la tero kaj multiĝu sur ĝi.
0109080038	Kaj Dio diris al Noa kaj al liaj filoj kune kun li jene:
0109090041	Jen Mi starigas Mian interligon kun vi kaj kun via idaro post vi;
01090a00ac	kaj kun ĉiu viva ekzistaĵo, kiu estas kun vi, el birdoj, el brutoj, kaj el ĉiuj bestoj de la tero kun vi, el ĉiuj, kiuj eliris el la arkeo, kun ĉiuj bestoj de la tero.
01090b008c	Kaj Mi starigas Mian interligon kun vi, ke ne ekstermiĝos plu ĉiu karno per akvo de diluvo, kaj ne estos plu diluvo, por pereigi la teron.
01090c00a4	Kaj Dio diris: Ĉi tio estas la signo de la interligo, kiun Mi metas inter Mi kaj inter vi kaj inter ĉiu viva ekzistaĵo, kiu estas kun vi, por eternaj generacioj:
01090d0059	Mian arkon Mi metas en la nubon, kaj ĝi estu signo de la interligo inter Mi kaj la tero.
01090e0048	Kaj kiam Mi venigos nubon super la teron, montriĝos la arko en la nubo;
01090f00a4	kaj Mi rememoros Mian interligon, kiu ekzistas inter Mi kaj vi kaj ĉiu viva ekzistaĵo el ĉiu karno, kaj la akvo ne fariĝos plu diluvo, por pereigi ĉiun karnon.
010910009c	Kaj la arko estos en la nubo; kaj Mi ĝin vidos, por memori pri la eterna interligo inter Dio kaj ĉiu viva ekzistaĵo el ĉiu karno, kiu estas sur la tero.
010911007e	Kaj Dio diris al Noa: Ĉi tio estas la signo de la interligo, kiun Mi starigis inter Mi kaj ĉiu karno, kiu estas sur la tero.
010912006e	Kaj la filoj de Noa, kiuj eliris el la arkeo, estis: Ŝem, Ĥam, kaj Jafet; kaj Ĥam estis la patro de Kanaan.
0109130053	Tio estis la tri filoj de Noa; kaj de ili diskreskis la tuta loĝantaro de la tero.
0109140041	Kaj Noa komencis terkultivan laboron kaj plantis vinberĝardenon.
0109150043	Kaj li trinkis el la vino kaj ebriiĝis, kaj nudiĝis en sia tendo.
0109160069	Kaj Ĥam, la patro de Kanaan, vidis la nudecon de sia patro, kaj li diris tion al siaj du fratoj ekstere.
01091700d9	Kaj Ŝem kaj Jafet prenis la veston kaj metis ĝin sur siajn ŝultrojn, kaj iris dorsdirekte kaj kovris la nudecon de sia patro; kaj iliaj vizaĝoj estis turnitaj malantaŭen, kaj la nudecon de sia patro ili ne vidis.
0109180055	Kaj Noa vekiĝis de sia ebrieco, kaj li sciiĝis, kiel agis kun li lia pli juna filo.
010919004f	Kaj li diris: Malbenita estu Kanaan; Sklavo de sklavoj li estu ĉe siaj fratoj.
01091a0048	Glorata estu la Eternulo, la Dio de Ŝem; Kaj Kanaan estu sklavo al ili;
01091b0059	Dio disvastigu Jafeton, Kaj li loĝu en la tendoj de Ŝem, Kaj Kanaan estu sklavo al ili.
01091c0034	Kaj Noa vivis post la diluvo tricent kvindek jarojn.
01091d0044	Kaj la tuta vivo de Noa estis naŭcent kvindek jaroj, kaj li mortis.
010a01006e	Jen estas la generaciaro de la filoj de Noa: Ŝem, Ĥam, kaj Jafet. Kaj naskiĝis al ili filoj post la diluvo.
010a020057	La filoj de Jafet: Gomer kaj Magog kaj Madaj kaj Javan kaj Tubal kaj Meŝeĥ kaj Tiras.
010a030036	Kaj la filoj de Gomer: Aŝkenaz kaj Rifat kaj Togarma.
010a04003e	Kaj la filoj de Javan: Eliŝa kaj Tarŝiŝ, Kitim kaj Dodanim.
010a050070	De ĉi tiuj dissemiĝis la insuloj da popoloj en siaj landoj, ĉiu laŭ sia lingvo, laŭ siaj gentoj kaj nacioj.
010a06003a	Kaj la filoj de Ĥam: Kuŝ kaj Micraim kaj Put kaj Kanaan.
010a070070	Kaj la filoj de Kuŝ: Seba kaj Ĥavila kaj Sabta kaj Raama kaj Sabteĥa; kaj la filoj de Raama; Ŝeba kaj Dedan.
010a080042	Kaj Kuŝ naskigis Nimrodon, kiu komencis esti potenca sur la tero.
010a09006f	Li estis potenca ĉasisto antaŭ la Eternulo; tial oni diras: Kiel Nimrod, potenca ĉasisto antaŭ la Eternulo.
010a0a0058	Kaj la komenco de lia regno estis Babel kaj Ereĥ kaj Akad kaj Kalne en la lando Ŝinar.
010a0b005d	El ĉi tiu lando li eliris en Asirion kaj konstruis la urbojn Nineve kaj Reĥobot kaj Kalaĥ,
010a0c003d	kaj Resen inter Nineve kaj Kalaĥ (ĝi estis la granda urbo).
010a0d0057	Kaj Micraim naskigis la Ludidojn kaj la Anamidojn kaj la Lehabidojn kaj la Naftuĥidojn
010a0e0059	kaj la Patrusidojn kaj la Kasluĥidojn (de kiuj devenis la Filiŝtoj) kaj la Kaftoridojn.
010a0f0039	Kaj de Kanaan naskiĝis Cidon, lia unuenaskito, kaj Ĥet,
010a100033	kaj la Jebusidoj kaj la Amoridoj kaj la Girgaŝidoj
010a11002d	kaj la Ĥividoj kaj la Arkidoj kaj la Sinidoj
010a12005b	kaj la Arvadidoj kaj la Cemaridoj kaj la Ĥamatidoj; kaj poste la gentoj Kanaanaj disiĝis.
010a130074	Kaj la limoj de la Kanaanidoj estis de Cidon ĝis Gerar kaj Gaza, ĝis Sodom kaj Gomora, Adma kaj Ceboim ĝis Laŝa.
010a140053	Tio estas la filoj de Ĥam laŭ siaj gentoj kaj lingvoj, en siaj landoj kaj nacioj.
010a150059	Naskiĝis infanoj ankaŭ al Ŝem, la patro de ĉiuj Eberidoj, pli maljuna frato de Jafet.
010a160041	La filoj de Ŝem: Elam kaj Aŝur kaj Arpaĥŝad kaj Lud kaj Aram.
010a170035	Kaj la filoj de Aram: Uc kaj Ĥul kaj Geter kaj Maŝ.
010a180043	Kaj al Arpaĥŝad naskiĝis Ŝelaĥ, kaj al Ŝelaĥ naskiĝis Eber.
010a190088	Kaj al Eber naskiĝis du filoj: la nomo de unu estis Peleg, ĉar dum lia vivo dividiĝis la tero; kaj la nomo de lia frato estis Joktan.
010a1a0045	Kaj al Joktan naskiĝis Almodad kaj Ŝelef kaj Ĥacarmavet kaj Jeraĥ
010a1b001e	kaj Hadoram kaj Uzal kaj Dikla
010a1c001e	kaj Obal kaj Abimael kaj Ŝeba
010a1d0045	kaj Ofir kaj Ĥavila kaj Jobab. Ĉiuj ĉi tiuj estis filoj de Joktan.
010a1e003e	Kaj ilia loĝloko estis de Meŝa ĝis Sefar, la orienta monto.
010a1f005a	Tio estas la filoj de Ŝem laŭ siaj gentoj kaj lingvoj, en siaj landoj, laŭ siaj nacioj.
010a200088	Tio estas la gentoj de la filoj de Noa, laŭ siaj generacioj, en siaj nacioj; kaj de ili disiĝis la popoloj sur la tero post la diluvo.
010b010037	Sur la tuta tero estis unu lingvo kaj unu parolmaniero.
010b020058	Kaj kiam ili ekiris de la oriento, ili trovis valon en la lando Ŝinar kaj tie ekloĝis.
010b0300a1	Kaj ili diris unu al alia: Venu, ni faru brikojn kaj ni brulpretigu ilin per fajro. Kaj la brikoj fariĝis por ili ŝtonoj, kaj la bitumo fariĝis por ili kalko.
010b0400a9	Kaj ili diris: Venu, ni konstruu al ni urbon, kaj turon, kies supro atingos la ĉielon, kaj ni akiru al ni gloron, antaŭ ol ni disiĝos sur la supraĵo de la tuta tero.
010b050058	Kaj la Eternulo malleviĝis, por vidi la urbon kaj la turon, kiujn konstruis la homidoj.
010b0600ab	Kaj la Eternulo diris: Jen estas unu popolo, kaj unu lingvon ili ĉiuj havas; kaj jen, kion ili komencis fari, kaj ili ne estos malhelpataj en ĉio, kion ili decidis fari.
010b07005e	Ni malleviĝu do, kaj Ni konfuzu tie ilian lingvon, por ke unu ne komprenu la parolon de alia.
010b080067	Kaj la Eternulo disigis ilin de tie sur la supraĵon de la tuta tero, kaj ili ĉesis konstrui la urbon.
010b0900a4	Tial oni donis al ĝi la nomon Babel, ĉar tie la Eternulo konfuzis la lingvon de la tuta tero kaj de tie la Eternulo disigis ilin sur la supraĵon de la tuta tero.
010b0a007e	Jen estas la generaciaro de Ŝem: Ŝem havis la aĝon de cent jaroj, kaj naskiĝis al li Arpaĥŝad, du jarojn post la diluvo.
010b0b0065	Kaj Ŝem vivis post la naskiĝo de Arpaĥŝad kvincent jarojn, kaj naskiĝis al li filoj kaj filinoj.
010b0c0045	Kaj Arpaĥŝad vivis tridek kvin jarojn, kaj naskiĝis al li Ŝelaĥ.
010b0d006c	Kaj Arpaĥŝad vivis post la naskiĝo de Ŝelaĥ kvarcent tri jarojn, kaj naskiĝis al li filoj kaj filinoj.
010b0e003a	Kaj Ŝelaĥ vivis tridek jarojn, kaj naskiĝis al li Eber.
010b0f0066	Kaj Ŝelaĥ vivis post la naskiĝo de Eber kvarcent tri jarojn, kaj naskiĝis al li filoj kaj filinoj.
010b10003d	Kaj Eber vivis tridek kvar jarojn, kaj naskiĝis al li Peleg.
010b110067	Kaj Eber vivis post la naskiĝo de Peleg kvarcent tridek jarojn, kaj naskiĝis al li filoj kaj filinoj.
010b120037	Kaj Peleg vivis tridek jarojn, kaj naskiĝis al li Reu.
010b130062	Kaj Peleg vivis post la naskiĝo de Reu ducent naŭ jarojn, kaj naskiĝis al li filoj kaj filinoj.
010b14003a	Kaj Reu vivis tridek du jarojn, kaj naskiĝis al li Serug.
010b150061	Kaj Reu vivis post la naskiĝo de Serug ducent sep jarojn, kaj naskiĝis al li filoj kaj filinoj.
010b16003a	Kaj Serug vivis tridek jarojn, kaj naskiĝis al li Naĥor.
010b170060	Kaj Serug vivis post la naskiĝo de Naĥor ducent jarojn, kaj naskiĝis al li filoj kaj filinoj.
010b18003f	Kaj Naĥor vivis dudek naŭ jarojn, kaj naskiĝis al li Teraĥ.
010b190068	Kaj Naĥor vivis post la naskiĝo de Teraĥ cent dek naŭ jarojn, kaj naskiĝis al li filoj kaj filinoj.
010b1a004d	Kaj Teraĥ vivis sepdek jarojn, kaj naskiĝis al li Abram, Naĥor, kaj Haran.
010b1b0071	Kaj jen estas la generaciaro de Teraĥ: al Teraĥ naskiĝis Abram, Naĥor, kaj Haran; kaj al Haran naskiĝis Lot.
010b1c0054	Kaj Haran mortis antaŭ sia patro Teraĥ en sia lando de naskiĝo, en Ur la Ĥaldea.
010b1d00ca	Kaj Abram kaj Naĥor prenis al si edzinojn; la nomo de la edzino de Abram estis Saraj, kaj la nomo de la edzino de Naĥor estis Milka, filino de Haran, kiu estis la patro de Milka kaj la patro de Jiska.
010b1e002f	Kaj Saraj estis senfrukta kaj ne havis infanon.
010b1f00ed	Kaj Teraĥ prenis sian filon Abram kaj sian nepon Lot, filo de Haran, kaj sian bofilinon Saraj, edzino de lia filo Abram; kaj ili eliris kune el Ur la Ĥaldea, por iri en la landon Kanaanan; kaj ili venis ĝis Ĥaran kaj enloĝiĝis tie.
010b20004e	Kaj Teraĥ atingis la aĝon de ducent kvin jaroj, kaj Teraĥ mortis en Ĥaran.
010c01008a	Kaj la Eternulo diris al Abram: Iru el via lando, el inter via parencaro, kaj el la domo de via patro, al la lando, kiun Mi montros al vi.
010c02005d	Kaj Mi faros vin granda popolo, kaj Mi benos vin kaj grandigos vian nomon, kaj vi estos beno.
010c03006e	Kaj Mi benos viajn benantojn, kaj viajn malbenantojn Mi malbenos, kaj beniĝos per vi ĉiuj gentoj de la tero.
010c04008b	Kaj Abram iris, kiel la Eternulo diris al li, kaj kun li iris Lot. Kaj Abram havis la aĝon de sepdek kvin jaroj, kiam li eliris el Ĥaran.
010c0500dc	Kaj Abram prenis sian edzinon Saraj kaj sian nevon Lot, kaj ilian tutan havon, kiun ili akiris, kaj la homojn, kiujn ili akiris en Ĥaran; kaj ili eliris, por iri al la lando Kanaana; kaj ili venis en la landon Kanaanan.
010c060072	Kaj Abram trapasis la landon ĝis la loko Ŝeĥem, ĝis la kverko More; kaj la Kanaanidoj tiam loĝis en la lando.
010c070090	Kaj la Eternulo aperis al Abram, kaj diris: Al via idaro Mi donos ĉi tiun teron. Kaj li konstruis tie altaron al la Eternulo, kiu aperis al li.
010c0800df	Kaj de tie li transloĝiĝis al la monto, kiu estas oriente de Bet-El, kaj aranĝis sian tendon tiamaniere, ke Bet-El estis okcidente kaj Aj oriente; kaj li konstruis tie altaron al la Eternulo kaj preĝadis al la Eternulo.
010c09002a	Kaj Abram iris pluen, ĉiam pluen al sudo.
010c0a0087	Kaj estis malsato en la lando. Kaj Abram malsupreniris Egiptujon, por tie loĝi kelktempe, ĉar malfacila estis la malsato en la lando.
010c0b0075	Kaj kiam li estis jam proksime de Egiptujo, li diris al sia edzino Saraj: Mi scias ja, ke vi estas virino belaspekta;
010c0c006d	kaj kiam la Egiptoj vin vidos, ili diros: Tio estas lia edzino; kaj ili mortigos min, kaj vin ili lasos viva.
010c0d0067	Diru do, ke vi estas mia fratino, por ke al mi estu bone pro vi kaj por ke mia animo restu viva pro vi.
010c0e004e	Kaj kiam Abram venis Egiptujon, la Egiptoj vidis, ke la virino estas tre bela;
010c0f007c	kaj vidis ŝin la eminentuloj de Faraono, kaj ili laŭdis ŝin al Faraono; kaj oni prenis la virinon en la domon de Faraono.
010c100084	Kaj al Abram estis bone pro ŝi, kaj li havis ŝafojn kaj bovojn kaj azenojn kaj sklavojn kaj sklavinojn kaj azeninojn kaj kamelojn.
010c110060	Kaj la Eternulo punis per grandaj suferoj Faraonon kaj lian domon pro Saraj, la edzino de Abram.
010c12006d	Kaj Faraono alvokis Abramon, kaj diris: Kion vi faris al mi? kial vi ne diris al mi, ke ŝi estas via edzino?
010c13007c	kial vi diris: Ŝi estas mia fratino? Kaj mi prenis ŝin al mi kiel edzinon. Kaj nun jen estas via edzino; prenu kaj foriru.
010c140063	Kaj Faraono ordonis pri li al homoj, kaj ili forkondukis lin kaj lian edzinon kaj lian tutan havon.
010d01007f	Kaj Abram supreniris el Egiptujo, li kaj lia edzino, kaj ĉio, kio estis kun li, kaj kun li ankaŭ Lot, direktante sin al sudo.
010d020037	Kaj Abram estis tre riĉa je brutoj, arĝento, kaj oro.
010d030072	Kaj li daŭrigis sian migradon de sudo ĝis Bet-El, ĝis la loko, kie antaŭe estis lia tendo inter Bet-El kaj Aj,
010d040059	al la loko de la altaro, kiun li tie faris antaŭe; kaj Abram tie preĝis al la Eternulo.
010d050049	Kaj ankaŭ Lot, kiu iris kun Abram, havis ŝafojn kaj bovojn kaj tendojn.
010d06006c	Kaj ne sufiĉis por ili la tero, ke ili loĝu kune, ĉar ilia havo estis granda kaj ili ne povis loĝi kune.
010d07009d	Kaj estis malpaco inter la paŝtistoj de la brutaro de Abram kaj la paŝtistoj de la brutaro de Lot; kaj la Kanaanidoj kaj Perizidoj tiam loĝis en la lando.
010d08007c	Kaj Abram diris al Lot: Ne estu malpaco inter mi kaj vi kaj inter miaj paŝtistoj kaj viaj paŝtistoj, ĉar ni estas fratoj.
010d090088	La tuta tero estas ja antaŭ vi; apartiĝu do de mi: se vi iros maldekstren, mi iros dekstren; se vi iros dekstren, mi iros maldekstren.
010d0a00d0	Kaj Lot levis siajn okulojn kaj vidis, ke la tuta ĉirkaŭaĵo de Jordan, antaŭ ol la Eternulo pereigis Sodomon kaj Gomoran, tuta estas akvumata kiel ĝardeno de la Eternulo, kiel la lando Egipta, ĝis Coar.
010d0b0073	Kaj Lot elektis al si la tutan ĉirkaŭaĵon de Jordan; kaj Lot ekiris orienten; kaj ili apartiĝis unu de la alia:
010d0c0080	Abram enloĝiĝis en la lando Kanaana, kaj Lot enloĝiĝis en la urboj de la ĉirkaŭaĵo kaj starigis siajn tendojn ĝis Sodom.
010d0d004c	Kaj la loĝantoj de Sodom estis malbonaj kaj tre pekaj kontraŭ la Eternulo.
010d0e00af	Kaj la Eternulo diris al Abram, post kiam Lot apartiĝis de li: Levu viajn okulojn, kaj rigardu de la loko, sur kiu vi nun estas, norden kaj suden kaj orienten kaj okcidenten;
010d0f004f	ĉar la tutan teron, kiun vi vidas, Mi donos al vi kaj al via idaro por eterne.
010d100079	Kaj Mi faros vian idaron kiel polvo de la tero; se iu povos kalkuli la polvon de la tero, li kalkulos ankaŭ vian idaron.
010d11004d	Leviĝu, trairu la landon laŭlonge kaj laŭlarĝe, ĉar al vi Mi ĝin donos.
010d12008f	Kaj Abram forprenis sian tendon, kaj iris kaj ekloĝis en la arbareto Mamre, kiu estas en Ĥebron; kaj li konstruis tie altaron al la Eternulo.
010e010082	Kaj estis en la tempo de Amrafel, reĝo de Ŝinar, Arjoĥ, reĝo de Elasar, Kedorlaomer, reĝo de Elam, kaj Tidal, reĝo de Gojim;
010e0200a9	ili faris militon kontraŭ Bera, reĝo de Sodom, kaj Birŝa, reĝo de Gomora, Ŝinab, reĝo de Adma, kaj Ŝemeber, reĝo de Ceboim, kaj la reĝo de Bela, kiu estas Coar.
010e030045	Ĉiuj ĉi tiuj kunvenis en la valo Sidim, kiu nun estas la Sala Maro.
010e04004b	Dek du jarojn ili servis al Kedorlaomer, kaj en la dek-tria ili ribeliĝis.
010e0500bd	Kaj en la dek-kvara jaro venis Kedorlaomer, kaj la reĝoj, kiuj estis kun li, kaj ili venkobatis la Rafaidojn en Aŝterot-Karnaim, kaj la Zuzidojn en Ham, kaj la Emidojn en Ŝave-Kirjataim,
010e06004d	kaj la Ĥoridojn sur ilia monto Seir ĝis El-Paran, kiu estas ĉe la dezerto.
010e0700a2	Kaj ili reiris kaj venis al En-Miŝpat, kiu estas Kadeŝ, kaj venkobatis la tutan kampon de la Amalekidoj, kaj ankaŭ la Amoridojn, kiuj loĝis en Ĥacacon-Tamar.
010e0800ba	Kaj eliris la reĝo de Sodom kaj la reĝo de Gomora kaj la reĝo de Adma kaj la reĝo de Ceboim, kaj la reĝo de Bela, kiu estas Coar, kaj komencis batalon kontraŭ ili en la valo Sidim,
010e090095	kontraŭ Kedorlaomer, reĝo de Elam, kaj Tidal, reĝo de Gojim, kaj Amrafel, reĝo de Ŝinar, kaj Arjoĥ, reĝo de Elasar; kvar reĝoj kontraŭ kvin.
010e0a0093	Kaj en la valo Sidim estis multe da bitumaj kavoj; kaj la reĝoj de Sodom kaj Gomora forkuris kaj falis tien, kaj la restintoj kuris sur la monton.
010e0b005d	Kaj ili prenis la tutan havon de Sodom kaj Gomora kaj ilian tutan manĝeblaĵon, kaj foriris.
010e0c005e	Ili prenis Loton, la nevon de Abram, kaj lian havon, ĉar li loĝis en Sodom, kaj ili foriris.
010e0d00aa	Kaj venis forsaviĝinto kaj diris al Abram la Hebreo, kiu loĝis en la arbareto de Mamre la Amorido, frato de Eŝkol kaj frato de Aner, kiuj estis en interligo kun Abram.
010e0e0092	Kaj Abram aŭdis, ke lia frato estas kaptita, kaj li elkondukis siajn ekzercitojn, naskitajn en lia domo, tricent dek ok, kaj persekutis ĝis Dan.
010e0f0097	Kaj li dividis sin kontraŭ ili en la nokto, li kaj liaj domanoj, kaj venkobatis ilin, kaj persekutis ilin ĝis Ĥoba, kiu estas maldekstre de Damasko.
010e10007f	Kaj li revenigis la tutan havon, kaj ankaŭ sian fraton Lot kaj lian havon li revenigis, kaj ankaŭ la virinojn kaj la popolon.
010e1100a6	Kaj la reĝo de Sodom eliris al li renkonte, kiam li revenis, venkinte Kedorlaomeron kaj la reĝojn, kiuj estis kun li, en la valon Ŝave, kiu estas Valo de la Reĝo.
010e12005b	Kaj Melkicedek, reĝo de Salem, elportis panon kaj vinon. Li estis pastro de Dio Plejsupra.
010e130064	Kaj li benis lin kaj diris: Benata estu Abram de Dio Plejsupra, la Kreinto de la ĉielo kaj la tero;
010e140079	kaj benata estu Dio Plejsupra, kiu transdonis viajn malamikojn en viajn manojn. Kaj Abram donis al li dekonaĵon el ĉio.
010e150055	Kaj la reĝo de Sodom diris al Abram: Donu al mi la homojn, kaj la havon prenu al vi.
010e16007d	Kaj Abram diris al la reĝo de Sodom: Mi levas mian manon al la Eternulo, Dio Plejsupra, la Kreinto de la ĉielo kaj la tero,
010e170075	ke eĉ fadenon aŭ rimenon de ŝuo mi ne prenos el ĉio, kio apartenas al vi, por ke vi ne diru: Mi riĉigis Abramon;
010e18008b	escepto estos nur tio, kion manĝis la junuloj, kaj la parto de la homoj, kiuj iris kun mi: Aner, Eŝkol, kaj Mamre; ili prenu sian parton.
