2800000007	Mataayo
28051d00f4	Mmbe, arɨɨbhɨ iriisʉ ryazʉ ryu ubhuryʉ rɨragirya okore ʉbhʉbhɨ, ryihɨ ʉrɨtaashɨ kore. Nɨ‑hakɨrɨku usikɨrɨ mʉbhʉhʉru bhwa kemerano na riisʉ rɨmwɨ, kʉkɨra kʉbha ni ibhiimʉ bhyʉsi na ʉkataashwa momorero gwa nyaari.
28051e00ee	No okobhoko kwazʉ ku ubhuryʉ kʉragirya okore ʉbhʉbhɨ, ʉkʉtɨnɨ ʉkʉtaashɨ kore. Nɨ‑hakɨrɨku usikɨrɨ mʉbhʉhʉru bhwa kemerano no okobhoko kʉmwɨ, kʉkɨra kʉbha na amabhoko abhɨrɨ na ʉkarekerwa momorero gwa nyaari.
28051f0086	“Na mwigwirɨ umugirʉ gʉnʉ gwagambirwɨ kʉbha, ‘Ʉmʉʉtʉ wʉnʉ akʉtaana na mʉkaazɨ, amohe ɨnyarʉbha yʉ ʉkʉtaana.’
28052000e7	Nawe inyɨ nɨrabhabhʉʉrɨra, ʉmʉʉtʉ wʉnʉ akutiga mʉkaazɨ, ɨtarɨ igʉrʉ wɨ ɨtaarʉ, arakora ʉmʉkari waazɨ kʉbha musimbɨ. Na wʉwʉʉsi wʉnʉ araakwɨrɨ ʉmʉkari wʉnʉ atigirwɨ, wʉʉsi nɨ‑mʉsɨbhɨɨti.
280521009a	“Mwigwirɨ umugirʉ, chɨmbu abhaatʉ bhɨ ɨkarɨ bhaabhuuriirwɨ, ‘Mutiirahɨra ʉrʉrɨmɨ, nawe mokorere Ʉmʉkʉrʉ gʉʉsi ganʉ mwirahiirɨ.’
280522008f	Nawe inyɨ nɨrabhabhʉʉrɨra, mʉtagema kwirahɨra! Mutiirahɨra nʉʉrʉ kwa risaarʉ, kʉ kʉbha necho ikitumbɨ chɨ ɨkɨtɨmi cha Mungu.
28052300cf	Hamwɨ mutiirahɨra kʉʉsɨ yɨnʉ, kʉ kʉbha neho hʉ ʉkʉtʉʉra amagʉrʉ gaazɨ. Mutiirahɨra nʉʉrʉ kʉrʉbhɨri rwa Yɨrusarɨɨmu, kʉ kʉbha nerwe ʉrʉbhɨri rwʉ Ʉmʉtɨmi ʉmʉkʉrʉ, Mungu.
2805240084	Naabha mutiirahɨra kumitwɨ janyu, kʉ kʉbha mʉtakʉtʉra kuchʉra nʉʉrʉ uruzwɨrɨ rʉmwɨ rʉbhɨ rwɨrʉ hamwɨ rwirabhuru.
28052500b4	Arɨɨbhɨ muriisirirya ‘Hee,’ ɨbhɨ amaheeneheene, arɨɨbhɨ mʉraanga ‘Zɨyi,’ ɨbhɨ maheene zɨyi. Amangʼana agandɨ ganʉ mukwongera, gararwa kʉmʉbhɨ, Shɨtaani.
2805260064	“Mwigwirɨ umugirʉ gʉnʉ gwagambirwɨ kʉbha, ‘Iriisʉ kwi iriisʉ, ni iriinʉ kwi iriinʉ.’
28052700b2	Nawe inyɨ nɨrabhabhʉʉrɨra, mʉtarɨhanʼya amabhɨ ʉmʉʉtʉ wʉnʉ abhakʉrɨɨrɨ amabhɨ. Nawe ʉmʉʉtʉ areekoteme kʉʉrʉsa rwu ubhuryʉ, muchʉrɨrɨ nʉ ʉrʉndɨ.
2805280058	Nʉ ʉmʉʉtʉ arɨɨkʉgambɨ korereke agege ɨshadi yaazʉ, mutigɨrɨ nɨ ɨkabhuuti.
280529009b	Arɨɨbhɨ ʉmʉʉtʉ arɨɨkʉhatɨkɨ kogega umurigʉ gwazɨ kuhika kogenda matambʉka kɨkwɨ kɨmwɨ, awɨ nuujɨ nawe matambʉka bhɨkwɨ bhɨbhɨrɨ.
28052a005a	Ʉmʉʉtʉ araakʉsabhɨ ekegero, mohe. Nʉ ʉmʉʉtʉ arɨɨsabhɨ omokopeshe, ʉtamwima.
28052b006b	“Mwigwirɨ yagambirwɨ kʉbha, ‘Ʉmʉsɨɨgɨ nyarʉbhɨri waazʉ, na ubhiihirirwɨ umubhisa waazʉ.’
28052c0073	Nawe inyɨ nɨrabhabhʉʉrɨra, mʉbhasɨɨgɨ abhabhisa bhaanyu, na mʉbhɨ mʉrasabhɨra bhanʉ bhakʉbhanyaacha.
28052d00bc	Mmbe, mokorebhu, korereke mʉbhɨ ncha Wuusʉ wa mwisaarʉ. Ewe ahaabhanzɨra iryʉbha abhaatʉ abhazʉmu na abhabhɨ. Na ahaatwekerya imbura abhaatʉ bhe eheene na bhanʉ bhataana eheene.
28052e0093	Nangʉ mʉraasɨɨgɨ bhanʉ bhabhasɨɨgirɨ abheene, mʉrabhona bhwerakɨ? Nʉʉrʉ abhabhɨ ncha abharihya bha rigʉʉti bhʉʉsi bhahaakorabhu.
28052f00c7	Na arɨɨbhɨ mʉrakeerya abhakɨndichanyu abheene, mʉrabha mʉrakora ingʼanakɨ rɨnʉ rɨkʉkɨra abhandɨ? Nʉʉrʉ abhaatʉ bhanʉ bhatɨɨzɨ Mungu, bhʉʉsi bhahaabhakeerya abhakɨndichabhʉ.
2805300039	Mmbe, mʉbhɨ bharonge, chɨmbu Wuusʉ wa mwisaarʉ arɨ.
28060100a8	“Mwangarɨrɨ! Mʉtakora amahocha amazʉmu korereke abhaatʉ bhabharore. Nawe mʉraakorebhu, mʉtakʉsʉngʼaana ʉmʉbhanʉ gwʉgwʉsi kurwa kwa Wuusʉ wa mwisaarʉ.
28060200ab	“Mmbe, hanʉ ʉkʉsakirya ʉmʉhabhɨ, ʉtaraarɨka kɨnʉ okokora. Ʉtakora chɨmbu abhabhɨɨhi bhahaakora mʉmarwazɨrʉ na kʉnzɨra korereke abhaatʉ bhabhagʉngɨ.
28060300c6	Nɨrabhabhʉʉrɨra amaheene, ebho bhamarirɨ kʉsʉngʼaana ʉmʉbhanʉ gwabhʉ. Nawe hanʉ ʉkʉsakirya ʉmʉʉtʉ, okobhoko kwazʉ kwʉ ʉbhʉmʉsi kʉtamenya ganʉ okobhoko ku ubhuryʉ kokokora,
2806040077	korereke ʉbhʉsakirya bhwazʉ bhʉbhɨ bhwa mbisi. Oreekorebhu, Wuusʉ wʉnʉ ahaarora ganʉ giibhisirɨ, arakʉsamba.
28060500f7	“Na hanʉ mʉkʉsabha, mʉtabha ncha abhabhɨɨhi. Ebho bhahaasɨɨga kʉsabha bhiimiiriirɨ mʉmarwazɨrʉ na rusizʉ wɨ ɨnzɨra korereke abhaatʉ bhabharore. Nɨrabhabhʉʉrɨra amaheene, bhamarirɨ kʉsʉngʼaana ʉmʉbhanʉ gwabhʉ gwʉsi.
28060600ae	Nawe awɨ hanʉ ʉkʉsabha, usikɨrɨ ɨgatɨ na wiigarɨ ikisikʉ. Akʉmara ʉsabhɨ kwa Wuusʉ wʉnʉ atakororekana. Na Wuusʉ wʉnʉ ahaarora ganʉ giibhisirɨ, arakutuha.
280607009a	“Hanʉ mʉkʉsabha, mʉtabha mʉraparʉkaparʉka ncha abhaatʉ bhanʉ bhatɨɨzɨ Mungu. Ebho bhahiiseega kʉbha bhariigwa igʉrʉ wa amangʼana amaaru.
2806080066	Mʉtatuubhana na bhayo, kʉ kʉbha Wuusʉ amɨnyirɨ ganʉ mukwenda, nʉʉrʉ mʉkɨɨrɨ kʉmʉsabha.
280609007a	Mmbe imwɨ mʉsabhɨbhu: ‘Bhaabha wɨɨtʉ wʉnʉ uri mwisaarʉ, iriina ryazʉ rikumibhwɨ. Ʉbhʉtɨmi bhwazʉ bhuuzɨ.
28060a0041	Ubhwɨndi bhwazʉ bhokorwe mʉʉsɨ hanʉ, chɨmbu mwisaarʉ iyo.
28060b0030	Otohe reero ibhyakurya bhyɨtʉ bhya kɨrakabhu.
28060c005f	Otobheerere ʉbhʉbhɨ bhwɨtʉ, chɨmbu na niitwɨ tʉkʉbhabheerera bhanʉ bhatʉsaririiryɨ.
28060d00a4	Ʉtatusikirya mubhitiimotiimo, nawe ʉtʉsabhʉrɨ nʉ ʉmʉbhɨ wurya, [kʉ kʉbha ʉbhʉtɨmi, na zinguru, nu ubhukumibhwa, ni‑bhyazʉ kemerano. Garamɨ!]’”
28060e0082	Yɨɨsu akangʼeha kʉgamba, “Arɨɨbhɨ mʉrabheerera abhaatʉ ʉbhʉbhɨ bhwabhʉ, imwʉsi Wuusʉ wa mwisaarʉ arabhabheerera.
28060f0076	Nawe mʉraatamɨ kobheerera abhaatʉ amabhɨ gaabhʉ, na niimwɨ Wuusʉ wa mwisaarʉ atakʉbhabheerera amabhɨ gaanyu.
280610010d	“Hanʉ mukwiyima kurya, ubhushʉ bhwanyu bhoteerekanʼya kurumɨka chɨmbu abhabhɨɨhi bhahaakora. Ebho bhahaakikinyara ubhushʉ bhwabhʉ korereke abhaatʉ bharore kʉbha bhiiyimirɨ kurya. Nɨrabhabhʉʉrɨra amaheene, bhamarirɨ kʉsʉngʼaana ʉmʉbhanʉ gwabhʉ.
2806110054	Nawe awɨ hanʉ ukwiyima ukurya, wiisaabhɨ ubhushʉ na wisisityɨ amaguta mumutwɨ,
2806120082	korereke abhaatʉ bhatamenya kʉbha wiiyimirɨ kurya. Wuusʉ wʉnʉ atakororekana, wʉnʉ ahaarora ganʉ giibhisirɨ, arakʉsamba.
2806130088	“Mutiibhɨɨkɨra ikibhumbɨkʉ mʉʉsɨ, hanʉ amasɨrɨbhɨ ni ikutu bhɨhaasarya, na abhiibhi bharaasha zinyumba korereke bhiibhɨ.
2806140088	Nawe mwibhɨɨkɨrɨ ikibhumbɨkʉ mwisaarʉ, ɨnʉ amasɨrɨbhɨ ni ikutu bhɨtakʉsarya na hanʉ abhiibhi bhatakwasha nʉʉrʉ kwibha.
2806150049	Hʉhʉʉsi hanʉ ikibhumbɨkʉ chazʉ kɨrɨ, neho ne ekoro yaazʉ ɨrɨ.
2806160076	“Amɨɨsʉ nego ɨkɨmʉrɨ chʉ ʉmʉbhɨrɨ. Arɨɨbhɨ mahʉru, ʉmʉbhɨrɨ gwazʉ gwʉsi gʉrabha nu ubhwɨrʉ.
28061700d0	Nawe arɨɨbhɨ amɨɨsʉ gaazʉ marwɨrɨ, ʉmʉbhɨrɨ gwazʉ gwʉsi gʉrabha kiirimya. Mmbe, ubhwɨrʉ bhʉnʉ bhʉrɨ mʉmʉbhɨrɨ bhuriichʉrɨ kʉbha ikiirimya, kɨrabha kiirimya kɨhaari bhʉkʉngʼu!
2806180103	“Atareeho ʉmʉʉtʉ wʉnʉ akʉtʉra kohokerya abhakʉrʉ bhabhɨrɨ, kʉ kʉbha aratʉra kubhiihirirwa ʉwʉmwɨ na kʉsɨɨga ʉwʉndɨ, hamwɨ kugwatana nʉ ʉwʉmwɨ na korega ʉwʉndɨ. Na niimwɨ, mʉtakʉtʉra kohokerya Mungu ne ebhegero hamwɨmwɨ!
28061900d2	“Mmbe nɨrabhabhʉʉrɨra, mʉtanyaakɨra ubhwikari bhwanyu kʉbha mʉraryakɨ, hamwɨ mʉranywakɨ, hamwɨ muriibhohakɨ. Awɨɨ, ubhwikari bhʉtakʉkɨra ibhyakurya, nʉ ʉmʉbhɨrɨ gʉtakʉkɨra zengebho?
28061a00bb	Morore ibhinyunyi. Bhɨtakʉhamba na bhɨtakogesa na kʉbhɨɨka mʉkɨtara. Nawe, Wuusʉ wa mwisaarʉ, ahaabhiriisha. Awɨɨ, imwɨ mʉtaana ubhwera bhʉkʉrʉ kʉkɨra ibhinyunyi bhiyo?
28061b0069	Wɨɨwɨ gatɨ waanyu aratʉra kwiyongera nʉʉrʉ ɨɨsa yɨmwɨ mubhwikari bhwazɨ kukwinyaacha kwazɨ?
28061c007e	“Kwakɨ muriinyaacha igʉrʉ wa zengebho? Morore chɨmbu ɨbhɨbharyʉ bhekomera. Bhɨtakokora meremo nʉʉrʉ bhɨtakutuma.
28061d008b	Nawe nɨrabhabhʉʉrɨra, nʉʉrʉ ʉmʉtɨmi Sɨrɨmaani nu ubhuniibhi bhwazɨ bhwʉsi, atiibhʉhirɨ bhwaheene nchɨ ɨbhɨbharyʉ bhiyo!
28061e00d1	Arɨɨbhɨ Mungu ariibhohya bhwaheenebhu ɨbhɨbharyʉ bhya mwitɨrɨgʉ bhɨnʉ reero bhereho na tabhʉʉri bhɨrataashwa momorero, nangʉ aratamabhwɨ kubhiibhohya imwɨ, abhaatʉ bhu ubhwisirirya ubhusuuhu?
28061f0069	“Mmbe mʉtabha na makɨbhwɨ muriibhuurya, ‘Tʉraryakɨ? Tʉranywakɨ?’ hamwɨ ‘Turiibhohakɨ?’
2806200086	Amangʼana gayo gʉʉsi, bharaganyaakɨra abhaatʉ bhanʉ bhatɨɨzɨ Mungu. Wuusʉ wa mwisaarʉ ɨɨzɨ kʉbha moreenda gʉʉsi gayo.
2806210075	Nawe momohye hinga ʉbhʉtɨmi bhwa Mungu na kokora amangʼana ge eheene, na agandɨ gayo gʉʉsi arabhoongereererya.
280622007c	Mmbe, mutiinyaacha igʉrʉ wa tabhʉʉri, kʉ kʉbha tabhʉʉri iriinyaakɨra iyeene. Zɨnyaakʉ za reero ziriisa kwa reero.
2807010040	“Mʉtatɨnɨra abhandɨ, korereke mʉtaaza kutinirwa na Mungu.
280702007e	Chɨmbu mʉkʉtɨnɨra abhandɨ, nɨmbu imwʉsi mʉraatinirwɨ. Ne ekerengo kɨnʉ mokorengera abhandɨ, necho mʉraarengerwe.
2807030085	“Ndora ʉrarora ekebhereera kɨnʉ kiri muriisʉ ryʉ ʉmʉkɨndichazʉ, nawe ʉtakorora ɨkɨtɨnɨka kɨnʉ kiri muriisʉ ryazʉ?
2807040099	Kisha ʉratʉrabhwɨ kʉbhʉʉrɨra ʉmʉkɨndichazʉ, ‘Tiga nikuruushɨ ekebhereera muriisʉ ryazʉ,’ nawe ʉtakorora ɨkɨtɨnɨka muriisʉ ryazʉ?
2807050099	Ʉmʉbhɨɨhi awɨ! Ruusha hinga ɨkɨtɨnɨka muriisʉ ryazʉ. Neho ʉkʉtʉra korora bhwaheene na kuruusha ekebhereera muriisʉ ryʉ ʉmʉkɨndichazʉ.
28070600a4	“Mʉtaha zimbwa ebhegero ɨbhɨrɨndu, korereke zɨtaaza kwichʉra zɨbhanyamʉrɨ. Na mʉtataashirya zingurubhɨ ebhegero bhyu ubhwera, zɨtaaza kʉbhɨtazataza.
2807070077	“Mʉsabhɨ Mungu, na niimwɨ mʉrahaabhwa. Momohye, na niimwɨ mʉrabhona. Muhunɨ ikisikʉ, na niimwɨ muriigurirwa.
280708006c	Wʉwʉʉsi wʉnʉ akʉsabha, arahaabhwa. Wʉnʉ akomohya, arabhona, na wʉnʉ akuhuna ikisikʉ, ariigurirwa.
2807090060	“Nangʉ, wɨɨwɨ gatɨ waanyu, wʉnʉ umwana waazɨ araasabhɨ ʉmʉkaatɨ, aramoha riibhwɨ?
28070a0029	Hamwɨ araasabhɨ iiswɨ, aramoha enzoka?
28070b00a6	Arɨɨbhɨ imwɨ abhabhɨ, mwɨzɨ kʉbhaha abhaana bhaanyu ebhegero ɨbhɨzʉmu. Wuusʉ wa mwisaarʉ atakʉtʉra kʉbhaha amazʉmu kʉkɨraho, bhanʉ bhakʉmʉsabha?
28070c007d	“Mmbe, mokorere abhandɨ ganʉ mukwenda mokorerwe. Yiyo neyo enzobhooro yi imigirʉ ja Musa na amiija ga abharʉʉtɨrɨri.
28070d00ae	“Musikɨrɨ kʉhɨtɨra ikisikʉ ikigutɨ. Ikishoko ɨkɨgarɨ nɨ ɨnzɨra ɨngarɨ bhiyo bhɨrahira ʉmʉʉtʉ kurichwa. Abhaatʉ bhanʉ bhakʉhɨtɨra iyo, nɨ‑bhaaru.
28070e0090	Nawe ikishoko kɨnʉ kikwerekera kʉbhʉhʉru, ni‑kigutɨ, nɨ ɨnzɨra yu ukwerekera iyo, ni‑ngutɨ. Na bhanʉ bhakoyerora, nɨ‑bhasuuhu.
28070f0091	“Mwiyangarɨrɨ na abharʉʉtɨrɨri bhʉ ʉrʉrɨmɨ. Hanʉ bhakubhaazaku, bhararorekana ncha zɨngʼʉndu, nawe nɨ‑bhahaari ncha zisuuzɨ.
2807100084	Mʉrabhamenya kumisumʉ jabhʉ. Awɨɨ abhaatʉ bhahaatwa zɨzabhiibhu kʉmɨtɨ ja amahwa, hamwɨ imisumʉ ju umutiini komesonkoma?
280711006d	Ʉmʉtɨ ʉmʉzʉmu gwahiibhʉra imisumʉ ɨmɨzʉmu, nawe ʉmʉtɨ ʉmʉbhɨ guhiibhʉra imisumʉ ɨmɨbhɨ.
2807120083	Ʉmʉtɨ ʉmʉzʉmu gʉtakʉtʉra kwibhʉra imisumʉ ɨmɨbhɨ, nʉ ʉmʉtɨ ʉmʉbhɨ gʉtakʉtʉra kwibhʉra imisumʉ ɨmɨzʉmu.
280713005d	Ɨmɨtɨ jʉsi gɨnʉ gɨtakwibhʉra imisumʉ ɨmɨzʉmu, gɨhaatinwa na kʉtaashwa momorero.
2807140053	Ɨbhuɨbhu na abharʉʉtɨrɨri bhʉ ʉrʉrɨmɨ, mʉrabhamenya kʉmahocha gaabhʉ.
28071500c7	“Ɨtarɨ bhaatʉ bhʉʉsi bhanʉ bhakʉmbʉʉrɨra, ‘Ʉmʉkʉrʉ, Ʉmʉkʉrʉ,’ bharasikɨra mʉbhʉtɨmi bhwa mwisaarʉ. Nawe nɨ‑bhanʉ bhakokora ubhwɨndi bhwa Bhaabha waanɨ wa mwisaarʉ.
28071600dc	Urusikʉ rwɨ ɨtɨnɨrʉ rʉraahikɨ, bhaaru bharaaza kʉmbʉʉrɨra, ‘Ʉmʉkʉrʉ, Ʉmʉkʉrʉ! Tʉkarootorera kuriina ryazʉ, tʉkaheebha amasambwa kuriina ryazʉ, na tʉkakora ɨbhɨsɨgʉ bhyaru kuriina ryazʉ.’
2807170075	Neho nɨraabhabhʉʉrɨrɨ, ‘Nɨtabhɨɨzɨ nʉʉrʉ hasuuhu! Mundwɨrɨ hanʉ, imwɨ abhakʉri bhʉ ʉbhʉbhɨ!’
280718009b	“Mmbe, ʉmʉʉtʉ wʉwʉʉsi wʉnʉ akwigwa amangʼana gaanɨ na kʉgakora, aangɨ ʉmʉʉtʉ wa amangʼɨɨni wʉnʉ ʉmbakirɨ inyumba yaazɨ kwitarɨ.
28071900c8	Rusikʉ rʉmwɨ, imbura ikatweka, amanzi gakarembeera igʉrʉ, nʉ ʉmʉkama ʉmʉhaari gʉkahuuta na kusukuma inyumba yaazɨ. Nawe ɨtaagwirɨ, kʉ kʉbha ʉbhʉrʉsa bhwaku bhʉkʉʉmbakwa kwitarɨ.
28071a0094	Nawe wʉwʉʉsi wʉnʉ akwigwa amangʼana gaanɨ na atigɨ kʉgakora, wuyo aangɨ ʉmʉʉtʉ omogeege wʉnʉ ʉmbakirɨ inyumba yaazɨ komosekeenya.
28071b008f	Hanʉ imbura yatwɨkirɨ, amanzi gakarembeera igʉrʉ, nʉ ʉmʉkama ʉmʉhaari gʉkahuuta na kusukuma inyumba yiyo, ɨkahingʉka, ɨkarika.”
28071c007f	Hanʉ Yɨɨsu aamarirɨ kʉgamba amangʼana gayo, riribhita rya abhaatʉ rɨkarʉgʉʉra bhʉkʉngʼu igʉrʉ wa amiija gaazɨ.
28071d00a2	Abhaatʉ bhakarʉgʉʉra kʉ kʉbha amiija gaazɨ gataarɨ ncha garya abhiija bhaabhʉ bhi imigirʉ ja Musa bhahiija, nawe akiija nchʉ ʉmʉʉtʉ wʉ ʉbhʉnaja.
2808010056	Hanʉ Yɨɨsu iikirɨ kurwa kʉkɨgʉrʉ, amaribhita amakʉrʉ ga abhaatʉ gakamutuna.
280802008c	Akaaza ʉmʉʉtʉ wʉmwɨ we ebhegenge akahigama mʉbhʉtangɨ bhwazɨ, arabhuga, “Ʉmʉkʉrʉ, ʉraasɨɨgɨ, ʉratʉra kʉmbɨngukya!”
2808030085	Yɨɨsu akagorora okobhoko kwazɨ, akamukunʼyaku, arabhuga, “Nɨsɨɨgirɨ. Bhɨngukibhwa!” Hayohayo, akahora ebhegenge bhyazɨ.
28080400eb	Akʉmara, Yɨɨsu akamʉbhʉʉrɨra, “Yangarɨra, ʉtabhʉʉrɨra ʉmʉʉtʉ igʉrʉ wa rɨnʉ nɨkʉrirɨ. Nawe wiiyeerekenʼye kwa kuhaani, uhuruchɨ ikimweso chɨmbu Musa aaswajiryɨ, kwerecha abhaatʉ kʉbha ʉbhɨngukiibhwɨ.”
2808050096	Hanʉ Yɨɨsu aarɨ arasikɨra mʉrʉbhɨri rwa Kapɨrinaumu, ʉmʉkʉrʉ wʉmwɨ wa abhasirikarɨ bhi Ikiruumi akaaza kwawe kʉmʉsabha amʉsakiryɨ.
280806007e	Akamʉbhʉʉrɨra, “Ʉmʉkʉrʉ, omohocha waanɨ ari yɨɨka murwɨrɨ, akuurɨ ibhiimʉ, ariiyigwa kɨbhɨ bhʉkʉngʼu.”
2808070032	Yɨɨsu akamʉgarukirya, “Nɨraaza komohorya.”
2808080096	Ʉmʉkʉrʉ wa abhasirikarɨ wuyo akabhuga, “Ʉmʉkʉrʉ, ɨtakwenderwa usikɨrɨ ɨwaanɨ. Nawe gamba ingʼana rɨmwɨbhu, omohocha waanɨ arahora.
2808090119	Inyɨ niri iyaasɨ wʉ ʉbhʉnaja bhwa abhandɨ, na nɨna abhasirikarɨ bhanʉ bhari iyaasɨ waanɨ. Nɨraabhʉʉrɨrɨ wʉmwɨ, ‘Nuujɨ,’ ahaaja. Nɨraabhʉʉrɨrɨ ʉwʉndɨ, ‘Nauzɨ,’ ahaaza. Na nɨraabhʉʉrɨrɨ mbʉʉsa waanɨ, ‘Kora omoremo gʉnʉ,’ ahaakora.”
28080a0110	Hanʉ Yɨɨsu iigwirɨ amangʼana gayo, akarʉgʉʉra bhʉkʉngʼu. Akabhabhʉʉrɨra bhanʉ bhaarɨ bharamutuna, “Nɨrabhabhʉʉrɨra amaheene, nʉʉrʉ gatɨ wa Abhiiziraɨri bhʉʉsi, nɨkɨɨrɨ korora ʉmʉʉtʉ wʉwʉʉsi wu ubhwisirirya ʉbhʉkʉrʉ ncha bhʉnʉ!
28080b00cb	Nɨrabhabhʉʉrɨra, abhaatʉ bhaaru bharaaza kurwa mbaara zʉʉsi zɨ ɨɨsɨ. Bharaaza kurya ɨnyangi hamwɨmwɨ na bhasʉʉkʉrʉ bhɨɨtʉ Abhurahaamu, Iisaka na Yaakobho mʉbhʉtɨmi bhwa mwisaarʉ.
28080c007e	Nawe abhagabhi bhanʉ bhɨɨndirwɨ kʉbha mʉbhʉtɨmi bhuyo, bhararekerwa igʉtʉ mukiirimya, iyo bhararɨra na kokepeha.”
28080d0084	Mmbe, Yɨɨsu akabhʉʉrɨra ʉmʉkʉrʉ wuyo, “Nuujɨ yɨɨka. Ɨrabha chɨmbu wiisiriiryɨ.” Hayohayo omohocha waazɨ akahora.
28080e0088	Akʉmara Yɨɨsu akahika wa Peetero. Hanʉ aasikiirɨ munyumba, akabhona uninabhyara Peetero ahindiirɨ kʉbhʉrɨrɨ, ane ehooma haari.
28080f0061	Yɨɨsu akamukunʼyaku kokobhoko, hayohayo akahora. Akabhʉʉka, akatanga komohokerya ibhyakurya.
2808100098	Hanʉ ryahikirɨ rigoroobha, Yɨɨsu akareeterwa abhaatʉ bhaaru bha amasambwa. Akaruusha amasambwa gayo kwa kʉgamba, na akahorya abharwɨrɨ bhʉʉsi.
28081100ad	Neho rɨkabha ringʼana rɨnʉ ryagambirwɨ igʉrʉ waazɨ nʉ ʉmʉrʉʉtɨrɨri Isaaya, “Akagega ʉbhʉnyʉʉhɨrɨru bhwɨtʉ umwene, na akagega amarwɨrɨ gɨɨtʉ.”
280812007d	Hanʉ Yɨɨsu aarʉʉzɨ abhaatʉ bhaaru bhamwinaarirɨ, akaswaja abhɨɨga bhaazɨ, bhaambʉkɨ ɨnyanza bhajɨ imwambʉkʉ.
2808130076	Umwija wʉmwɨ wi imigirʉ ja Musa akamujaku, akamʉbhʉʉrɨra, “Umwija, hʉhʉʉsi hanʉ ʉraajɨ, nɨrakutuna.”
28081400ad	Yɨɨsu akamʉgarukirya, “Bhanyamubhwɨ bhaana amabhigi ni ibhinyunyi bhini ibhinyumba. Nawe, Umwana wʉ Ʉmʉʉtʉ, ataana nʉʉrʉ hʉ ʉkʉtʉʉra ʉrʉbharu rwazɨ.”
2808150069	Nu umwɨga ʉwʉndɨ akamʉbhʉʉrɨra, “Ʉmʉkʉrʉ, nyiisiririrya hinga nijɨ kʉbhɨɨka bhaabha.”
280816006a	Nawe Yɨɨsu akamʉbhʉʉrɨra, “Ntuna, tiga abhaku bha zekoro bhabhɨɨkɨ abhaku abhakɨndichabhʉ.”
280817004f	Neho Yɨɨsu akatiira mubhwatʉ hamwɨmwɨ na abhɨɨga bhaazɨ, bhakabhʉʉka.
28081800af	Hanʉ bhaahikirɨ gatɨgatɨ wɨ ɨnyanza, kɨtʉkɨrʉ kʉkabha nʉ ʉmʉkama ʉmʉhaari bhʉkʉngʼu na amakunda gakatanga kukundikirya ubhwatʉ. Yɨɨsu zaarɨ zimuhirirɨ.
2808190067	Abhɨɨga bhaazɨ bhakamubhuucha, bhakarɨgɨsa bharabhuga, “Ʉmʉkʉrʉ, tʉsabhʉrɨ! Tʉrarika!”
28081a00a0	Yɨɨsu akabhabhʉʉrɨra, “Kwakɨ mʉrʉʉbhaha, imwɨ bhu ubhwisirirya ubhusuuhu?” Neho akiimɨɨrɨra, akahama ʉmʉkama na amakunda, kʉkabha bhwaheene.
28081b0087	Abhɨɨga bhaazɨ bhakarʉgʉʉra, bhakabhuga, “Ʉmʉʉtʉ wʉnʉ nɨ‑wa teemwakɨ? Nʉʉrʉ ʉmʉkama na amakunda bhɨramwigwa!”
28081c010f	Hanʉ Yɨɨsu aambukirɨ ɨnyanza, akahika mucharʉ cha Abhagadara. Akarumana na abhaatʉ bhabhɨrɨ bha amasambwa, bhararwa mʉmabhigi ganʉ gaarɨ zimbihɨra. Abhaatʉ bhayo bhaarɨ bhahaari bhʉkʉngʼu na atareeho ʉmʉʉtʉ wʉnʉ aagɨmirɨ kʉhɨta kʉnzɨra yiyo.
28081d0091	Mmbe, amasambwa gakarɨgɨsa garabhuga, “Umwana wa Mungu, ʉnakɨ na niitwɨ? Nangʉ, wiizirɨ kuturicha ribhaga ryɨtʉ rɨkɨɨrɨ kuhika?”
28081e0042	Haguhɨ hayo, ryareho rihizʉ ikʉrʉ rya zingurubhɨ rɨrariisha.
28081f007d	Amasambwa gayo gakiisasaama Yɨɨsu, “Arɨɨbhɨ ʉratoheebha, utwisiririryɨ tusikɨrɨ mwihizʉ rya zingurubhɨ rirya.”
28082000b7	Yɨɨsu akagabhʉʉrɨra, “Mujɨ!” Gakabharwɨku, gakasikɨra muzingurubhɨ. Hayohayo, rihizʉ ryʉsi rɨkahiringita mwega ikihiringitʉ ɨkɨhaari, rɨkagwa mʉnyanza, rɨkarika.
28082100bc	Hanʉ abhariisha bha zingurubhɨ bhaarʉʉzɨ gayo, bhakaryarɨra mʉrʉbhɨri, bhakabhʉʉrɨra abhaatʉ gʉʉsi ganʉ gakʉriibhwɨ na kɨnʉ chabhɨɨrɨ kʉbhanʉ bhaarɨ na amasambwa.
2808220085	Abhaatʉ bhʉʉsi bha mʉrʉbhɨri muyo, bhakaryara kuja korora Yɨɨsu. Hanʉ bhaamʉrʉʉzɨ, bhakamʉsabha arwɨ mucharʉ chabhʉ.
2809010076	Yɨɨsu akatiira mubhwatʉ, akaambʉka ɨnyanza ya Gariraaya, akagarʉka Kapɨrinaumu, mʉrʉbhɨri rʉnʉ iikɨɨrɨ.
