2800000005	Mahte
2807100084	Acun he cun ami ngtheipai am nami jah ksing khai. Nghling thing capyita ngthei khawiki aw? Nghling thing üng fik ngthei khawiki aw?
2807110066	Acuna mäiha thing kdaw naküt naw kthei kdaw ktheih na lü, thing kse naküt naw kthei ksea ngtheiki.
2807120055	Thing kdaw cun ktheih ksea am ngthei, thing kse naw pi ktheih kdaw am kthei na khawi.
2807130048	Aktheih am dawki thing naküt cun khyu u lü, mei üng ami xawtin khawi.
280714003c	Acunakyase, sahma ksee cun ami kthei am nami jah ksing khai.
2807150074	Bawipa, Bawipa ti lü na khüki naküt khankhaw pha khaie am ni, ka pa khana kaa hlüei pawhki va khankhaw pha khai.
28071600b3	Ngthumkhyahnaka mhnüp üng, “Bawipa, Bawipa, na ngming üng Pamhnam ngthu pyen lü, na ngming üng khawyame jah ksät lü, müncanksee kami jah pawhki am niki aw? ti law khaie.
280717006f	Acunüng kei naw, “Nangmi am ning jah ksing khawi nawng, khyang ksee, ka vei üngka naw cit ua” ka ti khai.
280718006d	Acunakyase, au pi ka pyen ngja lü ka pyena mäiha veki cun lunga khana im saki khyang kthem üng tängki ni.
280719007c	Khaw a law lü tui däm law sepi, khawkhi naw buh law lü pi, isüm am kyu. Isetiüng ta lunga khana saka kyase am kyu thei.
28071a0075	Cunüngpi ka jah pyene jah ngja lü ka pyena mäiha am veki cun mdiha khana im sakia khyang nghmawng üng tängki ni.
28071b0072	Khaw ngkyawi law lü, tui kdäm naw ceh khai, khawkhi naw buk law se mdiha khana im cun kyu lü pyüpye theiki ni.
28071c0057	Jesuh naw acukba a pyen käna khyangpäe naw a jah mtheimthang cun müncan na lawki he.
28071d006e	Isetiüng ta, Jesuh cun thum mthei hea mäih am ni, khyaihbahnak takia mäiha a jah mtheimthanga phäha kyaki.
2808010046	Jesuh mcunga khyüh a kyum law be üng khyangpänue naw läk lawki he.
280802007a	Acunüng, mnehkse mnehki mat naw Jesuha vei law lü, “Bawipa aw, na hlüei üng ta na ngcimcaihsak bea” ti lü a pyen.
2808030064	Jesuh naw a kut am do lü hnetki naw, “Ka hlüeiki ni, ngcim se” a ti ja a mnehkse cun daw beki.
28080400b7	Acunkäna Jesuh naw mtheh lü, “U üng pi käh mtheh bä, cet ktäi lü ktaiyü üng na pumsa va mhnuha. Khyang hea ksing law vaia Mosia thuma kba ngkengtaihnak na pawh vai” a ti.
2808050050	Jesuh Kapenawm mlüha a vang üng, yekap ngvai mat law lü Jesuh nghui naki naw,
2808060059	“Bawipa aw, ka mpya kun lü ima thih law hlü ngsai lü ngjän ve” ti lü a nghuinak.
2808070035	Jesuh naw, “Law lü ka mdaw law be khai ni” a ti.
2808080080	Yekap ngvai naw, “Bawipa aw, na lawnak vaia ka im am nglawingkawih naw. Ngthu mkhap matca na pyen üng ka mpya daw be khai ni.
28080900b5	Angvai säiha kea ka veki ni. Keia kea pi yekap khawhah veki. Mat üng cita ka ti üng, cit lü; mat betü lawa ka ti üng, lawki, ka mpya mat “Hin pawha” ka ti üng, pawhki ni.
28080a00a1	Jesuh naw acun a ngjak üng mküiei law lü axüisaw hea üng, “Akcanga ka ning jah mthehki, ahikba sena jumnak ta Isarele üng pi am hmuh khawi nawng” a ti.
28080b0093	Ka ning jah mtheh hlüki, nghngilaw ja khawkyaka kae khawkän law hü u lü Abraham, Isak ja, Jakop am alanga Khankhaw Pe pawia ngaw yüm khaie ni.
28080c0060	Acunüngpi Khawmahe ta kpunga anghmüpnaka jah xawt u se, acuia mni cui ha kyet üng kyap khaie.
28080d0087	Acunkäna Jesuh naw yekap ngvai üng “Na ima cit bea, na jumeia mäiha thawn se” a ti. Acuna kcün bäbä üng a mpya cun yai beki.
28080e004d	Acunkäna Jesuh Pitaa ima law lü, Pitaa khyua nu mhnat lü ngjän se a hmuh.
28080f006d	Jesuh naw Pita a pi cun a kut üng hnet se mhnat naw a khyah. Acun ja Pitaa pi naw tho law lü a jah khinnak.
28081000b7	Khawmü lama khyang he khawyai naw a jah venake khawhah Jesuha veia jah lawpüi u se Jesuh naw ngmüimkhya ksee cun ngthu mkhap mat am jah ksät lü, am phetkie pi avan a jah mdaw be.
2808110097	Acun cun sahma Hesajah naw ahlana a na pyen, “Amät naw mi mhnatnake jah lawh pe lü, mi hlikhaü naküt jah phüih pe ve” ti a kümnak vaia kyaki.
280812005d	Jesuh naw a peia khyang khawhah a jah hmuh üng, tuili caye kama va pek khai hea a jah mtheh.
2808130057	Thum mthei mat a veia law lü, “Saja aw, na cehnak naküta ka ning läk khai” a ti.
2808140089	Jesuh naw, “Sauie naw khui taki he, khana khae naw pi ngbu taki he. Cunsepi khyanga capa naw ta a hüieinak vai hnün am ve ve” a ti.
2808150051	Axüisawe üngka mat naw, “Bawipa aw, cit be lü ka pa va k'ut ma vang” a ti.
2808160049	Jesuh naw, “Na läk lawa, akthie naw akthi k'ut u se” ti lü a mtheh.
2808170041	Jesuh mlawnga khana a kai üng, axüisaw he ahlawnga cit hngakie.
280818005d	Tuilia khawkhi ksenu khi law lü, mlawng tui üng lut law hlüki. Acunüngpi Jesuh ta ipeiki.
2808190066	Axüisawe a vei law u lü, “Bawipa aw, ngcum law hlü ve u üng jah yung lawa,” ti lü, ami mhlet.
28081a00ad	Jesuh naw, “Aw, jumeinak ngcekia khyang he aw, ivaia nami kyükyawkie ni?” a ti. Acunkäna tho law lü khawkhi ja tuingnawk cun hüp khai xawia jah mtheh se, dipki xawi.
28081b0060	“Khawkhi ja tuingnawk naw pi a pyen ngjaki xawi ta ia khyang ni? ti lü avan müncan tawngkie.
28081c00ce	Jesuh tuilia caye Kadaja hnea a law üng, khawyai naw a jah umnak khyang nghngih cun jah kyüh u lü, u naw pi am a cehnak data lam, lungdü üngka naw acuna khyang nghngih cun thäng law ni se a jah khyum.
28081d0090	Acun xawi naw, “Keini üng i na hlüeiki, Pamhnama capa aw? Akcün am pha ham se na jah mkhuimkha khaia na lawki aw?” ti lü ngpyangki xawi.
28081e0025	Acuna peia vawke ngsuieikie awmki he.
28081f0065	Yaie naw Jesuh aw, “Keimi na jah ksät a ni üng pi vawkea k'uma bä jah tüiha” ti lü nghuikie.
2808200095	Jesuh naw, “Cit ua” ti se, yaie cun lut law u lü, vawkea k’uma lutkie. Acunüng vawke avan xema ngtäng lü tui üng ngcum lü, thih päihkie.
2808210071	Vawk mcahkie naw mlüh k'uma dawng u lü yaia a umnaka khyang nghngih ja vawkea thiha mawng avan cun ami va pyen.
280822007d	Acunüng mlüh üng veki avan Jesuh hmuh khaia law u lü, Jesuh ami hmuh üng ami khaw ceh ta lü akcea cit khaia nghuinakie.
280901005b	Jesuh cun mlawnga khana kai lü, Kalile tuili leh pah lü a venak Kapenawm mlüha cit beki.
28090200c1	Acuia a kut khaw xoki khyang mat cun kyäp üng a ngjännak üng Jesuha veia ami kawh law. Jesuh naw ami jumnak hmuh lü, “Ka ca aw, käh ng'äa, na mkhyekatnake cun mhlät päng ni,” a ti.
2809030067	Acunüng thum mthei he akhäk naw ami mlung k’uma, “Hin naw Pamhnam ksekha na ve” ti lü ngaikie.
2809040066	Acunüng pi Jesuh naw ami mlung k’uma ami ngaih jah ksing lü, “Ivai am dawkia nami ngaikie ni?”
280905007d	A kut khaw xoki üng, “Na mkhyekatnake cun mhlät päng ni, ti mä ajä? am ani üng “Tho law lü cita” ti mä ajä?”
28090600ae	Khyanga capa naw khawmdek khana mkhyekatnake jah mhlätnaka johit taki ti nami ksing vaia, ti lü, akxo üng, “Tho law lü, na ngjännak phak lo lü na ima cit bea” a ti.
2809070026	Akxo cun tho law lü a im da cit beki.
2809080065	Khyang he naw ami hmuh üng cäi law u lü, acukba khyang üng akdaw pekia Pamhnam cun mhlünmtaikie.
28090900b8	Acuna hnün ceh ta lü Jesuh a ceh hü üng, Mahte ngming naki khyang mat, ngcawn ngcawnaka im üng a na ngaw se hmuh lü, “Na läk lawa,” ti se, Mahte naw tho law lü Jesuh läki.
28090a0088	Jesuh naw Mahtea ima buh a ei k’um üng, ngcawng nglawke ja mdimei khyang he law u lü Jesuh ja axüisaw hea hlawnga ngaw law hngakie.
28090b0086	Pharise he avang naw hmuh u lü axüisaw hea üng, “Ivai nami saja ngcawn nglawke ja mdimei khyang hea dä ei yümkie ni?” ami ti.
28090c005e	Jesuh naw ngja lü, “Khyang kphete naw dawkta am hlü u, khyang kune naw ni dawkta ami hlü.
28090d00e5	Keia hlüei ta mpyeneinak ni, khyüngsei am ngkengtaihnak am ni,” ti hin i a ti hlünak ni? Cit u lü va ngthei ua. Isetiüng ta “Khyang ngsungpyune jah khü khaia ka lawki am ni, mdimei khyang he jah khü khaia ni ka law.”
28090e00be	Acunüng Baptican Johana hnukläke Jesuh veia law u lü, “Ise keimi ja Pharise he ahüt hüt üng ei jeih u üng se nanga na hnukläke ei am jeih khawikie ni?” ti lü Jesuh ami kthäh u.
28090f00e0	Jesuh naw, “Khine cun Cambumkia hlawnga ami vea küt üng, a khine ei kaa ve khai hea nami ngaikie aw? Am ve u! Acunsepi cambumki a khine am ami ngkya lawa mhnüp pha law khai, acunüng amimi naw ei jeih khaie ni,” a ti.
280910007e	U naw suisak kphyüm akthai am am bu khawi. Acukba ami bu üng akthai naw akphyüm ei päk se angbaüa päk law dämdäm khai.
2809110103	Acuna kba ni, u naw awi kphyüm üng capyit tui sü am than khawi u. Acukba ami than üng awi se law lü capyit tui sü ngsawi päih lü, awi pi pye khai. Capyit tui sü cun awi kthai üng ni ami than khawi. Acukba ami than üng va ani nghngih am pye thei ni.
28091200d8	Acukba ngthu a pyen k'um üng, Judah ngvai mat Jesuh veia law lü a mkhuk am ngdängki naw, “Ka canu tuh hi thi ve. Acunüngpi law lü, na kut a khana na taih law üng ta xüng law be khai ni” ti lü, a nghuinak.
2809130047	Acunüng Jesuh naw tho law lü läk se axüisaw he naw pi läk hngakie.
2809140065	Nghnumi mat, khawkum xaleinghngih a thi put lü khuikhaki Jesuha hnua law lü, a kcu mdawngca a hneh.
2809150063	Acuna nghnumi naw, “A suisak mdawngca hleng ka hneh üng ta ka daw be khai ni” ti lü ngaieiki.
280916008c	Jesuh naw nghlat law lü ani a hmuh üng, “Ka canu aw, käh cäia. Na jumeinak naw ning mdaw be ve,” ti se, acunja nghnumi cun daw beki.
280917005b	Acunüng Jesuh Judah ngvaia ima va lutki. Yawk kcing tumkie ja kyahkie a jah hmuh vai üng,
280918005c	“Avan kpunga cit ua! Ahina nghnumica thiki am ni ipki ni” ti se, acun he naw ami yaihei.
2809190074	Cunüngpi khyang he kpunga ami va luh ja, Jesuh nghnumicaa venak im k’uma lut lü a kut üng kaih se tho law beki.
28091a002c	Acuna mawng cun khaw lum üng ngthang hüki.
28091b007f	Jesuh acun üngka naw a va ceh üng, amikmü nghngih naw läk ni lü, “Aw, Davita capa jah mpyeneia” ti lü ngpyangki xawi.
28091c00b2	Jesuh ima k’uma a luh üng, amikmü xawi a veia law ni se, Jesuh naw “Kei naw ka ning jah mdaw be khawh khai ti nami jumki aw” ti se, “Bawipa aw, kani jumki ni” ani ti.
28091d004f	Acunüng Jesuh naw ani mik jah hne lü, “Nani jumeia mäiha thawn se” a ti.
28091e005f	Acunja ani mik vai law be se Jesuh naw, “U üng pi käh nani mtheh vai” ti lü a jah ksük.
28091f0047	Acunüngpi ani va ceh jah Jesuha mawng cun khaw avan üng ani sang hü.
280920005e	Acun üngka naw ami va ceh üng, khawyaia venak ak’ang khyang mat Jesuha veia ami lawpüi u.
2809210097	Jesuh naw khawyai a ksät käna acuna khyang ngthuhei law be thei se, khyang he naw “Hina mäih Isarele üng am mi hmuh khawi” ti lü müncannakie.
2809220070	Acunsepi pharisee naw, “Hin naw khawyaiea ngvai naw a peta johit am khawyaie jah ksät ve” ti lü pyeneikie.
28092300c7	Jesuh mlühe naküt, ngname naküt üng cit hüki. Sinakoka k’uma jah mthei hü lü, Pamhnama khawa mawng thangkdaw pyen hüki. Am phetkie ja hlikhaü mjüküm naw a jah pawhe naküt jah mdaw beki.
2809240067	Jesuh naw khyang päe, toksäm am ve se khuikhakia toca hea mäih a jah hmuh üng aktäa jah mpyeneiki.
280925005f	Acunüng Jesuh naw axüisaw hea üng, “Cang hmin lü da sepi, at lü mkhäm khai ngcek ve,”
2809260053	Cangmah naw cang at khai khawhah a tüih law vaia cangmaha veia ktaiyü ua” a ti.
280a010095	Jesuh naw axüisaw xaleinghngih jah khü lü ngmüimkhya ksee jah ksätnak, am phetkie naküt ja natnak naküt jah mdawnak be khawha johit a jah pet.
280a020075	Axüisaw xaleinghngihea ami ngminge ta akcüka, Sihmon (Pita ami ti) ja a be Andru, Zebedea capa Jakuk ja a na Johan,
280a030058	Philip ja Batolame, Thomah ja ngcawnklawk Mahte, Alaphaha capa Jakuk ja Thade ami ti ja,
280a040040	Kanan khyang Sihmon ja Jesuh phyaheikia Judah Iskarota kyaki he.
280a0500aa	Ahina xaleinghngihe Jesuh naw jah tüih lü, “Khyangmjü kce hea lam üng käh nami ceh vai, Samarih khyang hea venak mlühe pi käh nami leh vai,” ti lü a jah cük.
280a060047	Acunüngpi, khyükia to am tängki Isarel khyang hea veia nami ceh vai.
280a070044	Cit u lü, “Pamhnama Khaw ng'et law ve” ti lü jah mtheh hü ua.
280a0800c0	“Khyang kune jah mdaw be u lü, mnehkse mnehkie nami jah ngmangsak be vai, khyangkthie nami jah mthawh be vai, khawyaie nami jah ksät vai. Amdanga nami yah amdanga khyang üng nami pet vai.
280a090037	Ngui im pi ni se, xüi im pi ni se käh nami cehei vai.
280a0a00ad	Cä pi käh nami phüihei vai, kcu nghngih, khawdawk nghngih käh nami cehei vai, ksawngkhe käh nami cehei vai. Isetiüng ta, khut pawhkie üng ami hlükaw cun jah pe khai.
280a0b007a	Mlüha pi ni se, ngnama pi ni se, nami ceh üng ning jah khina thei khai bükteng lü, nami law be veia acuia nami ve vai.
280a0c005e	Im üng nami va luh üng, im mah üng, “Dimdeihnak ve se” ti lü, dawnak nami jah pet vai.
280a0d0095	Im mahe naw ami ning dokham üng, dimdeihnak ami khana pha law khai. Acunüngpi am ami ning dokham üng ta dimdeihnak cun nangmi da nghlat law be se.
280a0e00cb	Aia mlüh, aia ngnam üng pi am ning jah dokham lü nami ngthu am ami ngjak hlü üng, a im üngka naw pi ni se, ami khaw üngka naw pi ni se, nami nghlat be üng nami khawpha mput nami kphawng hüt vai.
280a0f0085	Akcanga ka ning jah mthehki, ngthumkhyahnaka mhnüp üng acuna mlühea kthaka ta Sodom ja Komorah mlühe ka jah mpyenei bawk khai ni.
280a10007f	Ngai ua, mhngeea ksunga toca mäiha ning jah tüi veng. Acunakyase kphyua mäiha cingcai u lü müma mäiha nami hniphnawi vai.
280a110081	Khyang he nami jah mceiei vai. Isetiüng ta ning jah man khaie veia ning jah cehpüi u lü sinakokea k’uma ning jah kpai khaie.
280a120090	Keia phäha acawjah ngvaie ja Sangpuxangea veia ning jah cehpüi khaie. Acunüng keia mawng cun khyang mjükce he üng nami jah mtheh thei khai.
280a13008b	Ami ning jah man u üng, i pyen vai, hawkba ve vai ti käh cäi na ua. I nami pyen vai ti cun akcün a pha law üng ning jah mtheh khai ni.
280a140055	Pyen khai cun nanimät däk am ni, nami paa ngmüimkhya naw ning jah pyensak khai ni.
280a1500a6	Ngbengna xawi mat naw mat ami jah hnim vaia ng'apei law khai xawi. A pa naw a ca ceng law khai, hnasene naw ami nupa hneng law u lü, ami thihnak vaia ceng law khaie.
280a160083	Keia ngminga phäha khyang naküt naw ning jah hneng law khaie. Acunsepi adütnak cäpa sitih lü jumeiki naw küikyannak yah khai.
280a1700bf	Mlüh mat üng ami ning jah mkhuimkha üng, mlüh kcea nami dawng vai. Akcanga ka ning jah mthehki Isarel mlühe avan üng thangkdaw am nami pyen päih ham üng Khyanga Capa kyum law be khai.
280a18004e	Ahnukläk cun angvaia kthaka am kyäp khawi, mpya pi amahpa khana am ve khawi.
280a1900c1	Ahnukläk angvaia mäih a law hin khäk lü, a mpya amahpa mäih a law hin khäki ni. Imbung khawng hin Beelzebul ti lü ami khü üng ta, imbung üngkae ta acuna kthaka sekia va jah sui khaie!
280a1a006f	Khyang he käh jah kyüh ua. Isetiüng ta, thupvih naküt po päih khai, mjih naküt pi ngte law päih khai ni.
280a1b009c	Anghmüpnaka ka ning jah mtheh naküt cen adeinaka khyang he üng nami jah mtheh be vai, a sithawta nami ngjak naküt im mkyung üngka naw nami sang be vai.
280a1c009d	Pumsa hnim khawh lü, ngmüimkhya xünnak am hnim khawhki käh kyüh ua. Pumsa ja ngmüimkhya xünnak mulai mei üng kphum khawhki Pamhnam va nami kyüh vai.
280a1d007f	Khaca nghngih ngui phe mata am mi jawi khawi mä? Acun he matca pi nami pa naw am a ksinga khawmdeka am kya law sawxat khawi u.
280a1e0036	Na lusam ikän veki ti avan Pamhnam naw ksing päihki.
280a1f004f	Acunakyase, käh kyühkyawk ua, nangmi cun khaca hea kthaka nami daw bawkie ni.
280a20008e	Au pi khyang he maa “Kei Jesuha hnukläk ni” ti lü pyen hlüki cun kei naw pi khankhawa ka paa maa ka hnukläk ni ti lü ka pyen be khai.
280a210066	Acunüngpi khyang he maa kei na maki cun, kei naw pi khankhawa ka Paa maa am ksing üng ka ti be khai.
280a220085	Khawmdek khana dimdeihnak lawpüi khaia ka lawkia käh ngai ua. Keia lawpüi ta dimdeihnak am ni, ngtainak vai kcimcei ni ka lawpüi.
280a230067	A ca naw a pa hneng lü, a canu naw a nu ngtukpüi khai ja, a pai naw a ni a hnengnak vaia ka lawki ni.
280a240038	Ami ye cun amäta khuiim kyawnglawng üng kaea kya khai.
280a2500b3	Aupi a pa pi ni se a nu pi ni se, keia kthaka kphya naki ta keia hnukläka am nglawi. A capa pi ni se, a canu pi ni se keia kthak kphyanaki cun keia hnu läk khaia am nglawiki ni.
280a260053	Aupi amäta kutlamktung kawt lü ka hnu am na läk lawki ta ka hnukläka am nglawi.
280a270071	Aupi a xünnak vai suiki naw a sak mkhyüh khai. Cunüngpi keia phäha a sak tawnki naw angsäi xünnak yah khai.
280a280064	Nangmi ning jah dokhamki cun kei na dokhamki ni. Kei na dokhamki cun kei na tüih lawki dokhamki ni.
280a2900a2	Au pi Pamhnama sahma, sahma a nia phäh dokhamki naw a doa khen yah khai. Au pi khyang ngsungpyun, khyang ngsungpyun a nia phäh dokhamki naw a doa khen yah khai.
280a2a006a	Aupi ka hnukläk üngka mat üng ka hnukläk a nia phäha tui khawt matca tuki naw, a tua phu yah be khai.
280b010059	Axüisawe xaleinghngih a jah mtheh käna, mlüh kce hea ngthu pyen hü khaia Jesuh citki.
280b020070	Baptican Johan thawngim üngka naw Jesuha pawhmsahe a jah ngjak üng hnukläk nghngih Khritawa veia a jah tüih.
280b03007f	Acun xawi naw Jesuh veia, “Johan naw law khai a pyen cen nang mä? Am ani üng akce kami na äp khai aw” ti lü ani kthäh.
280b040070	Jesuh naw jah msang lü, “Nghlat be ni lü nani hmuh ja nani ngjake naküt Johan üng va mtheh be nia” a ti.
280b0500c9	“Amikmüe naw hmuh be u lü, akxoe pi cit be thei ve u, mnehkse mnehkie daw be ve u, a nghnga kpange naw ngja be ve u, akthihe tho law be u lü, thangkdaw pi msih mpyaki he üng jah mtheh päng ve u.
280b060042	Keia phäha a mlung am uplatsaki ta a josenki ni” ti lü a pyen.
280b0700da	Johana axüisaw he ami ceh be üng Jesuh naw Johana mawng khyangpäe üng jah mtheh lü, “Johana veia khawkhyawng khawa nami ceh üng, i hmu khaia ni nami ceh? Khawkhi naw a ksün khuhnah bükteng khaia mä nami ceh?
280b08008e	“I bükteng khaia ja nami ceh? Suisak akdaw suisaki bükteng khaia mä nami ceh? Suisak akdaw suisakie cun Sangpuxangea ima ni ami ve khawi.
280b09006a	“Na mtheh ua, I teng khaia ni nami ceh? Sahma mä? Ä, ning jah mtheh veng, sahmaa pi kyäp bawki ve ve.
280b0a006e	“Ahina mawng ni cangcim üng ng'yu lü, “Pamhnam naw, na maa ka ngsä na lam pyang khai ka tüih law khai.
280b0b00a2	Akcanga ka ning jah mthehki, nghngicim naküt üng Baptican Johana kthaka daw bawki u am ve. Acunüngpi khankhawa veki akdik säih cun Johana kthaka daw bawki ni.
280b0c008a	Baptican Johana a ngthu pyen üngkhyüh tuh vei cäpa khankhaw naw tuknak khameiki, ngtuatkia khyang ksee naw khaw ami yah vaia kthanakie.
280b0d0063	Pamhnama sahma he naküt ja Mosia thume naw Johana a ve vei cäpa Pamhnama Khawa mawng cun pyenkie.
280b0e0051	Ami pyen nami jum hlü üng, Johan cun law khaia ami na pyen khawi Elijaha kyaki.
280b0f001a	A nghnga veki naw ngja se.
280b10006b	Acunsepi atuh khyang he hin i am ni ka jah mtumtäng kawm? Ahin he cun hnasen lumeikie ami püi khü u lü,
280b110060	Pülün ning jah tum pe ngü se am nami nglamkie, yawk ng’äi mcuk ngü sepi am mbawikyap uki.
280b12004c	Johan a law üng am ei aw se, “Khyang naküt naw khawyaia venak” ami ti.
280b1300d3	Khyanga Capa law lü ei aw se khyang naküt naw, “Teng ua, meng lü capyittui aw ve, akhawn kawke ja khyangkaea püi hin” ami ti. “Acunüng pi ksinghmatnak cun a bilawh üng ngsingki” ti lü a jah mtheh.
