010000000c	בראשית
010b090086	על כן קרא שמה בבל כי שם בלל יהוה שפת כל הארץ ומשם הפיצם יהוה על פני כל הארץ׃
010b0a006a	אלה תולדת שם שם בן מאת שנה ויולד את ארפכשד שנתים אחר המבול׃
010b0b006d	ויחי שם אחרי הולידו את ארפכשד חמש מאות שנה ויולד בנים ובנות׃
010b0c0047	וארפכשד חי חמש ושלשים שנה ויולד את שלח׃
010b0d0083	ויחי ארפכשד אחרי הולידו את שלח שלש שנים וארבע מאות שנה ויולד בנים ובנות׃
010b0e0038	ושלח חי שלשים שנה ויולד את עבר׃
010b0f007d	ויחי שלח אחרי הולידו את עבר שלש שנים וארבע מאות שנה ויולד בנים ובנות׃
010b100045	ויחי עבר ארבע ושלשים שנה ויולד את פלג׃
010b11007f	ויחי עבר אחרי הולידו את פלג שלשים שנה וארבע מאות שנה ויולד בנים ובנות׃
010b12003a	ויחי פלג שלשים שנה ויולד את רעו׃
010b130076	ויחי פלג אחרי הולידו את רעו תשע שנים ומאתים שנה ויולד בנים ובנות׃
010b140047	ויחי רעו שתים ושלשים שנה ויולד את שרוג׃
010b150078	ויחי רעו אחרי הולידו את שרוג שבע שנים ומאתים שנה ויולד בנים ובנות׃
010b16003e	ויחי שרוג שלשים שנה ויולד את נחור׃
010b170068	ויחי שרוג אחרי הולידו את נחור מאתים שנה ויולד בנים ובנות׃
010b180045	ויחי נחור תשע ועשרים שנה ויולד את תרח׃
010b19007b	ויחי נחור אחרי הולידו את תרח תשע עשרה שנה ומאת שנה ויולד בנים ובנות׃
010b1a0058	ויחי תרח שבעים שנה ויולד את אברם את נחור ואת הרן׃
010b1b0078	ואלה תולדת תרח תרח הוליד את אברם את נחור ואת הרן והרן הוליד את לוט׃
010b1c0057	וימת הרן על פני תרח אביו בארץ מולדתו באור כשדים׃
010b1d0098	ויקח אברם ונחור להם נשים שם אשת אברם שרי ושם אשת נחור מלכה בת הרן אבי מלכה ואבי יסכה׃
010b1e002d	ותהי שרי עקרה אין לה ולד׃
010b1f00e2	ויקח תרח את אברם בנו ואת לוט בן הרן בן בנו ואת שרי כלתו אשת אברם בנו ויצאו אתם מאור כשדים ללכת ארצה כנען ויבאו עד חרן וישבו שם׃
010b200057	ויהיו ימי תרח חמש שנים ומאתים שנה וימת תרח בחרן׃
010c01007b	ויאמר יהוה אל אברם לך לך מארצך וממולדתך ומבית אביך אל הארץ אשר אראך׃
010c020051	ואעשך לגוי גדול ואברכך ואגדלה שמך והיה ברכה׃
010c03005c	ואברכה מברכיך ומקללך אאר ונברכו בך כל משפחת האדמה׃
010c040094	וילך אברם כאשר דבר אליו יהוה וילך אתו לוט ואברם בן חמש שנים ושבעים שנה בצאתו מחרן׃
010c0500d5	ויקח אברם את שרי אשתו ואת לוט בן אחיו ואת כל רכושם אשר רכשו ואת הנפש אשר עשו בחרן ויצאו ללכת ארצה כנען ויבאו ארצה כנען׃
010c060067	ויעבר אברם בארץ עד מקום שכם עד אלון מורה והכנעני אז בארץ׃
010c07008b	וירא יהוה אל אברם ויאמר לזרעך אתן את הארץ הזאת ויבן שם מזבח ליהוה הנראה אליו׃
010c0800a5	ויעתק משם ההרה מקדם לבית אל ויט אהלה בית אל מים והעי מקדם ויבן שם מזבח ליהוה ויקרא בשם יהוה׃
010c090032	ויסע אברם הלוך ונסוע הנגבה׃
010c0a0065	ויהי רעב בארץ וירד אברם מצרימה לגור שם כי כבד הרעב בארץ׃
010c0b008c	ויהי כאשר הקריב לבוא מצרימה ויאמר אל שרי אשתו הנה נא ידעתי כי אשה יפת מראה את׃
010c0c006b	והיה כי יראו אתך המצרים ואמרו אשתו זאת והרגו אתי ואתך יחיו׃
010c0d0060	אמרי נא אחתי את למען ייטב לי בעבורך וחיתה נפשי בגללך׃
010c0e0069	ויהי כבוא אברם מצרימה ויראו המצרים את האשה כי יפה הוא מאד׃
010c0f0067	ויראו אתה שרי פרעה ויהללו אתה אל פרעה ותקח האשה בית פרעה׃
010c100081	ולאברם היטיב בעבורה ויהי לו צאן ובקר וחמרים ועבדים ושפחת ואתנת וגמלים׃
010c11006c	וינגע יהוה את פרעה נגעים גדלים ואת ביתו על דבר שרי אשת אברם׃
010c120074	ויקרא פרעה לאברם ויאמר מה זאת עשית לי למה לא הגדת לי כי אשתך הוא׃
010c130064	למה אמרת אחתי הוא ואקח אתה לי לאשה ועתה הנה אשתך קח ולך׃
010c140063	ויצו עליו פרעה אנשים וישלחו אתו ואת אשתו ואת כל אשר לו׃
010d010060	ויעל אברם ממצרים הוא ואשתו וכל אשר לו ולוט עמו הנגבה׃
010d020039	ואברם כבד מאד במקנה בכסף ובזהב׃
010d03008d	וילך למסעיו מנגב ועד בית אל עד המקום אשר היה שם אהלה בתחלה בין בית אל ובין העי׃
010d040063	אל מקום המזבח אשר עשה שם בראשנה ויקרא שם אברם בשם יהוה׃
010d05004c	וגם ללוט ההלך את אברם היה צאן ובקר ואהלים׃
010d06006f	ולא נשא אתם הארץ לשבת יחדו כי היה רכושם רב ולא יכלו לשבת יחדו׃
010d070082	ויהי ריב בין רעי מקנה אברם ובין רעי מקנה לוט והכנעני והפרזי אז ישב בארץ׃
010d080099	ויאמר אברם אל לוט אל נא תהי מריבה ביני וביניך ובין רעי ובין רעיך כי אנשים אחים אנחנו׃
010d090078	הלא כל הארץ לפניך הפרד נא מעלי אם השמאל ואימנה ואם הימין ואשמאילה׃
010d0a00c4	וישא לוט את עיניו וירא את כל ככר הירדן כי כלה משקה לפני שחת יהוה את סדם ואת עמרה כגן יהוה כארץ מצרים באכה צער׃
010d0b0071	ויבחר לו לוט את כל ככר הירדן ויסע לוט מקדם ויפרדו איש מעל אחיו׃
010d0c005c	אברם ישב בארץ כנען ולוט ישב בערי הככר ויאהל עד סדם׃
010d0d003b	ואנשי סדם רעים וחטאים ליהוה מאד׃
010d0e00ac	ויהוה אמר אל אברם אחרי הפרד לוט מעמו שא נא עיניך וראה מן המקום אשר אתה שם צפנה ונגבה וקדמה וימה׃
010d0f0059	כי את כל הארץ אשר אתה ראה לך אתננה ולזרעך עד עולם׃
010d10007f	ושמתי את זרעך כעפר הארץ אשר אם יוכל איש למנות את עפר הארץ גם זרעך ימנה׃
010d110049	קום התהלך בארץ לארכה ולרחבה כי לך אתננה׃
010d120071	ויאהל אברם ויבא וישב באלני ממרא אשר בחברון ויבן שם מזבח ליהוה׃
010e010083	ויהי בימי אמרפל מלך שנער אריוך מלך אלסר כדרלעמר מלך עילם ותדעל מלך גוים׃
010e0200a3	עשו מלחמה את ברע מלך סדם ואת ברשע מלך עמרה שנאב מלך אדמה ושמאבר מלך צביים ומלך בלע היא צער׃
010e030042	כל אלה חברו אל עמק השדים הוא ים המלח׃
010e040059	שתים עשרה שנה עבדו את כדרלעמר ושלש עשרה שנה מרדו׃
010e0500c5	ובארבע עשרה שנה בא כדרלעמר והמלכים אשר אתו ויכו את רפאים בעשתרת קרנים ואת הזוזים בהם ואת האימים בשוה קריתים׃
010e060051	ואת החרי בהררם שעיר עד איל פארן אשר על המדבר׃
010e070093	וישבו ויבאו אל עין משפט הוא קדש ויכו את כל שדה העמלקי וגם את האמרי הישב בחצצן תמר׃
010e0800a1	ויצא מלך סדם ומלך עמרה ומלך אדמה ומלך צביים ומלך בלע הוא צער ויערכו אתם מלחמה בעמק השדים׃
010e0900a0	את כדרלעמר מלך עילם ותדעל מלך גוים ואמרפל מלך שנער ואריוך מלך אלסר ארבעה מלכים את החמשה׃
010e0a0083	ועמק השדים בארת בארת חמר וינסו מלך סדם ועמרה ויפלו שמה והנשארים הרה נסו׃
010e0b004f	ויקחו את כל רכש סדם ועמרה ואת כל אכלם וילכו׃
010e0c0061	ויקחו את לוט ואת רכשו בן אחי אברם וילכו והוא ישב בסדם׃
010e0d00a5	ויבא הפליט ויגד לאברם העברי והוא שכן באלני ממרא האמרי אחי אשכל ואחי ענר והם בעלי ברית אברם׃
010e0e0092	וישמע אברם כי נשבה אחיו וירק את חניכיו ילידי ביתו שמנה עשר ושלש מאות וירדף עד דן׃
010e0f0075	ויחלק עליהם לילה הוא ועבדיו ויכם וירדפם עד חובה אשר משמאל לדמשק׃
010e100072	וישב את כל הרכש וגם את לוט אחיו ורכשו השיב וגם את הנשים ואת העם׃
010e1100a3	ויצא מלך סדם לקראתו אחרי שובו מהכות את כדר לעמר ואת המלכים אשר אתו אל עמק שוה הוא עמק המלך׃
010e12005e	ומלכי צדק מלך שלם הוציא לחם ויין והוא כהן לאל עליון׃
010e130058	ויברכהו ויאמר ברוך אברם לאל עליון קנה שמים וארץ׃
010e14005a	וברוך אל עליון אשר מגן צריך בידך ויתן לו מעשר מכל׃
010e150050	ויאמר מלך סדם אל אברם תן לי הנפש והרכש קח לך׃
010e160073	ויאמר אברם אל מלך סדם הרימתי ידי אל יהוה אל עליון קנה שמים וארץ׃
010e170079	אם מחוט ועד שרוך נעל ואם אקח מכל אשר לך ולא תאמר אני העשרתי את אברם׃
010e18008d	בלעדי רק אשר אכלו הנערים וחלק האנשים אשר הלכו אתי ענר אשכל וממרא הם יקחו חלקם׃
010f01009c	אחר הדברים האלה היה דבר יהוה אל אברם במחזה לאמר אל תירא אברם אנכי מגן לך שכרך הרבה מאד׃
010f02008b	ויאמר אברם אדני יהוה מה תתן לי ואנכי הולך ערירי ובן משק ביתי הוא דמשק אליעזר׃
010f03005b	ויאמר אברם הן לי לא נתתה זרע והנה בן ביתי יורש אתי׃
010f040076	והנה דבר יהוה אליו לאמר לא יירשך זה כי אם אשר יצא ממעיך הוא יירשך׃
010f05009f	ויוצא אתו החוצה ויאמר הבט נא השמימה וספר הכוכבים אם תוכל לספר אתם ויאמר לו כה יהיה זרעך׃
010f060032	והאמן ביהוה ויחשבה לו צדקה׃
010f07007d	ויאמר אליו אני יהוה אשר הוצאתיך מאור כשדים לתת לך את הארץ הזאת לרשתה׃
010f08003e	ויאמר אדני יהוה במה אדע כי אירשנה׃
010f09006b	ויאמר אליו קחה לי עגלה משלשת ועז משלשת ואיל משלש ותר וגוזל׃
