0100000008	Gênesis
010a16003b	Os filhos de Sem, são: Elam, e Assur, e Arpachshad, e Lud.
010a170036	E os filhos de Aram são: Uz, e Hul, e Gether, e Mash.
010a180033	E Arpachshad gerou a Shelah: e Shelah gerou a Eber.
010a190083	E a Eber nasceram dois filhos: o nome dum foi Peleg, porquanto em seus dias se repartiu a terra, e o nome do seu irmão foi Joktan.
010a1a0042	E Joktan gerou a Almodad, e a Sheleph, e a Hazarmaveth, e a Jerah;
010a1b0022	E a Hadoran, e a Uzal, e a Diclah;
010a1c0021	E a Obal, e a Abimael, e a Sheba;
010a1d0044	E a Ophir, e a Havila e a Jobab: todos estes foram filhos de Joktan.
010a1e004b	E foi a sua habitação desde Mesha, indo para Sephar, montanha do Oriente.
010a1f007b	Estes são os filhos de Sem segundo as suas famílias, segundo as suas línguas, nas suas terras, segundo as suas nações.
010a20009a	Estas são as famílias dos filhos de Noé segundo as suas gerações, nas suas nações: e destes foram divididas as nações na terra depois do dilúvio
010b01003d	E era toda a terra de uma mesma língua, e de uma mesma fala.
010b02005f	E aconteceu que, partindo eles do Oriente, acharam um vale na terra de Shinar; e habitaram ali.
010b03007a	E disseram uns aos outros: Eia, façamos tijolos, e queimê-mo-los bem. E foi-lhes o tijolo por pedra, e o betume por cal.
010b0400a9	E disseram: Eia, edifiquemos nós uma cidade e uma torre cujo cume toque nos céus, e façamo-nos um nome, para que não sejamos espalhados sobre a face de toda a terra.
010b050057	Então desceu o Senhor para ver a cidade e a torre que os filhos dos homens edificavam;
010b0600a8	E disse. Eis que o povo é um, e todos tem uma mesma língua; e isto é o que começam a fazer: e agora, não haverá restrição para tudo o que eles intentarem fazer?
010b07005d	Eia, desçamos, e confundamos ali a sua língua, para que não entenda um a língua do outro.
010b08005e	Assim o Senhor os espalhou dali sobre a face de toda a terra: e cessaram de edificar a cidade.
010b09009a	Por isso se chamou o seu nome Babel, porquanto ali confundiu o Senhor a língua de toda a terra, e dali os espalhou o Senhor sobre a face de toda a terra.
010b0a0072	Estas são as gerações de Sem: Sem era da idade de cem anos, e gerou a Arpachshad, dois anos depois do dilúvio.
010b0b0055	E viveu Sem, depois que gerou a Arpachshad, quinhentos anos; e gerou filhos e filhas.
010b0c0038	E viveu Arpachshad trinta e cinco anos, e gerou a Selah.
010b0d0060	E viveu Arpachshad depois que gerou a Selah, quatrocentos e três anos; e gerou filhos e filhas.
010b0e002b	E viveu Selah, trinta anos, e gerou a Eber:
010b0f005b	E viveu Selah, depois que gerou a Eber, quatrocentos e três anos, e gerou filhos e filhas.
010b100032	E viveu Eber trinta e quatro anos e gerou a Peleg:
010b11005c	E viveu Eber, depois que gerou a Peleg, quatrocentos e trinta anos, e gerou filhos e filhas.
010b12002a	E viveu Peleg trinta anos, e gerou a Rehu:
010b130056	E viveu Peleg, depois que gerou a Rehu, duzentos e nove anos, e gerou filhos e filhas.
010b140032	E viveu Rehu, trinta e dois anos, e gerou a Serug:
010b150055	E viveu Rehu, depois que gerou a Serug, duzentos e sete anos e gerou filhos e filhas.
010b16002b	E viveu Serug trinta anos, e gerou a Nahor:
010b170050	E viveu Serug, depois que gerou a Nahor, duzentos anos, e gerou filhos e filhas.
010b180031	E viveu Nahor vinte e nove anos, e gerou a Terah:
010b190058	E viveu Nahor, depois que gerou a Terah, cento e dezenove anos, e gerou filhos e filhas.
010b1a0042	E viveu Terah, setenta anos, e gerou a Abrão, a Nahor, e a Haran.
010b1b0062	E estas são as gerações de Terah: Terah gerou a Abrão, a Nahor, e a Haran: e Haran gerou a Lot
010b1c0060	E morreu Haran estando seu pai Terah, ainda vivo, na terra do seu nascimento, em Ur dos caldeus.
010b1d00a7	E tomaram Abrão e Nahor mulheres para si: o nome da mulher de Abrão era Sarai, e o nome da mulher de Nahor era Milcah, filha de Haran, pai de Milcah, e pai de Iscah.
010b1e002a	E Sarai foi estéril, e não tinha filhos.
010b1f00e1	E tomou Terah a Abrão seu filho, e a Lot filho de Haran, filho de seu filho, e a Sarai sua nora, mulher de seu filho Abrão, e saiu com eles de Ur dos caldeus, para ir à terra de Canaan; e vieram até Haran, e habitaram ali
010b200048	E foram os dias de Terah duzentos e cinco anos: e morreu Terah em Haran.
010c01007d	Ora o Senhor disse a Abrão: sai-te da tua terra, e da tua parentela, e da casa de teu pai, para a terra que eu te mostrarei.
010c020068	E far-te-ei uma grande nação, e abençoar-te-ei, e engrandecerei o teu nome; e tu serás uma benção.
010c030082	E abençoarei os que te abençoarem, e amaldiçoarei os que te amaldiçoarem; e em ti serão benditas todas as famílias da terra.
010c04008a	Assim partiu Abrão, como o Senhor lhe tinha dito, e foi Lot com ele: e era Abrão de idade de setenta e cinco anos, quando saiu de Haran.
010c0500d9	E tomou Abrão a Sarai, sua mulher, e a Lot, filho de seu irmão, e toda a sua fazenda, que haviam adquirido, e as almas que lhe acresceram em Haran: e sairam para irem à terra de Canaan; e vieram à terra de Canaan.
010c06007b	E passou Abrão por aquela terra até ao lugar de Sichem, até ao carvalho de Moreh; e estavam então os cananeus na terra.
010c07007d	E apareceu o Senhor a Abrão, e disse: Á tua semente darei esta terra. E edificou ali um altar ao Senhor, que lhe aparecera.
010c0800bd	E moveu-se dali para a montanha à banda do Oriente de Bethel, e armou a sua tenda, tendo Bethel ao ocidente, e Ai ao Oriente; e edificou ali um altar ao Senhor, e invocou o nome do Senhor.
010c090040	Depois caminhou Abrão dali, seguindo ainda para a banda do Sul.
010c0a0070	E havia fome naquela terra: e desceu Abrão ao Egito, para peregrinar ali, porquanto a fome era grande na terra.
010c0b007b	E aconteceu que, chegando ele para entrar no Egito, disse a Sarai, sua mulher: Ora bem sei que és mulher formosa à vista;
010c0c0079	E será que, quando os egípcios te virem, dirão: Esta é sua mulher. E matar-me-ão a mim, e a ti te guardarão em vida
010c0d006f	Dize, peço-te, que és minha irmã, para que me vá bem por tua causa, e que viva a minha alma por amor de ti.
010c0e005c	E aconteceu que, entrando Abrão no Egito, viram os egípcios a mulher, que era mui formosa.
010c0f006d	E viram-na os príncipes do faraó, e gabaram-na diante do faraó: e foi a mulher tomada para casa do faraó.
010c100074	E fez bem a Abrão por amor dela; e ele teve ovelhas, e vacas, e jumentos, e servos e servas, e jumentas, e camelos.
010c110068	Feriu, porém, o Senhor o faraó com grandes pragas, e a sua casa, por causa de Sarai, mulher de Abrão.
010c120075	Então chamou o faraó a Abrão, e disse: Que é isto que me fizeste? porque não me disseste que ela era tua mulher?
010c130085	Porque disseste: É minha irmã? de maneira que a houvera tomado por minha mulher: agora, pois, eis aqui tua mulher; toma-a e vai-te.
010c140076	E o faraó, deu ordens aos seus varões a seu respeito, e acompanharam-no a ele, e a sua mulher, e a tudo o que tinha.
010d010066	Subiu, pois, Abrão do Egito para a banda do Sul, ele e sua mulher, e tudo o que tinha, e com ele Lot.
010d020034	E ia Abrão muito rico em gado, em prata, e em ouro.
010d030074	E fez as suas jornadas do Sul até bethel, até ao lugar onde ao princípio estivera a sua tenda, entre bethel e Ai;
010d04005b	Até ao lugar do altar que de antes ali tinha feito; e Abrão invocou ali o nome do Senhor.
010d050044	E também Lot, que ia com Abrão, tinha rebanhos, e vacas, e tendas.
010d060087	E não tinha capacidade a terra para poderem habitar juntos; porque a sua fazenda era muita; de maneira que não podiam habitar juntos.
010d07008a	E houve contenda entre os pastores do gado de Abrão, e os pastores do gado de Lot: e os Cananeus e os Perizeus habitavam então na terra.
010d080087	E disse Abrão a Lot: Ora não haja contenda entre mim e ti, e entre os meus pastores e os teus pastores, porque irmãos varões somos.
010d0900a5	Não está toda a terra diante de ti? Eia, pois, aparta-te de mim; se escolheres a esquerda, irei para a direita; e se a direita escolheres, eu irei para a esquerda.
010d0a00d8	E levantou Lot os seus olhos, e viu toda a campina do Jordão, que era toda bem regada, antes do Senhor ter destruído Sodoma e Gomorrha, e era como o jardim do Senhor, como a terra do Egito, quando se entra em Zoar.
010d0b006f	Então Lot escolheu para si toda a campina do Jordão, e partiu Lot para o Oriente, e apartaram-se um do outro.
010d0c006c	Habitou Abrão na terra de Canaan, e Lot habitou nas cidades da campina, e armou as suas tendas até Sodoma.
010d0d0048	Ora eram maus os varões de Sodoma, e grandes pecadores contra o Senhor.
010d0e00b7	E disse o Senhor a Abrão, depois que Lot se apartou dele: Levanta agora os teus olhos, e olha desde o lugar onde estás, para a banda do Norte, e do Sul, e do Oriente, e do ocidente;
010d0f0053	Porque toda esta terra que vês, te hei de dar a ti, e à tua semente, para sempre.
010d100086	E farei a tua semente como o pó da terra; de maneira que se alguém poder contar o pó da terra, também a tua semente será contada.
010d11005a	Levanta-te, percorre essa terra, no seu comprimento e na sua largura; porque a ti a darei.
010d120087	E Abrão armou as suas tendas, e veio, e habitou nos carvalhais de Mamre, que estão junto a Hebron; e edificou ali um altar ao Senhor.
010e01007a	E aconteceu nos dias de Amraphel, rei de Shinar, Arioch, rei de Ellasar, Chedorlaomer, rei de Elam, e Tidal, rei de Goiim,
010e0200a0	Que estes fizeram guerra a Bera, rei de Sodoma, a Birsha, rei de Gomorra, a Shinab, rei de Admah, e a Shemeber, rei de Zeboiim, e ao rei de Bela (esta é Zoar).
010e030041	Todos estes se ajuntaram no vale de Siddim (que é o mar de sal).
010e040052	Doze anos haviam servido a Chedorlaomer, mas ao décimo terceiro ano rebelaram-se.
010e0500ac	E ao décimo quarto ano veio Chedorlaomer, e os reis que estavam com ele, e feriram aos Rephains em Ashteroth-Karnaim, e aos Zuzins em Ham, e aos Emins em Shave-kiriathaim,
010e060055	E aos horeus no seu monte Seir, até à campina de Paran, que está junto ao deserto.
010e070091	Lepois tornaram e vieram a Enmispat (que é Cades), e feriram toda a terra dos amalequitas, e também os amoreus, que habitavam em Hazazon-tamar.
010e0800a9	Então saiu o rei de Sodoma, e o rei de Gomorra, e o rei de Admah, e o rei de Zeboiim, e o rei de Bela (esta é Zoar), e ordenaram batalha contra eles no vale de Siddim,
010e090087	Contra Chedorlaomer, rei de Elam, e Tidal, rei de Goiim, e Amraphel, rei de Shinar, e Arioch, rei de Ellasar; quatro reis contra cinco.
010e0a0093	E o vale de Siddim estava cheio de poços de betume: e fugiram os reis de Sodoma, e de Gomorra, e cairam ali; e os restantes fugiram para um monte.
010e0b0056	E tomaram toda a fazenda de Sodoma, e de Gomorra, e todo o seu mantimento, e foram-se.
010e0c0066	Também tomaram a Lot, que habitava em Sodoma, filho do irmão de Abrão, e a sua fazenda, e foram-se.
010e0d00b7	Então veio um que escapara, e o contou a Abrão, o Hebreu: ele habitava junto dos carvalhais de Mamre, o amoreu, irmão de Eshcol, e irmão de Aner; eles eram confederados de Abrão.
010e0e008d	Ouvindo pois Abrão que o seu irmão estava preso, armou os seus criados, nascidos em sua casa, trezentos e dezoito, e os perseguiu até Dan.
010e0f0081	E dividiu-se contra eles de noite, ele e os seus criados, e os feriu, e os perseguiu até Hobah, que fica à esquerda de Damasco.
010e100080	E tornou a trazer toda a fazenda, e tornou a trazer também a Lot, seu irmão, e a sua fazenda, e também as mulheres, e o povo.
010e11009f	E o rei de Sodoma saiu-lhe ao encontro (depois que voltou de ferir a Chedorlaomer e aos reis que estavam com ele) até ao vale de Schave, que é o vale do rei.
010e12005b	E Melchizedec, rei de Salém, trouxe pão e vinho: e era este sacerdote do Deus altíssimo.
010e130061	E abençoou-o, e disse: bendito seja Abrão de Deus altíssimo, o Possuidor dos céus e da terra;
010e14006c	E bendito seja o Deus altíssimo, que entregou os teus inimigos nas tuas mãos. E deu-lhe o dízimo de tudo.
010e150052	E o rei de Sodoma disse a Abrão: Dá-me a mim as almas, e a fazenda toma para ti.
010e16007b	Abrão, porém, disse ao rei de Sodoma: Levantei minha mão ao Senhor, o Deus altíssimo, o Possuidor dos céus e da terra,
010e17008a	Que desde um fio até à correia de um sapato, não tomarei coisa alguma de tudo o que é teu: para que não digas: Eu enriqueci a Abrão;
010e180091	Salvo tão somente o que os mancebos comeram, e a parte que toca aos varões que comigo foram, Aner, Escol, e Mamre; estes que tomem a sua parte.
010f010091	Depois destas coisas veio a palavra do Senhor a Abrão em visão, dizendo: Não temas, Abrão, eu sou o teu escudo, o teu grandíssimo galardão.
010f02007e	Então disse Abrão: Senhor Jehovah, que me as de dar, pois ando sem filhos, e o mordomo da minha casa é o damasceno Elieser?
010f03006e	Disse mais Abrão: Eis que me não tens dado semente, e eis que um nascido na minha casa será o meu herdeiro.
010f040094	E eis que veio a palavra do Senhor a ele, dizendo: Este não será o teu herdeiro; mas aquele que de tuas entranhas sair, este será o teu herdeiro.
010f050088	Então o levou fora, e disse: Olha agora para os céus, e conta as estrelas, se as podes contar. E disse-lhe: Assim será a tua semente.
010f060036	E creu ele no Senhor, e imputou-lhe isto por justiça.
010f07006c	Disse-lhe mais: Eu sou o Senhor, que te tirei de Ur dos caldeus, para dar-te a ti esta terra, para herda-la.
010f08003e	E disse ele: Senhor Jehovah, como saberei que hei de herda-la?
010f090080	E disse-lhe: Toma-me uma bezerra de três anos, e uma cabra de três anos, e um carneiro de três anos, uma rola, e um pombinho.
