0100000006	Mwanzo
010811011e	Wachukuwe utoke nje pamoja nao kila kiumbe hai chenye mwili ambacho kiko nawe - ndege, wanyama wa kufugwa, na kila kitambaacho ambacho hutambaa juu ya nchi - ili kwamba viweze kukua na kuwa na idadi kubwa zaidi ya viumbe hai katika nchi yote, kwa kuzaliana na kuongezeka juu ya nchi.”
0108120065	Kwa hiyo Nuhu akatoka nje pamoja na watoto wake wa kiume, mke wake, na wake wa wa wanawe pamoja naye.
0108130072	Kila kiumbe hai, kila kitambaacho, na kila ndege, na kila kiendacho juu ya nchi, kwa kabila zao, wakaiacha safina.
0108140099	Nuhu akajenga madhabahu kwa Yahwe. Akachukua baadhi ya wanyama walio safi na baadhi ya ndege walio safi, na kutoa sadaka ya kuteketezwa juu ya madhabahu.
01081500dc	Yahwe akanusa harufu nzuri ya kuridhisha na akasema moyoni mwake, “Sita laani tena ardhi kwa sababu ya mwanadamu, ingawa nia za mioyo yao ni mbaya tokea utoto. Wala sita haribu kilakitu chenye uhai, kama nilivyo fanya.
0108160085	Wakati nchi isaliapo, majira ya kupanda mbegu na mavuno, baridi na joto, kiangazi na majira ya baridi, mchana na usiku havitakoma.”
010901005c	Kisha Mungu akambariki Nuhu na wanawe, na kuwaambia, “Zaeni, mkaongezeke, na muijaze nchi.
01090200d4	Hofu na utisho wenu vitakuwa juu ya kila mnyama aliye hai juu ya nchi, juu ya kila ndege wa angani, juu ya kila kitu kiendacho chini juu ya ardhi, na juu ya samaki wote wa baharini. Vimetolewa katika mikono yenu.
0109030070	Kila kitu kiendacho kilicho hai kitakuwa chakula kwa ajili yenu. Kama nilivyo wapa mimea, sasa nawapa kila kitu.
0109040046	Lakini msile nyama pamoja na uhai wake - yaani damu yake - ndani yake.
0109050107	Lakini kwa ajili ya damu yenu, uhai uliomo katika damu yenu nitataka malipo. Kutoka katika mkono wa kila mnyama nitaitaka. Kutoka katika mkono wa kila mtu, yaani, kutoka katika mkono wa yule ambaye amemuua ndugu yake, nitataka fidia kwa ajili ya uhai wa mtu huyo.
0109060089	Yeyote amwagaye damu ya mtu, kwa njia ya mtu damu yake itamwagwa, kwa sababu ilikuwa ni katika mfano wa Mungu kwamba Mungu alimuumba mtu.
0109070059	Na hivyo nanyi zaeni na kuongezeka, sambaeni katika inchi yote na muongezeke juu yake.”
010908003e	Kisha Mungu akazungumza na Nuhu na wanae pamoja naye, akisema,
0109090068	“Kwa ajili yangu, sikiliza! Ninakwenda kulithibitisha agano langu pamoja nawe na uzao wenu baada yenu,
01090a00c5	na kwa kila kiumbe hai kilicho pamoja nawe, pamoja na ndege, mnyama wa kufugwa, na kila kiumbe cha nchi pamoja nawe, kuanzia kwa wote waliotoka kwenye safina, mpaka kwa kila kiumbe hai juu ya nchi.
01090b00b6	Kwa sababu hii ninalithibitisha agano langu pamoja nanyi, kwamba hapatatokea kuangamizwa kwa mwenye mwili kwa njia ya maji ya gharika. Tena hapatatokea gharika ya kuangamiza nchi.”
01090c00a1	Mungu akasema, “na hii ndiyo ishara ya agano ambalo ninafanya kati yangu na ninyi pamoja na kila kiumbe hai kilicho pamoja nanyi, kwa vizazi vyote vya baadaye:
01090d0060	Nimeweka upinde wangu wa mvua katika wingu, na itakuwa ndiyo ishara ya agano kati yangu na nchi.
01090e0056	Hata itakuwa nitakapoleta wingu juu ya nchi na upinde wa mvua ukaonekana katika wingu,
01090f00a1	ndipo nitakumbuka agano langu, ambalo ni kati yangu na ninyi na kila kiumbe hai cha wote mwenye mwili. Maji hayatafanyika tena gharika kuharibu wote wenye mwili.
01091000a3	Upinde wa mvua utakuwa katika mawingu na nitauona, ili kukumbuka agano la milele kati ya Mungu na kila kiumbe hai cha wote wenye mwili ambacho kiko juu ya nchi.”
0109110088	Kisha Mungu akamwambia Nuhu, “Hii ni ishara ya agano ambalo nimelithibitisha kati yangu na wenye mwili wote ambao wako juu ya nchi.”
0109120067	Wana wa Nuhu ambao walitoka katika safina walikuwa ni Shemu, Hamu, na Yafethi. Na Hamu akamzaa kanaani.
0109130052	Watatu hawa walikuwa ndio wana wa Nuhu, na kutokea kwa hawa nchi yote ikajaa watu.
0109140030	Nuhu akaanza kuwa mkulima, na akapanda mizabibu.
010915003f	Akanywa sehemu ya divai na akalewa. Akawa amelala hemeani uchi.
0109160069	Kisha Hamu, baba yake na Kanaani, akaona uchi wa baba yake na akawaambia ndugu zake wawili waliokuwa nje.
01091700db	Kwa hiyo Shemu na Yafethi wakachukua kanzu wakaitanda juu ya mabega yao, na wakatembea kinyumenyume na wakaufunika uchi wa baba yao. Nyuso zao zikiwa zimegeuka nyuma upande mwingine, kwa hiyo hawakuona uchi wa baba yao.
010918005d	Nuhu alipozinduka kutoka katika ulevi wake, alijua ni jambo gani mtoto wake mdogo amemfanyia.
0109190053	Hivyo akasema, “Alaaniwe Kanaani. Na awe mtumishi kwa watumishi wa ndugu zake.”
01091a004a	Akasema pia, Yahwe, Mungu wa Shemu, abarikiwe, Kanaani na awe mtumwa wake.
01091b006e	Mungu na apanuwe mipaka ya Yafethi, na afanye makazi yake katika hema za Shemu. Kanaani na awe mtumwa wake.”
01091c0038	Baada ya gharika, Nuhu aliishi miaka miatatu na hamsini.
01091d004a	Siku zote za Nuhu zilikuwa ni miaka mia tisa na hamsini, na kisha alikufa.
010a010080	Hivi ndivyo vilikuwa vizazi vya wana wa Nuhu, ambao ni, Shemu, Hamu, na Yafethi. Wana wa kiume walizaliwa kwao baada ya gharika.
010a020053	Wana wa Yafethi walikuwa Gomeri, Magogu, Madai, Yavani, Tubali, Masheki, na Tirasi.
010a030039	Na wana wa Gomeri walikuwa Ashikenazi, Rifathi na Togama.
010a04003f	Wana wa Yavani walikuwa Elisha, Tarshishi, Kitimu, na Dodanimu.
010a050086	Kutoka kwa hawa watu wa pwani waligawanyika na kwenda kwenye ardhi zao, kila mtu na lugha yake, kufuatana na koo zao, kwa mataifa yao.
010a060038	Wana wa Hamu walikuwa Kushi, Misraimu, Putu, na Kanaani.
010a070066	Wana wa Kushi walikuwa Seba, Havila, Sabta, Raama, na Sabteka. Wana wa Raama walikuwa Sheba na Dedani.
010a080043	Kushi akamzaa Nimrodi, ambaye alikuwa hodari wa kwanza juu ya nchi.
010a09006f	Alikuwa mwindaji mkuu mbele ya Yahwe. Hii ndiyo sababu hunenwa, “Kama Nimrod mwindaji mkuu mbele za Yahwe.”
010a0a005c	Miji ya kwanza ya ufalme wake ilikuwa Babeli, Ereku, Akadi na Kalne, katika ichi ya Shinari.
010a0b0052	Kutoka katika nchi ile alikwenda Ashuru na akajenga Ninawi, Rehoboth- iri na Kala,
010a0c0043	na Raseni ambao ulikuwa kati ya Ninawi na Kala. Ulikuwa mji mkubwa.
010a0d0038	Misraimu akazaa Waludi, Waanami, Walehabi, na Wanaftuhi,
010a0e0047	Wapathrusi na Wakasluhi (ambao kwao Wafilisti walitokea), na Wakaftori.
010a0f0034	Kanaani akamzaa Sidono, mwanawe wa kwanza, na Hethi,
010a100026	pia na Myebusi, na Mwamori, Mgirgashi,
010a110015	Mhivi, Mwarki, Msini,
010a120044	Mwarvadi, Msemari, na Mhamathi. Baadaye koo za wakanaani zikasambaa.
010a130087	Mpaka wa Wakanaani ulianzia Sidoni, katika mwelekeo wa Gerari, hata Gaza, na kama kuelekea Sodoma, Gomora, Adma, na Seboimu hata Lasha.
010a14005e	Hawa walikuwa wana wa Ham, kwa koo zao, kwa lugha zao, katika ardhi zao na katika mataifa yao.
010a15006e	Pia walizaliwa wana kwa Shemu, ndugu yake mkubwa wa Yafethi. Shemu pia alikuwa baba yao na watu wote wa Eberi.
010a160040	Wana wa Shemu walikuwa Elamu, Ashuru, Alfaksadi, Ludi, na Aramu.
010a170037	Wana wa Aramu walikuwa ni Usi, Huli, Getheri, na Mashi.
010a18002d	Arfaksadi akamzaa Sela, na Sela akamzaa Eber.
010a19008d	Eberi akazaa wana wawili wa kiume. Jina la mmoja aliitwa Pelegi maana katika siku zake nchi iligawanyika. Jina la ndugu yake aliitwa Yoktani.
010a1a0036	Yoktani akamzaa Almodadi, Shelefu, Hasarmawethi, Yera,
010a1b0016	Hadoram, Uzali, Dikla,
010a1c0017	Obali, Abimaeli, Sheba,
010a1d003d	Ofiri, Havila, na Yobabi. Hawa wote walikuwa wana wa Yoktani.
010a1e0042	Mpaka wao ulikuwa unaanzia Mesha, hadi Sefari, mlima wa mashariki.
010a1f006a	Hawa walikuwa wana wa Shemu, kulingana na koo zao na lugha zao, katika ardhi zao kulingana na mataifa yao.
010a20009c	Hizi zilikuwa koo za wana wa Nuhu, kulingana na vizazi vyao, kwa mataifa yao. Kutokea kwa hawa mataifa yaligawanyika na kwenda juu ya nchi baada ya gharika.
010b010044	Sasa nchi yote ilikuwa inatumia lugha moja na ilikua na usemi mmoja.
010b020066	Ikawa waliposafiri upande wa mashariki, wakaona eneo tambarare katika nchi ya Shinari na wakakaa pale.
010b030082	Wakasemezana, “Haya njoni, tufanye matofari na tuyachome kikamilifu.” Walikuwa na matofari badala ya mawe na lami kama chokaa.
010b0400b1	Wakasema, “njoni, na tujenge mji sisi wenyewe na mnara ambao kilele chake kitafika angani, na tujifanyie jina. Kama hatutafanya, basi tutatawanyika katika uso wa nchi yote.”
010b050056	Kwa hiyo Yahwe akashuka kuona mji na mnara ambao wazao wa Ibrahimu walikuwa wamejenga.
010b06009a	Yahwe akasema, “Tazama, watu hawa ni taifa moja na lugha moja, na wameanza kufanya hivi! Hivikaribuni halitashindikana jambo watakalo kusudia kulifanya.
010b070045	Njoni, tushuke na tuvuruge lugha yao pale, ili kwamba wasielewane.”
010b080061	Kwa hiyo Yahwe akawatawanya kutoka pale kwenda pande zote za uso wa nchi na wakaacha kujenga mji.
010b090098	Kwa hiyo, jina lake ukaitwa Babeli, kwa sababu hapo Yahwe alivuruga lugha ya nchi yote na tangu pale Yahwe akawatawanya ng'ambo juu ya uso wa nchi yote.
010b0a0083	Hivi ndivyo vilikuwa vizazi vya Shemu. Shemu alikuwa na umri wa miaka mia moja, na akamzaa Alfaksadi miaka miwili baada ya gharika.
010b0b0063	Shemu akaishi miaka miatano baada ya kumzaa Alfaksadi. Pia akazaa wana wengine wa kiume na wa kike.
010b0c004c	Wakati Alfaksadi alipokuwa ameishi miaka thelathini na mitano akamzaa Shela.
010b0d0061	Alfaksadi aliishi miaka 403 baada ya kumzaa Shela. Akawazaa pia wana wengine wa kiume na wa kike.
010b0e003f	Wakati Shela alipokuwa ameishi miaka thelathini, akamzaa Eberi.
010b0f005d	Shela aliishi miaka 403 baada ya kumzaa Eberi. Akawazaa pia wana wengine wa kiume na wa kike.
010b100049	Wakati Eberi alipokuwa ameishi miaka thelathini na minne, akamzaa Pelegi.
010b11005e	Eberi aliishi miaka 430 baada ya kumzaa Pelegi. Akawazaa pia wana wengine wa kiume na wa kike.
010b12003e	Wakati Pelegi alipokuwa ameishi miaka thelathini, akamzaa Reu.
010b13005d	Pelegi aliishi miaka 209 baada ya kumza a Reu. Akawazaa pia wana wengine wa kiume na wa kike.
010b140048	Wakati Reu alipokuwa ameishi miaka thelathini na miwili, alimzaa Serugi.
010b15005b	Reu aliishi miaka207 baada ya kumzaa Seregu. Akawazaa pia wana wengine wa kiume na wa kike.
010b160041	Wakati Seregu alipokuwa ameishi miaka thelathini, akamzaa Nahori.
010b170065	Seregu aliishi miaka mia mbili baada ya kumzaa Nahori. Akawazaa pia wana wengine wa kiume na wa kike.
010b180045	Wakati Nahori alipokuwa ameishi miaka ishirini na tisa, akamzaa Tera.
010b19005c	Nahori aliishi mika 119 baada ya kumzaa Tera. Akawazaa pia wana wengine wa kiume na wa kike.
010b1a0043	Baada ya Tera kuishi miaka sabini, akamzaa Abram, Nahori, na Haran.
010b1b0064	Hivi ndivyo vilikuwa vizazi vya Tera. Tera alimzaa Abram, Nahori, na Harani, na Harani akamzaa Lutu.
010b1c0057	Harani akafa machoni pa baba yake Tera katika nchi aliyozaliwa, katika Ur wa Wakaldayo.
010b1d008f	Abram na Nahori wakajitwalia wake. Mke wa Abram aliitwa Sarai na mke wa Nahori aliitwa Milka, binti wa Harani, aliyekuwa baba wa Milka na Iska.
010b1e0029	Sasa Sarai alikuwa Tasa; hakuwa na mtoto.
010b1f00cf	Tera akamtwaa Abram mwanawe, Lutu mwana wa mwanawe Harani, na Sarai mkwewe, mke wa mwanawe Abram, na kwa pamoja wakatoka Ur wa Wakaldayo, kwenda katika nchi ya Kanaani. Lakini walipofika Harani wakakaa pale.
010b200030	Tera akaishi miaka 205 kisha akafa hapao Harani.
010c010096	Kisha Yahwe akamwambia Abram, “Nenda utoke katika nchi yako, na toka kwa ndugu zako, na kwa jamaa za baba yako, uende katika nchi nitakayo kuonesha.
010c020064	Nitakufanya uwe taifa kubwa, na nitakubariki na kulifanya jinalako kuwa kubwa, na utafanyika baraka.
010c03006e	Nitawabariki wakubarikio, lakini asiye kuheshimu nita mlaani. Kupitia kwako familia zote za nchi zitabarikiwa.
010c04009e	Kwa hiyo Abram akaondoka kama vile Yahwe alivyo mwambia kufanya, na Lutu akaenda pamoja naye. Abram alikuwa na miaka sabini na mitano wakati alipotoka Harani.
010c0500d5	Abram akamchukua Sarai mkewe, Lutu, mtoto wa ndugu yake, na vyote walivyomiliki ambavyo wamevikusanya, na watu ambao wamewapata wakiwa huko Harani. Wakatoka kwenda katika nchi ya Kanaani, wakafika nchi ya Kanaani.
010c060073	Abram akapitia katikati ya nchi hadi Shekemu, hadi mwaloni wa More. Wakati huo wakanaani waliishi katika nchi hiyo.
010c070081	Yahwe akamtokea Abram, na kusema, “Nitawapa uzao wako nchi hii.” Kwa hiyo Abram akamjengea madhabahu, Yahwe ambaye alimtokea.
010c0800d2	Kutoka pale akaenda kwenye nchi ya mlima mashariki mwa Betheli, ambapo alipiga hema yake, magaribi kukiwa na Betheli na mashariki kukiwa na mji wa Ai. Akajenga madhabahu ya Yahwe pale na kuliitia jina la Yahwe.
010c09003c	Kisha Abram akaendelea kusafiri, akielekea upande wa Negebu.
010c0a0068	Kulikuwa na njaa katika nchi, kwa hiyo Abram akaenda kukaa Misri, kwa kuwa njaa ilikua kali katika nchi.
010c0b0068	Wakati alipokaribia kuingia Misri, akamwambia Sarai mkewe, “tazama, najua kuwa wewe ni mwanamke mzuri.
010c0c005f	Wamisri watakapokuona watasema, huyu ni mke wake, na wataniua mimi, lakini watakuacha wewe hai.
010c0d0082	Hivyo wewe sema kuwa ni dada yangu, ili kwamba niwe salama kwa sababu yako, na kumba maisha yangu yatasalimika kwa sababu yako.”
010c0e0050	Ikawa kwamba Abram alipoingia Misri, Wamisri wakaona kwamba Sarai ni mzuri sana.
010c0f006c	Wakuu wa Farao wakamuona, na kumsifia kwa Farao, na huyu mwanamke akachukuliwa kupelekwa nyumbani mwa Farao.
010c100096	Farao akamtendea kwa wema Abram kwa ajili yake, na akampatia kondoo, maksai, punda waume watumishi wa kiume, watumishi wa kike, punda wake, na ngamia.
010c11005e	Kisha Yahwe akampiga Farao na nyumba yake kwa mapigo makuu kwa sababau ya Sarai, mke wa Abram.
010c12006d	Farao akamwita Abram na kusema, “Nini hiki ambacho umenifanyia? Kwa nini hukuniambia kuwa alikuwa mke wako?
010c130088	Kwa nini ulisema, 'ni dada yangu; na mimi nikamchukua kuwa mke wangu? Sasa kwa sababu hiyo huyu hapa mke wako. Mchukue na uende zako.”
010c140078	Kisha Farao akatoa amri kwa watu wake kuhusiana naye, na wakamuondoa, yeye pamoja na mke wake na vyote alivyokuwa navyo.
010d010082	Kwa hiyo Abram akaondoka akatoka Misri na akaenda Negebu, Yeye, mke wake, na vyote alivyokuwa navyo. Lutu pia akaenda pamoja naye.
010d020039	Na sasa Abram alikuwa tajiri wa mifugo, fedha na dhahabu.
010d030081	Aliendelea na safari yake kutoka Negebu hadi Betheli, mahali ambapo hema yake ilikuwa tangu mwanzo, kati ya Betheli na mji wa Ai.
010d040059	Akaenda mahali ambapo madhabahu ilikuwa imejengwa mwanzoni. Hapa akaliitia jina la Yahwe.
010d050053	aliyekuwa anasafiri na Abram, alikuwa pia na ngo'mbe, makundi ya mifugo, na mahema.
010d06007a	Nchi haikuwatosha wote kukaa pamoja karibu kwa sababu mali zao zilikuwa nyingi sana, kiasi kwamba hawakuweza kukaa pamoja.
010d0700a1	Pia, kulikuwa na ugomvi kati ya wachunga wanyama wa Abram na wachunga wanyama wa Lutu. Wakanaani pamoja na Waperizi walikuwa wakiishi katika nchi ile wakati huo.
010d0800a1	Kwa hiyo Abram akamwambia Lutu, “Pasiwe na ugomvi kati yako na mimi, na kati ya wachunga wanyama wako na wachunga wanyama wangu; licha ya hayo sisi ni familia.
010d0900a1	Je nchi hii yote haiko mbele yako? Nenda na ujitenge na mi. Ikiwa utakwenda kushoto, mimi nitakwenda kulia. au ikiwa utakwenda kulia, mimi nitakwenda kushoto.”
010d0a00dd	Kwa hiyo Lutu akatazama, na akaona kuwa nchi yote tambarare ya Yorodani ilikuwa na maji kila mahali hadi Zoari, kama vile bustani ya Yahwe, na kama nchi ya Misri. Hii ilikuwa ni kabla Yahwe hajaiangamiza Sodoma na Gomora.
010d0b0083	Kwa hiyo Lutu akajichagulia yeye mwenyewe nchi tambarare ya Yorodani na akasafiri mashariki, na ndugu hawa wakatengana wao kwa wao.
010d0c0071	Abram akaishi katika nchi ya Kanaani, na Lutu akaishi katika miji ya tambarare. Akatandaza hema zake hadi Sodoma.
010d0d004c	Na sasa watu wa Sodoma walikuwa waovu na wenye dhambi nyingi dhidi ya Yahwe.
010d0e008c	Yahwe akamwambia Abram baada ya Lutu kuondoka kwake, “Angalia kuanzia mahali ulipo simama hadi kaskazini, kusini, mashariki, na magharibi.
010d0f0043	Nchi yote hii uionayo, nitakupatia wewe pamoja na uzao wako milele.
010d100097	Nitawafanya uzao wako kuwa wengi kama mavumbi ya nchi, kiasi kwamba kama kuna mtu anaweza kuhesabu mavumbi ya nchi, ndipo na uzao wako pia utahesabika.
010d110049	Inuka, tembea katika urefu na upana wa nchi hii, kwa kuwa nitakupatia.”
010d120083	Kwa hiyo Abram akachukua hema yake, akaja na kukaa katika mwaloni wa Mamre, ambao uko Hebroni, na pale akajenga Madhabahu ya Yahwe.
010e010083	Ikiwa katika siku za Amrafeli, mfalme wa shinari, Arioko, mfalme wa Elasari, Kedorlaoma, mfalme wa Elam na Tidali, mfalme wa Goimu,
010e0200a4	walifanya vita dhidi ya Bera mfalme wa Sodoma, Birsha, mfalme wa Gomora, Shinabu, mfalme wa Adma, Shemeberi, mfalme wa Seboim, na mfalme wa Bela(pia ikiitwa Soari).
010e030066	Hawa wafalme watano wa mwisho waliungana pamoja katika bonde la Sidim (pia likiitwa bahari ya chumvi).
010e04005d	Kwa miaka kumi na mbili walimtumikia Kedorlaoma, lakini katika mwaka wa kumi na tatu waliasi.
010e0500c1	Kisha katika mwaka wa kumi na nne, Kedorlaoma na wafalme waliokuwa pamoja nae walikuja na kuwashambulia Warefai katika Ashteroth Karnaimu, na Wazuzi katika Hamu, Waemi katika Shawe Kiriathaimu,
010e06004c	na Wahori katika mlima wao wa Seiri, mpaka El Parani iliyo karibu na jangwa.
010e07008c	Kisha wakarudi wakaja En Misifati (Pia ikiitwa Kadeshi), na kuishinda nchi yote ya Waamaleki, na pia Waamori ambao waliishi Hasasoni Tamari.
010e08008c	Kisha mfalme wa Sodoma, mfalme wa Gomora, mfalme wa Adma, mfalme wa Seboim, na mfalme wa Bela (pia ikiitwa Soari) walikwenda na kuandaa vita
010e090095	dhidi ya Kadorlaoma, mfalme wa Elam, Tidali mfalme wa Goim, Amrafeli, mfalme wa Shinari, Arioki, mfalme wa Elasari; wafme wanne dhidi ya wale watano.
010e0a009e	Na sasa bonde la Sidimu lilikuwa limejaa mashimo ya lami, na wafalme wa Sodoma na Gomora walipokimbia, wakaanguka pale. Wale waliosalia wakakimbilia milimani.
010e0b005d	Kwa hiyo adui akachukua mali zote za Sodoma na Gomora na vyakula vyao vyote, na wakaenda zao,
010e0c0071	walipoondoka, wakamchukua pia Lutu, mtoto wa ndugu yake na Abram ambaye aliishi Sodoma, pamoja na mali zake zote.
010e0d00bc	Mmoja ambaye alitoroka alikuja na kumwambia Abram mwebrania. Alikuwa anaishi katika mialoni ya Mamre, mwamori ambaye alikuwa ni ndugu wa Eshkoli na Aneri ambao walikuwa washirika wa Abram.
010e0e008b	Abram aliposikia kuwa maadui wamemteka ndugu yake, akawaongoza wanaume waliofunzwa na kuzaliwa nyumbani mwake 318 na akawaongoza hadi Dani.
010e0f0070	Akawagawanya watu wake dhidi yao usiku na kuwavamia, na kuwafukuza mpaka Hoba, ambayo iko kaskazini mwa Dameski.
010e10006d	Kisha akarudisha mali zote, pia akamrudisha ndugu yake Lutu na mali zake, pamoja na wanawake na watu wengine.
010e1100aa	Baada ya Abram kurudi kutoka kumpiga Kadorlaoma na wafalme waliokuwa pamoja nae, mfalme wa Sodoma akatoka kuonana nae katika bonde la Shawe (pia iliitwa bonde la mfalme).
010e120060	Melkizedeki, mfalme wa Salem, akaleta mkate na divai. Alikuwa ni kuhani wa Mungu aliye juu sana.
010e13005a	Alimbariki akisema, “Abarikiwea Abram na Mungu aliye juu sana, muumba wa mbingu na nchi.
010e140085	Abarikiwe Mungu aliye juu sana, ambaye amekupatia adui zako katika mikono yako.” Kisha Abram akampatia sehemu ya kumi ya kila kitu.
010e150059	Mfalme wa Sodama akamwambia Abram, “Nipatie watu, na ujichukulie wewe mwenyewe mali.”
010e16007b	Abram akamwambia mfalme wa Sodoma, “Nimeinua juu mkono wangu kwa Yahwe, Mungu aliye juu sana, muumbaji wa mbingu na nchi,
010e170082	kwamba sitachukua uzi wala gidamu ya kiatu, au kitu chochote ambacho ni chako, 'ili kwamba usiseme, nimemfanya Abram kuwa tajiri.'
010e180091	Sitachukua chochote isipokuwa kile ambacho vijana wamekula na sehemu za watu waliokwenda nami. Aneri, Eskoli, na Mamre na wachukue sehemu zao.”
010f01008c	Baada ya mabo haya neno la Yahwe likamjia Abram katika maono, likisema, “Usiogope, Abram! mimi ni ngao yako na thawabu yako kubwa sana.”
