0100000006	1 Mose
01090f00b8	Alsdann will ich gedenken an meinen Bund zwischen mir und euch und allen lebendigen Seelen in allerlei Fleisch, daß nicht mehr hinfort eine Sintflut komme, die alles Fleisch verderbe.
01091000ab	Darum soll mein Bogen in den Wolken sein, daß ich ihn ansehe und gedenke an den ewigen Bund zwischen Gott und allen lebendigen Seelen in allem Fleisch, das auf Erden ist.
010911007b	Und Gott sagte zu Noah: Das sei das Zeichen des Bundes, den ich aufgerichtet habe zwischen mir und allem Fleisch auf Erden.
010912006e	Die Söhne Noahs, die aus dem Kasten gingen, sind diese: Sem, Ham und Japheth. Ham aber ist der Vater Kanaans.
0109130041	Das sind die drei Söhne Noahs, von denen ist alles Land besetzt.
0109140040	Noah aber fing an und ward ein Ackermann und pflanzte Weinberge.
010915004f	Und da er von dem Wein trank, ward er trunken und lag in der Hütte aufgedeckt.
0109160061	Da nun Ham, Kanaans Vater, sah seines Vaters Blöße, sagte er's seinen beiden Brüdern draußen.
01091700d6	Da nahmen Sem und Japheth ein Kleid und legten es auf ihrer beider Schultern und gingen rücklings hinzu und deckten des Vaters Blöße zu; und ihr Angesicht war abgewandt, daß sie ihres Vater Blöße nicht sahen.
010918005a	Als nun Noah erwachte von seinem Wein und erfuhr, was ihm sein jüngster Sohn getan hatte,
0109190057	sprach er: Verflucht sei Kanaan und sei ein Knecht aller Knechte unter seinen Brüdern!
01091a0053	und sprach weiter: Gelobt sei der HERR, der Gott Sem's; und Kanaan sei sein Knecht!
01091b0061	Gott breite Japheth aus, und lasse ihn wohnen in den Hütten des Sem; und Kanaan sei sein Knecht!
01091c003c	Noah aber lebte nach der Sintflut dreihundertfünfzig Jahre,
01091d0044	daß sein ganzes Alter ward neunhundertundfünfzig Jahre, und starb.
010a010066	Dies ist das Geschlecht der Kinder Noahs: Sem, Ham, Japheth. Und sie zeugten Kinder nach der Sintflut.
010a020056	Die Kinder Japheths sind diese: Gomer, Magog, Madai, Javan, Thubal, Mesech und Thiras.
010a030044	Aber die Kinder von Gomer sind diese: Askenas, Riphath und Thorgama.
010a040051	Die Kinder von Javan sind diese: Elisa, Tharsis, die Chittiter und die Dodaniter.
010a05007d	Von diesen sind ausgebreitet die Inseln der Heiden in ihren Ländern, jegliche nach ihren Sprachen, Geschlechtern und Leuten.
010a06003d	Die Kinder von Ham sind diese: Chus, Mizraim, Put und Kanaan.
010a070085	Aber die Kinder von Chus sind diese: Seba, Hevila, Sabtha, Ragma und Sabthecha. Aber die Kinder von Ragma sind diese: Saba und Dedan.
010a08004f	Chus aber zeugte den Nimrod. Der fing an ein gewaltiger Herr zu sein auf Erden,
010a090077	und war ein gewaltiger Jäger vor dem HERRN. Daher spricht man: Das ist ein gewaltiger Jäger vor dem HERRN wie Nimrod.
010a0a0051	Und der Anfang seines Reiches war Babel, Erech, Akkad und Chalne im Lande Sinear.
010a0b0053	Von dem Land ist er gekommen nach Assur und baute Ninive und Rehoboth-Ir und Kalah,
010a0c0040	dazu Resen zwischen Ninive und Kalah. Dies ist die große Stadt.
010a0d004a	Mizraim zeugte die Luditer, die Anamiter, die Lehabiter, die Naphthuhiter,
010a0e0061	die Pathrusiter und die Kasluhiter (von dannen sind gekommen die Philister) und die Kaphthoriter.
010a0f0037	Kanaan aber zeugte Sidon, seinen ersten Sohn, und Heth,
010a10002c	den Jebusiter, den Amoriter, den Girgasiter,
010a110026	den Heviter, den Arkiter, den Siniter,
010a120069	den Arvaditer, den Zemariter und den Hamathiter. Daher sind ausgebreitet die Geschlechter der Kanaaniter.
010a13007f	Und ihre Grenzen waren von Sidon an durch Gerar bis gen Gaza, bis man kommt gen Sodom, Gomorra, Adama, Zeboim und bis gen Lasa.
010a140045	Das sind die Kinder Hams in ihren Geschlechtern, Sprachen und Leuten.
010a150065	Sem aber, Japheths, des Ältern, Bruder, zeugte auch Kinder, der ein Vater ist aller Kinder von Eber.
010a160042	Und dies sind seine Kinder: Elam, Assur, Arphachsad, Lud und Aram.
010a170038	Die Kinder von Aram sind diese: Uz, Hul, Gether und Mas.
010a180030	Arphachsad aber zeugte Salah, Salah zeugte Eber.
010a190076	Eber zeugte zwei Söhne. Einer hieß Peleg, darum daß zu seiner Zeit die Welt zerteilt ward; des Bruder hieß Joktan.
010a1a0036	Und Joktan zeugte Almodad, Saleph, Hazarmaveth, Jarah,
010a1b0015	Hadoram, Usal, Dikla,
010a1c0014	Obal, Abimael, Saba,
010a1d0038	Ophir, Hevila und Jobab. Das sind die Kinder von Joktan.
010a1e0055	Und ihre Wohnung war von Mesa an, bis man kommt gen Sephar, an den Berg gegen Morgen.
010a1f0052	Das sind die Kinder von Sem in ihren Geschlechtern, Sprachen, Ländern und Leuten.
010a20008e	Das sind die Nachkommen der Kinder Noahs in ihren Geschlechtern und Leuten. Von denen sind ausgebreitet die Leute auf Erden nach der Sintflut.
010b010033	Es hatte aber alle Welt einerlei Zunge und Sprache.
010b02005e	Da sie nun zogen gen Morgen, fanden sie ein ebenes Land im Lande Sinear, und wohnten daselbst.
010b03007e	Und sie sprachen untereinander: Wohlauf, laß uns Ziegel streichen und brennen! und nahmen Ziegel zu Stein und Erdharz zu Kalk
010b0400b8	und sprachen: Wohlauf, laßt uns eine Stadt und einen Turm bauen, des Spitze bis an den Himmel reiche, daß wir uns einen Namen machen! denn wir werden sonst zerstreut in alle Länder.
010b050060	Da fuhr der HERR hernieder, daß er sähe die Stadt und den Turm, die die Menschenkinder bauten.
010b0600c5	Und der HERR sprach: Siehe, es ist einerlei Volk und einerlei Sprache unter ihnen allen, und haben das angefangen zu tun; sie werden nicht ablassen von allem, was sie sich vorgenommen haben zu tun.
010b070070	Wohlauf, laßt uns herniederfahren und ihre Sprache daselbst verwirren, daß keiner des andern Sprache verstehe!
010b080062	Also zerstreute sie der HERR von dort alle Länder, daß sie mußten aufhören die Stadt zu bauen.
010b090084	Daher heißt ihr Name Babel, daß der HERR daselbst verwirrt hatte aller Länder Sprache und sie zerstreut von dort in alle Länder.
010b0a006f	Dies sind die Geschlechter Sems: Sem war hundert Jahre alt und zeugte Arphachsad, zwei Jahre nach der Sintflut,
010b0b0044	und lebte darnach fünfhundert Jahre und zeugte Söhne und Töchter.
010b0c003a	Arphachsad war fünfunddreißig Jahre alt und zeugte Salah
010b0d004a	und lebte darnach vierhundertunddrei Jahre und zeugte Söhne und Töchter.
010b0e002c	Salah war dreißig Jahre alt und zeugte Eber
010b0f004a	und lebte darnach vierhundertunddrei Jahre und zeugte Söhne und Töchter.
010b100033	Eber war vierunddreißig Jahre alt und zeugte Peleg
010b11004e	und lebte darnach vierhundertunddreißig Jahre und zeugte Söhne und Töchter.
010b12002c	Peleg war dreißig Jahre alt und zeugte Regu
010b13004a	und lebte darnach zweihundertundneun Jahre und zeugte Söhne und Töchter.
010b140032	Regu war zweiundreißig Jahre alt und zeugte Serug
010b15004c	und lebte darnach zweihundertundsieben Jahre und zeugte Söhne und Töchter.
010b16002d	Serug war dreißig Jahre alt und zeugte Nahor
010b170043	und lebte darnach zweihundert Jahre und zeugte Söhne und Töchter.
010b180034	Nahor war neunundzwanzig Jahre alt und zeugte Tharah
010b19004a	und lebte darnach hundertundneunzehn Jahre und zeugte Söhne und Töchter.
010b1a003f	Tharah war siebzig Jahre alt und zeugte Abram, Nahor und Haran.
010b1b0060	Dies sind die Geschlechter Tharahs: Tharah zeugte Abram, Nahor und Haran. Aber Haran zeugte Lot.
010b1c0050	Haran aber starb vor seinem Vater Tharah in seinem Vaterlande zu Ur in Chaldäa.
010b1d008c	Da nahmen Abram und Nahor Weiber. Abrams Weib hieß Sarai, und Nahors Weib Milka, Harans Tochter, der ein Vater war der Milka und der Jiska.
010b1e002f	Aber Sarai war unfruchtbar und hatte kein Kind.
010b1f00f2	Da nahm Tharah seinen Sohn Abram und Lot, seines Sohnes Harans Sohn, und seine Schwiegertochter Sarai, seines Sohnes Abrams Weib, und führte sie aus Ur in Chaldäa, daß er ins Land Kanaan zöge; und sie kamen gen Haran und wohnten daselbst.
010b200040	Und Tharah war zweihundertundfünf Jahre alt und starb in Haran.
010c010096	Und der HERR sprach zu Abram: Gehe aus deinem Vaterlande und von deiner Freundschaft und aus deines Vaters Hause in ein Land, das ich dir zeigen will.
010c02007d	Und ich will dich zum großen Volk machen und will dich segnen und dir einen großen Namen machen, und sollst ein Segen sein.
010c030085	Ich will segnen, die dich segnen, und verfluchen, die dich verfluchen; und in dir sollen gesegnet werden alle Geschlechter auf Erden.
010c040088	Da zog Abram aus, wie der HERR zu ihm gesagt hatte, und Lot zog mit ihm. Abram aber ward fünfundsiebzig Jahre alt, da er aus Haran zog.
010c0500f8	Also nahm Abram sein Weib Sarai und Lot, seines Bruders Sohn, mit aller ihrer Habe, die sie gewonnen hatten, und die Seelen, die sie erworben hatten in Haran; und zogen aus, zu reisen in das Land Kanaan. Und als sie gekommen waren in dasselbe Land,
010c060074	zog Abram durch bis an die Stätte Sichem und an den Hain More; es wohnten aber zu der Zeit die Kanaaniter im Lande.
010c070096	Da erschien der HERR dem Abram und sprach: Deinem Samen will ich dies Land geben. Und er baute daselbst einen Altar dem HERRN, der ihm erschienen war.
010c0800fd	Darnach brach er auf von dort an einen Berg, der lag gegen Morgen von der Stadt Beth-El, und richtete seine Hütte auf, daß er Beth-El gegen Abend und Ai gegen Morgen hatte, und baute daselbst dem HERRN einen Altar und predigte von dem Namen des HERRN.
010c090035	Darnach zog Abram weiter und zog aus ins Mittagsland.
010c0a00a1	Es kam aber eine Teuerung in das Land. Da zog Abram hinab nach Ägypten, daß er sich daselbst als ein Fremdling aufhielte; denn die Teuerung war groß im Lande.
010c0b007f	Und da er nahe an Ägypten kam, sprach er zu seinem Weib Sarai: Siehe, ich weiß, daß du ein schönes Weib von Angesicht bist.
010c0c0082	Wenn dich nun die Ägypter sehen werden, so werden sie sagen: Das ist sein Weib, und werden mich erwürgen, und dich leben lassen.
010c0d007e	Sage doch, du seist meine Schwester, auf daß mir's wohl gehe um deinetwillen und meine Seele am Leben bleibe um deinetwillen.
010c0e0057	Als nun Abram nach Ägypten kam, sahen die Ägypter das Weib, daß sie sehr schön war.
010c0f0067	Und die Fürsten des Pharao sahen sie und priesen sie vor ihm. Da ward sie in des Pharao Haus gebracht.
010c100073	Und er tat Abram Gutes um ihretwillen. Und er hatte Schafe, Rinder, Esel, Knechte und Mägde, Eselinnen und Kamele.
010c110062	Aber der HERR plagte den Pharao mit großen Plagen und sein Haus um Sarais, Abrams Weibes, willen.
010c120084	Da rief Pharao Abram zu sich und sprach zu ihm: Warum hast du mir das getan? Warum sagtest du mir's nicht, daß sie dein Weib wäre?
010c13009e	Warum sprachst du denn, sie wäre deine Schwester? Derhalben ich sie mir zum Weibe nehmen wollte. Und nun siehe, da hast du dein Weib; nimm sie und ziehe hin.
010c140069	Und Pharao befahl seinen Leuten über ihm, daß sie ihn geleiteten und sein Weib und alles, was er hatte.
010d010077	Also zog Abram herauf aus Ägypten mit seinem Weibe und mit allem, was er hatte, und Lot auch mit ihm, ins Mittagsland.
010d020033	Abram aber war sehr reich an Vieh, Silber und Gold.
010d030079	Und er zog immer fort von Mittag bis gen Beth-El, an die Stätte, da am ersten seine Hütte war, zwischen Beth-El und Ai,
010d040060	eben an den Ort, da er zuvor den Altar gemacht hatte. Und er predigte allda den Namen des HERRN.
010d05004a	Lot aber, der mit Abram zog, der hatte auch Schafe und Rinder und Hütten.
010d060084	Und das Land konnte es nicht ertragen, daß sie beieinander wohnten; denn ihre Habe war groß, und konnten nicht beieinander wohnen.
010d0700a8	Und es war immer Zank zwischen den Hirten über Abrams Vieh und zwischen den Hirten über Lots Vieh. So wohnten auch zu der Zeit die Kanaaniter und Pheresiter im Lande.
010d080086	Da sprach Abram zu Lot: Laß doch nicht Zank sein zwischen mir und dir und zwischen meinen und deinen Hirten; denn wir sind Gebrüder.
010d09009f	Steht dir nicht alles Land offen? Scheide dich doch von mir. Willst du zur Linken, so will ich zur Rechten; oder willst du zur Rechten, so will ich zur Linken.
010d0a00cd	Da hob Lot sein Augen auf und besah die ganze Gegend am Jordan. Denn ehe der HERR Sodom und Gomorra verderbte, war sie wasserreich, bis man gen Zoar kommt, als ein Garten des HERRN, gleichwie Ägyptenland.
010d0b0072	Da erwählte sich Lot die ganze Gegend am Jordan und zog gegen Morgen. Also schied sich ein Bruder von dem andern,
010d0c006d	daß Abram wohnte im Lande Kanaan und Lot in den Städten der Jordangegend und setzte seine Hütte gen Sodom.
010d0d0048	Aber die Leute zu Sodom waren böse und sündigten sehr wider den HERRN.
010d0e00b1	Da nun Lot sich von Abram geschieden hatte, sprach der HERR zu Abram: Hebe dein Augen auf und siehe von der Stätte an, da du wohnst, gegen Mittag, gegen Morgen und gegen Abend.
010d0f004d	Denn alles Land, das du siehst, will ich dir geben und deinem Samen ewiglich;
010d10008a	und ich will deinen Samen machen wie den Staub auf Erden. Kann ein Mensch den Staub auf Erden zählen, der wird auch deinen Samen zählen.
010d110065	Darum so mache dich auf und ziehe durch das Land in die Länge und Breite; denn dir will ich's geben.
010d120078	Also erhob Abram sein Hütte, kam und wohnte im Hain Mamre, der zu Hebron ist, und baute daselbst dem HERRN einen Altar.
010e0100ab	Und es begab sich zu der Zeit des Königs Amraphel von Sinear, Ariochs, des Königs von Ellasar, Kedor-Laomors, des Königs von Elam, und Thideals, des Königs der Heiden,
010e0200d4	daß sie kriegten mit Bera, dem König von Sodom, und mit Birsa, dem König von Gomorra, und mit Sineab, dem König von Adama, und mit Semeber, dem König von Zeboim, und mit dem König von Bela, das Zoar heißt.
010e030045	Diese kamen alle zusammen in das Tal Siddim, wo nun das Salzmeer ist.
010e040078	Denn sie waren zwölf Jahre unter dem König Kedor-Laomor gewesen, und im dreizehnten Jahr waren sie von ihm abgefallen.
010e0500b9	Darum kam Kedor-Laomor und die Könige, die mit ihm waren, im vierzehnten Jahr und schlugen die Riesen zu Astharoth-Karnaim und die Susiter zu Ham und die Emiter in dem Felde Kirjathaim
010e060053	und die Horiter auf dem Gebirge Seir, bis El-Pharan, welches an die Wüste stößt.
010e0700a1	Darnach wandten sie um und kamen an den Born Mispat, das ist Kades, und schlugen das ganze Land der Amalekiter, dazu die Amoriter, die zu Hazezon-Thamar wohnten.
010e0800be	Da zogen aus der König von Sodom, der König von Gomorra, der König von Adama, der König von Zeboim und der König von Bela, das Zoar heißt, und rüsteten sich, zu streiten im Tal Siddim
010e0900b9	mit Kedor-Laomor, dem König von Elam, und mit Thideal, dem König der Heiden, und mit Amraphel, dem König von Sinear, und mit Arioch, dem König von Ellasar: vier Könige mit fünfen.
010e0a00b5	Das Tal Siddim aber hatte viel Erdharzgruben; und die Könige von Sodom und Gomorra wurden in die Flucht geschlagen und fielen da hinein, und was übrig blieb, floh auf das Gebirge.
010e0b004d	Da nahmen sie alle Habe zu Sodom und Gomorra und alle Speise und zogen davon.
010e0c006b	Sie nahmen auch mit sich Lot, Abrams Bruderssohn, und seine Habe, denn er wohnte zu Sodom, und zogen davon.
010e0d00bd	Da kam einer, der entronnen war, und sagte es Abram an, dem Ausländer, der da wohnte im Hain Mamres, des Amoriters, welcher ein Bruder war Eskols und Aners. Diese waren mit Abram im Bunde.
010e0e00a1	Als nun Abram hörte, daß sein Bruder gefangen war, wappnete er seine Knechte, dreihundertundachtzehn, in seinem Hause geboren, und jagte ihnen nach bis gen Dan
010e0f0092	und teilte sich, fiel des Nachts über sie mit seinen Knechten und schlug sie und jagte sie bis gen Hoba, das zur Linken der Stadt Damaskus liegt,
010e10006a	und brachte alle Habe wieder, dazu auch Lot, seinen Bruder, mit seiner Habe, auch die Weiber und das Volk.
010e11009a	Als er nun wiederkam von der Schlacht des Kedor-Laomor und der Könige mit ihm, ging ihm entgegen der König von Sodom in das Feld, das Königstal heißt.
