0100000008	Kejadian
0109090047	"Sekarang Aku membuat perjanjian-Ku dengan kamu dan dengan keturunanmu,
01090a0094	dan dengan segala makhluk yang hidup, yaitu burung-burung dan semua binatang darat, ya semuanya yang keluar dari kapal itu bersama-sama dengan kamu.
01090b00ae	Inilah perjanjian-Ku dengan kamu: Aku berjanji bahwa segala makhluk yang hidup tidak akan lagi dibinasakan oleh banjir. Tidak akan lagi ada banjir yang membinasakan bumi ini.
01090c005d	Sebagai tanda perjanjian kekal, yang Kubuat dengan kamu dan dengan segala makhluk yang hidup,
01090d0049	maka Kutaruh pelangi-Ku di awan sebagai tanda perjanjian-Ku dengan dunia.
01090e004b	Setiap kali, jika Aku menutupi langit dengan awan, lalu pelangi itu tampak,
01090f0088	Aku akan mengingat janji-Ku kepadamu dan kepada segala makhluk hidup, yaitu bahwa banjir tidak akan lagi membinasakan segala yang hidup.
0109100091	Bilamana pelangi tampak di awan, Aku akan melihatnya dan mengingat perjanjian yang kekal itu antara Aku dengan segala makhluk yang hidup di bumi.
010911004f	Itulah tanda janji-Ku yang Kuberikan kepada segala makhluk yang hidup di bumi."
010912005c	Anak-anak Nuh yang keluar dari kapal itu ialah Sem, Yafet dan Ham. (Ham adalah ayah Kanaan.)
010913003d	Ketiga anak Nuh itu adalah nenek moyang semua orang di dunia.
0109140046	Nuh seorang petani, dan dialah yang pertama-tama membuat kebun anggur.
010915007c	Setelah Nuh minum anggurnya, ia menjadi mabuk. Dilepaskannya segala pakaiannya lalu tidurlah ia telanjang di dalam kemahnya.
010916007d	Ketika Ham, yaitu ayah Kanaan, melihat bahwa ayahnya telanjang, ia keluar dan memberitahukan hal itu kepada kedua saudaranya.
01091700fa	Kemudian Sem dan Yafet mengambil sehelai jubah dan membentangkannya pada bahu mereka. Mereka berjalan mundur memasuki kemah itu dan menyelimuti ayah mereka dengan jubah itu. Mereka memalingkan muka supaya tidak melihat ayah mereka yang telanjang itu.
0109180062	Setelah Nuh sadar dari mabuknya dan mengetahui apa yang diperbuat anak bungsunya terhadap dirinya,
0109190058	ia berkata, "Terkutuklah Kanaan! Dia akan menjadi budak terhina bagi saudara-saudaranya.
01091a0038	Pujilah TUHAN, Allah Sem! Kanaan akan menjadi budak Sem.
01091b00b2	Semoga Allah menambahkan berkat kepada Yafet dengan meluaskan tempat kediamannya. Semoga keturunannya tinggal bersama-sama dengan keturunan Sem. Kanaan akan menjadi budak Yafet."
01091c0033	Sesudah banjir itu, Nuh masih hidup 350 tahun lagi.
01091d0021	Ia meninggal pada usia 950 tahun.
010a01006e	Inilah keturunan anak-anak Nuh, yaitu Sem, Yafet dan Ham. Sesudah banjir, ketiganya mendapat anak-anak lelaki.
010a02004a	Anak-anak Yafet ialah Gomer, Magog, Madai, Yawan, Tubal, Mesekh dan Tiras.
010a03003b	Keturunan Gomer adalah penduduk Askenas, Rifat dan Togarma.
010a040041	Keturunan Yawan adalah penduduk Elisa, Spanyol, Siprus dan Rodes.
010a0500cb	Mereka leluhur bangsa-bangsa yang tinggal di sepanjang pantai dan di pulau-pulau. Itulah semua keturunan Yafet. Setiap bangsa dan suku tinggal di negerinya masing-masing, dan mempunyai bahasanya sendiri.
010a060031	Anak-anak Ham ialah Kus, Mesir, Libia dan Kanaan.
010a070075	Keturunan Kus ialah penduduk Seba, Hawila, Sabta, Raema dan Sabtekha. Keturunan Raema ialah penduduk Syeba dan Dedan.
010a080058	Kus mempunyai anak laki-laki bernama Nimrod yang menjadi orang perkasa pertama di dunia.
010a0900a3	Dengan pertolongan TUHAN dia menjadi pemburu yang ulung. Sebab itu orang biasa berkata, "Semoga TUHAN menjadikan engkau seorang pemburu yang ulung seperti Nimrod."
010a0a0053	Mula-mula kerajaannya meliputi Babel, Erekh, dan Akad, ketiga-tiganya di Babilonia.
010a0b004c	Dari sana ia pergi ke Asyur, lalu mendirikan kota Niniwe, Rehobot-Ir, Kalah,
010a0c0058	dan Resen yang terletak di antara Niniwe dan Kalah. Semuanya itu adalah kota-kota besar.
010a0d0041	Keturunan Mesir adalah penduduk Lidia, Anamim, Lehabim, Naftuhim,
010a0e004e	Patrusim, Kasluhim, dan Kaftorim. Bangsa Kasluhim itu leluhur bangsa Filistin.
010a0f0034	Anak-anak Kanaan, ialah Sidon, yang sulung, dan Het.
010a100032	Kanaan juga leluhur bangsa Yebusi, Amori, Girgasi,
010a110017	orang Hewi, Arki, Sini,
010a120045	Arwadi, Semari dan Hamati. Suku-suku bangsa Kanaan itu tersebar jauh,
010a1300a8	sehingga batas-batas negeri mereka meluas dari Sidon ke selatan menuju Gerar, sampai dekat Gaza, dan ke timur menuju Sodom, Gomora, Adma, dan Zeboim, sampai dekat Lasa.
010a140076	Itulah semua keturunan Ham. Setiap bangsa dan suku tinggal di negerinya masing-masing dan mempunyai bahasanya sendiri.
010a150035	Sem, abang Yafet, adalah leluhur semua bangsa Ibrani.
010a160039	Anak-anak Sem ialah Elam, Asyur, Arpakhsad, Lud dan Aram.
010a170035	Keturunan Aram ialah penduduk Us, Hul, Geter dan Mas.
010a18002a	Arpakhsad ayah Selah. Dan Selah ayah Eber.
010a19009b	Eber mempunyai dua anak laki-laki; yang pertama bernama Peleg, karena pada zamannya bangsa-bangsa di dunia menjadi terbagi-bagi; yang kedua bernama Yoktan.
010a1a0047	Keturunan Yoktan adalah penduduk Almodad, Selef, Hazar-Mawet dan Yerah,
010a1b0015	Hadoram, Uzal, Dikla,
010a1c0015	Obal, Abimael, Syeba,
010a1d0036	Ofir, Hawila dan Yobab. Semuanya itu keturunan Yoktan.
010a1e0061	Daerah tempat tinggal mereka meluas dari Mesa ke Sefar, yaitu daerah pegunungan di sebelah timur.
010a1f0076	Itulah semua keturunan Sem. Setiap bangsa dan suku tinggal di negerinya masing-masing dan mempunyai bahasanya sendiri.
010a2000ac	Semuanya itu keturunan Nuh, bangsa demi bangsa, menurut garis keturunan mereka masing-masing. Merekalah yang menurunkan bangsa-bangsa di dunia ini sesudah banjir besar itu.
010b01006a	Semula, bangsa-bangsa di seluruh dunia hanya mempunyai satu bahasa dan mereka memakai kata-kata yang sama.
010b020071	Ketika mereka mengembara ke sebelah timur, sampailah mereka di sebuah dataran di Babilonia, lalu menetap di sana.
010b0300bb	Mereka berkata seorang kepada yang lain, "Ayo kita membuat batu bata dan membakarnya sampai keras." Demikianlah mereka mempunyai batu bata untuk batu rumah dan ter untuk bahan perekatnya.
010b04009f	Kata mereka, "Mari kita mendirikan kota dengan sebuah menara yang puncaknya sampai ke langit, supaya kita termasyhur dan tidak tercerai berai di seluruh bumi."
010b05004e	Maka turunlah TUHAN untuk melihat kota dan menara yang didirikan oleh manusia.
010b0600bc	Lalu Ia berkata, "Mereka ini satu bangsa dengan satu bahasa, dan ini baru permulaan dari rencana-rencana mereka. Tak lama lagi mereka akan sanggup melakukan apa saja yang mereka kehendaki.
010b070065	Sebaiknya Kita turun dan mengacaukan bahasa mereka supaya mereka tidak mengerti lagi satu sama lain."
010b080067	Demikianlah TUHAN menceraiberaikan mereka ke seluruh bumi. Lalu berhentilah mereka mendirikan kota itu.
010b09009c	Sebab itu kota itu diberi nama Babel, karena di situ TUHAN mengacaukan bahasa semua bangsa, dan dari situ mereka diceraiberaikan oleh TUHAN ke seluruh bumi.
010b0a008e	Inilah keturunan Sem. Dua tahun sesudah banjir besar, ketika Sem berumur 100 tahun, ia mendapat seorang anak laki-laki yang bernama Arpakhsad.
010b0b0047	Setelah itu ia masih hidup 500 tahun lagi, dan mendapat anak-anak lain.
010b0c0051	Pada waktu Arpakhsad berumur 35 tahun, ia mendapat anak laki-laki, namanya Selah.
010b0d004e	Setelah itu Arpakhsad masih hidup 403 tahun lagi, dan mendapat anak-anak lain.
010b0e004c	Pada waktu Selah berumur 30 tahun, ia mendapat anak laki-laki, namanya Eber.
010b0f004a	Setelah itu Selah masih hidup 403 tahun lagi, dan mendapat anak-anak lain.
010b10004c	Pada waktu Eber berumur 34 tahun, ia mendapat anak laki-laki, namanya Peleg.
010b110049	Setelah itu Eber masih hidup 430 tahun lagi, dan mendapat anak-anak lain.
010b12004c	Pada waktu Peleg berumur 30 tahun, ia mendapat anak laki-laki, namanya Rehu.
010b13004a	Setelah itu Peleg masih hidup 209 tahun lagi, dan mendapat anak-anak lain.
010b14004c	Pada waktu Rehu berumur 32 tahun, ia mendapat anak laki-laki, namanya Serug.
010b150048	Setelah itu Rehu masih hidup 207 tahun lagi dan mendapat anak-anak lain.
010b16004d	Pada waktu Serug berumur 30 tahun, ia mendapat anak laki-laki, namanya Nahor.
010b17004a	Setelah itu Serug masih hidup 200 tahun lagi, dan mendapat anak-anak lain.
010b18004d	Pada waktu Nahor berumur 29 tahun, ia mendapat anak laki-laki, namanya Terah.
010b19004a	Setelah itu Nahor masih hidup 119 tahun lagi, dan mendapat anak-anak lain.
010b1a005e	Setelah Terah berumur 70 tahun, ia mendapat tiga anak laki-laki, yaitu Abram, Nahor dan Haran.
010b1b0067	Inilah keturunan Terah: Terah ayah Abram, Nahor dan Haran. Haran mempunyai anak laki-laki, namanya Lot.
010b1c005d	Haran meninggal di kampung halamannya, yaitu Ur di Babilonia, pada waktu ayahnya masih hidup.
010b1d0085	Abram kawin dengan Sarai, dan Nahor kawin dengan Milka anak perempuan Haran. Haran masih mempunyai anak laki-laki lain namanya Yiska.
010b1e0014	Adapun Sarai mandul.
010b1f00e0	Terah meninggalkan kota Ur di Babilonia bersama-sama dengan Abram anaknya, Lot cucunya, dan Sarai menantunya, yaitu istri Abram. Dia bermaksud hendak pergi ke negeri Kanaan. Tetapi setibanya di Haran, mereka menetap di sana.
010b20003b	Dan di tempat itu pula Terah meninggal pada usia 205 tahun.
010c01008e	TUHAN berkata kepada Abram, "Tinggalkanlah negerimu, kaum keluargamu dan rumah ayahmu, lalu pergilah ke negeri yang akan Kutunjukkan kepadamu.
010c0200b9	Aku akan memberikan kepadamu keturunan yang banyak dan mereka akan menjadi bangsa yang besar. Aku akan memberkati engkau dan membuat namamu masyhur, sehingga engkau akan menjadi berkat.
010c0300a2	Aku akan memberkati orang-orang yang memberkati engkau dan mengutuk orang-orang yang mengutuk engkau. Dan karena engkau Aku akan memberkati semua bangsa di bumi."
010c04012a	Abram berusia tujuh puluh lima tahun ketika ia meninggalkan Haran, sesuai dengan perintah TUHAN kepadanya. Abram berangkat ke tanah Kanaan bersama-sama dengan Sarai istrinya, dan Lot kemanakannya, dan segala harta benda serta hamba-hamba yang mereka peroleh di Haran. Setelah mereka tiba di Kanaan,
010c06009a	Abram menjelajahi tanah itu sampai ia tiba di pohon keramat di More, yaitu tempat ibadat di Sikhem. (Pada masa itu orang Kanaan masih mendiami tanah itu.)
010c0700d1	TUHAN menampakkan diri kepada Abram dan berkata kepadanya, "Inilah negeri yang akan Kuberikan kepada keturunanmu." Lalu Abram mendirikan sebuah mezbah di situ untuk TUHAN yang telah menampakkan diri kepadanya.
010c0800f4	Setelah itu ia meneruskan perjalanannya ke selatan, ke daerah berbukit di sebelah timur kota Betel, dan berkemah di antara Betel dan kota Ai: Betel di sebelah barat dan Ai di sebelah timur. Juga di situ ia mendirikan mezbah dan menyembah TUHAN.
010c090077	Kemudian ia meneruskan lagi perjalanannya dari satu tempat ke tempat berikutnya, menuju ke bagian selatan tanah Kanaan.
010c0a00a9	Tetapi di Kanaan sedang ada kelaparan yang sangat hebat, sehingga Abram pergi lebih jauh lagi ke selatan, ke negeri Mesir untuk tinggal di sana sampai bencana itu lewat.
010c0b0082	Pada waktu ia hendak melintasi perbatasan dan masuk ke negeri Mesir, berkatalah ia kepada Sarai istrinya, "Engkau cantik, istriku.
010c0c0079	Kalau orang Mesir melihatmu, mereka akan menduga bahwa engkau istriku lalu saya pasti dibunuh dan engkau dibiarkan hidup.
010c0d007e	Jadi sebaiknya kaukatakan saja bahwa engkau adik saya supaya saya dibiarkan hidup dan diperlakukan dengan baik karena engkau."
010c0e007b	Dan benarlah, setelah Abram melintasi perbatasan dan sampai di negeri Mesir, orang Mesir melihat bahwa Sarai cantik sekali.
010c0f008a	Beberapa orang pegawai istana melihat dia dan memberitahukan kepada raja betapa cantiknya wanita itu; sebab itu dia dibawa ke istana raja.
010c100089	Demi Sarai, raja memperlakukan Abram dengan baik dan memberikan kepadanya hamba-hamba, kawanan domba dan kambing, sapi, keledai dan unta.
010c110086	Tetapi karena raja mengambil Sarai, TUHAN mendatangkan penyakit-penyakit yang mengerikan atas raja dan orang-orang di dalam istananya.
010c12008d	Lalu raja memanggil Abram dan bertanya kepadanya, "Apa yang telah kaulakukan terhadap aku ini? Mengapa tidak kauberitahukan bahwa ia istrimu?
010c13007e	Mengapa kaukatakan bahwa dia adikmu dan membiarkan aku mengambilnya menjadi istriku? Ini dia, istrimu; ambillah dan pergilah!"
010c140091	Raja memberi perintah kepada beberapa pegawainya, dan mereka mengeluarkan Abram dari negeri itu bersama-sama dengan istrinya dan segala miliknya.
010d01008b	Abram meninggalkan Mesir dan pergi ke arah utara, menuju ke bagian selatan Kanaan dengan istrinya serta segala miliknya, dan Lot ikut juga.
010d020047	Abram kaya raya; ia memiliki domba, kambing, sapi, juga perak dan emas.
010d0300a0	Maka pergilah ia dari satu tempat ke tempat yang lain, menuju ke Betel. Ia sampai ke daerah di antara Betel dan Ai, di tempat keramat di mana ia dahulu berkemah
010d040032	dan mendirikan mezbah. Di situ ia menyembah TUHAN.
010d05004a	Lot juga mempunyai keluarga dan hamba-hamba serta domba, kambing dan sapi.
010d060076	Karena itu tanah di situ tidak cukup padang rumputnya untuk didiami mereka berdua, sebab ternak mereka terlalu banyak.
010d070093	Lalu terjadilah pertengkaran antara para gembala Abram dan para gembala Lot. (Pada masa itu orang Kanaan dan orang Feris masih mendiami tanah itu).
010d080072	Abram berkata kepada Lot, "Kita ini bersaudara, tidak baik jika orang-orangmu dan orang-orangku saling bertengkar.
010d090098	Sebab itu sebaiknya kita berpisah. Pilihlah bagian mana dari tanah ini yang kausukai. Jika engkau pergi ke arah ini, saya akan pergi ke arah yang lain."
010d0a00e5	Lot memandang ke sekitarnya dan dilihatnya bahwa seluruh Lembah Yordan, sampai ke kota Zoar banyak airnya, seperti Taman TUHAN atau seperti tanah Mesir. (Begitulah keadaannya sebelum TUHAN memusnahkan kota-kota Sodom dan Gomora.)
010d0b006e	Akhirnya Lot memilih seluruh Lembah Yordan itu, lalu berangkat ke timur. Demikianlah kedua orang itu berpisah.
010d0c0066	Abram tetap tinggal di tanah Kanaan, sedangkan Lot berkemah di kota-kota di lembah sampai dekat Sodom.
010d0d0055	Kota Sodom itu didiami oleh orang-orang yang sangat jahat dan berdosa terhadap TUHAN.
010d0e0074	Setelah Lot pergi, TUHAN berkata kepada Abram, "Dari tempat engkau berdiri itu, pandanglah baik-baik ke segala arah;
010d0f007e	Aku akan memberikan kepadamu dan kepada keturunanmu seluruh tanah yang engkau lihat itu supaya menjadi milikmu selama-lamanya.
010d1000d9	Aku akan memberikan kepadamu keturunan yang sangat banyak, sehingga tak seorang pun sanggup menghitung mereka. Sebagaimana orang tak dapat menghitung debu di tanah, demikian juga keturunanmu tidak akan dapat dihitung.
010d110050	Sekarang, jelajahilah seluruh tanah ini, sebab Aku akan memberikannya kepadamu."
010d1200a7	Setelah itu Abram memindahkan perkemahannya lalu menetap di dekat pohon-pohon keramat tempat ibadat di Mamre dekat Hebron, dan di situ ia mendirikan mezbah bagi TUHAN.
010e01006b	Empat raja, yaitu: Amrafel dari Babilonia, Ariokh dari Elasar, Kedorlaomer dari Elam, dan Tideal dari Goyim
010e02009f	berperang melawan lima raja lain, yaitu: Bera dari Sodom, Birsya dari Gomora, Syinab dari Adma, Semeber dari Zeboim, dan raja dari Bela yang disebut juga Zoar.
010e03006b	Kelima raja itu bersekutu dan mengumpulkan tentara mereka di Lembah Sidim, yang sekarang disebut Laut Mati.
010e040083	Selama dua belas tahun mereka dikuasai oleh Raja Kedorlaomer, tetapi dalam tahun yang ketiga belas, mereka memberontak melawan dia.
010e0500bd	Dalam tahun keempat belas, Kedorlaomer dan sekutu-sekutunya datang dengan tentara mereka dan mengalahkan orang Refaim di Asyterot-Karnaim, orang Zuzim di Ham, orang Emim di Syawe-Kiryataim,
010e060060	dan orang Hori di pegunungan Edom, lalu mengejar mereka sejauh El-Paran di pinggir padang gurun.
010e0700bf	Setelah itu para pengejar balik lagi dan kembali ke En-Mispat yang sekarang disebut Kades. Mereka menaklukkan seluruh tanah Amalek serta mengalahkan orang Amori yang tinggal di Hazezon-Tamar.
010e08007b	Kemudian raja-raja dari Sodom, Gomora, Adma, Zeboim dan Bela mengatur barisan tentara mereka di Lembah Sidim lalu berperang
010e090059	melawan raja-raja dari Elam, Goyim, Babilonia, dan Elasar; jadi, lima raja melawan empat.
010e0a00da	Lembah itu penuh dengan sumur aspal, dan ketika raja-raja dari Sodom dan Gomora berusaha melarikan diri dari peperangan, mereka jatuh ke dalam sumur-sumur itu. Ketiga raja lainnya berhasil lolos dan lari ke pegunungan.
010e0b006a	Keempat raja yang menang, merampas segala-galanya di Sodom dan Gomora, termasuk bahan makanan, lalu pergi.
010e0c0077	Lot kemanakan Abram juga bertempat tinggal di Sodom, karena itu ia pun dibawa oleh musuh beserta segala harta bendanya.
010e0d0106	Tetapi seorang yang berhasil lolos melaporkan semua kejadian itu kepada Abram, orang Ibrani itu. Abram tinggal dekat pohon-pohon keramat tempat ibadat milik Mamre, seorang Amori. Mamre dan saudara-saudaranya, yaitu Eskol dan Aner adalah teman-teman sekutu Abram.
010e0e00ca	Ketika Abram mendengar bahwa kemanakannya tertawan, dikumpulkannya semua orang di dalam perkemahannya, yakni yang pandai berperang, sebanyak 318 orang, lalu mengejar keempat raja itu sampai ke kota Dan.
010e0f00bb	Di situ Abram membagi orang-orangnya atas beberapa kelompok, lalu menyerang musuh pada waktu malam dan mengalahkan mereka. Ia mengejar mereka sampai ke Hoba di sebelah utara kota Damsyik.
010e10008d	Abram berhasil merebut kembali barang-barang yang telah dirampas, juga Lot dengan segala harta bendanya, dan para wanita dan tawanan lainnya.
010e1100a4	Sesudah mengalahkan Raja Kedorlaomer dengan raja-raja sekutunya, Abram kembali. Lalu raja Sodom pergi menyongsong dia di Lembah Syawe yang disebut juga Lembah Raja.
