0100000008	Kejadian
0108090102	Tetapi burung merpati itu tidak mendapat tempat tumpuan kakinya dan pulanglah ia kembali mendapatkan Nuh ke dalam bahtera itu, karena di seluruh bumi masih ada air; lalu Nuh mengulurkan tangannya, ditangkapnya burung itu dan dibawanya masuk ke dalam bahtera.
01080a0059	Ia menunggu tujuh hari lagi, kemudian dilepaskannya pula burung merpati itu dari bahtera;
01080b00c9	menjelang waktu senja pulanglah burung merpati itu mendapatkan Nuh, dan pada paruhnya dibawanya sehelai daun zaitun yang segar. Dari situlah diketahui Nuh, bahwa air itu telah berkurang dari atas bumi.
01080c0088	Selanjutnya ditunggunya pula tujuh hari lagi, kemudian dilepaskannya burung merpati itu, tetapi burung itu tidak kembali lagi kepadanya.
01080d00dc	Dalam tahun keenam ratus satu, dalam bulan pertama, pada tanggal satu bulan itu, sudahlah kering air itu dari atas bumi; kemudian Nuh membuka tutup bahtera itu dan melihat-lihat; ternyatalah muka bumi sudah mulai kering.
01080e0051	Dalam bulan kedua, pada hari yang kedua puluh tujuh bulan itu, bumi telah kering.
01080f0023	Lalu berfirmanlah Allah kepada Nuh:
010810006a	"Keluarlah dari bahtera itu, engkau bersama-sama dengan isterimu serta anak-anakmu dan isteri anak-anakmu;
0108110112	segala binatang yang bersama-sama dengan engkau, segala yang hidup: burung-burung, hewan dan segala binatang melata yang merayap di bumi, suruhlah keluar bersama-sama dengan engkau, supaya semuanya itu berkeriapan di bumi serta berkembang biak dan bertambah banyak di bumi."
010812005a	Lalu keluarlah Nuh bersama-sama dengan anak-anaknya dan isterinya dan isteri anak-anaknya.
01081300a0	Segala binatang liar, segala binatang melata dan segala burung, semuanya yang bergerak di bumi, masing-masing menurut jenisnya, keluarlah juga dari bahtera itu.
01081400cc	Lalu Nuh mendirikan mezbah bagi TUHAN; dari segala binatang yang tidak haram dan dari segala burung yang tidak haram diambilnyalah beberapa ekor, lalu ia mempersembahkan korban bakaran di atas mezbah itu.
010815011c	Ketika TUHAN mencium persembahan yang harum itu, berfirmanlah TUHAN dalam hati-Nya: "Aku takkan mengutuk bumi ini lagi karena manusia, sekalipun yang ditimbulkan hatinya adalah jahat dari sejak kecilnya, dan Aku takkan membinasakan lagi segala yang hidup seperti yang telah Kulakukan.
010816007d	Selama bumi masih ada, takkan berhenti-henti musim menabur dan menuai, dingin dan panas, kemarau dan hujan, siang dan malam."
0109010087	Lalu Allah memberkati Nuh dan anak-anaknya serta berfirman kepada mereka: "Beranakcuculah dan bertambah banyaklah serta penuhilah bumi.
01090200c0	Akan takut dan akan gentar kepadamu segala binatang di bumi dan segala burung di udara, segala yang bergerak di muka bumi dan segala ikan di laut; ke dalam tanganmulah semuanya itu diserahkan.
0109030088	Segala yang bergerak, yang hidup, akan menjadi makananmu. Aku telah memberikan semuanya itu kepadamu seperti juga tumbuh-tumbuhan hijau.
010904004b	Hanya daging yang masih ada nyawanya, yakni darahnya, janganlah kamu makan.
01090500b4	Tetapi mengenai darah kamu, yakni nyawa kamu, Aku akan menuntut balasnya; dari segala binatang Aku akan menuntutnya, dan dari setiap manusia Aku akan menuntut nyawa sesama manusia.
0109060087	Siapa yang menumpahkan darah manusia, darahnya akan tertumpah oleh manusia, sebab Allah membuat manusia itu menurut gambar-Nya sendiri.
0109070081	Dan kamu, beranakcuculah dan bertambah banyak, sehingga tak terbilang jumlahmu di atas bumi, ya, bertambah banyaklah di atasnya."
0109080053	Berfirmanlah Allah kepada Nuh dan kepada anak-anaknya yang bersama-sama dengan dia:
010909004e	"Sesungguhnya Aku mengadakan perjanjian-Ku dengan kamu dan dengan keturunanmu,
01090a00d4	dan dengan segala makhluk hidup yang bersama-sama dengan kamu: burung-burung, ternak dan binatang-binatang liar di bumi yang bersama-sama dengan kamu, segala yang keluar dari bahtera itu, segala binatang di bumi.
01090b00af	Maka Kuadakan perjanjian-Ku dengan kamu, bahwa sejak ini tidak ada yang hidup yang akan dilenyapkan oleh air bah lagi, dan tidak akan ada lagi air bah untuk memusnahkan bumi."
01090c00b4	Dan Allah berfirman: "Inilah tanda perjanjian yang Kuadakan antara Aku dan kamu serta segala makhluk yang hidup, yang bersama-sama dengan kamu, turun-temurun, untuk selama-lamanya:
01090d0052	Busur-Ku Kutaruh di awan, supaya itu menjadi tanda perjanjian antara Aku dan bumi.
01090e004c	Apabila kemudian Kudatangkan awan di atas bumi dan busur itu tampak di awan,
01090f00d4	maka Aku akan mengingat perjanjian-Ku yang telah ada antara Aku dan kamu serta segala makhluk yang hidup, segala yang bernyawa, sehingga segenap air tidak lagi menjadi air bah untuk memusnahkan segala yang hidup.
01091000b3	Jika busur itu ada di awan, maka Aku akan melihatnya, sehingga Aku mengingat perjanjian-Ku yang kekal antara Allah dan segala makhluk yang hidup, segala makhluk yang ada di bumi."
0109110076	Berfirmanlah Allah kepada Nuh: "Inilah tanda perjanjian yang Kuadakan antara Aku dan segala makhluk yang ada di bumi."
0109120058	Anak-anak Nuh yang keluar dari bahtera ialah Sem, Ham dan Yafet; Ham adalah bapa Kanaan.
0109130056	Yang tiga inilah anak-anak Nuh, dan dari mereka inilah tersebar penduduk seluruh bumi.
010914003f	Nuh menjadi petani; dialah yang mula-mula membuat kebun anggur.
0109150045	Setelah ia minum anggur, mabuklah ia dan ia telanjang dalam kemahnya.
0109160066	Maka Ham, bapa Kanaan itu, melihat aurat ayahnya, lalu diceritakannya kepada kedua saudaranya di luar.
01091700dd	Sesudah itu Sem dan Yafet mengambil sehelai kain dan membentangkannya pada bahu mereka berdua, lalu mereka berjalan mundur; mereka menutupi aurat ayahnya sambil berpaling muka, sehingga mereka tidak melihat aurat ayahnya.
010918005a	Setelah Nuh sadar dari mabuknya dan mendengar apa yang dilakukan anak bungsunya kepadanya,
0109190069	berkatalah ia: "Terkutuklah Kanaan, hendaklah ia menjadi hamba yang paling hina bagi saudara-saudaranya."
01091a005a	Lagi katanya: "Terpujilah TUHAN, Allah Sem, tetapi hendaklah Kanaan menjadi hamba baginya.
01091b008e	Allah meluaskan kiranya tempat kediaman Yafet, dan hendaklah ia tinggal dalam kemah-kemah Sem, tetapi hendaklah Kanaan menjadi hamba baginya."
01091c003c	Nuh masih hidup tiga ratus lima puluh tahun sesudah air bah.
01091d0045	Jadi Nuh mencapai umur sembilan ratus lima puluh tahun, lalu ia mati.
010a01006e	Inilah keturunan Sem, Ham dan Yafet, anak-anak Nuh. Setelah air bah itu lahirlah anak-anak lelaki bagi mereka.
010a02004a	Keturunan Yafet ialah Gomer, Magog, Madai, Yawan, Tubal, Mesekh dan Tiras.
010a030031	Keturunan Gomer ialah Askenas, Rifat dan Togarma.
010a040043	Keturunan Yawan ialah Elisa, Tarsis, orang Kitim dan orang Dodanim.
010a0500a7	Dari mereka inilah berpencar bangsa-bangsa daerah pesisir. Itulah keturunan Yafet, masing-masing di tanahnya, dengan bahasanya sendiri, menurut kaum dan bangsa mereka.
010a060032	Keturunan Ham ialah Kush, Misraim, Put dan Kanaan.
010a070064	Keturunan Kush ialah Seba, Hawila, Sabta, Raema dan Sabtekha; anak-anak Raema ialah Syeba dan Dedan.
010a080054	Kush memperanakkan Nimrod; dialah yang mula-mula sekali orang yang berkuasa di bumi;
010a090099	ia seorang pemburu yang gagah perkasa di hadapan TUHAN, sebab itu dikatakan orang: "Seperti Nimrod, seorang pemburu yang gagah perkasa di hadapan TUHAN."
010a0a0054	Mula-mula kerajaannya terdiri dari Babel, Erekh, dan Akad, semuanya di tanah Sinear.
010a0b004c	Dari negeri itu ia pergi ke Asyur, lalu mendirikan Niniwe, Rehobot-Ir, Kalah
010a0c003c	dan Resen di antara Niniwe dan Kalah; itulah kota besar itu.
010a0d004f	Misraim memperanakkan orang Ludim, orang Anamim, orang Lehabim, orang Naftuhim,
010a0e005d	orang Patrusim, orang Kasluhim dan orang Kaftorim; dari mereka inilah berasal orang Filistin.
010a0f0034	Kanaan memperanakkan Sidon, anak sulungnya, dan Het,
010a100032	serta orang Yebusi, orang Amori dan orang Girgasi;
010a110023	orang Hewi, orang Arki, orang Sini,
010a12005d	orang Arwadi, orang Semari dan orang Hamati; kemudian berseraklah kaum-kaum orang Kanaan itu.
010a13007a	Daerah orang Kanaan adalah dari Sidon ke arah Gerar sampai ke Gaza, ke arah Sodom, Gomora, Adma dan Zeboim sampai ke Lasa.
010a14006d	Itulah keturunan Ham menurut kaum mereka, menurut bahasa mereka, menurut tanah mereka, menurut bangsa mereka.
010a150049	Lahirlah juga anak-anak bagi Sem, bapa semua anak Eber serta abang Yafet.
010a160039	Keturunan Sem ialah Elam, Asyur, Arpakhsad, Lud dan Aram.
010a17002c	Keturunan Aram ialah Us, Hul, Geter dan Mas.
010a18003c	Arpakhsad memperanakkan Selah, dan Selah memperanakkan Eber.
010a190084	Bagi Eber lahir dua anak laki-laki; nama yang seorang ialah Peleg, sebab dalam zamannya bumi terbagi, dan nama adiknya ialah Yoktan.
010a1a003b	Yoktan memperanakkan Almodad, Selef, Hazar-Mawet dan Yerah,
010a1b0018	Hadoram, Uzal dan Dikla,
010a1c0018	Obal, Abimael dan Syeba,
010a1d0039	Ofir, Hawila dan Yobab; itulah semuanya keturunan Yoktan.
010a1e005d	Daerah kediaman mereka terbentang dari Mesa ke arah Sefar, yaitu pegunungan di sebelah timur.
010a1f006e	Itulah keturunan Sem, menurut kaum mereka, menurut bahasa mereka, menurut tanah mereka, menurut bangsa mereka.
010a20009d	Itulah segala kaum anak-anak Nuh menurut keturunan mereka, menurut bangsa mereka. Dan dari mereka itulah berpencar bangsa-bangsa di bumi setelah air bah itu.
010b010036	Adapun seluruh bumi, satu bahasanya dan satu logatnya.
010b020074	Maka berangkatlah mereka ke sebelah timur dan menjumpai tanah datar di tanah Sinear, lalu menetaplah mereka di sana.
010b0300b7	Mereka berkata seorang kepada yang lain: "Marilah kita membuat batu bata dan membakarnya baik-baik." Lalu bata itulah dipakai mereka sebagai batu dan ter gala-gala sebagai tanah liat.
010b0400bd	Juga kata mereka: "Marilah kita dirikan bagi kita sebuah kota dengan sebuah menara yang puncaknya sampai ke langit, dan marilah kita cari nama, supaya kita jangan terserak ke seluruh bumi."
010b05005c	Lalu turunlah TUHAN untuk melihat kota dan menara yang didirikan oleh anak-anak manusia itu,
010b0600d4	dan Ia berfirman: "Mereka ini satu bangsa dengan satu bahasa untuk semuanya. Ini barulah permulaan usaha mereka; mulai dari sekarang apapun juga yang mereka rencanakan, tidak ada yang tidak akan dapat terlaksana.
010b070079	Baiklah Kita turun dan mengacaubalaukan di sana bahasa mereka, sehingga mereka tidak mengerti lagi bahasa masing-masing."
010b080067	Demikianlah mereka diserakkan TUHAN dari situ ke seluruh bumi, dan mereka berhenti mendirikan kota itu.
010b0900b2	Itulah sebabnya sampai sekarang nama kota itu disebut Babel, karena di situlah dikacaubalaukan TUHAN bahasa seluruh bumi dan dari situlah mereka diserakkan TUHAN ke seluruh bumi.
010b0a0073	Inilah keturunan Sem. Setelah Sem berumur seratus tahun, ia memperanakkan Arpakhsad, dua tahun setelah air bah itu.
010b0b007a	Sem masih hidup lima ratus tahun, setelah ia memperanakkan Arpakhsad, dan ia memperanakkan anak-anak lelaki dan perempuan.
010b0c0046	Setelah Arpakhsad hidup tiga puluh lima tahun, ia memperanakkan Selah.
010b0d0082	Arpakhsad masih hidup empat ratus tiga tahun, setelah ia memperanakkan Selah, dan ia memperanakkan anak-anak lelaki dan perempuan.
010b0e003c	Setelah Selah hidup tiga puluh tahun, ia memperanakkan Eber.
010b0f007d	Selah masih hidup empat ratus tiga tahun, setelah ia memperanakkan Eber, dan ia memperanakkan anak-anak lelaki dan perempuan.
010b100042	Setelah Eber hidup tiga puluh empat tahun, ia memperanakkan Peleg.
010b110083	Eber masih hidup empat ratus tiga puluh tahun, setelah ia memperanakkan Peleg, dan ia memperanakkan anak-anak lelaki dan perempuan.
010b12003c	Setelah Peleg hidup tiga puluh tahun, ia memperanakkan Rehu.
010b13007f	Peleg masih hidup dua ratus sembilan tahun, setelah ia memperanakkan Rehu, dan ia memperanakkan anak-anak lelaki dan perempuan.
010b140040	Setelah Rehu hidup tiga puluh dua tahun, ia memperanakkan Serug.
010b15007c	Rehu masih hidup dua ratus tujuh tahun, setelah ia memperanakkan Serug, dan ia memperanakkan anak-anak lelaki dan perempuan.
010b16003d	Setelah Serug hidup tiga puluh tahun, ia memperanakkan Nahor.
010b170077	Serug masih hidup dua ratus tahun, setelah ia memperanakkan Nahor, dan ia memperanakkan anak-anak lelaki dan perempuan.
010b180045	Setelah Nahor hidup dua puluh sembilan tahun, ia memperanakkan Terah.
010b190084	Nahor masih hidup seratus sembilan belas tahun, setelah ia memperanakkan Terah, dan ia memperanakkan anak-anak lelaki dan perempuan.
010b1a004f	Setelah Terah hidup tujuh puluh tahun, ia memperanakkan Abram, Nahor dan Haran.
010b1b0060	Inilah keturunan Terah. Terah memperanakkan Abram, Nahor dan Haran, dan Haran memperanakkan Lot.
010b1c0057	Ketika Terah, ayahnya, masih hidup, matilah Haran di negeri kelahirannya, di Ur-Kasdim.
010b1d0086	Abram dan Nahor kedua-duanya kawin; nama isteri Abram ialah Sarai, dan nama isteri Nahor ialah Milka, anak Haran ayah Milka dan Yiska.
010b1e0027	Sarai itu mandul, tidak mempunyai anak.
010b1f00ff	Lalu Terah membawa Abram, anaknya, serta cucunya, Lot, yaitu anak Haran, dan Sarai, menantunya, isteri Abram, anaknya; ia berangkat bersama-sama dengan mereka dari Ur-Kasdim untuk pergi ke tanah Kanaan, lalu sampailah mereka ke Haran, dan menetap di sana.
010b20003b	Umur Terah ada dua ratus lima tahun; lalu ia mati di Haran.
010c010095	Berfirmanlah TUHAN kepada Abram: "Pergilah dari negerimu dan dari sanak saudaramu dan dari rumah bapamu ini ke negeri yang akan Kutunjukkan kepadamu;
010c020086	Aku akan membuat engkau menjadi bangsa yang besar, dan memberkati engkau serta membuat namamu masyhur; dan engkau akan menjadi berkat.
010c0300a0	Aku akan memberkati orang-orang yang memberkati engkau, dan mengutuk orang-orang yang mengutuk engkau, dan olehmu semua kaum di muka bumi akan mendapat berkat."
010c0400ac	Lalu pergilah Abram seperti yang difirmankan TUHAN kepadanya, dan Lotpun ikut bersama-sama dengan dia; Abram berumur tujuh puluh lima tahun, ketika ia berangkat dari Haran.
010c0500cb	Abram membawa Sarai, isterinya, dan Lot, anak saudaranya, dan segala harta benda yang didapat mereka dan orang-orang yang diperoleh mereka di Haran; mereka berangkat ke tanah Kanaan, lalu sampai di situ.
010c060090	Abram berjalan melalui negeri itu sampai ke suatu tempat dekat Sikhem, yakni pohon tarbantin di More. Waktu itu orang Kanaan diam di negeri itu.
010c0700c5	Ketika itu TUHAN menampakkan diri kepada Abram dan berfirman: "Aku akan memberikan negeri ini kepada keturunanmu." Maka didirikannya di situ mezbah bagi TUHAN yang telah menampakkan diri kepadanya.
010c0800d5	Kemudian ia pindah dari situ ke pegunungan di sebelah timur Betel. Ia memasang kemahnya dengan Betel di sebelah barat dan Ai di sebelah timur, lalu ia mendirikan di situ mezbah bagi TUHAN dan memanggil nama TUHAN.
010c090046	Sesudah itu Abram berangkat dan makin jauh ia berjalan ke Tanah Negeb.
010c0a008e	Ketika kelaparan timbul di negeri itu, pergilah Abram ke Mesir untuk tinggal di situ sebagai orang asing, sebab hebat kelaparan di negeri itu.
010c0b0097	Pada waktu ia akan masuk ke Mesir, berkatalah ia kepada Sarai, isterinya: "Memang aku tahu, bahwa engkau adalah seorang perempuan yang cantik parasnya.
010c0c0082	Apabila orang Mesir melihat engkau, mereka akan berkata: Itu isterinya. Jadi mereka akan membunuh aku dan membiarkan engkau hidup.
010c0d0086	Katakanlah, bahwa engkau adikku, supaya aku diperlakukan mereka dengan baik karena engkau, dan aku dibiarkan hidup oleh sebab engkau."
010c0e0059	Sesudah Abram masuk ke Mesir, orang Mesir itu melihat, bahwa perempuan itu sangat cantik,
010c0f0087	dan ketika punggawa-punggawa Firaun melihat Sarai, mereka memuji-mujinya di hadapan Firaun, sehingga perempuan itu dibawa ke istananya.
010c1000c2	Firaun menyambut Abram dengan baik-baik, karena ia mengingini perempuan itu, dan Abram mendapat kambing domba, lembu sapi, keledai jantan, budak laki-laki dan perempuan, keledai betina dan unta.
010c11007d	Tetapi TUHAN menimpakan tulah yang hebat kepada Firaun, demikian juga kepada seisi istananya, karena Sarai, isteri Abram itu.
010c120085	Lalu Firaun memanggil Abram serta berkata: "Apakah yang kauperbuat ini terhadap aku? Mengapa tidak kauberitahukan, bahwa ia isterimu?
010c130082	Mengapa engkau katakan: dia adikku, sehingga aku mengambilnya menjadi isteriku? Sekarang, inilah isterimu, ambillah dan pergilah!"
010c14007f	Lalu Firaun memerintahkan beberapa orang untuk mengantarkan Abram pergi, bersama-sama dengan isterinya dan segala kepunyaannya.
010d01007b	Maka pergilah Abram dari Mesir ke Tanah Negeb dengan isterinya dan segala kepunyaannya, dan Lotpun bersama-sama dengan dia.
010d02003b	Adapun Abram sangat kaya, banyak ternak, perak dan emasnya.
010d03009a	Ia berjalan dari tempat persinggahan ke tempat persinggahan, dari Tanah Negeb sampai dekat Betel, di mana kemahnya mula-mula berdiri, antara Betel dan Ai,
010d040056	ke tempat mezbah yang dibuatnya dahulu di sana; di situlah Abram memanggil nama TUHAN.
