2800000006	Máté
2808170035	Amikor hajóra szállt, követték őt tanítványai.
280818006b	És íme, nagy vihar támadt a tengeren, annyira, hogy a hajót elborították a hullámok, ő pedig aludt.
2808190077	Tanítványai pedig odamentek hozzá, felköltötték, és ezt mondták: „Uram, ments meg minket, mert elveszünk.“
28081a0090	De ő ezt mondta nekik: „Mit féltek, ó, kicsinyhitűek?“ Ekkor fölkelt, megdorgálta a szeleket és a tengert, és nagy csendesség lett.
28081b0079	Az emberek pedig elcsodálkoztak, és mondták: „Kicsoda ez, hogy mind a szelek, mind a tenger engedelmeskedik neki?“
28081c00c4	Amikor eljutottak a túlsó partra, a gadaraiak tartományába, két ördöngös ment eléje, akik a sírboltokból kijőve igen kegyetlenkedtek, annyira, hogy senki sem mert azon az úton járni.
28081d008a	Kiáltoztak, és ezt mondták: „Mi közünk hozzád, Jézus, Istennek Fia? Azért jöttél ide, hogy idő előtt meggyötörj minket?“
28081e0038	Tőlük távol pedig egy nagy disznónyáj legelészett.
28081f0080	Az ördögök pedig kérték őt, és ezt mondták: „Ha kiűzöl minket, engedd meg, hogy abba a disznónyájba mehessünk!“
28082000b6	Ő pedig ezt mondta nekik: „Menjetek!“ Azok pedig kimenve, belementek a disznónyájba. És íme, az egész disznónyáj a meredekről a tengerbe rohant, és odaveszett a vízbe.
280821007a	A pásztorok pedig elfutottak, bementek a városba, és hírül adtak mindent, azt is, ami az ördöngösökkel történt.
2808220076	Íme, az egész város kiment Jézus elé, és mihelyst meglátták, kérték őt, hogy távozzék az ő határukból.
2809010036	Hajóra szállva átkelt, és elment az ő városába.
28090200b4	És íme, hoztak hozzá egy ágyban fekvő gutaütött embert. Látva Jézus ezeknek hitét, ezt mondta a gutaütöttnek: „Bízzál, fiam! Megbocsáttattak neked a te bűneid.“
2809030054	Némelyek az írástudók közül ezt mondták magukban: „Ez káromlást szól.“
280904005e	Jézus látta a gondolataikat, és ezt mondta: „Miért gondoltok gonoszat a ti szívetekben?
2809050070	Mert mi könnyebb, ezt mondani: Megbocsáttattak néked a te bűneid! vagy ezt mondani: Kelj föl és járj! –
28090600ac	Azért, hogy megtudjátok, hogy az Emberfiának van hatalma a földön a bűnöket megbocsátani – mondta a gutaütöttnek: Kelj föl, vedd az ágyadat és eredj haza.“
280907001d	És az felkelt, és hazament.
2809080072	A sokaság pedig ezt látva elálmélkodott, és dicsőítette az Istent, hogy ilyen hatalmat adott az embereknek.
28090900b6	Amikor Jézus onnét továbbment, látott egy embert ülni a vámszedő helyen, akinek Máté volt a neve, és ezt mondta neki: „Kövess engem!“ És az felkelt, és követte őt.
28090a007e	Amikor letelepedtek a házban, sok vámszedő és bűnös jött oda, letelepedtek Jézussal és tanítványaival az asztalhoz.
28090b0087	Látva ezt a farizeusok, ezt mondták az ő tanítványainak: „Miért eszik mesteretek a vámszedőkkel és bűnösökkel együtt?“
28090c007b	Jézus pedig ezt meghallotta, és ezt mondta nekik: „Nem az egészségeseknek van szüksége orvosra, hanem a betegeknek.
28090d00af	Menjetek el, és tanuljátok meg, mit jelent ez: »Irgalmasságot akarok és nem áldozatot.« Mert nem az igazakat jöttem hívogatni, hanem a bűnösöket a megtérésre.“
28090e00a9	Akkor János tanítványai jöttek hozzá, és ezt mondták: „Miért van az, hogy mi és a farizeusok sokat böjtölünk, a te tanítványaid pedig nem böjtölnek?“
28090f00b6	Ezt mondta nekik Jézus: „Vajon szomorkodhat-e a násznép, amíg velük van a vőlegény? De eljönnek a napok, mikor elvétetik tőlük a vőlegény, és akkor böjtölni fognak.
2809100095	Senki sem rak új posztóból foltot az ócska ruhára, mert ami azt kitoldaná, még tovább szakít a ruhából, és még nagyobb szakadás támad.
28091100c3	Új bort sem töltenek régi tömlőkbe, mert akkor a tömlők szétszakadoznak, és a bor kiömlik, a tömlők is elvesznek; hanem az új bort új tömlőkbe töltik, és mindkettő megmarad.“
28091200a7	Mikor ezeket mondta, odajött egy főember, leborult előtte, és ezt mondta: „Az én lányom éppen most halt meg, de gyere, tedd rá kezedet, és megelevenedik.“
280913003a	Jézus felkelt, és követte őt tanítványaival együtt.
2809140088	És íme, egy asszony, aki tizenkét éve vérfolyásban szenvedett, hozzáférkőzve hátulról, megérintette ruhájának szegélyét,
280915004d	mert azt mondta magában: „Ha csak ruháját érintem is, meggyógyulok.“
280916009b	Jézus pedig megfordult, rátekintett, és ezt mondta: „Bízzál, leányom, a hited megtartott téged.“ És meggyógyult az asszony, abban az órában.
280917004b	Jézus a főember házához érve meglátta a sípolókat és a sokaságot,
2809180069	és ezt mondta nekik: „Menjetek innen, mert a lány nem halt meg, csak alszik.“ Azok kinevették őt.
280919005b	Mikor pedig a sokaságot eltávolították, bement, megfogta a kezét, és a lány felkelt.
28091a002c	Ez a hír elterjedt az egész tartományban.
28091b0080	Mikor Jézus továbbment onnan, két vak követte őt, kiáltoztak, és ezt mondták: „Könyörülj rajtunk, Dávidnak fia!“
28091c009d	Amikor bement a házba, odamentek a vakok, és ezt mondta nekik Jézus: „Hiszitek-e, hogy én ezt megcselekedhetem?“ Ezt mondták neki: „Igen, Uram.“
28091d0058	Akkor megérintette szemeiket, és ezt mondta: „Legyen nektek a ti hitetek szerint.“
28091e0070	És megnyíltak szemeik, Jézus pedig rájuk parancsolt, és ezt mondta: „Vigyázzatok, senki meg ne tudja!“
28091f004a	Azok pedig kimentek, és elterjesztették hírét az egész tartományban.
2809200045	Mikor pedig elmentek, egy ördöngös néma embert hoztak oda hozzá.
280921007d	Az ördögöt kiűzte, és megszólalt a néma, a sokaság pedig csodálkozva mondta: „Soha nem láttak ilyet Izraelben!“
280922005e	A farizeusok pedig ezt mondták: „Az ördögök fejedelme által űzi ki az ördögöket.“
28092300dc	Körüljárta Jézus a városokat és a falvakat mind, tanított a zsinagógáikban, és hirdette az Isten országának evangéliumát, gyógyított mindenféle betegséget és mindenféle erőtlenséget a nép között.
2809240089	Mikor látta a sokaságot, könyörületességre indult rajtuk, mert elgyötörtek és elesettek voltak, mint a pásztor nélküli juhok.
280925004e	Ekkor ezt mondta tanítványainak: „Az aratnivaló sok, de a munkás kevés.
2809260054	Kérjétek azért az aratás Urát, hogy küldjön munkásokat az ő aratásába.“
280a0100ae	Előszólította tizenkét tanítványát, hatalmat adott nekik a tisztátalan lelkek felett, hogy kiűzzék azokat, és gyógyítsanak minden betegséget és erőtlenséget.
280a020099	A tizenkét apostol nevei pedig ezek: első Simon, akit Péternek hívnak, és András, az ő testvére; Jakab, Zebedeus fia és János, az ő testvére;
280a03006e	Fülöp és Bertalan, Tamás és Máté, a vámszedő; Jakab, Alfeus fia és Lebbeus, akit Taddeusnak hívtak;
280a040045	Simon, a kananita és Júdás, az Iskariótes, aki el is árulta őt.
280a050090	Ezt a tizenkettőt küldte el Jézus, és megparancsolta nekik: „Pogányok útjára ne menjetek, és samaritánusok városába ne menjetek be,
280a060040	hanem menjetek inkább Izrael házának eltévelyedett juhaihoz.
280a070050	Menjetek el, és prédikáljatok, mondjátok: Elközelített a mennyek országa!
280a080086	Betegeket gyógyítsatok, poklosokat tisztítsatok, halottakat támasszatok, ördögöket űzzetek. Ingyen vettétek, ingyen adjátok.
280a090046	Ne szerezzetek se aranyat, se ezüstöt, se rézpénzt erszényetekbe.
280a0a005c	Se útitáskát, se két ruhát, se sarut, se pálcát, mert méltó a munkás a kenyerére.
280a0b007f	Ha pedig egy városba vagy faluba bementek, tudjátok meg, ki méltó ott erre, és maradjatok ott, amíg tovább nem indultok.
280a0c0028	Ha bementek a házába, köszöntsétek.
280a0d007b	És ha méltó a ház, szálljon a ti békességetek reá, ha pedig nem méltó, a ti békességetek rátok térjen vissza.
280a0e0097	Ha valaki nem fogad be titeket, és nem hallgatja a beszédeteket, amikor kimentek abból a házból vagy városból, lábaitok porát is verjétek le.
280a0f0076	Bizony mondom néktek: az ítélet napján könnyebb lesz Sodoma és Gomora földjének dolga, mint annak a városnak.
280a100088	Íme, én elbocsátlak titeket, mint juhokat a farkasok közé, legyetek azért okosak, mint a kígyók, és szelídek, mint a galambok.
280a11006e	Óvakodjatok az emberektől, mert törvényszékre adnak titeket, és gyülekezeteikben megostoroznak titeket,
280a12005a	helytartók és királyok elé visznek érettem, bizonyságul maguknak és a pogányoknak.
280a13008b	Amikor átadnak titeket, ne aggodalmaskodjatok, miképpen vagy mit szóljatok, mert megadatik nektek abban az órában, hogy mit mondjatok.
280a140055	Mert nem ti vagytok, akik szóltok, hanem Atyátoknak Lelke az, aki szól tibennetek.
280a150073	Halálra adja majd testvér testvérét, atya gyermekét, gyermekek támadnak szüleik ellen, és megöletik őket.
280a160063	Gyűlöletesek lesztek mindenki előtt az én nevemért, de aki mindvégig megáll, az megtartatik.
280a17009f	Amikor pedig egy városban üldöznek titeket, szaladjatok a másikba. Mert bizony mondom néktek, be sem járjátok Izrael városait, mire az Emberfia eljön.
280a18004c	Nem följebbvaló a tanítvány a tanítónál, sem a szolga az ő uránál.
280a19009d	Elég a tanítványnak, ha olyan, mint a mestere, és a szolga, mint az ő Ura. Ha a házigazdát Belzebubnak hívták, mennyivel inkább az ő házanépét?
280a1a007d	Ezért ne féljetek tőlük. Mert nincs olyan rejtett dolog, ami napfényre ne jönne, és olyan titok, ami ki ne tudódnék.
280a1b0081	Amit nektek a sötétben mondok, azt a világosságban mondjátok el; amit fülbe súgva hallotok, a háztetőkről hirdessétek.
280a1c00ac	Ne féljetek azoktól, akik a testet ölik meg, de a lelket meg nem ölhetik. Hanem attól féljetek inkább, aki mind a lelket, mind a testet elveszítheti a gyehennában.
280a1d007d	Ugye két verebecskét meg lehet venni egy fillérért, és egy sem esik közülük a földre a ti Atyátok akarata nélkül?
280a1e003f	Nektek még a fejetek hajszálai is mind számon vannak tartva.
280a1f0040	Ne féljetek tehát: ti sok verebecskénél drágábbak vagytok.
280a200071	Aki tehát vallást tesz énrólam az emberek előtt, én is vallást teszek arról az én mennyei Atyám előtt,
280a21005f	aki pedig megtagad engem az emberek előtt, én is megtagadom azt az én mennyei Atyám előtt.
280a22008c	Ne gondoljátok, hogy azért jöttem, hogy békességet hozzak a földre. Nem azért jöttem, hogy békességet hozzak, hanem hogy fegyvert.
280a23007f	Mert azért jöttem, »hogy meghasonlást támasszak az ember és az atyja, a leány és az anyja, a meny és az anyósa közt,
280a24003a	és hogy az embernek ellensége legyen az ő házanépe.«
280a25009c	Aki inkább szereti atyját és anyját, mint engem, nem méltó énhozzám; és aki inkább szereti fiát és lányát, mint engem, nem méltó énhozzám;
280a260057	és aki nem veszi föl az ő keresztjét, és nem követ engem, nem méltó énhozzám.
280a270069	Aki megtalálja életét, elveszíti azt, és aki elveszíti az ő életét énérettem, megtalálja azt.
280a280060	Aki titeket befogad, engem fogad be, és aki engem befogad, azt fogadja be, aki engem küldött.
280a290095	Aki befogadja a prófétát próféta nevében, prófétának jutalmát veszi; és aki befogadja az igazat igaznak nevében, igaznak jutalmát veszi.
280a2a0095	Aki inni ad egynek e kicsinyek közül, csak egy pohár hideg vizet, mert az én tanítványom, bizony mondom néktek, el nem vesztheti jutalmát.“
280b010084	Amikor elvégezte Jézus a tizenkét tanítványnak adott utasítást, elment onnan, hogy tanítson és prédikáljon a városokban.
280b02007c	János pedig, amikor a fogságban ülve hallott Krisztus cselekedeteiről, elküldött hozzá kettőt tanítványai közül.
280b030050	Ezt mondta neki: „Te vagy-e az, aki eljövendő, vagy pedig mást várjunk?“
280b040061	Jézus ezt mondta nekik: „Menjetek el, és jelentsétek Jánosnak, amiket hallotok és láttok:
280b050099	a vakok látnak, a sánták járnak, a poklosok megtisztulnak, a süketek hallanak, a halottak feltámadnak, és a szegényeknek evangélium hirdettetik.
280b06002e	Boldog, aki énbennem meg nem botránkozik.“
280b070099	Amikor pedig ezek elmentek, Jézus beszélni kezdett a sokasághoz Jánosról: „Mit mentetek ki látni a pusztába? Nádszálat, amit a szél hajtogat?
280b080078	Vagy mit mentetek ki látni? Puha ruhába öltözött embert? Akik puha ruhákat viselnek, királyok palotáiban vannak.
280b09005d	Vagy mit mentetek ki látni? Prófétát? Bizony mondom néktek, prófétánál is nagyobbat.
280b0a0076	Mert ő az, akiről meg van írva: »Íme, elküldöm követemet a te arcod előtt, aki elkészíti előtted utadat.«
280b0b00a5	Bizony mondom néktek: az asszonyoktól születettek között nem támadott nagyobb Keresztelő Jánosnál; de aki a legkisebb a mennyek országában, nagyobb nála.
280b0c0088	Keresztelő János idejétől fogva mind a mai napig erőszakoskodnak a mennyek országáért, és az erőszakoskodók ragadják el azt.
280b0d0042	Mert minden próféta, és a törvény Jánosig ezt prófétálta.
280b0e003b	És ha tudni akarjátok, ő Illés, akinek el kell jönnie.
280b0f0029	Akinek van füle a hallásra, hallja meg.
280b100074	Kihez hasonlítsam ezt a nemzetséget? Hasonlatos a gyermekekhez, akik a piacon ülnek, és kiáltoznak társaiknak:
280b110066	»Sípoltunk nektek és nem táncoltatok; siralmas énekeket énekeltünk nektek, és nem sírtatok.«
280b120053	Mert eljött János, aki nem eszik, nem iszik, és ezt mondják: Ördög van benne.
280b1300b6	Eljött az Emberfia, aki eszik és iszik, és ezt mondják: Íme, a nagyétkű és részeges ember, a vámszedők és bűnösök barátja. De a bölcsesség fiai igazolni fogják.“
280b140078	Ekkor elkezdett szemrehányást tenni azoknak a városoknak, melyekben a legtöbb csoda történt, hogy nem tértek meg:
280b1500bd	„Jaj néked, Korazin! Jaj néked, Bétsaida! Mert ha Tíruszban és Szidónban történtek volna azok a csodák, amelyek bennetek voltak, rég megtértek volna gyászruhában és hamuban.
280b160062	De mondom nektek: Tírusznak és Szidónnak könnyebb dolga lesz az ítélet napján, mint nektek.
280b1700c6	Te is Kapernaum, aki az égig felmagasztaltattál, a pokolig fogsz megaláztatni! Mert ha Sodomában történtek volna azok a csodák, amelyek tebenned történtek, mind a mai napig megmaradt volna.
280b180062	De mondom nektek, hogy Sodoma földjének könnyebb dolga lesz az ítélet napján, mint neked.“
280b1900cc	Abban az időben így szólt Jézus, és ezt mondta: „Hálát adok néked, Atyám, mennynek és földnek Ura, mert elrejtetted ezeket a bölcsek és értelmesek elől, és a kicsinyeknek jelentetted ki.
280b1a002d	Igen, Atyám, mert így volt kedves előtted.
280b1b00a3	Mindent nekem adott át Atyám, és senki sem ismeri a Fiút, csak az Atya, és az Atyát sem ismeri senki, csak a Fiú, és az, akinek a Fiú akarja kijelentetni.
