010000000e	Γένεσις
01050200df	ἄρσεν καὶ θῆλυ ἐποίησεν αὐτοὺς καὶ εὐλόγησεν αὐτούς καὶ ἐπωνόμασεν τὸ ὄνομα αὐτῶν Αδαμ ᾗ ἡμέρᾳ ἐποίησεν αὐτούς
0105030110	ἔζησεν δὲ Αδαμ διακόσια καὶ τριάκοντα ἔτη καὶ ἐγέννησεν κατὰ τὴν ἰδέαν αὐτοῦ καὶ κατὰ τὴν εἰκόνα αὐτοῦ καὶ ἐπωνόμασεν τὸ ὄνομα αὐτοῦ Σηθ
01050400d2	ἐγένοντο δὲ αἱ ἡμέραι Αδαμ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Σηθ ἑπτακόσια ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας
01050500a7	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Αδαμ ἃς ἔζησεν ἐννακόσια καὶ τριάκοντα ἔτη καὶ ἀπέθανεν
0105060073	ἔζησεν δὲ Σηθ διακόσια καὶ πέντε ἔτη καὶ ἐγέννησεν τὸν Ενως
01050700cf	καὶ ἔζησεν Σηθ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Ενως ἑπτακόσια καὶ ἑπτὰ ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας
010508008b	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Σηθ ἐννακόσια καὶ δώδεκα ἔτη καὶ ἀπέθανεν
010509007c	καὶ ἔζησεν Ενως ἑκατὸν ἐνενήκοντα ἔτη καὶ ἐγέννησεν τὸν Καιναν
01050a00de	καὶ ἔζησεν Ενως μετὰ τὸ γεννῆσαι αὐτὸν τὸν Καιναν ἑπτακόσια καὶ δέκα πέντε ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας
01050b008b	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ενως ἐννακόσια καὶ πέντε ἔτη καὶ ἀπέθανεν
01050c0086	καὶ ἔζησεν Καιναν ἑκατὸν ἑβδομήκοντα ἔτη καὶ ἐγέννησεν τὸν Μαλελεηλ
01050d00eb	καὶ ἔζησεν Καιναν μετὰ τὸ γεννῆσαι αὐτὸν τὸν Μαλελεηλ ἑπτακόσια καὶ τεσσαράκοντα ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας
01050e008d	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Καιναν ἐννακόσια καὶ δέκα ἔτη καὶ ἀπέθανεν
01050f0091	καὶ ἔζησεν Μαλελεηλ ἑκατὸν καὶ ἑξήκοντα πέντε ἔτη καὶ ἐγέννησεν τὸν Ιαρεδ
01051000e3	καὶ ἔζησεν Μαλελεηλ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Ιαρεδ ἑπτακόσια καὶ τριάκοντα ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας
01051100a9	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Μαλελεηλ ὀκτακόσια καὶ ἐνενήκοντα πέντε ἔτη καὶ ἀπέθανεν
0105120085	καὶ ἔζησεν Ιαρεδ ἑκατὸν καὶ ἑξήκοντα δύο ἔτη καὶ ἐγέννησεν τὸν Ενωχ
01051300c0	καὶ ἔζησεν Ιαρεδ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Ενωχ ὀκτακόσια ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας
010514009b	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ιαρεδ ἐννακόσια καὶ ἑξήκοντα δύο ἔτη καὶ ἀπέθανεν
0105150091	καὶ ἔζησεν Ενωχ ἑκατὸν καὶ ἑξήκοντα πέντε ἔτη καὶ ἐγέννησεν τὸν Μαθουσαλα
01051600db	εὐηρέστησεν δὲ Ενωχ τῷ θεῷ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Μαθουσαλα διακόσια ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας
010517007a	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ενωχ τριακόσια ἑξήκοντα πέντε ἔτη
010518008f	καὶ εὐηρέστησεν Ενωχ τῷ θεῷ καὶ οὐχ ηὑρίσκετο ὅτι μετέθηκεν αὐτὸν ὁ θεός
0105190093	καὶ ἔζησεν Μαθουσαλα ἑκατὸν καὶ ἑξήκοντα ἑπτὰ ἔτη καὶ ἐγέννησεν τὸν Λαμεχ
01051a00d1	καὶ ἔζησεν Μαθουσαλα μετὰ τὸ γεννῆσαι αὐτὸν τὸν Λαμεχ ὀκτακόσια δύο ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας
01051b00bc	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Μαθουσαλα ἃς ἔζησεν ἐννακόσια καὶ ἑξήκοντα ἐννέα ἔτη καὶ ἀπέθανεν
01051c007f	καὶ ἔζησεν Λαμεχ ἑκατὸν ὀγδοήκοντα ὀκτὼ ἔτη καὶ ἐγέννησεν υἱὸν
01051d0140	καὶ ἐπωνόμασεν τὸ ὄνομα αὐτοῦ Νωε λέγων οὗτος διαναπαύσει ἡμᾶς ἀπὸ τῶν ἔργων ἡμῶν καὶ ἀπὸ τῶν λυπῶν τῶν χειρῶν ἡμῶν καὶ ἀπὸ τῆς γῆς ἧς κατηράσατο κύριος ὁ θεός
01051e00e4	καὶ ἔζησεν Λαμεχ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Νωε πεντακόσια καὶ ἑξήκοντα πέντε ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας
01051f00a0	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Λαμεχ ἑπτακόσια καὶ πεντήκοντα τρία ἔτη καὶ ἀπέθανεν
01052000a2	καὶ ἦν Νωε ἐτῶν πεντακοσίων καὶ ἐγέννησεν Νωε τρεῖς υἱούς τὸν Σημ τὸν Χαμ τὸν Ιαφεθ
01060100c3	καὶ ἐγένετο ἡνίκα ἤρξαντο οἱ ἄνθρωποι πολλοὶ γίνεσθαι ἐπὶ τῆς γῆς καὶ θυγατέρες ἐγενήθησαν αὐτοῖς
01060200ee	ἰδόντες δὲ οἱ υἱοὶ τοῦ θεοῦ τὰς θυγατέρας τῶν ἀνθρώπων ὅτι καλαί εἰσιν ἔλαβον ἑαυτοῖς γυναῖκας ἀπὸ πασῶν ὧν ἐξελέξαντο
010603014a	καὶ εἶπεν κύριος ὁ θεός οὐ μὴ καταμείνῃ τὸ πνεῦμά μου ἐν τοῖς ἀνθρώποις τούτοις εἰς τὸν αἰῶνα διὰ τὸ εἶναι αὐτοὺς σάρκας ἔσονται δὲ αἱ ἡμέραι αὐτῶν ἑκατὸν εἴκοσι ἔτη
01060401cc	οἱ δὲ γίγαντες ἦσαν ἐπὶ τῆς γῆς ἐν ταῖς ἡμέραις ἐκείναις καὶ μετ’ ἐκεῖνο ὡς ἂν εἰσεπορεύοντο οἱ υἱοὶ τοῦ θεοῦ πρὸς τὰς θυγατέρας τῶν ἀνθρώπων καὶ ἐγεννῶσαν ἑαυτοῖς ἐκεῖνοι ἦσαν οἱ γίγαντες οἱ ἀπ’ αἰῶνος οἱ ἄνθρωποι οἱ ὀνομαστοί
0106050138	ἰδὼν δὲ κύριος ὁ θεὸς ὅτι ἐπληθύνθησαν αἱ κακίαι τῶν ἀνθρώπων ἐπὶ τῆς γῆς καὶ πᾶς τις διανοεῖται ἐν τῇ καρδίᾳ αὐτοῦ ἐπιμελῶς ἐπὶ τὰ πονηρὰ πάσας τὰς ἡμέρας
010606008f	καὶ ἐνεθυμήθη ὁ θεὸς ὅτι ἐποίησεν τὸν ἄνθρωπον ἐπὶ τῆς γῆς καὶ διενοήθη
010607015b	καὶ εἶπεν ὁ θεός ἀπαλείψω τὸν ἄνθρωπον ὃν ἐποίησα ἀπὸ προσώπου τῆς γῆς ἀπὸ ἀνθρώπου ἕως κτήνους καὶ ἀπὸ ἑρπετῶν ἕως τῶν πετεινῶν τοῦ οὐρανοῦ ὅτι ἐθυμώθην ὅτι ἐποίησα αὐτούς
0106080054	Νωε δὲ εὗρεν χάριν ἐναντίον κυρίου τοῦ θεοῦ
01060900be	αὗται δὲ αἱ γενέσεις Νωε Νωε ἄνθρωπος δίκαιος τέλειος ὢν ἐν τῇ γενεᾷ αὐτοῦ τῷ θεῷ εὐηρέστησεν Νωε
01060a0069	ἐγέννησεν δὲ Νωε τρεῖς υἱούς τὸν Σημ τὸν Χαμ τὸν Ιαφεθ
01060b0073	ἐφθάρη δὲ ἡ γῆ ἐναντίον τοῦ θεοῦ καὶ ἐπλήσθη ἡ γῆ ἀδικίας
01060c00d1	καὶ εἶδεν κύριος ὁ θεὸς τὴν γῆν καὶ ἦν κατεφθαρμένη ὅτι κατέφθειρεν πᾶσα σὰρξ τὴν ὁδὸν αὐτοῦ ἐπὶ τῆς γῆς
01060d0123	καὶ εἶπεν ὁ θεὸς πρὸς Νωε καιρὸς παντὸς ἀνθρώπου ἥκει ἐναντίον μου ὅτι ἐπλήσθη ἡ γῆ ἀδικίας ἀπ’ αὐτῶν καὶ ἰδοὺ ἐγὼ καταφθείρω αὐτοὺς καὶ τὴν γῆν
01060e00fb	ποίησον οὖν σεαυτῷ κιβωτὸν ἐκ ξύλων τετραγώνων νοσσιὰς ποιήσεις τὴν κιβωτὸν καὶ ἀσφαλτώσεις αὐτὴν ἔσωθεν καὶ ἔξωθεν τῇ ἀσφάλτῳ
01060f0109	καὶ οὕτως ποιήσεις τὴν κιβωτόν τριακοσίων πήχεων τὸ μῆκος τῆς κιβωτοῦ καὶ πεντήκοντα πήχεων τὸ πλάτος καὶ τριάκοντα πήχεων τὸ ὕψος αὐτῆς
0106100139	ἐπισυνάγων ποιήσεις τὴν κιβωτὸν καὶ εἰς πῆχυν συντελέσεις αὐτὴν ἄνωθεν τὴν δὲ θύραν τῆς κιβωτοῦ ποιήσεις ἐκ πλαγίων κατάγαια διώροφα καὶ τριώροφα ποιήσεις αὐτήν
0106110139	ἐγὼ δὲ ἰδοὺ ἐπάγω τὸν κατακλυσμὸν ὕδωρ ἐπὶ τὴν γῆν καταφθεῖραι πᾶσαν σάρκα ἐν ᾗ ἐστιν πνεῦμα ζωῆς ὑποκάτω τοῦ οὐρανοῦ καὶ ὅσα ἐὰν ᾖ ἐπὶ τῆς γῆς τελευτήσει
0106120108	καὶ στήσω τὴν διαθήκην μου πρὸς σέ εἰσελεύσῃ δὲ εἰς τὴν κιβωτόν σὺ καὶ οἱ υἱοί σου καὶ ἡ γυνή σου καὶ αἱ γυναῖκες τῶν υἱῶν σου μετὰ σοῦ
0106130179	καὶ ἀπὸ πάντων τῶν κτηνῶν καὶ ἀπὸ πάντων τῶν ἑρπετῶν καὶ ἀπὸ πάντων τῶν θηρίων καὶ ἀπὸ πάσης σαρκός δύο δύο ἀπὸ πάντων εἰσάξεις εἰς τὴν κιβωτόν ἵνα τρέφῃς μετὰ σεαυτοῦ ἄρσεν καὶ θῆλυ ἔσονται
01061401c2	ἀπὸ πάντων τῶν ὀρνέων τῶν πετεινῶν κατὰ γένος καὶ ἀπὸ πάντων τῶν κτηνῶν κατὰ γένος καὶ ἀπὸ πάντων τῶν ἑρπετῶν τῶν ἑρπόντων ἐπὶ τῆς γῆς κατὰ γένος αὐτῶν δύο δύο ἀπὸ πάντων εἰσελεύσονται πρὸς σὲ τρέφεσθαι μετὰ σοῦ ἄρσεν καὶ θῆλυ
01061500dc	σὺ δὲ λήμψῃ σεαυτῷ ἀπὸ πάντων τῶν βρωμάτων ἃ ἔδεσθε καὶ συνάξεις πρὸς σεαυτόν καὶ ἔσται σοὶ καὶ ἐκείνοις φαγεῖν
010616008c	καὶ ἐποίησεν Νωε πάντα ὅσα ἐνετείλατο αὐτῷ κύριος ὁ θεός οὕτως ἐποίησεν
0107010101	καὶ εἶπεν κύριος ὁ θεὸς πρὸς Νωε εἴσελθε σὺ καὶ πᾶς ὁ οἶκός σου εἰς τὴν κιβωτόν ὅτι σὲ εἶδον δίκαιον ἐναντίον μου ἐν τῇ γενεᾷ ταύτῃ
0107020100	ἀπὸ δὲ τῶν κτηνῶν τῶν καθαρῶν εἰσάγαγε πρὸς σὲ ἑπτὰ ἑπτά ἄρσεν καὶ θῆλυ ἀπὸ δὲ τῶν κτηνῶν τῶν μὴ καθαρῶν δύο δύο ἄρσεν καὶ θῆλυ
0107030148	καὶ ἀπὸ τῶν πετεινῶν τοῦ οὐρανοῦ τῶν καθαρῶν ἑπτὰ ἑπτά ἄρσεν καὶ θῆλυ καὶ ἀπὸ τῶν πετεινῶν τῶν μὴ καθαρῶν δύο δύο ἄρσεν καὶ θῆλυ διαθρέψαι σπέρμα ἐπὶ πᾶσαν τὴν γῆν
010704013f	ἔτι γὰρ ἡμερῶν ἑπτὰ ἐγὼ ἐπάγω ὑετὸν ἐπὶ τὴν γῆν τεσσαράκοντα ἡμέρας καὶ τεσσαράκοντα νύκτας καὶ ἐξαλείψω πᾶσαν τὴν ἐξανάστασιν ἣν ἐποίησα ἀπὸ προσώπου τῆς γῆς
010705006e	καὶ ἐποίησεν Νωε πάντα ὅσα ἐνετείλατο αὐτῷ κύριος ὁ θεός
010706008c	Νωε δὲ ἦν ἐτῶν ἑξακοσίων καὶ ὁ κατακλυσμὸς ἐγένετο ὕδατος ἐπὶ τῆς γῆς
0107070117	εἰσῆλθεν δὲ Νωε καὶ οἱ υἱοὶ αὐτοῦ καὶ ἡ γυνὴ αὐτοῦ καὶ αἱ γυναῖκες τῶν υἱῶν αὐτοῦ μετ’ αὐτοῦ εἰς τὴν κιβωτὸν διὰ τὸ ὕδωρ τοῦ κατακλυσμοῦ
0107080106	καὶ ἀπὸ τῶν πετεινῶν καὶ ἀπὸ τῶν κτηνῶν τῶν καθαρῶν καὶ ἀπὸ τῶν κτηνῶν τῶν μὴ καθαρῶν καὶ ἀπὸ πάντων τῶν ἑρπετῶν τῶν ἐπὶ τῆς γῆς
01070900a6	δύο δύο εἰσῆλθον πρὸς Νωε εἰς τὴν κιβωτόν ἄρσεν καὶ θῆλυ καθὰ ἐνετείλατο αὐτῷ ὁ θεός
01070a00a3	καὶ ἐγένετο μετὰ τὰς ἑπτὰ ἡμέρας καὶ τὸ ὕδωρ τοῦ κατακλυσμοῦ ἐγένετο ἐπὶ τῆς γῆς
01070b016b	ἐν τῷ ἑξακοσιοστῷ ἔτει ἐν τῇ ζωῇ τοῦ Νωε τοῦ δευτέρου μηνός ἑβδόμῃ καὶ εἰκάδι τοῦ μηνός τῇ ἡμέρᾳ ταύτῃ ἐρράγησαν πᾶσαι αἱ πηγαὶ τῆς ἀβύσσου καὶ οἱ καταρράκται τοῦ οὐρανοῦ ἠνεῴχθησαν
01070c0096	καὶ ἐγένετο ὁ ὑετὸς ἐπὶ τῆς γῆς τεσσαράκοντα ἡμέρας καὶ τεσσαράκοντα νύκτας
01070d0108	ἐν τῇ ἡμέρᾳ ταύτῃ εἰσῆλθεν Νωε Σημ Χαμ Ιαφεθ υἱοὶ Νωε καὶ ἡ γυνὴ Νωε καὶ αἱ τρεῖς γυναῖκες τῶν υἱῶν αὐτοῦ μετ’ αὐτοῦ εἰς τὴν κιβωτόν
01070e010c	καὶ πάντα τὰ θηρία κατὰ γένος καὶ πάντα τὰ κτήνη κατὰ γένος καὶ πᾶν ἑρπετὸν κινούμενον ἐπὶ τῆς γῆς κατὰ γένος καὶ πᾶν πετεινὸν κατὰ γένος
01070f009f	εἰσῆλθον πρὸς Νωε εἰς τὴν κιβωτόν δύο δύο ἀπὸ πάσης σαρκός ἐν ᾧ ἐστιν πνεῦμα ζωῆς
010710011e	καὶ τὰ εἰσπορευόμενα ἄρσεν καὶ θῆλυ ἀπὸ πάσης σαρκὸς εἰσῆλθεν καθὰ ἐνετείλατο ὁ θεὸς τῷ Νωε καὶ ἔκλεισεν κύριος ὁ θεὸς ἔξωθεν αὐτοῦ τὴν κιβωτόν
0107110128	καὶ ἐγένετο ὁ κατακλυσμὸς τεσσαράκοντα ἡμέρας καὶ τεσσαράκοντα νύκτας ἐπὶ τῆς γῆς καὶ ἐπληθύνθη τὸ ὕδωρ καὶ ἐπῆρεν τὴν κιβωτόν καὶ ὑψώθη ἀπὸ τῆς γῆς
01071200c1	καὶ ἐπεκράτει τὸ ὕδωρ καὶ ἐπληθύνετο σφόδρα ἐπὶ τῆς γῆς καὶ ἐπεφέρετο ἡ κιβωτὸς ἐπάνω τοῦ ὕδατος
01071300db	τὸ δὲ ὕδωρ ἐπεκράτει σφόδρα σφοδρῶς ἐπὶ τῆς γῆς καὶ ἐπεκάλυψεν πάντα τὰ ὄρη τὰ ὑψηλά ἃ ἦν ὑποκάτω τοῦ οὐρανοῦ
0107140091	δέκα πέντε πήχεις ἐπάνω ὑψώθη τὸ ὕδωρ καὶ ἐπεκάλυψεν πάντα τὰ ὄρη τὰ ὑψηλά
010715011f	καὶ ἀπέθανεν πᾶσα σὰρξ κινουμένη ἐπὶ τῆς γῆς τῶν πετεινῶν καὶ τῶν κτηνῶν καὶ τῶν θηρίων καὶ πᾶν ἑρπετὸν κινούμενον ἐπὶ τῆς γῆς καὶ πᾶς ἄνθρωπος
0107160085	καὶ πάντα ὅσα ἔχει πνοὴν ζωῆς καὶ πᾶς ὃς ἦν ἐπὶ τῆς ξηρᾶς ἀπέθανεν
01071701a9	καὶ ἐξήλειψεν πᾶν τὸ ἀνάστημα ὃ ἦν ἐπὶ προσώπου πάσης τῆς γῆς ἀπὸ ἀνθρώπου ἕως κτήνους καὶ ἑρπετῶν καὶ τῶν πετεινῶν τοῦ οὐρανοῦ καὶ ἐξηλείφθησαν ἀπὸ τῆς γῆς καὶ κατελείφθη μόνος Νωε καὶ οἱ μετ’ αὐτοῦ ἐν τῇ κιβωτῷ
010718006e	καὶ ὑψώθη τὸ ὕδωρ ἐπὶ τῆς γῆς ἡμέρας ἑκατὸν πεντήκοντα
010801019e	καὶ ἐμνήσθη ὁ θεὸς τοῦ Νωε καὶ πάντων τῶν θηρίων καὶ πάντων τῶν κτηνῶν καὶ πάντων τῶν πετεινῶν καὶ πάντων τῶν ἑρπετῶν ὅσα ἦν μετ’ αὐτοῦ ἐν τῇ κιβωτῷ καὶ ἐπήγαγεν ὁ θεὸς πνεῦμα ἐπὶ τὴν γῆν καὶ ἐκόπασεν τὸ ὕδωρ
