1300000006	Psalms
13121d006b	Mu lusadusu luaku ndilenda nuanisa nkangu masodi, va kimosi ayi Nzambi ama, ndilenda dumuka baka kikunzama.
13121e007f	Kuidi Nzambi, nzilꞌandi yidi yi fuana, mambu ma Yave madi ma kiedika. Niandi nkaku wu batu boso bobo bansuaminanga mu niandi.
13121f0059	Bila nani Nzambi, enati ka Yave ko e? Ayi nani ditadi di ngolo, enati ka Nzambi eto ko e?
1312200047	Nzambi, niandi wukuphananga ngolo ayi wunkitulanga nzilꞌama yi fuana.
131221005d	Wunkitulanga malu mama banga malu ma tsesi, ayi wukuthelimisanga va bibuangu biama bizangama.
1312220051	Wunlongisanga mioko miama mu nuana mvita, mioko miama milenda leka mbasa wusengo.
1312230076	Wuphana nkaku aku wu ndungunu, ayi koko kuaku ku lubakala kukhindisa ayi wukuluka mu diambu di kukhitula mutu wunneni.
131224005a	Ngeyo wukubikidi nsolo wuyalumuka ku tsi bitambi biama, muingi bikodi biama bibika visuka.
131225005d	Ndikuka bambeni ziama ayi ndizibakidila. Ndisia vutuka manima ko enati ndisia mana kuzivonda.
131226004b	Ndiba kosikisa ayi basia buela baka bu telimina ko; babua ku tsi malu mama.
131227005f	Ngeyo wuphana zingolo zi nuanina mvita; Ngeyo weti komvika batu beti kundenda ku tsi malu mama.
1312280050	Ngeyo wuntinisanga bambeni ziama va ntualꞌama ayi ndibunga bobo bakundendanga.
1312290075	Bayamikina mu tomba lusadusu, vayi kadi mutu mu kuba vukisa. Bayamikina kuidi Yave vayi kasia ku bavutudila mvutu ko.
13122a0067	Ndiba kosikisa banga mbungi-mbungi yeti vevumunu kuidi phemo. Ndiba loza thama banga nyamba wu zinzila.
13122b0068	Wukhula mu minzonza mi batu, ayi wukhitula ntu wu makanda; batu bobo ndisia zaba ko, bawu ndiela yadila.
13122c0042	Bu batumbu kungua bathumukina; banzenza zikikulula va ntualꞌama.
13122d0055	Zinzenza zilembo vongi, balembo titi sumbu bantotuka mu bibuangu biawu bisuama ngolo.
13122e0058	Yave wulembo zingi Nzitusu wuba kuidi ditadi diama yayusu kuba kuidi Nzambi Mvulusi ama.
13122f004d	Niandi Nzambi wukuphutudilanga landi; ayi wutula makanda ku tsi luyalu luama.
131230006a	Wuphukisa mi bambeni ziama, Ngeyo wundiayisa va yilu batu bobo bandenda. Ngeyo wukhula mu batu ba matsita.
131231006d	Diawu ngeyo Yave, ndiela ku zitisa va khatitsika makanda. Ndiela yimbila minzitusu mu diambu di dizina diaku.
13123200a6	Niandi wuvana ndungunu yinneni kuidi ntinu andi ayi wummonisanga mamboti mandi ma ngolo kuidi mutu andi kavinda mafuta, kuidi Davidi ayi nkuna andi mu zithangu zioso.
131301007b	Nkunga Davidi kuidi pfumu minyimbidi. Diyilu dieti samuna nkembo wu Nzambi ayi matuti meti yamikisa kisalu ki mioko miandi.
1313020070	Kadika Lumbu kinyamikisa mambu beni kuidi lumbu kinkaka; ayi builu bumosi bueti ma zabikisa kuidi builu bunkaka.
131303004c	Kuisi ko mambu mayoluka voti mambu masadila; Kunkambu wakana zimbembo ziawu.
131304009b	Zimbembo ziawu zieti wakana va ntoto wumvimba. Mambu mawu beti yoluka meti tula nate ku sukisina nza. Ku diyilu katungila nzo yi ngoto mu diambu di thangu:
1313050072	Yawu yidi banga dibakala dikuela dintotuka va ntuala vinga kiandi, banga dikesa, dieti mona khini mu zawula thinu;
131306008e	Yintotukilanga ku tsongi yi Diyilu, bosi ku tsongi yinkaka kuawu kamanisinanga nzietolo andi. Kuisiko kima kinsuamanga va ntuala diamu diandi.
131307008c	Mina mi Yave midi mifuana, mieti vananga diaka muela luzingu Zinzengolo zi Yave zidi zi kiedika Zinkitulanga mutu wu phamba mutu wu nduenga.
131308006b	Minsiku mi Yave midi mi songa, minyangidikanga ntima. Zithumunu zi Yave zidi zivedila, zinkienzulanga meso.
1313090090	Kinzika Yave didi diambu di vedila, dieti zingila mu zithangu zioso. Zitsikudukusu zi Yave zilenda siwulu diana, zizioso zidi zisonga va kimosi;
13130a0077	Zilutidi thalu ayi nolo; ayi viokila zinolo ziwombo zivedila zilutidi niosi mu lueki; zilutidi yoyi yinkumba mu bisila.
13130b0048	Mu ziawu mueti lubukila kisadi kiaku; mfutu wunneni widi mu kuzikebanga.
13130c004c	Nani wulenda sudika zinzimbala ziandi e? Lemvukila zinzimbala ziama zisuama.
13130d008f	Keba kisadi kiaku mu masumu mamvangimina mu luzolo; mabika ku ndiadila; buna ndiela ba wukambu tsembolo; wukambu zaba diambu mu masumu manneni.
13130e0073	Bika mambu ma munuꞌama ayi mayindu ma ntimꞌama maba ma khini va ntualꞌaku A Yave, ditadi diama ayi nkudi ama.
1314010078	Nkunga Davidi kuidi pfumu minyimbidi. Bika Yave kavana mvutu bu widi mu ziphasi, bika dizina di Nzambi yi Yakobi dikeba.
1314020052	Bika kafidisa lusadusu bu kadi ku buangu kinlongo Bika kakindisa bu kadi ku Sioni.
1314030049	Bika katebukila makaba maku moso moyo. Ayi kakikinina makaba maku maviku.
131404004a	Bika kavana bitidi ntimꞌaku. Ayi bika kanungisa zikhubukulu ziaku zioso.
131405009a	Tuela yamikina mu khini bu wela tambula ndungunu. Tuela vumbula bidalapo bieto ku Yilu mu dizina di Nzambi eto. Bika Yave kadukisa zindombolo ziaku zioso.
13140600ab	Buabu nzebi ti Yave wumvukisanga mutu andi wuka vinda mafuta, weti kumvana mvutu bu kadi ku Diyilu, diandi dinlongo mu lusadusu luandi lungolo, lu koko kuandi ku lubakala.
131407007b	Bankaka bantulanga diana mu matoma ma mvita, bankaka mu ziphunda. Vayi beto tuntulanga diana mu dizina di Yave, Nzambi eto.
131408005c	Bawu beti fukama mu makuma mawu ayi beti bua; Vayi beto tueti telama ayi tuidi kaka bakinda.
131409003b	Yave vukisa ntinu Bika wutuvana mvutu mu thangu tueti tela.
1315010097	Nkunga Davidi kuidi pfumu minyimbidi. A Yave, ntinu weti yangalala mu zingolo ziaku ayi tala phila khini andi yididi yinene mu ndungunu yoyi weti vana.
131502006f	Ngeyo wumvana bima bioso bitomba ntimꞌandi. Ayi wusia kunyimina ko zindombolo ziozi kalomba mu bididi biandi.
1315030076	Ngeyo wuntambula va kimosi ayi lusakumunu lu luvalu lu ngolo. Ngeyo wutula budu ki nolo yi vedila va mbata ntuꞌandi.
1315040068	Niandi wulomba luzingu kuidi ngeyo ayi wumvana luawu, luzingu lu mula mu zithangu zioso ayi lu kalumani.
131505005f	Nkemboꞌandi widi wunneni mu diambu di ndungunu weti vana. Ngeyo wumvuika kiezila ayi nzitusu.
1315060071	Bukiedika, ngeyo wumvana lusakumunu lu kalumani; wunkitula mutu wu yangadala mu diambu di khini yidi va meso maku
1315070074	Bila Ntinu wuntulanga diana diandi mu Yave; Ayi mu diambu di luzolo lu ngolo Nzambi yizangama, kalendi bulangana ko.
1315080062	Koko kuaku kuela buila bambeni ziaku zioso. Koko kuaku ku lubakala kuela buila bobo beti ku lenda.
1315090091	Wela kuba kitula banga mfulu makala ma mbazu, mu thangu yoyi wela kukimonikisa. Yave wela kuba sikisa mu nganzi andi. Ayi mbazu yela kuba zinisa.
13150a004b	Wela bunga nkunꞌawu va ntoto ayi bana bawu va khatitsika yi bana ba batu.
13150b0064	Ka diambu ko balenda kubika mambimbi mu diambu diaku ayi yindula zikhanu zimbimbi, balendi nunga ko.
13150c003e	Bila ngeyo wela kuba tinisa bu wela kuba basula mu mbasꞌaku.
13150d0050	A Yave, yayusu kuaku mu zingolo ziaku. Tuela yimbidila ayi zitisa lulendo luaku.
1316010102	Nkunga Davidi kuidi pfumu minyimbidi, wuyimbidila wawu mu nningu wu beti tedilanga “Nsuma wu nsuka”. Nzambi ama, Nzambi ama, bila mbi wundiekuididi e? Ayi bila mbi wididi thama mu kambu ku phukisa e? Ayi bila mbi wididi thama mu kambu wa maniongo mama e?
131602005f	Nzambi ama, ndinyamikina va muini, vayi wukadi vutula mvutu. Va builu, ndivuandanga ko dio sui.
131603003a	Vayi ngeyo wubieko banga wunlongo. Ngeyo nzitusu wu Iseli.
1316040053	Mu ngeyo bakulu beto batula diana diawu. Batula diana diawu mu ngeyo ayi wuba kula.
1316050063	Kuidi ngeyo bayamikina ayi ngeyo wuba vukisa. Mu ngeyo batula diana diawu ayi basia fuisu tsoni ko.
1316060054	Vayi minu, ndidi kiela vayi bika mutu. Babakala balembo mvuezi, batu balembo ndenzi.
1316070048	Babo bobo beti kumbona beti ku tsekinina. Beti finga. Beti nikuna mintu:
1316080069	“Kuidi Yave keti tula diana diandi buna bika kamvukisa, bika kankula bila khini keti mona mu niandi.”
1316090063	Vayi, ngeyo wuthotula mu vumu; wuvanga ti nditula diana diama mu ngeyo banga va thulu yi ngudi ama.
13160a0071	Tona ndibutuka ndiyekulu kuidi ngeyo tona mu vumu ki ngudi ama. Tona mu vumu ki ngudi ama, ngeyo wuba Nzambi ama.
13160b004c	Kadi kuthatukila bila ziphasi zifikimini, bila kuisi ko mutu wulenda sadisa.
13160c0049	Zingombi ziwombo zimbakala zinzungididi, zingombi zi Basani zinzungididi.
13160d0053	Mu kunga ku khosi yeti kanzuna bulu miunu miawu midi mizibuka ngolo mu diambu diama
13160e0097	Mbeni dukuka banga nlangu ayi mimvesi miama mioso mivasukidi. Ntimꞌama widi banga mafuta beti vindanga mu mabaya. Wulembo siuti mu khati yi nitu ama.
13160f0082	Zingolo ziama zilembo yumi banga tini ki nzungu tuma ayi ludimi luama lunemi mu munu ama. Ngeyo wuthula mu mbungi-mbungi yi lufua.
131610005e	Zimbwa zinzungididi, Nkangu wu batu bambimbi banzungididi. Batobudi mioko miama ayi malu mama.
131611004d	Ndilenda tanga mimvesi miama mioso. Batu beti kutsungimina ayi balembo thadi.
1316120050	Balembo kabana bawu na bawu minlele miama ayi balembo budila yunga kiama tsombo.
1316130051	Vayi ngeyo Yave, kadi ba thama. Ngeyo zingolo ziama ayi yiza nsualu mu kutsadisa.
1316140049	Kula luzingu luama mu sabala; luzingu luama lu thalu mu luyalu lu zimbua.
1316150039	Wukhudi mu munu wu khosi wuphukisa mu ziphoka zi ziphaka.
131616005d	Ndiela yolukila dizina diaku kuidi bakhomba baama; ndiela ku zitisa va khatitsika lukutukunu.
131617008d	Beno lunkinzikanga Yave, bika lunzitisa! Beno babo luidi mu nkuna Yakobi, bika lunkinzika! Beno babo luidi mu nkuna wu Iseli, bika lunzitisa.
131618009f	Bila kasia lenza ko ayi kasia kakumukina ko ziphasi zi mutu widi mu phasi; kasia kunsuekila zizi kiandi ko vayi weti wa yamikina kuandi bu keti tomba lusadusu.
131619007d	Kuidi ngeyo kueti totukila minzitusu miama mu lukutukunu lunneni va ntuala bobo beti ku kinzika, ndiela dukisa zitsila ziama.
13161a007e	Minsukami miela dia ayi miela yukuta. Bobo beti tomba Yave bela kumvana nzitusu. Bika mintima mieno mizinga mu zithangu zioso!
13161b0075	Zitsuka zioso zi ntoto ziela tebuka moyo; Ziela baluka kuidi Yave. Batu ba makanda moso bela buongama va ntualꞌaku.
13161c003a	Bila Kipfumu kidi kuidi Yave; niandi wunyadilanga makanda.
13161d00bf	Batu boso badi kimvuama ba ntoto bela dia ayi mamvawu bela buongama. Babo bankulukanga mu mbungi-mbungi bela komvama va ntualꞌandi; bobo bankambu baka bu zingisila luzingu luandi bawu veka.
13161e0050	Nkuna wela ku nsadila. Batu bela samuna mambu matedi Yave kuidi tsungi yinkuiza.
13161f005b	Bela yolukila busonga buandi kuidi batu bobo babutukidi ko. Bila niandi wuvanga mambu mama.
1317010043	Nkunga Davidi. Yave niandi nsungi ama, ndilendi kambu kadi kima ko.
1317020052	Niandi wukuphundisanga muidi biti binlangu, Wukundatanga kuidi minlangu milembama.
1317030066	Niandi wunkindisanga muelꞌama. Niandi wukundiatisanga mu minsolo misonga mu diambu di dizina diandi.
131704009b	Ka diambu ko ndilenda diata mu ndimba tombi ki lufua, buna ndilendi mona mbimbi tsisi ko bila ngeyo widi yama. Nkawa aku ayi nti aku, biawu bi kumbombanga.
1317050076	Ngeyo wukubika meza va ntualꞌama va meso ma bambeni ziama. Ngeyo wuvinda ntuꞌama mafuta mbungu ama yilembo sapika.
1317060089	Bukiedika, mamboti maku ayi luzolo biela kundandakana mu bilumbu bioso bi luzingu luama. Ayi ndiela vuanda mu nzo Yave mu zithangu zioso.
131801005b	Nkunga Davidi. Ntoto widi wu Yave ayi bibioso bidi mu wawu; nza ayi babo banzinganga muawu.
131802004e	Bila niandi wutunga ntoto va mbata mimbu ayi wukindisa wawu va mbata minlangu.
1318030054	Nani wulenda kuma ku mongo wu Yave? Nani wulenda telama va buangu kiandi kinlongo e?
1318040096	Woso mutu widi mioko misukulu ayi ntima wuvedila; woso mutu wunkambu vumuna muelꞌandi kuidi bitumba, Voti wunkambu levanga ndefi mu mambu ma luvunu.
1318050051	Wela tambula lusakumunu luela ba kuidi Yave, ayi ndungunu Nzambi yi Mvulusi andi.
1318060064	Buawu bobo buididi tsungi yi batu bakuntombanga, yi bawu bantombanga zizi kiaku, a Nzambi yi Yakobi.
131807005f	Luvumbula mintu mieno, beno mielo! Luvumbuka beno mielo mikhulu! Muingi ntinu wu nkembo kakota.
1318080063	Nani ntinu wu nkembo e? Keti Yave, nkua ngolo ayi nkua lulendo! Keti Yave, nkua lulendo mu zimvita!
131809005f	Luvumbula mintu mieno, beno mielo! Luvumbuka beno mielo mikhulu! Muingi ntinu wu nkembo kakota.
13180a0061	Nani wowo ntinu beni wu nkembo e? Keti Yave, pfumu yi minkangu mi masodi. Niandi ntinu wu nkembo.
1319010028	Kuidi ngeyo Yave ndintambika muelꞌama.
1319020071	Mu ngeyo ndintulanga diana diama, a Nzambi ama. Kadi tala ti ndifuisu tsoni. Bika bambeni ziama zibika ku ndunga.
131903006e	Kadi mutu wumosi kalendi fua tsoni ko. Vayi bela fuisu tsoni, bobo bamvakulanga badiawu mu kambu phengomokono,
1319040041	Bika wumbonisa zinzila ziaku, a Yave bika wundonga minsolo miaku,
1319050079	wundiatisa mu kiedika kiaku ayi wundongi. Bika ngeyo Nzambi Mvulusi ama. Ayi diana diama didi mu ngeyo mu lumbu kimvimba.
1319060061	A Yave, tebukila kiadi kiaku kingolo moyo ayi luzolo luaku lu ngolo, bila bidi mu zithangu zioso.
13190700ae	Kadi tebukila moyo masumu mama ma kimuana; ayi kadi tebukila moyo zinzila ziama zi matingu. Mu diambu di luzolo luaku, bika wuthebukila moyo; bila ngeyo widi wumboti, a Yave.
1319080056	Yave, widi wumboti ayi wusonga; diawu kanlongisilanga bankua masumu mu zinzila ziandi.
131909006d	Niandi wudiatisanga batu bakukikululanga mu mambu masonga; ayi wunlonganga nzilꞌandi kuidi bakukikululanga.
13190a0065	Zinzila zioso zi Yave zidi zi luzolo ayi zikuikama, kuidi bawu beti keba zindombolo zi nguizani andi.
13190b0057	Mu diambu di dizina diaku, a Yave bika wundemvukila mu mambimbi mama bila madi mawombo.
13190c005b	Buna nani mutu wunkinzikanga Yave? Yave wela kunlonga nzila yoyi basobula mu diambu diandi.
13190d0049	Wela viokisa bilumbu biandi mu mamboti; ayi nkunꞌandi wela tambula tsi.
13190e0063	Yave weti monikisa mansueki mandi kuidi bobo bakunkinzikanga, ayi weti kuba zabikisa nguizani andi.
13190f005a	Thalu ama yidi kuidi Yave mu zithangu zioso. Bila niandi wela totula malu mama mu dikondi.
131910005b	Baluka kuidi minu ayi bika nlemvo aku wuba va minu bila ndidi minu veka ayi ndidi mu phasi.
1319110047	Ziphasi zi ntimꞌama zilembo buelama; bika wuthotula mu ziphasi ziama.
131912003f	Tala ziphasi ziama ayi kiadi kiama ayi botula masumu mama moso.
1319130056	Tala phila bambeni ziama zilembo buelimina ayi bandendidi mu kikhenene kimosi kingolo.
1319140051	Keba luzingu luama ayi khudi! Kadi tala ti ndifua tsoni bila mu ngeyo ndisuamina.
1319150043	Bika fuanana ayi lulama bikheba, bila mu ngeyo ntudidi diana diama.
131916002d	O Nzambi, kula Iseli mu ziphasi ziandi zioso.
131a01007e	Nkunga Davidi. Wundungisa, a Yave, bila ndidiatila mu luzingu lukambulu tsembolo. Nditula diana diama mu Yave mu kambu memata.
131a02004f	A Yave wumfiongunina, wumbeki, fiongunina mayindu ma ntimꞌama ayi ntimꞌama.
131a03006d	Bila luzolo luaku luidi mu zithangu zioso ku ntualꞌama ayi ndindiatanga mu zithangu zioso mu kiedika kiaku.
131a04005c	Ndivuandanga ko va kimosi ayi batu ba luvunu. Ndifubakananga ko va kimosi ayi bankua mayuya.
131a050067	Ndieti kakumukina lukutukunu lu batu bamvanganga mambimbi. Ndivuandanga ko va kimosi ayi batu bambimbi.
131a06005f	Tsukudi mioko miama mu monisa ti ndisi zaba diambu ko, ayi ndiela zungidila ntalꞌaku, a Yave!
131a07005e	Mu yamikina minzitusu miaku mu mbembo yingolo ayi mu diambu di yolukila mangitukulu maku moso.
131a08004b	Ndinzolanga nzo yoyi weti zingila; a Yave buangu kimvuandanga nkemboꞌaku.
131a09006f	Kadi botula muelꞌama va kimosi ayi bankua masumu ayi luzingu luama va kimosi ayi bantengulanga menga ma batu,
131a0a0064	mu bobo badi mioko miyuku kubika zikhanu zimbimbi, bobo mioko mi lubakala miwedi makaba ma kinsueki.
131a0b0056	Vayi minu, ndieti diatila mu luzingu lukambu tsembolo; bika wukhula ayi wumbona kiadi.
131a0c004e	Malu mama madi va ntoto wuyalumuka mu lukhutukunu lunneni, ndiela zitisa Yave.
131b01009e	Nkunga Davidi. Yave niandi kiezila kiama ayi phulusu ama. Nani ndilenda mona tsisi e? Yave niandi suamunu kingolo mu luzingu luama. Nani ndilenda mona boma e?
131b0200af	Mu thangu batu bambimbi, bela kuiza ku ntualꞌama mu diambu di dia nsuni ama; mu thangu bambeni ziama ayi bobo bandendi bela kuiza kunduanisa, bela bumina thutu ayi bela bua.
131b030094	Ka diambu ko nkangu wu masodi wunzungididi, ntimꞌama wulendi mona tsisi ko; Ka diambu ko mvita yibuidi mu diambu diama, ndilendi zimbisa diana ko.
131b0400ba	Kima kimosi ndilomba kuidi Yave, kiawu ndintomba: Thidi vuanda mu bilumbu bioso bi luzingu luama mu nzo Yave, mu diambu nditalanga kitoko ki Yave ayi mu diambu ndintombannga mu nzo andi.
131b0500a0	Bila mu lumbu ki ziphasi wela ku kheba mu luvovomo mu buangu kiandi kamvuandanga; wela kutsueka ku tsi Nzoꞌandi yi ngoto; wela kuthedimisa va ditadi di ngolo.
131b0600a9	Buna ntu ama wulenda vumuka va yilu bambeni ziama zinzungididi. Mu nzoꞌandi yi ngoto, ndiela tambika makaba mu khini. Ndiela yimbila ayi bula miziki mu diambu di Yave.
131b07004a	Wa mbemboꞌama bu ndilembo tedi, a Yave; wumboni kiadi ayi wuphana mvutu.
131b080065	Ntimꞌama wutubidi mu diambu diaku: “Tomba zizi kiandi.” Zizi kiaku, a Yave, kiawu ndiela tomba.
131b09008a	Kadi kutsueka zizi kiaku. Bika kuka kisadi kiaku mu nganzi. Ngeyo wuba nsadisi ama kadi kumbika, kadi kundiekula. A Nzambi yi Mvulusi ama.
131b0a0047	Ka diambu ko dise diama ayi ngudi ama bandiekudi; Yave wela kundiakula.
131b0b0064	Wundonga nzilꞌaku, a Yave ayi wundiatisa mu nsolo wu songa mu diambu di batu bobo beti kundiamisa.
131b0c0084	Kadi kundiekula mu luzolo lu batu bobo beti kundenda, bila bambangi ba luvunu zitelimini mu diambu diama, ayi zieti yindula matsita.
131b0d0055	Ndisia diana mu diambu diadi: Ndiela mona mamboti ma Yave va ntoto wu batu badi moyo.
131b0e004a	Tadidila Yave! Wukikindisa ayi bika ntimꞌaku wukinda; ayi tadidila Yave.
131c0100ab	Nkunga Davidi. Ngeyo ndintela; A Yave, ditadi diama di ngolo, kadi kunzibikila dikutu diaku Bila ngeyo ba dio sui; buna ndiela dedakana bobo bankulukanga mu dibulu dimula.
131c020096	Wa yamikina kuami mu diambu di kiadi banga bu ndikutela mu tomba lusadusu banga bu ndieti vumuna mioko miama ku ndambu buangu kiaku kilutidi kinlongo.
131c0300b4	Kadi kuphitumuna va kimosi ayi batu bambimbi ayi batu beti vanga mambimbi; bobo banyolukilanga mambu ma ndembama va kimosi ayi badiawu vayi banyindulanga mambimbi mu mintima miawu.
131c0400b2	Wuba vutudila boso buididi mavanga mawu, ayi boso buididi mavanga mawu mambimbi. Wuba vutudila boso buididi mavanga ma mioko miawu, wuba vutudila boso buididi mambu momo bavanga.
131c050071	Sumbu batalanga ko mavanga ma Yave, ayi mavanga ma mioko miandi, wela ku babunga ayi kalendi ku batunga diaka ko.
131c060047	Nzitusu wuba kuidi Yave! Bila wuwilu yamikina kuama mu diambu di kiadi.
131c0700b2	Yave niandi zingolo ziama ayi nkakuꞌama. Ntimꞌama wuntulanga diana mu niandi ayi ndisadusu. Ntimꞌama weti mona khini yi ngolo ayi ndiela kumvutudila matondo mu nkungꞌama.
131c080070	Yave niandi ngolo mu diambu di batu bandi. Niandi buangu kingolo ki khudulu yi mutu andi wowo kadukudila mafuta.
131c090060	Vukisa batu baku ayi sakumuna kiuka kiaku. Bika wuba nsungi awu ayi wuba nata mu zithangu zioso.
131d01005d	Nkunga Davidi. Luvana kuidi Yave, beno batu badi ngolo; Luvana nkembo kuidi Yave ayi zingolo.
131d020067	Luvana nkembo kuidi Yave wufuanikini mu dizina diandi. Lubuongimina Yave mu kiezila ki kinlongo kiandi.
131d03006f	Mbembo Yave yidi va mbata minlangu. Nzambi yi nkembo wulembo dumi. Yave wulembo dumi va mbata minlangu minneni.
131d040039	Mbembo Yave yidi yi lulendo, mbembo Yave yidi yi nzitusu.
131d050065	Mbembo Yave yinkelulanga minti mi sedeli; Yave wunkelulanga minti mi sedeli midi mu Libani mu bitini.
131d060049	Wunzamisanga Libani banga muana wungombi; Silioni banga muana wu phakasa.
131d07002c	Mbembo Yave yilembo totula minlaki mi mbazu.
131d080046	Mbembo Yave yintitisanga dikanga. Yave wuntitisanga dikanga di Kadesi.
131d090071	Mbembo Yave yimbutisanga minsuma; yeti vambisa minsitu. Mu Nzoꞌandi, bima bioso bilembo yamikina: “nkembo”.
