2800000005	Matyu
28060e00ad	“Ondaŋô. Môlô tak avîlanô takatu be evong kambom ethak môlô ning kambom, êng me môlô ning Kamik atu be hîmô melak leng tem netak môlô ning kambom bêng yom.
28060f0082	Metom mî môlô tak avîlanô vi ning kambom amî, êng me môlô ning Kamik atu tem mî netak môlô ning kambom amî bêng yom.
2806100187	“Wakma utip ethak nôm vo lemim êv Wapômbêng me dô malemim volong hîtôm ŋa evatek avîlanô thak evong andô. Loho mî ithik i be epesang i katô amî vo avîlanô injê be eyala nena loho lêk itip ethak nôm. Ya hanang avanông ethak môlô nena ŋa takêng lêk iwa ning vuli mavî sapêng yôv be heveng yam me Wapômbêng mî hîtôm nêŋgêv vuli mavî te êndêng loho amî.
280611006d	Metom wakma utip ethak nôm vo lemim êŋgêv Wapômbêng me uthik malemim be otak thing ethak lumim kwandôk
28061200c3	vo avîlanô dô eyala nena lêk utip ethak nôm andô. Me môlô ning Kamik atu be hîmô long kapô yom tem ninjê môlô ning ku long kapô sapêng me tem nêŋgêv vuli mavî êndêng môlô.
28061300bd	“Ondaŋô. Dô uthining nômkama mavî mavî îmô pîk iti andô, vômbê nena pîk iti me sêpbindi lêk hethaŋda thak ivuling nômkama me ŋa vanî thak ele melak kê be iwa nômkama.
28061400c4	Metom môlô thining nômkama mavî mavî melak leng, vômbê nena melak leng me sêpbindi lêk hethaŋda mî thak ivuling nômkama amî lêk ŋa vanî mî thak ele melak kê be iwa nômkama amî.
2806150080	Ondaŋô. Long alê atu be môlô ning nômkama mavî mavî hîmô, ditu tem môlô ning lemim iving îmô long êng yom imbing.
2806160094	“Malemdaluk me hîtôm lam be hêv danda hêndêng lemvim kôpik sapêng. Be ditu malemdaluk mavî, êng me tem danda îmô lemvim kôpik sapêng.
28061700d7	Metom malemdaluk kambom me momaŋaning bêng tem nîmô lemvim kôpik sapêng. Endekeme osong nena danda hîmô môlô kapô ma, metom momaŋaning bêng hîmô môlô kapô, be ditu momaŋaning êng me bêng anông!
2806180115	“Anô te mî hîtôm nembong anômbêng yi ning ku amî. Tem laŋgêv imbing anô yang sê me kapô êndô anô yang sê. Me tem nesopa anô yang sê me nende dôm lîlîng êndêng anô yang sê. Bêng be ditu mî hîtôm môlô sopa Wapômbêng lêk valuseleng imbing amî.
28061900d1	“Bêng be ya hanang ethak môlô nena dô lemim iŋgik am ethak nômkama pîk lomaloma hîtôm kwêv mena nôm lêk ŋanam andô. Lêkmala me bêng vo nôm oang. Leŋving kôpik me bêng vo kwêv lêk thôp.
28061a0105	Ôŋgô menak. Loho thak mî evatho nôm be iwa ya anông amî. Lêk loho ning melak etak nôm îmô mî. Metom môlô ning Kamik atu be hîmô melak leng thak hevakông loho. Bêng be môlô me Wapômbêng la hiving bêng anông hîvô hethak vo menak takêng.
28061b0092	Be ditu lemim ik am ethak nômate me lemim ik am êng mî hîtôm netak wakma te oyang êyômô môlô ning lêkmala long imbing amî. Mî anông!
28061c00af	“Bisête be thak môlô lemim ik am hethak thôp? Môlôŋgô thiling vuak takatu be hîmô mayaliv. Loho ivutak bisê? Loho thak mî evong ku lêk epesang ining thôp amî.
28061d0096	Metom ya hanang ethak môlô nena thiling vuak mavî takêng ining wamba leleyang me hîvô hethak vo King Solomon ya wamba leleyang lomaloma sapêng.
28061e0123	Bêng be Wapômbêng hêv wamba mavî mavî hêndêng kamung lomaloma takatu be lêk aô yê, metom yamông me tem îmbôk ethak amela. Me môlô me bêng îvô hethak vo kamung takêng, be ditu Wapômbêng tem neyaŋging môlô bêng yom. Alitaknena, môlô ning ôêv iving mî bêng amî.
28061f0089	Be ditu dô môlô lemim iŋgik am be môlô nang nena, ‘Tem yoôŋgang ômbête be yoô num ômbête lêk yoôŋgik ômbête andô.’
2806200081	Ŋa daluk thak leŋing ik i hethak nôm takêng. Metom môlô ning Kamik atu be hîmô melak leng me heyala môlô ning malêing.
2806210099	Be ditu ku himung me othalo Wapômbêng ya lêkliŋyak bêng lêk osopa ya kombom thêthôp me tem nêŋgêv nôm takêng sapêng êndêng môlô imbing.
2806220096	Bêng be dô môlô lemim iŋgik am vo yamông ya nômkama andô. Yamông ya malêing me yamông da ya. Bêng be wak te ya malêing me wak êng da ya.
28070100ae	“Dô môlô tîtînîng avîlanô be onang loho ning kambom bêng be onang nena loho ŋa evong kombom kambom andô. Endekeme Wapômbêng tem nembong bêng yom ethak môlô!
28070200c4	Me ambô alêla takatu be onang ethak avîlanô me Wapômbêng tem nenang bêng yom ethak môlô. Me kombom alê atu be môlô thô avîlanô vi lelalîlîng me tem nembong bêng yom ethak môlô.
280703007f	Bisête be hôyê siŋusik hîmô aviyam mandaluk me mî hôyê aseleng bêng atu be hepalaŋganing hêk malemdaluk thing amî?
28070400db	Me bisête be honang hêndêng aviyam nena, ‘Aiyang, ya leng hiving yaŋgêv siŋusik itu be hîmô malemdaluk vê’? Metom ong da mî hôyê aseleng atu be hepalaŋganing hêk malemdaluk thing be nôŋgêv vê amî.
28070500a9	Ong anô ambô yôhîng! Nôŋgêv aseleng atu be hêk malemdaluk thing vê be nôŋgô tak katô êm, yôv kîmîng nôŋgêv siŋusik atu be hêk mamuyam mandaluk vê.
28070600df	“Me dô umbua nôm matheng be ôŋgêv êndêng avung andô. Vômbê nena tem iŋgik lîlîng be ethang môlô mayaliv. Me dô môlômbî môlô ning kômkôm mavî ni vo bok andô. Endekeme embak pesa ethak veŋiŋkapô.
28070700b0	“Môlô nang iŋgik Wapômbêng ling me tem nêŋgêv êndêng môlô. Me othalo nômate me tem ôpôm nôm êng. Me upindinding melak ambôlêk me tem niŋgik kê vo môlô.
280708009e	Vômbê nena ŋa takatu be enang ik Wapômbêng ling me tem imbua. Me ethalo nômate me tem êpôm. Me ipindinding melak ambôlêk me tem niŋgik kê vo loho.
2807090073	“Me nalum malô henang ik ong ling vo nôŋgêv polom êndêng yêni me tem nôŋgêv valu te êndêng inda mesa?
28070a0077	Me henang ik ong ling vo nôŋgêv alim ŋanam te êndêng yêni me tem nôŋgêv bôyîv kambom te êndêng inda mesa?
28070b0121	Môlô avîlanô kombom kambom, metom thak môlôyala ôŋgêv nômkama mavî mavî êndêng nalumi. Metom môlô ning Kamik atu be hîmô melak leng eyala katôyang îvô ethak vo môlô ning katik lo kamik, be ditu tem nêŋgêv nômkama mavî êndêng ŋa takatu be enang ik yêni ling.
28070c00ba	“Me kombom atu be lem hiving avîlanô embong êndêng ong, êng me nombong bêng yom êndêng avîlanô vi, vômbê nena Moses ya balambung lêk plopet ining kapua ning ondong anông.
28070d00cc	“Môlômbutak ôyô bandêng ambôlêk yaôna, vômbê nena loŋdaŋlê bêng me hê long ŋama. Me loŋdaŋlê êng ya bandêng ambôlêk me lêkwaê anông be avîlanô bêng anông thak ivutak êyô.
28070e008e	Metom loŋdaŋlê hê long lêkmala me yaônalêk. Be ya bandêng ambôlêk me yaônalêk be avîlanô tomtom yom thak êpôm be ivutak êyô.
28070f00ab	“Môlô yaŋging am ethak plopet ambô yôhîng. Loho ivuliv i thing ethak boksipsip ining kôpik be êthôk êndêng môlô, metom kapôlôŋing me hîtôm avung yatap.
28071000a3	Be ditu loho da ning bôk le long tem niŋgik loho da thô. Me betha avîlanô hîtôm imbua alokwang pik lêk yak waing anông emba yak lêklilu mesa? Mî anông.
2807110071	Be ditu alokwang mavî nômbêng iti thak ik anông mavî me alokwang kambom nômbêng iti thak ik anông kambom.
280712007c	Bêng yom me alokwang mavî mî hîtôm niŋgik anông kambom amî me alokwang kambom mî hîtôm niŋgik anông mavî amî.
2807130062	Bêng be alokwang takatu be mî thak hik anông mavî amî, me tem ende li be îmbôk ethak amela.
280714005a	Bêng be ditu plopet ambô yôhîng ining kombom da tem niŋgik loho da thô ethak môlô.
2807150103	“Avîlanô bêng anông thak elam ya nena, ‘Anômbêng, Anômbêng,’ metom doho mî hîtôm êyô melak leng ya lêkliŋyak bêng kapô bini amî. Me ôpatu be hesopa Wakamik atu be hîmô melak leng ya la hiving yom, ditu tem nimbutak êyô kapô bini.
2807160108	Hêndêng wakma evong ambô me avîlanô bêng anông tem enang ethak ya nena, ‘Anômbêng, Anômbêng, hethak yong athêng me bôk yoô nang Wapômbêng ya ambô bêng lêk yoô êv gôk kambom vê hêk avîlanô me avong nôm thamtham bêng anông mesa mî?’
2807170077	Êng me tem ya nang ethak loho nena, ‘Ombeng dang! Môlô ŋa ovong kombom kambom be ya hathông môlô paling.’”
28071800b0	Me Yisu henang nena, “Ôpatu be helaŋô yînîng ambô nômbêng iti be hesopa, yêni me hîtôm anô lêkauk mavî te atu be helav ya melak landîng hivup hêyô heva valu.
280719009f	Yôv me ôthîng lêk lovak be ŋanambô bêng hêyô be hekalông melak êng. Metom pîk lêk valu hevalong melak landîng êng long manjeng be mî hipu amî.
28071a0090	Me opalê atu be helaŋô yînîng ambô metom mî hesopa amî, me hîtôm anô auk mî te atu be helav ya melak hêyô hîmô thathe oyang yom.
28071b0081	Yôv me ôthîng lêk lovak lêk ŋanambô bêng hêyô be hekalông melak êng be hîŋgôlî be hivuling melak êng sapêng.”
28071c0076	Yisu henang ambô takêng yôv me avîlanô nômbêng atu be elaŋô esong kambom ethak ya ambô atu be hîndông loho
28071d007b	vômbê nena yêni hîndông loho hîtôm anô lêk athêng bêng me mî hîtôm loho ning kîdôŋga ambô balambung amî.
2808010047	Yisu hetak dum me hîlôk be hê me avîlanô bêng anông esopa yêni.
28080200a6	Me anô kômbôk lepla te hêlêm êndêng Yisu me heya vabudum thîvô be henang nena, “Anômbêng, ong da yong lem hiving me hîtôm nombong be yambutak mavî.”
28080300a9	Me Yisu henang nena, “Ya leng hiving.” Be hêthôm ôpêng me henang nena, “Numbutak mambung!” Me ketheng oyang me ya kômbôk hêv yak me ôpêng hivutak mavî.
2808040144	Yôv me Yisu henang ethak yêni nena, “Dô nonang bêng ethak anô te andô. Metom nu me nuŋgik ong thô ethak anô hîmbôk da me nôŋgêv da êndêng Wapômbêng vo niŋgik thô nena lêk huvutak mambung hîtôm Moses bôk henang yôv. Hovong bêng me tem avîlanô sapêng injê be eyala nena lêk huvutak mambung.”
2808050064	Yisu hêyô Kapenaom me anô vovak lêik te nang Lom hêlêm hêndêng yêni me hepetenak inda nena,
2808060072	“Anômbêng, yînîng anô ku te hêpôm kômbôk va lo bang himuving be hiwa vovang bêng be hêk melak yom.”
280807004c	Me Yisu henang ethak inda nena, “Tem ya thôk vo yambong ôpêng mavî.”
28080800c8	Metom anô vovak lêik êng henang nena, “Anômbêng, ya mî anô mavî hiving vo nôlêm yînîng melak amî. Be ditu ya hayala nena nonang yom me yînîng anô ku tem nimbutak mavî ethak loŋbô.
2808090157	Vômbê nena ya da me ya hamô anômbêng te vimbing hiving me yînîng ŋa vovak îmô ya vimbing. Me thak ya hanang ethak yînîng anô vovak te nena, ‘Nu,’ êng me thak hê. Mena ya hanang ethak yang nena, ‘Nôlêm,’ êng me thak hêlêm. Me ya hanang ethak yînîng anô ku nena, ‘Nombong ku tiêng’ êng me thak hevong yom.”
28080a00e5	Yisu helaŋô ambô êng be hesong kambom me henang ethak avîlanô takatu be esopa yêni nena, “Ya hanang avanông ethak môlô. Bôk mî ya hatung anô hêv iving lêklokwang te bêŋiti hîmô Islael ining long sapêng amî.
28080b00d3	Ya hanang ethak môlô nena avîlanô long bôyang bêng anông tem etak ining pîk nômbêng iti sapêng be ini vo injang nôm bêng imbing Ablaham lo Aisak be Jekop îmô melak leng ya lêkliŋyak bêng kapô.
28080c00e6	Metom avîlanô takatu be Wapômbêng bôk hîtôk loho yôv vo êyô ya lêkliŋyak bêng kapô bini me tem nêŋgêv loho vê bini long momaŋaning. Long êng me tem loho endeng athêng malêng be ethang vieŋing ondong long.”
28080d00db	Yôv me Yisu henang ethak anô vovak lêik êng nena, “Nu! Me nôm atu be lêk hôêv iving nena tem nimbutak me tem nimbutak bêng hîtôm hôêv iving.” Me hêndêng wakma êng yom me ya anô ku atu hivutak mavî.
28080e0064	Yôv me Yisu hêyô Pita ya melak kapô me hêyê Pita yaŋavî hêpôm kômbôk vovang be hêk yom.
28080f006b	Me Yisu hevalong avî êng bang me kômbôk êng hetak yêni me hiviyô be hepesang be hêv hêndêng loho.
28081000d4	Hêndêng yathiŋdang me avîlanô iwa ŋa gôk kambom ivuling loho bêng anông êlêm êyô vo Yisu. Me henang yom be gôk takêng etak ŋa takêng be ê. Me hevong avîlanô lêk kômbôk sapêng ivutak mavî.
2808110092	Be ditu plopet Aisaia ya ambô hik anông hîtôm bôk henang nena, “Yêni da hepesang aô ning kômbôk mavî lêk hêv aô ning vovang vê.”
2808120083	Wakma Yisu hêyê avîlanô bêng anông elawê inda me henang ethak ya ŋa hîndông nena, “Aô na kasîk bomang viyang vulu.”
280813008b	Êng me kîdôŋga ambô balambung te hêlêm êyô vo Yisu me henang nena, “Kîdôŋga, long nômbêng atu be hô me tem ya sopa ong.”
2808140089	Me Yisu henang nena, “Avung yatap ining pîk ambuang hîmô me menak ining unak hîmô, metom Anô Ya Nakandung ya long ninjêk mî.”
2808150071	Yôv me Yisu ya ŋa hîndông te henang ethak inda nena, “Anômbêng, notak ya vo ya nandav wakamik yôvêm.”
2808160082	Metom Yisu henang ethak inda nena, “Notak ŋa dôhôlôŋing bôk ema yôv vo loho da endav ining ŋama me nôlêm nosopa ya.”
280817004a	Yôv me Yisu hethak yeng me ya ŋa hîndông ethak yeng hiving be loho ê.
280818009e	Loho mô kasîk bomang lîvông me bôlôtom oyang me ôthîng lêk lovak bêng hêyô. Me ŋanam budum hik be hevong êyô yeng vôv metom Yisu me hêkthôm.
280819006e	Me ya ŋa hîndông ê ik yêni ling be enang nena, “Anômbêng, tem aôma! Be ditu nôŋgêv aô livung!”
28081a00b3	Me Yisu henang ethak loho nena, “Môlô ning ôêv iving me yaônalêk! Bisête be môlô kô?” Êng me hiviyô be hethang lovak lêk ŋanam budum êng be hêk teŋeng anông.
28081b006f	Êng me loho song kambom be enang nena, “Opalête ti be lovak lêk ŋanam budum elaŋô ya ambô be esopa?”
28081c0118	Yôv me Yisu hê kasîk bomang viyang vulu me hêyô avîlanô Gadala ining pîk. Me anô lokwaŋyi be thak gôk kambom îmô hiving thêi êlêm nang kalang be êpôm yêni hîlôk loŋdaŋlê. Be anô yi êng thak ivuling avîlanô, be ditu thak loho kô endom loŋdaŋlê êng.
28081d00de	Ôpyiêng êyê Yisu be elam kaêk lêkwaê nena, “Wapômbêng Nakandung, hôlêm vo nombong ômbête ethak yoô? Wakma atu be Wapômbêng etak me mî denang me hôlêm long iti vo nôŋgêv vovang êndêng yoô mesa?”
28081e0038	Me bok bêng anông îmô dêim doke be eyang tak îmô.
28081f007a	Me gôk kambom takêng epetenak Yisu nena, “Hovong vo nôŋgêv yoô vê, êng me nôŋgêv yoô nindôk bok takdaku.”
28082000dc	Me Yisu henang ethak loho nena, “Môlô nu!” Êng me gôk kambom takêng etak anô yi êng me ê îlôk bok takêng kapô me evothong be ethak i mayaliv hîlôk wanda be ê êv yak hîlôk kasîk bomang kapô be ema.
28082100ba	Ŋa takatu be eyaŋging bok êyê nôm êng me îsôv be ê melak lông. Me enang ethak avîlanô hethak nôm atu be Yisu hevong ethak bok lêk anô yi atu be gôk kambom hivuling thêi.
280822008e	Tomêng me avîlanô melak lông êng ik i thô be ê hêndêng Yisu. Loho yê yêni be êkô kambom be epetenak nena, “Notak yoô be nu!”
2809010053	Yôv me Yisu hethak yeng te be hîvô hê ya long atu be thak hîmô nang Kapenaom.
28090200e7	Me anô doho iwa anô himuving te hêk ya yêm be êlêm vo yêni. Êng me Yisu hêyê loho ning êv iving be henang ethak anô himuving atu nena, “Yînîng wakna, kapôlôm injêk mayaô. Yong kambom sapêng lêk ya hêv vê.”
2809030081	Kîdôŋga ambô balambung doho elaŋô ambô êng me enang ethak i nena, “Ôpiti hevong vo nimbua Wapômbêng ya long mesa?”
2809040065	Yisu heyala loho ning auk be henang nena, “Bisête be uwa auk kambom iti hêk môlô kapôlôŋing?
280905006d	Ambô alête vumeng vo ya nang: ‘Lêk ya hêv yong kambom sapêng vê’ mesa ‘Numbiyômba be nombeng’?
28090600f5	Metom tem yaŋgik thô êndêng môlô vo oyala nena Anô Ya Nakandung ya lêklokwang me bêng hêk pîk iti be hîtôm nêŋgêv kambom vê.” Yôv me henang ethak anô himuving atu nena, “Numbiyômba me numbua yong yêm be nu yong melak.”
280907002d	Êng me ôpêng hiviyô heva be hê ya melak.
28090800a0	Me avîlanô êyê nôm êng be esong kambom be êv Wapômbêng ya athêng ling, vômbê nena lêk hêv lêklokwang lêk athêng bêng hêndêng avîlanô pîk.
28090900ab	Yisu hê me hêyê anô te be ya athêng nena Matyu be hîmô melak iwa takis. Me henang ethak ôpêng nena, “Nôlêm osopa ya,” êng me hiviyô be hê me hesopa Yisu.
28090a009f	Yisu heyang nôm hiving Matyu hîmô ya melak. Me ŋa iwa takis lêk ŋa evong kombom kambom bêng anông êlêm eyang nôm hiving yêni lêk ya ŋa hîndông.
28090b009e	Palisi êyê me enang ik ya ŋa hîndông ling nena, “Bisête be môlô ning kîdôŋga heyang nôm hiving ŋa iwa takis lêk ŋa evong kombom kambom vo?”
28090c007f	Yisu helaŋô ambô êng me henang nena, “Ŋa lêk kômbôk yom thak ê êyê dokta. Me ŋa kômbôk mî me thak mî ê amî.
28090d0125	Bêng be môlô nu me umbua auk ethak ambô tiêng ya ondong: “‘Ya leng hiving môlôŋgêv kapôlômim êndêng avîlanô me ya handô môlôŋgêv da yom êndêng ya.’ Vômbê nena ya halêm vo yandam ŋa takatu be evong kombom kambom. Me mî ya halêm vo yandam ŋa thêthôp amî.”
28090e00c5	Jon ya ŋa hîndông êlêm êyô vo Yisu me enang ik yêni ling nena, “Yoô lêk Palisi thak atip ethak nôm vo leŋing êv Wapômbêng, metom yong ŋa hôndông mî thak evong bêng amî vo?”
28090f00ee	Me Yisu henang nena, “Wakma anô te hiwa avî lêkmuk, êng me ya ŋa môlôô tem injang nôm lêk leŋing mavî me tem mî hîtôm leŋing malêing amî. Metom wakma atu be iwa yêni vê hêk loho, êng me loho tem itip ethak nôm.”
28091000bf	“Anô te mî hîtôm nimbua thôp lêkmuk bôte be nindi thôp bôô ya ambuang thing ethak amî. Hevong bêng me thôp lêkmuk tem nîmô thôp bôô bô êng kê. Êng me tem nitip bêng.
