2800000004	Mata
28052700cb	Dǝgiti ǝn tagkur naiya, akwama naa ɓa dǝgit ghwaɗ nǝ uudan tǝ kǝgha, ɓagarbi kǝ uushav biya, ma ɓǝlakaɓǝlǝg nǝ uudan kǝ mahupeng tǝ uumǝla dǝvaakaffa, agha guyarant ghyaba kwah palla.
280528006a	Akwama ɗiyakaaɗiig nǝ uudan kǝ ghunnj kwakyarvad kǝskava kǝ angyuwagha, agha vǝlar baz amugdiyagha.
2805290061	Akwama fakaafǝg nǝ gwarǝɗ kǝ dagala mil palla, dǝgdagal ǝmtaɗ dǝ iin kǝ dǝga mil buwa.
28052a0088	Akwama ghalaaghalǝg nǝ uudan kǝ dǝgit vakagha, agha vǝlara. Dlaɓa ma sǝghǝvsǝg nǝ uudan sa kǝla gǝmau vakagha, piyarda biya.
28052b005f	“Cinngamacinng tagavdatag taakiya, ‘Waig kǝ zǝraabagha, agha ɗuwant kǝ tlǝghumagha.’
28052c006c	Aiciya, ǝn tagkurtaga, wayamwaig kǝ tlǝghumaharuwa, dzǝgwamtǝrdzǝgw kǝ zhigǝl kǝ lii vǝlkur dlaɗa
28052d00f3	Tǝdvad ɓakwan wam da nǝg nǝ uuram kǝ zarha Daadaru kwama ghǝrazhigǝla, kwa fǝgara kǝ faci kǝ ɓa parakrakǝr tǝghǝr kǝ yaa dadda jiira ard lii ɓa kǝlaadǝra, hyitǝrhyig dlaɓ kǝ yu kǝ yaa dadda jira ard yaa dadda kǝlaadǝra.
28052e008e	Akwamam waiya ba lii waiya kuram nǝ uurama, auci nǝ dǝgshigi am da tlǝkǝna nǝ uurami? Aanji lii dzaha hadam ndakwi ar ɓagaan bandkwana.
28052f0084	Akwamam tagtǝr bak zaraabaharu nǝ uuram kǝ uusa, auci gǝrgǝraru dǝ kyalma uudahi? Aanji kǝrdiyah ndakwi ar ɓagaan bandkwaha.
2805300052	Mbakyarvad kwaha, namalnǝg kǝ yaa dadda jiira band Daadaru kwama ghǝrazhigǝla.
28060100c1	“Famfǝg kǝ hyǝmiya aa nal bi nǝ gata Daadamazhigǝlaru kǝ dǝga nǝgha gyi biya, aɗaba ma ɓagamaɓag ǝndkwaha, am da tlǝkna bi kǝ dǝgshigaru vak Daadaruwi kwama ghǝrazhigǝl biya.
28060200f1	“Mbakyarvad kwaha, akwamagha da vǝlgar dǝgit kǝ uuda, kutbi ma ghai bandkwa ɓag nǝ muniyah ma guda dzǝgwazhigǝl ard dǝ ɗuulah kiyava dlǝbǝvtǝrǝt biya, ba jiirjiira wan tagkurtaga, cauwaracaug kǝ dǝgshigaatǝr ba ma kwahiina.
2806030082	Akwma agha da mǝlgaru kǝ dadda kwa maay dǝ vakai biya, aa sǝrabi nǝ dǝvaa ghyaɓagh kǝ dǝgiti ɓag nǝ dǝvaa kafagh biya.
28060400aa	Aɗaba dǝgaha jiirjiiri kwa ɓagha nǝnng shiɓashiɓana, nǝghǝganǝghǝg daadagh baɗǝm kǝ dǝgitah ɓagha nǝng shiɓashiɓana, da vǝlakvǝlǝg kǝ dǝgshǝgagha.
2806050103	“Akwamam da dzǝgwazhigǝla, ɓagam bi ǝndkwa ɓag nǝ muniyah biya, aɗaba ar naaba dzǝgw vaka ghacgan kǝ zhigǝla ma guda dzǝgwazhigǝla ard barama ɗuula kiyava nǝghtǝrnǝghǝg kǝ uudaha. Ba jiir wan tagkurtaga, tlarkǝnatlǝg kǝ dǝgshigaatǝra.
28060600e1	Akwamagha da dzǝgwazhigǝla, dǝg daadama gudagha, agha hǝdarduwa. Agha dzǝgwa kǝ zhigǝl kǝ Daadaghi kwa nǝghva biya, Daadaghi kwa nǝghǝganǝghǝg kǝ dǝgiti ɓagav shiɓashiɓana, da vǝlakvǝlǝg kǝ dǝgshigagha.
28060700c0	“Akwamam dzǝgwazhigǝla, gwayamars bi ǝnd lii sǝrgabi kǝ Daadamazhigǝl biya, aɗaba ar tlatla taaki ma dzǝgwaradzǝgw kǝ zhigǝl tlaɗɗa da cinngtǝrnuu ǝndkwah nǝ Daadamazhigǝla.
2806080071	Ɓagam bi ǝnd dǝgaatǝr biya, Aɗaba sǝrgasǝrg nǝ Daadaru kǝ dǝgiti am naag nǝ uuram lakuti am ghalgaana.
280609006c	“Dzǝgwamdzǝgw kǝ zhigǝl ǝndkwana. “‘Daadamnd kwama ghǝrazhigǝla, aa fǝvaarafǝg nǝ ɗaagagha,
28060a006b	tlǝksǝragha aasasǝga, dǝgiti agha naag nǝng aa ɓagvǝnaɓag ma duni bandkwa ɓagav ma ghǝrazhigǝla.
28060b003d	Vǝlkǝmndvǝlǝg kǝ dǝgzǝg haniina dlaɓa ba kǝlahǝnga.
28060c0063	Ɓǝshkǝmndanaɓǝshig kǝ haipahamnda, bandkwa kǝm ɓǝshtǝr nǝmnd kǝ lii ɓagkǝmnd haipaha.
28060d0045	Langkǝmnd bi da vaka fǝshig biya, katkǝmndkatǝg vak Shatanaha.’
28060e0078	“Aɗaba ma ɓǝshamtǝrnaɓǝshig kǝ lii ɓagarkura haipa, Daadaruwi ma ghǝrazhigǝl ndakwi da ɓǝshkurnaɓǝshiga.
28060f0072	Akwama ɓǝshamtǝrnaa bi kǝ haipahaatǝr kǝ uudah biya, da ɓǝshkurna bi dlaɓ nǝ Daadaru kǝ haipaharu biya.
28061000df	“Akwamam da kǝsa andǝla, badzam bi kǝ huɗvǝgaru ǝnd kwa ɓag muniyah biya, ar badzǝda kǝ huɗvǝgaatǝr kiyav sǝrvan taakiya ar kǝsa andǝla, bak jiirjiira wan tagkur naiya, tlarkǝnatlǝg kǝ dǝgshigahaatǝra.
2806110057	Akwamagha kǝsa andǝla, agha barda kǝ huɗvǝgagha, agha massa kǝ wal tǝ ghǝragha,
28061200b6	aɗaba aa nǝghvaakai taakiya agha kǝsa andǝl biya. Daadaghi kwa nǝghǝva biya, dlaɓa kwa nǝghǝganǝghǝg kǝ dǝgǝti ɓagav shiɓashiɓana, da vǝlakvǝlǝg kǝ dǝgshigagha.
28061300ab	“Dzahamar bi kǝ alman kǝ ghǝraru ma duni biya, vakavaki da badzǝdabadzǝg nǝ agatla ard kwalaviyavi biya, ɗlaɓa ard vakavaki da dǝgaadǝg nǝ gǝlah ar ghǝluwa.
28061400ac	Bammam dzaharu kǝ alman kǝ ghǝraru ma ghǝrazhigǝla, vakavaki da badzǝda bi nǝ agatla ard kwalaviyavi biya, dlaɓa vakavaki da dǝgaa bi nǝ gǝlah ar da ghǝlu biya.
280615003f	Aɗaba vakavaki da almanagha, dzamaghǝragh ndakwi ba vaakwaha.
280616007d	“Gyiya band kaara jahurammb nǝ iin kǝ vǝgha, akwama ba lapi nǝ gyiyahagh, baɗǝm nǝ vǝghagh da ba parak ba vaivaiya.
28061700a3	Akwama yang bi nǝ gyiyahagh biya, baɗǝm nǝ vǝghagh ba gurtla. Akwama nalnǝg nǝ paraka vǝghagh kǝ gurtla, ba jiirjiira da ba ɗyak ba vaivai nǝ gurtlǝna!
28061800dd	“Maay wa ɓagarnǝsɓag kǝ kwatnahǝr kǝ dadda hǝnyahah bu biya, bi ɗuwant kwa palla, nahant kwa palla, bi hǝkyina kǝ palla nenna kǝ palla, ɓaga bi taakiya am nahant kǝ Daadamazhigǝla am nahant kǝ kwaɓ biya.
2806190130	“Mbakyarvad kwaha, ǝn tagkurtaga ndavam bi kǝ dǝgiti am da zǝgaru nǝ uuram kǝ shifǝgaru biya, ard dǝgiti am da hǝɓǝg nǝ uuram biya, dlaɓa ard ɗuuli am da tlǝkǝna nǝ uuram kǝ sǝɗav dat vǝgharu biya. Mbats juu bi nǝ shifǝg kǝ dǝgzǝg biya? Nii juu bi ha nǝ vǝgh kǝ sǝɗavahi?
28061a00e5	Vazamvazǝg kǝ ɗiikah ndana, ar maay riig biya, ar maay ghuda hǝi biya, ar maay dlaɓ dzaagaan damma kuvǝr biya, bakǝvakwaha gǝltǝrgǝlǝg Daadaruwi kwama ghǝrazhigǝla, jamtǝru bi nǝ uuram kǝ iitǝr dǝ ndangǝr biya?
28061b0070	War ma kuram mbakyarvad dzama dǝgiti tǝ ghǝraan fǝgarnaafǝg kǝ hǝnngah aanji ba hǝɗikǝn kǝ ghǝraani?
28061c00a2	“Aujilbǝg kǝskuram dzama sǝɗavi am da nguɗǝg nǝ uurami? Vazamvazǝg kǝ ɗuuli ghubarǝg nǝ kwadladlah ndana, ar maay ɓa tlǝra aanji haa sǝɗav biya.
28061d007e	Bakǝvakwaha ǝn tagkurtaga, aanji Saluman ma ndzǝgana ndangǝraan ndakwi tapghǝnai kǝ caɗvacaɗǝg ǝnd palǝraatǝr biya
28061e00e6	Aitsaa, akwama caɗnacaɗǝg Daadamazhigǝl kǝ kazhakwa tǝghal ǝndkwana, kwar mǝng haniina dlakadur ɓǝlvǝtǝrdǝm damma kaara, kyakaɗaava kuram ha wada vǝlkur bi nǝ iin kǝ sǝɗav hi? Kuram lii hǝtsahǝtsan fadghǝrna.
28061f00a6	“Mbakyarvad kwaha, ndavam bi taakiya, ‘Auwa kǝm da zǝg nǝmndi?’ Bi ‘Auwa kǝmnda hǝɓɓǝg nǝmndi?’ Bi ‘Auwa nǝ dǝgiti kǝmnda nguɗǝg nǝmndi?’
28062000c4	Aɗabad kwaha lii sǝrga bi kǝ Daadamazhigǝl biya, iitǝr lii gata kwanahaan kǝ dǝgitah baɗǝmma. Sǝrgasǝrǝg nǝ Daadaru kwama ghǝrazhigǝl taakiya am naagaan kǝ kwanahaan kǝ dǝgitaha.
280621008b	Gatamgatǝg kǝ tlǝkǝsǝra Daadamazhigǝl ba zǝnngwa, ard dǝgiti naag nǝ iina. Da vǝlkurvǝlǝg kǝ kwanahaan kǝ dǝgitah baɗǝmma.
2806220084	Mbakyarvad kwaha, ndavambi kǝ dlakadur biya, aɗaba dlakadur sagau bad dlaɗaana, dlaɗa hinan ndakwi tlaltlǝg kwakyarvad haniina.
280701005f	“Tar bi kǝ shari kǝ uudah biya. Akwama ɓaghiniɓaga, ar da taktǝg nǝ uudaha kǝ shariya.
28070200ac	Aɗaba hulfa shariyi am tǝgar nǝ uuram kǝ uudaha, da tǝkur bandkwah nǝ uud kǝ shariya, kuwǝn am kurgar nǝ uuram kǝ uudah dǝ vakaiya, da kurkur bad vakai nǝ uuda.
280703007e	Aujilbǝg agha vaza zǝr afǝsafǝsa dǝga dakari ma gyiya zǝraabagh kwal fataaɗ kǝskǝgh tǝ gugyǝmba dakari ma gyiyaghi?
28070400a5	Agha tagar ndar kǝ zǝraabagh taakiya, ‘Ən sǝkadasǝg kǝ zǝr afǝsafǝsa dǝga dakarǝn ma gyiyaghǝn,’ mbats kǝgh ndakwani gugyǝmba dakar wa ma gyiyaghi?
28070500c7	Kǝgh muunina, kǝsdakǝsǝg kǝ gugyǝmba dakarǝn ma gyiyaghǝn ndana, kiyava nǝghǝganǝghǝg kǝskǝgh ba caɗaɗɗa lakuti agha da kǝsa zǝr afǝsagǝsa dǝga dakarǝn ma gyiya zǝraabaghǝna.
28070600b1	“Vǝlamtǝr bi kǝ ghǝgyah kǝ dǝgiti caccuwanacaccuwanan biya, aɗaba ar da gwiyav ar tahkurdana. Vǝlamtǝr bi dlaɓ kǝ jindararu kǝ ghavzah biya, aɗaba ar da hapgaana.
2807070094	“Ghalamghalǝga, da vǝlǝkurvǝlǝg nǝ uuda, gatamgatǝga, am da tlǝkǝnatlǝga, ngadlamngadlǝga, da wurkurwurǝg nǝ uud kǝ ghaiya wakyagha.
280708009f	Aanji kwar kǝ dadda ghalǝga vǝlvarvǝlǝga, aanji kwar kǝ dadda gatǝga tlǝkǝnatlǝga, aanji kwar kǝ dadda ngadla wakyagha da wurvarwurǝg nǝ wakyagha.
2807090054	War ma kuram daadaha, akwama ghalaaghalǝg nǝ zǝraan kǝ bruudi, vǝlar kǝ akuri?
28070a004b	Nii ma ghalaaghalǝg nǝ zǝran kǝ kilfa, vǝlar kǝ ghaval dlakulvaan hi?
28070b00c0	Akwama kurami dangw huɗaharu am sǝrgasǝrǝg kǝ vǝlǝga dǝgit maraw kǝ zarharuwa, kyakaɗava daadaruwi ma ghǝrazhigǝli kaci wa da vǝltǝr bi kǝ dǝgitah maraw kǝ lii ghalǝgan biya!
28070c0098	“Baɗǝm nǝ dǝgitahi am naag nǝ uuram ɓagkura nǝ uudaha, kuram ndakwani ɓagamtǝrɓaga. Aɗaba kwan wa tagada nǝ adzahadzaha Muus ard tlayanha.
28070d009c	“Tamtǝg kǝ ghaiya wakyaghǝn jǝghwna, aɗaba ɗuula daas da vaka ǝmtsǝga ba bahahha, dlaɓa kwanǝn kǝ ɗuula ba tsalalla. Lii tǝgaana ar ba dyaka.
28070e006e	Ɗuula tlǝkǝna shifǝga. Ba jǝghwa nǝ iina, dlaɓa dladlaɗ nǝ tǝgaana. Lii tǝgaana ar maay ɗyak biya.
28070f0092	“Famfǝg kǝ hyǝmmi tǝ tlayangaha fiidfiida kwar sahasagaw da vakaru dǝ garava tughaha, ma huɗmahuɗa ar jagajagaan band ghǝgyaha tǝghala.
280710008d	Am da nǝghǝtǝraakanǝghǝg tǝdvad tlǝrahaatǝra. Cagvacag nǝ zarha inabi tǝ uufa takka? Nii cagvacag ha nǝ zǝra ghǝgyiv tǝ zaz hi?
2807110058	Bandkwah dlaɓ makwar kǝ uufi marawa yaa ba zǝr marawa, uufi ghwaɗa, ya zǝr ghwaɗa.
2807120059	Maay nǝ uufi maraw ya zǝr ghwaɗ biya, dlaɓa uufi ghwaɗa yiga bi kǝ zǝr maraw biya.
2807130056	Baɗǝm nǝ uufi maay ya zǝr maraw biya, aa ghudvarsghudǝga, ɓǝlvdǝm damma kaara.
280714005c	Mbakyarvad kwaha am da nǝghǝgaakanǝghǝg kǝ tlayanngaha fiidfiid tǝdvad tlǝrahaatǝra.
28071500b8	“Ɗǝm bi dadda kwa taa kǝskai ‘Yaazhigǝl, Yaazhigǝl’ da daas damma tlǝksǝra ghǝrazhigǝl biya, bamma dadda kwa ɓagaaɓag kǝ dǝgiti naag nǝ Daadar kwama ghǝrazhigǝla.
28071600f6	Daghuvala ta shariya, ar da tagwatag nǝ uudaha baɗyak taakiya, ‘Yaazhigǝl, Yaazhigǝl, tagamnda bi kǝ ǝlbǝg maraw ma ɗaagagh biya? Lagwamndada bi kǝ shatanah ma ɗaagagh biya? Ɓagamda bi kǝ dǝgaha jappǝr baɗyak ma ɗaagagh biya?’
2807170067	Tǝhala kwaha, ǝnda tagtǝrtag taakiya, ‘Ən sǝrkur bi ba dǝm biya. Yagham vakar kǝlaadahaana.’
28071800a2	“Mbakyarvad kwaha baɗǝm daddakwa cinnghacinng kǝ ǝlbǝgara, dlaɓa ɓagaan kǝ tlǝr dǝ vakaiya, da nǝg band dadda dabari kwa ndǝraa vǝgyaan tǝ akurna.
280719009d	Hyiyaa ba nǝ yuwa, kaa righǝtrighǝg nǝ zaagha kǝla saasa, fǝɗ ndakwi tsa saas dat hǝnyahiina, bakǝvakwaha dlǝghana biya, aɗaba ndǝrava tǝ akura.
28071a0097	“Baɗǝm daddakwa cinnghacinng kǝ ǝlbǝgara, dlaɓa ɓagaa bi kǝ tlǝr dǝ vakai biya, ba kalkal dǝ dlagǝn kwa ndǝraa hǝnyahaan tǝ sǝghǝla.
28071b0076	Hyiyaa ba nǝ yuwa, righǝtrighǝg nǝ zaagha, fǝd ndakwi tsa saas dat hǝnyahiin, kaa dlǝga, dlagaadlag bafakya.”
28071c0062	Ghyǝnga ba nǝ Yesu tagtǝr kwanahaan kǝ dǝgitaha, kaa ba ɓa jappǝr kǝ uudah dǝ tsagaanana.
28071d005c	Aɗaba tsagatǝr band daddakwa dǝ ndzǝɗa, gǝrgǝr dǝ tsaga lii tsaga adzahadzaha Muusa.
2808010040	Sahi ba nǝ Yesu sii ma aghwa, kaa gatǝgaan kǝ uudaha baɗyaka
2808020083	Kaa sagau kǝ dadda vǝc da vakaana, kǝla kǝ iin kǝ ghunj tǝvuukwaana amaa, “Yaazhigǝla, ma haighanthaiga, mbǝkwimbǝga.”
2808030083	Kaa vǝlla dǝv kǝ Yesu tapǝna kǝ dadda vǝcna amaa, “Haiyananthaiga, mbambǝga.” Batwatswatsǝra, kaa mbǝgambǝg kǝ iina.
280804012b	Aiyam nǝ Yesu taa kǝ iina, “Faffǝg kǝ hyǝmmiya tagar bi aanji kǝ war kǝ dǝgiti aa dzǝgardzǝgǝn biya, dǝg mardamarǝg kǝ ghǝragh vak zhiila kǝsuufa, agha vǝlda kǝ baiku bandkwa tagada na adzahadzaha Musa. Ɓagnaɓag kwana kiyava fadghǝr kǝ dlamakǝlaawa taakiya mbǝghambǝga.”
2808050063	Dagha ba nǝ Yesu damma Kafarnahum, ngal dagau kǝ tlauja Rum maamal da vakaan da ghalgaan taakiya,
280806005e	“Yaazhigǝla, kwatnahar hǝngan hǝnyah ǝmtsamtsan nǝ vǝgha, hǝɓa dlaɗ ba vaivaiya.”
2808070036	Aiyam Yesu taa kǝ iina, “Ən dagau da mbǝgaana.”
280808009d	Kaa ngugwamgug kǝ tlauj maamalna amaa, “Yaazhigǝla, tlanal bi nai kǝskǝgh kǝ sagau sa vǝgyar biya, tagdatag ba kǝ ǝlbǝg kalti kwatnahar da mbǝga.
280809014f	Aɗaba kai dǝghǝrar ndakwani ǝn mazhangyil kǝ kwarǝga uuda, mǝng dlaɓ tlaujah mazhangyil kǝskaiya, ǝn tagardatag kǝ pallaatǝr taakiya, ‘Dǝga,’ kaa dagauwa. Kwatlǝrǝn dlaɓ ǝn ɗaagantdaaga taakiya, ‘Sawa,’ sagauwa, Akwama taganartag dlaɓ kǝ kwatlǝrǝna, ‘Ɓagnaɓag kǝ dǝgit ǝntkwaha,’ kaa ɓagaana.”
28080a00bb	Cinngha ba nǝ Yesu ǝndkwaha, kaa ɓa jappǝr kǝ iina, aiyama kǝ lii gatǝgaana, “Ən tagkurtag kǝ jiira, tapanna bi kǝ tlǝkǝnatlǝg kǝ uud dǝ fadghǝr ǝndkwan ma Izrail biya.
28080b00b7	Ən tagkurtaga, baɗyak nǝ uudah ar da sii dǝ sǝga ard sagat dǝ sǝga ar da cihurgan ǝmtaɗ dǝ Ibrahim ard Ishaku ard Yakub vaka za kaffa hwaɗag ma tlǝkǝsǝra ghǝrazhigǝla.
28080c00a4	Aɗaba uudahi ɓadlavtǝrna kǝ iitǝr nǝ tlǝksǝra ghǝrazhigǝla, da ɗiivtǝrdǝm damma gurtla, vakavaki ar da tuug nǝ iitǝr ard ghwada dǝv dǝ tlǝrɗa.”
28080d0096	Aiyam nǝ Yesu taa kǝ tlauja maamalǝna, “Dǝgdaasa, da ɓagakɓag nǝ uud mbakyarvad fadghǝragha.” Kaa mbǝg nǝ kwatnaha nǝ iina batwatsǝra.
28080e0072	Dagha ba nǝ Yesu da vǝgya Bitrusa, kaa nǝghǝganǝghǝg kǝ iin kǝ babba uusa Bitrus ɓǝlgan njǝkǝn fǝɗa.
28080f0072	Tapǝna kǝ iin kǝ dǝva uusiina, kaa mbǝgambǝg kǝ iin tuuk kǝ fǝɗiina, ngal ciiga ɓagtǝra kǝ dǝgzǝga.
28081000ba	Ɓǝlaa ba hwaasa, kaa sǝdǝvsǝga kǝ uudah kǝ lii ciɓǝg shatanah baɗyak da vak Yesu, tagada ba ǝlbǝg kalti, ngal sagal shatanahahaan ma vǝghaatǝra, mbahǝnan baz lii yangbiya.
28081100a6	Tǝdvad kwan wa righavant nǝ dǝgiti tagavda tǝdvad tlayang Ishay taakiya, “Kǝsakiyamaarakǝsǝg kǝ kuzahamiyama, dlaɓa kǝskiyamaaran kǝ yangbiyahamiyama.”
28081200a0	Nǝgha ba nǝ Yesu kǝ uudah baɗyak faɗǝga tǝghǝr kǝ iina, ngal tagartag kǝ iin kǝ mbǝrzahaan maraa dzǝva dagal dat ghyaba kwah kǝ ghaiya yuwa haiya.
2808130092	Ngal sagau kǝ dadda tsaga adzahadzah da vakaana, amaa taa kǝ iina, “Dadda tsaga dǝgita, ǝn gatakgatǝg badǝm vakavaki agha dagal nǝnga.”
2808140097	Ngugharangug nǝ Yesu amaa, “Mbayakaha ar da afkahaatǝra, ɗiikaha dlaɓa mǝng vakavaka hǝnnganahaatǝra, Zǝra Uuda maay vaka hǝnnganan biya.”
2808150069	Am nǝ pall ma mbǝrzahaan taa kǝ iina, “Yaazhigǝla, ǝn dǝgaadǝg ndan ǝn hǝɗnan kǝ daadara.”
2808160084	Aiyam nǝ Yesu taa kǝ iina, “Gatkwagatǝga, aa hǝɗarhǝɗǝg lii ǝmtsaharaǝmtsahǝg kǝ zaraabahaatǝri ǝmtsaraǝmtsǝga.”
2808170042	Dagha ba nǝ Yesu damma pɛrayuwa, kaa gatǝgaan kǝ mbǝrzahaana.
2808180078	Kaa ciig kǝ ghabag ard fǝɗ ma yuwahaiya, fǝgharzhafǝg baz yu ghubǝɗa saas damma pɛrayuwa, Yesu dlaba hǝnahaara.
2808190076	Kaa dagau kǝ mbǝrzahaan ar ciyanta, am nǝ iitǝra, “Yaazhigǝla, katkǝmndkatǝga wakǝm tǝ ɗuula ǝmtsǝga.”
28081a00c9	Aiyama taa kǝ iitǝra, “Aujilbǝg kǝskuram gǝdzǝg ǝndkwani, kuramǝn dǝ fadghǝr hǝɗiikǝna?” Kaa ciig kǝ iin cagara kǝ gyi kǝ fǝɗǝn ard ghubǝɗǝga yuwa, kaa kyaɓalǝgakyaɓalǝga.
28081b0085	Kaa ɓa jappǝr kǝ mbǝrzahaana, aiyam nǝ iitǝra, “Hulfakwar kǝ uud wana, baz fǝɗ ard ghubǝɗǝga yu ar cinngarnucinngni?”
28081c00c7	Tsǝgwa ba nǝ Yesu ma haaya Garisaha, kaa sagau kǝ uudah bu kwa ciɓtǝr shatanah sa vak Yesu, gǝdzǝvtǝrgǝdzǝg ba vaivaiya, aɗaba ar ndzǝga bamma gǝtlaha, maay wa ta kwahiin kǝ ɗuul biya.
28081d008c	Kaa huulǝg kǝ iitǝr ar taakiya, “Au lambagh dǝ kǝmnd Zǝra Daadamazhigǝli? Agha sa vǝlkǝmnd dlaɗ ba sart ndakwani ɓagaa biya?”
28081e0040	Mǝng nǝ maandala agyaragyara ghavzah ar piig kǝ dagalaatǝra.
28081f0084	Ngal ba ghalgaan kǝ shatanahaan kǝ Yesu taakiya, “Akwama sǝghkǝmndadasǝga, ɗiikǝmndarsɗiig damma gyǝɗya ghavdzahaana.”
28082000bc	Aiyama taa kǝ iitǝra, “Damdǝg ciya,” Kaa daas kǝ iitǝr damma ghavzahiina. Baɗǝm gyǝɗya ghavzǝn kaa ǝmdǝra daay kǝ iitǝr bawatswats damma yuwahaiya, ngal ruug kǝ iitǝra.
28082100aa	Kaa ǝmndǝra daas kǝ lii piya ghavzahaana. Daragha ba nǝ iitǝr damma kǝssa, kaa tagaan kǝ iitǝr kǝ dǝgitahi dzǝghaar dǝ lii ciɓtǝr nǝ shatanahǝn baɗǝmma.
2808220088	Ngal sagal kǝ uudah ma kǝsiin baɗǝm da tlǝgaraa Yesu. Nǝghara ba nǝ iitǝra, kaa ghalgaan kǝ iitǝr maa ɗuwars kǝ lardaatǝra.
2809010065	Kaa daas kǝ Yesu damma pɛrayuwa, ngal dagal tǝghǝra yu damma Kafarnahum, kǝssi ghubara nǝ iina.
28090200ec	Kaa sagau kǝ uudah dǝ daddakwa ǝmtsamtsan nǝ vǝgha hǝngan tǝ kǝjja, nǝghǝgha ba nǝ Yesu kǝ fadghǝratǝra, aiyama kǝ daddakwa ǝmtsaǝmtsan nǝ vǝghǝna “Zǝrara, ndavbiya, ɓǝshakanaɓǝshǝg nǝ uud kǝ haipahagha.”
2809030097	Cinngara ba nǝ lii tsaga adzahadzaha ǝndkwaha, kaa takǝvatag kǝ iitǝr mataatakaatǝr taakiya, “Kwanǝn kǝ uuda badza ɗaaga Daadamazhigǝla!”
2809040078	Nǝghakanǝghǝg nǝ Yesu kǝ dzamaghǝraatǝra, amaa kǝ iitǝra, “Aujibǝg am dzama kǝlaadǝr ma ǝrvidmahuɗaruwi?
280905006b	Kwar wa tsaftsaf kǝ taga, taakiya, ‘Bǝshakanaɓǝshǝg nǝ uud kǝ haipahagha nii ciiga dǝgdagalhi?’
28090600b9	Ən naagaan am sǝran taakiya Zǝra Uuda dǝ ndzǝɗa ɓǝsha haipah ma duniya.” Kaa amaa taa kǝ daddakwa ǝmtsamtsan nǝ vǝghna, “Ciig kǝssǝg kǝjjagha dǝg daas dahǝnyaha.”
2809070045	Tǝhalakwaha, kaa ciig kǝ uudanǝna, ngal daas kǝ iin da vǝgyaana.
2809080091	Nǝghara ba nǝ dzahava dlamakǝlaawa ǝndkwaha, kaa gǝdzǝg kǝ iitǝra, ar gala Daadamazhigǝla kwa vǝlgar hulfa kwan kǝ ndzǝɗ kǝ uudaha.
28090900d7	Ɗughars ba nǝ Yesu kǝ vakavaka kwahiina, kaa nǝghǝganǝhǝg kǝ iina kǝ uuda nǝ iin kwa ɗahav dǝ Matiyu cihurgan vaka cauwa hadama. Am Yesu taa kǝ iina “Gatkwagatǝga” ngal ciig kǝ iin kaa gatǝgaana.
28090a00ad	Tǝhalakwaha, kaa za kaf kǝ Yesu ma vǝgya Matiyu, ngal sagau kǝ lii cauwa hadama ard yaa dadda haip ba ɗyaka ar cihuran buud za kaf kǝ iitǝr dǝ iina ard mbǝrzahaana.
28090b00ab	Nǝghǝra ba nǝ Farisiyah ǝntkwaha, ngal am nǝ iitǝr taa kǝ mbǝrzahaana, “Aujibǝg kǝ dadda hǝnyaharu za kaf ǝmtaɗ dǝ lii cauwa hadama ard yaa dadda haipi?”
28090c006f	Cinngha ba nǝ Yesu ǝntkwaha, aiyama, “Lii yanga maay lambatǝr dǝ dadda mba uud biya, bamma lii yang biya.
28090d00b0	Damdǝg tsagamtsag kǝ dǝgiti tuuk vakai wanǝna, ‘Zhuwadaal wan naag nai vakaruwa kyulǝgg biya.’ Sanhi da ɗaa lii jiir bi nai biya, sanhi mbakyarvad yaa dadda haipa.”
28090e00b9	Kaa dagau nǝ mbǝrzaha Yuhwana dadda tsuufǝg davak Yesu, am nǝ iitǝra, “Aujilbg kǝskǝmnd ard Farisiyah kǝm kǝsgaan ka andǝla, kwakyarvadau kǝ mbǝrzahah ar maay kǝsgani?”
28090f00f1	Aiyam nǝ Yesu taa kǝ iitǝra, “Ar badzǝgaan nǝ tsaghwaha zhiila ghuula kǝ ǝrvidmahuɗ ma bar ǝmtaɗ dǝ zhiila ghuula? Da sagau sarta kwa da kǝsav zhiila ghuula dagal vakatǝra, ar da kǝssǝg ma kwah sarta nǝ iitǝra kǝ andǝla.
28091000a3	“Maay wa ghudgǝtghudǝg kǝ daala sǝɗav tlappant tǝ ǝnghura sǝɗav biya aɗaba da tǝhgaan kǝ ǝnghura sǝɗav na, tǝhgaana, da jǝguujǝg kwa ndza wura.
280911014e	Maay wa ɗiya daala yuwa inabi damma ǝnghura ambǝla hǝllu biya, akwama ɗiyavdǝmɗiiga, ciɓgaan kǝ ǝnghura ambǝla hǝllwuna, ɗiya dagal nǝ yuwa inabiya badzǝgaan kǝ ambǝla hǝlluwa. Daala yuwa inabi ɗiyav bamma daala ambǝla hǝlluwa tǝvad kwah wa da ɗiigal bi nǝ iin biya dlaɓa ciɓǝgai nǝ ambǝla hǝllu biya.”
28091200bf	Ma sarta taa kwanǝn kǝ Yesu, kaa sagau nǝ maala ma guda dzǝgwazhigǝla da vakaana, kǝla kǝ ghuunj tǝvuukwana, amaa, “Dǝghwar aa ǝmtsǝga ba ndakwana, asǝg tapnatapǝg da ciiga.”
2809130036	Kaa dagal kǝ Yesu ard mbǝrzahaan gata uuda nǝ iina.
