010000000c	בראשית
010b140045	ויחי רעו שתים ושלשים שנה ויולד את שרוג
010b150076	ויחי רעו אחרי הולידו את שרוג שבע שנים ומאתים שנה ויולד בנים ובנות
010b16003c	ויחי שרוג שלשים שנה ויולד את נחור
010b170067	ויחי שרוג אחרי הולידו את נחור--מאתים שנה ויולד בנים ובנות
010b180043	ויחי נחור תשע ועשרים שנה ויולד את תרח
010b190079	ויחי נחור אחרי הולידו את תרח תשע עשרה שנה ומאת שנה ויולד בנים ובנות
010b1a0056	ויחי תרח שבעים שנה ויולד את אברם את נחור ואת הרן
010b1b0077	ואלה תולדת תרח--תרח הוליד את אברם את נחור ואת הרן והרן הוליד את לוט
010b1c0055	וימת הרן על פני תרח אביו בארץ מולדתו באור כשדים
010b1d0096	ויקח אברם ונחור להם נשים שם אשת אברם שרי ושם אשת נחור מלכה בת הרן אבי מלכה ואבי יסכה
010b1e002b	ותהי שרי עקרה אין לה ולד
010b1f00e0	ויקח תרח את אברם בנו ואת לוט בן הרן בן בנו ואת שרי כלתו אשת אברם בנו ויצאו אתם מאור כשדים ללכת ארצה כנען ויבאו עד חרן וישבו שם
010b200055	ויהיו ימי תרח חמש שנים ומאתים שנה וימת תרח בחרן
010c010079	ויאמר יהוה אל אברם לך לך מארצך וממולדתך ומבית אביך אל הארץ אשר אראך
010c02004f	ואעשך לגוי גדול ואברכך ואגדלה שמך והיה ברכה
010c03005a	ואברכה מברכיך ומקללך אאר ונברכו בך כל משפחת האדמה
010c040092	וילך אברם כאשר דבר אליו יהוה וילך אתו לוט ואברם בן חמש שנים ושבעים שנה בצאתו מחרן
010c0500d3	ויקח אברם את שרי אשתו ואת לוט בן אחיו ואת כל רכושם אשר רכשו ואת הנפש אשר עשו בחרן ויצאו ללכת ארצה כנען ויבאו ארצה כנען
010c060065	ויעבר אברם בארץ עד מקום שכם עד אלון מורה והכנעני אז בארץ
010c070089	וירא יהוה אל אברם ויאמר לזרעך אתן את הארץ הזאת ויבן שם מזבח ליהוה הנראה אליו
010c0800a4	ויעתק משם ההרה מקדם לבית אל--ויט אהלה בית אל מים והעי מקדם ויבן שם מזבח ליהוה ויקרא בשם יהוה
010c090030	ויסע אברם הלוך ונסוע הנגבה
010c0a0063	ויהי רעב בארץ וירד אברם מצרימה לגור שם כי כבד הרעב בארץ
010c0b008a	ויהי כאשר הקריב לבוא מצרימה ויאמר אל שרי אשתו הנה נא ידעתי כי אשה יפת מראה את
010c0c0069	והיה כי יראו אתך המצרים ואמרו אשתו זאת והרגו אתי ואתך יחיו
010c0d005f	אמרי נא אחתי את--למען ייטב לי בעבורך וחיתה נפשי בגללך
010c0e0067	ויהי כבוא אברם מצרימה ויראו המצרים את האשה כי יפה הוא מאד
010c0f0065	ויראו אתה שרי פרעה ויהללו אתה אל פרעה ותקח האשה בית פרעה
010c10007f	ולאברם היטיב בעבורה ויהי לו צאן ובקר וחמרים ועבדים ושפחת ואתנת וגמלים
010c11006a	וינגע יהוה את פרעה נגעים גדלים ואת ביתו על דבר שרי אשת אברם
010c120072	ויקרא פרעה לאברם ויאמר מה זאת עשית לי למה לא הגדת לי כי אשתך הוא
010c130062	למה אמרת אחתי הוא ואקח אתה לי לאשה ועתה הנה אשתך קח ולך
010c140061	ויצו עליו פרעה אנשים וישלחו אתו ואת אשתו ואת כל אשר לו
010d01005f	ויעל אברם ממצרים הוא ואשתו וכל אשר לו ולוט עמו--הנגבה
010d020037	ואברם כבד מאד במקנה בכסף ובזהב
010d03008c	וילך למסעיו מנגב ועד בית אל--עד המקום אשר היה שם אהלה בתחלה בין בית אל ובין העי
010d040061	אל מקום המזבח אשר עשה שם בראשנה ויקרא שם אברם בשם יהוה
010d05004b	וגם ללוט--ההלך את אברם היה צאן ובקר ואהלים
010d06006d	ולא נשא אתם הארץ לשבת יחדו כי היה רכושם רב ולא יכלו לשבת יחדו
010d070080	ויהי ריב בין רעי מקנה אברם ובין רעי מקנה לוט והכנעני והפרזי אז ישב בארץ
010d080095	ויאמר אברם אל לוט אל נא תהי מריבה ביני ובינך ובין רעי ובין רעיך כי אנשים אחים אנחנו
010d090076	הלא כל הארץ לפניך הפרד נא מעלי אם השמאל ואימנה ואם הימין ואשמאילה
010d0a00c3	וישא לוט את עיניו וירא את כל ככר הירדן כי כלה משקה--לפני שחת יהוה את סדם ואת עמרה כגן יהוה כארץ מצרים באכה צער
010d0b006f	ויבחר לו לוט את כל ככר הירדן ויסע לוט מקדם ויפרדו איש מעל אחיו
010d0c005a	אברם ישב בארץ כנען ולוט ישב בערי הככר ויאהל עד סדם
010d0d0039	ואנשי סדם רעים וחטאים ליהוה מאד
010d0e00ab	ויהוה אמר אל אברם אחרי הפרד לוט מעמו שא נא עיניך וראה מן המקום אשר אתה שם--צפנה ונגבה וקדמה וימה
010d0f0057	כי את כל הארץ אשר אתה ראה לך אתננה ולזרעך עד עולם
010d10007e	ושמתי את זרעך כעפר הארץ אשר אם יוכל איש למנות את עפר הארץ--גם זרעך ימנה
010d110047	קום התהלך בארץ לארכה ולרחבה כי לך אתננה
010d120070	ויאהל אברם ויבא וישב באלני ממרא--אשר בחברון ויבן שם מזבח ליהוה
010e010081	ויהי בימי אמרפל מלך שנער אריוך מלך אלסר כדרלעמר מלך עילם ותדעל מלך גוים
010e0200a1	עשו מלחמה את ברע מלך סדם ואת ברשע מלך עמרה שנאב מלך אדמה ושמאבר מלך צביים ומלך בלע היא צער
010e030040	כל אלה חברו אל עמק השדים הוא ים המלח
010e040057	שתים עשרה שנה עבדו את כדרלעמר ושלש עשרה שנה מרדו
010e0500c3	ובארבע עשרה שנה בא כדרלעמר והמלכים אשר אתו ויכו את רפאים בעשתרת קרנים ואת הזוזים בהם ואת האימים בשוה קריתים
010e06004f	ואת החרי בהררם שעיר עד איל פארן אשר על המדבר
010e070092	וישבו ויבאו אל עין משפט הוא קדש ויכו את כל שדה העמלקי--וגם את האמרי הישב בחצצן תמר
010e08009f	ויצא מלך סדם ומלך עמרה ומלך אדמה ומלך צביים ומלך בלע הוא צער ויערכו אתם מלחמה בעמק השדים
010e09009f	את כדרלעמר מלך עילם ותדעל מלך גוים ואמרפל מלך שנער ואריוך מלך אלסר--ארבעה מלכים את החמשה
010e0a0081	ועמק השדים בארת בארת חמר וינסו מלך סדם ועמרה ויפלו שמה והנשארים הרה נסו
010e0b004e	ויקחו את כל רכש סדם ועמרה ואת כל אכלם--וילכו
010e0c005f	ויקחו את לוט ואת רכשו בן אחי אברם וילכו והוא ישב בסדם
010e0d00a3	ויבא הפליט ויגד לאברם העברי והוא שכן באלני ממרא האמרי אחי אשכל ואחי ענר והם בעלי ברית אברם
010e0e0090	וישמע אברם כי נשבה אחיו וירק את חניכיו ילידי ביתו שמנה עשר ושלש מאות וירדף עד דן
010e0f0073	ויחלק עליהם לילה הוא ועבדיו ויכם וירדפם עד חובה אשר משמאל לדמשק
010e100070	וישב את כל הרכש וגם את לוט אחיו ורכשו השיב וגם את הנשים ואת העם
010e1100a1	ויצא מלך סדם לקראתו אחרי שובו מהכות את כדרלעמר ואת המלכים אשר אתו--אל עמק שוה הוא עמק המלך
010e12005c	ומלכי צדק מלך שלם הוציא לחם ויין והוא כהן לאל עליון
010e130056	ויברכהו ויאמר ברוך אברם לאל עליון קנה שמים וארץ
010e140058	וברוך אל עליון אשר מגן צריך בידך ויתן לו מעשר מכל
010e15004e	ויאמר מלך סדם אל אברם תן לי הנפש והרכש קח לך
010e16006f	ויאמר אברם אל מלך סדם הרמתי ידי אל יהוה אל עליון קנה שמים וארץ
010e170077	אם מחוט ועד שרוך נעל ואם אקח מכל אשר לך ולא תאמר אני העשרתי את אברם
010e18008b	בלעדי רק אשר אכלו הנערים וחלק האנשים אשר הלכו אתי ענר אשכל וממרא הם יקחו חלקם
010f01009b	אחר הדברים האלה היה דבר יהוה אל אברם במחזה לאמר אל תירא אברם אנכי מגן לך--שכרך הרבה מאד
010f020089	ויאמר אברם אדני יהוה מה תתן לי ואנכי הולך ערירי ובן משק ביתי הוא דמשק אליעזר
010f03005a	ויאמר אברם--הן לי לא נתתה זרע והנה בן ביתי יורש אתי
010f040074	והנה דבר יהוה אליו לאמר לא יירשך זה כי אם אשר יצא ממעיך הוא יירשך
010f05009e	ויוצא אתו החוצה ויאמר הבט נא השמימה וספר הכוכבים--אם תוכל לספר אתם ויאמר לו כה יהיה זרעך
010f060030	והאמן ביהוה ויחשבה לו צדקה
010f07007c	ויאמר אליו אני יהוה אשר הוצאתיך מאור כשדים--לתת לך את הארץ הזאת לרשתה
010f08003c	ויאמר אדני יהוה במה אדע כי אירשנה
010f090069	ויאמר אליו קחה לי עגלה משלשת ועז משלשת ואיל משלש ותר וגוזל
010f0a0082	ויקח לו את כל אלה ויבתר אתם בתוך ויתן איש בתרו לקראת רעהו ואת הצפר לא בתר
010f0b003c	וירד העיט על הפגרים וישב אתם אברם
010f0c0074	ויהי השמש לבוא ותרדמה נפלה על אברם והנה אימה חשכה גדלה נפלת עליו
010f0d008b	ויאמר לאברם ידע תדע כי גר יהיה זרעך בארץ לא להם ועבדום וענו אתם--ארבע מאות שנה
010f0e005f	וגם את הגוי אשר יעבדו דן אנכי ואחרי כן יצאו ברכש גדול
