010000000b	Bhaa-bhaana
01070e00a3	Manga incia aose-osea sagala giu binata maila, sagala giu kadhambaaka, sagala giu binata mopondelena i alamu, tee sagala giu manu-manu, siitumo haewani mokopanina.
01070f007a	Bhari-bharia aumba i Nuh i nuncana bhangka maoge sumai, sapasa-sapasa minaaka i sagala mahaluku modhadhi tee mokoinyawana.
01071000c6	Bhari-bharia moumbana tee mopesuana siitumo o umane tee bhawine minaaka i sagala mahaluku, mboomo iparintangiakana Aulataʼala i Nuh. Kasiimpomo KAWASANA OPU atutubhia bhambana sumai i talikuna Nuh.
01071100af	40 eo kangengena uwena mawa sumai atipua alamu. O uwe sumai torotorosu apene arangani kabharina saanampuu aangkamo bhangka maoge sumai alanto amalanga minaaka i bhawona alamu.
0107120071	Wakutuuna o uwe ahanda kalangana tee kabharina i bhawona alamu, bhangka maoge sumai akalanto-lanto i bhawona uwe.
0107130090	Tee uwe ahanda amakaa mpuu arangani atipua i bhawona alamu, sabutuna bhari-bharia gunu malanga modhaangiana i saangua kapeona laiana atotutubhi.
010714009a	Uwe sumai torotorosu ahanda o kalangana sakawana atutubhi manga gunu momalanga. Uwena mawa ahanda kalangana pitu metere i bhawona lolona manga gunu sumai.
01071500d4	Kasiimpomo abinasamo bhari-bharia mahaluku mokomingkuna i alamu, manu-manu, kadhambaaka, binata maila, tee sagala binata mopondelena, sagala binata maidhiidhina mokaketu-ketuna i alamu, tee bhari-bharia maanusia.
0107160062	Bhari-bharia modhaangiana i tana, tee bhari-bharia mopoinuncana tee ngalu i nuncana angona, amate.
0107170134	Mboo sumaimo Aulataʼala ahapusu sagala mahaluku modhadhi, modhaangiana i bhawona alamu, amalape o maanusia, kadhadhi, tee binata mopondelena tee manu-manu i antara, bhari-bharia ahapusua minaaka i bhawona alamu. Tangkanamo Nuh modhadhina tee bhari-bharia mopobhawana tee incia i nuncana bhangka maoge sumai.
0107180034	O uwena mawa sumai apatondu alamu 150 eo kangengena.
01080100fd	Kasiimpomo Aulataʼala audhanimo Nuh tee sagala binata maila tee sagala kadhambaaka, modhaangiana mopobhawana tee incia i nuncana bhangka maoge sumai. Kasiimpomo Aulataʼala atowiiakea tee ngalu alaloi saangua alamu, sabutuna o uwe sumai apepuumo asapo.
010802007a	Manga matana uwe i nuncana tana tee manga bhambana uwe i laiana atotutubhi, tee wao mosapona minaaka i laiana uka auntomo.
010803005b	O uwe ahandamo asapo minaaka i bhawona alamu, tee sapadhana 150 eo o uwe sumai uka akuramo.
0108040075	I nuncana bula pitu mbulana, i eo sapulu pitu eona, atosoremo bhangka maoge sumai i saangu lolona gunu i Tana Ararat.
0108050086	Tangasaana sumai, sampe bula sapulu mbulana o uwe akuramo. I eo bhaa-bhaana i bula sapulu mbulana sumai atokamatamo manga lolona gunu.
010806004e	Sapadhana 40 eo, Nuh abungkalemo manga bhalo-bhalona bhangka maoge ikarajaana.
010807008d	Kasiimpomo apalapa sambaa manu-manu tongkaa. Manu-manu sumai apolakamo alipa mai, sampe o uwe sumai membalimo amatuu minaaka i bhawona alamu.
010808006a	Kasiimpomo apalapa uka sambaa manu-manu jarajara to akamataaka ande o uwe asapomo minaaka i bhawona alamu.
010809010a	Maka, manu-manu jarajara sumai inda apotibhaaka tampa to apasampa aena, roonamo o uwe dhaangiapo atipua saangua bhawona alamu. Manu-manu sumai ambulimo apokawaaka Nuh i bhangka maoge. Nuh uka apaulu limana, aala manu-manu sumai, tee abhawea apesua i nuncana bhangka.
01080a0060	Incia aantagi pitu eopo uka, kasiimpomo apalapea uka manu-manu jarajara sumai minaaka i bhangka.
01080b00c7	Wakutuuna amakasumo konowia, ambulimo manu-manu jarajara sumai apokawaaka Nuh, tee i muncuna dhaangia satake tawana zaitun siimpo mototobhena. Sumaimo, Nuh amataumea ande uwe asapomo minaaka i alamu.
01080c0094	Incia aantagia pitu eopo uka, kasiimpomo apalapea pendua manu-manu jarajara sumai, tee sawulingana sii manu-manu sumai indamo ambuli pendua i incia.
01080d00df	Wakutuu Nuh akoʼumurua 601 taona, i eo bhaa-bhaana, i bula bhaa-bhaana, o uwe asapomo minaaka i bhawona alamu. Wakutuuna Nuh abungkale padhana bhangka sumai tee akamatamea, atiumbamo o tana i bhawona alamu apepuumo amatuu.
01080e0049	Kasiimpomo i eo 27 eona, i bula rua mbulana, alamu atotuu-totuumo amatuu.
01080f001e	Afirimanimo Aulataʼala i Nuh,
010810005b	"Limbamo minaaka i bhangka maoge siitu, ingkoo tee bhawinemu, manga anamu, tee ana maniamu.
01081100e2	Bhawea palimbaia sagala mahaluku mokoinyawana mopobhawana tee ingkoo siitumo manu-manu, haewani tee sagala binata mopondelena i alamu. Taroakamo manga incia apabuke alamu, akoana-anamo, tee ahandamo kabharina i bhawona alamu."
0108120049	Saanampuu alimbamo Nuh tee manga anana, bhawinena, tee manga ana maniana.
01081300b2	Sagala binata maila, sagala binata mopondelena, sagala manu-manu, siitumo bhari-bharia mokomingkuna i alamu, alimbamo uka minaaka i bhangka maoge sumai sumbesumbere mboomo giuna.
01081400e5	Kasiimpomo Nuh abhangumo saangu tampa tunuana kurubani to KAWASANA OPU. Aalea sambaa minaaka i sumbesumbere giuna binata tee manu-manu mohalala, kasiimpomo apasombaakamea kurubani tunuana i bhawona tampana tunuana kurubani sumai.
0108150149	Wakutuuna KAWASANA OPU abhoumo bhouna ipasombaaka momawonduna sumai, afirimanimo KAWASANA OPU i nuncana ngangarandana, "Iaku indamo pendua bhekutunda alamu sii roonamo maanusia, moomini haejatina ngangarandana maanusia sumai amadhaki minaaka i kakidhisana. Iaku indamo bhekupabinasea sagala modhadhina, mboomo mopadhana kupewaua.
0108160090	Kangengena alamu adhaangia, inda bheaunto-unto henggana pombulaa tee tobhea, kagari tee kasodho, henggana paneeo tee henggana wao, eo tee malo."
0109010097	Kasiimpomo Aulataʼala abarakati Nuh tee manga anana tee afirimani i manga incia, "Koana-anamo koopu-opuamo tee ahandamo kabharina tee pabukemea alamu.
01090200cb	Namisi kaeka tee rengku i ingkomiu bheakangkanai sagala binata i alamu, sagala manu-manu i antara, sagala mopondelena i tana, tee sagala ikane i tawo. Bhari-bharia sumai kupasaraakaakea i nuncana limamu.
0109030096	Sagala mokomingkuna, siitumo modhadhina, bheamembali kinandemiu. Bhari-bharia sumai kudhawuaka to ingkomiu, pokana giuna mboomo manga penembula maijo.
0109040050	Maka bholi ukande o dagi mokoraa, roonamo inyawana sumai dhaangia i nuncana raa.
01090500d6	Iaku tantumo bhekutuntu kabholosi to raamu, siitumo inyawamu. Iaku bhekutuntu kabholosi minaaka i bhari-bharia binata, tee uka maanusia. Iaku bhekutuntu kabholosi to inyawana maanusia minaaka i limana samaanusiana.
010906008d	Incema mobusakana raana maanusia, raana bheabusakaakea uka maanusia, roonamo Aulataʼala padhamo apamembali maanusia mboomo sandarana karona.
010907007c	Maka ingkomiu, koana-anamo koopu-opuamo tee ahandamo kabharina. Pabukemea alamu tee ahandamo kabharina i bhawona alamu sii."
0109080058	Kasiimpomo Aulataʼala afirimanimo pendua i Nuh tee i manga anana mopobhawana tee incia,
010909004f	"Satotuuna, Iaku kupatotapuaka pojanjiaku tee ingkomiu tee siwulumiu naile itu,
01090a00dd	tee sagala mahaluku mokoinyawa mopobhawana tee ingkomiu, manu-manu, kadhambaaka tee sagala binata maila modhaangiana mopobhawana tee ingkomiu, bhari-bharia molimbana minaaka i bhangka maoge, siitumo sagala binata i alamu.
01090b00ad	Iaku kupatotapuaka pojanjiaku tee ingkomiu: Indamo bheapendua uka sagala mahaluku apabinasea o uwena mawa, tee indamo bheapendua uka dhaangia uwena mawa to apabinasa alamu."
01090c00de	Aulataʼala uka afirimani, "Siimo tandana pojanjiaku ipadhaangiaku i tanga-tangana Iaku tee ingkomiu tee sagala mahaluku modhadhina mopobhawana tee ingkomiu, saangu pojanjia to bhari-bharia siwulumiu torotorosu saʼumurua:
01090d0070	Ntorouweku kudhikaia i taʼina ngalu, tee siitumo bheamembali tandana pojanjiana i tanga-tangana Iaku tee alamu.
01090e0065	Ande Iaku kuumbaaka taʼina ngalu i bhawona alamu tee ntorouwe sumai atokamata i manga taʼina ngalu,
01090f00c7	Iaku bhekuudhani pojanjiaku modhaangiana i tanga-tangana Iaku tee ingkomiu tee sagala mahaluku modhadhina, sagala mokoinyawana. Indamo bheapendua uwe amembali uwena mawa to apabinasa sagala mahaluku.
01091000ce	Ande ntorouwe sumai dhaangia i taʼina ngalu, siitumo Iaku bhekukamatea tee kuudhani pojanjiaku saʼumurua i tanga-tangana Aulataʼala tee sagala mokoinyawana, siitumo sagala mahaluku modhaangiana i alamu."
010911009c	Kasiimpomo Aulataʼala afirimanimo i Nuh, "Siimo tandana pojanjiaku mopadhana ipatotapuakaku i tanga-tangana Iaku tee sagala mahaluku modhaangiana i alamu."
010912006b	Manga anana Nuh molimbana minaaka i bhangka maoge sarona Sem, Ham, tee Yafet. Ham satotuuna o amana Kanaan.
010913006f	Talu miana sii siitumo manga anana Nuh, tee minaaka i manga incia sii amantalemo raʼeatina bhari-bharia alamu.
0109140051	Nuh amembali pande poinawu tee inciamo mobhaa-bhaana mokarajaana inawuna angguru.
010915006a	Saangu wakutuu sapadhana Incia asumpu angguru, amalangomo incia tee apotidhole akalealea i nuncana kemana.
0109160066	Ham, o amana Kanaan, akamata auratina amana, kasiimpomo apetulatulaakea i rua mia witinaina i sambali.
01091700fb	Kasiimpomo Sem tee Yafet aalamo satuwu kae kasiimpo apasampea i awaana manga rua miaia. Sapadhana incia sumai, manga incia asowo i talikuna tee atutubhi auratina amana manga. Rouna manga abhalilia saweta mamudhaakana inda akamata auratina amana manga.
0109180069	Wakutuu Nuh aepemo minaaka i kalangona angguru tee amataua opea mopadhana ipewauna anana kaepuna i incia,
010919007f	apogaumo incia, "Kutundakomo Kanaan! Bholiakamo incia amembali bhatua minaaka i tanga-tangana manga bhatua to manga witinaina."
01091a0062	Pogauna uka, "Sagala puji to KAWASANA OPU, Aulataʼalana Sem! Bholiakamo Kanaan amembali bhatuana.
01091b0093	Sio-siomo Aulataʼala apekalalesaia mbooresana Yafet! Bholiakamo incia amboore i nuncana manga kemana Sem tee bholiakamo Kanaan amembali bhatuana."
01091c003a	Nuh dhaangiapo adhadhi 350 tao sapadhana uwena mawa sumai.
01091d003b	Sumaimo, Nuh akawa umuruna 950 tao, kasiimpomo incia amate.
010a010082	Siimo siwuluna manga anana Nuh, sumai Sem, Ham tee Yafet. Sapadhana uwena mawa sumai, alaahirimo manga anana umane to manga incia.
010a02004e	Manga anana Yafet sumai: Gomer, Majuj, Madai, Yawan, Tubal, Mesekh, tee Tiras.
010a030035	Manga anana Gomer sumai: Askenas, Rifat, tee Togarma.
010a04003a	Manga anana Yawan sumai: Elisa, Tarsis, Kitim tee Dodanim.
010a0500cf	(Minaaka i manga incia siimo apogaa-gaamo manga lipu momboorena i sakaaratea bhiwina tawo. Manga incia adhadhi i tanana karona manga, sumbesumbere tee pogauna manga, kaomu witinaina manga, tee lipuna manga.)
010a060035	Manga anana Ham sumai: Kus, Misraim, Put, tee Kanaan.
010a07006a	Manga anana Kus sumai: Seba, Hawila, Sabta, Raema, tee Sabtekha. Manga anana Raema sumai: Syeba tee Dedan.
010a080056	Kus dhaangia anana uka sarona Nimrod, momembalina mia mokokuasana bhaa-bhaana i alamu.
010a0900af	O incia samia pande pekaose mobaranina rampaakanamo KAWASANA OPU. Siitumo sababuna, ipogauakana mia, "Mboomo Nimrod, samia pande pekaose mobaranina rampaakanamo KAWASANA OPU."
010a0a005a	Auwalina pamarintana Nimrod aminaaka i Babel, Erekh, tee Akad, bhari-bharia i Tana Sinear.
010a0b005f	Minaaka i tana sumai, incia alingka i Asyur, kasiimpo apabhangu kota Niniwe, Rehobot-Ir, Kalah,
010a0c004b	tee Resen, i tanga-tangana Niniwe tee Kalah. Bhari-bharia sumai kota maoge.
010a0d004d	Misraim akoanaakamo miana Ludim, miana Anamim, miana Lehabim, miana Naftuhim,
010a0e0060	miana Patrusim, miana Kasluhim (minaaka i iwe siimo asalana miana Filistin), tee miana Kaftorim.
010a0f0040	Kanaan akoanaakamo anana o sarona Sidon, anana tumpena, tee Het.
010a10004b	Siwuluna Kanaan mosagaanana sumai miana Yebusi, miana Amori, miana Girgasi,
010a110023	miana Hewi, miana Arki, miana Sini,
010a120067	miana Arwadi, miana Semari, tee miana Hamati. Kasiimpomo apogaa-gaamo manga kaomuna miana Kanaan sumai.
010a13009c	Potidhaana lipuna miana Kanaan amaewa minaaka i Sidon, aporope i Gerar sakawana i Gaza, kasiimpo aporope i Sodom, Gomora, Adma, tee Zeboim, sakawana i Lasa.
010a14004e	Siitumo siwuluna Ham mboomo sumbesumbere kaomuna, pogauna, tanana, tee lipuna.
010a150060	Alaahirimo uka manga anana to Sem, siitumo akana Yafet, o opu-opuana bhari-bharia siwuluna Eber.
010a16003d	Manga anana Sem sumai: Elam, Asyur, Arpakhsad, Lud, tee Aram.
010a170030	Manga anana Aram sumai: Us, Hul, Geter, tee Mas.
010a180034	Arpakhsad akoanaaka Selah, tee Selah akoanaaka Eber.
010a190090	Eber akoanaaka rua mia umane. Sarona samia sumai Peleg, roonamo i zamanina manga kaomu i alamu sii apogaa-gaamo, tee sarona andina sumai Yoktan.
010a1a0034	Yoktan akoanaaka Almodad, Selef, Hazar-Mawet, Yerah,
010a1b0015	Hadoram, Uzal, Dikla,
010a1c0015	Obal, Abimael, Syeba,
010a1d0035	Ofir, Hawila, tee Yoab. Bhari-bharia siwuluna Yoktan.
010a1e0062	Tampa mbooresana manga incia amaewa minaaka i Mesa aporope i Sefar, siitumo gunu i sawetana timbu.
010a1f0041	Siitumo siwuluna Sem mboomo kaomuna, pogauna, tanana, tee lipuna.
010a2000a9	Jadi, sumaimo kaomuna manga anana Nuh mboomo siwuluna manga incia tee lipuna manga. Minaaka i manga incia sii apogaa-gaamo manga lipu i alamu sapadhana uwena mawa sumai.
010b01004a	Wakutuu incia itu, bhari-bharia alamu saangu pogauna tee saangu manga oni.
010b020092	I wakutuuna manga miana apadhaangia lingkaana i wetana timbu, manga incia apotibhaaka saangu tana rata i Tana Sinear kasiimpomo amboore iwe sumai.
010b0300cc	Pogauna manga incia samia tee mosagaanana, "Mai takarajaa bhatu bata tee tatunua sampe amakaa." Bhatu bata sumai manga incia apakea mboomo kabholosina bhatu, sainamo mina tere mboomo kabholosina tana reo.
010b0400af	Pogauna manga incia uka, "Mai tabhangu saangu kota tee saangu manara o lolona akawea laiana. Mai tapeelo saro to karota, mamudhaakana ingkita inda tapogaa-gaa i saangua alamu.
010b050052	Kasiimpo aumbamo KAWASANA OPU to akamata kota tee manara ibhanguna maanusia sumai.
010b0600de	KAWASANA OPU afirimanimo, "Satotuuna, manga incia sii saangu lipu tee saangu pogauna to bhari-bharia. Sii-sii siimpo apepuungia usahana manga. Inda mangengemo uka, manga incia bheakapoia akarajaa opeapo uka peeluana manga.
010b070072	Maimo Ingkita tasapo tee tapakacaua pogauna manga mamudhaakana manga inda amaʼanaia pogauna samia tee sagaanana."
010b080085	Mboomo sumai KAWASANA OPU apapogaa-gaaia manga minaaka iwe sumai i saangua bhawona alamu, tee manga incia aunto apabhangu kota sumai.
010b0900c5	Sumaimo sababuna lipu incia sumai asarongiakea Babel, roonamo iwe sumai KAWASANA OPU apakacaua pogau saangua alamu tee minaaka iwe sumaimo KAWASANA OPU apapogaa-gaaia manga i saangua bhawona alamu.
010b0a0072	Siimo siwuluna Sem. Wakutuuna Sem akoʼumuru 100 tao, alaahirimo to incia Arpakhsad, rua tao sapadhana uwena mawa.
010b0b0081	Sem akoʼumuru 500 tao uka sapadhana incia akoanaaka Arpakhsad, tee incia dhaangiapo akoanaaka uka manga anana umane tee bhawine.
010b0c0041	Sapadhana Arpakhsad akoʼumuru 35 tao, alaahirimo to incia Selah.
010b0d007e	Arpakhsad akoʼumuru 403 uka sapadhana incia akoanaaka Selah tee incia dhaangiapo akoanaaka uka manga anana umane tee bhawine.
010b0e003c	Sapadhana Selah akoʼumuru 30 tao, alaahirimo to incia Eber.
010b0f007b	Selah adhadhi 403 tao uka sapadhana incia akoanaaka Eber, tee incia dhaangiapo uka akoanaaka manga anana umane tee bhawine.
010b10003c	Sapadhana Eber akoʼumuru 34 tao, alaahirimo to incia Peleg.
010b11007b	Eber adhadhi 430 tao uka sapadhana incia akoanaaka Peleg, tee incia dhaangiapo uka akoanaaka manga anana umane tee bhawine.
010b12003c	Sapadhana Peleg akoʼumuru 30 tao, alaahirimo to incia Rehu.
010b130078	Peleg adhadhi 209 tao uka sapadhana incia akoanaaka Rehu tee incia dhaangia akoanaaka uka manga anana umane tee bhawine.
010b14003c	Sapadhana Rehu akoʼumuru 32 tao, alaahirimo to incia Serug.
010b150075	Rehu adhadhi 207 tao sapadhana incia akoanaaka Serug, tee incia dhaangia akoanaaka uka manga anana umane tee bhawine.
010b16003d	Sapadhana Serug akoʼumuru 30 tao, alaahirimo to incia Nahor.
010b17007c	Serug adhadhi 200 tao uka sapadhana incia akoanaaka Nahor, tee incia dhaangiapo akoanaaka uka manga anana umane tee bhawine.
010b18003d	Sapadhana Nahor akoʼumuru 29 tao, alaahirimo to incia Terah.
010b19007a	Nahor adhadhi 119 tao uka sapadhana incia akoanaaka Terah, tee incia dhaangia akoanaaka uka manga anana umane tee bhawine.
010b1a006a	Sapadhana Terah akoʼumuru 70 tao, alaahirimo to incia talu ana mia umane, siitumo Abram, Nahor tee Haran.
010b1b0077	Siimo siwuluna Terah. Terah akoanaaka manga anana sumai: Abram, Nahor tee Haran. Kasiimpomo Haran akoanaaka anana, Lut.
010b1c0052	Haran amate aporikana minaaka i Terah, amana, i tana laahiriana, i Ur i Babilonia.
010b1d0098	Kasiimpomo Abram tee Nahor alosaaka bhawinena. Abram akawi tee Sarai, tee Nahor akawi tee Milka, anana bhawine Haran. Haran sumai amana Milka tee Yiska.
010b1e0020	Sarai sumai akomba, inda akoana.
010b1f00fb	Terah alimba minaaka i kota Ur i Babilonia apobhawa-bhawa tee Abram o anana, Lut bin Haran o opuana, tee Sarai o maniana, sumai bhawinena Abram. Manga incia ahaejati alingka i Tana Kanaan, maka wakutuu akawa i Haran, manga incia uka amboore iwe sumai.
010b20003b	Terah akawa umuruna 205 tao, kasiimpo amatemo i kota Haran.
010c01008b	KAWASANA OPU afirimani i Abram, "Lingkamo minaaka i lipumu, minaaka i manga witinaimu, tee minaaka i bhanuana amamu, i lipu bhekususuakako.
010c020079	Iaku bhekupamembaliko saangu lipu momaogena. Iaku bhekubarakatiko tee kupewau saromu amaoge. Ingkoo bheumembali barakati!
010c0300ad	Iaku bhekubarakatia manga mia moemanina barakati to ingkoo, tee Iaku bhekutunda manga mia motundako. Rampaakanamo ingkoo, bhari-bharia lipu i alamu bheapotibhaaka barakati."
010c0400a1	Sumaimo, Abram alingka, mboomo ifirimaniakana KAWASANA OPU i incia. Lut aose alingka tee incia. Abram akoʼumuru 75 tao i wakutuuna incia alimba minaaka i Haran.
010c0500b7	Abhawea Sarai, bhawinena, tee Lut, pinoanana, tee sagala manga harataana tee manga mia ipotibhaakana i Haran alingka arope i Lipuna Kanaan. Kasiimpo akawamo manga i Tana Kanaan sumai.
010c0600a6	Abram alingka alaloi lipu incia sumai sampe akawa i saangu tampana ibaadati i Sikhem, i puu maoge More. I wakutuu incia sumai miana Kanaan amboore i lipu incia sumai.
010c0700e7	Kasiimpomo KAWASANA OPU apatiumbamo karona i Abram tee afirimani, "I siwulumu Iaku bhekudhawuaka lipu sii." Saanampuu Abram apabhangumo iwe sumai saangu tampa tunuana kurubani to KAWASANA OPU, mopadhana mopatiumbana karona i incia.
010c080118	Minaaka i iwe sumai incia adhencu i tana gunu i weta timbu kota Bait-El, kasiimpomo apakaromo kemana i tanga-tangana kota Bait-El i weta i bhara tee kota Ai i weta i timbu. Incia apabhangu iwe sumai saangu tampa tunuana kurubani to KAWASANA OPU tee agoraakamo sarona KAWASANA OPU.
010c090051	Sapadhana incia sumai Abram apalausakamo lingkaana tee abhose arope i Tana Negeb.
010c0a00a9	Kasiimpomo amembalimo kasukara kaara i lipu incia sumai. Abram uka alingka i Mesir to amboore iwe sumai mboomo dhaga, roonamo amakaa mpuu kasukarana kaara i Tana Kanaan.
