2800000007	Mathayo
2808110078	Kwa jinsi yee gatimii galo gagabakiyilwa ni Isaya nabii, “Ywembe mwene agapotwi matamwe gitu ni apotwi malasi gitu.”
2808120069	Kae Yesu pabweni kipenga sa bandu kiyengetike, atikwaelekeza ya yenda upande wenge wa bahari ya Galilaya.
2808130062	Ngaa mwandishi aisa kasake ni kunkokeya, “Mwalimu, mbala kukukengama kwokwote kwawapalayenda.”
2808140080	Yesu kakoya, “mkunge abi ni lembwa, nakiyuni sakunani ayi ni iyumba, lakini mwana wa Adamu ntopo pandu pogonjeka ntwe wake.”
280815004e	Mwanapunzi ywenge kankokeya, “Ngwana, umbei rusa wete ngasike Tate bango,”
2808160042	Lakini Yesu kaankokeya, “Ungengame, waleke wafu basikane bene”
2808170046	Yesu payingii mungalaba, anapunzi bake, batikunkengama molo mungalaba.
2808180059	Linga lyapitike limbonga mubahari yene, mpaka ngalaba yaiwekelekwa. Lakini Yesu agonjike.
2808190054	Anapunzi bake kabayenga kunyumuya kababaya, “Ngwanautulopwe twenga, twenda waa!”
28081a0089	Yesu kaakokeya, “mwanja namani muyogopa, mwenga mwabene imani njene?” Ngayumuka ni kukalipya limbonga lya mubahari. Ngapautulia liki,
28081b0068	Analome kabasangala ngababaya, “Ayu mundu ywa aina gani, ata mbonga ya mubahari yenda kumtii yembe?”
28081c00c2	Wakati Yesu pabiliye lenge wa nnema wa Magadala, alalomea abele batawalilwe ni nsela batikwembana nakwe. Babokage mumakaburi ni babile ni vulugu muno, ata apeta ndela bawesa kwaa peta ndela yoo.
28081d007c	Lenga, batikemelana ni koya, “Twinamani cha panga kachako, wa mwana wa Nnongo? Uichi kututesa ata wakati witu wangaisa?”
28081e0049	Pabile ni likundi likolo lya ngobe kabalepolya manyei, babile kwa kutalu,
28081f0058	nsela ngabakemelya kabakoya, “Mana kautuamuru tuboke utupeleke kulikundi lya ngobe.”
280820009a	Yesu kaakokeya, “Muyende!” nsela kababoka yenda kwa ngobe. Ngalinga, likundi lyoti galilela buka kukitombe ni yendya mubahari ni lyoti lyaweli mmache.
280821006a	Alalome kabasangala ngobe batitila, Napabayei mjini batikuwabakiya yoti gagapitile, hata cha ubendi upepo.
2808220055	Lola, mji woti wati icha kwembana ni Yesu. Paba mweni, batikunnoba abuke mukowa wabe.
2809010043	Yesu kayingya mungalaba, ngaloka kaika mukijiji chenge cha atamage.
28090200a7	Lola, kabannetya mundu ywa pozike agonjike paligodolo. paaibweni imani yabe, Yesu kankokeya ywa mundu apoozike, “Mwanawango, ube ni puraha, dhambi yako usameilwe.”
280903005b	Lola, baadhi ya baalimu ba saliya bende bakiyana bene kwa bene, “Mundu yoo enda kupulu”
2809040051	Yesu atangite mawazo gabe ni kabaya, “Mwanja namani muwaza mabaya mumwoyo winu?
2809050054	Cha'ako chakibii rahisi baya, “sambi yako isameilwe!” au baya, “Yema uyende”
280906009e	Lakini mutange panga mwana wa Adamu abile nao uwezo wo samiya sambi...”Abayite goo kwa yolo ywapoozike, “Yema, uputwe ligodolo lyako, ni uyende kasako.”
280907002a	Ni yolo mundu kayema kaboka yenda kachake.
280908005c	Kipenga sa bandu kapabweni agoo, batisangala ni kunsifu Nnongo, ywa apeilea uwezo uwo bandu.
28090900bd	Ni Yesu paabile kapeta kuoma koo, amweni mundu ywakemelwa lina lyake Mathayo, ywa abile tama palo paakusanyle kodi. Niywembe kankokeya, “ngengame nenga” Ni ywembe atiyema ni kunkengama.
28090a009d	Ni Yesu patamile kulya chakulya cha kiloo nkati ya nyumba, baisi bakusanyile kodi bananyansima ni bandu baovu balya chakulya pamope ni Yesu ni anapunzi bake.
28090b0088	Nga Mafarisayo pamweni ago, kabakokeya anafunzi, “Mwanja namani mwalimu winu alye chakulya pamope ni bakusanya kodi ni bandu abaya?”
28090c006b	Yesu paayowine ago abayite, “Bandu bababile ni afya nzuri bapalike kwaa nng'anga, ila balo babile atamwe.
28090d00a7	Yatikuwapasa muyende mkajipunze maana yake, “Mbendike rehema ni dhabihu kwaa.” kwa mana niisile, kwa balo babile ni haki kwaa kutubu, ila kwa balo babile ni sambi.
28090e0086	Nga anapunzi ba Yohana baisi kachake ni kukoya, “Mwanja namani twenga na mafarisayo twatabite, lakini anapunzi bako atabite kwaa?”
28090f009e	Yesu kabakokeya, babaindikiya ndowa baweza huzunika wakati mwene ndowa abile pamope nakwe? Lakini lisoba lyaisa ambalo Ngwana ndowa alowa boka ngabalowa taba.
280910008d	Ntopo mundu ywa beka ipande ya ngobo ya ayambe mu ngobo ya ayambe kwaa, kiraka salowa papwanilwa buka mu ngobo ni mwepopwaniko nkolo wa pita.
28091100e4	Ntopo bandu babayeya wembe mmabau mu chombo cha wembe kwele, bene bapanga, likengelya popwanika, wembe walowa penganika ni likengo lwalowa popwanika. Badala yake babeka wembe wayambe mulikengo lya ayambe ni vyoti vyabile vikoto.
28091200b2	Palyo Yesu kabakokeya makowe ago, linga, afisa atiicha ngampingya magoti nnonge yake, ni ywembe kabaya, “Mwana wango atiwaa nambeyambe, lakini wiche unobii ni ywembe atama kai.
280913002c	Yesu ngayema ni kunkengama ni anapunzi bake.
2809140071	Linga nwawa ywabile kapita mwai kwa kyaka komi niibele, atiicha papipi ni Yesu kakamwa mu'lipindo lya ngobo yake.
280915003f	Kwasababu atibaya, “Mana niikamwi ngobo yake, nalowa pona.”
280916006c	Yesu kagalambuka kummakiya, “Mwinja, line na mwoyo, imani yako itekuponeya,” Ni muda wowo mwale atipona.
280917006d	Yesu paikite mu'nyumba ya afisa, nembe abweni akombwa talumbeta ni kipenga sa bandu sakibile kikombwa likoti.
280918006e	Ni ywembe kabaya, “Mbukange pani, mana nwawa awile kwaa ila atigonja, Lakini balo bandu batiheka ni kumgeya.
2809190060	Na balo badu pabapitike panja, ni ywembe ajingii kuchumba ni kunkamwa luboko ni mwale ngayumuka.
28091a0026	Ni habari yee yatiyowanika nnema woti.
28091b0077	Nga Yesu kapeta buka palo, alalome abele ipofu bati kunkengama. Kabankema ni kunkokeya, “mwana wa Daudi, utuponyee”
28091c0090	Palyo Yesu aikite panyumba balo ipofu baisi kachake, Yesu ngabakiya, “Mwendaaminiya panga nenda weza panga?” kabankokeya “Eloo, Ngwana.”
28091d0052	Nga Yesu kakamwa minyo yabe ni baya, “Naipangilwe nyoo kwinu kati mwaaminikwe”
28091e0070	Na minyo gabe kabagauywa, Yesu ngabakiya ni kuakokeya, “Lenga mundu ywoywote kana atange kuhusu likowe lee.”
28091f0047	Lakini bandu abele batibuka na tangaza habari yee sehemu yoti ya nnema.
280920006f	Tubwe abo alalome abele pababile kabayenda kachabe, linga, mundu yumo bubu ywaabii na nchela banetike kwa Yesu.
2809210080	Na nchela pagamoi yolo mundu bubu ngatumbwa longela. Kipenga sa bandu satumbwa sangala ni baya, Ayee inawa kwaa pitya mu'Israel.
280922004e	Lakini Mafarisayo babile kababya, “Kwa mpendo wa nchela, abenga masetani.”
28092300a4	Yesu atetindiya mjini mpaka mwijiji. Ni ywembe kayendelya pundisha mumasinagogi. Kahubiri Injili ni upwalume, na poneya atamwe ga kila aina ni udhaifu wa aina yoti.
2809240060	Bandu pabamweni, nembe abeki kiya, mana batisumbuka mwoyo. Babile kati ngondolo yange nchungaji.
2809250055	Ni ywembe kaakokeya anapunzi bake.”Mauno ni yananchima, ila apanga kachi ni achene.
280926004c	Nga eyo munobe Ngwana wa mauno, linga apeleke apanga kachi mu'mauno gake.”
280a010093	Yesu akemite anapunzi bake komi ni ibele pamope ni kwapeya ngupu kunani ya nsela achapu, kwabendya ni kwabenga kila aina ya malasi goti ni matamwe.
280a020090	Maina ga mitume komi ni ibele nga aga. Lya kwanza Simeoni(ywakemelwa Petro), ni Andrea kaka bake, Yakobo mwana wa Zebedayo, ni Yohana kaka bake:
280a03005b	Philipo, ni Bartelemayo, Thomaso, ni Mathayo, ntoza kodi, Yakobo mwana ba Alfayo, ni Tadeo,
280a040034	Simoni mkananayo, ni Yuda Iskariote, ywa ansalitiye.
280a050090	Haba komi ni ibele Yesu atikubatuma. Ni ywembe atibaelekeza kabaya, “Kana muyende seemu yabatama amataifa ni kana muyjingii mumji wa asamalia.
280a060043	Badala yake, mwayendeli kwa ngondolo babaobite ba nyumba ya Israel.
280a070041	Ni mana kamuyenda, muhubiri ni kubaya, upwalume wa Nnongo waisa.'
280a080069	Mwaponye atamwe, mwayoye babawile, mwaponeye bene ukoma ni kugabenga nsela. Mupeyilwe bure, mwapeye bure.
280a090033	Kana mtole dhahabu, almasi, ao shaba mu'pochi yinu.
280a0a0079	Kana mwaputwe mpuko nkati ya safari yinu, ao ngobo ya ngalabwa, ilatu au fimbo, kwa sababu mpanga kazi apalikwa alepelwe.
280a0b0057	Mji wowoti ao ijijicha mujingii, mumpale ywa aminike mtame palo kachake pamwapala buka.
280a0c0024	Ni nyumba yamwalowa jingya mwailobi,
280a0d007e	Mana itei nyumba yastahili, amani yinu ibaki palyo, lakini kati nyumba istahili kwaa, amani yinu imuyangani ni mwenga mwabuka.
280a0e0095	Na kwa balo babakotoka kumpokya mwenga na kulipekaniya kwa likowe lino, mana kamubuka munyumba au pamji woo, muikung'unde hata vumbi ya kulwayo yinu.
280a0f0069	Kweli nenda kuakokeya, bora mwabapumiliye bandu ba Sodoma na Gomora lisoba lya ukumilwa kuliko nnema woo.
280a10007d	Linga niatuma kati ngondolo nkati ya mabwa mwitu, nga eyo mube mwamutangite na mwapolw kati ngambo, namube apole kati ngunda.
280a11004d	Mube aangalifu ni bandu, balowa kushitakya ni balowa kumkombwa mu'masinagogi.
280a12005a	Ni mwalowa potwa nnonge ya akolo ni afalme kwaajili yango, kati ashuhuda kwabe ni mataifa.
280a130073	Pabalowa kunshutumu, kana mube ni mashaka kinamani chabakokeya, kwa kuwa kilebe sa longela mwalowa pewa wakati woo.
280a140056	Kwa kuwa mwenga kwaa mwawalowa koya, ila Roho ba Tate binu ywabile longela nkati yinu.
280a150061	Alongo balowa bulangana, tate ni mwana wake. Bana balowa inuka kunani ya azazi bao, ni kwabulaga.
280a160087	Ni mwenga mwalowa chukilwa na kila mundu kwamwanja ya lina lyango. Lakini ywoywoti ywalowa pumuliya mpaka mwisho mundu ywo alowa okoka.
280a17007a	Pabalowa kuntesa pamuji goo mwatili wenge, kweli nenda kuakokeya, mwaiyomwa kwa milema ya Israel bila mwana wa Adamu buya.
280a180067	Ilengani kwaa mwanapunzi kana abe nkolo kuliko mwalimu wake, wala mmanda ywabile kunani ya Ngwana wake.
280a19005e	Mana itei bankemite Ngwana wa nyumba Belzabuli, mwenga si muno balowa kuwageya ni nyumba yake!
280a1a0067	nga nyo bai kana muyogope, mana ntopo chachakotoka ba chapala, ni ntopo chabaijile sasakotoka bonekana.
280a1b007b	Chalo chaniakokeya mulubendo, mukibaye pabweya, ni chalo chamukiyowa mbolembole mmasikio yinu, mwakitanga kunani ya nyumba.
280a1c0083	Kana muyogope balo bababulaga yega lakini baweza kwa bulaga roho. Ila, mwayogope yolo ywaweza bulaga yega ni roho kwipeleka kuzimu.
280a1d0066	Je kasuku abele bapemeya kwa senti njene? Hata nyoo ntopo ywaweza tomboka pae bila Tate binu kufahamu.
280a1e0023	Lakini ata nywili yimo ibalangilwe.
280a1f0044	Kana mube ni mashaka, mana mube ni thamani kuliko kasuku bananchima.
280a200077	Kwa eyo, kila mundu ywalowa kuniyeketya nnonge ya bandu, na nee nalowa kun'yetya nnonge ya Tate bango ywabile kumaunde.
280a210059	Na ywangana nnonge ya bandu, na nee nalowa kunkana nnonge ya Tate bango ywabile kumaunde.
280a220038	Kana muwase panga niletike amani mukilambo, ila lipanga.
280a230072	Maana niisi kumpanga mundu bayumanie ni akina tate bake, ni mwenye na mao bake, ni mkamwana ni mao bake nchengowe.
280a240022	Ni adui ywa mundu ywa nyumba yake.
280a250088	Na ywalowa kuwapenda mao ni tate muno kuliko nenga abwaika kwaa na ywapenda mwana wake nnalome au mwana wake nnwawa ne aywo abwaka kwaa.
280a26005f	Ywembe ywa kotoka putwa msalaba wake ni kunikengama abwaika kwaa. Ywa lowapala maisha agaopeya.
280a27003a	Lakini ywalowa abeya maisha kwaajili yango alowa kugapata.
280a28006d	Ywalowa kunikaribisha mwenga anikaribisha nenga, ni ywanikaribisha nenga akaribisha jwembe ywaniletike nenga.
280a2900b1	Ni ywembe ywalowa kunkaribisha nabii kwa mwanja nabii alowa pokya sawabu ya nabii. Ni ywoywoti ywankaribisha mwene haki kwa mwanja mwene haki alowa pata sawabu ya mundu wa haki.
280a2a00b9	Ywoyoti ywalowa kumpeya kati bana baa, angalau kikombe cha mache go nywaa maimu, kwa mwanja anapunzi bango, kweli nenda kuwamakiya, ywembe aweza kwa kosa kwandela yoyoti sawabu yake.”
280b010066	Baada ya Yesu yomwa kwaeleza anapunzi bake komi ni ibele atibuka pae yopundisha ni hubiri munuji yabe.
280b020046	Ni Yohana atabilwe payowine mwapangage Kristo, atumite banapunzi bake,
280b030049	Bakannokiya, “Wenga nga ywaapala icha, au kwi ni ywenge ywatunnenda?”
280b040053	Yesu kaayagwa ni kukoya, “Muyende kum'bakiya Yohana gamgabona ni galo gamugayowa.
280b05009e	Ipofu bandalola, iwete banda yenda, akoma banda pona, babakotokage yowa benda yowa kae, bandu babawile benda yoka kae, ni anyonge bahubiyilwe likowe linanoga.
280b06002a	Ni abarikiwa ywa kotoka kuniboniya masaka.
280b070089	Ni bandu pababoi, Yesu ngatumbwa longela ni bandu kuhusu Yohana, “Kinamani chamwaiyei kukilinga kupongote mbonga ya yalendemiye linyei?
280b080084	Lakini kinamani mwauei kukibona mundu ywaweti mangobo laini? Kwakweli, balo babawala ngobo laini batama munyumba, ni zaidi ya nabii.
280b090053	Lakini mwatiboka lolekeya namani nabii? nga nyo nendakuwamakiya, na zaidi ya nabii.
280b0a0068	Ayoo nga yolo ywaandikilwe, linga nitume talisi wango nnonge ya kuminyo yako, ywembe ngalima ndela yake.
280b0b00a6	Nenga niakokiya ukweli, kati ya bababelekwi ni nwawa btopo ywabile nkoto kuliko Yohana Mbatizaji. Lakini ywembe nchini mu utawala wa kumaunde nga nkolo kuliko ywembe.
280b0c007e	Buka masoba ga Yohana mbatizaji mpaka leno utawala wa kumaunde upatikana kwa ngupu ni bandu babile ni ngupu, batola kwa ngupu.
280b0d0040	Kwa mwanja manabii ni saliya, batitabiri mpaka wakati wa Yohana.
280b0e0038	Ni mana itei mpala yeketya, yembe nga Eliya ywa palaisa.
280b0f0022	ywa abi ni makutu gayowa na ayowe.
280b100061	Nikilinganishe ni namani kibeleki cheno? mfano wa bana babang'anda sokoni, babatama na kemelyana.
280b110045	Ni kukoya, 'Twakombwi zomarimwainike kwaa, Twatilombola, mwaleikwaa.'
280b120052	Maana Yohana atiicha bila lya nkate wala nywaa divai, ni mubayage,'Aii na nchela.'
280b13009b	Mwana wa Adamu atiisa kalya no ywaa na mumaya ni kumila na nepi, mbwiga labe akusanga ushuru na bene sambii, lakini hekima itanganikwa kwa matendo gake.”
280b140053	Yesu atumbwi kuakalipiya miji yayabile miyendo yake michapu, mana babile bado tubu.
280b1500a2	Ole wako, Kolazini, Ole wake Bethesaida kati matendo makolo gakapangika Tiro i Sidoni galo gagapangike pano, bapale tubu zamani kwo wala mabuniya na pakala lingu.
280b160049	Lakini kwaloba bana pumulia Tiro na Sidoni masoba gahukumu kuliko kasabe.
280b1700b8	Wenga Kapernaum, ukita tondobelwa mpaka kumaunde? Ntopo walowa ulujilwa mpaka pai kuzimu. Kati kwa Sodoma kulwe pangika makowe makolo, kati mwagapangilwe kachabe, ilwepanga mpaka leno.
280b180061	Ila nibaya, kachako yalowa baa rahisi kwa nnema wa Sodoma pumulia lisoba lya hukumu kuliko wenga.
280b1900b4	Muda woo yesu atibaya, nenda kulumba, mwenga mwa Tate, Ngwana wa kumaunde ni nnema, kwa mwanja waijite makowe gaa bene hekima na akili, na kwayogolya bange lunda, kati bana achunu.
280b1a002f	Tate kwa kuwa mwapendesilwe nyoo pa minyo yinu.
280b1b009d	Makowe goti galekilwe kachango buka kwa Tate. Nantopo ywantangite mwana ila Tate, na ntopo ywantangite Tate ila mwana na ywoywoti ywampendi mwana kunnagilya.
280b1c0066	Muiche kwango, mwenga mwa boti mwamuangaika na mwamulemewa na igombo inatopa, ni nenga nipala mpomoli.
280b1d0079	Mube ni akili ni mwiyegane buka kachango, mana nibii ni lwongo na nampole wa mwoyo ni mwalowa pata pumulya na nafsi yinu.
280b1e0037	Kwa mana nila yango ibii laini ni igombo yango nj'oyou.
280c01006b	Lichoba lya sabato Yesu kapeta karibu ni mung'unda, anapunzi bake babile ni njala gabatekwa makasi no lyaa.
280c020091	Lakini Mafarisayo pabagabweni goo, nga bammakiya Yesu aalagiye anapunzi bake baitekwana saliya bapanga lsoba lyange lusilwa lisoba lya Sabato.”
280c030074	Lakini Yesu ngaabakiya, “Munasoma kwa Daudi mwapangite wakati wabile na njala, bamope na bandu babile pamope nabo?
280c040086	Mwayingii nyumba ya Nnongo no lyaa mikate ya madhabahu, na yabile kwaa alali kachake kwi na balo babile nabo, ila alali kwaa makuhani?
280c05007f	Bado munasoma kwa kuhusu saliya, panga lisoba luya sabato Makuhani gati ya hekalu kwichapuya sabato, lakini ntopo ywa sitakiya?
280c060046	Lakini nilongela kachinu panga ywabile nkolo kuliko hekalu abile pano.
280c070059	taanga ayee ina maana gani, nipala loba na sio sadaka, mpele kwa hukumu kwa benge makosa.
280c080029	Mana mwana wa Adamu nga Ngwana wa sabato.
280c090077	Yesu gabuka palo gayenda kuhekalu lyabe, linga kwabi na mundu mlemafu wa luboko Mafarisayo ngaba naluya Yesu, kababaya,
280c0a0054	“Je, halali kumponeya lisoba lya sabato?”Lenga bapate kusitakiwa kwopanga sambi.
280c0b0084	Yesu kaakokiya, “Nyai kato yinu, abile ni ngondolo yumo, ni aywoo ngondolo atumbuki mulembwa lisoba lya sabato, ywakotoka kunapwa?
280c0c0075	Je, kilebe chaako cha thamani, bora kunopwa mundu kuliko ngondolo! kwa eyo alali bai panga mema lisoba lya sabato.”
280c0d005c	Yesu kankokeya ywa mundu, “ngalowa luboko lwako”Ngalugoloya, ngalupona, kati lololwenge.
280c0e003e	Lakini Mafarisayo ngabapita panja kabapanga ndela ya kumulaga.
280c0f0054	Yesu patangite mpango woo atiboka. Bandu banyansima batikunkengama, nga aponea bote.
280c10003d	Abakiye kana babakiye bandu akanatanganikilwa kwa bananchima,
280c110031	panga ilimi yolo kweli, yabaite nabii Isaya, kaba
280c12009f	Linga, mtumishi wango ywanichewile, ywanimpendile, kwa ywembe mwoyo wango utikumpenda. Nalowa beka Roho yango kunani yake, na alowa tangaza hukumu kwa mataifa.
280c130061	Aangaika kwaa wala lela kwa ngupu; aimiya kwa utambi wa upiya lyoi, mpaka pateta hukumu no shida.
280c140044	Kana auna tete lyalichubulilwa, kana aime tambi yoyoti wauluka lioi.
280c15002e	Na mataifa balowa bana ujasili kwa lina lyake.
280c160074	Mundu pilani ngaminya na bubu, ywalobi moka banetike kwa Yesu. Ngamponiye, pamope ni mundu bubu pona na kipofu bona;
280c17004b	Bandu boti batisangala no baya, iweza wezekana mundu yoo mwana wa Daudi?”
280c180094	Lakini Mafarisayo pabayowine husu maujiza agoo, batibaya, “Ayo mundu aboya kwa masetani kwa ngupu yake mwene ila kwa Baheburi, mpendo wa masetani.
280c19009c	Lakini Yesu agatangite gabaweza na kwabakiya, “Kila utawala wautalanganike wene walowa alabika kwaa, na kila nyumba yayalowa lalanganika bene yayema kwaa.
280c1a0046	Mana itei nchela alowa kumoya nchela, inda kipenga muakili yake mwene.
280c1b00ab	Kwa kitiwi utawala wake walowa yema? Na mana itei niboya nchelakwa ngupu ya Belizabuli, babafata mwenga babuya nchela kwa ndela ya kele? kwa ndela ya balowa ba akimu winu.
280c1c005b	Na mana kanibuya nchela kwa ndela ya Roho wa Nnongo, bai utawala wa Nnongo uichile kachinu.
280c1d007e	Ni aweza buri yingwa nyumba ya mwene ngupu najiba, bila kutaba mwene ngufu wete? Ngaweza yiba ilebe yake buka nkati ya nyumba.
280c1e005f	ywoywoti ywakotwike baa nanee enda kunitaukya, na ywa kutoka kumba pamope na nee enda palagana.
280c1f0071	Kwa eyo nibaya kachinu, kila sambi na kufulu bandu alowa kwa samiya, lakini kukufulu Roho Mtakatifu asamiya kwaa.
280c2000a8	Na ywoywoti ywalowa baya likowe kinyume sa mwana wa Adamu, alowa kusamiwa. Lakini ywolongela kinchogo sa Roho Mtakatifu aywo basamwa kwaa, kwa utawala ngo wala wauicha.
280c210064	Ao upange mkongo panga unanoga na litundu lyake linanoga, kwasababu nkonga utanganikwa mutunda gake.
280c220075	Mwenga, wa lukolo lwa ng'ambo, mwenga mwabaya muweza longela makowe gananoga? Kwasababu mikano ilongela buka mumwoyo.
280c23007d	Mundu nzuri muakiba inanoga ya mwoyo wake gapita gananoga, na mundu mwou mu'akiba ou ya mwoyo wake, ipita kilebe kinayangata.
280c24006a	Nenda kuwamakiya panga lisoba lya ukumu bandu balowapiya hesabu ya kila likowe lyange mana lyabalongelage.
280c250057	Kwa kuwa kwa makowe gako walowa balangilwa haki na kwa makowe gako walowa hukumilwa.”
280c260071	Mwisho baazi ya aandishi ni Mafarisayo ngaban'yangwa Yesu kababaya, “Mwalimu twapendi kubona ishara kachako.”
