2800000005	Mateu
280803006f	Jesu chaotolola iyanza ni kumukwata, nikuwamba, “Ni saka. Ucene.” Hahofera ca cenisiwa kwi imbwingwa yakwe.
28080400b2	Jesu camuwambila, “Uvone kuti kowambi cimwi u zumwi muntu. Yende mwi nzila yako, mi ukalivonahaze ku mupurisita ni kukaha impo ina Mushe yavalaeli, kuti ikabe vupaki kuvali.”
2808050041	Jesu hace njile mwa kapenaumu, mulauli avakezi kwali ni kumuvuza,
2808060060	cawamba, “Simwine, muhikana wangu ulele mwinzuvo uzuminine luñañali mi usasa mwinwe lilu.”
280807002c	Jesu chawamba kwali, “Munize ni muhoze.”
280808007e	Mulauli chetava ni kuwamba, “Simwine, kaniswaneli kuti winjile mwi nzuvo yangu, uwambe vulyo inzi, mi muhikana wangu kahole.
28080900c8	Kakuti ime ni muntu ubikitwe mwikonde lya muvuso, mi nina masole vena mwikonde lyangu. Niwambila uzu, 'Yende,' mi uyenda, ni kuzumwi, 'Wize' mi ukeza, ni kumuhikana wangu, 'Pange ici,' mi ucipanga.”
28080a008d	Cwale Jesu hazuwa izi, avakomokwa mi avawambili avovava kumwichilile, “Ceniti nimiwambila, kanini kuwana kale we ina intumelo mwa Isilaele.
28080b007f	Nimi wambila, vungi kavazwile kwa upa ni kwa wiko, mi muvekale he tanfule ni Abrahama, ni Isaka, ni Jacobo, mumuvuso wa kwiulu.
28080c0055	Kono vana vamu muvuso kava sohelwe kwi fifi lyahanze, kwina kulila ni kukwecameno.”
28080d0086	Jesu cawambila mulauli we nkondo, “Yende! vulyo moco vazumininni, ili kuti kucitahale vulyo kwako.” Mi muhikana cahola yeyo inako.
28080e005d	Jesu habakwina mwi nzuvo ya Petorosi, cavona mukwenyani wa Petorosi nalele a valwalite ifiva.
28080f0051	Jesu a vamukwati he yanza, mi ifiva ci lyamusiya. cavuka ni kutanga kumuseveleza.
2808100094	Cwale hakuva Citengu, vantu civaletela Jesu vantu vangi vavakuyendiswa madimona. Avahindiki inhuho ce inzwi nikuhoza vavakulwala vonse vava kulwala.
2808110079	Mwei inzila kuvezuzilizwa civawambwa ku mupolofita Isaya, nawamba, “iye mwine Avalihindili matuku etu ni mifokolo yetu.
2808120065	Jesu havona inyangela ci imuzumbulukite, caha itaelo kuti vayende kuimwi imbali ye wate lya Galileya.
2808130056	Cwale Muñoli ca keza kwali ni wamba, “Muluti, munikwi cilile konse kwete uyende.”
2808140084	Jesu cawamba kwali, “Valuwawa vena malindi, ni zizuni zamwi ulu zina zizumbo, kono Mwana Muntu kena hete a shamike mutwi wakwe.”
2808150057	Zumwi kuvalutiwa vakwe cawamba kwali, “Ireeza, ni zuminine pili nikaunge vandanda.”
2808160052	Kono Jesu ca muwambila, “Niicilele, mi usiye vafwile vaunge vafwile kuninavo.”
280817003c	Jesu hecila mucisepe, valutiwa vakwe ci va mwicilila mucili.
280818005e	Micwale, cikweza inwungwa ikando mwiwate, micisepe ciceza kuumbwa mandinda. Kono Jesu abalele.
280819005b	Valutiwa bakwe civeza kumuvusa, ni vawamba, “Tutuse, Simwine, citwina hafuhi ni kufwa!”
28081a0085	Jesu cawamba kubali, “Cinzi hamutiyite, inwe be intumelo inini?” Cazima ni kukalimela luhuho ni liwate. Haho cikwa tontola ahulu.
28081b005b	Vantu civakomokwa ni kuwamba, “Muntu wina bule uzu, yo kutekiwa niheva luhuho ni wate?”
28081c00d4	Jesu hakeza kwimbali imwi ni kwi nkanda ya Magadarena, bakwame VoVele vava kuyendiswa madimona civamukatana. Vavakuzwa mumavita mi vavali kutiza hahulu, mi mane kakwina muyenzi yava kuwola kukosaza ce inzila iyo.
28081d008e	Micwale, civalila ca kuwongoza ni vawamba, “Cinzi citulukela kupanga nawe, Mwana Ireeza? Weza kunu kwiza kutu kataza inako niseni kusika?”
28081e003e	Mukunyi wa ziguluve zingi uva kwete kufulila kule kanini navo.
28081f0073	Madimona azwili havusu ni kukatazaJesu ni awamba, “Haiba motuhindike, tutumine kuna kawuna mukunyi waziguluve.”
28082000a3	Jesu cawamba kubali, “Muyende!” Madimona ciazwa ni kuyenda muzigulube. Micwale, mukunyi wonse chiwa tilila hekomwe nikuli wisikiza mwiwate micizafwila mumenzi.
2808210090	Vakwame vavaku lisa zigulube civatiya. Mi ha vayenda mwitolopo civakaviha zintu zonse, sihulu civapangahali kuva kwame vava kuyendiswa madimona.
2808220067	Micwale, itolopo yonse civazwa kukakatana ni Jesu. Ha vamuvona, civamukumbila kuti azwe mwinkanda yavo.
280901003a	Jesu e njila mu chisepe, cha luuta, kwiza muitolopo yakwe.
28090200c6	Micwale, va valeti muntu yo zuminine luñañali na lele ha vulo. Cha vona intumelo ya bo, Jesu chawambila ya va kuzuminine luñañali. “Mwanangu u be u muntu yotavite. Zivi zako zi va wondelwa.”
280903004f	Micwale, vamwi ku bañoli chi baliwambila a bo bene, “Uzu muntu u nyefula.”
280904004e	Jesu abezi mihupulo yabo mi ni chati, “Chinzi hamuzeza bubi mwimunkulo zenu?
280905005d	chihuva nje chihi kuku chiwamba, 'Zíbi zako za wondelwa,' kapa kuwamba. 'Zimane mi u yende'?
28090600a0	Kono wizive kuti Mwana Muntu wina maata hanu hansi akuswalela zibi,” Chawamba kuyo zuminine luñañali, “Vuke, zalule vulo bwako mi uyende kwinzuvo yako.”
280907002f	Haho muntu cha katuka ni kuyenda kunzubo yakwe.
280908006b	Cwale vungi bwavantu ha babona izo, chiba komokwa mi chiva vavaza Ireeza, ya vahi maata ena vulyo ku bantu.
28090900ad	Jesu haka kosola kuzwa uko, cha vona muntu we zina lya Mateu, ya va kuikele ha chivaka chi lihisezwa mutelo. Ni cha muwambila. “Ni ichilile.” Cha zimana ni kumuichilila.
28090a0081	Jesu heza kwikala kuti alye mwinzubo, micwale, vuñata bwa vatelisi ni vantu vavaezalibi chiveza kulya ni Jesu ni valutiwa vakwe.
28090b0080	Cwale bafalisi ha va vona vulyo, chi vawamba kuvalutiwa vakwe, “Chinzi muluti wenu halya ni batelisi ni vantu va vaezalivi?”
28090c005c	Jesu hazuwa izi, cha wamba, “Vantu vakolete mumuvili kavalili iñanga, haisi vana valwala.
28090d0098	Muswanela kuyende mukalitute ziitalusa, 'Nitavela chishemo insinyi chitavelo.' Njaho hanikeza, insinyi kusumpa valukite kukulinyansa, kono vaezalibi.”
28090e0091	Haho valutiwa va Joani chi veeza kwali chivawamba, “Chinzi iswe ni bafalisi hañata hatulinyima zilyo, kono balutiwa bako kavalinyimi zilyo?”
28090f00b7	Jesu chawamba kuvali, “Kana valikani vayoseswa vawola kulizuwa kusatava haiva munyaliwa nachina navo? Kono mazuva mueze munyaliwa hese nakahindwe kuvali, mi cwale kavalinyime zilyo.
2809100089	Ka kwina muntu ya vika chikamba chiha ha chizwato chakale, kokuti chikamba echo mo chi ñatuke ku chizwato, mi hafwile mohañatuke ahulu.
28091100f0	Nanga vantu kete vavike iwaine ihya mwi dalo lye waine lya kale. Ha va chita vulyo, idalo kaliñatuke, mi iwaine moitike mi na lyo idalo lye iwaine kalisinyehe. Kaho muvavike iwaine ihya mu madalo mahya e waine, mi zonse kazivikwe nenza.”
28091200c3	Jesu na kwete kuwamba izo zintu kuvali, micwale muvusisi cha keza ni kwiza kufukama kwali. Chawamba, “Mwanangu wa mukazana hahanu cwa fwa, kono wize, zo u bike iyanza lya ko hali, mi kahale.”
2809130032	Haho Jesu chazima kumwichilila, ni valutiwa vakwe.
280914009c	Micwale, mwanakazi ya va kukatazwa vutuku bwa malaha ka zilimo zina ikumi ka zovele, chakeza kwisule lya Jesu, ni ku kwata ku mamaninizo echizavalo chaakwe.
2809150057	Ni chaliwambila i ye mwine, “Ha chinakwata vulyo kuchizavalo chakwe, monibe hande.”
2809160094	Kono Jesu a muchevuka chamuvona, ni cha wamba, “Mwanagu wa mukazana, koze inkulo. Intumelo ya ko chi ya kuhoza.” Mi mwanakazi cha hola pohonaho.
2809170061	Jesu he njila munzubo yo muvusisi, cha bona balizi be mpeta ni vantu bangi va panga hahulu ilata.
280918005d	Chawamba, “Muzwee, kakuti mukazana kafwile, kono u lele.” Kono va museka ni kumusheununa.
2809190069	Cwale vantu vangi ha vahindikilwa hanze, che njila mwinzuvo ni kumukwata kuiyanza, mi mukazana cha vuuka.
28091a0023	Makande chiahasana chikiliti yonse.
28091b007e	Jesu ha kosoza ku zwauko, zibofu zovele za muichilila. Ne zi kwete kumuhuwa ni ziwamba, “Tuzuwele vutuku, Mwana a Daafita”
28091c0096	Jesu ha keza mwinzubo, zivofu zo vele chizakeza kwali. Jesu cwamba kuvali, “Muzumina kuti ni wola kumihoza?” chibawamba kwali, “Eeni Simwine.”
28091d005d	Mi Jesu cha vaonda ha menso, mi chati, “Musiye kupangahale bulyo kuya che intumelo yenu.”
28091e0084	Mi menso a bo chi eyaluka. Mi Jusu cha abakalimela ahulu nikuwamba, “Muvone kuti ka kwina muntu u swanela kuiziba kuamana nezi.”
28091f004a	Kono vakwame vo vele vayenda ni kukahasanya indava iyo muchikiliti chonse.
280920005e	A vo vakwame vo vele ha chivakaya, micwale mukwame wa chimumu wina madimona avaletwa kwa jesu.
2809210087	Cwale madimona ha hindikiwa, muntu wa chimumu chawamba. Inyangela chi ya komokwa mi chi ya ti, “Izi kazini kuvonwa kale mwa Isilaele.
280922004b	Kono Bafalisi va va kuwamba, “Cha mulao wa madimona, u tanda madimona.”
28092300ae	Jesu ava yendi konse mumileneñi ni muminzi. A ba zwilile havusu ni kuluta mu masinagoge a vo, kukutaza inzwi lya mubuso, Ni kuholiza onse malwalila ni matuku onse a shutana.
2809240077	Ha vona inyangela, cha ba fwila makeke, kakuli va va kukatazehete ni kuzwafa. Va va kuswana sina ingu zi sena mulisana.
2809250044	Chawamba ku valutiwa bakwe, “Inkutulo yi ngi, kono vaveleki vache.
2809260065	Kacwalo mulapele cheputako kwa Simwiine we inkutulo, ilikuti a tumine vabeleki mu inkutulo ya kwe.”
280a01009e	Jesu hasupa balutwana vakwe bonse vena ikumi ni vovele, mi cha vaha ziho za ku kalimela ihuho imbi, ni kuzi laela kuzwa, ni ku hoza matuku, ni mi fokolo yose.
280a0200a0	Lyahanu mazina a valutwana vena ikumi ni vovele nji: We ntanzi, Sayimoni yo sumpwa Pitorosi, ni mwachakwe Andreyasi; Jakovo mwan'a Zevediya, ni mwachakwe Joani;
280a03005c	Filipi, ni Vartolome; Tomasi, ni Mateu mulihisi wa mitelo; Jakovo mwan'a Alufeya, ni Tadeya;
280a04003a	Sayimoni yo kanana, ni Judasi Isikariyote, muwuzi wa Jesu.
280a050098	Aava vena ikumi ni vo vele Jesu cha va tuma. Cha va layela kuti, “Sanzi va yendi kuzivaka za Machava, mi sanzi mwi njili mwi Tolopo ihi ya Masamariya;
280a060034	Kono muyende kwi Ngu zi zovete ze zunvo ya Isilaele.
280a07004a	Mi chi muyenda, mukutaze ni muuti, “Mubuso wa kwiwulu chiwina hafuhi.”
280a080067	Mu hoze valwele, mu vuuse vafwile, mu hooze imbingwa, mu hindike madimona. Mu vahewa bulyo, muhe vulyo.
280a090044	Sanzi mu hindi gauda, ni silivera, kapa mashelenyi mu mikotana yenu;
280a0a0088	Sanzi muhindi mikotana ya zizwato mu misipil yenu, kapa zimwi zizwato, kapa isangu, kapa inkoli, kakuti muveleki u swanelwa zilyo zakwe.
280a0b0081	Muleneñi uhi no uhi kapa munzi u mwi njila mwateni, mu buuze yo swanela mwikale mwateni; mwi kale mwateni konji chi mwa funduka.
280a0c0023	Chi mwi njila muzuvo, mu ilumelise.
280a0d0073	Heva inzuvo iiswanela, musiye inkozo yenu ishale mwateni; kono heva kayi swaneli, musiye inkozo yenu i voole kwenu.
280a0e0097	Kwabo vasena vava mitambuli kapa kutekeleza liinzwi lyenu, ha mu nyamuka kuzwa muzuvo ya vo kapa mu Muleneñi, mu kunkumune imbundu ya ku matende yenu.
280a0f007e	Che niti ni ta kwenu: Mu ve ni chisemo chihitilize mwi Nkanda ya Sodoma ni Gomora mwi zuva lye nkatulo kuhita lyowo muleneñi.
280a10007c	Mu vone, ni mi tuma sina Ngu zina mukati ka Valuwawa, muve vena maano sina nzoka mi mu ve sina va sena maano sina Nkwilimba.
280a110064	Mu tokomele Vantu! Mu va mitwale havusu bwa va zekisi, mi ka va mishupe mu zivaka za malapelelo avo.
280a12006d	Mi ka muletwe ha vuusu bwa Mangambela ni va Simwine vakeni changu, kuti mu ve ni vupaki kuvali ni ku Machava.
280a130081	Chini vati chiva mi kwatisa, sanzi ni mu katazehi kuti ka mu wambe inzi, kakuti cheti ni mu wambe ka mu chihewa mwe yeyeyo inako.
280a140064	Ka kuti keti niyi kuvele unwe mu wamba mi kayi kuvele Luhuho lwe Shenu lweti ni lu ku waamba mweenu.
280a150076	Muntu mwa kwatise mukwakwe kwifu, mi muzazi a kwatise mwan'a kwe. Vaana mubalwise vazazi va vo, mi va va letele kufwa.
280a16005a	Mu va mitoye vakeñi che zina lyangu. Mi yata sike ku ma manimani, uzo muuntu mwa puluswe.
280a1700a2	Chi va minyandise bulyo mu Muleneñi, muyende ku mwi ku Muleneñi, Initi ni wamba kuti, ke se mu mane Mileneñi yoose ye Isilaele pili Mwana Muntu na seni kusika.
280a18003b	Mulutwana kahiti Muluti wa kwe, kapa mutanga kuhita Nfumwe.
280a1900a4	Ku swanela kuti mulutwana a swane ni muluti wa kwe, ni mutanga ni Nfumwe. Heba vasumpa mukulwana we nzuvo Beelzebule, ka kuve vule venzuvo ya kwe chi va nyasilizwa!
280a1a0085	Linu sanzi mu va tiyi; kakuti kakwina chifupikitwe chi se chi shale ni chi fupikitwe mi ka kwina chipatitwe chi se chipale kwi zibwa.
280a1b006e	Chi ni mi wambila mwififi, mu chi wambe mwiseli; mi chi muzuwa mu matwi yenu, mu chi wambe mpatalaza ku Vantu.
280a1c007d	Sanzi mu tiyi Vantu ve haya muvili; kono ka va woli kwi haya luhuho. Insini, mu tiye ve haya zoose luhuho ni muvili mwi hele.
280a1d007b	Heva, tutiti to vele twina heteko ye peene yoke? Kanti ka kwina katiti, niheva konke, ka wila hansi Ireeza wenu na se zivi.
280a1e002f	Ni heva nsuki za ku mitwi yenu zibalitwe zoose.
280a1f0031	Sanzi mutiyi. Mu va vu tokwa kuhita tutiti tungi.
280a200054	Muntu ye se yo wamba nzina lyangu ku Vantu, name kani muwambi kwa Tayo wina kwiwulu.
280a210049	Kono yo ni sampula ku vantu, name, kani mu sampule kwa Tayo wina kwiwulu.
280a220056	Sanzi muhupuli kuti ni valete inkozo mwi kaanda. Kena ni va leti inkozo, kono mulinga.
280a230074	Cwale ni va kezi kwiza kufapanya muntu ni veesi, mi mwnakana ni nyiina, mi mukwenyani wa mwana kazana ni nyinazaala.
280a240029	Muntu zilazakwe, mu va ve, venzubo yakwe.
280a250085	I ye yo saka Sii kapa Nyina kuhitiliza mwani sakila, ka ni swaneli. Mi yo saka mwan'akwame kapa mwan'akazana kuhitiliza kani swaneli.
280a260070	I ye ya sa hindi chifapano cha kwe ni ku ni chilila ka ni swaneli. Yo tokomela vuhalo bwa kwe mwa vu sinyehelwe.
280a27003c	Kono yo sinyehelwa vuhalo vwa kwe vakeñi cangu, mwa vuwane.
280a280048	Yo mi tambula, u tambula ime, mi yoni tambula ime u tambula yoni tumite.
280a2900a7	I ye yo tambula mupolofita kakuti mupolofita ka wane mpo ya vupolofita. Mi yo tambula muntu yo shiyeme vakeñi cha kuta kuti muntu yo shiyeme ka wane mpo ya kushiyama.
280a2a00a0	Ye nse yoha ku muntu munini menzi a kuñwa a tontola, chevaka lya kuwamba kuti mulutwana, ni mi wambila kuti, ka kwina mwi se na kangilwe ku wana mpo ya kwe.”
280b010093	I, nako hayisika mu kumana Jesu a va layi Valutwana vakwe vene nkumi ni vovele, cha yenda kuzwaho ni kutanga kuluta ni ku kutaza mu mileneñi yabo.
280b02005c	Linu Joani na nga zuwa mwi ntolongo inkenzo za Kereste, cha tumina iñusa ni valutwana vakwe
280b03005b	mi chi va wamba kwali, “Kana njiwe yo Keza, kapa kwina zumwi muntu utu swanela kulola?”
280b04005b	Jesu ave tabi mi cha wamba kuvali, “Mu yende mi mukavihe kwa Joani zi mwa vona ni kuzuwa.
280b05009b	Zivofu va tambula kuvona, zihole zi yenda, ve mbingwa ba jolola, va sa zuwi va zuwe, va fwile va vukile vuhalo, mi vantu va saka ku zuwa linzwi va kutazwe.
280b060032	Imbuyoti yi ve kwa vo, vasa nya nsilizi linzwi.”
280b07009d	A va vakwame ha va yenda nzila yabo, Kereste cha tanga ku wambila chi chaba ka za Joani, “Zile muyendele nzi mwi Halaupa ku kalwela mpe zi hungiswa luhuho?
280b080083	Linu zile muyendelezi ku kavona - muntu yo zavele zizwato zi huva? Initi, avo vazwata zizwato zi huvilila vahale muzubo ya simwine.
280b09005d	Chi nzi chi muyendela kuka bona, mupolofita? Ee, ni wamba kwenu, mi hahulu kuhita mupolofita.
280b0a007b	Nji yena za kwe, zi ñoleletwe, 'Mu vone, ni tumina muhikana wangu havusu vwenu, ye se a lukise inzila yenu, havusu bwenu.'
280b0b0094	Ni wamba kwenu, che niti, kwa vo, vava pepwa ku vanakazi, kakwina mukando kwa Joani Mukolobezi. Linu munini mu mubuso we Reeza, kwiwulu njo mukando.
280b0c007c	Ku zwa muma zuva a Joani Mukolobezi ku sika sunu, mubuso we Reeza uhindwa chamata mi vakwame vakali va u hinda cha kunyanga.
280b0d004b	Vapolofita vonse ni mulao, vava polofiti konji kusika kwa Joani Mukolobazi.
280b0e003a	Heba no tavela kutambula, uzu Elia, iye yo swanela kukeza.
280b0f002d	Uzo, wina matwi akuzuwa, mu musiye atekeleze.
280b10007c	Kani, vamba nye, ni chinzi kolu lusika? Kuswana sina vahwile, va kwete kuzanina ama wuzikizo a musika, vekele ni vali sumpa,
280b11005e	ni bati, 'twa miliizikize mpeeta kono kana mwa zana. Twa silisa, kono kana mwa donsa zinsozi.'
280b12005e	Kana Joani kana vezi kuku lya chinkwa, kapa kuñywa i waine, mi ni vata kuti wina, 'Madimona.'
280b1300b8	Mwana'Muntu, abezi ku lya, ni kuñywa, ni vata kuti, 'Mu vwene, mukwame mulyabi, ni vudakwa, mulikana va telisi va mutelo, ni batenda zibi!' Kono vutali vu vwene kete chi vu tendwa.”
280b140066	Kuzwa aho, Jesu cha tanga ku kalimela minzi yonse ya vatendi I makazo mwa teni, kakuti kena vava vaki,
280b1500ba	“Wina bumayi iwe Koranizini! Wina bumayi iwe Betsaida! Heva zikando ziva tendwa mu minzi ya Tire ni Sidoni ziba tendwa inwe ni ziva voleli kale za kuzwata masaka ni kulivumbeka mufuse.
280b160044	Kono kakuve kuhuva kwi koto ye katulo ya Tire ni Sidoni kuhita yenu.
280b17009e	I we, Kapenauma, uzeza kuti mo yende kwiwulu? Nanta, mo bozwe mwi Hele. Sina mwa Sodoma muva tendelwe zikando ni kwenu, ni ziba shali bulyo kusikila lya sunu.
280b180059	Kono, niti kwenu, ka ku huvahale munkanda ya Sodoma che nako ye nkatulo, kuhita kwenu.”
280b1900a9	Che nako iyo Jesu avati, “Ni lumbeka Tayo Ireeza, Simwine wewulu ne nkanda, kakuti aba humbili vatali, ku zuwisisa ni kwi zivahaza kwavo, va sali tutite, sina vahwile,
280b1a002a	Ee, che niti, Tayo, kutendwe intanto yako.
280b1b00be	Zintu zonse zi va tendwa cha Ngu kuzwila kwa Tayo, Mi kakwina nanga umwina wizi mwana konji Tayo, mi kakwina umwina wizi Tayo konji Mwana, mi kuzumwi sina Mwana' yo lakeze kulitondeza kwali.
280b1c0045	Mwize kwa ngu, mwense mu lemenwe ni ku suntika, mi kani mihe mpumulo.
280b1d0080	Muhinde i jokwe lya ngu mulikulike mi mulitute kwangu, kakuti nina chisemo ni nkulo indotu, mi ka muwanine inhuho zenu impumulo.
280b1e0036	Kakuti i jokwe lyangu ihuva mi muziyo wangu muhuva.”
280c01008b	Mu mazuva awo Kereste ava kuhita mu mawa mwi zuva lye Pumulo. Balutwana bakwe vava fwile izaala mi chi vatanga ku totola zikunku, ni kulya.
280c020086	Kono linu Vafalisi hava vona kuti; Chi va cho kuti kwa Kereste, “Voone, valutwana va ko kwete kuchola mulawo mwi zuva lye Pumulo.”
280c030082	Kono Kereste cha wamba ku vali, “Kana ka mwini kuvala za vapangi Daafita, ha vali kufwile inzala, mi vakwame va vali kwina naye?
280c0400b7	Mwa vayendeli mwi zuuvo ye Reeza mi chalya chinkwa chivena kwateni, kena avali cha mulawo kuti alye, hape kena chivali cha mulawo kwavo va vena naye, mi ku vali mulawo ku vali valuti?
280c05007c	Kana kena mu va vali mu mulawo, kuti mwi zuva lye Pumulo valuti mwi tempele va cholanga mulawo we Pumulo mi ka vena mulandu?
280c06003d	Kono ni cho kwenu kuti mu kulwana yo hita kereke zonse kwena.
280c070065	Kambe chi muvali kwizi, 'Ni lakaza chisemo mi isinyi chitavelo,' ni musena mu va nyansi va sa foseze.
280c08002e	Chokuti Mwan'a Muntu nji Kereste we Pumulo.”
280c09007f	Linu Kereste cha funduka ku yenda mi cha yenda mu zivaka zavo za malapelelo. Mu lindile, kuvena mukwame ya va zuminine yiyanza.
280c0a0088	Vafalisi chi va vuuza Jesu, chi vati, “Kana ku swanela kuhoza lye Pumulo?” kuti va wanine ha teni inzila yi cho kuti wa tenda chivi.
280c0b00a0	Jesu na cho ku vali, “Muntu mwi ve njeni kwenu kuti ave ni ngu yi mwina, mi heva kuti iyi ngu iwila mwilindi mwi zuva lye Pumulo, ke se wi tuse ni kwi zwiisa?
280c0c007d	Mu ku ve vule ni vutokwa kuti muntu ahite ngu! Ni hakuvavulyo kulukela ku va mulawo wa kutenda vulotu mwi zuva lye Pumulo.”
280c0d007a	Linu Jesu cha ti ku mukwamwe, “Wolole yanza lyanko.” Cha li wolola, mi cha vo zekezwa makete, sina nji limwi yi yanza.
280c0e0066	Kono va Falisi chi vazwa hanze mi chi va ka muveteka. Va vali ku ka vulola nzila mwe se va mwi hayile.
280c0f0064	Kono Jesu heziva, cho volela mu masule. Vungi bwe nyangela vu va mwi chilile, mi cha va honza bonse.
280c100034	Cho va layela kuti sanzi va mwi zi vahazi ku va mwi,
280c110053	iyo iwoleka ku va niti, ku wamana ni chi va wambwa kwa Isaya wa mupolofita, ku cho,
280c1200a1	“Vone, Iwe mutang'a ngu uni va keti; yini suuni, yiye kwali luhuho lwangu lu va mushukelyi. Ka ni vike kwali Luhuho lwangu, mi ka huweleze inkatulo ku Machava.
280c130068	Keti na hondane kamba ku huweleza hahulu; mane nangati zumwi vulyo kuti azuwe linzwi lyakwe mu makululu.
280c140078	Ke se na chole impee yitengeme; ke se na zimise mu muni usa zwisi vuusi, konji pili cha tumina inkatulo kuti nje yikome.
