2800000013	Matiwos Dooshishiyo
280717006c	Taawere manots aawots, ‹B́ jamon itn danatse! it gond finirwots tiyatse okaan wokoore!› eteetwe boosha.
2807180053	«Ti aap'an k'ewde'er finats jitsit jamo b́ moo s'alats agts s'ek ashoni bí ariye
2807190084	Awshonú b́butsi, di'onwere b́di'ii, jongonwere jongat maa man b́ gifniy, ernmó, maaman shútsi s'alats bí agetsotse dihratsee.
28071a0054	Ti aap'tsan shisht finats jitsrawonmó b́ moo shiyats agts gik'ets ashoniye bíari.
28071b007d	Awsho b́butsi, di'o b́ di'i, jongo jongat maaman b́gifnii, moonwere manoor dihbwtsi, b́dih dihonwere dihi gondo b́dhi.»
28071c0052	Iyesus keewanotsi keewt b́ ishtsok'on ashuwots b́ danits danatse tuutson bo'adi.
28071d0056	Adtswotswere bí bo nem danifwotskok'o b́woterawo aletsok'o b́ daniyrwotsna b́tesh.
2808010043	Iyesus guri abaatse b́ oot'tsok'on ay ashuwots b́ jafrats botuwi.
2808020069	Manoor een shodets ash iko waat b́ gubrats diht «Doonzono! ni eekiyal taan s'ayitso falitune» bí eti.
280803008c	Iyesuswere b́ kisho jargdek't bín shú'at «Eekitwee, s'ayine!» bí eti. Een shodetsmanwere manoor bí een shodmanatsee s'ayin b́wútsi.
28080400d8	Maniyere il Iyesus, een shodotse kashtsmansh hank'owa bíet, «Keewan konshor keewk'aye, ernmó nkashtsok'o amr kahniwotssh kitswe, boats gaw b́wotiisha, n kashtsotse Muse b́ azazts wosho Ik'osh t'intswe» bí eti.
2808050060	K'frnahom kitotse Iyesus b́ kindtsok'on, Rom datstso balatsi naasho b́ maants t'int k'onfetst,
280806004b	«Doonzono, t guutso durutsat ayidek't kic'efetstniye b́ k'eyiri» bí et.
280807002e	Iyesuswere «Taa waar bín kashiytwee» bíet.
28080800a6	Balatse naash wottsonmó hank'o ett bísh bíaaniy, «Doonozono! nee tmoots nikindosh bodk ash taanaliye, b́wotefermó ik aap'u s'uzi keewwe bako, t guutso kashitwe.
28080900e4	Taahe t tookon altswotssh alek wotefetsat, t shirotse tíaaliru kes' kes'fwotsi detsfe, boyitsi ikosh ‹Amee!› ti etor ametuwe, k'oshonwere ‹Wowe› ti etor weetwe, t guutsonwere ‹Han k'alwe› ti etor k'alitwe» bí eti.
28080a00b8	Han b́ shishtsok'on Iyesus bí adi, b́ shuuts shoydek't sha'iru ashuwotssh hank'o bíeti, «Arikon itsh keewirwe hankok'o bodts een imnetiyo detsts ik ashonor Isra'elitse daatsratse.
28080b0087	Ayuwots aaw keshonat aaw kindon weetúnee, Abrahamnton, Yisehak'nton, Yak'obnton dari mengsti mishi maratse beedek'etúne etirwe itsha.
28080c0075	Mengstaani naatosh boon b́ geyirwotsmó úratse fa'a t'alwotse bojweti. Manoknowere eeponat gash k'aashon wotitwe.»
28080d0080	Maniyere il bali abaatsi naashmansh Iyesus «Amee! ni amantsok'o neesh wotowe» bí et. Guutsonwere manoori sa'aton kashb́wtsi.
28080e0078	Maniyere il Iyesus P'et'ros moots b́ kindtsok'owon P'et'ros awu bi'atso k'ees't bíere shodat b́ k'eyirwok'o b́bek'i.
28080f006d	B kisho b́ shuu'útsok'on manoor biatsi k'ees'o bín faksh b́k'rere kashbwts, tuwatnwere Iyesussh b́fiini.
28081000b7	Datsonwere b́ iltsok'on ashuwots Fo'erawwotsn detsets ay shodetswotsi Iyesusmaants dek't boweyi, bíwere b́ nooni aap'on kim shayirwotsi b́ kishi shodets jamwotsnowere b́ kashiyi.
2808110082	Man b́k'altsatse tuutson nebiyiyo Isayasn, «Bíhe no kúúno k'aa'úb́dek'i, no shodono kurb́dek'i» bek'on eteetso b́s'eeni.
2808120059	Ash ayo bín gúrdekt bobefere bek't Iyesus b́ danifwtssh bak'ets bokimetwok'o b́azazi.
280813005f	Maniyere hakon nem danifo Iyesusok waat, «Danifono! ni'ametu jamok nshuutso sha'ona» bí eti.
280814008f	Iyesuswere, «Waangwots gop'o detsfne, daaratse bidíru kafwots kúto detsfne, ashna'onmó bíts kash b́dek'et beyoko deshatse» ett bíaaniy.
2808150058	B́ danifwotsitse iko «Doonzono! shino amr tnihi duuhr twetwok'o taash eekowe» bí et.
2808160073	Iyesuswere «Neehe tshuutso shoy de'er wowe, k'irtswotsiye boko k'irtso duh bodek'etwok'o boon k'ay k'rore» bíet.
2808170037	Iyesus jelbots b́kidre, b́danifwots b́jafrats botwi.
2808180070	Eegurahi eeno aats k'aratse b́tuutsatse jongi eenman jelbu k'oot'osh bí eti, Iyesusmó manoor k'eya b́k'eyir.
2808190063	B́ daniyfwots Iyesusok t'int «Doonzono! Aage t'afrone, noon fariwe!» ett bín tokrotse bo tuuzi.
28081a0097	Bíwere «It imnetiyo itsh shaptswotso! eegoshe it shatiri?» bí et. Manyakowere Iyesus tuut jongonat aats k'aaron bíhadi, een s'ik etonu wotb́wtsi.
28081b0057	Ash ashuwotswere adt, «Jongonat aats k'arwots bísh boaleyiruhan aawk'o ashe?» bo et.
28081c00e1	Iyesus Gelil dats aats k'aroniye kimt, Gergesenon datsats b́ waatsok'on Fo'erawo boon b́detsts ash gitwots doowi beyoke kesht bínton gonke bowtsi, ayidek't shatiik boteshtsotse asho konwor man weeron besho falraka b́tesh.
28081d0067	Bowere «Nee, Ik'o naayo! nee nooke eeg kis'e ndetsi? Aawalo noon kic'iyosheya nweyi?» Etfetst bokuhi.
28081e004b	Boyere muk'i okááne wokat fa'a beyoke gurits s'eeno b́ jinfera b́teshi.
28081f006b	Fo'erawonwere, «Noon nkishitka wotiyal, oona neesha gurits s'een manmaats noon damiwee» ett bín bok'oni.
28082000a6	Iyesuswere «Ameree!» bí eti. Mann ashuwotsitse kesht guritswotsits amt bokindi. Gurits jamwotswere gohi gúúratse tengsheyat oot't aats k'arots k'oot'eyt bok'iri.
2808210077	Guritswotsi jinirwotswere giifat kitots kindt jam keewo bokeewi, Fo'eraw boon detsts ashuwotsats wotts keewono bokeewi.
2808220072	Maniyere il kit manitsi ash jamó Iyesusi bek'osh boweyi, bín bobek'tsok'on bodatsatse keer bíametwok'o bok'oni.
2809010051	Maniyere il Iyesus jelbots kinddek't aats k'arotse kimt b́took kitumand b́weyi.
28090200c9	Manoknowere ashuwots es'ats k'eyiru bíatso lasha'ats ash iko b́maand dek't boweyi. Bíwere bo aman amano bek't, bíatso lashatsosh, «T naayo! kup'owe shenono, n morr jamo neesh orowa eteere» bíet.
280903005f	Manoor nemo danifwotsitse ik ikwots, «Ashaahan Ik'oniye b́ c'ashiri!» ett bonibotse bo gawi.
280904005c	Iyesuswere bo gawirwo dank'rat hank'o boosh bíeti, «It nibots eegoshe gond keewo itgawiri?
2809050047	B́wotiyaloru n morro oorowe eteere etonat tuur amee! etotse aaw ketfa?
2809060092	Ernmó ash na'o datsatse morro k'a'úbazosh alo b́ detstsok'o it danisha» ett biatso lasha'atsosh «Tuur ni'es'o kurde nmoo maants amee» bíet.
2809070029	Ashonwere tuut b́moo maants k'az bíami.
280908005b	Ashuwotswere man bobek'tsok'on bo shati, hank'o bodtso alo ashosh b́ imtsotse Ik'o bo udi.
2809090095	Iyesus manoke tuut amoke b́befere Matiwosi eteefo t'ilish dek'eef beyoke b́befere bek't «T shuutso wowe» bíet. Bíwere tuut b́ shuutso b́ ami.
28090a009f	Maniyere il Iyesus Matiwos mootse mishimaratse b́befere t'ilish ko'if aywotsnat morretswotsn man maants waat bínat b́ danifwotsnton mishimaratse beebodek'i.
28090b0075	Ferisawino eteefwotswere man bek't «It danifo eegoshe t'ilish ko'ifwotsnat morretswotsnton towat b́meyiri?» bo et.
28090c0064	Iyesuswere man shisht hank'o ett boosh bíaaniy, «Shoodetswotssha bako jeenwotssh atetso geyiratse.
28090d00ca	Ameree ‹Taa t geyirwo mhretiya bako woshaliye› ett guut'etso eeg b́wottsok'o p'ec'ar t'iwintsde'ere. Taa twaa kááwwotssh b́woterawo morretswotssh orowe eto bodaatsitwok'o boon s'eegoshe» bíet.
28090e009c	Manoor, Yohans danifwots Iyesusok waat «Noonat ferisawino eteyirwotsn jam aawo s'oomere nos'omiri, n danifwotsmo eegoshe s'oomo bok'azi?» ett bín boaati.
28090f00a0	Bíwere hank'o ett boosh bíaaniy, «Guuyo bonton b́befere guuy deentswots shiyano boon geyifá? Ernmó guuyo booke b́dek'eet aawo weetwe, manoor s'oomitunee.
2809100083	Natts tahats bút'i handro shipetwo konwor aaliye, b́shipalmó bút'i handrman tahi dorman kushide'er b́ gaad'o iki gawintsitwee.
2809110121	Mank'o aats arwi natots weyini biri handro gáás'etwo konwor aaliye, man k'aleyalmó, aruman t'uu'niye b́wutsiti, weyini bírmanmó kuud'itwee, arwonwere awaashar finats jinaniyere b́ ooriti. Ernmó handr weyini bíro handr arwots gáás'o geyife, mank'oon gitetswots jeenon beetúne.»
28091200c3	Iyesus man boosh keewoke b́befere, naash iko b́ maants waat, b́ baronowere Iyesus shinats gup'gup'at́, «Hamb t na'ú k'irwtseranee, ernmó nee waar n kisho bíats ngedal kashitwanee» bíet.
280913005e	Iyesuswere tuut ashman shuutso shoydek't bí ami. B́danifwotswere b́shuutso shoydek't boami.
2809140095	Manoke, tatse git nat s'eenosh b s'atso kud'at need'o b́k'aye kic'iru mááts iku fa'a bteshi, manoor Iyesus shutsatse b́ tahi jilo bkishon b dets.
280915005b	Man bk'alwere «B́taho s'uzi dab t t'awiyal kashitwe» etaat b nibotse gawat bteshtsotsna.
2809160081	Iyesuswere wongr et aanat bin b́ s'iiliyakon «Kup'owe t ni'e! n imnetiyo neen kashire» bíet. Máátsnwere manoor kash bgutsi.
2809170074	Maniyere il Iyesus naasho mook b́bodtsok'on shiyani gaato fugfwotsnat hakebak jod'efetst eepiru ashuwotsi b́bek'i.
280918007b	Bíwere «It únets hanoke ameree! na'ú tokra btokriri bako k'irratsane!» bíet. Boomó b́keewo aatsnit bí'ats bomiis'.
280919005b	Ashuwots bokeshihakon, Iyesus na'ú bbeyiru maa kayots kindt b kisho b́dets, biwere btuwi.
28091a0037	Keewman een b́wottsok'o gúúrmanatse shishe b́wutsi.
28091b0096	Manoke tuut bíamfere Iyesusi shoydek't aaw dog gitwots bo tuu, boowere «Dawit naayo! oona neesha noosh maac'o k'ewowe!» et fetst bokuhefere botesh.
28091c008d	Moots b́ kindtsok'on Iyesusok t'iin bodek'i, bíwere «Taa man k'alo tfalitwok'o amaniruteya?» bíet. Bowere «Ee, doonzono!» ett boaaniy.
28091d0063	Maniyere il Iyesus bo ááwwotsi b́ kishon b́ shuu'ihakon, «It amantsok'o itsh wotowe!» bí et.
28091e006a	Bo ááwonwere k'eshe b́wutsi, Iyesuswere «Keewan konshor keewk'ayere!» ett kup'idek't boosh b́ keewi.
28091f003f	Boomó amt́ gúúrmanatse Iyesus shúútsi eeni jango bokeewi.
2809200081	Bo ááw k'eshets ashuwots kesht boamtsok'on ash k'oshwots Fo'erawo bíatsotse s'eentso ash gidik' iko Iyesus maants dek't bowaa.
280921009d	Fo'erawonwere b́ gitsotse b́ keshtsok'on ash gidik'o noonkeewo dek't b́tuwi, ash ashonwere «Isra'elitse hank'o keewo b́ jamon be'e danake!» ett bo adi.
2809220054	Ferisawino eteefwotsmó «Bíyere Fo'erawo b́ kishir Fo'erawwots naashonee» bo et.
28092300a5	Iyesuswere bo Ayhudi Ik' k'oni mootse danifetst, Ik'i mengsti doo shishiyo nabfetst, ashuwotsi shodonat atswesh jamotse kashifetst, kitonat gal jamotse bíananefoni.
280924006d	Ash ashonmó jints deshaw mereerwotskok'o kic'efetst dáándat bobefere b́bek'tsok'on boosh maac'o b́k'ewi.
2809250060	Mansh b́danifwotssh hank'o bíet «Mááyo kakwetwo aye, mááy katsman kakwitwotsmó aynaliye.
280926004e	Eshe fintswotsi mááy kakwok b́ woshitwok'o mááyi katso doonzi k'onwere.»
280a01008b	Iyesus tatse git b́ danifwotsi bíyok s'eegdek't, kim shayiro bokishitwok'o, shodonat kúúni shod jamon bokashitwok'o alo boosh b́ ími.
280a02008f	Tatse git wosheetsots shútsonwere hank'oyi, shin shinon P'et'rosi eteetso Sim'onnat bí eshu Indriyasi, Zebdiwos nana'uwots Yak'obnat Yohansn,
280a030055	Filip'os, Bert'elemiyos, Tomasi, t'ilish dek'fo Matiwosi, Ilfyos naay Yak'ob, Tadiwos
280a040040	Okooretso Sim'oni, Iyesusi beshidek't imtso Keriyot asho Yihudi.
280a05007d	Iyesus tatse gitwotsi, hank'o ett boon b́woshi, «Ik' ash woterawwotsok amk'ayere, Semari dats ashuwots kitotso kindk'ayere,
280a060037	Maniyere mereerikok'o t'afts Isra'el ashuwotsok ameree.
280a07003c	Amrnwere ‹Dari mengstuuniye karnraniyee!› err nabúwere.
280a080084	Shodetswotsi kashiwere, k'irtswotsi tuuzwere, een shodetswotsi s'ayintsworee, Fo'erawwotsi kishwere, beenon it dek'tso beenon imere.
280a090039	Awntso wee ambaro wee k'áázo it borsots deshdek'k'ayre.
280a0a007a	Fintsosh b́ misho daatso bísh b́ geyitsotse it weerindatse k'arc'ito, git kito, gitl c'amono, gumbonowere de'amk'ayere.
280a0b0088	Bíts itkindts kitotse, wee gálútse, itn dek'et asho koni b́woto t'iwintsde dande'ere, manokman fakshr it keshfetsosh bíyoke teyere.
280a0c0021	Ash moots it kindor jamo aatwere,
280a0d0072	Maa man it jeenosh b́wotititka wotiyal jeeno itoktso bísh boree, wotitkali wotiyalmó itoktso jeeno itsh aanowe.
280a0e007d	Asho konwor itide'awo wee it aap'tso k'ebo b́ k'azetka wotiyal gal man wee kit man k'ay it keshor it tufatsi k'undo teboree.
280a0f0061	Arikoniye itsh t keewiri, angshi aawots kit maniyere Sedomnat Gemor ashuwotsi fayet fayo ketefee.
280a100070	«Hambe! mereerikok'o elahi taalotse iti twoshiri, mansh dawnzikok'o s'ekwotsi, erkndikok'o dingatwotsi wotoore.
280a11007c	Ashuwots angshosh jebats beshide itn imetune, ayhudiyots Ik' k'oni mootse iti jot'etune mansh ashuwotsatse itatso korde'ere.
280a120095	T jangosh itn dats k'eezirwtsonat, naashwotsoko it aats angshetwok'o itin de'ameyor bonat Ik' ash woterawwots shinatse t jangosh gawitwotsi wotitute,
280a130091	Mooshi jebats itn bot'intsor, it keewitwo manoori sa'atmann itsh imetwotse, ‹Aawuk'o k'alrniya, egek'una nokewiti?› err shiyanon kic'k'ayere.
280a140043	It gitsotse bede keewitwo it nih daritstso shayironi bako itnaliye.
280a1500bc	Asho b́took eshwo k'irosh beshide imetwe, mank'o nihonúwere b́ took na'o k'irosh beshide imetwe, na'naonwere bo indnihwotsats balngar wotar tuwitúne, k'iroshowere boon beshide imetune.
280a160063	T jangatse ash jamoke shit'eek wotitute, ernmó b́s'uwats b́borfetso kup'de'er ned'itwo kashitwe.
280a17009a	Kit ikutse gondbek'o itats bo ayiwor kit k'oshuts k'ay woc'ere, arikon itsh etirwe, ash na'o aanar b́waafetsosh Isra'el kit jametswotsi gúrar betsatste.
280a180046	Danirwo bín danifoniyere bowatse, guutsonwere b́ doonziyere bowatse.
280a1900cc	Mansh danirwo bín danifokok'o, guutsonwere b́ doonzkok'o b́ bodal bísh bodfe. Moo doonzi ‹Beel Zebuliye› err bos'egiyakon b́ maa ashuwotsnmá maniyere bog gond shútson aawk'owe s'eego bok'azeti!
280a1a0070	«Haniyak ashuwotsi shatk'ayere, ipetso b́ be'erawo ooritwo, ááshtsonwere b́daneraniye ooritwo eegor aaliye.
280a1b0081	Eshe taa t'alwotse itsh tkeewirwo, it sháánatse keewwere, shashikon it shishtso dambaan tuuts beyok waaŕ sháánatse daniwere.
280a1c0084	Meets úd'oniyere beshar kash úd'o falraw ashuwotsi shatk'ayere, maniyere kashonat meetson gahanem tawots juwo falitu Ik'o sharere.
280a1d0087	Dimbiti gitwots santim múk'wotsn kemefoshná? Wotowa eree, daritstso it nih bí eekerawon, dimbiti ikú datsatse fed'arr ooreratsanee.
280a1e0028	It konmo dab it took s'ironwor taawekee.
280a1f0054	Eshe it dimbiti aywotsiyere bogts k'awntsetswotsi itwottsotse b́ jamon shatk'ayere.
280a200066	«Ash shinatse tjangosh gaw wotitu jametswotssh, taawere darotse fa'o tnih shinatse bísh gaw wotitwe.
280a21004d	Ash shinatse taan haalitu jamwotsi taawere darotstso tnih shinatse haalitwee.
280a220051	«Taa twaa, jeeno datsats doosh ark'aye itsha, taa kes'a bako jeeno dek'waratsee.
280a230066	Taa twaa, nungush na'o b́ nihats, mááts na'ú bi indats, naayo máátsu bi awats, k'alewo tuzishee.
280a24003c	Mansh ashosh balangarwots b́ took maa ashuwotsiye bowotiti.
280a25008e	Taayere bogo b́ indi wee b́nihi shunetwo, tik wotosh falratse, taayere bogo b́ nungush na'onat b́ máátsna'ú shunetwo tik woto falratse.
280a260044	B́ took mask'aliyo kurde tshuutso sha'erawo asho tik woto falratse.
280a270060	B́ kashu kashiyosh geyiru jamo bin t'afitwe, b́ kashu t jangosh t'afitu jamonmó bin kashitwe.
280a280045	Itn dek'etwo taan deketwe, taano dek'etwo taan woshtso Aabi dek'etwe.
280a29007a	Nebiyiyo nebiyi shútson dek'etwo nebiyi k'awntso daatsitwe, kááwo kááwi shútson dek'etwo kááwi k'awntso daatsitwe.
280a2a0089	Arikoniye itsh tietiri, t danif b́wottsatse tuutson, múk'anotsitse ikosh aats ak'o ik brc'k'o dab imetu asho b́ k'awntso t'ud'atsee.»
280b010088	Iyesus tzazihanotsi b́ danif tatse gitwotssh b́ imihakon manoki beyok man k'azk'rat bíyok karnts kitwotsitse nabonat daniyosh bíami.
280b02005c	Gupfo Yohans tipi mootse b́ befere, Krstos fino b́shishtsotse b́ danif k'atswotsi woshat,
280b030050	«Weetwe eteetso neenemó? K'osho koronó?» err Iyesusi bo aatitwok'o b́woshi.
280b04005c	Iyesuswere hank'o ett boosh bíaaniy, «Amr it bek'tsonat it shishts jamo Yohanssh keewwere.
280b0500a9	Hambe! dogwots bek'irunee, shokltswots káwdek't sha'irune, een shodetswots s'ayinirune, waazdoogwots shishirune, k'irtswots tuwirune, t'owwtssh doo shishiyo nabeyirwee,
280b060023	T jangosh t'arat'arerawo deereke.»
280b0700ad	Yohans woshtswots bo amiyakon, Iyesus Yohans jango hank'o ett ashuwotssh keewo dek't b́tuu, «Aab eeg s'iiloshe woorwomants keshat it weyi? Jongi giwshirw elto s'iilisheya?
280b080081	Andoor eeg bek'ishe kesh itweyi? Sheeng tah tahdek'ts asho s'iilisheya? Sheeng tah tahtswotsiyere naash naashi mootsne bo fa'oni.
280b090066	Eshe, eegoshe it keshi? Nebiyo bek'isheya? Ee, dab nebiyiwoniyere ayidek't bogo bek'ishe etirwe itsha.
280b0a0070	Bíye ‹Hambe, n shin shinatse sha'arr, n weerindo k'anitwo t woshtso n shinats woshitwe› ett guut'etsok'one.
280b0b0088	Arikon itsh etirwe, máátswots boshuuts ashotse gupfo Yohansiyere bogo tuuratse, ernmó dari mengstotse ayidek't muk'efo bíyere bogfe.
280b0c0089	Gupfo Yohans dúúrtson tuut hambetsish b́borfetso dari mengstu ayidek'atniye biingifniyeyiri, kup'shde maak'oritwotsmó bin daatsitune.
280b0d0064	«Nebiyi jamwots boimts danonat Muse kishatse imets nemo gupfo Yohansok b́borfetso bek'on keewrnee.
280b0e0058	Eshe bo bokeewtso dek'osh ekitute wotiyal, weetwe eteetso Eliyas hambe, bíhe Yohansiye.
280b0f001a	K'ebet waaz detstso k'ewe!
280b10006a	«Ernmó dúranatsi ashuwotsi egontoniya arede t s'ileti k'úúna? Shiratse bedek't botohwotsi s'eegfetst,
280b110061	‹Turaro itsh fugronee duuwatste! no jawernowere epo k'azrtee!› etiru nana'úwotsiye boariyee.
280b120089	Mank'o gupfo Yohans b́woor mááyo b́marwonat woyini bíro b́úyawo b́waare, ‹Hanwo Fo'erawoniye bíatsotse fa'oni!› bísh boeti.
280b1300bf	Ash na'o ando mafetst, úshfetst b́waare, ‹Hanwo! jaaletsonat weyini ushkee, t'ilsh ko'ifuuwotsnat morretswots kod'i ashe!› boeti. Wotowa bako dani telefu arik bwoto b́danet b finone.»
280b140087	Manats dabt Iyesus k'osh kitwotsiyere bogo ay adits keewwotsi b́ fints kitwots, naandrone boerawotse hank'o ett wok'aso dek't b́tuwi,
280b1500eb	«Indowe neesha Korazine! Indowe neesha Betesayide! ititse k'aleets aditswots, T'irositsnat Sidon kitwotsitse k'alere wotink'ere manoke beyat teshts ashuwots shiyani taho tahde'er tulo boats buh de'er yoots naandrone etank'ne b́teshi!
280b160057	Mansh eshe angshi aawots, itiyere T'irosnat Sidonitse teshtswotsko fayo ketitwe etirwe.
280b1700c1	Neewere K'frnahome!, darots n borfetso dambaan tuwo geefiya? Si'olits oot'etune! n gitsotse k'aleets aditsanotsi, Sidonitse k'alere wotink'ere kitman b t'afrawon hambetsish beyank'aniye bteshi!
280b180066	Ari keewhanatse tuutsone neesh tkeewiri, angshi aawots Sedomi fayet fayo neen fayetwoniyere ketefee!»
280b19008f	Manoor Iyesus hank'owa bíet «Daronat datsonsh doonzo nihono! keewan dantswotsnat t'iwintsitwotssh aatsat danawwotssh n kitstsotse neen udere,
280b1a0025	Ee! nihono! han k'alo n shuno wotere.
280b1b00af	Tnih jamkeewo taash imre, nihoniyere okoon naayo dantso konwor aaliye. Mank'o naayo niyere okoon niho dantso konwor aaliye, naayo b́kitsiyalabako konúwor niho dano falratse.
280b1c006d	«It angifinon maawtswotso! kuronweree itats b́mangts jamwots t maants woore! taawere kashdek'o itsh imetwe.
280b1d0087	T k'ambariyo itats kurde'eree, tiatsnowere s'iilr dande'ere, taa dingatonat ttooko dashan detsk taane, it kashush kashdek'o daatsitute.
280b1e0034	T k'ambaryonúwere kic'iratse, t kuronweree ketee.»
280c010099	Iyesus manoori sanbati aawon sndeyi taari taalotsna b́beshefere b́tesh, b́ danifwots k'ak'wtsat boteshtsotse sndeyi motso k'ut'dek't moo dek't botuwi.
280c020075	Ferisawino eteefwots man bek't Iyesussh, «S'iile! n danifwots sanbati aawon k'alk'ayere eteetso bo k'aliri!» boeti.
280c03007d	Iyesuswere boosh hank'o bíet, «Dawitnat bínton teshts ashuwots k'ak'at boteshor Dawit b́ k'altso b́jamon nababeratsteya?
280c040083	Bí Ik'o moots kindt kahniwotsiyere okoon bín wotowa bínton teshtswotsi wotowa bomarawok'o nemon baziyetso, S'ayin tusho b́meyi.
280c05009e	Ando kahniwots sanbati aawon Ik' mootse finefetsr sanbati niwo bokimshor naand wotar boats b́tawerawok'o Muse weeron imetso nemotse guut'etso nababeratsteya?
280c060041	S'uznmó Ik' mooniyere bogo hambe! hanoke b́fa'oni etirwe itsha.
280c0700a5	Ando aani ‹Taa t geyirwo mhretiya bako woshaliyee› etiru mas'aafi keewirwo eeg b́ wottsok'o it t'iwintsink'ere morro deshaw ashuwotsats angshrawnk'tee b́teshi.
