010000000e	Kĩambĩrĩria
01051d009c	Nake agĩgatua Nuhu, akiuga atĩrĩ, “Nĩarĩtũhooragĩria ruo rwa wĩra na mĩnoga ya moko maitũ rĩrĩa tũkũrĩma, tondũ Jehova nĩarumire thĩ.”
01051e00a6	Thuutha wa Nuhu gũciarwo-rĩ, Lameku agĩtũũra muoyo mĩaka ĩngĩ magana matano na mĩrongo kenda na ĩtano, na akĩgĩa na ciana ingĩ cia aanake na cia airĩtu.
01051f0081	Mĩaka yothe ĩrĩa Lameku aatũũrire muoyo yarĩ mĩaka magana mũgwanja na mĩrongo mũgwanja na mũgwanja, agĩcooka agĩkua.
010520006c	Nuhu aakinyia ũkũrũ wa mĩaka magana matano-rĩ, akĩgĩa na ariũ ake na nĩo Shemu, na Hamu na Jafethu.
010601004b	Rĩrĩa andũ maambĩrĩirie kũingĩha thĩ na magĩciarĩrwo airĩtu-rĩ,
0106020067	ariũ a Ngai makĩona atĩ airĩtu a andũ maarĩ athaka, nao makĩhikia o ũrĩa mũndũ ethuuragĩra.
01060300bb	Nake Jehova akiuga atĩrĩ, “Roho wakwa ndegũtũũra agianaga na mũndũ nginya tene, tondũ mũndũ nĩ wa gũkua; matukũ make marĩkoragwo marĩ mĩaka igana na mĩrongo ĩĩrĩ.”
01060400ed	Na rĩrĩ, matukũ-inĩ macio, o na thuutha ũcio, rĩrĩa Anefili matũũraga gũkũ thĩ, nĩrĩo ariũ a Ngai maakomire na airĩtu a andũ na magĩciara ciana nao. Ciana icio nĩcio ciarĩ njamba cia tene na andũ arĩa maarĩ igweta.
0106050089	Jehova akĩona ũrĩa waganu wa andũ waingĩhĩte gũkũ thĩ, na atĩ merirĩria ma meciiria ma ngoro ciao maarĩ mooru hĩndĩ ciothe.
010606006d	Jehova akĩnyiitwo nĩ kĩeha nĩ ũndũ wa kũũmba mũndũ gũkũ thĩ, na ngoro yake ĩkĩiyũrwo nĩ ruo.
01060700f0	Nĩ ũndũ ũcio Jehova akiuga atĩrĩ, “Nĩngũniina andũ, o arĩa niĩ ndombire, mathire kuuma thĩ, andũ na nyamũ, na ciũmbe iria ithiiagĩra thĩ, o na nyoni cia rĩera-inĩ, nĩgũkorwo ndĩ na kĩeha nĩ ũndũ wa gũciũmba.”
0106080030	No Nuhu agĩĩtĩkĩrĩka maitho-inĩ ma Jehova.
0106090085	Ũyũ nĩguo ũhoro wa Nuhu. Nuhu aarĩ mũndũ mũthingu, ũtaarĩ na ũcuuke kũrĩ andũ a hĩndĩ yake, na nĩatwaranaga na Ngai.
01060a003b	Nuhu aarĩ na ariũ atatũ: nĩo Shemu, na Hamu na Jafethu.
01060b0055	Thĩ nayo yarĩ thũku maitho-inĩ ma Jehova na yaiyũrĩtwo nĩ maũndũ ma ũhinya.
01060c0064	Ngai nĩonire ũrĩa thĩ yathũkĩte, nĩgũkorwo andũ othe a thĩ nĩmathũkĩtie mĩthiĩre yao.
01060d00d3	Nĩ ũndũ ũcio Jehova akĩĩra Nuhu atĩrĩ, “Nĩnduĩte itua kũniina andũ aya othe, nĩgũkorwo thĩ nĩ ĩiyũrĩtwo nĩ maũndũ ma ũhinya nĩ ũndũ wao. Ti-itherũ nĩngũmaniinanĩria hamwe na thĩ.
01060e0089	Nĩ ũndũ ũcio-rĩ, wĩyakĩre thabina ya mĩtĩ ya mĩthithinda; na ũthondeke tũnyũmba thĩinĩ, na ũmĩhake rami thĩinĩ na nja.
01060f00bf	Na ũkũmĩaka ũũ: Ũraihu wa thabina ũkorwo ũrĩ buti magana mana na mĩrongo ĩtano, na wariĩ wa buti mĩrongo mũgwanja na ithano na buti mĩrongo ĩna na ithano, kũraiha na igũrũ.
01061000bc	Ũmĩgite igũrũ, no ũtigie buti ĩmwe na nuthu mwena wa igũrũ wa thingo. Wĩkĩre mũrango mwena-inĩ wa thabina, na ũmĩake ĩrĩ na ngoroba ya thĩ, na ya gatagatĩ, na ya igũrũ.
01061100c6	Nĩngũrehe mũiyũro wa maaĩ gũkũ thĩ wa kũniina kĩndũ gĩothe kĩrĩ muoyo gũkũ thĩ, kĩũmbe o gĩothe kĩrĩ na mĩhũmũ ya muoyo thĩinĩ wakĩo. Indo ciothe irĩ thĩ nĩikũniinwo.
0106120081	No nĩngũthondeka kĩrĩkanĩro nawe. Wee nĩũgatoonya thabina, wee mwene na ariũ aku na mũtumia waku, na atumia a ariũ aku.
010613009e	Ningĩ nĩũkaingĩria ciũmbe cia mĩthemba yothe thĩinĩ wa thabina, o mũthemba ciũmbe igĩrĩ, wa njamba na wa nga, nĩguo itũũre muoyo, o hamwe nawe.
0106140099	O mũthemba wa nyoni, na o mũthemba wa nyamũ ciothe na ciũmbe ciothe iria ithiiagĩra thĩ, nĩigooka kũrĩ we igĩrĩ igĩrĩ nĩguo itũũre muoyo.
010615005c	Nĩũkamaatha mĩthemba yothe ya irio iria irĩĩagwo, ũciige irĩ irio ciaku na ciacio.”
010616003f	Nuhu agĩĩka maũndũ mothe o ta ũrĩa Ngai aamwathĩte eeke.
0107010093	Ningĩ Jehova akĩĩra Nuhu atĩrĩ, “Toonya thabina thĩinĩ, wee na nyũmba yaku yothe, tondũ nĩnyonete ũrĩ mũthingu rũciaro-inĩ rũrũ.
01070200c5	Na ũtoonye thĩinĩ na nyamũ mũgwanja mũgwanja cia mĩthemba yothe ĩrĩa ĩtarĩ thaahu, o njamba na nga yayo, na igĩrĩ igĩrĩ cia mĩthemba yothe ĩrĩa ĩrĩ thaahu, o njamba na nga yayo,
0107030093	o na ningĩ ũtoonye na nyoni mũgwanja mũgwanja cia mĩthemba yothe, o njamba na nga yayo, nĩgeetha mĩthemba yacio ĩtũũrio muoyo thĩ yothe.
01070400b7	Thikũ mũgwanja kuuma rĩu, nĩnguuria mbura, yure gũkũ thĩ matukũ mĩrongo ĩna mũthenya na ũtukũ, na niine ciũmbe ciothe iria irĩ muoyo iria niĩ ndombire, ithire thĩ.”
010705003a	Nake Nuhu agĩĩka ũrĩa wothe Mwathani aamwathĩte eeke.
0107060058	Nuhu aarĩ na mĩaka magana matandatũ rĩrĩa mũiyũro ũcio wa maaĩ waiyũrire thĩ.
0107070073	Nake Nuhu na ariũ ake na mũtumia wake na atumia a ariũ ake magĩtoonya thabina morĩre mũiyũro ũcio wa maaĩ.
0107080076	Nyamũ igĩrĩ igĩrĩ iria itarĩ thaahu na iria irĩ thaahu cia nyoni o na cia ciũmbe ciothe iria ithiiagĩra thĩ,
010709005b	njamba na nga-rĩ, igĩũka kũrĩ Nuhu igĩtoonya thabina, o ta ũrĩa Ngai aathĩte Nuhu.
01070a0044	Na thuutha wa matukũ mũgwanja mũiyũro wa maaĩ ũkĩiyũra thĩ.
01070b00fe	Na rĩrĩ, mũthenya wa ikũmi na mũgwanja, mweri wa keerĩ, mwaka ũrĩa Nuhu akinyirie mĩaka magana matandatũ-rĩ, mũthenya ũcio nĩguo ithima cia maaĩ ciothe cia kũrĩa kũriku ciatuthũkire, nacio ihingo cia mũiyũro wa igũrũ ikĩhingũrwo.
01070c0044	Nayo mbura ĩkiura thĩ matukũ mĩrongo ĩna, mũthenya na ũtukũ.
01070d0092	Mũthenya o ro ũcio nĩguo Nuhu na ariũ ake, Shemu, na Hamu na Jafethu, hamwe na mũtumia wake na atumia a ariũ ake atatũ maatoonyire thabina.
01070e0123	Nao maarĩ na mĩthemba yothe ya nyamũ cia gĩthaka, o nyamũ kũringana na mũthemba wayo, na mahiũ mothe kũringana na mĩthemba yamo, na ciũmbe ciothe iria ithiiagĩra thĩ kũringana na mĩthemba yacio, na nyoni ciothe kũringana na mĩthemba yacio, na kĩndũ gĩothe kĩrĩ mathagu.
01070f0064	Ciũmbe ciothe iria irĩ mĩhũmũ ya muoyo igĩũka kũrĩ Nuhu igĩtoonya thabina igĩrĩ igĩrĩ.
01071000ac	Nyamũ iria ciatoonyire thĩinĩ ciarĩ njamba na nga cia mĩthemba yothe ya indo iria irĩ muoyo, o ta ũrĩa Ngai aathĩte Nuhu. Nake Jehova akĩmũhingĩrĩria thĩinĩ.
01071100c4	Handũ ha matukũ mĩrongo ĩna, mũiyũro ũcio ũgĩthiĩ na mbere kuongerereka thĩ, na o ũrĩa maaĩ macio maingĩhaga makĩoya thabina ĩyo na igũrũ mũno na ĩkĩreera igũrũ rĩa maaĩ.
0107120067	Maaĩ macio makĩambatĩra na makĩongerereka mũno gũkũ thĩ, nayo thabina ĩkĩreera maaĩ igũrũ.
010713008f	Maaĩ macio makĩambatĩra mũno igũrũ wa thĩ, nacio irĩma ciothe iria ndaaya na igũrũ gũkũ mũhuro wa matu guothe ikĩhumbĩrwo nĩmo.
0107140051	Maaĩ macio maambatire makĩhumbĩra irĩma na makĩria ma buti mĩrongo ĩĩrĩ.
01071500a6	Kĩndũ gĩothe kĩarĩ muoyo na gĩathiiaga gũkũ thĩ gĩgĩkua, nyoni, na mahiũ na nyamũ cia gĩthaka, na ciũmbe ciothe iria ciahunjĩte thĩ, o na andũ othe.
0107160066	Kĩndũ gĩothe kĩarĩ thĩ nyũmũ na kĩarĩ na mĩhũmũ ya muoyo maniũrũ-inĩ makĩo gĩgĩkua.
01071700f5	Kĩndũ gĩothe kĩarĩ muoyo gũkũ thĩ guothe gĩkĩniinwo biũ; andũ na nyamũ na ciũmbe iria ithiiagĩra thĩ na nyoni cia rĩera-inĩ ikĩniinwo ciothe gũkũ thĩ. No Nuhu watigarire hamwe na andũ arĩa maarĩ nake thĩinĩ wa thabina.
0107180052	Maaĩ macio magĩikara mahumbĩrĩte thĩ matukũ igana rĩmwe na mĩrongo ĩtano.
01080100d5	No rĩrĩ, Ngai nĩaririkanire Nuhu o hamwe na nyamũ ciothe cia gĩthaka o na mahiũ marĩa mothe aarĩ namo thĩinĩ wa thabina, na agĩtũma rũhuho rũhurutane gũkũ thĩ, namo maaĩ makĩambĩrĩria kũhũa.
010802006b	Nacio ithima cia kũrĩa kũriku na ihingo cia mũiyũro wa igũrũ ikĩhingwo, nayo mbura ĩgĩtiga kuura.
010803008b	Namo maaĩ magĩthiĩ makĩhũũaga, magĩthiraga thĩ. Thuutha wa matukũ igana na mĩrongo ĩtano-rĩ, maaĩ magĩkorwo manyihanyiihĩte,
010804006b	naguo mũthenya wa ikũmi na mũgwanja wa mweri wa mũgwanja, thabina ĩkĩrũgama irĩma-inĩ cia Ararati.
01080500a6	Maaĩ macio magĩthiĩ na mbere na kũhũa o nginya mweri wa ikũmi, na mũthenya wa mbere wa mweri wa ikũmi-rĩ, tũcũmbĩrĩ twa irĩma tũkĩambĩrĩria kuoneka.
010806005b	Na thuutha wa matukũ mĩrongo ĩna, Nuhu akĩhingũra ndirica ĩrĩa aakĩte thabina-inĩ,
010807007b	na akĩrekereria ihuru na nja, narĩo rĩgĩtũũra rĩũmbũkaga kũndũ na kũndũ o nginya rĩrĩa maaĩ maahũire thĩ.
0108080052	Ningĩ akĩrekereria ndutura ĩthiĩ ĩkarore kana maaĩ nĩmahũĩte gũkũ thĩ.
01080900e3	No ndutura ĩyo ndĩonire handũ ha kũũmba tondũ thĩ yothe yaiyũrĩtwo nĩ maaĩ; nĩ ũndũ ũcio ĩgĩcooka thabina-inĩ kũrĩ Nuhu. Nake agĩtambũrũkia guoko akĩmĩoya, akĩmĩtoonyia thabina thĩinĩ kũu we aarĩ.
01080a006b	Ningĩ agĩeterera matukũ mangĩ mũgwanja, na maathira akĩrekereria ndutura rĩngĩ yume nja ya thabina.
01080b00b6	Rĩrĩa ndutura ĩyo yamũcookereire hwaĩ-inĩ-rĩ, yakuuĩte ithangũ rĩa mũtamaiyũ na mũkanye wayo, rĩatuĩtwo o hĩndĩ ĩyo! Nuhu agĩkĩmenya atĩ maaĩ nĩmahũĩte thĩ.
01080c008c	Nuhu agĩeterera matukũ mangĩ mũgwanja, agĩcooka akĩrekereria ndutura ĩyo yume nja rĩngĩ, no hĩndĩ ĩno ndĩigana kũmũcookerera.
01080d0102	Na rĩrĩ, mũthenya wa mbere, mweri wa mbere wa mwaka ũrĩa Nuhu akinyirie mĩaka magana matandatũ na ũmwe-rĩ, mũthenya ũcio nĩguo maaĩ maahũire biũ gũkũ thĩ. Nake Nuhu akĩeheria kĩrĩa kĩagitĩte thabina, agĩkĩona atĩ thĩ nĩyaniarĩte.
01080e0067	Gũgĩkinya mũthenya wa mĩrongo ĩĩrĩ na mũgwanja wa mweri wa keerĩ-rĩ, thĩ nĩyaniarĩte biũ.
01080f0022	Ningĩ Ngai akĩĩra Nuhu atĩrĩ,
0108100040	“Uma thabina, wee na mũtumia waku, na ariũ aku na atumia ao.
01081100c3	Hingũrĩra mĩthemba yothe ya ciũmbe iria irĩ muoyo icio ũrĩ nacio: irĩ nyoni, na nyamũ, na ciũmbe iria ithiiagĩra thĩ, nĩgeetha ciongerereke thĩ, na iciarane cingĩhe gũkũ thĩ.”
0108120061	Nĩ ũndũ ũcio Nuhu akiuma thabina hamwe na ariũ ake, na mũtumia wake, na atumia a ariũ ake.
01081300a6	Nyamũ ciothe na ciũmbe ciothe iria ithiiagĩra thĩ, na nyoni ciothe, na kĩndũ o gĩothe gĩthiiagĩra gũkũ thĩ, ciothe cikiuma thabina, mũthemba o mũthemba.
01081400a3	Nake Nuhu agĩakĩra Jehova kĩgongona, na akĩoya nyamũ imwe cia iria ciothe itarĩ thaahu, na nyoni iria itarĩ thaahu, akĩrutĩra Ngai igongona rĩa njino ho.
0108150135	Nake Jehova agĩkenio nĩ mũtararĩko ũcio, akiuga atĩrĩ na ngoro yake: “Ndirĩ hĩndĩ ngaacooka kũruma thĩ rĩngĩ nĩ ũndũ wa mũndũ, o na gũtuĩka merirĩria ma ngoro yake nĩ mooru kuuma ũnini-inĩ wake. Na ndirĩ hĩndĩ ngaacooka kũniina ciũmbe ciothe iria irĩ muoyo ta ũguo njĩkĩte.
01081600ca	“Mahinda mothe marĩa thĩ ĩgũtũũra-rĩ, kũrĩkoragwo na hĩndĩ ya kũhaanda na ya magetha, na hĩndĩ ya heho na ya ũrugarĩ, na hĩndĩ ya themithũ na ya gathano, na mũthenya na ũtukũ.”
0109010070	Hĩndĩ ĩyo Ngai akĩrathima Nuhu na ariũ ake, akĩmeera atĩrĩ, “Ciaranai na mũingĩhe na mũiyũre thĩ.
01090200cb	Nyamũ ciothe cia thĩ, na nyoni cia rĩera-inĩ, ciothe nĩ irĩmwĩtigagĩra na imakage nĩ inyuĩ, ciũmbe ciothe iria ithiiagĩra thĩ, na thamaki ciothe cia iria-inĩ; nĩndacineana moko-inĩ manyu.
01090300be	Kĩndũ gĩothe gĩtũũraga muoyo na gĩthiiaga-rĩ, gĩgũtuĩka irio cianyu. O ta ũrĩa ndamũheire mĩmera ĩrĩa mĩruru mũrĩĩage, rĩu nĩ ndamũhe indo ciothe ituĩke irio cianyu.
010904004e	“No rĩrĩ, mũtikanarĩe nyama irĩ na thakame, tondũ thakame nĩyo muoyo.
01090500c8	Na ti-itherũ nĩngarĩhanĩria gũitwo gwa thakame yanyu. Ndĩmĩrĩhanĩrie o na kuuma kũrĩ nyamũ o na ĩrĩkũ. Nake mũndũ angĩita thakame ya mũndũ ũngĩ, o nake nĩakarĩhio thakame ĩyo.
0109060094	“Mũndũ o wothe ũgaita thakame ya mũndũ ũngĩ, thakame yake o nayo ĩgaitwo nĩ mũndũ; nĩgũkorwo Ngai ombire mũndũ na mũhianĩre wake.
010907004d	No inyuĩ-rĩ, ciaranai na mũingĩhe; muongerereke thĩ na mũiyũre kuo.”
0109080035	Ningĩ Ngai akĩĩra Nuhu hamwe na ariũ ake atĩrĩ,
0109090069	“Rĩu niĩ nĩngũthondeka kĩrĩkanĩro gĩakwa na inyuĩ, na njiaro cianyu iria igooka thuutha wanyu,
01090a00d7	o na hamwe na kĩũmbe gĩothe kĩrĩ muoyo kĩa iria mũraarĩ nacio; nĩcio nyoni, na mahiũ o na nyamũ cia gĩthaka ciothe iria cioimire thabina hamwe na inyuĩ, ici nĩcio ciũmbe ciothe irĩ muoyo gũkũ thĩ.
01090b00c1	Nĩndathondeka kĩrĩkanĩro gĩakwa na inyuĩ: Gũtirĩ hĩndĩ ĩngĩ muoyo wothe ũkaaniinwo na mũiyũro wa maaĩ; gũtirĩ hĩndĩ ĩngĩ gũkaagĩa mũiyũro wa maaĩ wa kũniina thĩ.”
01090c00d2	Ningĩ Ngai akiuga atĩrĩ, “Gĩkĩ nĩkĩo kĩmenyithia gĩa kĩrĩkanĩro kĩrĩa ndĩrarĩkanĩra na inyuĩ na ciũmbe ciothe irĩ muoyo irĩ hamwe na inyuĩ, kĩrĩkanĩro kĩa njiarwa ciothe iria igooka:
01090d0083	Nĩndekĩra mũkũnga-mbura wakwa matu-inĩ, na nĩguo ũgũtuĩka kĩmenyithia gĩa kĩrĩkanĩro gatagatĩ gakwa na andũ a thĩ.
01090e0063	Hĩndĩ ĩrĩa yothe ngaarehe matu igũrũ rĩa thĩ, naguo mũkũnga-mbura woneke matu-inĩ macio,
01090f00d2	nĩndĩĩririkanaga kĩrĩkanĩro gĩakwa gatagatĩ kanyu na niĩ, na gatagatĩ ga ciũmbe cia mĩthemba yothe iria itũũraga muoyo. Gũtirĩ hĩndĩ ĩngĩ maaĩ magatuĩka mũiyũro wa kũniina mĩoyo yothe.
01091000dc	Rĩrĩa rĩothe mũkũnga-mbura ũrĩonekaga itu-inĩ-rĩ, ndĩĩwonaga ngaririkana kĩrĩkanĩro kĩrĩa gĩa gũtũũra nginya tene gatagatĩ ka Ngai na ciũmbe cia mĩthemba yothe iria itũũraga muoyo gũkũ thĩ.”
01091100b2	Nĩ ũndũ ũcio Ngai akĩĩra Nuhu atĩrĩ, “Gĩkĩ nĩkĩo kĩmenyithia gĩa kĩrĩkanĩro kĩrĩa ndathondeka gatagatĩ gakwa na kĩndũ gĩothe kĩrĩ muoyo gũkũ thĩ.”
0109120068	Ariũ a Nuhu arĩa moimire thabina maarĩ Shemu, na Hamu na Jafethu. (Hamu nĩwe warĩ ithe wa Kaanani).
010913006b	Acio atatũ nĩo maarĩ ariũ a Nuhu, na kuuma kũrĩ o gũkiuma andũ arĩa othe maahurunjirwo thĩ yothe.
010914003e	Nuhu aarĩ mũrĩmi, na nĩahaandire mũgũnda wa mĩthabibũ.
010915006a	Rĩrĩa aanyuire ndibei ya mĩthabibũ ĩyo, akĩrĩĩo, na agĩkoma thĩinĩ wa hema yake atehumbĩrĩte.
0109160060	Hamu, ithe wa Kaanani, nĩonire njaga ya ithe, na akĩĩra ariũ a nyina eerĩ arĩa maarĩ nja.
01091700bc	No Shemu na Jafethu makĩoya nguo makĩigĩrĩra ciande; magĩthiĩ na kĩĩhutaatĩ, makĩhumbĩra njaga ya ithe. Mothiũ mao maahũgũkĩte na kũngĩ nĩguo matikoone njaga ya ithe wao.
010918005c	Rĩrĩa Nuhu aarĩĩũkirwo na akĩmenya ũrĩa mũriũ wake ũrĩa mũnini aamwĩkĩte-rĩ,
0109190072	akiuga atĩrĩ, “Kaanani aronyiitwo nĩ kĩrumi! Agaatuĩka ngombo ya kũhinyĩrĩrio biũ nĩ ariũ a nyina.”
01091a0063	Ningĩ akiuga atĩrĩ, “Jehova arogaathwo, o we Ngai wa Shemu! Kaanani arotuĩka ngombo ya Shemu.
01091b006f	Ngai aroaramia mĩhaka ya Jafethu; Jafethu arotũũra hema-inĩ cia Shemu, na Kaanani arotuĩka ngombo yake.”
01091c006c	Thuutha wa mũiyũro wa maaĩ gũthira-rĩ, Nuhu aatũũrire muoyo mĩaka magana matatũ na mĩrongo ĩtano.
01091d006b	Mĩaka yothe ĩrĩa Nuhu aatũũrire muoyo yarĩ mĩaka magana kenda na mĩrongo ĩtano, agĩcooka agĩkua.
010a010087	Ũyũ nĩguo ũhoro wa njiarwa cia Nuhu, nĩo Shemu, na Hamu, na Jafethu, arĩa o ene maagĩire na ariũ thuutha wa mũiyũro wa maaĩ.
010a020062	Ariũ a Jafethu nĩ aya: Gomeri, na Magogu, na Madai, na Javani, na Tubali, na Mesheki, na Tirasi.
010a03003c	Ariũ a Gomeri nĩ aya: Ashikenazu, na Rifathu, na Togarima.
010a040048	Ariũ a Javani nĩ aya: Elishahu, na Tarishishi, na Kitimu, na Rodanimu.
010a0500b2	(Kuuma kũrĩ o gũkiuma andũ arĩa matũũraga ndwere-inĩ cia iria, o andũ na rũgongo rwao kũringana na mĩhĩrĩga yao, mabũrũri-inĩ mao, na o andũ na rũthiomi rwao.)
010a060043	Nao ariũ a Hamu nĩ aya: Kushi, na Miziraimu, na Putu, na Kaanani.
010a070072	Ariũ a Kushi nĩ aya: Seba, na Havila, na Sabita, na Raama, na Sabiteka. Nao ariũ a Raama nĩ: Sheba, na Dedani.
010a080063	Kushi nĩwe warĩ ithe wa Nimurodi, ũrĩa wakũrire agĩtuĩka njamba ya hinya ya ita gũkũ thĩ.
010a090086	Aarĩ mũguĩmi warĩ hinya mbere ya Jehova; na nĩkĩo kwĩragwo atĩrĩ, “O ta Nimurodi, mũguĩmi ũrĩ hinya mbere ya Jehova.”
010a0a005f	Matũũra ma mbere ma ũthamaki wake maarĩ Babeli, na Ereku, na Akadi na Kaline, kũu Shinaru.
010a0b0080	Kuuma bũrũri ũcio wa Shinaru agĩthiĩ bũrũri wa Ashuri, nakuo kũu agĩaka matũũra ma Nineve, na Rehobothu-Iru, na Kala,
010a0c005c	na Reseni, itũũra rĩrĩ gatagatĩ ka Nineve na Kala; rĩu nĩrĩo rĩarĩ itũũra inene.
010a0d004e	Nake Miziraimu nĩwe warĩ ithe wa Aludi, na Aanami, na Alehabi, na Anafituhi,
010a0e004b	na Apathirusi, na Akasuluhi (Afilisti moimire kuuma harĩ o), na Akafitori.
010a0f0040	Kaanani nĩwe warĩ ithe wa Sidoni irigithathi rĩake, na Ahiti,
010a100025	na Ajebusi, na Aamori, na Agirigashi,
010a11001f	na Ahivi, na Ariki, na Asiniti,
010a12005b	na Aarivadi, na Azemari, na Ahamathi. Thuutha ũcio mĩhĩrĩga ya Kaanani ĩkĩhurunjũka,
010a13008c	mĩhaka ya Akaanani yoimĩte Sidoni ĩrorete Gerari ĩgakinya Gaza, ningĩ ĩkarora Sodomu, na Gomora, na Adima, na Zeboimu, o nginya Lasha.
010a140072	Acio nĩo ariũ a Hamu kũringana na mĩhĩrĩga yao, na thiomi ciao, marĩ ngʼongo ciao, na mabũrũri-inĩ mao.
010a1500a3	Shemu o nake nĩaciarĩirwo ariũ ake. Mũrũ wa nyina na Shemu ũrĩa warĩ mũkũrũ eetagwo Jafethu. Shemu nĩwe warĩ ithe wa rũruka ruothe rwa ariũ a Eberi.
010a16004b	Ariũ a Shemu nĩ aya: Elamu, na Ashuri, na Arafakasadi, na Ludi, na Aramu.
010a170040	Nao ariũ a Aramu nĩ aya: Uzu, na Hulu, na Getheru, na Mesheki.
010a180046	Arafakasadi nĩwe warĩ ithe wa Shela, nake Shela aarĩ ithe wa Eberi.
010a190089	Eberi nake nĩaciarĩirwo ariũ eerĩ: Ũmwe eetagwo Pelegu, tondũ hĩndĩ yake thĩ nĩyagayũkanire; mũrũ wa nyina eetagwo Jokitani.
010a1a004e	Jokitani nĩwe warĩ ithe wa Alimodadi, na Shelefu, na Hazarimavethu, na Jera,
010a1b0021	na Hadoramu, na Uzali, na Dikila,
010a1c0020	na Obali, na Abimaeli, na Sheba,
010a1d0047	na Ofiri, na Havila, na Jobabu. Acio othe nĩo maarĩ ariũ a Jokitani.
010a1e0083	Rũgongo rũrĩa maatũũraga ruoimĩte Mesha rũgathiĩ rũrorete Sefari, kũu mwena wa irathĩro wa bũrũri ũrĩa ũrĩ irĩma.
010a1f0072	Acio nĩo ariũ a Shemu kũringana na mĩhĩrĩga yao, na thiomi ciao, marĩ ngʼongo ciao na mabũrũri-inĩ mao.
010a2000b0	Ĩyo nĩyo mĩhĩrĩga ya ariũ a Nuhu kũringana na njiaro ciao, marĩ mabũrũri-inĩ mao. Kuuma kũrĩ o, ndũrĩrĩ ikĩhurunjũka thĩ yothe thuutha wa mũiyũro wa maaĩ.
010b010059	Hĩndĩ ĩyo ya tene-rĩ, andũ othe a thĩ maarĩ na rũthiomi rũmwe na mwario o ũmwe.
010b02007a	Na rĩrĩa andũ maathiiaga na mwena wa irathĩro, magĩkinya werũ-inĩ ũrĩa mwaraganu wa Shinaru, na magĩtũũra kuo.
010b030093	Nao makĩĩrana atĩrĩ, “Ũkai tũũmbe maturubarĩ na tũmacine wega.” Magĩtũmĩra maturubarĩ handũ ha mahiga, na rami handũ ha thimiti.
010b0400d4	Ningĩ magĩcooka makiuga atĩrĩ, “Ũkai, rekei twĩyakĩre itũũra inene, rĩna mũthiringo mũraaya na igũrũ, ũkinye o matu-inĩ, nĩgeetha twĩgĩĩre igweta, na nĩguo tũtikaanahurunjwo thĩ yothe.”
010b05005e	No rĩrĩ, Jehova agĩikũrũka oke one itũũra rĩu na mũthiringo ũcio andũ acio maakaga.
010b0600bd	Jehova akiuga atĩrĩ na ngoro yake, “Angĩkorwo na ũndũ wa ũrũmwe wa kwaria rũthiomi rũmwe andũ aya nĩmambĩrĩria gwĩka ũũ-rĩ, gũtirĩ ũndũ makaabanga gwĩka ũkaamarema.
010b07007e	Ũkai, tũikũrũke tũkahĩngĩcanie rũthiomi rwao, nĩgeetha matigacooke kũiguithania mĩario mũndũ na ũrĩa ũngĩ.”
010b080065	Nĩ ũndũ ũcio, kuuma hau Jehova akĩmahurunja thĩ yothe, nao magĩtiga gwaka itũũra rĩu inene.
010b0900a1	Na nĩkĩo itũũra rĩu rĩetirwo Babeli, tondũ nĩkuo Jehova aahĩngĩcanĩirie rũthiomi rwa andũ a thĩ yothe. Kuuma kũu, Jehova akĩmahurunja thĩ yothe.
010b0a00b2	Ũyũ nĩguo ũhoro wa Shemu. Mĩaka ĩĩrĩ thuutha wa mũiyũro wa maaĩ-rĩ, rĩrĩa Shemu aarĩ na ũkũrũ wa mĩaka igana rĩmwe-rĩ, nĩguo aatuĩkire ithe wa Arafakasadi.
010b0b008c	Shemu aatũũrire muoyo mĩaka magana matano thuutha wa gũtuĩka ithe wa Arafakasadi, na akĩgĩa na ciana ingĩ cia aanake na cia airĩtu.
010b0c0056	Nake Arafakasadi aakinyia mĩaka mĩrongo ĩtatũ na ĩtano, agĩtuĩka ithe wa Shela.
010b0d00a0	Na thuutha wa gũtuĩka ithe wa Shela, Arafakasadi agĩtũũra muoyo mĩaka ĩngĩ magana mana na ĩtatũ, na akĩgĩa na ciana ingĩ cia aanake na cia airĩtu.
010b0e0046	Nake Shela aakinyia mĩaka mĩrongo ĩtatũ, agĩtuĩka ithe wa Eberi.
010b0f009a	Na thuutha wa gũtuĩka ithe wa Eberi, Shela agĩtũũra muoyo mĩaka ĩngĩ magana mana na ĩtatũ, na akĩgĩa na ciana ingĩ cia aanake na cia airĩtu.
010b10004f	Nake Eberi aakinyia mĩaka mĩrongo ĩtatũ na ĩna, agĩtuĩka ithe wa Pelegu.
010b1100a4	Na thuutha wa gũtuĩka ithe wa Pelegu, Eberi agĩtũũra muoyo mĩaka ĩngĩ magana mana na mĩrongo ĩtatũ, na akĩgĩa na ciana ingĩ cia aanake na cia airĩtu.
010b120045	Nake Pelegu aakinyia mĩaka mĩrongo ĩtatũ, agĩtuĩka ithe wa Reu.
010b130098	Na thuutha wa gũtuĩka ithe wa Reu, Pelegu agĩtũũra muoyo mĩaka ĩngĩ magana meerĩ na kenda na akĩgĩa na ciana ingĩ cia aanake na cia airĩtu.
010b140050	Nake Reu aakinyia mĩaka mĩrongo ĩtatũ na ĩĩrĩ, agĩtuĩka ithe wa Serugu.
