2800000005	Matej
28090b0082	Pošto su to vidjeli, farizeji upitaju njegove učenike: “Zašto vaš učitelj jede s ubiračima poreza i drugim grešnicima?”
28090c004a	Isus je to čuo, pa reče: “Ne treba liječnik zdravima, nego bolesnima.
28090d008d	Proučite što znači: ‘Draže mi je da ste milosrdni nego da mi prinosite žrtve.’ Jer nisam došao zvati pravednike, već grešnike.”
28090e0082	Jednom dođu k Isusu učenici Ivana Krstitelja te ga upitaju: “Zašto tvoji učenici ne poste kao što postimo mi i farizeji?”
28090f00a6	Isus im odgovori: “Mogu li uzvanici na svadbenoj večeri tugovati dok je mladoženja s njima? Ali doći će dani kada će im ugrabiti mladoženju. Tada će postiti.
280910008b	Nitko ne krpa rupe na staroj odjeći zakrpom od još nesmočena platna. Zakrpa bi se skupila, razvukla tkaninu i napravila još veću rupu.
28091100ae	Ne ulijeva se novo vino u stare mjehove jer bi se raspuknuli. Vino bi se prolilo, a mjehovi uništili. Novo se vino lijeva u nove mjehove. Tako se sačuva i jedno i drugo.”
28091200b5	Dok je još govorio, pristupi mu neki poglavar i padne pred njega ničice klanjajući se. “Kćerka mi je umrla”, reče. “Ali ti dođi i stavi ruku na nju, pa će oživjeti.”
2809130025	Isus pođe s učenicima njegovu domu.
280914006e	Neka žena koja je već dvanaest godina bolovala od krvarenja priđe mu otraga i dotakne skut njegova ogrtača
2809150047	jer je pomislila: “Dodirnem li samo njegovu odjeću, ozdravit ću!”
280916007b	Isus se okrene i spazi ju te joj reče: “Samo hrabro, kćeri! Tvoja te vjera iscijelila.” I žena istoga trena ozdravi.
280917004a	Kad je Isus stigao do poglavarova doma, ugleda bučno mnoštvo i svirače.
2809180055	“Odstupite! Djevojčica nije umrla, nego samo spava!” A oni ga počnu ismijavati.
280919004c	Kad ih je istjerao, Isus uđe k djevojčici i uzme ju za ruku, a ona ustane.
28091a0028	Glas o tome proširio se cijelim krajem.
28091b0064	Kad je Isus odande odlazio, dva slijepca pođu za njime vičući: “Smiluj nam se, sine Davidov!”
28091c0090	Pođu za njim ravno u kuću u kojoj je odsjeo, a Isus ih upita: “Vjerujete li da to mogu učiniti?” “Vjerujemo, Gospodine”, odgovore mu.
28091d0045	Tada im dotakne oči i reče: “Neka vam bude prema vašoj vjeri!”
28091e004e	I oči im se otvore. Isus ih strogo upozori: “Nikome o tomu ne pričajte!”
28091f003d	Ali oni, kad iziđu, prošire glas o njemu po cijelome kraju.
2809200040	Tek što su oni izišli, dovedu mu nijema i opsjednuta čovjeka.
280921007c	Isus istjera zlog duha, a njemak progovori. Mnoštvo se silno čudilo. “Takvo što u Izraelu još nikada nismo vidjeli!”
2809220053	Ali farizeji su govorili: “On izgoni zle duhove pomoću poglavice zlih duhova.”
28092300b1	Isus je putovao po svim gradovima i selima poučavajući u židovskim sinagogama, navješćujući Radosnu vijest o kraljevstvu te iscjeljujući ljude od svake bolesti i nemoći.
280924006b	Sažalilo mu se mnoštvo koje je dolazilo jer su ljudi bili izmučeni i zapušteni poput ovaca bez pastira.
2809250050	“Žetva je vrlo velika, a radnika je tako malo”, reče on svojim učenicima.
280926003f	“Zato molite gospodara da pošalje radnike u svoju žetvu.”
280a01007c	Isus pozvao je sebi dvanaestoricu učenika te ih ovlasti da izgone zle duhove i da iscjeljuju svakovrsne bolesti i slabosti.
280a02007d	Evo imena dvanaestorice apostola: Šimun (zvan i Petar), Andrija (Petrov brat), Jakov (Zebedejev sin), Ivan (Jakovljev brat),
280a03004c	Filip, Bartolomej, Toma, Matej (ubirač poreza), Jakov (Alfejev sin), Tadej,
280a040039	Šimun Kananaj i Juda Iškariotski (koji je izdao Isusa).
280a050045	Isus ih je poslao i uputio ih: “Ne idite poganima ni Samarijancima,
280a060039	već samo izraelskom narodu—Božjim izgubljenim ovcama.
280a07003a	Idite i propovijedajte im da je blizu nebesko kraljevstvo.
280a080071	Iscjeljujte bolesnike i gubavce, uskrisujte mrtve i istjerujte zloduhe. Besplatno ste primili, besplatno i dajte.
280a090039	Ne uzimajte sa sobom zlata, ni srebra, ni mjedi u pojase,
280a0a0059	ni torbu s odjećom i obućom za put, ni štap, jer radnik zaslužuje svoje uzdržavanje.
280a0b0073	Kad god uđete u grad ili selo, potražite dostojna čovjeka pa ostanite kod njega sve dok ne pođete u drugi grad.
280a0c0029	Kad uđete u neku kuću, blagoslovite ju.
280a0d0075	Bude li kuća toga dostojna, neka se na nju spusti vaš mir. Ne pokaže li se dostojnom, neka se vaš mir vrati vama.
280a0e0075	Gdje vas ne prihvate i ne poslušaju što im govorite, otresite s nogu i prašinu iz toga mjesta kad budete odlazili.
280a0f0052	Zaista vam kažem, na Sudnji će dan Sodomi i Gomori biti lakše nego tomu mjestu!
280a100060	Šaljem vas, evo, kao ovce među vukove. Stoga budite mudri kao zmije, a bezazleni kao golubovi.
280a110041	Čuvajte se jer će vas predavati sudu i bičevati po sinagogama.
280a120069	Zbog mene će vas izvoditi pred vladare i kraljeve, da biste njima i poganima mogli posvjedočiti o meni.
280a130062	Ne brinite se što ćete govoriti kad vas predaju sudu jer će vam tada biti dano što da kažete.
280a140045	Nećete govoriti vi—kroz vas će govoriti Duh vašega nebeskog Oca.
280a150070	Brat će brata i otac dijete predavati na smrt. Djeca će se dizati protiv roditelja i predavati ih da ih ubiju.
280a160048	Svi će vas zamrziti zbog mene, ali tko ustraje do kraja, spasit će se.
280a17008c	Kad vas počnu progoniti u jednom gradu, bježite u drugi! Ja, Sin Čovječji, vratit ću se prije nego što obiđete sve izraelske gradove.
280a18004f	Učenik nije veći od svojega učitelja, niti je sluga iznad svojega gospodara.
280a1900aa	Dosta je da učenik dijeli učiteljevu, a sluga gospodarovu sudbinu. Ako su dakle mene, domaćina, nazvali ‘Beelzebulom’, koliko li će onda više vas, moje ukućane?
280a1a0090	Ali ne bojte se onih koji vam prijete. Jer dolazi vrijeme kad će sve što je skriveno biti otkriveno; sve što je tajno čut će se pred svima.
280a1b0078	Što vam sad govorim u tami, vičite po ulicama kad svane dan. Što vam šapćem na uho, vičite s krovova da svi čuju!
280a1c007d	Ne bojte se onih koji mogu ubiti samo tijelo, ali dušu ne mogu! Bojte se Boga koji i dušu i tijelo može uništiti u paklu.
280a1d006f	Ne prodaju li se dva vrapca za novčić, a ipak nijedan od njih ne padne na zemlju bez dopuštenja vašega Oca.
280a1e0025	A vama su izbrojene i vlasi na glavi.
280a1f0040	Stoga se ne bojte! Vi ste mu mnogo vredniji od mnoštva vrabaca.
280a20007c	Tko ovdje na zemlji pred ljudima prizna da pripada meni, za njega ću ja, pred svojim Ocem na nebu, priznati da mu pripadam.
280a210050	Ali onoga koji mene zaniječe na zemlji odreći ću se pred svojim Ocem na nebu.
280a22005b	Nemojte misliti da sam na zemlju došao donijeti mir! Nisam došao donijeti mir, nego mač.
280a23004a	Došao sam rastaviti: ‘sina od oca, kćerku od majke i snahu od svekrve.
280a240034	Čovjeku će neprijatelji biti vlastiti ukućani.’
280a250084	Tko voli svojega oca ili svoju majku više nego mene, nije me dostojan. Tko voli sina ili kćerku više nego mene, nije me dostojan.
280a26003c	Tko ne uzme svoj križ i ne pođe za mnom, nije me dostojan.
280a27005c	Tko za sebe čuva svoj život, izgubit će ga; a tko dade svoj život za mene, naći će ga.
280a280058	Tko prihvati vas, mene prihvaća. A tko mene prihvati, prihvaća Boga koji me je poslao.
280a290094	Tko prihvati proroka zato što je prorok, dobit će proročku plaću; tko prihvati pravednika zato što je pravednik, dobit će pravedničku plaću.
280a2a0079	Tko napoji jednoga od ovih najmanjih čašom hladne vode, zato što je moj učenik, sigurno neće mu propasti nagrada.”
280b010063	Kad je završio s uputama dvanaestorici učenika, Isus ode poučavati i propovijedati po gradovima.
280b02006c	Ivan Krstitelj je u tamnici čuo o Kristovim čudesnim djelima, pa pošalje svoje učenike da upitaju Isusa:
280b030045	“Jesi li ti zaista onaj koji treba doći ili da čekamo drugoga?”
280b040057	Zatim odgovori Ivanovim učenicima: “Idite Ivanu i ispričajte što čujete i vidite:
280b050082	slijepcima se vraća vid, hromi hodaju, gubavci ozdravljaju, gluhi čuju, mrtvi ustaju i Radosna vijest se propovijeda siromasima.
280b060043	Recite mu i ovo: ‘Blago onome tko se zbog mene ne sablazni!’”
280b070092	Kad su otišli, Isus počne govoriti mnoštvu o Ivanu. “Kad ste izišli u pustinju, što ste išli gledati? Samo trsku kako se povija na vjetru?
280b08005b	Ili ste išli vidjeti raskošno odjevena čovjeka? Ali takvi žive u kraljevskim palačama.
280b090044	Ili ste išli vidjeti Božjeg proroka? Da, on je i više od proroka.
280b0a0082	Jer Ivan je čovjek o kojemu u Svetome pismu piše: ‘Gledajte, šaljem pred vas svojega glasnika i on će vam pripraviti put.’
280b0b009c	Zaista vam kažem: Od svih ljudi koji su ikada rođeni nije bilo većega od Ivana Krstitelja. Pa ipak, i najmanji u kraljevstvu nebeskomu veći je od njega!
280b0c008c	A od vremena kad je Ivan Krstitelj počeo propovijedati i krstiti pa sve do sada, navala je na kraljevstvo nebesko i siloviti ga prisvajaju.
280b0d002d	Jer svi su proroci i Zakon proricali o Ivanu.
280b0e0051	I, ako ste mi to spremni povjerovati, on je taj drugi Ilija koji je trebao doći.
280b0f001f	Slušajte, kad već imate uši!
280b10007b	A s kime da usporedim ovaj naraštaj? On je poput djece koja sjede i igraju se na gradskome trgu, pa jedna drugoj dovikuju:
280b11007a	‘Veselo smo vam zasvirali, ali niste htjeli zaplesati. Onda smo vam zapjevali tužaljke, ali ni plakati niste htjeli.’
280b120053	Jer, došao je Ivan koji je postio i nije pio vino, a oni kažu: ‘Ima zloduha.’
280b1300cb	Onda sam došao ja, Sin Čovječji. Jedem i pijem, pa sada govore: ‘Izjelica je i pijanac, prijatelj je ubiračima poreza i drugim grešnicima!’ Ali Božja će se mudrost opravdati svojim djelima.”
280b14006f	Tada počne koriti gradove u kojima se zbilo najviše njegovih čudesnih djela zato što se nisu obratili Bogu.
280b1500bb	“Teško tebi, Korozaine! Teško tebi, Betsaido! Jer da su se čudesa koja su se kod vas dogodila zbila u pokvarenima Tiru i Sidonu, oni bi se već odavno obratili u kostrijeti i pepelu.
280b160044	Kažem vam da će Tiru i Sidonu na Sudnji dan biti lakše nego vama!
280b1700a8	A ti, Kafarnaume, zar ćeš se do neba uzdignuti? Strovalit ćeš se u pakao. Da su se čudesa koja su se u tebi zbila dogodila u Sodomi, ona bi zaista ostala do danas.
280b180040	Kažem vam da će Sodomi biti lakše na Sudnji dan nego vama!”
280b190074	Tada Isus reče: “Oče, gospodaru neba i zemlje, slavim te što si to skrio od mudrih i umnih, a objavio malenima.
280b1a002c	Da, Oče, tebi se to svidjelo tako učiniti.
280b1b007e	Moj mi je Otac sve predao. Nitko ne poznaje Sina nego Otac i nitko ne poznaje Oca nego Sin i oni kojima se Sin hoće objaviti.
280b1c0047	Dođite k meni svi koji ste umorni i opterećeni i ja ću vas odmoriti.
280b1d0070	Uzmite na sebe moj jaram i učite od mene jer sam krotka i ponizna srca. Tako ćete naći spokoj svojim dušama.
280b1e002a	Moj je jaram sladak, a moje breme lako.”
280c010084	U ono je vrijeme neke subote Isus s učenicima prolazio žitnim poljima. Učenici su ogladnjeli te počeli trgati klasje i jesti ga.
280c020070	Opaze to neki farizeji pa rekoše: “Ne bi to smjeli činiti! Zakonom je zabranjeno skupljati usjev subotom!”
280c03007f	Ali Isus im odgovori: “Niste li u Pismu čitali o tomu što je učinio kralj David kad su on i njegovi pratitelji ogladnjeli?
280c040089	Ušao je u Dom Božji te su pojeli prinesen kruh koji nije bilo dopušteno jesti ni njemu ni njegovim pratiocima, nego samo svećenicima.
280c050068	Niste li u Zakonu pročitali da svećenici služeći subotom u Hramu krše Zakon, a ipak nemaju krivnje?
280c060032	A ja vam kažem da je ovdje nešto veće od Hrama!
280c07008a	Kad biste zaista razumjeli što znači: ‘Draže mi je da ste milosrdni nego da mi prinosite žrtve’, ne biste osuđivali ove nedužne.
280c08002b	Ja, Sin Čovječji, gospodar sam subote.”
280c090014	Zatim ode u sinagogu
280c0a009a	i ondje spazi čovjeka usahnule ruke. Da bi ga mogli optužiti zbog potvrdnog odgovora, farizeji upitaju Isusa: “Je li dopušteno subotom iscijeliti?”
280c0b0062	On odgovori: “Tko to od vas ne bi svoju jedinu ovcu ako bi u subotu upala u jamu iz nje izvadio?
280c0c0053	A koliko je čovjek vredniji od ovce! Subotom je, dakle, slobodno činiti dobro.”
280c0d0066	Onome čovjeku zatim reče: “Ispruži ruku!” On ju ispruži, a ruka mu postane zdrava kao i druga.
280c0e0061	A farizeji se, čim su izišli iz sinagoge, okupe na vijećanje da se dogovore kako da ga smaknu.
280c0f0073	Ali Isus je to znao pa je otišao iz sinagoge s mnogima koji su ga slijedili. Sve je bolesne među njima iscijelio,
280c10002d	a on im je oštro zabranjivao da ga očituju.
280c110028	Time se ispunilo Izaijino proročanstvo:
280c12008a	“Ovo je moj ljubljeni Sluga, kojega sam izabrao. On je moja radost. Duh svoj stavit ću na njega. On će navješćivati pravdu narodima.
280c13003e	Neće se prepirati ni vikati, ulicama mu se neće čuti glasa.
280c140064	Ni zgažene trske neće slomiti, ni ugasit žiška što tek tinja sve dok ne ostvari pobjedu pravde.
280c150026	U njegovo će se ime uzdati narodi.”
280c16006e	Tada Isusu dovedu zloduhom opsjednuta, slijepa i nijema čovjeka. Isus ga iscijeli te on progovori i progleda.
280c170042	Mnoštvo je osupnuto pitalo: “Da on nije Mesija, Sin Davidov?”
280c18006c	Kad su za to čuli farizeji, rekoše: “Taj izgoni zle duhove pomoću Beelzebula, poglavice zlih duhova.”
280c190087	Znajući što misle, Isus im reče: “Svako podijeljeno kraljevstvo propada. Grad ili dom ne može opstati ako je iznutra razjedinjen.
280c1a005f	Ako dakle Sotona izgoni Sotonu, njegovo je kraljevstvo razjedinjeno. Kako će se onda održati?
280c1b007f	Ako ja zaista izgonim zle duhove uz pomoć Beelzebula, čijom ih pomoći istjeruju vaši sljedbenici? Zato će vas oni osuditi.
280c1c005b	Ali ako ja izgonim zloduhe pomoću Božjega Duha, onda je k vama stiglo Božje kraljevstvo.
280c1d0075	Ne možete ući u kuću snažnog čovjeka i opljačkati ga a da ga najprije ne svežete. Tek tada ga možete orobiti.
280c1e0066	Tko nije na mojoj strani, zapravo je protiv mene; i svatko tko sa mnom ne skuplja, zapravo rastjeruje.
280c1f0073	Zato će se, kažem vam, ljudima oprostiti svaki grijeh i bogohulstvo, ali hula na Svetoga Duha neće se oprostiti.
280c2000a6	Ipak, onome koji što kaže protiv Sina Čovječjega oprostit će se, ali kaže li što protiv Svetoga Duha, neće mu se oprostiti ni na ovome ni u budućemu svijetu.
280c21007e	Odlučite se dakle: ili je stablo dobro i donosi dobar rod ili je nevaljalo i donosi zao rod. Pa drvo se poznaje po plodovima.
280c220067	Zmijski rode! Kako biste i mogli govoriti dobro kad ste zli? Jer usta govore ono čega je srce prepuno.
280c230046	Dobar čovjek iz riznice svojega srca iznosi dobro, a zao čovjek zlo.
280c240067	A ja vam kažem da će ljudi za svaku bezrazložnu riječ koju izgovore položiti račun na Sudnji dan.
280c250031	Vlastite će te riječi opravdati ili osuditi.”
280c260067	Zatim mu neki pismoznanci i farizeji rekoše: “Učitelju, htjeli bismo da nam pokažeš neki znak.”
280c270077	On im odgovori: “Samo zao i nevjernički naraštaj traži znak, ali neće mu se dati drugoga osim znaka proroka Jone.
280c280091	Kao što je Jona tri dana i tri noći proveo u utrobi morske nemani, tako ću i ja, Sin Čovječji, provesti u krilu zemlje tri dana i tri noći.
280c29009a	Stanovnici Ninive ustat će protiv ovoga naraštaja na Sudu i osuditi ga jer su se oni obratili na Jonino propovijedanje. S vama je ovdje i veći od Jone!
280c2a009a	Kraljica Juga ustat će protiv ovoga naraštaja na Sudu i osuditi ga jer je izdaleka došla čuti Salomonovu mudrost; s vama je ovdje i veći od Salomona.
280c2b0060	Kad nečisti duh iziđe iz čovjeka, luta bezvodnim mjestima tražeći odmora, ali ga ne nalazi.
280c2c0077	Tada kaže: ‘Vratit ću se u kuću iz koje sam izišao.’ Vrati se i svoj stari dom zatekne prazan, pometen i čist.
280c2d00c3	Zatim ode pronaći drugih sedam duhova još gorih od sebe te svi oni uđu u čovjeka i u njemu se nastane. Na kraju tako čovjeku bude i gore nego prije. Tako će biti i ovome zlom naraštaju.”
280c2e0067	Dok je Isus još govorio mnoštvu, vani su stajali njegova majka i braća želeći s njime razgovarati.
280c2f0051	Netko mu je rekao: “Evo, tu su ti majka i braća. Žele s tobom razgovarati.”
280c300035	On odgovori: “Tko mi je majka? Tko su mi braća?”
280c310054	Pokaže zatim prema svojim učenicima. “Evo,” reče, “to su mi majka i braća!
280c320058	Zaista, tko god čini volju mojega nebeskog oca, taj mi je i brat, i sestra, i majka!”
280d010038	Istoga dana Isus iziđe iz kuće i ode sjesti uz jezero.
280d02006e	K njemu nagrne silno mnoštvo, tako da je morao ući u lađicu. Sjeo je u nju, a mnoštvo je stajalo na obali.
280d030041	Mnogo im je govorio u prispodobama: “Neki je ratar sijao sjeme.
280d04004d	Dok je sijao po polju, dio zrnja padne na stazu pa dođu ptice i pozobaju ga.
