0100000008	Genesisy
010710009b	Ary izay niditra tao dia lahy sy vavy, avy tamin’ ny nofo rehetra, araka izay nandidian’ Andriamanitra an’ i Noa; ary narindrin’ i Jehovah tao izy.
01071100a4	Ary naharitra efa-polo andro tambonin’ ny tany ny safo-drano, dia tonga betsaka ny rano ka nanainga ny sambo-fiara, dia nitsinkafona ho afaka amin’ ny tany izy.
0107120076	Ary nahery ny rano ka tonga betsaka indrindra tambonin’ ny tany; dia nandeha teny ambonin’ ny rano ny sambo-fiara.
0107130090	Ary nahery dia nahery indrindra ny rano teny ambonin’ ny tany, ka voasarona ny tendrombohitra avo rehetra izay tambanin’ ny lanitra rehetra.
0107140054	Dimy ambin’ ny folo hakiho no nihoaran’ ny rano, ka voasarona ny tendrombohitra.
01071500c2	Dia maty ny nofo rehetra izay nihetsiketsika tambonin’ ny tany, dia ny vorona sy ny biby fiompy sy ny bibi-dia sy ny biby rehetra izay mandady na mikisaka amin’ ny tany ary ny olona rehetra.
0107160073	Izay rehetra nanam-pofonaina teo am-bavorony, avy tamin’ izay rehetra teo amin’ ny tany maina, dia maty avokoa.
010717012e	Ary naringana ny zavatra velona rehetra izay tambonin’ ny tany, hatramin’ ny olona ka hatramin’ ny biby fiompy sy ny zava-mandady na mikisaka ary ny voro-manidina; dia naringana tsy ho amin’ ny tany ireny; ary Noa sy izay niara-nitoetra taminy tao anatin’ ny sambo-fiara ihany no sisa velona.
0107180042	Ary nahery tambonin’ ny tany dimam-polo amby zato andro ny rano.
01080100e8	Ary Andriamanitra nahatsiaro an’ i Noa mbamin’ ny bibi-dia rehetra ary ny biby fiompy rehetra, izay niara-nitoetra taminy tao anatin’ ny sambo-fiara; ary Andriamanitra nampandeha rivotra eran’ ny tany, ka dia nihena ny rano.
0108020084	Ary tampina ny loharanon’ ny lalina sy ny varavaran’ ny lanitra, ka nitsahatra ilay ranonorana nivatravatra avy tany an-danitra.
010803007a	Ary nihena niandalana niala tamin’ ny tany ny rano; ary rehefa afaka dimam-polo amby zato andro, dia efa nihena ny rano.
010804008f	Dia nipetraka teo amin’ ny tendrombohitra any Ararata ny sambo-fiara tamin’ ny andro fahafito ambin’ ny folo tamin’ ny volana fahafito.
01080500aa	Ary ny rano dia mbola nihena niandalana hatramin’ ny volana fahafolo; tamin’ ny andro voalohany tamin’ ny volana fahafolo dia niseho ny tampon’ ny tendrombohitra.
010806006b	Ary rehefa afaka efa-polo andro, dia novohan’ i Noa ny varavarankelin’ ny sambo-fiara izay efa nataony.
0108070062	Dia namoaka goaika anankiray izy, ary niverimberina mandra-paharitry ny rano tamin’ ny tany iny.
0108080070	Dia namoaka voromailala anankiray izay teo aminy izy, hizahany na efa kely ny rano tambonin’ ny tany, na tsia.
0108090118	Fa tsy hitan’ ilay voromailala izay hipetrahan’ ny faladiany, dia niverina tamin’ i Noa tao anatin’ ny sambo-fiara izy, satria mbola nisy rano tambonin’ ny tany rehetra; ary Noa naninjitra ny tànany ka nandray sy nampiditra azy ho ao aminy tao anatin’ ny sambo-fiara.
01080a0065	Ary mbola niandry hafitoana koa izy; dia namoaka ilay voromailala tamin’ ny sambo-fiara indray izy.
01080b00ba	Dia niditra teo aminy ilay voromailala nony hariva ny andro; ary, indro, nisy ravin’ oliva maitso teo am-bavany; izany no nahafantaran’ i Noa fa efa kely ny rano tambonin’ ny tany.
01080c006d	Ary mbola niandry hafitoana indray izy, dia namoaka ilay voromailala; ary tsy niverina teo aminy intsony iny.
01080d00ea	Ary tamin’ ny andro voalohany tamin’ ny volana voalohany tamin’ ny taona fahiraika amby enin-jato, dia ritra ny rano teo ambonin’ ny tany; ary nanaisotra ny tafon’ ny sambo-fiara Noa ka nijery, ary, indro, efa maina ny tany.
01080e005b	Ary tamin’ ny andro fahafito amby roa-polo tamin’ ny volana faharoa, dia maina ny tany.
01080f0039	Ary Andriamanitra dia niteny tamin’ i Noa ka nanao hoe:
0108100066	Mivoaha amin’ ny sambo-fiara ianao sy ny vadinao aman-janakao ary ny vinantonao vavy miaraka aminao.
0108110139	Ary ny zava-manan’ aina rehetra, izay eo aminao, avy tamin’ ny nofo rehetra, dia ny vorona sy ny biby fiompy sy ny biby rehetra izay mandady na mikisaka amin’ ny tany, dia ento mivoaka miaraka aminao; ary aoka hiteraka be eny ambonin’ ny tany sy ho maro anaka ary hihabetsaka eny ambonin’ ny tany ireny.
0108120054	Dia nivoaka Noa mbamin’ ny vadiny aman-janany ary ny vinantonivavy niaraka taminy;
01081300df	Ny zava-manan’ aina rehetra sy ny biby rehetra izay mandady na mikisaka ary ny vorona rehetra mbamin’ izay rehetra mihetsiketsika eny ambonin’ ny tany dia samy nivoaka avy tao amin’ ny sambo-fiara araka ny karazany.
01081400aa	Ary Noa dia nanorina alitara ho an’ i Jehovah; ary ny biby madio rehetra sy ny vorona madio rehetra dia nanalany ka nataony fanatitra odorana teo ambonin’ ny alitara.
0108150115	Dia nandre ny hanitra ankasitrahana Jehovah, ka hoy Izy tam-pony: Tsy mba hanozona ny tany intsony noho ny amin’ ny olona Aho; fa ny fisainan’ ny fon’ ny olona dia ratsy hatramin’ ny fahazazany; ary tsy mba handringana ny velona rehetra intsony Aho tahaka izay nataoko.
01081600c0	Raha mbola maharitra koa ny tany, dia tsy hanam-pitsaharana ny taom-pamafazana sy ny taom-pijinjana, ary ny hatsiaka sy ny hafanana ary ny fahavaratra sy ny ririnina, ary ny andro sy ny alina.
010901006a	Ary Andriamanitra nitso-drano an’ i Noa sy ny zanany hoe; Maroa fara sy mihabetsaha ary mamenoa ny tany.
01090200ef	Ary ny tahotra sy horohoro anareo hahazo ny bibi-dia rehetra sy ny voro-manidina rehetra; ireny mbamin’ izay rehetra mandady na mikisaka amin’ ny tany sy ny hazandrano rehetra ao amin’ ny ranomasina dia efa natolotra eo an-tananareo.
010903007b	Ny biby mihetsiketsika rehetra izay miaina dia ho fihinana ho anareo; dia efa nomeko anareo toy ny zava-maitso izy rehetra.
0109040042	Kanefa ny nofo izay mbola misy aina dia ny ràny no aza haninareo.
01090500e9	Fa ny ranareo kosa dia hadiniko, satria ainareo izany; eo amin’ ny tanan’ ny manan’ aina rehetra no hanadinako azy; ary eo amin’ ny tanan’ ny olona, dia eo amin’ ny tanan’ ny olona avy, no hanadinako ny ain’ ny olona.
0109060089	Izay mandatsaka ny ran’ olona, dia mba halatsak’ olona kosa ny ràny, satria tahaka ny endrik’ Andriamanitra no nanaovany ny olona.
0109070066	Koa ny aminareo, dia maroa fara sy mihabetsaha; miteraha be eny ambonin’ ny tany sy mihabetsaha eny.
0109080061	Ary Andriamanitra niteny tamin’ i Noa sy tamin’ ny zanany, izay niaraka taminy, ka nanao hoe:
0109090058	Indro, Izaho efa manorina ny fanekeko aminareo sy amin’ ny taranakareo mandimby anareo
01090a00d0	sy amin’ ny zava-manan’ aina rehetra eo aminareo, na ny vorona, na ny biby fiompy, na ny bibi-dia rehetra eo aminareo: izay rehetra nivoaka avy tao anatin’ ny sambo-fiara, dia ny biby samy hafa rehetra.
01090b0091	Dia aoriko ny fanekeko aminareo, ka tsy haringako amin’ ny safo-drano intsony ny nofo rehetra, ary tsy hisy safo-drano hanimba ny tany intsony.
01090c00b5	Ary hoy Andriamanitra: Izao no famantarana ny fanekena izay ataoko ho amiko sy ho aminareo mbamin’ ny zava-manan’ aina rehetra eo aminareo hatramin’ ny taranaka fara mandimby:
01090d0066	Ny avako efa napetrako eo amin’ ny rahona ho famantarana ny fanekena ho amiko sy ho amin’ ny tany.
01090e005d	Ary raha mampiangona rahona eo ambonin’ ny tany Aho, ka hita eo amin’ ny rahona ny avana,
01090f00ac	dia hotsarovako ny fanekeko izay ho amiko sy ho aminareo mbamin’ ny zava-manan’ aina, dia ny nofo rehetra; ary tsy hisy safo-drano, handringana ny nofo rehetra intsony.
01091000d4	Ary ho eo amin’ ny rahona ny avana; ary hitsinjo azy Aho hahatsiarovako ny fanekena mandrakizay izay ho amin’ Andriamanitra sy ho amin’ ny zava-manan’ aina rehetra, dia ny nofo rehetra ambonin’ ny tany.
010911008e	Ary hoy Andriamanitra tamin’ i Noa: Izany no famantarana ny fanekena izay naoriko ho amiko sy ho amin’ ny nofo rehetra ambonin’ ny tany.
0109120086	Ary ny zanakalahin’ i Noa izay izay nivoaka avy tamin’ ny sambo-fiara dia Sema sy Hama ary Jafeta; ary i Hama no rain’ i Kanana.
0109130071	Ireo telo lahy ireo no zanak’ i Noa; ary avy tamin’ ireo no nielezan’ ny olona tambonin’ ny tany rehetra.
0109140037	Ary vao tonga mpiasa tany Noa ka nanao tanim-boaloboka.
0109150064	Ary nisotro tamin’ ny divay izy ka mamo; dia nanary lamba izy ka nitanjaka tao anatin’ ny lainy.
010916007b	Ary hitan’ i Hama, rain’ i Kanana ny fitanjahan’ ny rainy, dia nambarany tamin’ ny rahalahiny roa lahy teo ivelany.
01091700e2	Ary nalain’ i Sema sy Jafeta ny lamba ka nentin’ izy mirahalahy teo an-tsorony, dia nanao dia mianotra izy ka nandrakotra ny fitanjahan’ ny rainy; ary ny tavany tsy nanatrika, ka dia tsy hitany ny fitanjahan’ ny rainy.
010918006c	Dia nahatsiaro Noa, rehefa afaka ny hamamoany, ka nahafantatra izay efa nataon’ ny zanany faralahy taminy.
010919004b	Dia hoy izy: Ho voaozona anie Kanana; Ho tena andevon’ ny rahalahiny izy.
01091a005c	Ary hoy koa izy: Isaorana anie Jehovah, Andriamanitr’ i Sema; Ary aoka Kanana ho andevony.
01091b0074	Hataon’ Andriamanitra malalaka anie Jafeta; Ary aoka honina ao an-dain’ i Sema izy; Ary aoka Kanana ho andevony.
01091c005c	Ary ny andro niainan’ i Noa taorian’ ny safo-drano dia dimam-polo amby telon-jato taona.
01091d0059	Ary ny andro rehetra niainan’ i Noa dia dimam-polo amby sivin-jato taona; dia maty izy.
010a010083	Ary izao no taranaky ny zanakalahin’ i Noa, dia Sema sy Hama ary Jafeta: Samy niteraka zazalahy avy izy taorian’ ny safo-drano.
010a020062	Ny zanakalahin’ i Jafeta dia Gomera sy Magoga sy Maday sy Javana sy Tobala sy Maseka ary Tirasa.
010a030042	Ary ny zanakalahin’ i Gomera dia Askenaza sy Rifata ary Togarma.
010a040052	Ary ny zanakalahin’ i Javana dia Elisaha sy Tarsisy sy ny Kitima sy ny Dodanita.
010a0500a9	Avy tamin’ ireo no niavakavahan’ ny nosin’ ny firenena tany amin’ ny taniny, dia samy araka ny fiteniny avy, araka ny mpianakaviny avy, tamin’ ny fireneny avy.
010a060045	Ary ny zanakalahin’ i Hama dia Kosy sy Mizraima sy Pota ary Kanana.
010a070082	Ary ny zanakalahin’ i Kosy dia Seba sy Havila sy Sabta sy Ragama ary Sabteka; ary ny zanakalahin’ i Ragama dia Seba sy Dedana.
010a080060	Ary Kosy niteraka an’ i Nimroda; izy no voalohany izay tonga olona mahery tambonin’ ny tany.
010a09009a	Izy dia mpihaza mahery teo anatrehan’ i Jehovah, ka izany no nanaovan’ ny olona hoe: Tahaka an’ i Nimroda, mpihaza mahery eo anatrehan’ i Jehovah.
010a0a0064	Ary ny niandohan’ ny fanjakany dia Babela sy Ereka sy Akada ary Kalne tany amin’ ny tany Sinara.
010a0b007c	Ary nivoaka avy tamin’ izany tany izany izy ka nankany Asyria, dia nanorina an’ i Ninive mbamin’ i Rehobot-ira sy Kala
010a0c004d	ary Resena teo anelanelan’ i Ninive sy Kala, dia ilay tanàna lehibe izany.
010a0d004c	Ary Mizraima niteraka ny Lodita sy ny Anamita sy ny Lehabita sy ny Naftohita
010a0e004f	sy ny Patrosita sy ny Kaslohita izay nihavian’ ny Filistina ary ny Kaftorita.
010a0f0037	Ary Kanana niteraka an’ i Sidona lahimatoany sy Heta,
010a10002e	ary ny Jebosita, sy ny Amorita sy ny Girgasita
010a110026	sy ny Hivita sy ny Arkita sy ny Sinita
010a120065	sy ny Arvadita sy ny Zemarita ary ny Hamatita; ary nony taoriana dia niely ny firenen’ ny Kananita.
010a1300a2	Ary ny fari-tanin’ ny Kananita dia hatrany Sidona ka hatrany Gaza ao akaikin’ i Gerara, ka hatrany Lesa ao akaikin’ i Sodoma sy Gomora sy Adma ary Zeboïma.
010a14006a	Ireo no zanak’ i Hama, araka ny mpianakaviny, araka ny fiteniny, amin’ ny taniny, amin’ ny fireneny.
010a15005e	Dia niteraka koa Sema, rain’ ny zanak’ i Ebera rehetra rahalahin’ i Jafeta, izay zokiny.
010a16004b	Ny zanakalahin’ i Sema dia Elama sy Asyra sy Arpaksada sy Loda ary Arama.
010a170041	Ary ny zanakalahin’ i Arama dia Oza sy Hola sy Gatera ary Masy.
010a180045	Ary Arpaksada niteraka an’ i Sela; ary Sela niteraka an’ i Ebera.
010a19009b	Ary Ebera niteraka roa lahy: ny anaran’ ny iray natao hoe Palega, satria tamin’ ny androny no nizarana ny tany; ary Joktana no anaran’ ny rahalahiny.
010a1a0046	Ary Joktana niteraka an’ i Almodada sy Salefa sy Hazarmaveta sy Jera
010a1b001d	sy Hadorama sy Ozala sy Dikla
010a1c001d	sy Obala sy Abimaela sy Sheba
010a1d004d	sy Ofira sy Havila ary Jobaba; ireo rehetra ireo no zanakalahin’ i Joktana.
010a1e005a	Ary ny fonenan’ ireo dia hatrany Mesa ao akaikin’ i Sefara, tendrombohitra atsinanana.
010a1f0068	Ireo no zanak’ i Sema, araka ny mpianakaviny, araka ny fiteniny, amin’ ny taniny, araka ny fireneny.
010a2000b4	Ireo no mpianakavin’ ny zanak’ i Noa, araka ny taranany, amin’ ny fireneny; ary avy tamin’ ireo no niavakavahan’ ny firenena tambonin’ ny tany taorian’ ny safo-drano.
010b010037	Ary ny tany rehetra dia iray fanononana sy iray fiteny.
010b020075	Ary raha nifindrafindra niantsinanana ny olona, dia nahita tany lemaka tany amin’ ny tany Sinara izy ka nonina teo.
010b030095	Ary niresadresaka hoe izy: Andeha isika hanao biriky ka handotra azy tsara. Ary ny biriky na taony solom-bato, ary ny asfalta nataony solon-drihitra.
010b0400bd	Ary hoy izy: Andeha isika hanao tanàna sy tilikambo ho antsika, ka ny tampony hahatakatra ny lanitra, dia hanao izay hahazoantsika laza, fandrao hiely eny ambonin’ ny tany rehetra isika.
010b05005c	Dia nidina Jehovah hizaha ny tanàna sy ny tilikambo, izay nataon’ ny zanak’ olombelona.
010b0600c0	Ary hoy Jehovah: Indro, iray foko ny olona, sady iray fanononana izy rehetra, ary ity vao fiandohan’ ny hataony; koa izao dia tsy hisy azo sakanana na inona na inona izay saintsaininy hatao.
010b070059	Aoka isika hidina, ka eny no hanorokoroantsika ny fiteniny, mba tsy hifankahala teny izy.
010b080081	Dia tao no nampielezan’ i Jehovah azy hiala ho eny ambonin’ ny tany rehetra; dia nitsahatra tsy nanao ny tanàna intsony izy.
010b0900b9	Koa izany no nanaovana ny anarany hoe Babela; fa tao Jehovah no nanorokoro ny fitenin’ ny tany rehetra; ary tao no nampielezan’ i Jehovah ny olona ho eny ambonin’ ny tany rehetra.
010b0a0079	Izao no taranak’ i Sema: Rehefa zato taona Sema, dia niteraka an’ i Arpaksada izy roa taona taorian’ ny safo-drano.
010b0b0086	Ary ny andro niainan’ i Sema taorian’ ny niterahany an’ i Arpaksada dia diman-jato taona; ary niteraka zazalahy sy zazavavy izy.
010b0c0064	Ary rehefa dimy amby telo-polo taona ny andro niainan’ i Arpaksada, dia niteraka an’ i Sela izy.
010b0d008e	Ary ny andro niainan’ i Arpaksada taorian’ ny niterahany an’ i Sela dia telo amby efa-jato taona; ary niteraka zazalahy sy zazavavy izy.
010b0e0056	Ary rehefa telo-polo taona ny andro niainan’ i Sela, dia niteraka an’ i Ebera izy.
010b0f008a	Ary ny andro niainan’ i Sela taorian’ ny niterahany an’ i Ebera dia telo amby efa-jato taona; ary niteraka zazalahy sy zazavavy izy.
010b100064	Ary rehefa efatra amby telo-polo taona ny andro niainan’ i Ebera, dia niteraka an’ i Palega izy.
010b110091	Ary ny andro niainan’ i Ebera taorian’ ny niterahany an’ i Palega dia telo-polo amby efa-jato taona; ary niteraka zazalahy sy zazavavy izy.
010b120052	Ary rehefa telo-polo taona ny andro niainan’ i Palega, dia niteraka an-dReo izy,
010b130087	Ary ny andro niainan’ i Palega taorian’ ny niterahany an-dReo dia sivy amby roan-jato taona; ary niteraka zazalahy sy zazavavy izy.
010b14005c	Ary rehefa roa amby telo-polo, taona ny andro niainan-dReo, dia niteraka an’ i Seroga izy.
010b150087	Ary ny andro niainan-dReo taorian’ ny niterahany an’ i Seroga dia fito amby roan-jato taona; ary niteraka zazalahy sy zazavavy izy.
010b160059	Ary rehefa telo-polo taona ny andro niainan’ i Seroga, dia niteraka an’ i Nahora izy,
010b170084	Ary ny andro niainan’ i Seroga taorian’ ny niterahany an’ i Nahora dia roan-jato taona; ary niteraka zazalahy sy zazavavy izy.
010b180060	Ary rehefa sivy amby roa-polo taona ny andro niainan’ i Nahora, dia niteraka an’ i Tera izy.
010b190098	Ary ny andro niainan’ i Nahora taorian’ ny niterahany an’ i Tera dia sivy ambin’ ny folo amby zato taona; ary niteraka zazalahy sy zazavavy izy.
010b1a006c	Ary rehefa fito-polo taona ny andro niainan’ i Tera, dia niteraka an’ i Abrama sy Nahora ary Harana izy:
010b1b0073	Ary izao no taranak’ i Tera: Tera niteraka an’ i Abrama sy Nahora ary Harana; ary Harana niteraka an’ i Lota.
010b1c0079	Ary maty Harana, raha mbola teo anatrehan’ i Tera rainy tany amin’ ny tany nahaterahany, dia tao Oran’ ny Kaldeana.
010b1d00c7	Ary Abrama sy Nahora dia samy naka vady ho azy: ny anaran’ ny vadin’ i Abrama dia Saray; ary ny anaran’ ny vadin’ i Nahora dia Milka, zanakavavin’ i Harana, rain’ i Milka sy rain’ Iska.
010b1e0026	Ary momba Saray; tsy nanan-janaka izy.
010b1f00ff	Ary Tera nitondra an’ i Abrama zanany sy Lota zafiny, zanak’ i Harana, ary Saray vinantoni-vavy, vadin’ i Abrama zanany; dia niaraka taminy ireo ka niala tao Oran’ ny Kaldeana hankany amin’ ny tany Kanana; dia tonga tao Harana izy ka nonina tao.
010b200052	Ary dimy amby roan-jato taona ny andro niainan’ i Tera; dia maty tao Harana izy.
010c01009a	Ary hoy Jehovah tamin’ i Abrama: Mandehana miala amin’ ny taninao sy ny havanao ary ny tranon’ ny rainao hankany amin’ ny tany izay hasehoko anao;
010c020073	dia hahatonga anao ho firenena lehibe Aho sady hitahy anao sy hahalehibe ny anaranao; ary ho fitahiana tokoa ianao;
010c030084	ary hitahy izay manisy soa anao Aho, fa hanozona izay manozona anao; ary aminao no hitahiana ny firenena rehetra ambonin’ ny tany.
010c0400a5	Dia nandeha Abrama araka izay efa nolazain’ i Jehovah taminy, ary Lota koa mba niaraka taminy. Ary efa dimy amby fito-polo taona Abrama, raha niala tao Harana izy.
010c0500fd	Ary Abrama nitondra an’ i Saray vadiny sy Lota zana-drahalahiny mbamin’ ny fananan’ izy rehetra izay efa nohariny sy ny olona izay efa azony tao Harana; dia niainga izy ireo hankany amin’ ny tany Kanana, ka tonga tany amin’ ny tany Kanana izy.
010c060087	Ary Abrama dia nitety ny tany hatrany Sekema, dia tao an-kazo terebintan’ i More. Ary ny Kananita no tompon-tany tany Kanana fahizay.
010c07009b	Ary Jehovah niseho tamin’ i Abrama ka nanao hoe: Ny taranakao no homeko ity tany ity. Dia nanorina alitara teo izy ho an’ i Jehovah Izay niseho taminy.
010c0800fd	Ary nifindra niala teo izy hankany amin’ ny tendrombohitra atsinanan’ i Betela ka nanorina ny lainy teo anelanelan’ i Betela tao andrefany sy Ay tao atsinanany; dia nanorina alitara teo koa ho an’ i Jehovah izy ka niantso ny anaran’ i Jehovah.
